https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LON,Volume USDT
1655424000,2022-06-17 00:00:00,LON/USDT,0.6095,0.6315,0.6095,0.6177,5059.24690663,3165.390856246765
1655337600,2022-06-16 00:00:00,LON/USDT,0.676,0.676,0.6065,0.6075,985.42358507,620.115101644465
1655251200,2022-06-15 00:00:00,LON/USDT,0.6438,0.6726,0.6016,0.6726,24118.8006619,15637.81346316493
1655164800,2022-06-14 00:00:00,LON/USDT,0.643,0.6636,0.6135,0.6435,2212.76481151,1433.657391226116
1655078400,2022-06-13 00:00:00,LON/USDT,0.6624,0.6734,0.61,0.636,3889.85855208,2445.39998943432
1654992000,2022-06-12 00:00:00,LON/USDT,0.686,0.7141,0.6594,0.6775,3875.84239678,2669.80044241014
1654905600,2022-06-11 00:00:00,LON/USDT,0.7163,0.7492,0.6524,0.6704,6775.52864218,4586.879873670331
1654819200,2022-06-10 00:00:00,LON/USDT,0.7608,0.78,0.7146,0.742,4498.03335469,3464.413354341725
1654732800,2022-06-09 00:00:00,LON/USDT,0.7784,0.794,0.751,0.7611,8669.68015787,6636.064877410736
1654646400,2022-06-08 00:00:00,LON/USDT,0.7633,0.7809,0.7548,0.763,3256.80596929,2512.821412171951
1654560000,2022-06-07 00:00:00,LON/USDT,0.757,0.7847,0.7361,0.7593,1753.716154,1316.043303137932
1654473600,2022-06-06 00:00:00,LON/USDT,0.7411,0.8227,0.7411,0.7679,6207.28778122,4854.800823006229
1654387200,2022-06-05 00:00:00,LON/USDT,0.734,0.92,0.7212,0.7414,19162.61998348,14474.204889679327
1654300800,2022-06-04 00:00:00,LON/USDT,0.7303,0.7468,0.7134,0.7303,6653.72059825,4889.600060415525
1654214400,2022-06-03 00:00:00,LON/USDT,0.7297,0.7408,0.7102,0.7322,324.94942152,236.893881147766
1654128000,2022-06-02 00:00:00,LON/USDT,0.7183,0.7368,0.7152,0.7368,3094.63221343,2239.063002188364
1654041600,2022-06-01 00:00:00,LON/USDT,0.73,0.773,0.7032,0.7207,11277.8607409,8249.28570798715
1653955200,2022-05-31 00:00:00,LON/USDT,0.7958,0.796,0.7323,0.7498,4486.13838313,3361.403611701103
1653868800,2022-05-30 00:00:00,LON/USDT,0.7771,0.8061,0.7643,0.7941,3747.68429878,2947.772569113322
1653782400,2022-05-29 00:00:00,LON/USDT,0.8278,0.8339,0.735,0.7879,11181.76215224,8851.40984425599
1653696000,2022-05-28 00:00:00,LON/USDT,0.8178,0.8498,0.8152,0.8185,1786.83148015,1479.177149219185
1653609600,2022-05-27 00:00:00,LON/USDT,0.798,0.844,0.7652,0.8178,8093.34362407,6443.67343652368
1653523200,2022-05-26 00:00:00,LON/USDT,0.8101,0.828,0.7672,0.802,6120.43333553,4859.184572350407
1653436800,2022-05-25 00:00:00,LON/USDT,0.843,0.843,0.8064,0.812,3716.46056339,3054.418694287618
1653350400,2022-05-24 00:00:00,LON/USDT,0.8619,0.8851,0.841,0.856,7457.9005,6406.84959202
1653264000,2022-05-23 00:00:00,LON/USDT,0.8679,0.9058,0.857,0.861,17666.23603189,15579.065958014749
1653177600,2022-05-22 00:00:00,LON/USDT,0.8561,0.9099,0.8506,0.864,20727.08734619,18036.221927100442
1653091200,2022-05-21 00:00:00,LON/USDT,0.869,0.879,0.8521,0.853,340.56056457,296.827906071121
1653004800,2022-05-20 00:00:00,LON/USDT,0.859,0.884,0.8441,0.8659,2071.43204992,1786.780880895072
1652918400,2022-05-19 00:00:00,LON/USDT,0.84,0.8894,0.7797,0.858,8240.84748995,6862.431408074897
1652832000,2022-05-18 00:00:00,LON/USDT,0.9051,1.12,0.828,0.8371,18196.74108991,15945.517155738925
1652745600,2022-05-17 00:00:00,LON/USDT,0.853,0.9102,0.853,0.9031,3534.56814437,3133.890837299654
1652659200,2022-05-16 00:00:00,LON/USDT,0.8692,0.8839,0.8161,0.854,11375.03768231,9451.787636715159
1652572800,2022-05-15 00:00:00,LON/USDT,0.864,0.8849,0.846,0.8791,6515.36546161,5677.132969757845
1652486400,2022-05-14 00:00:00,LON/USDT,0.837,0.8849,0.8201,0.8733,14594.3601938,12533.557246237451
1652400000,2022-05-13 00:00:00,LON/USDT,0.837,0.894,0.817,0.837,5204.27097738,4440.670731114221
1652313600,2022-05-12 00:00:00,LON/USDT,0.8278,0.9049,0.7376,0.834,20297.22442349,16079.725914303734
1652227200,2022-05-11 00:00:00,LON/USDT,0.9645,0.987,0.7929,0.8279,22793.85122054,21074.415577516615
1652140800,2022-05-10 00:00:00,LON/USDT,0.916,1.0499,0.894,0.957,24449.70587837,23664.792913988947
1652054400,2022-05-09 00:00:00,LON/USDT,0.9601,1.038,0.909,0.912,27491.83349786,26305.234854014235
1651968000,2022-05-08 00:00:00,LON/USDT,0.9684,0.9692,0.9475,0.954,8409.04573162,8071.741375597334
1651881600,2022-05-07 00:00:00,LON/USDT,0.978,0.993,0.955,0.971,1855.41719272,1818.354275755628
1651795200,2022-05-06 00:00:00,LON/USDT,0.9955,1.011,0.894,0.9863,17903.07861704,17606.005778542309
1651708800,2022-05-05 00:00:00,LON/USDT,1.0294,1.062,0.9661,0.9968,10886.49610529,11223.251478908726
1651622400,2022-05-04 00:00:00,LON/USDT,0.9801,1.0324,0.9801,1.0236,7906.48698028,7884.480592435452
1651536000,2022-05-03 00:00:00,LON/USDT,1.011,1.016,0.975,0.976,1600.7911,1604.69504567
1651449600,2022-05-02 00:00:00,LON/USDT,0.993,1.0199,0.966,0.991,20638.21451032,20548.617901577613
1651363200,2022-05-01 00:00:00,LON/USDT,0.9353,0.9912,0.9318,0.9893,5516.60914117,5290.670644220991
1651276800,2022-04-30 00:00:00,LON/USDT,0.9851,1.0044,0.906,0.939,11891.3882607,11092.585108918996
1651190400,2022-04-29 00:00:00,LON/USDT,0.975,1.015,0.966,0.985,4883.11690675,4862.837772342841
1651104000,2022-04-28 00:00:00,LON/USDT,0.9699,1.004,0.963,0.981,3258.20924913,3235.540678313111
1651017600,2022-04-27 00:00:00,LON/USDT,0.954,0.981,0.948,0.967,4273.51757664,4117.621951140452
1650931200,2022-04-26 00:00:00,LON/USDT,0.9945,1.013,0.9368,0.9456,5456.95684473,5313.801301671092
1650844800,2022-04-25 00:00:00,LON/USDT,0.968,1.0164,0.9308,0.9947,8118.08307693,7933.283294479096
1650758400,2022-04-24 00:00:00,LON/USDT,0.9802,0.99,0.958,0.9696,12614.63894198,12329.845195118874
1650672000,2022-04-23 00:00:00,LON/USDT,0.97,0.99,0.962,0.9709,4170.74569378,4079.46022130203
1650585600,2022-04-22 00:00:00,LON/USDT,0.956,0.9775,0.946,0.9675,3418.51074982,3303.412176075795
1650499200,2022-04-21 00:00:00,LON/USDT,0.9828,0.9974,0.93,0.954,11529.1434346,11279.205866685425
1650412800,2022-04-20 00:00:00,LON/USDT,0.9956,1.002,0.972,0.99,15496.67358724,15353.282312411229
1650326400,2022-04-19 00:00:00,LON/USDT,1.034,1.036,0.9841,0.9971,11063.56433621,11125.872295270087
1650240000,2022-04-18 00:00:00,LON/USDT,1.0302,1.077,0.9926,1.0241,58761.78384256,60700.313068980873
1650153600,2022-04-17 00:00:00,LON/USDT,1.0409,1.1067,1.0193,1.0316,90935.06750901,96352.587353499178
1650067200,2022-04-16 00:00:00,LON/USDT,1.034,1.05,1.028,1.0409,1923.32826603,2008.836426651322
1649980800,2022-04-15 00:00:00,LON/USDT,1.0487,1.065,1.028,1.028,2540.19489594,2667.967908989101
1649894400,2022-04-14 00:00:00,LON/USDT,1.0351,1.08,1.023,1.0489,2078.09906292,2166.40229094332
1649808000,2022-04-13 00:00:00,LON/USDT,1.0805,1.084,1.023,1.0412,4688.11925873,4903.533760671755
1649721600,2022-04-12 00:00:00,LON/USDT,1.038,1.09,1.034,1.08,4653.08230939,4940.522810816936
1649635200,2022-04-11 00:00:00,LON/USDT,1.038,1.0981,1.032,1.0506,11300.6289011,11940.030556116504
1649548800,2022-04-10 00:00:00,LON/USDT,1.068,1.086,1.04,1.0442,13693.16556568,14576.857450980289
1649462400,2022-04-09 00:00:00,LON/USDT,1.0309,1.0699,1.03,1.0618,5443.22035044,5721.5294742212
1649376000,2022-04-08 00:00:00,LON/USDT,1.0684,1.074,1.032,1.0393,5387.59149694,5656.066723359194
1649289600,2022-04-07 00:00:00,LON/USDT,1.0306,1.0816,1.0125,1.0623,8727.77256064,9190.044557815703
1649203200,2022-04-06 00:00:00,LON/USDT,1.072,1.088,1.023,1.023,5896.80525642,6250.200297453394
1649116800,2022-04-05 00:00:00,LON/USDT,1.1035,1.13,1.074,1.074,5893.89467984,6493.947331637105
1649030400,2022-04-04 00:00:00,LON/USDT,1.092,1.118,1.071,1.105,4165.4155263,4571.90301778061
1648944000,2022-04-03 00:00:00,LON/USDT,1.0854,1.198,1.0748,1.0938,52151.09592844,57269.674788520743
1648857600,2022-04-02 00:00:00,LON/USDT,1.0977,1.122,1.0764,1.095,13130.84361124,14423.273189899082
1648771200,2022-04-01 00:00:00,LON/USDT,1.0782,1.109,1.0409,1.0806,20110.67256729,21664.985260226427
1648684800,2022-03-31 00:00:00,LON/USDT,1.117,1.1433,1.067,1.067,14874.45478895,16492.251788260224
1648598400,2022-03-30 00:00:00,LON/USDT,1.056,1.19,1.0482,1.1102,113569.63846778,128768.662573496208
1648512000,2022-03-29 00:00:00,LON/USDT,1.048,1.072,1.03,1.054,20856.38149371,21804.114802940866
1648425600,2022-03-28 00:00:00,LON/USDT,1.05,1.092,1.0458,1.048,8969.29061644,9577.573991659767
1648339200,2022-03-27 00:00:00,LON/USDT,0.986,1.068,0.986,1.0575,15488.07930878,15805.786323644943
1648252800,2022-03-26 00:00:00,LON/USDT,0.9695,0.9857,0.9628,0.9798,10920.47002833,10687.908708582719
1648166400,2022-03-25 00:00:00,LON/USDT,0.961,0.981,0.956,0.9674,4590.09094872,4452.458172058968
1648080000,2022-03-24 00:00:00,LON/USDT,0.967,0.984,0.961,0.9705,7856.13461044,7631.889506040443
1647993600,2022-03-23 00:00:00,LON/USDT,0.9879,0.9963,0.9622,0.9656,11081.11394253,10800.309064515543
1647907200,2022-03-22 00:00:00,LON/USDT,0.968,1.0051,0.968,0.983,9038.07579016,8884.198780767883
1647820800,2022-03-21 00:00:00,LON/USDT,0.9491,0.998,0.948,0.9717,20922.654886,20541.391019497106
1647734400,2022-03-20 00:00:00,LON/USDT,0.96,0.967,0.94,0.95,7607.3503149,7256.794915455628
1647648000,2022-03-19 00:00:00,LON/USDT,0.9765,0.988,0.955,0.962,11659.07844617,11319.099459465226
1647561600,2022-03-18 00:00:00,LON/USDT,0.971,0.996,0.959,0.9727,3625.42672396,3518.317097672681
1647475200,2022-03-17 00:00:00,LON/USDT,0.9459,0.9827,0.9443,0.9786,4533.94656676,4364.010669512338
1647388800,2022-03-16 00:00:00,LON/USDT,0.9375,0.9629,0.926,0.9476,7106.40999167,6671.949898017297
1647302400,2022-03-15 00:00:00,LON/USDT,0.98,0.981,0.9349,0.9366,1170.96322348,1129.684044771338
1647216000,2022-03-14 00:00:00,LON/USDT,0.976,0.997,0.9656,0.9779,6972.28807369,6816.034006260856
1647129600,2022-03-13 00:00:00,LON/USDT,0.992,1.014,0.97,0.985,8326.76332687,8262.015645976225
1647043200,2022-03-12 00:00:00,LON/USDT,0.9686,0.992,0.9644,0.9862,4662.30658031,4561.802096871676
1646956800,2022-03-11 00:00:00,LON/USDT,0.976,0.99,0.9528,0.9719,9088.1984342,8836.16645271556
1646870400,2022-03-10 00:00:00,LON/USDT,0.966,1.0176,0.933,0.976,6443.37421897,6306.211680700853
1646784000,2022-03-09 00:00:00,LON/USDT,0.9549,0.978,0.9421,0.9635,14870.01999024,14264.510395830394
1646697600,2022-03-08 00:00:00,LON/USDT,0.9638,0.9689,0.926,0.945,5171.12211635,4887.71699618601
1646611200,2022-03-07 00:00:00,LON/USDT,0.998,1.002,0.9327,0.9615,13960.92753864,13485.51179106416
1646524800,2022-03-06 00:00:00,LON/USDT,0.9972,1.036,0.9913,1.0004,22311.62908002,22460.760929757648
1646438400,2022-03-05 00:00:00,LON/USDT,0.987,1.0126,0.987,0.9975,3296.1964,3297.49029733
1646352000,2022-03-04 00:00:00,LON/USDT,1.05,1.05,0.988,0.9904,14660.91676121,14799.419264957509
1646265600,2022-03-03 00:00:00,LON/USDT,1.072,1.079,1.03,1.056,10054.14537167,10644.08592772149
1646179200,2022-03-02 00:00:00,LON/USDT,1.052,1.081,1.034,1.07,14567.0901643,15522.57470792987
1646092800,2022-03-01 00:00:00,LON/USDT,1.1,1.117,1.034,1.052,7267.23259893,7781.00217736914
1646006400,2022-02-28 00:00:00,LON/USDT,1.034,1.184,1.014,1.098,16437.28138506,17493.85114167779
1645920000,2022-02-27 00:00:00,LON/USDT,1.033,1.098,1.002,1.03,18245.24976866,18983.67318327914
1645833600,2022-02-26 00:00:00,LON/USDT,1.062,1.094,1.034,1.034,9120.24918081,9689.84595269293
1645747200,2022-02-25 00:00:00,LON/USDT,1.039,1.072,1.001,1.061,23399.45889111,24208.62359208654
1645660800,2022-02-24 00:00:00,LON/USDT,0.995,1.08,0.954,1.041,21860.13572619,22278.07215004502
1645574400,2022-02-23 00:00:00,LON/USDT,1.026,1.048,0.992,0.992,3128.99840731,3167.87581178242
1645488000,2022-02-22 00:00:00,LON/USDT,1.007,1.034,0.986,1.016,10665.32581249,10697.41051778785
1645401600,2022-02-21 00:00:00,LON/USDT,1.069,1.101,1.004,1.005,13667.87881343,14223.10761434215
1645315200,2022-02-20 00:00:00,LON/USDT,1.057,1.098,1.021,1.076,11850.28509711,12615.21882126374
1645228800,2022-02-19 00:00:00,LON/USDT,1.086,1.105,1.042,1.061,28414.42321448,30328.28113757426
1645142400,2022-02-18 00:00:00,LON/USDT,1.082,1.115,1.071,1.089,27043.95612575,29523.01030867707
1645056000,2022-02-17 00:00:00,LON/USDT,1.146,1.146,1.072,1.08,17155.02702611,18811.04168145791
1644969600,2022-02-16 00:00:00,LON/USDT,1.132,1.179,1.11,1.145,17219.90569502,19621.25108997014
1644883200,2022-02-15 00:00:00,LON/USDT,1.119,1.152,1.116,1.137,27746.39958669,31446.57728276555
1644796800,2022-02-14 00:00:00,LON/USDT,1.153,1.153,1.08,1.118,85707.24517258,95470.08325046515
1644710400,2022-02-13 00:00:00,LON/USDT,1.134,1.208,1.13,1.157,42194.72178837,49193.67510002943
1644624000,2022-02-12 00:00:00,LON/USDT,1.007,1.202,1.005,1.134,91927.59522536,103952.79621100525
1644537600,2022-02-11 00:00:00,LON/USDT,1.059,1.06,1.004,1.007,7227.90158562,7528.08543037836
1644451200,2022-02-10 00:00:00,LON/USDT,1.1,1.111,1.06,1.06,13901.02463095,15119.73887605833
1644364800,2022-02-09 00:00:00,LON/USDT,1.077,1.105,1.056,1.097,10689.97605236,11607.5144600618
1644278400,2022-02-08 00:00:00,LON/USDT,1.06,1.089,1.036,1.076,17723.77999885,18648.87580435407
1644192000,2022-02-07 00:00:00,LON/USDT,1.062,1.1,1.059,1.059,22806.70982748,24617.5838338841
1644105600,2022-02-06 00:00:00,LON/USDT,1.016,1.088,1.016,1.066,35644.20679232,37420.51119253955
1644019200,2022-02-05 00:00:00,LON/USDT,1.025,1.048,1.013,1.018,23561.39654644,24334.84727734351
1643932800,2022-02-04 00:00:00,LON/USDT,0.978,1.028,0.978,1.025,24126.83280252,24347.2935490197
1643846400,2022-02-03 00:00:00,LON/USDT,0.985,1.01,0.962,0.978,15050.42357095,14903.65644416884
1643760000,2022-02-02 00:00:00,LON/USDT,1.083,1.112,0.975,0.985,112260.58492485,118472.01832058741
1643673600,2022-02-01 00:00:00,LON/USDT,1.099,1.099,1.064,1.081,38097.15413616,40910.66214677449
1643587200,2022-01-31 00:00:00,LON/USDT,1.076,1.122,1.053,1.099,210820.6351113,227353.17490577934
1643500800,2022-01-30 00:00:00,LON/USDT,1.093,1.109,1.056,1.076,456492.93143221,493107.73986218722
1643414400,2022-01-29 00:00:00,LON/USDT,1.082,1.105,1.056,1.089,440221.95134055,476771.93307833173
1643328000,2022-01-28 00:00:00,LON/USDT,1.104,1.13,1.041,1.085,870827.08057612,935751.1313491444
1643241600,2022-01-27 00:00:00,LON/USDT,1.088,1.132,1.063,1.105,500334.8777152,549942.95043948148
1643155200,2022-01-26 00:00:00,LON/USDT,1.095,1.135,1.062,1.079,1076685.61440073,1184146.37530436502
1643068800,2022-01-25 00:00:00,LON/USDT,1.091,1.109,1.058,1.088,941591.18094714,1024786.25934867798
1642982400,2022-01-24 00:00:00,LON/USDT,1.092,1.133,1.031,1.091,318445.3591973,344744.2039305895
1642896000,2022-01-23 00:00:00,LON/USDT,1.081,1.115,1.048,1.096,310351.12433599,334355.83709617267
1642809600,2022-01-22 00:00:00,LON/USDT,1.107,1.265,1.023,1.082,848431.75651436,918709.5323047353
1642723200,2022-01-21 00:00:00,LON/USDT,1.18,1.198,1.075,1.115,735161.58629604,831263.91126778522
1642636800,2022-01-20 00:00:00,LON/USDT,1.217,1.254,1.173,1.18,210025.63125131,256891.41012476298
