https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REN,Volume USDT
1643500800,2022-01-30 00:00:00,REN/USDT,0.3418,0.3586,0.3321,0.3378,370605.74891083,127920.431674374773
1643414400,2022-01-29 00:00:00,REN/USDT,0.327,0.3581,0.3222,0.342,602948.12169625,200565.818471462345
1643328000,2022-01-28 00:00:00,REN/USDT,0.306,0.3362,0.301,0.3276,597858.80172362,189509.246758039594
1643241600,2022-01-27 00:00:00,REN/USDT,0.3318,0.3328,0.2931,0.3052,749657.67434111,235964.905512780638
1643155200,2022-01-26 00:00:00,REN/USDT,0.31,0.3928,0.2844,0.3305,2588283.59830872,872006.576455895456
1643068800,2022-01-25 00:00:00,REN/USDT,0.2784,0.3139,0.27,0.31,743066.71240061,219417.232149821735
1642982400,2022-01-24 00:00:00,REN/USDT,0.2951,0.2951,0.2431,0.2786,846320.1967749,222097.410975363102
1642896000,2022-01-23 00:00:00,REN/USDT,0.2857,0.3112,0.275,0.296,1108702.97657183,326810.626501064386
1642809600,2022-01-22 00:00:00,REN/USDT,0.3389,0.35,0.2561,0.2858,1717833.61239389,503615.652516505903
1642723200,2022-01-21 00:00:00,REN/USDT,0.3996,0.4098,0.31,0.3392,1024342.3434837,374478.521828881117
1642636800,2022-01-20 00:00:00,REN/USDT,0.4163,0.4496,0.3976,0.401,396982.79087976,169302.58644179296
1642550400,2022-01-19 00:00:00,REN/USDT,0.4252,0.4312,0.3816,0.4148,908901.73980089,382247.207676078213
1642464000,2022-01-18 00:00:00,REN/USDT,0.4457,0.4559,0.4001,0.4253,387900.95442883,166610.870366629605
1642377600,2022-01-17 00:00:00,REN/USDT,0.4702,0.4714,0.4366,0.4455,373545.96081044,168558.895432550425
1642291200,2022-01-16 00:00:00,REN/USDT,0.4785,0.4862,0.4574,0.4703,533698.19419733,249495.985480565705
1642204800,2022-01-15 00:00:00,REN/USDT,0.4613,0.485,0.4559,0.4786,377581.30962194,177484.303212898354
1642118400,2022-01-14 00:00:00,REN/USDT,0.4671,0.4811,0.4471,0.4617,501753.3827557,231551.94125738735
1642032000,2022-01-13 00:00:00,REN/USDT,0.4873,0.526,0.4544,0.4664,1026093.77171048,502746.095883270393
1641945600,2022-01-12 00:00:00,REN/USDT,0.459,0.4912,0.4541,0.4874,714073.6177443,337276.795744448238
1641859200,2022-01-11 00:00:00,REN/USDT,0.4531,0.475,0.437,0.4587,517721.50963814,235041.817222737893
1641772800,2022-01-10 00:00:00,REN/USDT,0.4629,0.4726,0.4209,0.4537,889642.3129394,388869.698372767693
1641686400,2022-01-09 00:00:00,REN/USDT,0.4437,0.4769,0.4408,0.4633,274695.24490264,127279.452475315725
1641600000,2022-01-08 00:00:00,REN/USDT,0.4699,0.4836,0.4221,0.4433,591595.85039536,270812.990443351994
1641513600,2022-01-07 00:00:00,REN/USDT,0.5198,0.5218,0.4642,0.47,734643.75776598,359110.426087609968
1641427200,2022-01-06 00:00:00,REN/USDT,0.519,0.5246,0.4855,0.5203,562162.112202,285224.009105100566
1641340800,2022-01-05 00:00:00,REN/USDT,0.5787,0.5961,0.4911,0.5179,1346495.87355684,742813.287368485678
1641254400,2022-01-04 00:00:00,REN/USDT,0.5805,0.6148,0.5623,0.5772,717187.15194011,422316.463723170286
1641168000,2022-01-03 00:00:00,REN/USDT,0.5639,0.62,0.5246,0.5815,1936552.44810282,1130712.825288983985
1641081600,2022-01-02 00:00:00,REN/USDT,0.5583,0.5739,0.5435,0.5648,391259.72984959,218695.537382328426
1640995200,2022-01-01 00:00:00,REN/USDT,0.5281,0.5657,0.5232,0.5581,269902.66840818,145747.233760784556
1640908800,2021-12-31 00:00:00,REN/USDT,0.5575,0.5703,0.521,0.5279,393034.72442313,215200.550061792509
1640822400,2021-12-30 00:00:00,REN/USDT,0.5558,0.5756,0.5378,0.5579,243161.49496632,135520.337369232758
1640736000,2021-12-29 00:00:00,REN/USDT,0.5855,0.6103,0.5507,0.5539,490943.79533859,286038.456779481786
1640649600,2021-12-28 00:00:00,REN/USDT,0.625,0.6322,0.57,0.5835,730447.11888846,441199.784824543067
