https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume CCD
1661385600000,2022-08-25 00:00:00,CCD/BTC,6.6e-07,6.8e-07,5.8e-07,5.9e-07,2.3519480951049547,3986352.70356772
1661299200000,2022-08-24 00:00:00,CCD/BTC,5.9e-07,6.5e-07,5.8e-07,6.5e-07,1.4750414817560762,2269294.58731704
1661212800000,2022-08-23 00:00:00,CCD/BTC,5.7e-07,6e-07,5.7e-07,5.8e-07,0.5516270839052774,951081.17914703
1661126400000,2022-08-22 00:00:00,CCD/BTC,5.6e-07,5.8e-07,5.6e-07,5.7e-07,1.4796977195769738,2595960.91153855
1661040000000,2022-08-21 00:00:00,CCD/BTC,5.6e-07,5.7e-07,5.5e-07,5.5e-07,0.5427720363702836,986858.24794597
1660953600000,2022-08-20 00:00:00,CCD/BTC,5.3e-07,5.7e-07,5.3e-07,5.6e-07,0.2606306168261544,465411.81576099
1660867200000,2022-08-19 00:00:00,CCD/BTC,5.2e-07,5.5e-07,5.1e-07,5.4e-07,0.7972206410421846,1476334.52044849
1660780800000,2022-08-18 00:00:00,CCD/BTC,5.2e-07,5.2e-07,5e-07,5.1e-07,0.8677300716729879,1701431.51308429
1660694400000,2022-08-17 00:00:00,CCD/BTC,5.2e-07,5.4e-07,5.1e-07,5.2e-07,0.9123101292117851,1754442.55617651
1660608000000,2022-08-16 00:00:00,CCD/BTC,5.1e-07,5.4e-07,5.1e-07,5.2e-07,0.7796155412668999,1499260.6562825
1660521600000,2022-08-15 00:00:00,CCD/BTC,5.4e-07,5.5e-07,5e-07,5.1e-07,2.7415548113529296,5375597.6693194695
1660435200000,2022-08-14 00:00:00,CCD/BTC,5.6e-07,5.6e-07,5.4e-07,5.4e-07,1.2890276024433716,2387088.15267291
1660348800000,2022-08-13 00:00:00,CCD/BTC,5.8e-07,5.8e-07,5.6e-07,5.6e-07,0.9543017324426937,1704110.23650481
1660262400000,2022-08-12 00:00:00,CCD/BTC,6.1e-07,6.1e-07,5.9e-07,5.9e-07,0.7130186689712505,1208506.21859534
1660176000000,2022-08-11 00:00:00,CCD/BTC,6.2e-07,6.4e-07,6e-07,6e-07,1.3268544224580239,2211424.03743004
1660089600000,2022-08-10 00:00:00,CCD/BTC,6.6e-07,6.7e-07,6.2e-07,6.2e-07,0.7366832659060314,1188198.81597747
1660003200000,2022-08-09 00:00:00,CCD/BTC,7.4e-07,7.4e-07,6.4e-07,6.5e-07,3.3038474172063554,5082842.18031747
1659916800000,2022-08-08 00:00:00,CCD/BTC,7.5e-07,7.5e-07,7.3e-07,7.4e-07,1.9581060965252008,2646089.31962865
1659830400000,2022-08-07 00:00:00,CCD/BTC,7.8e-07,7.8e-07,7.5e-07,7.5e-07,0.7229641812049126,963952.2416065501
1659744000000,2022-08-06 00:00:00,CCD/BTC,7.9e-07,7.9e-07,7.7e-07,7.7e-07,0.45989559702222294,597267.00911977
1659657600000,2022-08-05 00:00:00,CCD/BTC,8.1e-07,8.2e-07,7.9e-07,7.9e-07,1.607141401547487,2034356.20449049
1659571200000,2022-08-04 00:00:00,CCD/BTC,8.4e-07,8.4e-07,8.1e-07,8.1e-07,1.7059700734502363,2106135.89314844
1659484800000,2022-08-03 00:00:00,CCD/BTC,8.4e-07,8.4e-07,8e-07,8.4e-07,1.7837260961726304,2123483.44782456
1659398400000,2022-08-02 00:00:00,CCD/BTC,7.7e-07,8.4e-07,7.7e-07,8.3e-07,2.178403952808424,2624583.0756728
1659312000000,2022-08-01 00:00:00,CCD/BTC,7.3e-07,7.8e-07,7.2e-07,7.7e-07,1.3798950398574341,1792071.48033433
1659225600000,2022-07-31 00:00:00,CCD/BTC,7.2e-07,7.2e-07,7.1e-07,7.2e-07,0.739906592272884,1027648.04482345
1659139200000,2022-07-30 00:00:00,CCD/BTC,7.4e-07,7.9e-07,7.2e-07,7.2e-07,3.035865624876828,4216480.03455115
1659052800000,2022-07-29 00:00:00,CCD/BTC,6.8e-07,7.4e-07,6.7e-07,7.4e-07,1.7613253700847382,2380169.41903343
1658966400000,2022-07-28 00:00:00,CCD/BTC,7.2e-07,7.3e-07,6.8e-07,6.8e-07,1.1132677982876276,1637158.52689357
1658880000000,2022-07-27 00:00:00,CCD/BTC,7.4e-07,7.5e-07,7.1e-07,7.2e-07,0.9544853895002856,1325674.15208373
1658793600000,2022-07-26 00:00:00,CCD/BTC,7.1e-07,7.7e-07,7e-07,7.5e-07,1.5156597753445051,2020879.7004593401
1658707200000,2022-07-25 00:00:00,CCD/BTC,7.1e-07,7.1e-07,6.9e-07,7.1e-07,1.1946470916401017,1682601.53752127
1658620800000,2022-07-24 00:00:00,CCD/BTC,7.1e-07,7.1e-07,7e-07,7e-07,0.473605028261981,676578.61180283
1658534400000,2022-07-23 00:00:00,CCD/BTC,7.4e-07,7.4e-07,7.1e-07,7.1e-07,0.5833509749148172,821621.09142932
1658448000000,2022-07-22 00:00:00,CCD/BTC,7.6e-07,7.7e-07,7.3e-07,7.4e-07,2.0627720155917704,2787529.75079969
1658361600000,2022-07-21 00:00:00,CCD/BTC,8.1e-07,8.2e-07,7.5e-07,7.6e-07,2.2271195332166727,2930420.43844299
1658275200000,2022-07-20 00:00:00,CCD/BTC,8.1e-07,8.1e-07,7.7e-07,8e-07,3.242234367089264,4052792.95886158
1658188800000,2022-07-19 00:00:00,CCD/BTC,6.7e-07,8.1e-07,6.6e-07,8.1e-07,6.949306252727208,8579390.43546569
1658102400000,2022-07-18 00:00:00,CCD/BTC,6.6e-07,6.9e-07,5.9e-07,6.7e-07,3.729064289647349,5565767.59648858
1658016000000,2022-07-17 00:00:00,CCD/BTC,6.6e-07,6.7e-07,6.5e-07,6.7e-07,0.41052509809115917,612724.02700173
1657929600000,2022-07-16 00:00:00,CCD/BTC,7e-07,7e-07,6.6e-07,6.6e-07,0.7117408803403404,1078395.27324294
1657843200000,2022-07-15 00:00:00,CCD/BTC,7.2e-07,7.2e-07,6.8e-07,7e-07,0.799795231670771,1142564.61667253
1657756800000,2022-07-14 00:00:00,CCD/BTC,7.5e-07,7.7e-07,7.2e-07,7.2e-07,1.2911555612264976,1793271.61281458
1657670400000,2022-07-13 00:00:00,CCD/BTC,7.8e-07,7.9e-07,7.5e-07,7.5e-07,1.7028136175533726,2270418.15673783
1657584000000,2022-07-12 00:00:00,CCD/BTC,8e-07,8e-07,7.7e-07,7.8e-07,0.6779704289339358,869192.8576076099
1657497600000,2022-07-11 00:00:00,CCD/BTC,7.9e-07,8e-07,7.7e-07,7.9e-07,2.2803509248543175,2886520.15804344
1657411200000,2022-07-10 00:00:00,CCD/BTC,8e-07,8.1e-07,7.9e-07,7.9e-07,0.9127999745447278,1155443.00575282
1657324800000,2022-07-09 00:00:00,CCD/BTC,8e-07,8.1e-07,7.9e-07,8e-07,0.5141098669286719,642637.3336608399
1657238400000,2022-07-08 00:00:00,CCD/BTC,8.4e-07,8.4e-07,7.9e-07,8e-07,1.579521851033712,1974402.31379214
1657152000000,2022-07-07 00:00:00,CCD/BTC,8.8e-07,8.8e-07,8.4e-07,8.4e-07,3.4249518663428713,4077323.65040818
1657065600000,2022-07-06 00:00:00,CCD/BTC,9.1e-07,9.2e-07,8.6e-07,8.7e-07,1.2010791224087618,1380550.71541237
1656979200000,2022-07-05 00:00:00,CCD/BTC,9.6e-07,9.8e-07,9e-07,9e-07,2.499235045683336,2776927.82853704
1656892800000,2022-07-04 00:00:00,CCD/BTC,9.9e-07,1e-06,9.5e-07,9.6e-07,2.626923614705731,2736378.76531847
1656806400000,2022-07-03 00:00:00,CCD/BTC,9.9e-07,1.01e-06,9.8e-07,9.8e-07,1.6031871273173308,1635905.23195646
1656720000000,2022-07-02 00:00:00,CCD/BTC,1.01e-06,1.02e-06,9.8e-07,9.8e-07,2.3100083143625447,2357151.34118627
1656633600000,2022-07-01 00:00:00,CCD/BTC,9.9e-07,1.01e-06,9.7e-07,1e-06,3.23396573788496,3233965.73788496
1656547200000,2022-06-30 00:00:00,CCD/BTC,9.6e-07,1.03e-06,9.6e-07,9.9e-07,2.9132995175106373,2942726.78536428
1656460800000,2022-06-29 00:00:00,CCD/BTC,1e-06,1e-06,9.6e-07,9.6e-07,1.3663403751609502,1423271.22412599
1656374400000,2022-06-28 00:00:00,CCD/BTC,9.4e-07,1e-06,9e-07,9.9e-07,3.713305169197622,3750813.30221982
1656288000000,2022-06-27 00:00:00,CCD/BTC,9.6e-07,9.6e-07,9.4e-07,9.4e-07,1.0366047495945516,1102771.01020697
1656201600000,2022-06-26 00:00:00,CCD/BTC,9.5e-07,9.6e-07,9.4e-07,9.6e-07,0.5149828801904928,536440.50019843
1656115200000,2022-06-25 00:00:00,CCD/BTC,9.6e-07,9.7e-07,9.5e-07,9.5e-07,0.43534203353474804,458254.77214184
1656028800000,2022-06-24 00:00:00,CCD/BTC,9.7e-07,9.9e-07,9.6e-07,9.6e-07,1.3320644266966846,1387567.11114238
1655942400000,2022-06-23 00:00:00,CCD/BTC,9.3e-07,1.02e-06,9.1e-07,9.7e-07,5.017726694710638,5172914.11825839
1655856000000,2022-06-22 00:00:00,CCD/BTC,9e-07,9.4e-07,8.9e-07,9.3e-07,2.9793426556956657,3203594.2534362
1655769600000,2022-06-21 00:00:00,CCD/BTC,9.2e-07,9.2e-07,8.6e-07,8.9e-07,4.047328140562677,4547559.70849739
1655683200000,2022-06-20 00:00:00,CCD/BTC,8.7e-07,9.4e-07,8.4e-07,9.2e-07,5.623094117708283,6112058.82359596
1655596800000,2022-06-19 00:00:00,CCD/BTC,9.1e-07,9.5e-07,8.6e-07,8.6e-07,3.4607395510087513,4024115.75698692
1655510400000,2022-06-18 00:00:00,CCD/BTC,8.5e-07,9.6e-07,8.5e-07,9.2e-07,5.546278245299093,6028563.31010771
1655424000000,2022-06-17 00:00:00,CCD/BTC,8.6e-07,8.7e-07,8.4e-07,8.5e-07,1.1224847754672775,1320570.32407915
1655337600000,2022-06-16 00:00:00,CCD/BTC,7.3e-07,8.6e-07,7.3e-07,8.6e-07,4.871296741419206,5664298.53653396
1655251200000,2022-06-15 00:00:00,CCD/BTC,7.3e-07,7.8e-07,7.2e-07,7.4e-07,6.633527612155087,8964226.50291228
1655164800000,2022-06-14 00:00:00,CCD/BTC,6.9e-07,7.5e-07,6.5e-07,7.3e-07,6.098770636505247,8354480.32397979
1655078400000,2022-06-13 00:00:00,CCD/BTC,6.5e-07,7e-07,6.5e-07,6.9e-07,5.1217374904850494,7422807.95722471
1654992000000,2022-06-12 00:00:00,CCD/BTC,6.2e-07,6.4e-07,6.1e-07,6.4e-07,1.1237228956326912,1755817.02442608
1654905600000,2022-06-11 00:00:00,CCD/BTC,6.5e-07,6.5e-07,6.1e-07,6.2e-07,0.9198198478919649,1483580.39982575
1654819200000,2022-06-10 00:00:00,CCD/BTC,6.5e-07,6.7e-07,6.5e-07,6.5e-07,1.1898860049003785,1830593.85369289
1654732800000,2022-06-09 00:00:00,CCD/BTC,6.7e-07,6.8e-07,6.5e-07,6.5e-07,0.4236164315857825,651717.58705505
1654646400000,2022-06-08 00:00:00,CCD/BTC,6.7e-07,7e-07,6.7e-07,6.8e-07,1.080399251967921,1588822.42936459
1654560000000,2022-06-07 00:00:00,CCD/BTC,6.6e-07,6.9e-07,6.6e-07,6.7e-07,1.9954567738701183,2978293.69234346
1654473600000,2022-06-06 00:00:00,CCD/BTC,6.9e-07,6.9e-07,6.4e-07,6.5e-07,1.309948825995979,2015305.88614766
1654387200000,2022-06-05 00:00:00,CCD/BTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,0.359697419863758,521300.6084982
1654300800000,2022-06-04 00:00:00,CCD/BTC,6.8e-07,7e-07,6.8e-07,6.9e-07,0.7070506107803022,1024711.03011638
1654214400000,2022-06-03 00:00:00,CCD/BTC,6.6e-07,6.8e-07,6.6e-07,6.8e-07,0.3140363927192892,461818.22458719
1654128000000,2022-06-02 00:00:00,CCD/BTC,7e-07,7e-07,6.6e-07,6.6e-07,0.5114870208815928,774980.33466908
1654041600000,2022-06-01 00:00:00,CCD/BTC,7.2e-07,7.3e-07,7e-07,7.1e-07,0.5888811510661607,829410.07192417
1653955200000,2022-05-31 00:00:00,CCD/BTC,6.7e-07,7.3e-07,6.7e-07,7.2e-07,2.619122775023837,3637670.52086644
1653868800000,2022-05-30 00:00:00,CCD/BTC,6.6e-07,6.7e-07,6.5e-07,6.6e-07,1.0167649301039274,1540552.92439989
1653782400000,2022-05-29 00:00:00,CCD/BTC,6.8e-07,6.8e-07,6.6e-07,6.7e-07,0.38310334967891635,571796.04429689
1653696000000,2022-05-28 00:00:00,CCD/BTC,7.2e-07,7.3e-07,6.8e-07,6.8e-07,0.5477365079059544,805494.86456758
1653609600000,2022-05-27 00:00:00,CCD/BTC,7.7e-07,8.1e-07,7.3e-07,7.3e-07,2.868878130684294,3929970.04203328
1653523200000,2022-05-26 00:00:00,CCD/BTC,7.2e-07,7.8e-07,7.2e-07,7.6e-07,2.4865018117030635,3271712.91013561
1653436800000,2022-05-25 00:00:00,CCD/BTC,7.3e-07,7.4e-07,7e-07,7.3e-07,0.9326592650510348,1277615.43157676
1653350400000,2022-05-24 00:00:00,CCD/BTC,7.7e-07,7.8e-07,7.2e-07,7.2e-07,0.7002525481633367,972572.98356019
1653264000000,2022-05-23 00:00:00,CCD/BTC,7.6e-07,7.8e-07,7.4e-07,7.7e-07,1.175370336788987,1526454.98284284
1653177600000,2022-05-22 00:00:00,CCD/BTC,7.9e-07,7.9e-07,7.6e-07,7.6e-07,0.8363782344393109,1100497.67689383
1653091200000,2022-05-21 00:00:00,CCD/BTC,8e-07,8.1e-07,7.8e-07,7.9e-07,1.1937816816676652,1511116.05274388
1653004800000,2022-05-20 00:00:00,CCD/BTC,7.7e-07,8.1e-07,7.6e-07,7.9e-07,1.205570867431412,1526039.07269799
1652918400000,2022-05-19 00:00:00,CCD/BTC,8e-07,8e-07,7.5e-07,7.7e-07,1.5627103775062472,2029493.99676136
1652832000000,2022-05-18 00:00:00,CCD/BTC,8.1e-07,8.3e-07,7.7e-07,8e-07,1.284947486035496,1606184.35754437
1652745600000,2022-05-17 00:00:00,CCD/BTC,8.8e-07,8.8e-07,8.1e-07,8.1e-07,1.1172159313421246,1379278.92758287
1652659200000,2022-05-16 00:00:00,CCD/BTC,8.9e-07,9.4e-07,8.8e-07,8.9e-07,1.7883365284134776,2009366.88585784
1652572800000,2022-05-15 00:00:00,CCD/BTC,9.2e-07,9.4e-07,8.8e-07,8.9e-07,1.440780221857696,1618854.18186258
1652486400000,2022-05-14 00:00:00,CCD/BTC,9.7e-07,9.8e-07,9.2e-07,9.2e-07,0.6645263526105736,722311.25283758
1652400000000,2022-05-13 00:00:00,CCD/BTC,9.6e-07,9.8e-07,9e-07,9.7e-07,1.833806506543801,1890522.17169464
1652313600000,2022-05-12 00:00:00,CCD/BTC,9.3e-07,1.01e-06,9e-07,9.5e-07,5.819567833630937,6125860.87750625
1652227200000,2022-05-11 00:00:00,CCD/BTC,9.4e-07,9.7e-07,8.4e-07,9.4e-07,3.843548172678461,4088881.03476432
1652140800000,2022-05-10 00:00:00,CCD/BTC,8.7e-07,9.6e-07,8.4e-07,9.4e-07,3.4904617762690764,3713257.20879689
1652054400000,2022-05-09 00:00:00,CCD/BTC,8.3e-07,8.7e-07,8.2e-07,8.7e-07,2.3015627444005524,2645474.41885121
1651968000000,2022-05-08 00:00:00,CCD/BTC,8.2e-07,8.5e-07,8.2e-07,8.3e-07,1.1065532274850898,1333196.65962059
1651881600000,2022-05-07 00:00:00,CCD/BTC,8.2e-07,8.4e-07,8.1e-07,8.2e-07,1.4842450051931826,1810054.88438193
1651795200000,2022-05-06 00:00:00,CCD/BTC,8.7e-07,8.7e-07,8.1e-07,8.3e-07,1.626346536136929,1959453.6579963
1651708800000,2022-05-05 00:00:00,CCD/BTC,8.2e-07,9.1e-07,8.2e-07,8.7e-07,1.190635175152677,1368546.17833641
1651622400000,2022-05-04 00:00:00,CCD/BTC,8.9e-07,8.9e-07,8e-07,8.2e-07,1.3528293827526594,1649791.93018617
1651536000000,2022-05-03 00:00:00,CCD/BTC,8.8e-07,8.9e-07,8.7e-07,8.9e-07,0.7888688328905576,886369.47515793
1651449600000,2022-05-02 00:00:00,CCD/BTC,8.8e-07,8.9e-07,8.7e-07,8.7e-07,0.49204446453581796,565568.35004117
1651363200000,2022-05-01 00:00:00,CCD/BTC,8.8e-07,9e-07,8.8e-07,8.8e-07,0.833765008256092,947460.23665465
1651276800000,2022-04-30 00:00:00,CCD/BTC,9.1e-07,9.1e-07,8.8e-07,8.8e-07,0.5475182823466225,622179.86630298
1651190400000,2022-04-29 00:00:00,CCD/BTC,9e-07,9.3e-07,9e-07,9.1e-07,0.9068732394683234,996563.99941574
1651104000000,2022-04-28 00:00:00,CCD/BTC,9.1e-07,9.4e-07,8.9e-07,9e-07,1.076362670708433,1195958.52300937
1651017600000,2022-04-27 00:00:00,CCD/BTC,9.4e-07,9.5e-07,9.2e-07,9.2e-07,0.6258826525560824,680307.23103922
1650931200000,2022-04-26 00:00:00,CCD/BTC,8.9e-07,9.5e-07,8.8e-07,9.4e-07,1.0860683329869891,1155391.84360318
1650844800000,2022-04-25 00:00:00,CCD/BTC,9.2e-07,9.3e-07,8.8e-07,8.9e-07,0.8095893698666692,909650.97737828
1650758400000,2022-04-24 00:00:00,CCD/BTC,9.2e-07,9.4e-07,9.1e-07,9.2e-07,0.469824089833018,510678.35851415
1650672000000,2022-04-23 00:00:00,CCD/BTC,9.7e-07,9.7e-07,9.1e-07,9.3e-07,0.6408780406644563,689116.17275748
1650585600000,2022-04-22 00:00:00,CCD/BTC,9.7e-07,9.9e-07,9.6e-07,9.7e-07,0.3068805424511711,316371.69324863
1650499200000,2022-04-21 00:00:00,CCD/BTC,9.8e-07,9.9e-07,9.3e-07,9.7e-07,1.0275278828480314,1059307.09571962
1650412800000,2022-04-20 00:00:00,CCD/BTC,9.5e-07,9.9e-07,9.5e-07,9.7e-07,1.163577263893473,1199564.1895809
1650326400000,2022-04-19 00:00:00,CCD/BTC,9.4e-07,9.7e-07,9.3e-07,9.5e-07,1.034885020407475,1089352.6530605
1650240000000,2022-04-18 00:00:00,CCD/BTC,9.9e-07,1.04e-06,9.1e-07,9.4e-07,1.7055289515224523,1814392.50161963
1650153600000,2022-04-17 00:00:00,CCD/BTC,1.02e-06,1.02e-06,9.8e-07,9.8e-07,0.6188853535063555,631515.66684322
1650067200000,2022-04-16 00:00:00,CCD/BTC,1.05e-06,1.06e-06,1.01e-06,1.01e-06,0.4206145982031787,416450.09723087
1649980800000,2022-04-15 00:00:00,CCD/BTC,1.09e-06,1.09e-06,1.05e-06,1.05e-06,0.292372304404551,278449.81371862
1649894400000,2022-04-14 00:00:00,CCD/BTC,1.07e-06,1.1e-06,1.06e-06,1.09e-06,0.9119317447660348,836634.62822572
1649808000000,2022-04-13 00:00:00,CCD/BTC,1.03e-06,1.1e-06,9.9e-07,1.07e-06,3.8386939568399248,3587564.44564479
1649721600000,2022-04-12 00:00:00,CCD/BTC,1.08e-06,1.08e-06,1.02e-06,1.03e-06,0.8057534130823885,782284.86707028
1649635200000,2022-04-11 00:00:00,CCD/BTC,1.08e-06,1.17e-06,1.07e-06,1.08e-06,1.6287919236813455,1508140.67007532
1649548800000,2022-04-10 00:00:00,CCD/BTC,1.08e-06,1.08e-06,1.05e-06,1.07e-06,0.47645267171020395,445282.8707572
1649462400000,2022-04-09 00:00:00,CCD/BTC,1.08e-06,1.1e-06,1.06e-06,1.07e-06,0.47687543458869835,445677.97625112
1649376000000,2022-04-08 00:00:00,CCD/BTC,1.25e-06,1.25e-06,1.08e-06,1.08e-06,2.8452157495787915,2634459.02738777
1649289600000,2022-04-07 00:00:00,CCD/BTC,1.31e-06,1.32e-06,1.25e-06,1.25e-06,2.1967668409298002,1757413.47274384
1649203200000,2022-04-06 00:00:00,CCD/BTC,1.42e-06,1.44e-06,1.3e-06,1.31e-06,1.5573780071476597,1188838.1733951601
1649116800000,2022-04-05 00:00:00,CCD/BTC,1.26e-06,1.51e-06,1.26e-06,1.42e-06,4.257890397174394,2998514.36420732
1649030400000,2022-04-04 00:00:00,CCD/BTC,1.22e-06,1.27e-06,1.22e-06,1.26e-06,2.1664001613526147,1719365.20742271
1648944000000,2022-04-03 00:00:00,CCD/BTC,1.17e-06,1.25e-06,1.16e-06,1.22e-06,3.5214544026695003,2886438.034975
1648857600000,2022-04-02 00:00:00,CCD/BTC,1.13e-06,1.17e-06,1.12e-06,1.17e-06,0.8842566401051292,755774.90607276
1648771200000,2022-04-01 00:00:00,CCD/BTC,1.14e-06,1.17e-06,1.11e-06,1.14e-06,1.1778972946398967,1033243.2409121899
1648684800000,2022-03-31 00:00:00,CCD/BTC,9.7e-07,1.15e-06,9.5e-07,1.15e-06,2.8748063662074648,2499831.6227891
1648598400000,2022-03-30 00:00:00,CCD/BTC,9e-07,9.6e-07,9e-07,9.6e-07,0.707488156400064,736966.8295834
1648512000000,2022-03-29 00:00:00,CCD/BTC,9e-07,9.3e-07,8.7e-07,9e-07,0.592286766118578,658096.40679842
1648425600000,2022-03-28 00:00:00,CCD/BTC,9e-07,9.3e-07,8.5e-07,9e-07,0.869193718321824,965770.79813536
1648339200000,2022-03-27 00:00:00,CCD/BTC,8.9e-07,1.05e-06,8.9e-07,9e-07,0.646580753237169,718423.05915241
1648252800000,2022-03-26 00:00:00,CCD/BTC,7.5e-07,8.9e-07,7.5e-07,8.9e-07,0.9623207390523401,1081259.25736218
1648166400000,2022-03-25 00:00:00,CCD/BTC,7.3e-07,7.9e-07,7.2e-07,7.5e-07,1.496186360587665,1994915.14745022
1648080000000,2022-03-24 00:00:00,CCD/BTC,7.5e-07,7.7e-07,7.2e-07,7.3e-07,0.2993580503883343,410079.52107991
1647993600000,2022-03-23 00:00:00,CCD/BTC,7.9e-07,8e-07,7.5e-07,7.5e-07,0.6078572010502725,810476.26806703
1647907200000,2022-03-22 00:00:00,CCD/BTC,8.1e-07,8.2e-07,7.8e-07,8e-07,2.020334588107448,2525418.23513431
1647820800000,2022-03-21 00:00:00,CCD/BTC,8.2e-07,8.5e-07,8e-07,8.1e-07,0.9920520879901498,1224755.66418537
1647734400000,2022-03-20 00:00:00,CCD/BTC,8.3e-07,8.3e-07,8.1e-07,8.2e-07,0.5454198525819952,665146.16168536
1647648000000,2022-03-19 00:00:00,CCD/BTC,8.1e-07,8.8e-07,8.1e-07,8.3e-07,0.3913685529122244,471528.37700268
1647561600000,2022-03-18 00:00:00,CCD/BTC,8.5e-07,8.6e-07,8.1e-07,8.1e-07,0.6885338094091044,850041.74001124
1647475200000,2022-03-17 00:00:00,CCD/BTC,8.4e-07,8.6e-07,8.4e-07,8.4e-07,0.6484660011451945,771983.33469666
1647388800000,2022-03-16 00:00:00,CCD/BTC,8.8e-07,9e-07,8.2e-07,8.4e-07,2.1157117290287326,2518704.43931992
1647302400000,2022-03-15 00:00:00,CCD/BTC,8.9e-07,9.3e-07,8.6e-07,8.8e-07,1.1521949047761064,1309312.39179103
1647216000000,2022-03-14 00:00:00,CCD/BTC,9.3e-07,9.3e-07,8.7e-07,8.7e-07,0.648705625004274,745638.6494302
1647129600000,2022-03-13 00:00:00,CCD/BTC,9.1e-07,9.3e-07,8.8e-07,9.3e-07,0.7957974572452311,855696.19058627
1647043200000,2022-03-12 00:00:00,CCD/BTC,9.6e-07,9.7e-07,9e-07,9e-07,0.588897029387187,654330.03265243
1646956800000,2022-03-11 00:00:00,CCD/BTC,9.6e-07,1.02e-06,9.5e-07,9.7e-07,0.5567642982396153,573983.81261816
1646870400000,2022-03-10 00:00:00,CCD/BTC,9.6e-07,1.02e-06,9.6e-07,9.6e-07,0.8858391035610335,922749.06620941
1646784000000,2022-03-09 00:00:00,CCD/BTC,8.9e-07,9.9e-07,8.3e-07,9.6e-07,3.172784188549555,3304983.52973912
1646697600000,2022-03-08 00:00:00,CCD/BTC,9.5e-07,9.5e-07,8.9e-07,8.9e-07,1.1172285900609293,1255313.02254037
1646611200000,2022-03-07 00:00:00,CCD/BTC,9e-07,1e-06,9e-07,9.4e-07,1.8135079801514826,1929263.80867179
