https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KMD,Volume USDT
1643414400,2022-01-29 00:00:00,KMD/USDT,0.5017,0.5099,0.4941,0.5027,12697.66597575,6402.139561194346
1643328000,2022-01-28 00:00:00,KMD/USDT,0.4913,0.5025,0.4841,0.5017,26870.77959279,13233.7060303832
1643241600,2022-01-27 00:00:00,KMD/USDT,0.4862,0.5024,0.4668,0.49,68187.6291152,33031.92030718946
1643155200,2022-01-26 00:00:00,KMD/USDT,0.4911,0.5254,0.48,0.4871,60676.23157924,30566.561664416769
1643068800,2022-01-25 00:00:00,KMD/USDT,0.4855,0.507,0.4792,0.4911,27936.20331202,13788.602538137291
1642982400,2022-01-24 00:00:00,KMD/USDT,0.4959,0.4959,0.4491,0.4883,66810.76312513,31003.49667263356
1642896000,2022-01-23 00:00:00,KMD/USDT,0.4718,0.4992,0.4707,0.4957,58968.1855876,28460.699505489237
1642809600,2022-01-22 00:00:00,KMD/USDT,0.5297,0.5372,0.4589,0.4717,108426.23279514,53145.37383327395
1642723200,2022-01-21 00:00:00,KMD/USDT,0.5776,0.5869,0.5243,0.5273,72907.77603626,40123.787800011848
1642636800,2022-01-20 00:00:00,KMD/USDT,0.5953,0.6232,0.5737,0.5786,44879.20124108,26980.224947741216
1642550400,2022-01-19 00:00:00,KMD/USDT,0.6235,0.6292,0.5946,0.5957,34923.83057299,21137.919922303242
1642464000,2022-01-18 00:00:00,KMD/USDT,0.6224,0.6368,0.6079,0.6292,47193.02423248,29379.084734659472
1642377600,2022-01-17 00:00:00,KMD/USDT,0.6475,0.6475,0.6194,0.6233,40452.81233693,25265.02697996527
1642291200,2022-01-16 00:00:00,KMD/USDT,0.6461,0.649,0.6395,0.6438,29795.19578315,19205.260724500697
1642204800,2022-01-15 00:00:00,KMD/USDT,0.6458,0.6532,0.6395,0.6477,38983.80775323,25212.222073543614
1642118400,2022-01-14 00:00:00,KMD/USDT,0.6402,0.6512,0.6267,0.6465,45059.97825456,28854.358075722987
1642032000,2022-01-13 00:00:00,KMD/USDT,0.6663,0.6668,0.6314,0.6415,88214.55591879,57502.946168520902
1641945600,2022-01-12 00:00:00,KMD/USDT,0.6398,0.7005,0.635,0.6664,132736.01000924,87388.404055560455
1641859200,2022-01-11 00:00:00,KMD/USDT,0.6191,0.6425,0.615,0.6378,83763.2975307,52609.759120310415
1641772800,2022-01-10 00:00:00,KMD/USDT,0.6311,0.6441,0.5928,0.6205,101448.22259557,63212.040994392437
1641686400,2022-01-09 00:00:00,KMD/USDT,0.6208,0.6734,0.6142,0.6334,107781.99203255,67830.025057513578
1641600000,2022-01-08 00:00:00,KMD/USDT,0.6505,0.6719,0.6114,0.6225,152137.69010691,97994.108558026736
1641513600,2022-01-07 00:00:00,KMD/USDT,0.6811,0.6825,0.6285,0.6497,119234.82217882,77465.560927467508
1641427200,2022-01-06 00:00:00,KMD/USDT,0.7013,0.7083,0.6607,0.6811,71509.11914777,48729.526621281619
1641340800,2022-01-05 00:00:00,KMD/USDT,0.7442,0.768,0.659,0.7013,64744.79099277,46992.114758449981
1641254400,2022-01-04 00:00:00,KMD/USDT,0.728,0.79,0.7184,0.7405,78267.42031434,59010.452367488944
1641168000,2022-01-03 00:00:00,KMD/USDT,0.7494,0.756,0.7171,0.729,42489.87593477,31460.323336375114
1641081600,2022-01-02 00:00:00,KMD/USDT,0.7377,0.7636,0.7348,0.7539,29459.74242452,21933.816820736449
1640995200,2022-01-01 00:00:00,KMD/USDT,0.7313,0.745,0.7211,0.7382,32609.92174917,23852.691833317849
1640908800,2021-12-31 00:00:00,KMD/USDT,0.7625,0.775,0.7175,0.7288,68782.98273462,51491.025344655446
1640822400,2021-12-30 00:00:00,KMD/USDT,0.7199,0.8631,0.7159,0.7618,204314.66198311,159005.285470320453
1640736000,2021-12-29 00:00:00,KMD/USDT,0.751,0.7603,0.7163,0.7163,44140.95652796,32646.801087839988
1640649600,2021-12-28 00:00:00,KMD/USDT,0.8012,0.8012,0.741,0.7511,74113.30556907,57257.21530401754
