https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume UST
1652054400,2022-05-09 00:00:00,ETH/UST,2536,2962.6,2300,2935.6,7142.27868068,17548999.2228056185
1651968000,2022-05-08 00:00:00,ETH/UST,2650.61,2656.21,2500,2536,5646.45977876,14531532.4496580741
1651881600,2022-05-07 00:00:00,ETH/UST,2695.29,2705.53,2621.89,2651,1308.69725251,3485161.8822441147
1651795200,2022-05-06 00:00:00,ETH/UST,2747.99,2757.99,2636.17,2701.14,1718.27058115,4625048.6294756355
1651708800,2022-05-05 00:00:00,ETH/UST,2941.08,2953.77,2692.36,2749.66,1437.48414064,4008182.4182658277
1651622400,2022-05-04 00:00:00,ETH/UST,2782.31,2965.03,2772.91,2941.08,680.96706981,1951898.3657863376
1651536000,2022-05-03 00:00:00,ETH/UST,2856.56,2862.71,2755.53,2783.08,813.24307203,2284500.77809819
1651449600,2022-05-02 00:00:00,ETH/UST,2826.14,2881,2780.06,2857.69,1453.96271276,4105088.3264235898
1651363200,2022-05-01 00:00:00,ETH/UST,2726.51,2847.79,2720.42,2823.39,1130.22831298,3144644.0718408163
1651276800,2022-04-30 00:00:00,ETH/UST,2818.8,2841.1,2717.96,2726.51,1123.75466314,3140265.7856664613
1651190400,2022-04-29 00:00:00,ETH/UST,2941.84,2945.5,2778.38,2813.91,1482.29615806,4229398.5623519514
1651104000,2022-04-28 00:00:00,ETH/UST,2882.23,2978.99,2855.55,2937.61,1440.12654511,4205437.5988425407
1651017600,2022-04-27 00:00:00,ETH/UST,2807.5,2917.82,2792.43,2888.12,720.49057647,2062934.2782555828
1650931200,2022-04-26 00:00:00,ETH/UST,3004.59,3032.39,2767.75,2812.28,1097.87435872,3169927.4468821272
1650844800,2022-04-25 00:00:00,ETH/UST,2921.2,3023.03,2796.18,3005.12,841.72229917,2438160.0032829607
1650758400,2022-04-24 00:00:00,ETH/UST,2928.34,2964.22,2909.8,2917.77,278.57992753,818380.3539650954
1650672000,2022-04-23 00:00:00,ETH/UST,2955.21,2973.49,2910.2,2926.29,495.38935023,1462070.0271355991
1650585600,2022-04-22 00:00:00,ETH/UST,2972.48,3022.59,2929.09,2956.44,657.98212731,1961807.2239724807
1650499200,2022-04-21 00:00:00,ETH/UST,3061.54,3167.23,2935.08,2973.29,634.43894652,1948474.113685024
1650412800,2022-04-20 00:00:00,ETH/UST,3088.18,3155.3,3022.81,3065,660.82333294,2038411.1453116198
1650326400,2022-04-19 00:00:00,ETH/UST,3045.9,3119.5,3022.75,3092.53,405.59831516,1244337.1335000032
1650240000,2022-04-18 00:00:00,ETH/UST,2978.3,3059.03,2876.55,3044.38,753.07793987,2223724.4205037291
1650153600,2022-04-17 00:00:00,ETH/UST,3050.77,3073.57,2975.59,2979.5,340.17472147,1031005.3594429838
1650067200,2022-04-16 00:00:00,ETH/UST,3035.76,3076.05,3004.49,3051.08,329.56711529,999509.5981895103
1649980800,2022-04-15 00:00:00,ETH/UST,3017.81,3052.46,2989.55,3035.53,498.19177695,1504558.0194558029
1649894400,2022-04-14 00:00:00,ETH/UST,3115.79,3140.47,2973,3018.44,427.95850942,1303765.365092889
1649808000,2022-04-13 00:00:00,ETH/UST,3031.32,3125.02,2995.91,3115.56,430.60662875,1322797.1237532292
1649721600,2022-04-12 00:00:00,ETH/UST,2985,3083,2951.08,3025.36,784.99850726,2371320.4535513487
1649635200,2022-04-11 00:00:00,ETH/UST,3193.01,3211.94,2950.57,2977.87,1341.17273546,4080677.3046751058
1649548800,2022-04-10 00:00:00,ETH/UST,3261.09,3305.95,3192.18,3200.57,271.12418077,883064.71312976
1649462400,2022-04-09 00:00:00,ETH/UST,3190.3,3266.7,3183.21,3264.24,560.23117221,1799258.9679405727
1649376000,2022-04-08 00:00:00,ETH/UST,3226.09,3311.01,3173.39,3191.92,919.29515894,2982197.0467726522
1649289600,2022-04-07 00:00:00,ETH/UST,3174.55,3269.52,3142.19,3226.88,922.44951847,2957497.135533231
1649203200,2022-04-06 00:00:00,ETH/UST,3398.79,3398.79,3162.9,3167.84,1769.95693692,5800904.9087098772
1649116800,2022-04-05 00:00:00,ETH/UST,3519.01,3556.15,3398.84,3406.61,1309.994941,4569700.9526564852
1649030400,2022-04-04 00:00:00,ETH/UST,3512.64,3545.31,3404.27,3518.28,1240.85353538,4294096.3805986227
1648944000,2022-04-03 00:00:00,ETH/UST,3451.72,3861.53,3411.33,3519.52,716.84248397,2513112.8009088269
1648857600,2022-04-02 00:00:00,ETH/UST,3443.67,3530.32,3433.6,3440.93,1280.7517285,4449447.5518276882
1648771200,2022-04-01 00:00:00,ETH/UST,3278.16,3480.3,3211.2,3454.44,675.69647949,2271058.5996603936
1648684800,2022-03-31 00:00:00,ETH/UST,3379.15,3444.48,3263,3282.13,628.62649264,2107312.7253067164
1648598400,2022-03-30 00:00:00,ETH/UST,3394.85,3448.91,3335.19,3380.14,953.86534158,3232009.2056152666
1648512000,2022-03-29 00:00:00,ETH/UST,3332.71,3481.39,3332.71,3399.6,995.41162801,3387452.7090757664
1648425600,2022-03-28 00:00:00,ETH/UST,3295.22,3428.01,3274.25,3331.24,1092.14057792,3660287.1894307568
1648339200,2022-03-27 00:00:00,ETH/UST,3142.92,3297.99,3125.03,3294.73,602.7760731,1919336.6834683456
1648252800,2022-03-26 00:00:00,ETH/UST,3103.28,3150.13,3083.38,3142.69,264.4134274,824542.0634977619
1648166400,2022-03-25 00:00:00,ETH/UST,3109.78,3192.52,3076.43,3100.07,670.66500086,2098355.0735165303
1648080000,2022-03-24 00:00:00,ETH/UST,3026.37,3122.12,2996.88,3109.78,785.89831089,2404817.3392997692
1647993600,2022-03-23 00:00:00,ETH/UST,2958.38,3035.17,2915,3029.13,474.98481181,1406985.2662854101
1647907200,2022-03-22 00:00:00,ETH/UST,2881.84,3040.47,2879.75,2960.47,614.28940408,1826951.9404641176
1647820800,2022-03-21 00:00:00,ETH/UST,2854.12,2950,2822.6,2883.33,477.16071566,1377361.663702552
1647734400,2022-03-20 00:00:00,ETH/UST,2944.69,2954.45,2809.33,2854.34,496.49790527,1425328.2037708585
1647648000,2022-03-19 00:00:00,ETH/UST,2935.42,2976.03,2886.29,2939.29,480.50696211,1412810.3228854833
1647561600,2022-03-18 00:00:00,ETH/UST,2800.91,2974.73,2758.64,2930.68,678.02905643,1938003.1167404445
1647475200,2022-03-17 00:00:00,ETH/UST,2760.17,2828,2733.89,2802.08,553.15138212,1532915.0286864314
1647388800,2022-03-16 00:00:00,ETH/UST,2613.28,2778.7,2593.2,2759.95,787.34160667,2116428.5758808413
1647302400,2022-03-15 00:00:00,ETH/UST,2581.46,2662.9,2499.31,2611.99,545.9867004,1406715.7088312664
1647216000,2022-03-14 00:00:00,ETH/UST,2501.15,2597.91,2491.07,2580.41,395.05166484,1007651.4210199051
1647129600,2022-03-13 00:00:00,ETH/UST,2559.11,2590.17,2485.18,2508.09,321.08165286,819641.8936810572
1647043200,2022-03-12 00:00:00,ETH/UST,2543.67,2603.09,2543.14,2555.67,382.05090592,984584.4893088678
1646956800,2022-03-11 00:00:00,ETH/UST,2595.5,2665.3,2512.33,2544.43,434.74448713,1117957.7006550634
1646870400,2022-03-10 00:00:00,ETH/UST,2714.26,2714.26,2542.16,2591.52,415.58045035,1080913.6353167403
1646784000,2022-03-09 00:00:00,ETH/UST,2572.15,3007.23,2421.46,2714.26,1354.20035429,3677967.4488336813
1646697600,2022-03-08 00:00:00,ETH/UST,2476.37,2611,2468.76,2568.12,497.51179107,1271000.616837141
1646611200,2022-03-07 00:00:00,ETH/UST,2542.72,2637.04,2433.32,2487.98,1234.27242592,3127811.1799603949
1646524800,2022-03-06 00:00:00,ETH/UST,2654.2,2665.3,2528.03,2540.61,353.56398613,923832.7661810689
1646438400,2022-03-05 00:00:00,ETH/UST,2607.51,2672.52,2577.2,2657.49,335.99370185,884331.8672522458
1646352000,2022-03-04 00:00:00,ETH/UST,2819.92,2824.1,2560,2608.07,711.43744367,1910670.7881809547
1646265600,2022-03-03 00:00:00,ETH/UST,2929.64,2957.71,2775.73,2822.53,436.03468889,1248857.4004175883
1646179200,2022-03-02 00:00:00,ETH/UST,2965.84,3034.78,2904.61,2934.18,475.80086445,1406900.5288671215
1646092800,2022-03-01 00:00:00,ETH/UST,2911.22,3027.13,2845.56,2964.29,475.82932364,1394953.0188414592
1646006400,2022-02-28 00:00:00,ETH/UST,2608.21,2933.33,2562.93,2911.62,685.40396594,1888033.8203432642
1645920000,2022-02-27 00:00:00,ETH/UST,2769.6,2824.88,2550,2605.85,540.74048712,1463095.1300864524
1645833600,2022-02-26 00:00:00,ETH/UST,2759.2,2864.42,2719.81,2769.99,402.02004474,1119561.2373636567
1645747200,2022-02-25 00:00:00,ETH/UST,2580.25,2818.8,2565.41,2759.07,685.57124642,1831969.2827392122
1645660800,2022-02-24 00:00:00,ETH/UST,2566.53,2723.68,2296.68,2583.28,1276.79535175,3100488.921140893
1645574400,2022-02-23 00:00:00,ETH/UST,2627.7,2742.92,2566.87,2569.58,580.59854581,1544756.2345435335
1645488000,2022-02-22 00:00:00,ETH/UST,2573.74,2650.61,2492.85,2625.65,440.99817453,1132333.7442152169
1645401600,2022-02-21 00:00:00,ETH/UST,2621.67,2769.24,2548,2564.11,800.71896598,2129203.2016455033
1645315200,2022-02-20 00:00:00,ETH/UST,2758.09,2758.1,2572.19,2619.59,1161.02856527,3069435.438581487
1645228800,2022-02-19 00:00:00,ETH/UST,2773.71,2823.96,2694.18,2762.34,554.22117208,1528357.200203524
1645142400,2022-02-18 00:00:00,ETH/UST,2894.32,2937.4,2748.29,2776.1,1740.63112282,4946525.9432118257
1645056000,2022-02-17 00:00:00,ETH/UST,3120.38,3158.08,2851.09,2893.33,1625.92405267,4871399.4938294
1644969600,2022-02-16 00:00:00,ETH/UST,3177.43,3188.3,3044.72,3118.38,829.14831523,2582282.9113566372
1644883200,2022-02-15 00:00:00,ETH/UST,2928.29,3194.75,2912.94,3178.08,994.394924,3058747.9182260748
1644796800,2022-02-14 00:00:00,ETH/UST,2875.1,2963.39,2832.93,2935.79,1190.20288813,3443403.9183465062
1644710400,2022-02-13 00:00:00,ETH/UST,2914.31,2951.55,2838.67,2870.05,605.91668054,1753351.0306198709
1644624000,2022-02-12 00:00:00,ETH/UST,2917.92,2983.49,2858.95,2920.43,725.61330386,2113125.6527355863
1644537600,2022-02-11 00:00:00,ETH/UST,3068.04,3135.81,2880.06,2932.67,746.30164458,2237494.27151764
1644451200,2022-02-10 00:00:00,ETH/UST,3241.33,3340,3059.21,3069.58,785.41389893,2508453.224055556
1644364800,2022-02-09 00:00:00,ETH/UST,3114.02,3267.35,3056.11,3241.35,431.24681681,1369662.9487358716
1644278400,2022-02-08 00:00:00,ETH/UST,3149.82,3234.72,3027.36,3115.83,522.50864209,1623673.1567903061
1644192000,2022-02-07 00:00:00,ETH/UST,3063.21,3189,2995.81,3143.18,523.25550549,1624283.6808000974
1644105600,2022-02-06 00:00:00,ETH/UST,3020.17,3076.64,2953.24,3056.8,324.02576474,975130.7902578605
1644019200,2022-02-05 00:00:00,ETH/UST,2995.64,3063.57,2961,3010.6,623.97691296,1880707.9055602777
1643932800,2022-02-04 00:00:00,ETH/UST,2690.43,2996.22,2673.35,2996.22,709.83525106,2040306.0142494125
1643846400,2022-02-03 00:00:00,ETH/UST,2678.5,2723.57,2577.97,2695.66,571.67555523,1513508.1449821761
1643760000,2022-02-02 00:00:00,ETH/UST,2795.92,2809.45,2615.93,2679.26,1610.35618551,4363005.8773286858
1643673600,2022-02-01 00:00:00,ETH/UST,2683.55,2813.11,2676.87,2789.76,706.16008879,1953648.0081309583
1643587200,2022-01-31 00:00:00,ETH/UST,2604.72,2710.58,2479.05,2692.32,493.11623933,1276001.8173039093
1643500800,2022-01-30 00:00:00,ETH/UST,2599.62,2636.5,2547.03,2601.52,540.85233256,1400548.4281544756
1643414400,2022-01-29 00:00:00,ETH/UST,2552.4,2639.28,2527.29,2601.28,512.63242755,1321198.1956963429
1643328000,2022-01-28 00:00:00,ETH/UST,2421.62,2565.8,2369.93,2552.41,1004.52217929,2447684.7534532079
1643241600,2022-01-27 00:00:00,ETH/UST,2460.46,2550.21,2317.06,2427.36,2976.87797888,7285981.9625403937
1643155200,2022-01-26 00:00:00,ETH/UST,2459.34,2720.74,2405.52,2461.78,3671.3240118,9315674.3189642125
1643068800,2022-01-25 00:00:00,ETH/UST,2444.73,2550,2350.57,2456.28,3138.04039361,7795685.3520834809
1642982400,2022-01-24 00:00:00,ETH/UST,2540.49,2540.49,2158.07,2437.2,3947.57118072,9353814.2659785318
1642896000,2022-01-23 00:00:00,ETH/UST,2414.3,2547.85,2369.62,2542.06,2326.54297046,5788233.0408138101
1642809600,2022-01-22 00:00:00,ETH/UST,2564.37,2620,2301.31,2412.3,1338.617523,3305194.6353545644
1642723200,2022-01-21 00:00:00,ETH/UST,3000.45,3043.88,2400.02,2566.53,1611.99984276,4484709.4627133715
1642636800,2022-01-20 00:00:00,ETH/UST,3087.94,3269.6,2984.68,3000.45,1027.79278039,3260841.4498225578
1642550400,2022-01-19 00:00:00,ETH/UST,3163.41,3172.04,3046.04,3082.82,295.35887804,920525.092501541
1642464000,2022-01-18 00:00:00,ETH/UST,3213.74,3242.48,3082.82,3163.29,348.71833314,1105808.6224399408
1642377600,2022-01-17 00:00:00,ETH/UST,3347.56,3355.29,3142.09,3209.99,346.64001951,1130784.0357988205
1642291200,2022-01-16 00:00:00,ETH/UST,3322,3388.85,3271.95,3347.07,250.31281882,833770.4236964186
1642204800,2022-01-15 00:00:00,ETH/UST,3307.3,3365.85,3260.74,3322,299.06846469,996714.4099316954
1642118400,2022-01-14 00:00:00,ETH/UST,3239.99,3335.41,3189.63,3306.5,419.87531212,1368953.1249810518
1642032000,2022-01-13 00:00:00,ETH/UST,3367.99,3407.78,3231.31,3239.99,409.74998314,1356064.2409182561
1641945600,2022-01-12 00:00:00,ETH/UST,3235.05,3406.65,3202.92,3367.73,558.24730114,1849710.3319217599
1641859200,2022-01-11 00:00:00,ETH/UST,3085.43,3261.21,3052.34,3234.99,526.04426613,1671441.9712881332
1641772800,2022-01-10 00:00:00,ETH/UST,3142.16,3179.3,2931.47,3084.31,664.79997244,2041522.7525795221
1641686400,2022-01-09 00:00:00,ETH/UST,3079.49,3210.53,3057.66,3157.06,669.87231595,2098036.5618118562
1641600000,2022-01-08 00:00:00,ETH/UST,3196.21,3245.04,2998.82,3078.15,707.02204345,2217997.0521969469
1641513600,2022-01-07 00:00:00,ETH/UST,3399.97,3403.33,3070.61,3191.72,1078.97465125,3455131.6048783831
1641427200,2022-01-06 00:00:00,ETH/UST,3530.63,3549.19,3299,3405.39,746.3588053,2550855.6461544625
1641340800,2022-01-05 00:00:00,ETH/UST,3783.65,3842.57,3400,3533.15,1130.80317937,4134767.3900151357
1641254400,2022-01-04 00:00:00,ETH/UST,3761.19,4014.88,3711.79,3784.94,490.50087552,1866124.2924662077
1641168000,2022-01-03 00:00:00,ETH/UST,3820.64,3845.69,3676.39,3757.69,547.96462223,2070550.1331766892
1641081600,2022-01-02 00:00:00,ETH/UST,3761.56,3848.51,3714.45,3825.06,470.32194608,1774426.2347442624
1640995200,2022-01-01 00:00:00,ETH/UST,3684.59,3772.88,3671.22,3761.56,271.2922944,1011599.8510008403
1640908800,2021-12-31 00:00:00,ETH/UST,3701.86,3809.32,3624.04,3673.55,524.32246271,1960367.9601486494
1640822400,2021-12-30 00:00:00,ETH/UST,3628.85,3764.24,3582.35,3708.4,555.474133,2050563.2065445467
1640736000,2021-12-29 00:00:00,ETH/UST,3789.63,3823.93,3600,3623.14,541.80216107,2030038.9308762835
1640649600,2021-12-28 00:00:00,ETH/UST,4026.82,4028.5,3759.22,3789.63,797.48071037,3109958.5672405888
