https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NGC,Volume USDT
1661126400,2022-08-22 00:00:00,NGC/USDT,0.1619,0.1691,0.154,0.1545,1857435.732,298258.80018053
1661040000,2022-08-21 00:00:00,NGC/USDT,0.1361,0.186,0.1359,0.162,3244411.5431,513538.05926941
1660953600,2022-08-20 00:00:00,NGC/USDT,0.142,0.142,0.136,0.1362,1384210.6892,190464.49386415
1660867200,2022-08-19 00:00:00,NGC/USDT,0.1599,0.16,0.142,0.142,1714454.3501,256948.09164916
1660780800,2022-08-18 00:00:00,NGC/USDT,0.1623,0.1647,0.1594,0.1597,1546014.3709,249939.31807623
1660694400,2022-08-17 00:00:00,NGC/USDT,0.1625,0.1631,0.1609,0.1626,2010533.8694,326066.03699448
1660608000,2022-08-16 00:00:00,NGC/USDT,0.1663,0.1668,0.1609,0.1625,1613354.6681,265338.51859375
1660521600,2022-08-15 00:00:00,NGC/USDT,0.1676,0.1831,0.1544,0.1663,1864306.2484,307636.95077747
1660435200,2022-08-14 00:00:00,NGC/USDT,0.1716,0.1762,0.1637,0.1676,1374822.0197,234522.54942861
1660348800,2022-08-13 00:00:00,NGC/USDT,0.1924,0.1933,0.1701,0.1715,1683617.2607,297092.47904826
1660262400,2022-08-12 00:00:00,NGC/USDT,0.1885,0.1964,0.182,0.1924,1419563.7198,265970.53321063
1660176000,2022-08-11 00:00:00,NGC/USDT,0.2225,0.2238,0.1801,0.1889,2504575.2321,484005.32032894
1660089600,2022-08-10 00:00:00,NGC/USDT,0.2637,0.2652,0.212,0.2225,1453106.2392,330411.1520524
1660003200,2022-08-09 00:00:00,NGC/USDT,0.2304,0.2898,0.2261,0.2628,1497185.66759184,354441.971803475472
1659916800,2022-08-08 00:00:00,NGC/USDT,0.2064,0.2492,0.2059,0.2303,1221630.1228,276544.14372274
1659830400,2022-08-07 00:00:00,NGC/USDT,0.2082,0.2084,0.2062,0.2068,1212429.7813,251302.6787075
1659744000,2022-08-06 00:00:00,NGC/USDT,0.2126,0.2133,0.2071,0.2082,987327.1706,206951.89893079
1659657600,2022-08-05 00:00:00,NGC/USDT,0.2158,0.2263,0.2075,0.2126,1568697.55,339454.60692182
1659571200,2022-08-04 00:00:00,NGC/USDT,0.2004,0.2168,0.1956,0.2155,2015178.4546,407993.43954179
1659484800,2022-08-03 00:00:00,NGC/USDT,0.1799,0.205,0.1794,0.2007,1658047.63004035,318886.096944211502
1659398400,2022-08-02 00:00:00,NGC/USDT,0.1841,0.1853,0.1793,0.1799,1653368.4088,300080.84268939
1659312000,2022-08-01 00:00:00,NGC/USDT,0.1757,0.1843,0.175,0.1842,1920584.4854,341828.88666365
1659225600,2022-07-31 00:00:00,NGC/USDT,0.1784,0.181,0.175,0.1756,1321256.9906,233964.83968977
1659139200,2022-07-30 00:00:00,NGC/USDT,0.1859,0.1884,0.1783,0.1788,1358760.5055,251648.92517887
1659052800,2022-07-29 00:00:00,NGC/USDT,0.1838,0.1884,0.181,0.186,1899533.4075,350941.16144332
1658966400,2022-07-28 00:00:00,NGC/USDT,0.1772,0.1846,0.1771,0.1838,2035996.3884,366403.10043987
1658880000,2022-07-27 00:00:00,NGC/USDT,0.1761,0.1774,0.1756,0.1772,2134066.5683,376783.96020095
1658793600,2022-07-26 00:00:00,NGC/USDT,0.1806,0.181,0.1744,0.1764,1823396.7574,324377.7271806
1658707200,2022-07-25 00:00:00,NGC/USDT,0.1793,0.181,0.1742,0.1806,1835719.2289,329929.96590901
1658620800,2022-07-24 00:00:00,NGC/USDT,0.1799,0.1807,0.1793,0.1794,1746479.4027,314516.45751094
1658534400,2022-07-23 00:00:00,NGC/USDT,0.1803,0.181,0.1734,0.1804,1792710.6388,319657.3106081
1658448000,2022-07-22 00:00:00,NGC/USDT,0.1846,0.1855,0.1792,0.1803,1741820.9634,316278.28571289
1658361600,2022-07-21 00:00:00,NGC/USDT,0.1859,0.1869,0.1823,0.1848,1514559.7808,280746.70004996
1658275200,2022-07-20 00:00:00,NGC/USDT,0.181,0.1861,0.176,0.1854,1494757.87496342,272046.322322814465
1658188800,2022-07-19 00:00:00,NGC/USDT,0.1812,0.1849,0.1762,0.1807,1454014.72598152,262258.319992821669
1658102400,2022-07-18 00:00:00,NGC/USDT,0.1773,0.1813,0.1741,0.1812,454187.34855227,79927.677139749282
1658016000,2022-07-17 00:00:00,NGC/USDT,0.1783,0.1792,0.1765,0.1772,570783.27778694,101564.174426529491
1657929600,2022-07-16 00:00:00,NGC/USDT,0.1804,0.1804,0.1777,0.1788,677839.5314,121557.33308057
1657843200,2022-07-15 00:00:00,NGC/USDT,0.1918,0.1922,0.172,0.1804,815535.05519249,148986.025519020873
1657756800,2022-07-14 00:00:00,NGC/USDT,0.1952,0.1964,0.1906,0.1919,1057466.87964835,204480.122608365956
1657670400,2022-07-13 00:00:00,NGC/USDT,0.1776,0.1964,0.1768,0.1955,1310180.25073232,239890.123811637778
1657584000,2022-07-12 00:00:00,NGC/USDT,0.1778,0.1786,0.1754,0.1776,1434574.69468388,254097.317187879468
1657497600,2022-07-11 00:00:00,NGC/USDT,0.1748,0.1828,0.1684,0.1774,1814170.85711209,321429.643867162501
1657411200,2022-07-10 00:00:00,NGC/USDT,0.1898,0.1915,0.1748,0.1749,1847635.07893565,345050.121102466975
1657324800,2022-07-09 00:00:00,NGC/USDT,0.1879,0.1931,0.1823,0.1898,1744963.28105613,326492.732865808703
1657238400,2022-07-08 00:00:00,NGC/USDT,0.1963,0.1964,0.1837,0.1875,1687385.55917723,324931.972060108765
1657152000,2022-07-07 00:00:00,NGC/USDT,0.1987,0.2021,0.196,0.1963,1491900.94252518,296613.849022538697
1657065600,2022-07-06 00:00:00,NGC/USDT,0.1964,0.21,0.1956,0.1988,1671900.21925123,335581.317728122963
1656979200,2022-07-05 00:00:00,NGC/USDT,0.1871,0.1964,0.1861,0.1957,1623948.46411326,306277.394188837653
1656892800,2022-07-04 00:00:00,NGC/USDT,0.1891,0.1901,0.1852,0.187,1169918.62225319,219044.293764619075
1656806400,2022-07-03 00:00:00,NGC/USDT,0.1879,0.1961,0.1853,0.1889,281307.9587779,53051.935091753464
1656720000,2022-07-02 00:00:00,NGC/USDT,0.1759,0.1884,0.1759,0.188,327081.5048737,60263.31365126177
1656633600,2022-07-01 00:00:00,NGC/USDT,0.1777,0.1837,0.172,0.1759,373884.42080898,65733.001829977331
1656547200,2022-06-30 00:00:00,NGC/USDT,0.1538,0.1928,0.1471,0.1778,1048480.23920839,170719.230714400344
1656460800,2022-06-29 00:00:00,NGC/USDT,0.1529,0.1555,0.1514,0.1538,653746.07799678,100470.22548408929
1656374400,2022-06-28 00:00:00,NGC/USDT,0.1601,0.1656,0.1495,0.1529,1033797.05223754,165465.097312273639
1656288000,2022-06-27 00:00:00,NGC/USDT,0.172,0.174,0.1601,0.1607,1109886.69093509,186479.251286778988
1656201600,2022-06-26 00:00:00,NGC/USDT,0.1606,0.1753,0.1606,0.1723,1279592.80571577,217712.711672941221
1656115200,2022-06-25 00:00:00,NGC/USDT,0.1754,0.1762,0.1576,0.1606,1494230.1723,251879.95429331839
1656028800,2022-06-24 00:00:00,NGC/USDT,0.18,0.1807,0.1748,0.1754,1569065.33190527,276397.38489985279
1655942400,2022-06-23 00:00:00,NGC/USDT,0.1792,0.1838,0.1792,0.1806,1190936.32276036,215886.757392241376
1655856000,2022-06-22 00:00:00,NGC/USDT,0.1815,0.1816,0.1768,0.1792,262215.0771,47234.38754297
1655769600,2022-06-21 00:00:00,NGC/USDT,0.185,0.1877,0.1777,0.1813,478817.12262024,88167.215514417244
1655683200,2022-06-20 00:00:00,NGC/USDT,0.192,0.1922,0.1799,0.185,443594.235666,83331.60923873375
1655596800,2022-06-19 00:00:00,NGC/USDT,0.173,0.1923,0.1729,0.192,495741.87822935,88911.280760231575
1655510400,2022-06-18 00:00:00,NGC/USDT,0.1891,0.1898,0.1729,0.173,668778.92963131,123186.108138507163
1655424000,2022-06-17 00:00:00,NGC/USDT,0.2009,0.2012,0.1884,0.189,1066868.95081274,207728.311069604422
1655337600,2022-06-16 00:00:00,NGC/USDT,0.2,0.2884,0.199,0.2004,1659640.28138923,358998.543110225337
1655251200,2022-06-15 00:00:00,NGC/USDT,0.2307,0.2313,0.1609,0.2004,1284326.9082131,255941.022841568344
1655164800,2022-06-14 00:00:00,NGC/USDT,0.2299,0.2581,0.2261,0.2318,957107.09870928,225300.655991658353
1655078400,2022-06-13 00:00:00,NGC/USDT,0.2419,0.2426,0.2291,0.2301,1258025.89127871,296432.015294037626
1654992000,2022-06-12 00:00:00,NGC/USDT,0.2529,0.2535,0.2416,0.2417,1226134.92551119,305599.376204107209
1654905600,2022-06-11 00:00:00,NGC/USDT,0.263,0.2668,0.2523,0.2525,1217682.91965559,314999.60513766446
1654819200,2022-06-10 00:00:00,NGC/USDT,0.254,0.2641,0.2519,0.2637,639945.77653537,166454.341723984354
1654732800,2022-06-09 00:00:00,NGC/USDT,0.2654,0.2688,0.2539,0.254,335036.89416751,87307.772718544867
1654646400,2022-06-08 00:00:00,NGC/USDT,0.2485,0.2735,0.2476,0.2656,415437.63075806,107875.611659387685
1654560000,2022-06-07 00:00:00,NGC/USDT,0.2782,0.2789,0.2337,0.248,649337.70800877,167330.878456219552
1654473600,2022-06-06 00:00:00,NGC/USDT,0.2617,0.285,0.2539,0.2782,767109.97553726,208554.101714636371
1654387200,2022-06-05 00:00:00,NGC/USDT,0.2541,0.2623,0.2506,0.2622,782581.09682967,198096.944813517974
1654300800,2022-06-04 00:00:00,NGC/USDT,0.2746,0.2759,0.2515,0.2536,957886.19268335,249812.38027663414
1654214400,2022-06-03 00:00:00,NGC/USDT,0.287,0.2875,0.2721,0.2755,1038243.38345965,290191.459683080244
1654128000,2022-06-02 00:00:00,NGC/USDT,0.2909,0.2947,0.2761,0.2874,1109808.95040721,318124.687531053825
1654041600,2022-06-01 00:00:00,NGC/USDT,0.3316,0.3318,0.2896,0.2909,1082014.82680609,347344.536863582974
1653955200,2022-05-31 00:00:00,NGC/USDT,0.3423,0.3479,0.3302,0.3316,958387.3295998,322633.25989146242
1653868800,2022-05-30 00:00:00,NGC/USDT,0.3064,0.345,0.3021,0.3423,967937.47402167,309515.862583231158
1653782400,2022-05-29 00:00:00,NGC/USDT,0.3061,0.3096,0.3016,0.3066,800709.94998391,244669.539415618761
1653696000,2022-05-28 00:00:00,NGC/USDT,0.3035,0.3175,0.2998,0.3074,859245.0137,262710.65655476
1653609600,2022-05-27 00:00:00,NGC/USDT,0.3202,0.322,0.2972,0.3036,1103944.15329655,342985.700732701802
1653523200,2022-05-26 00:00:00,NGC/USDT,0.3673,0.3674,0.2972,0.3204,889953.18692396,299108.176180480896
1653436800,2022-05-25 00:00:00,NGC/USDT,0.4113,0.4371,0.3657,0.3673,913802.71437944,354990.878351125228
1653350400,2022-05-24 00:00:00,NGC/USDT,0.396,0.4294,0.3704,0.4109,812246.18278887,319829.227121997313
1653264000,2022-05-23 00:00:00,NGC/USDT,0.3874,0.4102,0.3627,0.3966,887408.84202643,341139.168806544348
1653177600,2022-05-22 00:00:00,NGC/USDT,0.3748,0.4005,0.3488,0.3874,723034.65630411,271631.659536658446
1653091200,2022-05-21 00:00:00,NGC/USDT,0.3699,0.3748,0.3394,0.3748,771176.3622,277005.03172661
1653004800,2022-05-20 00:00:00,NGC/USDT,0.3596,0.378,0.3488,0.3693,712548.73612674,255547.60583955772
1652918400,2022-05-19 00:00:00,NGC/USDT,0.3567,0.392,0.3368,0.3597,715637.3863202,259581.90734766489
1652832000,2022-05-18 00:00:00,NGC/USDT,0.3099,0.3657,0.2996,0.3569,871740.95773759,296555.80248453754
1652745600,2022-05-17 00:00:00,NGC/USDT,0.3002,0.3162,0.3002,0.3104,349293.85655588,108065.9226221734
1652659200,2022-05-16 00:00:00,NGC/USDT,0.3282,0.3283,0.2851,0.3001,466069.66810524,139782.254695208856
1652572800,2022-05-15 00:00:00,NGC/USDT,0.2668,0.3282,0.2602,0.3282,398387.89912593,114738.782927766392
1652486400,2022-05-14 00:00:00,NGC/USDT,0.2776,0.28,0.2518,0.2668,417696.11346211,110841.336113864108
1652400000,2022-05-13 00:00:00,NGC/USDT,0.2409,0.2849,0.2391,0.2776,488978.31136647,130182.35082543079
1652313600,2022-05-12 00:00:00,NGC/USDT,0.2851,0.2859,0.2123,0.2404,922804.24523587,220490.840313286715
1652227200,2022-05-11 00:00:00,NGC/USDT,0.375,0.4249,0.2518,0.2921,811027.08170424,256701.823875986546
1652140800,2022-05-10 00:00:00,NGC/USDT,0.3298,0.5598,0.3097,0.3772,574858.07420485,245101.863334948378
1652054400,2022-05-09 00:00:00,NGC/USDT,0.3913,0.5699,0.3012,0.3294,472606.82781707,174972.858647347266
1651968000,2022-05-08 00:00:00,NGC/USDT,0.4068,0.4072,0.3782,0.3912,236975.6912,92734.64675701
1651881600,2022-05-07 00:00:00,NGC/USDT,0.4006,0.4202,0.4001,0.4067,248711.78840605,101482.334573278568
1651795200,2022-05-06 00:00:00,NGC/USDT,0.4215,0.4216,0.3953,0.4002,297693.6825297,121262.209887684
1651708800,2022-05-05 00:00:00,NGC/USDT,0.4258,0.4272,0.4132,0.4215,164191.30305992,69263.822655097824
1651622400,2022-05-04 00:00:00,NGC/USDT,0.428,0.4394,0.4245,0.4257,145301.55151559,62385.805520913907
1651536000,2022-05-03 00:00:00,NGC/USDT,0.406,0.4688,0.406,0.429,132982.09782648,56925.571711377434
1651449600,2022-05-02 00:00:00,NGC/USDT,0.406,0.4258,0.405,0.406,24149.87051605,9957.457467978614
1651363200,2022-05-01 00:00:00,NGC/USDT,0.4146,0.415,0.406,0.4075,13330.82794119,5475.379463444925
1651276800,2022-04-30 00:00:00,NGC/USDT,0.4181,0.4279,0.4073,0.4146,34063.20378646,14204.220815161822
1651190400,2022-04-29 00:00:00,NGC/USDT,0.4258,0.4272,0.4107,0.4181,19143.25871267,8000.623058675183
1651104000,2022-04-28 00:00:00,NGC/USDT,0.4174,0.4723,0.4039,0.4258,78490.27394562,34867.798704418078
1651017600,2022-04-27 00:00:00,NGC/USDT,0.4236,0.43,0.4076,0.4194,28336.1482,11878.37223297
1650931200,2022-04-26 00:00:00,NGC/USDT,0.4351,0.4378,0.4237,0.4251,7606.61684593,3287.043875588154
1650844800,2022-04-25 00:00:00,NGC/USDT,0.428,0.435,0.4107,0.435,35908.55286788,15182.227712707464
1650758400,2022-04-24 00:00:00,NGC/USDT,0.4442,0.4828,0.428,0.43,42447.21809648,19249.976960762011
1650672000,2022-04-23 00:00:00,NGC/USDT,0.444,0.4727,0.439,0.4425,28031.56256414,12690.833127778772
1650585600,2022-04-22 00:00:00,NGC/USDT,0.4244,0.4583,0.4244,0.4437,48460.4377763,21482.6512301905
1650499200,2022-04-21 00:00:00,NGC/USDT,0.4497,0.4498,0.4244,0.4264,24640.49300243,10747.266151648819
1650412800,2022-04-20 00:00:00,NGC/USDT,0.4514,0.4531,0.4335,0.4476,38792.74769014,17343.775528780086
1650326400,2022-04-19 00:00:00,NGC/USDT,0.4514,0.4595,0.4462,0.4514,28660.55957074,12940.732855046894
1650240000,2022-04-18 00:00:00,NGC/USDT,0.458,0.4611,0.4499,0.4514,7409.67254703,3366.640714756113
1650153600,2022-04-17 00:00:00,NGC/USDT,0.4796,0.4796,0.4574,0.458,31640.69541845,14890.96198688541
1650067200,2022-04-16 00:00:00,NGC/USDT,0.4833,0.4891,0.48,0.482,8357.61231123,4054.008590942898
1649980800,2022-04-15 00:00:00,NGC/USDT,0.4732,0.4833,0.4732,0.4833,18722.55083328,8984.643728135742
1649894400,2022-04-14 00:00:00,NGC/USDT,0.482,0.482,0.4612,0.4732,38028.08796672,17974.034868194258
1649808000,2022-04-13 00:00:00,NGC/USDT,0.4569,0.482,0.4523,0.4796,60533.47537141,28217.90535351966
1649721600,2022-04-12 00:00:00,NGC/USDT,0.4455,0.4651,0.443,0.4587,64663.38230328,29453.144467975843
1649635200,2022-04-11 00:00:00,NGC/USDT,0.501,0.5798,0.3501,0.4495,347200.23877228,159131.476708531398
1649548800,2022-04-10 00:00:00,NGC/USDT,0.5137,0.5173,0.4916,0.503,56187.77890377,28352.247100377068
1649462400,2022-04-09 00:00:00,NGC/USDT,0.5265,0.5265,0.5094,0.5137,18538.25117158,9568.776315056509
1649376000,2022-04-08 00:00:00,NGC/USDT,0.5299,0.5307,0.5051,0.5265,39472.73597676,20504.448113811088
1649289600,2022-04-07 00:00:00,NGC/USDT,0.51,0.5299,0.5,0.5299,53701.78602739,27565.733886053396
1649203200,2022-04-06 00:00:00,NGC/USDT,0.54,0.54,0.5094,0.51,45899.85488172,24003.423670781649
1649116800,2022-04-05 00:00:00,NGC/USDT,0.54,0.5527,0.5283,0.54,42345.07001102,22831.684325989675
1649030400,2022-04-04 00:00:00,NGC/USDT,0.5759,0.5759,0.5309,0.5418,51667.70003622,28415.974860426059
1648944000,2022-04-03 00:00:00,NGC/USDT,0.5753,0.5818,0.5571,0.5749,59688.1989288,33789.64667776462
1648857600,2022-04-02 00:00:00,NGC/USDT,0.5649,0.6059,0.5637,0.5778,54461.6850355,31872.777911710036
1648771200,2022-04-01 00:00:00,NGC/USDT,0.5769,0.582,0.55,0.5659,55631.82283977,31168.501933240751
1648684800,2022-03-31 00:00:00,NGC/USDT,0.5721,0.5818,0.5528,0.5769,100510.79703786,56770.745531709204
1648598400,2022-03-30 00:00:00,NGC/USDT,0.6059,0.613,0.5721,0.5721,61154.25143335,36295.980628378334
1648512000,2022-03-29 00:00:00,NGC/USDT,0.5582,0.7124,0.5356,0.6059,497329.61581337,304470.279008258324
1648425600,2022-03-28 00:00:00,NGC/USDT,0.6139,0.6179,0.558,0.558,193931.1494825,115465.518918302169
1648339200,2022-03-27 00:00:00,NGC/USDT,0.608,0.6476,0.6,0.6116,102732.19019422,63264.750590881173
1648252800,2022-03-26 00:00:00,NGC/USDT,0.6223,0.6251,0.605,0.608,35111.22544405,21636.550079259539
1648166400,2022-03-25 00:00:00,NGC/USDT,0.6543,0.6543,0.6175,0.6223,64554.01626195,40655.149314957427
1648080000,2022-03-24 00:00:00,NGC/USDT,0.6453,0.6592,0.6274,0.65,41247.0502641,26749.425050662626
1647993600,2022-03-23 00:00:00,NGC/USDT,0.6524,0.6687,0.64,0.6421,31686.44235667,20695.119781704347
1647907200,2022-03-22 00:00:00,NGC/USDT,0.621,0.6977,0.6201,0.6528,154533.11596868,101909.350383427985
1647820800,2022-03-21 00:00:00,NGC/USDT,0.6342,0.6388,0.618,0.618,16365.74285733,10289.084114606621
1647734400,2022-03-20 00:00:00,NGC/USDT,0.6442,0.6513,0.6214,0.6311,27148.46998653,17206.516562480029
1647648000,2022-03-19 00:00:00,NGC/USDT,0.6597,0.6693,0.6332,0.641,54507.18196318,35312.63420579933
1647561600,2022-03-18 00:00:00,NGC/USDT,0.6234,0.7077,0.6177,0.6597,116197.98356932,78727.362465753327
1647475200,2022-03-17 00:00:00,NGC/USDT,0.6729,0.6759,0.6072,0.6234,48953.66960884,31068.865369178413
1647388800,2022-03-16 00:00:00,NGC/USDT,0.6289,0.6808,0.6169,0.6759,43777.47428841,28234.49467228633
1647302400,2022-03-15 00:00:00,NGC/USDT,0.6453,0.6454,0.6289,0.6317,13735.18803522,8732.149902412192
1647216000,2022-03-14 00:00:00,NGC/USDT,0.65,0.6515,0.6424,0.6453,10902.32180069,7065.564702135331
1647129600,2022-03-13 00:00:00,NGC/USDT,0.6759,0.7204,0.65,0.65,61632.9802061,42236.729994606887
1647043200,2022-03-12 00:00:00,NGC/USDT,0.5892,0.7594,0.5859,0.6759,269814.95885308,185059.20360745278
1646956800,2022-03-11 00:00:00,NGC/USDT,0.6343,0.6344,0.5783,0.5892,98341.88016291,58840.66368943516
1646870400,2022-03-10 00:00:00,NGC/USDT,0.6718,0.6718,0.6332,0.6333,23557.82627451,15395.604893862674
1646784000,2022-03-09 00:00:00,NGC/USDT,0.6796,0.7274,0.65,0.6718,93095.15650138,63641.011116368383
1646697600,2022-03-08 00:00:00,NGC/USDT,0.6751,0.7129,0.553,0.6764,231535.16082635,146456.280133053882
1646611200,2022-03-07 00:00:00,NGC/USDT,0.8036,0.84,0.63,0.6751,179431.32224312,129822.301749680951
1646524800,2022-03-06 00:00:00,NGC/USDT,0.7001,0.8894,0.7,0.8036,139260.8996153,113820.29832564878
1646438400,2022-03-05 00:00:00,NGC/USDT,0.7289,0.7289,0.7001,0.7001,17461.89376425,12429.2356947576
1646352000,2022-03-04 00:00:00,NGC/USDT,0.7816,0.7816,0.7253,0.7289,23159.20921336,17336.885020800901
1646265600,2022-03-03 00:00:00,NGC/USDT,0.7241,0.803,0.7181,0.7777,87564.06550045,67255.839857680646
1646179200,2022-03-02 00:00:00,NGC/USDT,0.6542,0.7396,0.6509,0.7205,78578.16009428,54807.183573132365
1646092800,2022-03-01 00:00:00,NGC/USDT,0.6308,0.6553,0.6308,0.6538,29805.53690731,19170.950292085218
1646006400,2022-02-28 00:00:00,NGC/USDT,0.5769,0.63,0.5517,0.63,95796.22297487,56057.67452056661
1645920000,2022-02-27 00:00:00,NGC/USDT,0.6373,0.6524,0.575,0.5798,74126.71350677,45817.68838281042
1645833600,2022-02-26 00:00:00,NGC/USDT,0.6372,0.6569,0.6311,0.6373,40542.54838412,25965.63057152647
1645747200,2022-02-25 00:00:00,NGC/USDT,0.6432,0.6686,0.6318,0.6372,63545.78768953,41288.340124159701
1645660800,2022-02-24 00:00:00,NGC/USDT,0.6707,0.6741,0.618,0.6432,66599.7216587,42855.516208828727
1645574400,2022-02-23 00:00:00,NGC/USDT,0.7374,0.7458,0.5959,0.6707,116058.6287346,77092.289044454268
1645488000,2022-02-22 00:00:00,NGC/USDT,0.7528,0.7541,0.7097,0.7348,42613.73012554,31107.347002623714
1645401600,2022-02-21 00:00:00,NGC/USDT,0.831,0.8598,0.75,0.7558,101346.71605304,81043.625777049807
1645315200,2022-02-20 00:00:00,NGC/USDT,0.8382,0.8984,0.8,0.8295,88538.01001664,75534.97022186155
1645228800,2022-02-19 00:00:00,NGC/USDT,0.8282,0.8893,0.8241,0.8381,71128.74942342,60344.077172337672
1645142400,2022-02-18 00:00:00,NGC/USDT,0.86,0.8732,0.7896,0.8323,61695.93146804,51016.418753065217
1645056000,2022-02-17 00:00:00,NGC/USDT,0.8804,0.9058,0.8173,0.8606,114396.27746168,98426.443087922729
1644969600,2022-02-16 00:00:00,NGC/USDT,0.8968,0.9101,0.8311,0.8845,149705.5042888,130654.791395289875
1644883200,2022-02-15 00:00:00,NGC/USDT,0.7696,0.9332,0.7696,0.8968,618339.8501874,527512.605573434649
1644796800,2022-02-14 00:00:00,NGC/USDT,0.6762,0.8055,0.6751,0.7696,167772.5497973,126985.326306581687
1644710400,2022-02-13 00:00:00,NGC/USDT,0.6903,0.6978,0.6729,0.6762,35417.60262589,24222.058083941716
1644624000,2022-02-12 00:00:00,NGC/USDT,0.7207,0.7633,0.6401,0.6878,161149.93527596,110568.816491599238
1644537600,2022-02-11 00:00:00,NGC/USDT,0.619,0.7851,0.6112,0.724,140487.97638217,98405.571955303761
1644451200,2022-02-10 00:00:00,NGC/USDT,0.6298,0.6663,0.6149,0.619,63167.0502226,40509.815430843805
1644364800,2022-02-09 00:00:00,NGC/USDT,0.6268,0.6421,0.5809,0.6267,95828.04163469,58670.370535453581
1644278400,2022-02-08 00:00:00,NGC/USDT,0.5692,0.7154,0.5673,0.6256,212893.66413749,136712.673232720738
1644192000,2022-02-07 00:00:00,NGC/USDT,0.5474,0.5954,0.5309,0.5717,89755.58570221,50256.148997810721
1644105600,2022-02-06 00:00:00,NGC/USDT,0.5617,0.572,0.52,0.5454,62728.48591862,33989.148526431203
1644019200,2022-02-05 00:00:00,NGC/USDT,0.5382,0.5746,0.53,0.5617,78542.89517866,43073.663723220498
1643932800,2022-02-04 00:00:00,NGC/USDT,0.5047,0.5409,0.4997,0.5409,46946.4439313,24406.497689825458
1643846400,2022-02-03 00:00:00,NGC/USDT,0.4964,0.518,0.4887,0.5047,43138.35442597,21663.670183185255
1643760000,2022-02-02 00:00:00,NGC/USDT,0.5536,0.5572,0.4847,0.4987,63888.69761224,33094.095153786701
1643673600,2022-02-01 00:00:00,NGC/USDT,0.6059,0.61,0.5489,0.5508,48951.16718241,28247.708573137202
1643587200,2022-01-31 00:00:00,NGC/USDT,0.6129,0.6165,0.572,0.6059,49806.10010609,29512.278967782232
