https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI3S,Volume USDT
1663308000,2022-09-16 06:00:00,UNI3S/USDT,0.8998,0.9031,0.8892,0.8998,9.3186,8.35277056
1663304400,2022-09-16 05:00:00,UNI3S/USDT,0.8931,0.8981,0.8892,0.8981,190.96,170.91567546
1663300800,2022-09-16 04:00:00,UNI3S/USDT,0.9032,0.9032,0.89,0.8981,189.052,169.91560913
1663297200,2022-09-16 03:00:00,UNI3S/USDT,0.9172,0.9172,0.9067,0.9067,278.6298,254.22114906
1663293600,2022-09-16 02:00:00,UNI3S/USDT,0.9071,0.9345,0.8981,0.9162,369.607,339.99106621
1663290000,2022-09-16 01:00:00,UNI3S/USDT,0.8892,0.927,0.8855,0.9171,345.4126,314.76028269
1663286400,2022-09-16 00:00:00,UNI3S/USDT,0.8981,0.9529,0.8892,0.8892,10612.1515,9668.33093534
1663282800,2022-09-15 23:00:00,UNI3S/USDT,0.9088,0.9234,0.9009,0.9009,38.1694,34.79041972
1663279200,2022-09-15 22:00:00,UNI3S/USDT,0.8909,0.9251,0.8909,0.8971,5246.7484,4837.24113384
1663275600,2022-09-15 21:00:00,UNI3S/USDT,0.8752,0.8909,0.8751,0.8845,1163.2435,1027.6128454
1663272000,2022-09-15 20:00:00,UNI3S/USDT,0.8821,0.8909,0.8728,0.8728,1139.428,1006.39522485
1663268400,2022-09-15 19:00:00,UNI3S/USDT,0.8909,0.8961,0.87,0.8821,594.117,524.63859986
1663264800,2022-09-15 18:00:00,UNI3S/USDT,0.89,0.8909,0.874,0.8909,1595.6637,1406.05099461
1663261200,2022-09-15 17:00:00,UNI3S/USDT,0.8717,0.8837,0.8677,0.8837,26.5124,23.38375456
1663257600,2022-09-15 16:00:00,UNI3S/USDT,0.8981,0.8981,0.8655,0.8826,584.2964,513.97789846
1663254000,2022-09-15 15:00:00,UNI3S/USDT,0.924,0.9472,0.8889,0.9076,2492.3205,2226.64692292
1663250400,2022-09-15 14:00:00,UNI3S/USDT,0.8211,0.9373,0.8196,0.9173,4618.9021,4114.94188953
1663246800,2022-09-15 13:00:00,UNI3S/USDT,0.8232,0.8522,0.8232,0.8249,1015.2423,852.59729005
1663243200,2022-09-15 12:00:00,UNI3S/USDT,0.8309,0.8328,0.811,0.815,242.941,198.70430189
1663239600,2022-09-15 11:00:00,UNI3S/USDT,0.8372,0.8372,0.8195,0.8199,709.2649,586.25611864
1663236000,2022-09-15 10:00:00,UNI3S/USDT,0.8182,0.8341,0.797,0.8341,1989.922,1605.67538322
1663232400,2022-09-15 09:00:00,UNI3S/USDT,0.8294,0.8393,0.8092,0.8092,801.7119,653.66616067
1663228800,2022-09-15 08:00:00,UNI3S/USDT,0.8088,0.8407,0.8088,0.8366,234.106,193.80751228
1663225200,2022-09-15 07:00:00,UNI3S/USDT,0.8377,0.8377,0.7736,0.7998,1680.7659,1357.53958203
1663221600,2022-09-15 06:00:00,UNI3S/USDT,0.8616,0.9011,0.8081,0.8377,15024.2979,13102.953521
1663218000,2022-09-15 05:00:00,UNI3S/USDT,0.8769,0.8769,0.8545,0.8545,5603.0464,4848.89788196
1663214400,2022-09-15 04:00:00,UNI3S/USDT,0.87,0.8909,0.8613,0.8697,9455.8804,8277.20600784
1663210800,2022-09-15 03:00:00,UNI3S/USDT,0.856,0.8787,0.8485,0.8771,4769.2969,4137.46102628
1663207200,2022-09-15 02:00:00,UNI3S/USDT,0.833,0.8688,0.833,0.856,1073.4009,914.13486379
1663203600,2022-09-15 01:00:00,UNI3S/USDT,0.8227,0.8477,0.8227,0.829,3059.278,2562.12581408
1663200000,2022-09-15 00:00:00,UNI3S/USDT,0.7893,0.8227,0.7893,0.8136,1419.8235,1153.14739611
1663196400,2022-09-14 23:00:00,UNI3S/USDT,0.7826,0.7925,0.7826,0.7861,1120.5021,884.33234897
1663192800,2022-09-14 22:00:00,UNI3S/USDT,0.7967,0.8009,0.77,0.7805,13061.4433,10327.29218868
1663189200,2022-09-14 21:00:00,UNI3S/USDT,0.832,0.832,0.7904,0.797,3224.5526,2582.33383438
1663185600,2022-09-14 20:00:00,UNI3S/USDT,0.8217,0.8309,0.8217,0.8309,860.4129,708.46815594
1663182000,2022-09-14 19:00:00,UNI3S/USDT,0.8319,0.8406,0.8139,0.8298,16526.6716,13767.83613536
1663178400,2022-09-14 18:00:00,UNI3S/USDT,0.8298,0.8845,0.8298,0.8378,6901.8445,5907.4457253
1663174800,2022-09-14 17:00:00,UNI3S/USDT,0.8239,0.8268,0.81,0.8233,678.5684,553.01142157
1663171200,2022-09-14 16:00:00,UNI3S/USDT,0.8138,0.8299,0.8138,0.8239,640.9405,526.76769403
1663167600,2022-09-14 15:00:00,UNI3S/USDT,0.8071,0.81,0.797,0.8026,746.7596,603.85264227
1663164000,2022-09-14 14:00:00,UNI3S/USDT,0.8002,0.8299,0.793,0.8077,4662.5901,3770.14465368
1663160400,2022-09-14 13:00:00,UNI3S/USDT,0.7957,0.8353,0.7836,0.8056,3456.3317,2806.56245008
1663156800,2022-09-14 12:00:00,UNI3S/USDT,0.8424,0.8529,0.78,0.7877,2867.3383,2338.83161104
1663153200,2022-09-14 11:00:00,UNI3S/USDT,0.8138,0.8488,0.8138,0.8301,1289.9326,1077.84736422
1663149600,2022-09-14 10:00:00,UNI3S/USDT,0.8199,0.82,0.8038,0.8082,1616.0741,1312.40632846
1663146000,2022-09-14 09:00:00,UNI3S/USDT,0.82,0.82,0.8062,0.8199,421.3283,343.77247465
1663142400,2022-09-14 08:00:00,UNI3S/USDT,0.8262,0.8436,0.8067,0.8067,2929.073,2414.94504708
1663138800,2022-09-14 07:00:00,UNI3S/USDT,0.8072,0.8482,0.8,0.8262,2689.9098,2202.22342901
1663135200,2022-09-14 06:00:00,UNI3S/USDT,0.7999,0.8137,0.7999,0.8137,278.9069,224.51175235
1663131600,2022-09-14 05:00:00,UNI3S/USDT,0.786,0.7978,0.7815,0.7978,10886.0779,8541.43203121
1663128000,2022-09-14 04:00:00,UNI3S/USDT,0.7986,0.807,0.7816,0.7846,1330.0148,1055.90997311
1663124400,2022-09-14 03:00:00,UNI3S/USDT,0.8077,0.8087,0.7934,0.8069,308.1529,247.90488548
1663120800,2022-09-14 02:00:00,UNI3S/USDT,0.8123,0.813,0.797,0.8097,1445.7791,1169.2967505
1663117200,2022-09-14 01:00:00,UNI3S/USDT,0.8264,0.83,0.8135,0.8184,4553.1543,3728.34119684
1663113600,2022-09-14 00:00:00,UNI3S/USDT,0.8513,0.8699,0.83,0.83,3770.485,3181.92086783
1663110000,2022-09-13 23:00:00,UNI3S/USDT,0.8355,0.8603,0.8355,0.848,3757.8441,3187.50350472
1663106400,2022-09-13 22:00:00,UNI3S/USDT,0.8365,0.8449,0.83,0.8393,2028.1548,1703.48961247
1663102800,2022-09-13 21:00:00,UNI3S/USDT,0.8235,0.8403,0.8189,0.8299,2426.7401,2015.34913336
1663099200,2022-09-13 20:00:00,UNI3S/USDT,0.8138,0.822,0.8062,0.822,2601.6511,2129.40833801
1663095600,2022-09-13 19:00:00,UNI3S/USDT,0.8353,0.8587,0.8048,0.8138,24383.6862,20254.53537877
1663092000,2022-09-13 18:00:00,UNI3S/USDT,0.8078,0.84,0.8063,0.8353,4423.1418,3628.580832
1663088400,2022-09-13 17:00:00,UNI3S/USDT,0.7919,0.8037,0.7828,0.8037,701.9336,556.69053262
1663084800,2022-09-13 16:00:00,UNI3S/USDT,0.8164,0.8164,0.7913,0.7932,2596.5266,2079.89188305
1663081200,2022-09-13 15:00:00,UNI3S/USDT,0.8139,0.8158,0.7962,0.8158,17827.3606,14336.12573823
1663077600,2022-09-13 14:00:00,UNI3S/USDT,0.7957,0.82,0.7766,0.8103,10340.0119,8222.08216902
1663074000,2022-09-13 13:00:00,UNI3S/USDT,0.7861,0.8063,0.775,0.7884,14499.0953,11406.51203297
1663070400,2022-09-13 12:00:00,UNI3S/USDT,0.6609,0.8142,0.6438,0.7786,44001.3599,32506.62540149
1663066800,2022-09-13 11:00:00,UNI3S/USDT,0.6579,0.6699,0.6459,0.66,4681.065,3091.91401956
1663063200,2022-09-13 10:00:00,UNI3S/USDT,0.6808,0.6808,0.651,0.6513,1789.211,1182.08091778
1663059600,2022-09-13 09:00:00,UNI3S/USDT,0.6672,0.6817,0.6535,0.6782,2385.1775,1582.77892405
1663056000,2022-09-13 08:00:00,UNI3S/USDT,0.6646,0.7113,0.6646,0.6672,15005.0667,10239.91851644
1663052400,2022-09-13 07:00:00,UNI3S/USDT,0.6684,0.6895,0.6546,0.6546,14597.623,9887.10266338
1663048800,2022-09-13 06:00:00,UNI3S/USDT,0.6695,0.6747,0.6362,0.6698,8848.8843,5808.35955506
1663045200,2022-09-13 05:00:00,UNI3S/USDT,0.6585,0.6697,0.6563,0.6626,2323.4322,1534.96858014
1663041600,2022-09-13 04:00:00,UNI3S/USDT,0.6547,0.6658,0.65,0.6609,2682.4375,1765.9064445
1663038000,2022-09-13 03:00:00,UNI3S/USDT,0.6684,0.6876,0.6511,0.6576,4032.8789,2703.06834186
1663034400,2022-09-13 02:00:00,UNI3S/USDT,0.6953,0.7166,0.67,0.67,5524.4694,3810.61021753
1663030800,2022-09-13 01:00:00,UNI3S/USDT,0.6851,0.7004,0.6828,0.6903,1990.2301,1364.33043234
1663027200,2022-09-13 00:00:00,UNI3S/USDT,0.6634,0.711,0.6634,0.6945,4115.8669,2879.7166279
1663023600,2022-09-12 23:00:00,UNI3S/USDT,0.6736,0.694,0.6614,0.6638,3028.0009,2021.96023223
1663020000,2022-09-12 22:00:00,UNI3S/USDT,0.6671,0.68,0.6671,0.6747,694.694,466.86213091
1663016400,2022-09-12 21:00:00,UNI3S/USDT,0.6499,0.6699,0.6499,0.6647,2258.6688,1497.16341196
1663012800,2022-09-12 20:00:00,UNI3S/USDT,0.6479,0.6536,0.6378,0.645,3725.3618,2417.59849521
1663009200,2022-09-12 19:00:00,UNI3S/USDT,0.6392,0.6462,0.6296,0.6462,870.1642,551.95630505
1663005600,2022-09-12 18:00:00,UNI3S/USDT,0.6213,0.6506,0.6213,0.639,1380.1421,889.4435005
1663002000,2022-09-12 17:00:00,UNI3S/USDT,0.6442,0.65,0.6125,0.621,1732.6908,1096.91239285
1662998400,2022-09-12 16:00:00,UNI3S/USDT,0.66,0.685,0.6346,0.6346,8814.2974,5887.65344682
1662994800,2022-09-12 15:00:00,UNI3S/USDT,0.61,0.6647,0.605,0.663,5533.6686,3549.31778581
1662991200,2022-09-12 14:00:00,UNI3S/USDT,0.6039,0.6104,0.5681,0.6075,11678.6623,6885.66616516
1662987600,2022-09-12 13:00:00,UNI3S/USDT,0.6075,0.612,0.6,0.6075,2095.0508,1271.1338141
1662984000,2022-09-12 12:00:00,UNI3S/USDT,0.5909,0.6149,0.59,0.6029,15217.5733,9191.12535135
1662980400,2022-09-12 11:00:00,UNI3S/USDT,0.5974,0.601,0.5802,0.5928,11305.9082,6650.03870098
1662976800,2022-09-12 10:00:00,UNI3S/USDT,0.5895,0.6098,0.5884,0.5939,10160.5484,6047.83660358
1662973200,2022-09-12 09:00:00,UNI3S/USDT,0.5901,0.6062,0.571,0.58,47267.7566,27797.54846418
1662969600,2022-09-12 08:00:00,UNI3S/USDT,0.6541,0.667,0.5903,0.5916,13692.0899,8616.97376584
1662966000,2022-09-12 07:00:00,UNI3S/USDT,0.6954,0.6954,0.6526,0.6549,3819.5121,2580.03810545
1662962400,2022-09-12 06:00:00,UNI3S/USDT,0.7004,0.7004,0.6992,0.6992,101.1525,70.81804884
1662958800,2022-09-12 05:00:00,UNI3S/USDT,0.7265,0.73,0.7,0.7048,3453.2164,2444.28542261
1662955200,2022-09-12 04:00:00,UNI3S/USDT,0.7368,0.7394,0.7187,0.7187,468.7557,339.52930986
1662951600,2022-09-12 03:00:00,UNI3S/USDT,0.7205,0.7598,0.7205,0.74,2830.7046,2098.7314052
1662948000,2022-09-12 02:00:00,UNI3S/USDT,0.6634,0.73,0.6585,0.73,2550.3719,1782.08524046
1662944400,2022-09-12 01:00:00,UNI3S/USDT,0.7482,0.7599,0.6489,0.67,4870.1676,3401.07518992
1662940800,2022-09-12 00:00:00,UNI3S/USDT,0.7273,0.7521,0.7133,0.7521,12860.7147,9446.32520308
1662937200,2022-09-11 23:00:00,UNI3S/USDT,0.7327,0.74,0.7186,0.7217,16764.3988,12216.92750787
1662933600,2022-09-11 22:00:00,UNI3S/USDT,0.7488,0.7488,0.7225,0.7258,12544.3115,9149.0886758
1662930000,2022-09-11 21:00:00,UNI3S/USDT,0.72,0.7598,0.719,0.7463,42950.3747,31450.04646279
1662926400,2022-09-11 20:00:00,UNI3S/USDT,0.7079,0.7488,0.7044,0.7189,19122.948,13850.2104064
1662922800,2022-09-11 19:00:00,UNI3S/USDT,0.7,0.7218,0.7,0.7097,13471.6456,9651.24696369
1662919200,2022-09-11 18:00:00,UNI3S/USDT,0.6849,0.7,0.6849,0.7,890.3968,614.79480178
1662915600,2022-09-11 17:00:00,UNI3S/USDT,0.6784,0.6849,0.6653,0.6849,2364.2331,1588.25429178
1662912000,2022-09-11 16:00:00,UNI3S/USDT,0.6761,0.6895,0.661,0.6785,3071.9146,2085.72850044
1662908400,2022-09-11 15:00:00,UNI3S/USDT,0.7097,0.7149,0.6776,0.6777,15803.1397,10904.47059924
1662904800,2022-09-11 14:00:00,UNI3S/USDT,0.7058,0.72,0.7058,0.7098,1503.4084,1068.56586216
1662901200,2022-09-11 13:00:00,UNI3S/USDT,0.7072,0.7184,0.7034,0.7087,24776.0503,17618.52076368
1662897600,2022-09-11 12:00:00,UNI3S/USDT,0.7064,0.7192,0.7044,0.7044,609.409,435.87014547
1662894000,2022-09-11 11:00:00,UNI3S/USDT,0.7135,0.7164,0.7,0.7,776.2497,549.85180178
1662890400,2022-09-11 10:00:00,UNI3S/USDT,0.7133,0.7198,0.7093,0.7105,945.0138,675.17762157
1662886800,2022-09-11 09:00:00,UNI3S/USDT,0.7095,0.711,0.7095,0.711,81.3157,57.75611583
1662883200,2022-09-11 08:00:00,UNI3S/USDT,0.7055,0.7159,0.7001,0.7018,1687.008,1184.50115868
1662879600,2022-09-11 07:00:00,UNI3S/USDT,0.7151,0.7195,0.7055,0.7055,495.2038,349.97824329
1662876000,2022-09-11 06:00:00,UNI3S/USDT,0.7063,0.74,0.7044,0.72,1932.1043,1400.17872805
1662872400,2022-09-11 05:00:00,UNI3S/USDT,0.7043,0.7156,0.7043,0.7066,502.4969,357.94230918
1662868800,2022-09-11 04:00:00,UNI3S/USDT,0.6952,0.7013,0.6952,0.6986,234.4979,163.73350227
1662865200,2022-09-11 03:00:00,UNI3S/USDT,0.7,0.7029,0.6831,0.7029,3829.0309,2665.45961734
1662861600,2022-09-11 02:00:00,UNI3S/USDT,0.6994,0.713,0.6939,0.7001,2477.6203,1746.74067471
1662858000,2022-09-11 01:00:00,UNI3S/USDT,0.6684,0.7004,0.6585,0.7004,5147.7799,3544.83872008
1662854400,2022-09-11 00:00:00,UNI3S/USDT,0.6634,0.67,0.6535,0.6634,480.0639,318.35360679
1662850800,2022-09-10 23:00:00,UNI3S/USDT,0.6676,0.6769,0.6541,0.6684,1302.3011,874.44379148
1662847200,2022-09-10 22:00:00,UNI3S/USDT,0.6905,0.6914,0.6541,0.6729,6351.8603,4292.67671625
1662843600,2022-09-10 21:00:00,UNI3S/USDT,0.714,0.714,0.6824,0.71,7483.6816,5249.11874329
1662840000,2022-09-10 20:00:00,UNI3S/USDT,0.713,0.713,0.7085,0.7085,209.2721,148.2699592
1662836400,2022-09-10 19:00:00,UNI3S/USDT,0.7097,0.713,0.7025,0.713,14672.1265,10399.01489543
1662832800,2022-09-10 18:00:00,UNI3S/USDT,0.7103,0.7112,0.7047,0.7079,145.4601,103.2196058
1662829200,2022-09-10 17:00:00,UNI3S/USDT,0.7197,0.7273,0.7167,0.7194,179.762,129.63394477
1662825600,2022-09-10 16:00:00,UNI3S/USDT,0.7208,0.733,0.7013,0.7044,5592.3404,3997.59651496
1662822000,2022-09-10 15:00:00,UNI3S/USDT,0.7254,0.73,0.714,0.73,2045.1842,1474.09374382
1662818400,2022-09-10 14:00:00,UNI3S/USDT,0.7281,0.7365,0.7147,0.7254,2015.4545,1454.77169452
1662814800,2022-09-10 13:00:00,UNI3S/USDT,0.6986,0.7486,0.6973,0.7293,9143.9501,6647.19767157
1662811200,2022-09-10 12:00:00,UNI3S/USDT,0.7028,0.7193,0.6838,0.7096,1722.5507,1217.34993886
1662807600,2022-09-10 11:00:00,UNI3S/USDT,0.7075,0.7118,0.6964,0.7029,7708.7635,5387.51156669
1662804000,2022-09-10 10:00:00,UNI3S/USDT,0.7197,0.73,0.7158,0.7158,1517.1374,1093.67248184
1662800400,2022-09-10 09:00:00,UNI3S/USDT,0.7129,0.7144,0.7014,0.7144,1018.488,724.86550167
1662796800,2022-09-10 08:00:00,UNI3S/USDT,0.7253,0.7291,0.6986,0.7258,8336.1992,6015.04201135
1662793200,2022-09-10 07:00:00,UNI3S/USDT,0.6727,0.7366,0.6727,0.7223,4301.4135,3111.4281224
1662789600,2022-09-10 06:00:00,UNI3S/USDT,0.6871,0.6871,0.6721,0.6823,334.07,226.35320802
1662786000,2022-09-10 05:00:00,UNI3S/USDT,0.7126,0.7126,0.6831,0.6914,1492.3934,1049.389865
1662782400,2022-09-10 04:00:00,UNI3S/USDT,0.6925,0.7147,0.6809,0.7147,3177.0323,2191.76109228
1662778800,2022-09-10 03:00:00,UNI3S/USDT,0.6945,0.7062,0.6926,0.7062,607.9595,425.74144013
1662775200,2022-09-10 02:00:00,UNI3S/USDT,0.7107,0.7107,0.6814,0.6896,23625.1362,16547.82013242
1662771600,2022-09-10 01:00:00,UNI3S/USDT,0.7191,0.7191,0.7029,0.7109,5889.879,4182.29985025
1662768000,2022-09-10 00:00:00,UNI3S/USDT,0.7137,0.7448,0.711,0.711,5897.9579,4296.47397815
1662764400,2022-09-09 23:00:00,UNI3S/USDT,0.7302,0.7741,0.7155,0.7311,2681.83306613,1978.36197525397
1662760800,2022-09-09 22:00:00,UNI3S/USDT,0.7511,0.7512,0.7192,0.728,4128.0034,3057.96525483
1662757200,2022-09-09 21:00:00,UNI3S/USDT,0.7366,0.7566,0.7322,0.7566,9968.1855,7488.74914662
1662753600,2022-09-09 20:00:00,UNI3S/USDT,0.7615,0.7615,0.7058,0.7273,3603.133,2602.78532936
1662750000,2022-09-09 19:00:00,UNI3S/USDT,0.7688,0.7688,0.7527,0.7575,150.9504,114.91845424
1662746400,2022-09-09 18:00:00,UNI3S/USDT,0.7789,0.7789,0.7589,0.7603,6959.3499,5322.37600843
1662742800,2022-09-09 17:00:00,UNI3S/USDT,0.6962,0.7717,0.6962,0.7717,5189.4972,3809.04063907
1662739200,2022-09-09 16:00:00,UNI3S/USDT,0.6863,0.7208,0.68,0.6902,6788.8182,4714.76066912
1662735600,2022-09-09 15:00:00,UNI3S/USDT,0.668,0.6885,0.6439,0.6794,23474.9676,15518.53064589
1662732000,2022-09-09 14:00:00,UNI3S/USDT,0.6886,0.6954,0.6695,0.6749,3123.9344,2133.79586057
1662728400,2022-09-09 13:00:00,UNI3S/USDT,0.6836,0.7197,0.6778,0.7013,18732.0955,13021.42326355
1662724800,2022-09-09 12:00:00,UNI3S/USDT,0.6749,0.6762,0.6384,0.6762,7450.0608,4892.11068321
1662721200,2022-09-09 11:00:00,UNI3S/USDT,0.6686,0.6858,0.6668,0.6805,2703.0058,1821.80058509
1662717600,2022-09-09 10:00:00,UNI3S/USDT,0.7013,0.7096,0.666,0.6685,18138.1172,12577.79828048
1662714000,2022-09-09 09:00:00,UNI3S/USDT,0.7127,0.7301,0.7,0.7013,5494.6388,3884.31000286
1662710400,2022-09-09 08:00:00,UNI3S/USDT,0.7427,0.743,0.7,0.711,5219.1236,3743.82872034
1662706800,2022-09-09 07:00:00,UNI3S/USDT,0.7359,0.745,0.7347,0.745,6086.4983,4503.40005054
1662703200,2022-09-09 06:00:00,UNI3S/USDT,0.713,0.7384,0.7095,0.7277,1416.1145,1022.34123904
1662699600,2022-09-09 05:00:00,UNI3S/USDT,0.7485,0.7589,0.713,0.713,6849.8501,5005.01300556
1662696000,2022-09-09 04:00:00,UNI3S/USDT,0.7919,0.792,0.7405,0.7568,16214.6254,12161.45814691
1662692400,2022-09-09 03:00:00,UNI3S/USDT,0.83,0.8326,0.7872,0.7889,4069.6537,3290.19430914
1662688800,2022-09-09 02:00:00,UNI3S/USDT,0.8443,0.8455,0.8389,0.8389,289.5312,244.56300244
1662685200,2022-09-09 01:00:00,UNI3S/USDT,0.8405,0.8405,0.8405,0.8405,7.1698,6.0262169
1662681600,2022-09-09 00:00:00,UNI3S/USDT,0.8542,0.8614,0.83,0.8453,1433.5204,1206.78773788
1662678000,2022-09-08 23:00:00,UNI3S/USDT,0.8565,0.8771,0.8493,0.8637,17318.426,14995.70161579
1662674400,2022-09-08 22:00:00,UNI3S/USDT,0.8549,0.8639,0.853,0.8639,970.7378,830.42910796
1662670800,2022-09-08 21:00:00,UNI3S/USDT,0.8508,0.851,0.8397,0.851,219.2807,185.35723857
1662667200,2022-09-08 20:00:00,UNI3S/USDT,0.8334,0.8442,0.8201,0.8316,3240.7236,2704.42465827
1662663600,2022-09-08 19:00:00,UNI3S/USDT,0.8734,0.8734,0.8334,0.8334,5822.7133,4915.76520099
1662660000,2022-09-08 18:00:00,UNI3S/USDT,0.8949,0.8972,0.877,0.8781,2887.2399,2578.93399514
1662656400,2022-09-08 17:00:00,UNI3S/USDT,0.9173,0.9173,0.8727,0.897,4827.1703,4269.7466083
1662652800,2022-09-08 16:00:00,UNI3S/USDT,0.8969,0.9365,0.8969,0.914,10396.3909,9579.84675492
1662649200,2022-09-08 15:00:00,UNI3S/USDT,0.8525,0.8838,0.8501,0.8838,3119.5056,2717.90637703
1662645600,2022-09-08 14:00:00,UNI3S/USDT,0.8951,0.9132,0.8539,0.8539,2815.8874,2468.29752526
1662642000,2022-09-08 13:00:00,UNI3S/USDT,0.9306,0.9529,0.8651,0.8651,5950.3724,5483.83874793
1662638400,2022-09-08 12:00:00,UNI3S/USDT,0.8808,0.9359,0.8791,0.9257,3695.5217,3366.62047014
1662634800,2022-09-08 11:00:00,UNI3S/USDT,0.8768,0.8929,0.8578,0.8929,3943.7127,3450.79045446
1662631200,2022-09-08 10:00:00,UNI3S/USDT,0.9003,0.9003,0.8771,0.8771,1362.5754,1220.09848397
1662627600,2022-09-08 09:00:00,UNI3S/USDT,0.8962,0.9117,0.8855,0.9058,1099.811,991.42501747
1662624000,2022-09-08 08:00:00,UNI3S/USDT,0.9131,0.9179,0.8926,0.8926,8530.0707,7811.55430173
1662620400,2022-09-08 07:00:00,UNI3S/USDT,0.8953,0.9364,0.8953,0.9145,2448.8527,2269.93007834
