https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume MNC
1651755600000,2022-05-05 13:00:00,MNC/ETH,2e-07,2e-07,2e-07,2e-07,0.0053909260556539995,26954.63027827
1651604400000,2022-05-03 19:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.00035257999999860004,1602.63636363
1651597200000,2022-05-03 17:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0033,15000.0
1651586400000,2022-05-03 14:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0022075327604736,10512.06076416
1651582800000,2022-05-03 13:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0021317927604750002,10151.3940975
1651579200000,2022-05-03 12:00:00,MNC/ETH,2e-07,2e-07,2e-07,2e-07,0.000643903903904,3219.51951952
1651557600000,2022-05-03 06:00:00,MNC/ETH,2e-07,2e-07,2e-07,2e-07,0.008343453453453999,41717.26726727
1651521600000,2022-05-02 20:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0168626488407888,80298.32781328
1651518000000,2022-05-02 19:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0019193415697533003,9139.72176073
1651503600000,2022-05-02 15:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0193497130776642,92141.49084602
1651500000000,2022-05-02 14:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0022656394203674,10298.36100167
1651446000000,2022-05-01 23:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.007003870227915,31835.77376325
1651399200000,2022-05-01 10:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.013352582992611899,58054.70866353
1651356000000,2022-04-30 22:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0716980899999984,298742.04166666
1651348800000,2022-04-30 20:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0036328099999967996,15136.70833332
1651345200000,2022-04-30 19:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.010091999999999999,42050.0
1651341600000,2022-04-30 18:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.010091991991991999,42049.9666333
1651248000000,2022-04-29 16:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0187924232348411,81706.18797757
1651230000000,2022-04-29 11:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00022977,999.0
1651222800000,2022-04-29 09:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,9.999999999999999e-06,40.0
1651176000000,2022-04-28 20:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00012438651309959998,540.81092652
1651168800000,2022-04-28 18:00:00,MNC/ETH,2.5e-07,2.5e-07,2.3e-07,2.3e-07,0.1049832854576376,456449.06720712
1651165200000,2022-04-28 17:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.004463799174635999,18599.16322765
1651161600000,2022-04-28 16:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0020114204749999997,8045.6819
1651154400000,2022-04-28 14:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0229167501,91667.0004
1651150800000,2022-04-28 13:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.015865001674339997,63460.00669736
1651147200000,2022-04-28 12:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0013813843542935997,5755.76814289
1651132800000,2022-04-28 08:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0415513115713176,173130.46488049
1651122000000,2022-04-28 05:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.004540030014859199,18916.79172858
1651114800000,2022-04-28 03:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0014326226226243,6228.79401141
1651068000000,2022-04-27 14:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0026992019016186,11735.66044182
1651064400000,2022-04-27 13:00:00,MNC/ETH,2.4e-07,2.4e-07,2.2e-07,2.2e-07,0.017128293674698803,77855.88033954
1651060800000,2022-04-27 12:00:00,MNC/ETH,2.3e-07,2.4e-07,2.3e-07,2.3e-07,0.0199308670687008,86655.94377696
1651042800000,2022-04-27 07:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.008710512777522399,37871.79468488
1651032000000,2022-04-27 04:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0001445999999991,628.69565217
1651017600000,2022-04-27 00:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00023,1000.0
1651014000000,2022-04-26 23:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0015567785971397998,6768.60259626
1650996000000,2022-04-26 18:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,5.75e-05,250.0
1650992400000,2022-04-26 17:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0060277846103489,26207.75917543
1650978000000,2022-04-26 13:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0002938269223323,1399.17582063
1650949200000,2022-04-26 05:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,3.20104774e-08,0.14550217
1650920400000,2022-04-25 21:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0097066566566574,44121.16662117
1650916800000,2022-04-25 20:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0015324924924936,6965.87496588
1650913200000,2022-04-25 19:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0005275780140422,2398.08188201
1650891600000,2022-04-25 13:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0006654954954956001,3024.97952498
1650877200000,2022-04-25 09:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0006229960002024999,2708.67826175
1650870000000,2022-04-25 07:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.012373313519,53797.0153
1650866400000,2022-04-25 06:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.015901096329709596,69135.20143352
1650844800000,2022-04-25 00:00:00,MNC/ETH,2.2e-07,2.2e-07,2e-07,2e-07,0.025779909858102,128899.54929051
1650830400000,2022-04-24 20:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0002597499999984,1129.34782608
1650826800000,2022-04-24 19:00:00,MNC/ETH,2.6e-07,2.6e-07,2.2e-07,2.2e-07,0.0038998598598608005,17726.63572664
1650808800000,2022-04-24 14:00:00,MNC/ETH,2.3e-07,2.7e-07,2.3e-07,2.3e-07,0.0237579434575468,103295.40633716
1650801600000,2022-04-24 12:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00023,1000.0
1650798000000,2022-04-24 11:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00023,1000.0
1650783600000,2022-04-24 07:00:00,MNC/ETH,2.2e-07,2.3e-07,2.2e-07,2.3e-07,0.000928215472304,4035.7194448
1650776400000,2022-04-24 05:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.000140668755654,669.8512174
1650736800000,2022-04-23 18:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.062300981947031105,296671.34260491
1650636000000,2022-04-22 14:00:00,MNC/ETH,2.1e-07,2.1e-07,2e-07,2e-07,0.001188,5940
1650560400000,2022-04-21 17:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.045620769496176605,207367.13407353
1650556800000,2022-04-21 16:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,2.3540863823400002e-05,107.00392647
1650510000000,2022-04-21 03:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.0001031831831844,469.01446902
1650477600000,2022-04-20 18:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0001654077521471,719.16413977
1650376800000,2022-04-19 14:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0001542199999999,670.52173913
1650337200000,2022-04-19 03:00:00,MNC/ETH,2.2e-07,2.2e-07,2.1e-07,2.1e-07,0.0002935119510225,1397.67595725
1650330000000,2022-04-19 01:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,8.629999999919999e-05,359.58333333
1650315600000,2022-04-18 21:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.00016124884292,732.949286
1650301200000,2022-04-18 17:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.030545621077939,138843.73217245
1650290400000,2022-04-18 14:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0188263963963972,81853.89737564
1650279600000,2022-04-18 11:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0012,5000.0
1650272400000,2022-04-18 09:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0005355005926605,2328.26344635
1650254400000,2022-04-18 04:00:00,MNC/ETH,2.3e-07,2.4e-07,2.3e-07,2.4e-07,0.00227898474336,9495.769764
1650225600000,2022-04-17 20:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.015366173247517502,66809.44890225
1650214800000,2022-04-17 17:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0091918763758592,39964.67989504
1650207600000,2022-04-17 15:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0021729929929933,9447.79562171
1650204000000,2022-04-17 14:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.010663295396999999,46362.1539
1650200400000,2022-04-17 13:00:00,MNC/ETH,2.3e-07,2.5e-07,2.3e-07,2.5e-07,0.037222819421257505,148891.27768503
1650142800000,2022-04-16 21:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00503242254,21880.098
1650135600000,2022-04-16 19:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.000106152335436,461.5318932
1650117600000,2022-04-16 14:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00010040040040230001,436.52348001
1650103200000,2022-04-16 10:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0003623523523529,1575.44501023
1650096000000,2022-04-16 08:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.00010552705048999999,458.813263
1650092400000,2022-04-16 07:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.038999950177744,169565.0007728
1650070800000,2022-04-16 01:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00010875,435.0
1650063600000,2022-04-15 23:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.015432836224807199,64303.48427003
1650045600000,2022-04-15 18:00:00,MNC/ETH,2.3e-07,2.4e-07,2.3e-07,2.4e-07,0.026722749999995996,111344.79166665
1650031200000,2022-04-15 14:00:00,MNC/ETH,2.5e-07,2.5e-07,2.4e-07,2.4e-07,0.014123907668459999,58849.61528525
1650006000000,2022-04-15 07:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00563090268205,22523.6107282
1649991600000,2022-04-15 03:00:00,MNC/ETH,2.5e-07,2.5e-07,2.4e-07,2.4e-07,0.0008955612,3731.505
1649944800000,2022-04-14 14:00:00,MNC/ETH,2.5e-07,2.7e-07,2.5e-07,2.7e-07,0.012951096035280302,47967.02235289
1649937600000,2022-04-14 12:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.004652084237757499,18608.33695103
1649934000000,2022-04-14 11:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.033859885439999994,141082.856
1649930400000,2022-04-14 10:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0861415088996976,358922.95374874
1649919600000,2022-04-14 07:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,6.9e-05,300.0
1649898000000,2022-04-14 01:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,9.103999999919999e-05,379.33333333
1649872800000,2022-04-13 18:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.00029916,1246.5
1649869200000,2022-04-13 17:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.00030030030030239995,1251.25125126
1649865600000,2022-04-13 16:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0127679908151136,53199.96172964
1649862000000,2022-04-13 15:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00043749999999999995,1750.0
1649847600000,2022-04-13 11:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0001899990278175,759.99611127
1649797200000,2022-04-12 21:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0043830599999966,16857.92307691
1649782800000,2022-04-12 17:00:00,MNC/ETH,2.5e-07,2.5e-07,2.4e-07,2.4e-07,0.004191638496,17465.1604
1649779200000,2022-04-12 16:00:00,MNC/ETH,2.6e-07,2.7e-07,2.6e-07,2.7e-07,0.0062246911702347005,23054.41174161
1649757600000,2022-04-12 10:00:00,MNC/ETH,2.5e-07,2.7e-07,2.5e-07,2.7e-07,0.0043202257692291,16000.83618233
1649754000000,2022-04-12 09:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0175168374817008,72986.82284042
1649728800000,2022-04-12 02:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00069264,2664.0
1649721600000,2022-04-12 00:00:00,MNC/ETH,2.6e-07,2.6e-07,2.5e-07,2.5e-07,0.0042379927813975,16951.97112559
1649710800000,2022-04-11 21:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0015801541506192001,6077.51596392
1649674800000,2022-04-11 11:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0006128400000008,2357.07692308
1649671200000,2022-04-11 10:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0043646003562564,16786.92444714
1649667600000,2022-04-11 09:00:00,MNC/ETH,2.6e-07,2.6e-07,2.5e-07,2.6e-07,0.0047827444079037995,18395.17079963
1649664000000,2022-04-11 08:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0017499999999999998,7000.0
1649660400000,2022-04-11 07:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00025,1000.0
1649656800000,2022-04-11 06:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,5.9999999999999995e-05,250.0
1649505600000,2022-04-09 12:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,5.9999999999999995e-05,250
1649487600000,2022-04-09 07:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0007199999999999999,3000
1649430000000,2022-04-08 15:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00025,1000.0
1649401200000,2022-04-08 07:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0011243092632024,4684.62193001
1649343600000,2022-04-07 15:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.002107552005,8105.96925
1649336400000,2022-04-07 13:00:00,MNC/ETH,2.4e-07,2.6e-07,2.4e-07,2.6e-07,0.012381083249129399,47619.55095819
1649332800000,2022-04-07 12:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0010470026146649999,4188.01045866
1649268000000,2022-04-06 18:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0038966793946875,15586.71757875
1649260800000,2022-04-06 16:00:00,MNC/ETH,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.003021000016801,11619.23083385
1649242800000,2022-04-06 11:00:00,MNC/ETH,2.3e-07,2.6e-07,2.3e-07,2.5e-07,0.0111566779021375,44626.71160855
1649239200000,2022-04-06 10:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.00187623,7504.92
1649206800000,2022-04-06 01:00:00,MNC/ETH,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.0062242695,24897.078
1649167200000,2022-04-05 14:00:00,MNC/ETH,2.7e-07,2.7e-07,2.7e-07,2.7e-07,0.0026727399999981003,9899.03703703
1649156400000,2022-04-05 11:00:00,MNC/ETH,2.7e-07,2.7e-07,2.7e-07,2.7e-07,1.20899999979e-05,44.77777777
