https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume TUSD
1645574400,2022-02-23 00:00:00,USDT/TUSD,1.0004,1.0015,0.9992,1.0003,575620.61089889,575884.959856298711
1645488000,2022-02-22 00:00:00,USDT/TUSD,1.0003,1.0009,1.0002,1.0004,642269.1776921,642573.14767395542
1645401600,2022-02-21 00:00:00,USDT/TUSD,1.0004,1.0007,1.0001,1.0003,1473769.01535298,1474417.783339679828
1645315200,2022-02-20 00:00:00,USDT/TUSD,1.0004,1.0009,0.9995,1.0004,2011105.02203931,2011667.42421162602
1645228800,2022-02-19 00:00:00,USDT/TUSD,1.0005,1.0006,0.9993,1.0004,849712.59795047,849865.189465650313
1645142400,2022-02-18 00:00:00,USDT/TUSD,0.9998,1.0008,0.998,1.0005,2322426.50539004,2322417.479575675515
1645056000,2022-02-17 00:00:00,USDT/TUSD,1.0005,1.0009,0.9985,0.9995,2174805.43673201,2175037.658973156906
1644969600,2022-02-16 00:00:00,USDT/TUSD,1.0008,1.0009,0.9993,1.0007,1412713.12965166,1413373.867997805936
1644883200,2022-02-15 00:00:00,USDT/TUSD,1.0003,1.0013,0.9958,1.0008,1929146.37721292,1928862.573263852133
1644796800,2022-02-14 00:00:00,USDT/TUSD,1.0003,1.0011,0.998,1.0004,1227942.12640643,1228102.532211831436
1644710400,2022-02-13 00:00:00,USDT/TUSD,1.0006,1.0016,0.9983,1.0005,1121651.18379289,1122020.282755696207
1644624000,2022-02-12 00:00:00,USDT/TUSD,1.0007,1.0026,0.9989,1.0006,1733339.23525726,1733969.077610922708
1644537600,2022-02-11 00:00:00,USDT/TUSD,1.0007,1.0009,1.0002,1.0007,986238.62444225,986731.18962819691
1644451200,2022-02-10 00:00:00,USDT/TUSD,1.0009,1.0011,1.0004,1.0007,870790.36441356,871519.874361319626
1644364800,2022-02-09 00:00:00,USDT/TUSD,1.0008,1.015,1.0007,1.001,959764.68921677,961457.429909951034
1644278400,2022-02-08 00:00:00,USDT/TUSD,1.0007,1.0032,1.0004,1.0008,1201204.15129635,1202250.414558096312
1644192000,2022-02-07 00:00:00,USDT/TUSD,1.0007,1.0049,1.0005,1.0007,1218720.23207697,1219983.657597488942
1644105600,2022-02-06 00:00:00,USDT/TUSD,1.0006,1.0009,1.0004,1.0007,378991.73485852,379200.496285730317
1644019200,2022-02-05 00:00:00,USDT/TUSD,1.0009,1.0012,1.0005,1.0005,599412.29399872,599854.458183053819
1643932800,2022-02-04 00:00:00,USDT/TUSD,1.0006,1.0009,1,1.0009,964747.92204066,965280.02529604039
