https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ZAR,tradecount
1617249600000,2021-04-01 04:00:00,BTC/ZAR,800599.00000000,800599.00000000,780712.00000000,780712.00000000,0.02908600,22921.13727500,10
1617246000000,2021-04-01 03:00:00,BTC/ZAR,782392.00000000,798097.00000000,782392.00000000,798097.00000000,0.05942100,47390.23700400,16
1617242400000,2021-04-01 02:00:00,BTC/ZAR,780963.00000000,780963.00000000,780963.00000000,780963.00000000,0.00000000,0.00000000,0
1617238800000,2021-04-01 01:00:00,BTC/ZAR,780714.00000000,788620.00000000,780714.00000000,780963.00000000,0.01368700,10763.18967700,5
1617235200000,2021-04-01 00:00:00,BTC/ZAR,786173.00000000,786176.00000000,786173.00000000,786176.00000000,0.00521700,4101.46816800,4
1617231600000,2021-03-31 23:00:00,BTC/ZAR,780621.00000000,780621.00000000,780621.00000000,780621.00000000,0.07666300,59844.74772300,4
1617228000000,2021-03-31 22:00:00,BTC/ZAR,790043.00000000,790043.00000000,780621.00000000,780621.00000000,0.00277000,2168.98683300,5
1617224400000,2021-03-31 21:00:00,BTC/ZAR,784638.00000000,790130.00000000,784638.00000000,790130.00000000,0.19524800,153420.66206400,7
1617220800000,2021-03-31 20:00:00,BTC/ZAR,784638.00000000,790130.00000000,780781.00000000,790129.00000000,0.00376800,2968.72112600,8
1617217200000,2021-03-31 19:00:00,BTC/ZAR,795469.00000000,798097.00000000,787132.00000000,787132.00000000,0.08862200,70348.15760900,13
1617213600000,2021-03-31 18:00:00,BTC/ZAR,790330.00000000,796920.00000000,789014.00000000,796920.00000000,0.02346900,18605.65500000,10
1617210000000,2021-03-31 17:00:00,BTC/ZAR,794103.00000000,795478.00000000,784638.00000000,785796.00000000,0.01892200,15009.75566200,13
1617206400000,2021-03-31 16:00:00,BTC/ZAR,794103.00000000,795369.00000000,784639.00000000,784639.00000000,0.00946900,7486.82003200,12
1617202800000,2021-03-31 15:00:00,BTC/ZAR,788703.00000000,795283.00000000,780621.00000000,790130.00000000,0.03219700,25339.44185400,25
1617199200000,2021-03-31 14:00:00,BTC/ZAR,780712.00000000,786176.00000000,780570.00000000,781539.00000000,0.03091900,24212.43588900,13
1617195600000,2021-03-31 13:00:00,BTC/ZAR,776111.00000000,788704.00000000,776111.00000000,788704.00000000,0.01864600,14540.30108100,5
1617192000000,2021-03-31 12:00:00,BTC/ZAR,776255.00000000,784969.00000000,774165.00000000,774165.00000000,0.01430600,11102.02653300,9
1617188400000,2021-03-31 11:00:00,BTC/ZAR,771762.00000000,781919.00000000,771762.00000000,778832.00000000,0.00484300,3755.28645700,7
1617184800000,2021-03-31 10:00:00,BTC/ZAR,766701.00000000,775711.00000000,753771.00000000,775711.00000000,0.27464200,211390.55669800,37
1617181200000,2021-03-31 09:00:00,BTC/ZAR,753641.00000000,770557.00000000,753641.00000000,757563.00000000,0.41661700,316718.10443300,44
1617177600000,2021-03-31 08:00:00,BTC/ZAR,730435.00000000,774433.00000000,730435.00000000,753771.00000000,1.02283800,766316.19654900,130
1617174000000,2021-03-31 07:00:00,BTC/ZAR,757501.00000000,757501.00000000,736528.00000000,738998.00000000,0.13300600,100506.97032600,20
1617170400000,2021-03-31 06:00:00,BTC/ZAR,754242.00000000,762756.00000000,736534.00000000,762756.00000000,0.14832600,111574.57831100,29
1617166800000,2021-03-31 05:00:00,BTC/ZAR,750361.00000000,759666.00000000,742672.00000000,755249.00000000,0.03622900,27297.13501600,18
1617163200000,2021-03-31 04:00:00,BTC/ZAR,744902.00000000,746333.00000000,743201.00000000,746333.00000000,0.05629400,41876.61262600,13
1617159600000,2021-03-31 03:00:00,BTC/ZAR,750000.00000000,750000.00000000,736528.00000000,746170.00000000,0.03812100,28248.89301100,16
1617156000000,2021-03-31 02:00:00,BTC/ZAR,750697.00000000,756620.00000000,724395.00000000,755249.00000000,0.54985600,412756.40215700,60
1617152400000,2021-03-31 01:00:00,BTC/ZAR,769050.00000000,770557.00000000,742671.00000000,750697.00000000,0.17282800,130377.60903000,34
1617148800000,2021-03-31 00:00:00,BTC/ZAR,780639.00000000,782242.00000000,772918.00000000,772918.00000000,0.12017500,92957.81088300,20
1617145200000,2021-03-30 23:00:00,BTC/ZAR,765218.00000000,780047.00000000,757563.00000000,779532.00000000,0.43528100,336582.42653700,66
1617141600000,2021-03-30 22:00:00,BTC/ZAR,776805.00000000,776805.00000000,753771.00000000,765212.00000000,0.36408600,277546.20314600,48
1617138000000,2021-03-30 21:00:00,BTC/ZAR,784129.00000000,784129.00000000,776805.00000000,776806.00000000,0.00510500,3975.13289200,6
1617134400000,2021-03-30 20:00:00,BTC/ZAR,782180.00000000,785392.00000000,778438.00000000,778438.00000000,0.06214200,48589.12229700,18
1617130800000,2021-03-30 19:00:00,BTC/ZAR,783032.00000000,786176.00000000,761372.00000000,778328.00000000,0.24503000,189907.10118700,52
1617127200000,2021-03-30 18:00:00,BTC/ZAR,788704.00000000,790130.00000000,781168.00000000,781168.00000000,0.01038100,8125.58311900,8
1617123600000,2021-03-30 17:00:00,BTC/ZAR,777552.00000000,786176.00000000,777552.00000000,786176.00000000,0.00399900,3118.92547200,2
1617120000000,2021-03-30 16:00:00,BTC/ZAR,774164.00000000,784538.00000000,724395.00000000,784538.00000000,0.69715500,531507.82817100,116
1617116400000,2021-03-30 15:00:00,BTC/ZAR,780621.00000000,780621.00000000,776744.00000000,776744.00000000,0.01134600,8824.44861500,7
1617112800000,2021-03-30 14:00:00,BTC/ZAR,783053.00000000,783053.00000000,780621.00000000,780621.00000000,0.03316200,25925.07811300,16
1617109200000,2021-03-30 13:00:00,BTC/ZAR,787202.00000000,790255.00000000,784638.00000000,784638.00000000,0.03346000,26411.48374700,16
1617105600000,2021-03-30 12:00:00,BTC/ZAR,787081.00000000,796817.00000000,780716.00000000,788584.00000000,0.07875300,62382.96620600,22
1617102000000,2021-03-30 11:00:00,BTC/ZAR,787826.00000000,787826.00000000,779366.00000000,779366.00000000,0.00720800,5676.29768500,4
1617098400000,2021-03-30 10:00:00,BTC/ZAR,776102.00000000,787826.00000000,775379.00000000,787826.00000000,0.01228400,9616.61404400,20
1617094800000,2021-03-30 09:00:00,BTC/ZAR,765837.00000000,782181.00000000,765837.00000000,782181.00000000,0.05500800,42458.59440900,24
1617091200000,2021-03-30 08:00:00,BTC/ZAR,672215.00000000,769795.00000000,672215.00000000,769795.00000000,2.49569900,1802120.69527900,290
1617087600000,2021-03-30 07:00:00,BTC/ZAR,684793.00000000,762066.00000000,672215.00000000,681384.00000000,0.65118000,466196.85804200,207
1617084000000,2021-03-30 06:00:00,BTC/ZAR,716463.00000000,733682.00000000,672216.00000000,688199.00000000,0.14566000,102658.23962400,93
1617080400000,2021-03-30 05:00:00,BTC/ZAR,755112.00000000,756160.00000000,565927.00000000,719837.00000000,3.73531300,2682339.93591300,1924
1617076800000,2021-03-30 04:00:00,BTC/ZAR,756769.00000000,760695.00000000,755779.00000000,756580.00000000,0.06230600,47115.96971500,7
1617073200000,2021-03-30 03:00:00,BTC/ZAR,760736.00000000,760736.00000000,760139.00000000,760139.00000000,0.00248500,1889.45851900,5
1617069600000,2021-03-30 02:00:00,BTC/ZAR,758311.00000000,768039.00000000,756580.00000000,768039.00000000,0.01366500,10401.69500600,11
1617066000000,2021-03-30 01:00:00,BTC/ZAR,761035.00000000,761035.00000000,761034.00000000,761035.00000000,0.01522800,11589.03048400,4
1617062400000,2021-03-30 00:00:00,BTC/ZAR,780385.00000000,780385.00000000,760401.00000000,760401.00000000,0.53985200,418170.16500300,37
1617058800000,2021-03-29 23:00:00,BTC/ZAR,780084.00000000,780704.00000000,780083.00000000,780704.00000000,0.12664700,98846.15409200,5
1617055200000,2021-03-29 22:00:00,BTC/ZAR,785486.00000000,788694.00000000,785486.00000000,788694.00000000,0.00052300,411.21659400,2
1617051600000,2021-03-29 21:00:00,BTC/ZAR,779494.00000000,779494.00000000,779494.00000000,779494.00000000,0.00013000,101.33422000,1
1617048000000,2021-03-29 20:00:00,BTC/ZAR,783706.00000000,783706.00000000,778768.00000000,778769.00000000,0.00084200,656.85786500,4
1617044400000,2021-03-29 19:00:00,BTC/ZAR,787496.00000000,787496.00000000,785519.00000000,787492.00000000,0.13033800,102540.14208800,45
1617040800000,2021-03-29 18:00:00,BTC/ZAR,785486.00000000,788233.00000000,780331.00000000,787496.00000000,1.63433400,1286314.82261700,592
1617037200000,2021-03-29 17:00:00,BTC/ZAR,775682.00000000,785486.00000000,775096.00000000,785486.00000000,0.32496900,254308.24244200,19
1617033600000,2021-03-29 16:00:00,BTC/ZAR,780621.00000000,780621.00000000,775236.00000000,777740.00000000,0.33913300,263506.46023500,15
1617030000000,2021-03-29 15:00:00,BTC/ZAR,783972.00000000,788704.00000000,779954.00000000,788704.00000000,0.54497500,425536.72957000,74
1617026400000,2021-03-29 14:00:00,BTC/ZAR,789164.00000000,789164.00000000,789164.00000000,789164.00000000,0.00135300,1067.73889200,1
1617022800000,2021-03-29 13:00:00,BTC/ZAR,787132.00000000,789547.00000000,783972.00000000,788911.00000000,0.00551100,4346.97479000,6
1617019200000,2021-03-29 12:00:00,BTC/ZAR,788704.00000000,795283.00000000,787132.00000000,787132.00000000,0.00344900,2726.12500900,9
1617015600000,2021-03-29 11:00:00,BTC/ZAR,798848.00000000,798848.00000000,780621.00000000,780621.00000000,0.05561600,43988.78636800,12
1617012000000,2021-03-29 10:00:00,BTC/ZAR,798700.00000000,801200.00000000,794581.00000000,800185.00000000,0.01357800,10860.15073500,8
1617008400000,2021-03-29 09:00:00,BTC/ZAR,792993.00000000,800000.00000000,790000.00000000,796802.00000000,0.13868200,109786.46232200,15
1617004800000,2021-03-29 08:00:00,BTC/ZAR,772196.00000000,793450.00000000,772196.00000000,793450.00000000,0.02740400,21499.85312200,20
1617001200000,2021-03-29 07:00:00,BTC/ZAR,773688.00000000,777601.00000000,773688.00000000,776617.00000000,0.03641200,28229.12382400,6
1616997600000,2021-03-29 06:00:00,BTC/ZAR,766480.00000000,771052.00000000,766479.00000000,770767.00000000,0.00335400,2572.65237200,4
1616994000000,2021-03-29 05:00:00,BTC/ZAR,769498.00000000,769498.00000000,769498.00000000,769498.00000000,0.00000000,0.00000000,0
1616990400000,2021-03-29 04:00:00,BTC/ZAR,768612.00000000,769498.00000000,768612.00000000,769498.00000000,0.02995400,23023.21028600,3
1616986800000,2021-03-29 03:00:00,BTC/ZAR,768612.00000000,768612.00000000,768612.00000000,768612.00000000,0.00000000,0.00000000,0
1616983200000,2021-03-29 02:00:00,BTC/ZAR,768612.00000000,768612.00000000,768612.00000000,768612.00000000,0.00000000,0.00000000,0
1616979600000,2021-03-29 01:00:00,BTC/ZAR,767761.00000000,768612.00000000,767761.00000000,768612.00000000,0.00140600,1080.45061600,2
1616976000000,2021-03-29 00:00:00,BTC/ZAR,773344.00000000,775711.00000000,768310.00000000,768310.00000000,0.02168900,16812.05919200,6
1616972400000,2021-03-28 23:00:00,BTC/ZAR,770670.00000000,775711.00000000,770670.00000000,771319.00000000,0.01451000,11192.47113300,7
1616968800000,2021-03-28 22:00:00,BTC/ZAR,763495.00000000,770670.00000000,763494.00000000,770670.00000000,0.06397800,49021.45658700,15
1616965200000,2021-03-28 21:00:00,BTC/ZAR,764444.00000000,769710.00000000,764444.00000000,769710.00000000,0.05332500,40892.82819700,8
1616961600000,2021-03-28 20:00:00,BTC/ZAR,768487.00000000,770239.00000000,768310.00000000,768310.00000000,0.04554100,35075.86941700,3
1616958000000,2021-03-28 19:00:00,BTC/ZAR,767761.00000000,773946.00000000,762458.00000000,773946.00000000,0.08565800,65820.87916200,10
1616954400000,2021-03-28 18:00:00,BTC/ZAR,774164.00000000,774164.00000000,768310.00000000,768310.00000000,0.00303600,2337.66789600,5
1616950800000,2021-03-28 17:00:00,BTC/ZAR,784091.00000000,784892.00000000,776101.00000000,776101.00000000,0.00438400,3424.39439200,5
1616947200000,2021-03-28 16:00:00,BTC/ZAR,782799.00000000,782799.00000000,782799.00000000,782799.00000000,0.00344600,2697.52535400,1
1616943600000,2021-03-28 15:00:00,BTC/ZAR,777066.00000000,784091.00000000,777066.00000000,784091.00000000,0.00956000,7475.65728900,9
1616940000000,2021-03-28 14:00:00,BTC/ZAR,770366.00000000,777066.00000000,770366.00000000,777066.00000000,0.00172100,1331.48582600,3
1616936400000,2021-03-28 13:00:00,BTC/ZAR,775051.00000000,775051.00000000,775051.00000000,775051.00000000,0.00000000,0.00000000,0
1616932800000,2021-03-28 12:00:00,BTC/ZAR,776101.00000000,776468.00000000,772196.00000000,775051.00000000,0.00196700,1524.33598600,6
1616929200000,2021-03-28 11:00:00,BTC/ZAR,776101.00000000,777819.00000000,776101.00000000,777819.00000000,0.00028800,223.76276200,2
1616925600000,2021-03-28 10:00:00,BTC/ZAR,780621.00000000,780621.00000000,780026.00000000,780026.00000000,0.00064700,504.82616700,2
1616922000000,2021-03-28 09:00:00,BTC/ZAR,787588.00000000,787588.00000000,787588.00000000,787588.00000000,0.00000000,0.00000000,0
1616918400000,2021-03-28 08:00:00,BTC/ZAR,780622.00000000,787588.00000000,780622.00000000,787588.00000000,0.00079300,621.42955000,2
1616914800000,2021-03-28 07:00:00,BTC/ZAR,783972.00000000,783972.00000000,783972.00000000,783972.00000000,0.00039400,308.88496800,1
1616911200000,2021-03-28 06:00:00,BTC/ZAR,789459.00000000,790685.00000000,786602.00000000,786602.00000000,0.01134800,8927.80931100,4
1616907600000,2021-03-28 05:00:00,BTC/ZAR,789459.00000000,789459.00000000,789459.00000000,789459.00000000,0.00000000,0.00000000,0
1616904000000,2021-03-28 04:00:00,BTC/ZAR,785486.00000000,789459.00000000,785486.00000000,789459.00000000,0.00142500,1122.36019700,4
1616900400000,2021-03-28 03:00:00,BTC/ZAR,781533.00000000,782181.00000000,781533.00000000,781556.00000000,0.00105000,820.78339600,3
1616896800000,2021-03-28 02:00:00,BTC/ZAR,773375.00000000,777601.00000000,773375.00000000,775920.00000000,0.38189000,296100.38938400,13
1616893200000,2021-03-28 01:00:00,BTC/ZAR,769295.00000000,769795.00000000,769295.00000000,769769.00000000,0.00085200,655.73140000,3
1616889600000,2021-03-28 00:00:00,BTC/ZAR,765766.00000000,768642.00000000,765766.00000000,768642.00000000,0.00254800,1953.96059600,4
1616886000000,2021-03-27 23:00:00,BTC/ZAR,756769.00000000,765921.00000000,756580.00000000,765921.00000000,0.56908100,433490.07851600,79
1616882400000,2021-03-27 22:00:00,BTC/ZAR,756769.00000000,762931.00000000,752961.00000000,762324.00000000,0.61770400,468798.90729400,35
1616878800000,2021-03-27 21:00:00,BTC/ZAR,780836.00000000,780836.00000000,758129.00000000,758310.00000000,0.44203000,338159.63404500,28
1616875200000,2021-03-27 20:00:00,BTC/ZAR,779728.00000000,780949.00000000,774165.00000000,780949.00000000,0.00088500,688.43048800,3
1616871600000,2021-03-27 19:00:00,BTC/ZAR,774165.00000000,779728.00000000,774165.00000000,779728.00000000,0.00067700,527.09678100,3
1616868000000,2021-03-27 18:00:00,BTC/ZAR,779532.00000000,779532.00000000,776101.00000000,779019.00000000,0.00883000,6869.86653100,4
1616864400000,2021-03-27 17:00:00,BTC/ZAR,781533.00000000,783513.00000000,760401.00000000,781062.00000000,1.05977100,822592.20671800,65
1616860800000,2021-03-27 16:00:00,BTC/ZAR,773688.00000000,777601.00000000,769414.00000000,772980.00000000,0.35509900,274389.02229600,33
1616857200000,2021-03-27 15:00:00,BTC/ZAR,769110.00000000,769110.00000000,769110.00000000,769110.00000000,0.11175900,85954.96449000,4
1616853600000,2021-03-27 14:00:00,BTC/ZAR,766002.00000000,771786.00000000,766002.00000000,771786.00000000,0.00079000,608.14347600,2
1616850000000,2021-03-27 13:00:00,BTC/ZAR,764222.00000000,769795.00000000,764222.00000000,769795.00000000,0.00614100,4698.86582200,6
1616846400000,2021-03-27 12:00:00,BTC/ZAR,760597.00000000,763492.00000000,760401.00000000,760451.00000000,0.36895400,281297.65535300,11
1616842800000,2021-03-27 11:00:00,BTC/ZAR,764444.00000000,765921.00000000,759869.00000000,765921.00000000,0.00211200,1612.13853600,6
1616839200000,2021-03-27 10:00:00,BTC/ZAR,766660.00000000,766660.00000000,766660.00000000,766660.00000000,0.00036800,282.13088000,1
1616835600000,2021-03-27 09:00:00,BTC/ZAR,767026.00000000,767026.00000000,767025.00000000,767025.00000000,0.00550000,4218.63791100,2
1616832000000,2021-03-27 08:00:00,BTC/ZAR,768310.00000000,768854.00000000,766956.00000000,768854.00000000,0.00191100,1467.40360200,5
1616828400000,2021-03-27 07:00:00,BTC/ZAR,770019.00000000,770019.00000000,769093.00000000,769670.00000000,0.00444600,3421.71679300,4
1616824800000,2021-03-27 06:00:00,BTC/ZAR,771445.00000000,776280.00000000,771444.00000000,776280.00000000,0.03357000,26031.98020400,6
1616821200000,2021-03-27 05:00:00,BTC/ZAR,770019.00000000,775711.00000000,768310.00000000,775711.00000000,0.00186000,1436.03601200,5
1616817600000,2021-03-27 04:00:00,BTC/ZAR,767569.00000000,773908.00000000,767568.00000000,773908.00000000,0.00180200,1388.15442600,4
1616814000000,2021-03-27 03:00:00,BTC/ZAR,767761.00000000,767761.00000000,767761.00000000,767761.00000000,0.00013800,105.95101800,1
1616810400000,2021-03-27 02:00:00,BTC/ZAR,767761.00000000,767761.00000000,767761.00000000,767761.00000000,0.00000000,0.00000000,0
1616806800000,2021-03-27 01:00:00,BTC/ZAR,768310.00000000,768310.00000000,767761.00000000,767761.00000000,0.00065800,505.40743600,2
1616803200000,2021-03-27 00:00:00,BTC/ZAR,773688.00000000,781685.00000000,770019.00000000,770019.00000000,0.00445200,3454.72741800,16
1616799600000,2021-03-26 23:00:00,BTC/ZAR,768248.00000000,772070.00000000,768248.00000000,772070.00000000,0.00148400,1142.53798000,4
1616796000000,2021-03-26 22:00:00,BTC/ZAR,762066.00000000,767828.00000000,762066.00000000,767828.00000000,0.00665400,5089.67295200,9
1616792400000,2021-03-26 21:00:00,BTC/ZAR,758231.00000000,762066.00000000,758231.00000000,762066.00000000,0.00117800,896.21545800,4
1616788800000,2021-03-26 20:00:00,BTC/ZAR,754416.00000000,758231.00000000,749798.00000000,752617.00000000,0.00730700,5496.18399400,12
1616785200000,2021-03-26 19:00:00,BTC/ZAR,751967.00000000,752000.00000000,751967.00000000,752000.00000000,0.07149000,53760.41383500,9
1616781600000,2021-03-26 18:00:00,BTC/ZAR,737266.00000000,751967.00000000,726836.00000000,751967.00000000,4.19833400,3095546.90296700,144
1616778000000,2021-03-26 17:00:00,BTC/ZAR,760451.00000000,763755.00000000,724394.00000000,732561.00000000,1.41381500,1050546.84664300,92
1616774400000,2021-03-26 16:00:00,BTC/ZAR,752734.00000000,764529.00000000,751000.00000000,764253.00000000,0.04133200,31079.13533500,10
1616770800000,2021-03-26 15:00:00,BTC/ZAR,754406.00000000,758231.00000000,752038.00000000,752038.00000000,0.01100100,8276.80036600,6
1616767200000,2021-03-26 14:00:00,BTC/ZAR,756620.00000000,757375.00000000,756620.00000000,757375.00000000,0.00812000,6144.18399500,3
1616763600000,2021-03-26 13:00:00,BTC/ZAR,750856.00000000,754592.00000000,750856.00000000,754592.00000000,0.00493400,3715.38078400,4
1616760000000,2021-03-26 12:00:00,BTC/ZAR,750856.00000000,750856.00000000,750856.00000000,750856.00000000,0.00040000,300.34240000,1
1616756400000,2021-03-26 11:00:00,BTC/ZAR,755377.00000000,755377.00000000,743741.00000000,747121.00000000,0.01485900,11126.18640700,16
1616752800000,2021-03-26 10:00:00,BTC/ZAR,758887.00000000,758887.00000000,755579.00000000,755579.00000000,0.00375000,2834.70514400,3
1616749200000,2021-03-26 09:00:00,BTC/ZAR,759173.00000000,762066.00000000,759173.00000000,760152.00000000,0.00156000,1186.19198000,3
1616745600000,2021-03-26 08:00:00,BTC/ZAR,762931.00000000,762931.00000000,755377.00000000,755377.00000000,0.00087100,658.97720500,3
1616742000000,2021-03-26 07:00:00,BTC/ZAR,737919.00000000,762931.00000000,736883.00000000,762931.00000000,0.07414500,55217.58255400,34
1616738400000,2021-03-26 06:00:00,BTC/ZAR,742782.00000000,742782.00000000,740599.00000000,740599.00000000,0.04003800,29738.63251600,2
1616734800000,2021-03-26 05:00:00,BTC/ZAR,744284.00000000,744284.00000000,742693.00000000,742782.00000000,0.12869300,95582.21978700,4
1616731200000,2021-03-26 04:00:00,BTC/ZAR,737919.00000000,744155.00000000,737496.00000000,737920.00000000,0.00367000,2721.91097700,7
1616727600000,2021-03-26 03:00:00,BTC/ZAR,733230.00000000,743084.00000000,733230.00000000,737920.00000000,0.00488700,3605.40388100,11
1616724000000,2021-03-26 02:00:00,BTC/ZAR,733230.00000000,733230.00000000,729545.00000000,729545.00000000,0.00149200,1090.60316800,4
1616720400000,2021-03-26 01:00:00,BTC/ZAR,736915.00000000,737999.00000000,734258.00000000,737999.00000000,0.00080600,593.88107700,3
1616716800000,2021-03-26 00:00:00,BTC/ZAR,731922.00000000,735624.00000000,731922.00000000,733404.00000000,0.00149100,1093.74497400,4
1616713200000,2021-03-25 23:00:00,BTC/ZAR,729545.00000000,730925.00000000,726835.00000000,726835.00000000,0.00100200,730.09660000,3
1616709600000,2021-03-25 22:00:00,BTC/ZAR,741152.00000000,744155.00000000,730435.00000000,730435.00000000,0.06017200,44597.97250900,13
1616706000000,2021-03-25 21:00:00,BTC/ZAR,739344.00000000,744152.00000000,739344.00000000,744152.00000000,0.01944500,14394.06823600,7
1616702400000,2021-03-25 20:00:00,BTC/ZAR,740599.00000000,742121.00000000,734205.00000000,734205.00000000,0.00189800,1402.52182200,4
1616698800000,2021-03-25 19:00:00,BTC/ZAR,736915.00000000,739344.00000000,730511.00000000,734540.00000000,0.01777300,13015.12663400,14
1616695200000,2021-03-25 18:00:00,BTC/ZAR,727035.00000000,740599.00000000,727035.00000000,740599.00000000,0.24405600,178489.15796300,13
1616691600000,2021-03-25 17:00:00,BTC/ZAR,728239.00000000,730821.00000000,728239.00000000,730821.00000000,0.05873300,42918.60721100,5
1616688000000,2021-03-25 16:00:00,BTC/ZAR,718401.00000000,728497.00000000,715917.00000000,724890.00000000,0.02244800,16264.72881700,35
1616684400000,2021-03-25 15:00:00,BTC/ZAR,721284.00000000,725840.00000000,717678.00000000,719538.00000000,0.00586000,4230.64163100,18
1616680800000,2021-03-25 14:00:00,BTC/ZAR,731922.00000000,731922.00000000,723177.00000000,723177.00000000,0.03287900,24046.75547300,10
1616677200000,2021-03-25 13:00:00,BTC/ZAR,723177.00000000,731922.00000000,714071.00000000,731922.00000000,0.34599100,250544.28098100,21
1616673600000,2021-03-25 12:00:00,BTC/ZAR,736533.00000000,1275000.00000000,610000.00000000,721842.00000000,1.97276200,1448040.13719200,251
1616670000000,2021-03-25 11:00:00,BTC/ZAR,746260.00000000,746260.00000000,742671.00000000,743348.00000000,0.00458000,3416.45156000,4
1616666400000,2021-03-25 10:00:00,BTC/ZAR,749154.00000000,749154.00000000,749154.00000000,749154.00000000,0.00053900,403.79400600,1
1616662800000,2021-03-25 09:00:00,BTC/ZAR,750361.00000000,750361.00000000,749154.00000000,749154.00000000,0.08819300,66070.45737000,4
1616659200000,2021-03-25 08:00:00,BTC/ZAR,736528.00000000,749189.00000000,736528.00000000,749189.00000000,0.38703500,287504.17034400,8
1616655600000,2021-03-25 07:00:00,BTC/ZAR,749189.00000000,749189.00000000,741908.00000000,741908.00000000,0.00655500,4904.90279100,3
1616652000000,2021-03-25 06:00:00,BTC/ZAR,746523.00000000,750361.00000000,746523.00000000,750361.00000000,0.00112500,840.85160700,2
