https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume METIS,Volume USDT
1656460800,2022-06-29 00:00:00,METIS/USDT,20.87,21.54,18.6,19.34,40814.52889602,810070.1162448626
1656374400,2022-06-28 00:00:00,METIS/USDT,23.08,28.8,20.68,21.01,79841.45306943,1887527.5307668309
1656288000,2022-06-27 00:00:00,METIS/USDT,19.58,24.61,19.15,23.06,72737.3431709,1616315.8201770401
1656201600,2022-06-26 00:00:00,METIS/USDT,20.65,21.14,19.51,19.62,20613.37875625,417690.8327630223
1656115200,2022-06-25 00:00:00,METIS/USDT,20.95,21.9,19.04,20.52,22696.50720908,465779.3139054223
1656028800,2022-06-24 00:00:00,METIS/USDT,18.88,21.68,18.65,20.9,25175.57515055,512213.2221794288
1655942400,2022-06-23 00:00:00,METIS/USDT,16.81,19.5,16.71,18.9,19860.81475477,356112.709426928
1655856000,2022-06-22 00:00:00,METIS/USDT,17.6,17.81,16.54,16.73,18228.22793774,314751.1588060029
1655769600,2022-06-21 00:00:00,METIS/USDT,16.61,19,16.34,17.61,27242.93188502,487431.6161693684
1655683200,2022-06-20 00:00:00,METIS/USDT,16.24,17.28,15.74,16.62,14088.3692265,231725.646760295
1655596800,2022-06-19 00:00:00,METIS/USDT,15.32,17.4,14.55,16.22,15550.83787959,245576.8843266933
1655510400,2022-06-18 00:00:00,METIS/USDT,16.64,16.91,14.03,15.33,21032.87697675,321632.3554353675
1655424000,2022-06-17 00:00:00,METIS/USDT,16.06,17.07,15.83,16.61,12845.56400389,212012.1689377571
1655337600,2022-06-16 00:00:00,METIS/USDT,18.5,19,16.02,16.06,22067.9344606,383173.9729857408
1655251200,2022-06-15 00:00:00,METIS/USDT,17.41,18.99,15.05,18.5,36988.84189488,615117.636100576
1655164800,2022-06-14 00:00:00,METIS/USDT,16.37,19.65,14.61,17.31,31555.33477992,527026.9250283962
1655078400,2022-06-13 00:00:00,METIS/USDT,16.71,18.31,14.58,16.3,50010.92264527,793988.9218856682
1654992000,2022-06-12 00:00:00,METIS/USDT,18.38,19.09,16.62,16.72,29233.99110721,516002.1942217984
1654905600,2022-06-11 00:00:00,METIS/USDT,20.17,20.72,18.01,18.39,15190.81838604,291887.6738712451
1654819200,2022-06-10 00:00:00,METIS/USDT,22.72,23.34,20.01,20.04,24422.62724662,528430.0700793207
1654732800,2022-06-09 00:00:00,METIS/USDT,22.88,24.34,22.38,22.62,11241.94572596,259642.5455004688
1654646400,2022-06-08 00:00:00,METIS/USDT,22.79,24.9,22.56,22.87,12788.74629843,300638.7351524056
1654560000,2022-06-07 00:00:00,METIS/USDT,24.91,24.96,21.62,22.81,18874.98814437,433667.0858112239
1654473600,2022-06-06 00:00:00,METIS/USDT,23.62,29.1,23.1,24.99,23096.81147406,586772.5479123847
1654387200,2022-06-05 00:00:00,METIS/USDT,21.78,24.98,21.41,23.72,14520.35309338,330838.7730898339
1654300800,2022-06-04 00:00:00,METIS/USDT,20.72,21.8,20.01,21.8,10546.6693746,221031.7869272102
1654214400,2022-06-03 00:00:00,METIS/USDT,20.96,21.8,19.65,20.72,15436.01785851,319823.9546549632
1654128000,2022-06-02 00:00:00,METIS/USDT,20.54,21.35,19.75,20.96,4836.07919149,99723.1103298358
1654041600,2022-06-01 00:00:00,METIS/USDT,22.21,22.52,19.58,20.45,15226.75197724,320377.5068706745
1653955200,2022-05-31 00:00:00,METIS/USDT,23.84,24.4,22.1,22.15,12268.03272577,284335.6380662481
1653868800,2022-05-30 00:00:00,METIS/USDT,21.52,24.44,21,23.84,13297.28534497,298120.3442888781
1653782400,2022-05-29 00:00:00,METIS/USDT,19.07,22.04,18.92,21.41,14376.71190751,290102.9934451817
1653696000,2022-05-28 00:00:00,METIS/USDT,19.97,20.55,18.37,19.03,12188.25005514,236584.3889767479
1653609600,2022-05-27 00:00:00,METIS/USDT,22.76,23.33,19,19.8,13808.50104285,290093.5509412232
1653523200,2022-05-26 00:00:00,METIS/USDT,25.13,26.34,22.1,22.82,13138.60769118,311767.1683328812
1653436800,2022-05-25 00:00:00,METIS/USDT,26.45,27.19,24.96,24.98,10219.45379387,265042.3330293053
1653350400,2022-05-24 00:00:00,METIS/USDT,26.12,27.46,24.48,26.48,12275.77975706,319261.4376349157
1653264000,2022-05-23 00:00:00,METIS/USDT,27.44,29.95,25.6,26.3,20465.16322484,571853.8025127352
1653177600,2022-05-22 00:00:00,METIS/USDT,26.55,28.6,25.9,27.42,9558.93437307,255362.7504616513
1653091200,2022-05-21 00:00:00,METIS/USDT,26.52,27.45,25.02,26.38,10064.66223011,263368.5516602532
1653004800,2022-05-20 00:00:00,METIS/USDT,27.2,28.19,25.26,26.52,11594.25776537,309105.5985508269
1652918400,2022-05-19 00:00:00,METIS/USDT,25,28.89,24.27,27.2,13538.91978267,354884.6813724727
1652832000,2022-05-18 00:00:00,METIS/USDT,30.15,31,24,25.1,15891.681502,429554.9298670214
1652745600,2022-05-17 00:00:00,METIS/USDT,28.94,31.8,28.09,30.15,10143.66685758,302240.7777188731
1652659200,2022-05-16 00:00:00,METIS/USDT,32.31,33.33,26.05,28.94,22652.03763994,653059.203969473
1652572800,2022-05-15 00:00:00,METIS/USDT,27.21,32.83,25.07,32.32,18595.37912703,526254.736041802
1652486400,2022-05-14 00:00:00,METIS/USDT,27.95,30.29,21.29,27.21,23005.83091626,565805.8234432537
1652400000,2022-05-13 00:00:00,METIS/USDT,22.08,35.13,17.04,27.94,35551.09471737,1000855.7587483372
1652313600,2022-05-12 00:00:00,METIS/USDT,24.78,27.6,18.86,21.85,19709.13011505,430887.9252475919
1652227200,2022-05-11 00:00:00,METIS/USDT,37.49,39.49,23.03,24.59,23856.13734288,753519.2729379211
1652140800,2022-05-10 00:00:00,METIS/USDT,34.03,41.79,33,37.22,11468.71422566,428015.8327994447
1652054400,2022-05-09 00:00:00,METIS/USDT,42.62,43.68,34,34.19,9950.38236226,385515.5224725294
1651968000,2022-05-08 00:00:00,METIS/USDT,45.03,46.21,41.4,42.47,6133.0319347,266197.9451788398
1651881600,2022-05-07 00:00:00,METIS/USDT,46.87,47.4,43.49,44.9,5315.45472934,244273.6658120604
1651795200,2022-05-06 00:00:00,METIS/USDT,47.9,48.93,45.01,46.87,6114.61373906,287147.433270418
1651708800,2022-05-05 00:00:00,METIS/USDT,53.44,65.08,44.86,47.9,15900.73540557,859250.5777916495
1651622400,2022-05-04 00:00:00,METIS/USDT,45.01,64.32,43.85,53.65,17463.30029636,866693.5400424326
1651536000,2022-05-03 00:00:00,METIS/USDT,46.31,47.25,44.22,44.98,6998.92658533,320589.9132805739
1651449600,2022-05-02 00:00:00,METIS/USDT,44.62,47.72,43.8,45.97,7951.1254097,368124.7878700974
1651363200,2022-05-01 00:00:00,METIS/USDT,46.35,48,40.19,44.41,8884.8206795,394751.9529058797
1651276800,2022-04-30 00:00:00,METIS/USDT,53.35,54.5,46.17,46.7,7528.26858392,385842.2497780925
1651190400,2022-04-29 00:00:00,METIS/USDT,59.05,61.9,51,53.35,8517.87729011,477202.0358658063
1651104000,2022-04-28 00:00:00,METIS/USDT,59.48,62,58.38,59.05,6154.64110029,369993.878596617
1651017600,2022-04-27 00:00:00,METIS/USDT,58.26,61.1,57.12,59.45,6155.32630955,364636.1686783659
1650931200,2022-04-26 00:00:00,METIS/USDT,64.99,68,57.48,58.23,5772.41895379,367249.3902449675
1650844800,2022-04-25 00:00:00,METIS/USDT,65.83,65.83,57,65.2,7075.73066846,431760.9006791996
1650758400,2022-04-24 00:00:00,METIS/USDT,70.16,70.8,63.73,65.9,6555.11029519,443717.6254537472
1650672000,2022-04-23 00:00:00,METIS/USDT,72.72,80.65,67,70.16,6192.66170438,449818.6893073607
1650585600,2022-04-22 00:00:00,METIS/USDT,75.28,77.05,66.5,72.56,10854.23893024,788928.2103516212
1650499200,2022-04-21 00:00:00,METIS/USDT,82,83,74.9,75.5,5696.20084464,454381.0493576112
1650412800,2022-04-20 00:00:00,METIS/USDT,83.88,89.55,80.46,82,7495.21772793,634449.0676028374
1650326400,2022-04-19 00:00:00,METIS/USDT,82.38,91.5,80.55,83.7,7266.79315536,615990.7852464618
1650240000,2022-04-18 00:00:00,METIS/USDT,77.8,82.35,70,82.07,6838.09840966,522962.6659007306
1650153600,2022-04-17 00:00:00,METIS/USDT,82.48,84.2,77.77,77.77,3847.70544394,313810.9707414085
1650067200,2022-04-16 00:00:00,METIS/USDT,83.93,85.57,82,82.49,3644.16806954,304855.3486376009
1649980800,2022-04-15 00:00:00,METIS/USDT,83.99,87.3,81.32,83.95,4103.09005284,343255.7187121723
1649894400,2022-04-14 00:00:00,METIS/USDT,93.67,95.4,82.47,83.93,6316.81145242,552274.130957856
1649808000,2022-04-13 00:00:00,METIS/USDT,85.29,97.56,82.25,93.67,6848.30833421,614052.0139671889
1649721600,2022-04-12 00:00:00,METIS/USDT,81.89,89.98,73.25,85.09,10520.51743899,888225.9955354147
1649635200,2022-04-11 00:00:00,METIS/USDT,96.25,96.61,81.5,82.13,8863.45375482,777791.9062002982
1649548800,2022-04-10 00:00:00,METIS/USDT,98.45,100.99,95.74,96.27,3873.56980288,380679.318417773
1649462400,2022-04-09 00:00:00,METIS/USDT,96.08,103.5,91,98.46,5408.88844964,522620.4874482054
1649376000,2022-04-08 00:00:00,METIS/USDT,102.04,120.96,90.13,96.08,10172.22307235,1049751.0853459773
1649289600,2022-04-07 00:00:00,METIS/USDT,108.98,115.67,100.5,102.39,11329.52817157,1210472.7086700092
1649203200,2022-04-06 00:00:00,METIS/USDT,124.31,124.43,107.81,108.7,7100.41056943,813664.2360166758
1649116800,2022-04-05 00:00:00,METIS/USDT,131.29,133.36,123,124.31,6738.05405548,870831.39757357
1649030400,2022-04-04 00:00:00,METIS/USDT,139.13,139.15,129,131.66,4420.84973665,588568.681189179
1648944000,2022-04-03 00:00:00,METIS/USDT,135.74,144.24,133.36,139.39,3955.14790485,548645.4666026211
1648857600,2022-04-02 00:00:00,METIS/USDT,132.46,147,132.14,135.74,5170.4432072,729665.7503341824
1648771200,2022-04-01 00:00:00,METIS/USDT,134.67,138.31,130,132.22,7906.14227746,1056747.1553304764
1648684800,2022-03-31 00:00:00,METIS/USDT,140.45,144.22,130.84,135.01,8602.88511653,1182234.3572875659
1648598400,2022-03-30 00:00:00,METIS/USDT,143.72,146,135,140.69,9303.46637669,1312172.2789277781
1648512000,2022-03-29 00:00:00,METIS/USDT,150.93,156,142.66,143.72,6104.48188339,920969.1248581753
1648425600,2022-03-28 00:00:00,METIS/USDT,150.9,161,149.07,150.92,5648.03589502,873607.4556940307
1648339200,2022-03-27 00:00:00,METIS/USDT,144.58,152,140.4,150.9,4969.65969424,725767.7951621204
1648252800,2022-03-26 00:00:00,METIS/USDT,143.98,146.96,142.02,145,2201.35889471,318914.3057889305
1648166400,2022-03-25 00:00:00,METIS/USDT,150.78,155,141,143.98,9203.01213224,1352625.9101708852
1648080000,2022-03-24 00:00:00,METIS/USDT,157.37,157.99,150,150.77,5551.66719929,854011.6629511728
1647993600,2022-03-23 00:00:00,METIS/USDT,157.78,161.66,152,157.47,4092.58757252,638472.0123273064
1647907200,2022-03-22 00:00:00,METIS/USDT,153.19,164.64,153,158.33,4300.88883374,686026.1886973862
1647820800,2022-03-21 00:00:00,METIS/USDT,147.36,159.77,146.01,153.19,4542.42792248,693236.9075441353
1647734400,2022-03-20 00:00:00,METIS/USDT,146.22,149.94,145,146.69,2185.79782762,322915.2266141727
1647648000,2022-03-19 00:00:00,METIS/USDT,148.57,151.04,144.24,147,3351.13941621,495095.6468913906
1647561600,2022-03-18 00:00:00,METIS/USDT,145.46,151.14,136.38,147.94,5564.21809415,803507.5217668667
1647475200,2022-03-17 00:00:00,METIS/USDT,151.05,152.42,142.92,145.46,5481.205374,811095.9212223186
1647388800,2022-03-16 00:00:00,METIS/USDT,140.68,155.46,137.44,151.05,7494.15011718,1090046.9845694549
1647302400,2022-03-15 00:00:00,METIS/USDT,153.3,155.17,132.51,140,9790.05049545,1387568.5726408738
1647216000,2022-03-14 00:00:00,METIS/USDT,150.88,159.03,147,152.81,8085.83870994,1236421.4615981372
1647129600,2022-03-13 00:00:00,METIS/USDT,165.25,170.44,148.32,150.88,12423.55648532,1965843.774773157
1647043200,2022-03-12 00:00:00,METIS/USDT,155.14,170.99,151.61,165.25,9089.00866238,1463501.1949073084
1646956800,2022-03-11 00:00:00,METIS/USDT,148.68,170,137.44,155.14,13675.97854969,2035603.951976923
1646870400,2022-03-10 00:00:00,METIS/USDT,157.83,159.2,138.99,148.76,11040.23457221,1621657.4088810777
1646784000,2022-03-09 00:00:00,METIS/USDT,154.19,173.64,153.76,157.83,15380.41792249,2511811.9203806522
1646697600,2022-03-08 00:00:00,METIS/USDT,137.54,158.34,137.08,154.19,11051.76153828,1631436.5083297988
1646611200,2022-03-07 00:00:00,METIS/USDT,131.19,159.22,125.59,137.54,17456.97404921,2447916.4929861061
1646524800,2022-03-06 00:00:00,METIS/USDT,131.8,155.12,120.2,131.19,10159.80144311,1396067.2573370161
1646438400,2022-03-05 00:00:00,METIS/USDT,127.64,136.28,119.7,131.64,3921.25172628,496850.1224783958
1646352000,2022-03-04 00:00:00,METIS/USDT,148.99,152.02,117,127.63,6350.29731604,840844.6330626764
1646265600,2022-03-03 00:00:00,METIS/USDT,100,162.8,100,148.51,7404.32262503,1105205.6229216991
