https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB3S,Volume USDT
1661990400,2022-09-01 00:00:00,BNB3S/USDT,1.9134,2.1036,1.8823,1.9302,27412.7971,54288.05443541
1661904000,2022-08-31 00:00:00,BNB3S/USDT,1.8819,1.98,1.7106,1.926,15002.25711576,28338.689830869595
1661817600,2022-08-30 00:00:00,BNB3S/USDT,1.807,1.9791,1.6723,1.8948,45828.04737386,83668.039618592426
1661731200,2022-08-29 00:00:00,BNB3S/USDT,1.995,2.0876,1.7737,1.7972,37245.03359564,71744.847592711474
1661644800,2022-08-28 00:00:00,BNB3S/USDT,2,2.0346,1.845,2.006,32942.27766908,64420.434621193716
1661558400,2022-08-27 00:00:00,BNB3S/USDT,1.9587,2.0822,1.85,1.9673,25242.04084807,49152.706503812878
1661472000,2022-08-26 00:00:00,BNB3S/USDT,1.6368,1.9979,1.5955,1.9531,42759.09896891,75970.576259149538
1661385600,2022-08-25 00:00:00,BNB3S/USDT,1.6999,1.702,1.51,1.6143,23855.63336925,38127.283035250394
1661299200,2022-08-24 00:00:00,BNB3S/USDT,1.6508,1.7822,1.6412,1.7046,36235.46027728,61642.129656857981
1661212800,2022-08-23 00:00:00,BNB3S/USDT,1.6593,1.7722,1.6158,1.6447,47955.91489562,80914.285675777313
1661126400,2022-08-22 00:00:00,BNB3S/USDT,1.6198,1.8325,1.5988,1.6465,45955.76979803,78420.639632646264
1661040000,2022-08-21 00:00:00,BNB3S/USDT,2.0192,2.0192,1.5787,1.625,36559.90927583,63552.477896688229
1660953600,2022-08-20 00:00:00,BNB3S/USDT,2.1322,2.2281,1.909,2.0213,22147.48321986,45554.557718886005
1660867200,2022-08-19 00:00:00,BNB3S/USDT,1.7961,2.2221,1.7939,2.1509,45741.53023767,93235.921433994853
1660780800,2022-08-18 00:00:00,BNB3S/USDT,1.6639,1.8927,1.6112,1.7908,26868.43684609,45695.059023896034
1660694400,2022-08-17 00:00:00,BNB3S/USDT,1.5297,1.7044,1.4026,1.678,39857.11371626,63476.16176109325
1660608000,2022-08-16 00:00:00,BNB3S/USDT,1.4851,1.6344,1.46,1.5349,24629.86481987,38051.96967263221
1660521600,2022-08-15 00:00:00,BNB3S/USDT,1.5174,1.5873,1.3762,1.4818,21902.24081197,32318.03415943806
1660435200,2022-08-14 00:00:00,BNB3S/USDT,1.4372,1.5631,1.3432,1.5092,13307.88677131,19637.124381255326
1660348800,2022-08-13 00:00:00,BNB3S/USDT,1.3763,1.4485,1.3207,1.4443,9297.61915177,12885.925843589918
1660262400,2022-08-12 00:00:00,BNB3S/USDT,1.4413,1.5405,1.389,1.4002,20360.85604897,29472.994246803311
1660176000,2022-08-11 00:00:00,BNB3S/USDT,1.3685,1.4723,1.2961,1.445,42052.80665314,57522.607895602986
1660089600,2022-08-10 00:00:00,BNB3S/USDT,1.4234,1.5916,1.2688,1.3934,60758.40727245,86208.180531362503
1660003200,2022-08-09 00:00:00,BNB3S/USDT,1.4509,1.6139,1.3891,1.4414,25344.71563008,37458.277504902789
1659916800,2022-08-08 00:00:00,BNB3S/USDT,1.4848,1.5205,1.3265,1.4397,35175.02114438,49630.805621007325
1659830400,2022-08-07 00:00:00,BNB3S/USDT,1.5792,1.7284,1.4098,1.4694,46049.79171111,71146.15380892292
1659744000,2022-08-06 00:00:00,BNB3S/USDT,1.5904,1.6991,1.4822,1.5837,35867.30660033,57132.00181786834
1659657600,2022-08-05 00:00:00,BNB3S/USDT,1.6589,1.7161,1.4931,1.5937,41891.69741202,67039.134118110487
1659571200,2022-08-04 00:00:00,BNB3S/USDT,1.8984,1.947,1.6335,1.6707,42159.49586094,74281.392788964213
1659484800,2022-08-03 00:00:00,BNB3S/USDT,2.2154,2.3797,1.7384,1.9135,41559.33031524,84002.058382021917
1659398400,2022-08-02 00:00:00,BNB3S/USDT,2.2342,2.4716,2.0633,2.2212,9795.26064251,22658.221601623873
1659312000,2022-08-01 00:00:00,BNB3S/USDT,2.2733,2.3775,2.0859,2.2343,9143.24076333,20529.951113401477
1659225600,2022-07-31 00:00:00,BNB3S/USDT,2.13,2.3062,1.9285,2.2742,6983.15476982,14694.204532345073
1659139200,2022-07-30 00:00:00,BNB3S/USDT,2.048,2.1943,1.913,2.1411,16179.46454782,32908.632406986495
1659052800,2022-07-29 00:00:00,BNB3S/USDT,2.4827,2.5495,1.83,2.0147,15710.67313301,33474.220036009443
1658966400,2022-07-28 00:00:00,BNB3S/USDT,2.6555,2.89,2.3355,2.5038,24452.93154935,63127.552964296498
1658880000,2022-07-27 00:00:00,BNB3S/USDT,3.6222,3.6938,2.658,2.658,44366.86762999,142383.185432795163
1658793600,2022-07-26 00:00:00,BNB3S/USDT,3.8219,4.0364,3.6239,3.6239,12126.40675746,46900.71426445944
1658707200,2022-07-25 00:00:00,BNB3S/USDT,3.1618,3.8631,3.1618,3.791,11552.82202899,40846.72605023614
1658620800,2022-07-24 00:00:00,BNB3S/USDT,3.2513,3.3551,3.0211,3.1912,7784.67821647,24595.991804916848
1658534400,2022-07-23 00:00:00,BNB3S/USDT,3.1483,3.5195,2.8033,3.2629,12054.9055379,38731.714774426007
1658448000,2022-07-22 00:00:00,BNB3S/USDT,3.0748,3.2125,2.859,3.1602,8651.17958161,26208.414979960278
1658361600,2022-07-21 00:00:00,BNB3S/USDT,3.35,3.6681,3.0431,3.0747,16362.49567285,55704.364116283209
1658275200,2022-07-20 00:00:00,BNB3S/USDT,2.9739,3.5271,2.8859,3.3433,24719.72954811,78904.603928599124
1658188800,2022-07-19 00:00:00,BNB3S/USDT,3.1641,3.4466,2.7587,2.9868,18809.20858467,57838.618923382318
1658102400,2022-07-18 00:00:00,BNB3S/USDT,3.8443,3.8443,3.1109,3.1502,11024.98764719,37090.205129087323
1658016000,2022-07-17 00:00:00,BNB3S/USDT,3.791,3.9476,3.5499,3.8897,4085.40148013,15217.026716832939
1657929600,2022-07-16 00:00:00,BNB3S/USDT,4.4599,4.6907,3.7604,3.8241,10324.62712584,42170.450888846418
1657843200,2022-07-15 00:00:00,BNB3S/USDT,4.4378,4.5962,4.22,4.4398,9883.48647356,43926.652562406948
1657756800,2022-07-14 00:00:00,BNB3S/USDT,4.948,5.1644,4.3907,4.4575,10445.52836315,49576.489636604174
1657670400,2022-07-13 00:00:00,BNB3S/USDT,5.7509,6.04,4.8926,4.948,13095.17806428,70831.904735614548
1657584000,2022-07-12 00:00:00,BNB3S/USDT,5.4009,5.8395,5.1316,5.7839,18166.00775784,98678.70181364741
1657497600,2022-07-11 00:00:00,BNB3S/USDT,4.8319,5.4136,4.8281,5.401,16738.75109907,85709.421211411378
1657411200,2022-07-10 00:00:00,BNB3S/USDT,4.3698,4.997,4.3698,4.8319,5147.78924328,24390.908432312203
1657324800,2022-07-09 00:00:00,BNB3S/USDT,4.5098,4.5098,4.2901,4.3976,3965.21860562,17447.699095645542
1657238400,2022-07-08 00:00:00,BNB3S/USDT,4.4808,4.8229,4.1809,4.564,9765.06819438,43874.492254787444
1657152000,2022-07-07 00:00:00,BNB3S/USDT,4.7047,4.9358,4.3907,4.4428,8035.29803494,36432.968517311527
1657065600,2022-07-06 00:00:00,BNB3S/USDT,5.1543,5.3108,4.6134,4.6538,13575.70547289,65277.244264512707
1656979200,2022-07-05 00:00:00,BNB3S/USDT,5.1828,5.7434,4.8083,5.1978,11351.15179243,60081.331611481792
1656892800,2022-07-04 00:00:00,BNB3S/USDT,6.2327,6.5943,5.1391,5.1391,9659.50395934,55822.230099767997
1656806400,2022-07-03 00:00:00,BNB3S/USDT,6.3043,6.6712,6.1306,6.1993,5300.87088721,33710.443791069127
1656720000,2022-07-02 00:00:00,BNB3S/USDT,6.4836,6.792,6.1648,6.3532,5482.46892474,35537.781500820879
1656633600,2022-07-01 00:00:00,BNB3S/USDT,6.2733,6.8153,5.6441,6.4779,16664.04159331,104668.918867803833
1656547200,2022-06-30 00:00:00,BNB3S/USDT,6.3888,7.506,6.2539,6.2539,22242.70161906,153652.196614111615
1656460800,2022-06-29 00:00:00,BNB3S/USDT,5.8038,6.7067,5.5849,6.3713,12908.73383006,79866.833720041176
1656374400,2022-06-28 00:00:00,BNB3S/USDT,5.2902,5.8666,4.7481,5.7944,16136.65268321,84984.281140754669
1656288000,2022-06-27 00:00:00,BNB3S/USDT,5.3773,5.5796,4.9115,5.3208,8559.69518415,45335.941279348015
1656201600,2022-06-26 00:00:00,BNB3S/USDT,5.0017,5.4005,4.6527,5.3611,7858.73672007,39646.061950237692
1656115200,2022-06-25 00:00:00,BNB3S/USDT,5.0131,5.596,4.905,5.002,7152.82237491,37450.304984487679
1656028800,2022-06-24 00:00:00,BNB3S/USDT,5.8614,6.2563,4.8318,4.8938,12119.58341702,66196.707214134522
1655942400,2022-06-23 00:00:00,BNB3S/USDT,7.4271,7.4335,5.8322,5.8963,16990.55438966,109528.43717953081
1655856000,2022-06-22 00:00:00,BNB3S/USDT,6.9382,7.7723,6.8454,7.429,10370.56047782,75746.358997367502
1655769600,2022-06-21 00:00:00,BNB3S/USDT,7.3271,7.5847,6.1241,6.9585,13696.75009072,91949.306089291799
1655683200,2022-06-20 00:00:00,BNB3S/USDT,7.4478,8.5603,7.0436,7.2767,18465.00370261,145663.973483150821
1655596800,2022-06-19 00:00:00,BNB3S/USDT,10.3408,11.483,7.2038,7.518,20929.55553513,193423.265809571376
1655510400,2022-06-18 00:00:00,BNB3S/USDT,8.226,12.1821,7.77,10.2822,29747.69290168,301678.33938791668
1655424000,2022-06-17 00:00:00,BNB3S/USDT,8.933,9.2591,7.4269,8.1495,12256.35014144,99814.071499476663
1655337600,2022-06-16 00:00:00,BNB3S/USDT,6.9104,9.375,6.6035,8.987,24281.75533059,196743.558237655899
1655251200,2022-06-15 00:00:00,BNB3S/USDT,8.0561,10.9195,6.7399,6.9557,28223.92738932,253083.605475679776
1655164800,2022-06-14 00:00:00,BNB3S/USDT,8.184,10.4282,7.2122,8.0559,26421.17975816,227039.787588622795
1655078400,2022-06-13 00:00:00,BNB3S/USDT,6.1203,8.8899,5.9779,8.1273,42946.31969592,328716.090824563588
1654992000,2022-06-12 00:00:00,BNB3S/USDT,5.2706,6.3429,5.141,6.1318,27640.67694188,159118.030874192376
1654905600,2022-06-11 00:00:00,BNB3S/USDT,4.5191,5.494,4.2902,5.3048,27394.81298168,133959.278564679966
1654819200,2022-06-10 00:00:00,BNB3S/USDT,4.4,4.65,3.9887,4.5593,46225.76128617,204249.967804711464
1654732800,2022-06-09 00:00:00,BNB3S/USDT,4.4642,4.5519,4.224,4.3859,9091.95095531,39910.922194370801
1654646400,2022-06-08 00:00:00,BNB3S/USDT,4.3629,4.6798,4.192,4.4609,19987.998797,87872.360553702902
1654560000,2022-06-07 00:00:00,BNB3S/USDT,4.2102,5.0917,4.132,4.3708,61827.40680297,283760.434658661923
1654473600,2022-06-06 00:00:00,BNB3S/USDT,3.9989,4.4906,3.4966,4.1951,25915.09268099,105682.924149902302
1654387200,2022-06-05 00:00:00,BNB3S/USDT,3.9351,4.1695,3.9,4.0099,7821.65368357,31490.361655687113
1654300800,2022-06-04 00:00:00,BNB3S/USDT,4.0516,4.2091,3.8622,3.9351,7371.64258869,29631.364174938033
1654214400,2022-06-03 00:00:00,BNB3S/USDT,3.7452,4.2572,3.6471,4.0516,12510.14487487,49357.468590211096
1654128000,2022-06-02 00:00:00,BNB3S/USDT,4.0197,4.0939,3.695,3.7051,17391.24660079,67726.00288210432
1654041600,2022-06-01 00:00:00,BNB3S/USDT,3.371,4.1003,3.27,4.0197,15191.72869845,55601.338220693549
1653955200,2022-05-31 00:00:00,BNB3S/USDT,3.3727,3.5999,3.2719,3.4093,14001.29766771,47881.725343820372
1653868800,2022-05-30 00:00:00,BNB3S/USDT,3.9818,4.0551,3.2626,3.359,14674.25437475,51840.63145564928
1653782400,2022-05-29 00:00:00,BNB3S/USDT,3.9353,4.2562,3.9072,3.9726,5886.41421579,24174.093073302965
1653696000,2022-05-28 00:00:00,BNB3S/USDT,4.28,4.417,3.8548,3.9216,12861.87664815,52550.010927956607
1653609600,2022-05-27 00:00:00,BNB3S/USDT,4.0922,4.6093,3.9097,4.2358,21955.40541277,93473.762759074126
1653523200,2022-05-26 00:00:00,BNB3S/USDT,3.438,4.376,3.2467,4.1274,18952.16344944,73619.789337630636
1653436800,2022-05-25 00:00:00,BNB3S/USDT,3.3851,3.4905,3.0678,3.411,9290.38595424,30635.508625775141
1653350400,2022-05-24 00:00:00,BNB3S/USDT,3.7855,3.963,3.2937,3.3584,19158.2698905,68732.875809085822
1653264000,2022-05-23 00:00:00,BNB3S/USDT,3.7244,3.836,3.1001,3.7555,17887.64936438,61192.394446574929
1653177600,2022-05-22 00:00:00,BNB3S/USDT,4.0006,4.0062,3.5465,3.67,13891.93299551,52594.887503069593
1653091200,2022-05-21 00:00:00,BNB3S/USDT,4.4396,4.5678,3.9231,3.9828,10015.38428925,41300.301045853709
1653004800,2022-05-20 00:00:00,BNB3S/USDT,4.2706,4.786,3.8891,4.4238,18675.16798631,80965.325361858413
1652918400,2022-05-19 00:00:00,BNB3S/USDT,5.3466,5.398,4.1697,4.2706,34082.74978634,157064.115946084396
1652832000,2022-05-18 00:00:00,BNB3S/USDT,4.5269,5.4161,4.4395,5.3702,22893.03733778,115474.768068279381
1652745600,2022-05-17 00:00:00,BNB3S/USDT,4.9873,5.0609,4.3018,4.5423,9957.86948465,46605.363416277038
1652659200,2022-05-16 00:00:00,BNB3S/USDT,4.4275,5.3436,4.4275,5.0335,9900.45440532,49103.202742036589
1652572800,2022-05-15 00:00:00,BNB3S/USDT,5.1999,5.792,4.3963,4.3963,7002.88570228,35791.776368123636
1652486400,2022-05-14 00:00:00,BNB3S/USDT,5.6381,6.6903,5.1479,5.1542,62171.59545853,367553.799334087918
1652400000,2022-05-13 00:00:00,BNB3S/USDT,8.4761,9,4.5552,5.5691,46696.22457653,248156.503168406357
1652313600,2022-05-12 00:00:00,BNB3S/USDT,8.5348,13.0025,6.8663,8.4259,140076.89739984,1275852.101543284831
1652227200,2022-05-11 00:00:00,BNB3S/USDT,5.8051,9.0004,5.5591,8.5406,85525.37227094,637102.729138227668
1652140800,2022-05-10 00:00:00,BNB3S/USDT,7.4672,8.44,4.8215,5.7838,42382.90250628,251673.178941034359
1652054400,2022-05-09 00:00:00,BNB3S/USDT,4.8267,8.025,4.6878,8.025,26560.93979137,156848.202518107649
1651968000,2022-05-08 00:00:00,BNB3S/USDT,4.5172,5.0527,4.5172,4.8444,11577.45972439,55453.776864493815
1651881600,2022-05-07 00:00:00,BNB3S/USDT,4.0614,4.6654,3.9935,4.5088,11125.32882359,47870.801677073488
1651795200,2022-05-06 00:00:00,BNB3S/USDT,4.1399,4.346,3.9557,4.0728,12813.25614979,52667.667926626924
1651708800,2022-05-05 00:00:00,BNB3S/USDT,3.45,4.286,3.1922,4.1143,37147.54618162,142159.898210016881
1651622400,2022-05-04 00:00:00,BNB3S/USDT,4.0943,4.0943,3.4293,3.45,65984.54923045,247908.118050323269
1651536000,2022-05-03 00:00:00,BNB3S/USDT,3.874,4.1896,3.8246,4.097,17375.81832873,69104.254960844525
1651449600,2022-05-02 00:00:00,BNB3S/USDT,3.8932,4.1485,3.8409,3.8837,64840.94257483,255561.69119312748
1651363200,2022-05-01 00:00:00,BNB3S/USDT,4.3559,4.3853,3.8796,3.9337,12044.71763621,49978.136899598763
1651276800,2022-04-30 00:00:00,BNB3S/USDT,3.9082,4.3578,3.6894,4.3191,9927.42961682,39315.651226797655
1651190400,2022-04-29 00:00:00,BNB3S/USDT,3.5337,3.95,3.4258,3.8806,13585.82380872,49717.185023029709
1651104000,2022-04-28 00:00:00,BNB3S/USDT,3.9803,4.0668,3.4681,3.5314,32479.4761488,117877.998760926363
1651017600,2022-04-27 00:00:00,BNB3S/USDT,4.1698,4.2311,3.8994,3.9979,3445.04139207,13944.919892815928
1650931200,2022-04-26 00:00:00,BNB3S/USDT,3.6413,4.2945,3.5864,4.1698,6155.19131599,24440.507856980006
1650844800,2022-04-25 00:00:00,BNB3S/USDT,3.8331,4.2901,3.6368,3.6721,6731.69535721,26112.372807640453
1650758400,2022-04-24 00:00:00,BNB3S/USDT,3.7665,3.8539,3.6424,3.8111,1506.86132784,5644.248250819285
1650672000,2022-04-23 00:00:00,BNB3S/USDT,3.5828,3.8354,3.5593,3.7344,5391.60823429,19910.08399268127
1650585600,2022-04-22 00:00:00,BNB3S/USDT,3.6693,3.679,3.4197,3.6057,5559.38442734,19820.245387167643
1650499200,2022-04-21 00:00:00,BNB3S/USDT,3.3118,3.7177,3.1457,3.6453,6552.07544028,21669.430916374074
1650412800,2022-04-20 00:00:00,BNB3S/USDT,3.2609,3.3998,3.0347,3.34,2491.7074632,8096.199842342222
1650326400,2022-04-19 00:00:00,BNB3S/USDT,3.3478,3.3917,3.1747,3.2338,2941.5464687,9765.473295810985
1650240000,2022-04-18 00:00:00,BNB3S/USDT,3.6374,3.9088,3.339,3.3503,14566.02829019,53398.01140802637
1650153600,2022-04-17 00:00:00,BNB3S/USDT,3.3555,3.6469,3.3555,3.6156,2849.44941554,9821.887983957716
1650067200,2022-04-16 00:00:00,BNB3S/USDT,3.4007,3.4994,3.3322,3.3579,6518.6164796,22162.0868153521
1649980800,2022-04-15 00:00:00,BNB3S/USDT,3.4487,3.4818,3.3238,3.3872,7080.43335944,23978.283663611789
1649894400,2022-04-14 00:00:00,BNB3S/USDT,3.2557,3.5195,3.1702,3.4465,10519.05079689,34818.895339200976
1649808000,2022-04-13 00:00:00,BNB3S/USDT,3.4927,3.5895,3.2255,3.2529,34478.89129905,117384.274454774642
1649721600,2022-04-12 00:00:00,BNB3S/USDT,4.1154,4.1371,3.3986,3.4959,40988.77152514,152006.799425999381
1649635200,2022-04-11 00:00:00,BNB3S/USDT,3.5354,4.1999,3.4772,4.1154,38390.54475162,148870.8248911345
1649548800,2022-04-10 00:00:00,BNB3S/USDT,3.3241,3.5164,3.2367,3.5071,13516.99926059,45415.319110185787
1649462400,2022-04-09 00:00:00,BNB3S/USDT,3.4257,3.4858,3.2731,3.3145,14885.3604386,50235.222048484854
1649376000,2022-04-08 00:00:00,BNB3S/USDT,3.1183,3.5112,3.0455,3.4508,33947.81256922,110164.69668878456
1649289600,2022-04-07 00:00:00,BNB3S/USDT,3.5251,3.6103,3.0685,3.1292,28224.72184293,92415.469639109365
1649203200,2022-04-06 00:00:00,BNB3S/USDT,3.0559,3.5561,3.0228,3.5484,20088.40344741,66203.262602513174
1649116800,2022-04-05 00:00:00,BNB3S/USDT,2.9612,3.0428,2.7244,3.007,21048.40124931,60694.003931975231
1649030400,2022-04-04 00:00:00,BNB3S/USDT,2.9167,3.2563,2.8936,2.9642,30041.51165783,91797.280361432301
1648944000,2022-04-03 00:00:00,BNB3S/USDT,3.1978,3.3,2.8,2.9291,19615.62076681,58602.037295621195
1648857600,2022-04-02 00:00:00,BNB3S/USDT,3.0005,3.2234,2.8381,3.2037,13984.88382345,42761.020654676448
1648771200,2022-04-01 00:00:00,BNB3S/USDT,3.408,3.77,2.982,2.982,11198.91851848,37604.857203398768
1648684800,2022-03-31 00:00:00,BNB3S/USDT,3.1648,3.5178,2.9271,3.4182,16334.83117746,54112.877223530685
1648598400,2022-03-30 00:00:00,BNB3S/USDT,3.3874,3.4949,2.9841,3.1437,8915.44181027,28183.74103952342
1648512000,2022-03-29 00:00:00,BNB3S/USDT,3.4114,3.4114,3.1407,3.3234,8082.04201885,26805.975656131576
1648425600,2022-03-28 00:00:00,BNB3S/USDT,3.4144,3.476,3.1455,3.403,9228.58682745,30268.630392980867
1648339200,2022-03-27 00:00:00,BNB3S/USDT,3.7998,3.9054,3.3747,3.3899,9872.6563214,36198.299733421097
1648252800,2022-03-26 00:00:00,BNB3S/USDT,3.9337,4.012,3.7966,3.7998,1909.8768546,7397.878320752609
1648166400,2022-03-25 00:00:00,BNB3S/USDT,3.8702,4.0703,3.65,3.9313,10143.57825323,39623.870365455301
1648080000,2022-03-24 00:00:00,BNB3S/USDT,3.99,4.1217,3.7787,3.8613,10283.63755016,41081.625799412586
1647993600,2022-03-23 00:00:00,BNB3S/USDT,4.17,4.3224,3.9079,4.0238,21500.30838812,89028.545010373076
1647907200,2022-03-22 00:00:00,BNB3S/USDT,4.4336,4.4464,3.9805,4.153,13945.25766355,57528.29936172563
1647820800,2022-03-21 00:00:00,BNB3S/USDT,4.5979,4.8079,4.332,4.4219,13908.56142387,62347.974730349778
1647734400,2022-03-20 00:00:00,BNB3S/USDT,4.2816,4.7428,4.2741,4.6071,13029.52737545,59479.94094451679
1647648000,2022-03-19 00:00:00,BNB3S/USDT,4.3936,4.4566,4.13,4.3375,10395.42367505,44458.593681330186
1647561600,2022-03-18 00:00:00,BNB3S/USDT,4.6311,4.8661,4.3085,4.4124,5216.99485284,24046.899913202958
1647475200,2022-03-17 00:00:00,BNB3S/USDT,4.858,4.9632,4.5406,4.594,2419.28930921,11530.599643221403
1647388800,2022-03-16 00:00:00,BNB3S/USDT,5.4558,5.5965,4.7785,4.8472,8261.25114641,42910.973320508928
1647302400,2022-03-15 00:00:00,BNB3S/USDT,5.3389,5.8387,5.3153,5.4405,5546.2510994,30926.277732388107
1647216000,2022-03-14 00:00:00,BNB3S/USDT,5.9751,6.0431,5.3462,5.3462,9240.40825515,52353.842608507637
1647129600,2022-03-13 00:00:00,BNB3S/USDT,5.4986,6.0039,5.2866,5.951,6171.88314309,34082.890212008215
1647043200,2022-03-12 00:00:00,BNB3S/USDT,5.4957,5.5271,5.1922,5.4957,5017.33994453,26820.915454647905
1646956800,2022-03-11 00:00:00,BNB3S/USDT,5.4945,5.8536,5.1689,5.4784,15707.49232486,86930.376907192258
1646870400,2022-03-10 00:00:00,BNB3S/USDT,4.7491,5.843,4.696,5.4944,26079.92276305,141832.166569945693
1646784000,2022-03-09 00:00:00,BNB3S/USDT,5.258,5.2735,4.3973,4.7145,21868.16772164,103914.832432388336
1646697600,2022-03-08 00:00:00,BNB3S/USDT,5.2987,5.5086,4.995,5.2462,19212.63993359,100653.636842051368
1646611200,2022-03-07 00:00:00,BNB3S/USDT,5.6305,6.154,5.1353,5.3184,39428.64845313,219982.772947789087
1646524800,2022-03-06 00:00:00,BNB3S/USDT,5.2634,5.8581,5.1314,5.62,21189.56934975,115913.906677785088
1646438400,2022-03-05 00:00:00,BNB3S/USDT,5.7628,6.021,5.15,5.2495,25182.90381074,141715.679765056355
1646352000,2022-03-04 00:00:00,BNB3S/USDT,4.7366,5.8219,4.7222,5.7341,32033.14663589,168539.320668841987
1646265600,2022-03-03 00:00:00,BNB3S/USDT,4.5621,4.9415,4.4,4.7491,18268.70493106,85488.299859545101
1646179200,2022-03-02 00:00:00,BNB3S/USDT,4.5697,4.7168,4.343,4.5363,23385.87947431,105563.456448542822
1646092800,2022-03-01 00:00:00,BNB3S/USDT,5.0661,5.2403,3.9876,4.5551,52970.82141831,243690.05749674223
1646006400,2022-02-28 00:00:00,BNB3S/USDT,7.1504,7.5807,4.9853,5.075,24332.1691167,156361.604242751351
1645920000,2022-02-27 00:00:00,BNB3S/USDT,6.4422,7.2059,6.03,7.0839,24898.7159023,168118.77806671975
1645833600,2022-02-26 00:00:00,BNB3S/USDT,6.341,6.5409,5.7995,6.4105,13825.52183205,86358.389962549324
1645747200,2022-02-25 00:00:00,BNB3S/USDT,7.2015,7.4097,6.2396,6.3163,10941.04654145,74708.646135165049
1645660800,2022-02-24 00:00:00,BNB3S/USDT,6.9787,9.4862,6.7289,7.201,78303.65435837,641969.702051366174
1645574400,2022-02-23 00:00:00,BNB3S/USDT,6.5049,6.9542,6,6.9542,13024.45996971,83299.986688960273
1645488000,2022-02-22 00:00:00,BNB3S/USDT,7.6036,8.117,6.444,6.5417,14321.48187968,104212.179047341447
1645401600,2022-02-21 00:00:00,BNB3S/USDT,6.4549,7.7507,5.8311,7.664,27797.09207614,187473.325888498749
1645315200,2022-02-20 00:00:00,BNB3S/USDT,5.6684,6.88,5.6525,6.511,30096.81956384,191396.868718663791
1645228800,2022-02-19 00:00:00,BNB3S/USDT,5.7087,5.9365,5.3879,5.6723,9899.75872546,56194.941772146674
1645142400,2022-02-18 00:00:00,BNB3S/USDT,5.575,5.9772,5.2252,5.7031,13131.98828004,74200.685878050326
1645056000,2022-02-17 00:00:00,BNB3S/USDT,4.7473,5.6594,4.6237,5.5677,24209.19389765,124923.406189613073
1644969600,2022-02-16 00:00:00,BNB3S/USDT,4.603,4.9011,4.5326,4.7362,20379.10071788,95298.172895887784
1644883200,2022-02-15 00:00:00,BNB3S/USDT,5.8248,5.8865,4.2,4.5906,30550.67899168,147155.494167659707
1644796800,2022-02-14 00:00:00,BNB3S/USDT,6.0454,6.4426,5.8003,5.8424,9134.02677778,56201.065169475771
1644710400,2022-02-13 00:00:00,BNB3S/USDT,5.8879,6.2095,5.7154,6.1128,8228.18506403,49101.912321703447
1644624000,2022-02-12 00:00:00,BNB3S/USDT,6.02,6.3141,5.7,5.8609,13791.56902792,82285.94113878575
1644537600,2022-02-11 00:00:00,BNB3S/USDT,5.4631,6.2897,5.299,6.0274,17358.94507286,100037.609877049131
1644451200,2022-02-10 00:00:00,BNB3S/USDT,5.1481,5.5794,4.6843,5.4351,20993.27420734,109175.862542117053
1644364800,2022-02-09 00:00:00,BNB3S/USDT,5.6846,5.7414,4.9175,5.1112,7279.72893029,38621.430906462391
1644278400,2022-02-08 00:00:00,BNB3S/USDT,4.8871,5.7549,4.4645,5.7349,18381.49712124,96190.308371748245
