https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HYDRA,Volume USDT
1660348800,2022-08-13 00:00:00,HYDRA/USDT,3.153,3.156,3.096,3.115,21031.8464,65795.791673
1660262400,2022-08-12 00:00:00,HYDRA/USDT,3.169,3.187,3.114,3.141,28106.9433,88619.2808861
1660176000,2022-08-11 00:00:00,HYDRA/USDT,3.163,3.196,3.131,3.167,33817.578,106909.5851599
1660089600,2022-08-10 00:00:00,HYDRA/USDT,3.122,3.204,3.081,3.166,35507.75362255,111802.966379607
1660003200,2022-08-09 00:00:00,HYDRA/USDT,3.131,3.158,3.08,3.122,22397.0449,69621.8682793
1659916800,2022-08-08 00:00:00,HYDRA/USDT,3.156,3.181,3.131,3.131,19453.4779,61451.6102445
1659830400,2022-08-07 00:00:00,HYDRA/USDT,3.112,3.156,3.069,3.156,26578.0701,82659.8255376
1659744000,2022-08-06 00:00:00,HYDRA/USDT,3.068,3.114,3.015,3.093,47417.0472,145303.5535381
1659657600,2022-08-05 00:00:00,HYDRA/USDT,3.01,3.08,2.988,3.058,29799.941,90284.830331
1659571200,2022-08-04 00:00:00,HYDRA/USDT,2.918,3.07,2.916,3.018,44256.6057,133317.0821256
1659484800,2022-08-03 00:00:00,HYDRA/USDT,2.934,3.015,2.916,2.918,27580.28774785,81815.5979700231
1659398400,2022-08-02 00:00:00,HYDRA/USDT,3.03,3.042,2.916,2.933,32724.6006,97610.0327635
1659312000,2022-08-01 00:00:00,HYDRA/USDT,2.952,3.048,2.907,3.03,35520.6521,105796.19141829048
1659225600,2022-07-31 00:00:00,HYDRA/USDT,2.978,2.992,2.931,2.931,21821.86227719,64593.251203041
1659139200,2022-07-30 00:00:00,HYDRA/USDT,2.964,3.015,2.934,2.964,35785.5833,106673.334791
1659052800,2022-07-29 00:00:00,HYDRA/USDT,2.956,2.981,2.907,2.98,20783.3088,61096.4103343
1658966400,2022-07-28 00:00:00,HYDRA/USDT,2.934,3.015,2.918,2.956,33854.97984621,100264.62485390434
1658880000,2022-07-27 00:00:00,HYDRA/USDT,2.971,2.981,2.881,2.935,43079.59115388,126484.3820454072
1658793600,2022-07-26 00:00:00,HYDRA/USDT,3.111,3.111,2.94,2.971,39689.35104611,119980.33827226329
1658707200,2022-07-25 00:00:00,HYDRA/USDT,3.139,3.156,3.081,3.111,27368.86902311,85419.41549079564
1658620800,2022-07-24 00:00:00,HYDRA/USDT,3.137,3.187,3.109,3.121,35778.17012313,112793.53803038222
1658534400,2022-07-23 00:00:00,HYDRA/USDT,2.99,3.138,2.956,3.123,51152.56390963,155824.01681155864
1658448000,2022-07-22 00:00:00,HYDRA/USDT,2.989,3.056,2.964,2.991,31380.68843831,94568.67448986443
1658361600,2022-07-21 00:00:00,HYDRA/USDT,2.933,2.993,2.907,2.967,17453.22462311,51583.19559135268
1658275200,2022-07-20 00:00:00,HYDRA/USDT,2.905,2.982,2.882,2.934,30348.09523055,89303.9709608118
1658188800,2022-07-19 00:00:00,HYDRA/USDT,2.728,3.018,2.706,2.907,112315.51939197,325785.61701826687
1658102400,2022-07-18 00:00:00,HYDRA/USDT,2.639,2.751,2.581,2.714,27151.06025043,72071.52818698412
1658016000,2022-07-17 00:00:00,HYDRA/USDT,2.639,2.706,2.581,2.629,34988.78198708,92285.71073980739
1657929600,2022-07-16 00:00:00,HYDRA/USDT,2.462,2.656,2.46,2.654,32387.88437259,83452.70231065953
1657843200,2022-07-15 00:00:00,HYDRA/USDT,2.516,2.552,2.4,2.482,36018.02524634,89308.30719646788
1657756800,2022-07-14 00:00:00,HYDRA/USDT,2.402,2.552,2.355,2.502,30239.54985561,74933.45342444746
1657670400,2022-07-13 00:00:00,HYDRA/USDT,2.358,2.421,2.289,2.401,20176.19220859,47528.59914897952
1657584000,2022-07-12 00:00:00,HYDRA/USDT,2.42,2.451,2.34,2.358,11527.38172568,27659.08675876136
1657497600,2022-07-11 00:00:00,HYDRA/USDT,2.45,2.52,2.42,2.42,14689.55310194,36397.68916492921
1657411200,2022-07-10 00:00:00,HYDRA/USDT,2.506,2.536,2.45,2.468,9627.9532489,23991.88244337103
1657324800,2022-07-09 00:00:00,HYDRA/USDT,2.497,2.531,2.4,2.505,13928.61637644,34346.53009338074
1657238400,2022-07-08 00:00:00,HYDRA/USDT,2.483,2.55,2.421,2.505,20416.20501638,50814.57918652803
1657152000,2022-07-07 00:00:00,HYDRA/USDT,2.464,2.571,2.275,2.47,34979.62687331,85437.54193134079
1657065600,2022-07-06 00:00:00,HYDRA/USDT,2.415,2.487,2.322,2.464,13642.08130087,32818.99441535555
1656979200,2022-07-05 00:00:00,HYDRA/USDT,2.368,2.454,2.289,2.416,16869.64969471,39767.61539690304
1656892800,2022-07-04 00:00:00,HYDRA/USDT,2.301,2.421,2.25,2.38,18866.73275249,43804.56010058563
1656806400,2022-07-03 00:00:00,HYDRA/USDT,2.363,2.407,2.223,2.309,18683.05055094,43374.14383738945
1656720000,2022-07-02 00:00:00,HYDRA/USDT,2.52,2.548,2.21,2.363,26985.59152563,64796.89435956624
1656633600,2022-07-01 00:00:00,HYDRA/USDT,2.339,2.576,2.305,2.52,27452.69295566,68208.42954154851
1656547200,2022-06-30 00:00:00,HYDRA/USDT,2.442,2.464,2.256,2.355,31412.32799507,74861.50309575681
1656460800,2022-06-29 00:00:00,HYDRA/USDT,2.515,2.652,2.369,2.45,42115.20318778,106984.05197339423
1656374400,2022-06-28 00:00:00,HYDRA/USDT,2.276,2.575,2.256,2.496,23499.81401554,56837.50456797837
1656288000,2022-06-27 00:00:00,HYDRA/USDT,2.496,2.55,2.213,2.258,28371.57293947,68214.85265327457
1656201600,2022-06-26 00:00:00,HYDRA/USDT,2.505,2.619,2.348,2.496,60853.5540359,151831.66677746538
1656115200,2022-06-25 00:00:00,HYDRA/USDT,2.141,2.581,2.108,2.501,76873.85244154,178464.97094764471
1656028800,2022-06-24 00:00:00,HYDRA/USDT,2.245,2.25,2.058,2.141,71329.39093249,154570.73703825225
1655942400,2022-06-23 00:00:00,HYDRA/USDT,2.311,2.342,2.124,2.25,79495.77604107,179901.6143552032
1655856000,2022-06-22 00:00:00,HYDRA/USDT,3.021,3.049,2.101,2.327,213704.31497944,553738.28970808942
1655769600,2022-06-21 00:00:00,HYDRA/USDT,3.105,3.109,2.993,3.02,57916.95425563,176723.89888539845
1655683200,2022-06-20 00:00:00,HYDRA/USDT,3.07,3.109,3.051,3.101,35767.14801279,109923.22709276219
1655596800,2022-06-19 00:00:00,HYDRA/USDT,3.042,3.104,3.031,3.071,28276.95495754,86941.91777177505
1655510400,2022-06-18 00:00:00,HYDRA/USDT,3.209,3.248,3.031,3.043,42985.82222957,133963.8331864349
1655424000,2022-06-17 00:00:00,HYDRA/USDT,3.254,3.274,3.206,3.216,26108.14661035,84655.19770397883
1655337600,2022-06-16 00:00:00,HYDRA/USDT,3.465,3.474,3.249,3.249,167177.81104608,562115.57239494145
1655251200,2022-06-15 00:00:00,HYDRA/USDT,3.59,3.609,3.406,3.452,80614.2805649,281356.87260799995
1655164800,2022-06-14 00:00:00,HYDRA/USDT,3.745,3.746,3.573,3.576,70518.38545993,258244.19286026277
1655078400,2022-06-13 00:00:00,HYDRA/USDT,3.95,3.98,3.745,3.746,67682.30464674,260011.55591501773
1654992000,2022-06-12 00:00:00,HYDRA/USDT,3.981,3.988,3.931,3.949,26714.33285914,105716.47678263108
1654905600,2022-06-11 00:00:00,HYDRA/USDT,4.006,4.034,3.967,3.981,21897.41267938,87694.77669100511
1654819200,2022-06-10 00:00:00,HYDRA/USDT,4.049,4.054,4,4.007,13728.56811913,55170.9114641677
1654732800,2022-06-09 00:00:00,HYDRA/USDT,4.009,4.069,4.009,4.037,20622.2369589,83425.86464279186
1654646400,2022-06-08 00:00:00,HYDRA/USDT,4.012,4.055,3.991,4.009,37861.21143992,152126.88149804885
1654560000,2022-06-07 00:00:00,HYDRA/USDT,3.984,4.024,3.952,4.01,26501.10767279,105573.71330890183
1654473600,2022-06-06 00:00:00,HYDRA/USDT,3.939,4.019,3.938,3.974,27599.61817533,109902.51127937387
1654387200,2022-06-05 00:00:00,HYDRA/USDT,3.941,3.962,3.911,3.939,16941.89473127,66766.93605116505
1654300800,2022-06-04 00:00:00,HYDRA/USDT,3.913,3.942,3.875,3.937,13730.96249478,53774.74486864759
1654214400,2022-06-03 00:00:00,HYDRA/USDT,3.91,3.921,3.875,3.912,17096.81719537,66753.9365054388
1654128000,2022-06-02 00:00:00,HYDRA/USDT,3.885,3.911,3.863,3.899,18505.67952066,71983.26479381544
1654041600,2022-06-01 00:00:00,HYDRA/USDT,3.924,3.931,3.868,3.887,20550.05346558,80084.79511603485
1653955200,2022-05-31 00:00:00,HYDRA/USDT,3.869,3.931,3.835,3.921,42781.76717292,165822.00235112411
1653868800,2022-05-30 00:00:00,HYDRA/USDT,3.789,3.875,3.789,3.869,32587.62741646,125042.95768964473
1653782400,2022-05-29 00:00:00,HYDRA/USDT,3.859,3.869,3.786,3.797,27184.88586085,103990.61188971335
1653696000,2022-05-28 00:00:00,HYDRA/USDT,3.85,3.946,3.835,3.865,46281.79270783,179381.37563385907
1653609600,2022-05-27 00:00:00,HYDRA/USDT,3.864,3.892,3.839,3.85,17058.57808911,65921.34991891115
1653523200,2022-05-26 00:00:00,HYDRA/USDT,3.881,3.931,3.863,3.875,24036.9666046,93343.07174853969
1653436800,2022-05-25 00:00:00,HYDRA/USDT,3.965,3.966,3.875,3.881,21181.70844341,82981.1867567858
1653350400,2022-05-24 00:00:00,HYDRA/USDT,4.009,4.03,3.931,3.964,28650.76951886,113705.60799432374
1653264000,2022-05-23 00:00:00,HYDRA/USDT,4.121,4.132,3.991,3.991,38350.8317023,155459.45382202115
1653177600,2022-05-22 00:00:00,HYDRA/USDT,4.07,4.147,4.055,4.112,22853.45439617,93831.1841346962
1653091200,2022-05-21 00:00:00,HYDRA/USDT,4.056,4.099,4.055,4.071,15113.80394311,61596.774857588
1653004800,2022-05-20 00:00:00,HYDRA/USDT,4.114,4.132,4.055,4.056,26115.30126136,107047.33566716203
1652918400,2022-05-19 00:00:00,HYDRA/USDT,4.099,4.146,4.069,4.102,23065.56466143,94691.95155069447
1652832000,2022-05-18 00:00:00,HYDRA/USDT,4.22,4.22,4.099,4.099,26929.18403703,112102.91439480766
1652745600,2022-05-17 00:00:00,HYDRA/USDT,4.231,4.297,4.187,4.215,32878.2156815,139422.33987221717
1652659200,2022-05-16 00:00:00,HYDRA/USDT,4.163,4.235,4.127,4.231,37651.83394988,157766.14845391882
1652572800,2022-05-15 00:00:00,HYDRA/USDT,3.949,4.165,3.911,4.164,67917.08415293,275061.096378384
1652486400,2022-05-14 00:00:00,HYDRA/USDT,3.95,3.99,3.913,3.967,28625.29906166,113112.31768706861
1652400000,2022-05-13 00:00:00,HYDRA/USDT,3.885,4,3.839,3.947,60016.53265985,235935.96019481581
1652313600,2022-05-12 00:00:00,HYDRA/USDT,3.925,3.947,3.839,3.887,55116.88250953,214354.49126533941
1652227200,2022-05-11 00:00:00,HYDRA/USDT,5.03,5.065,3.901,3.913,286184.21953833,1261000.74832106543
1652140800,2022-05-10 00:00:00,HYDRA/USDT,4.932,5.112,4.927,5.046,57932.48671225,291450.17826591375
1652054400,2022-05-09 00:00:00,HYDRA/USDT,5.777,5.78,4.888,4.934,171598.94616075,908790.13194496736
1651968000,2022-05-08 00:00:00,HYDRA/USDT,5.84,5.877,5.729,5.771,23860.27444996,138495.88315302595
1651881600,2022-05-07 00:00:00,HYDRA/USDT,5.838,5.931,5.777,5.835,29041.11242936,170601.62046527846
1651795200,2022-05-06 00:00:00,HYDRA/USDT,6.15,6.172,5.685,5.838,92989.81725392,548599.0721303846
1651708800,2022-05-05 00:00:00,HYDRA/USDT,6.373,6.4,6.134,6.142,37882.53593471,236583.42110125849
1651622400,2022-05-04 00:00:00,HYDRA/USDT,6.149,6.44,6.093,6.373,63836.18601383,399873.30886984868
1651536000,2022-05-03 00:00:00,HYDRA/USDT,6.389,6.4,5.958,6.164,93287.59931859,572576.91723340819
1651449600,2022-05-02 00:00:00,HYDRA/USDT,6.786,6.817,6.284,6.389,83193.75529154,542796.70411777357
1651363200,2022-05-01 00:00:00,HYDRA/USDT,6.807,6.849,6.754,6.786,13568.24596776,92274.166299911
1651276800,2022-04-30 00:00:00,HYDRA/USDT,6.86,6.943,6.806,6.823,27746.4630532,190462.97814675139
1651190400,2022-04-29 00:00:00,HYDRA/USDT,7.038,7.09,6.849,6.884,35110.24636552,244714.74564285531
1651104000,2022-04-28 00:00:00,HYDRA/USDT,7.142,7.173,6.888,7.038,52631.72104919,368298.90978127187
1651017600,2022-04-27 00:00:00,HYDRA/USDT,7.383,7.403,7.09,7.155,48316.07494029,347875.8450444999
1650931200,2022-04-26 00:00:00,HYDRA/USDT,7.529,7.551,7.362,7.383,28270.76078344,211076.9057071519
1650844800,2022-04-25 00:00:00,HYDRA/USDT,7.637,7.702,7.502,7.551,34404.36471733,261373.53082799938
1650758400,2022-04-24 00:00:00,HYDRA/USDT,7.798,7.815,7.595,7.639,26566.22458915,204177.75706054713
1650672000,2022-04-23 00:00:00,HYDRA/USDT,7.851,7.87,7.759,7.799,19897.10482575,155066.8396617166
1650585600,2022-04-22 00:00:00,HYDRA/USDT,7.915,7.959,7.762,7.851,33182.67580254,260451.25445946111
1650499200,2022-04-21 00:00:00,HYDRA/USDT,7.956,8.008,7.906,7.913,14321.83756107,113941.94014144404
1650412800,2022-04-20 00:00:00,HYDRA/USDT,8.143,8.143,7.905,7.958,35897.31631135,287659.14922355796
1650326400,2022-04-19 00:00:00,HYDRA/USDT,8.174,8.206,8.06,8.132,33209.33275272,269778.83032553739
1650240000,2022-04-18 00:00:00,HYDRA/USDT,8.295,8.381,8.174,8.174,24301.24018295,200139.83807923392
1650153600,2022-04-17 00:00:00,HYDRA/USDT,8.422,8.45,8.266,8.295,16341.31413194,136466.54027868434
1650067200,2022-04-16 00:00:00,HYDRA/USDT,8.303,8.518,8.303,8.422,24634.90778526,207511.02617352019
1649980800,2022-04-15 00:00:00,HYDRA/USDT,8.12,8.382,8.11,8.326,35367.22708523,292233.14277631923
1649894400,2022-04-14 00:00:00,HYDRA/USDT,8.064,8.17,8.04,8.121,14941.80853033,121091.23660485874
1649808000,2022-04-13 00:00:00,HYDRA/USDT,8.132,8.178,8.043,8.049,20702.46973929,167800.81573593261
1649721600,2022-04-12 00:00:00,HYDRA/USDT,8.074,8.178,8.042,8.137,22125.4909778,179457.43668710664
1649635200,2022-04-11 00:00:00,HYDRA/USDT,8.396,8.416,8.075,8.076,36707.27041793,302091.42571725455
1649548800,2022-04-10 00:00:00,HYDRA/USDT,8.416,8.474,8.333,8.396,25180.24469008,211713.14594950733
1649462400,2022-04-09 00:00:00,HYDRA/USDT,8.343,8.512,8.333,8.4,34012.11402486,286901.7083807737
1649376000,2022-04-08 00:00:00,HYDRA/USDT,8.44,8.509,8.322,8.344,32794.88700348,275517.74705478792
1649289600,2022-04-07 00:00:00,HYDRA/USDT,8.483,8.55,8.382,8.458,22301.833169,188629.68550596015
1649203200,2022-04-06 00:00:00,HYDRA/USDT,8.639,8.685,8.421,8.518,37385.26293383,319688.41724478468
1649116800,2022-04-05 00:00:00,HYDRA/USDT,8.476,8.672,8.423,8.63,29760.73770678,254804.72008223239
1649030400,2022-04-04 00:00:00,HYDRA/USDT,8.721,8.721,8.45,8.518,31023.23720568,265192.35189669095
1648944000,2022-04-03 00:00:00,HYDRA/USDT,8.79,8.79,8.589,8.721,40780.92783173,354130.20730273701
1648857600,2022-04-02 00:00:00,HYDRA/USDT,8.763,8.994,8.686,8.789,46911.12599617,415431.64663741863
1648771200,2022-04-01 00:00:00,HYDRA/USDT,8.555,8.778,8.481,8.778,54136.73988656,465717.3641975947
1648684800,2022-03-31 00:00:00,HYDRA/USDT,8.789,8.79,8.506,8.581,45437.1161034,392175.89718311891
1648598400,2022-03-30 00:00:00,HYDRA/USDT,8.909,8.994,8.702,8.768,45938.18557044,404699.34554450705
1648512000,2022-03-29 00:00:00,HYDRA/USDT,8.885,8.93,8.773,8.91,30807.79405233,273187.29938424147
1648425600,2022-03-28 00:00:00,HYDRA/USDT,8.758,9.138,8.748,8.921,50801.31262107,453690.51435701843
1648339200,2022-03-27 00:00:00,HYDRA/USDT,9.037,9.411,8.458,8.76,53347.04006839,480393.53544744506
1648252800,2022-03-26 00:00:00,HYDRA/USDT,9.325,9.358,8.81,9.031,32736.22296186,296363.03186478699
1648166400,2022-03-25 00:00:00,HYDRA/USDT,9.494,9.529,8.9,9.325,39175.36042714,359895.08163165437
1648080000,2022-03-24 00:00:00,HYDRA/USDT,9.311,9.65,9.19,9.449,43756.01337401,410524.7430025701
1647993600,2022-03-23 00:00:00,HYDRA/USDT,8.981,9.582,8.98,9.279,46742.04793365,435806.0718737345
1647907200,2022-03-22 00:00:00,HYDRA/USDT,9.785,10.004,8.68,8.973,45562.50055421,426624.52445350841
1647820800,2022-03-21 00:00:00,HYDRA/USDT,9.928,10.177,9.648,9.785,33107.40648157,329028.83182299846
1647734400,2022-03-20 00:00:00,HYDRA/USDT,9.55,10.359,9.55,9.967,46415.77914726,459372.03028003047
1647648000,2022-03-19 00:00:00,HYDRA/USDT,9.12,10.086,8.424,9.549,72421.71930743,675860.77824899057
1647561600,2022-03-18 00:00:00,HYDRA/USDT,9.219,9.298,8.863,9.138,18260.8261079,166065.67811615542
1647475200,2022-03-17 00:00:00,HYDRA/USDT,9.127,9.4,9.05,9.219,24364.60330585,224639.48290508555
1647388800,2022-03-16 00:00:00,HYDRA/USDT,9.764,9.904,8.787,9.082,40415.64884894,371426.3236361586
1647302400,2022-03-15 00:00:00,HYDRA/USDT,10.521,10.632,9,9.803,65326.0146653,634190.02855523454
1647216000,2022-03-14 00:00:00,HYDRA/USDT,9.308,10.583,9.25,10.543,46051.64191892,458417.82155099637
1647129600,2022-03-13 00:00:00,HYDRA/USDT,9.041,9.51,8.883,9.308,27595.95366306,253220.10798197999
1647043200,2022-03-12 00:00:00,HYDRA/USDT,8.848,9.557,8.62,9.04,44675.15130831,407787.87540611129
1646956800,2022-03-11 00:00:00,HYDRA/USDT,8.513,9.2,8.29,8.848,34445.04725432,300060.17087211101
1646870400,2022-03-10 00:00:00,HYDRA/USDT,8.771,8.79,8.256,8.502,26854.49582233,229712.70572890125
1646784000,2022-03-09 00:00:00,HYDRA/USDT,8.979,9.07,8.5,8.779,43033.41751191,377061.49040548526
1646697600,2022-03-08 00:00:00,HYDRA/USDT,8.452,9.018,8.384,8.979,27530.76778674,237710.12751444093
1646611200,2022-03-07 00:00:00,HYDRA/USDT,8.648,8.7,8.171,8.452,31486.3877783,265227.41876564384
1646524800,2022-03-06 00:00:00,HYDRA/USDT,8.145,9,8.08,8.69,30373.35505109,256161.17462912133
1646438400,2022-03-05 00:00:00,HYDRA/USDT,8.164,8.19,7.914,8.116,16147.53252588,130318.08228579903
1646352000,2022-03-04 00:00:00,HYDRA/USDT,8.366,8.42,8.018,8.123,25588.73249234,210512.59167467005
1646265600,2022-03-03 00:00:00,HYDRA/USDT,8.315,8.455,8.171,8.341,20229.43966395,167712.07790856964
1646179200,2022-03-02 00:00:00,HYDRA/USDT,8.48,8.48,8.147,8.283,26543.59144313,220650.91545087123
1646092800,2022-03-01 00:00:00,HYDRA/USDT,8.111,8.864,8.11,8.48,45837.84212112,391065.19972113357
1646006400,2022-02-28 00:00:00,HYDRA/USDT,7.309,8.3,7.144,8.111,47430.62082821,369514.86197668958
1645920000,2022-02-27 00:00:00,HYDRA/USDT,7.833,7.894,7.089,7.309,52055.28781036,388437.31520288814
1645833600,2022-02-26 00:00:00,HYDRA/USDT,8.054,8.133,7.695,7.833,37208.7599189,292910.76406898865
1645747200,2022-02-25 00:00:00,HYDRA/USDT,8.4,8.425,7.75,8.054,45023.72700381,363777.66959900836
1645660800,2022-02-24 00:00:00,HYDRA/USDT,8.079,8.402,6.405,8.4,142151.97672671,1051992.97952237355
1645574400,2022-02-23 00:00:00,HYDRA/USDT,8.052,8.226,7.555,8.079,54317.06956419,429451.87783754913
1645488000,2022-02-22 00:00:00,HYDRA/USDT,8.42,8.463,7.762,8.05,33919.66779722,273448.17234213219
1645401600,2022-02-21 00:00:00,HYDRA/USDT,9.281,9.49,8.389,8.463,60329.83868016,538200.22329503497
1645315200,2022-02-20 00:00:00,HYDRA/USDT,9.648,9.648,9.1,9.281,30926.47962397,291351.81308599062
1645228800,2022-02-19 00:00:00,HYDRA/USDT,9.245,9.722,8.941,9.648,32816.06486508,305208.17723393576
1645142400,2022-02-18 00:00:00,HYDRA/USDT,9.874,9.898,9.174,9.245,28649.98810118,273789.32257319486
1645056000,2022-02-17 00:00:00,HYDRA/USDT,10.033,10.201,9.37,9.874,40255.63249699,393459.32354291867
1644969600,2022-02-16 00:00:00,HYDRA/USDT,10.155,10.178,9.733,10.073,19391.79928957,194253.69053623338
1644883200,2022-02-15 00:00:00,HYDRA/USDT,9.755,10.268,9.75,10.155,35182.61714329,352099.25766303019
1644796800,2022-02-14 00:00:00,HYDRA/USDT,9.608,9.806,9.326,9.753,29690.80865367,285280.81459069331
1644710400,2022-02-13 00:00:00,HYDRA/USDT,9.209,9.634,9.095,9.563,17197.61709927,160694.97360647629
1644624000,2022-02-12 00:00:00,HYDRA/USDT,8.981,9.403,8.633,9.17,29933.59485709,270403.38059245606
1644537600,2022-02-11 00:00:00,HYDRA/USDT,9.528,9.563,8.968,9.021,19811.90770991,183925.03124546387
1644451200,2022-02-10 00:00:00,HYDRA/USDT,9.585,9.788,9.478,9.529,18017.76471876,173482.22064657299
1644364800,2022-02-09 00:00:00,HYDRA/USDT,9.401,9.831,8.91,9.631,41870.4650932,392991.89477252141
1644278400,2022-02-08 00:00:00,HYDRA/USDT,9.948,10.268,9.291,9.361,35218.91310702,346429.01911909656
1644192000,2022-02-07 00:00:00,HYDRA/USDT,9.378,9.98,9.332,9.949,37264.72094544,361631.38343908205
1644105600,2022-02-06 00:00:00,HYDRA/USDT,9.635,9.636,8.8,9.378,37010.43497577,341696.40541848062
1644019200,2022-02-05 00:00:00,HYDRA/USDT,10.17,10.396,9.574,9.634,43310.21349385,431485.18427937646
1643932800,2022-02-04 00:00:00,HYDRA/USDT,9.326,10.243,9.09,10.17,49476.36034014,476452.01003309785
1643846400,2022-02-03 00:00:00,HYDRA/USDT,8.858,9.695,8.72,9.326,33509.06162417,304530.93917089221
1643760000,2022-02-02 00:00:00,HYDRA/USDT,8.716,9.082,8.713,8.858,28971.47456867,257665.54837179147
1643673600,2022-02-01 00:00:00,HYDRA/USDT,8.468,8.937,8.322,8.717,23709.33685111,202872.87377325702
1643587200,2022-01-31 00:00:00,HYDRA/USDT,8.255,8.73,8.121,8.467,44229.4073711,372291.72082141173
1643500800,2022-01-30 00:00:00,HYDRA/USDT,7.973,8.449,7.91,8.255,30944.65253969,253008.27737732935
1643414400,2022-01-29 00:00:00,HYDRA/USDT,7.124,9.253,7.083,7.935,110490.75041536,889311.66165618179
1643328000,2022-01-28 00:00:00,HYDRA/USDT,7.154,7.257,6.977,7.158,19006.47572539,134728.71430844166
1643241600,2022-01-27 00:00:00,HYDRA/USDT,7.063,7.467,6.924,7.187,37523.40768423,268719.30261923312
1643155200,2022-01-26 00:00:00,HYDRA/USDT,6.759,7.316,6.696,7.069,49688.13166336,348194.35338168158
1643068800,2022-01-25 00:00:00,HYDRA/USDT,6.663,7.451,6.343,6.759,98841.87676041,679065.14372509797
