https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA,Volume USDT,tradecount
1658102400000,2022-07-18 00:00:00,LUNA/USDT,1.76780000,2.20620000,1.76000000,2.03650000,14562352.76000000,28987114.15528200,111828
1658016000000,2022-07-17 00:00:00,LUNA/USDT,1.80660000,1.85990000,1.73620000,1.76780000,4154789.87000000,7473001.86003800,32754
1657929600000,2022-07-16 00:00:00,LUNA/USDT,1.80910000,1.82290000,1.72440000,1.80960000,3838190.62000000,6797163.51244500,33415
1657843200000,2022-07-15 00:00:00,LUNA/USDT,1.76990000,1.87680000,1.71390000,1.81000000,6159757.22000000,11177429.49163600,39651
1657756800000,2022-07-14 00:00:00,LUNA/USDT,1.81160000,1.83880000,1.68610000,1.77000000,6841695.52000000,11923417.84515000,38789
1657670400000,2022-07-13 00:00:00,LUNA/USDT,1.81730000,1.88850000,1.48080000,1.81180000,10217494.87000000,17509659.87614200,71547
1657584000000,2022-07-12 00:00:00,LUNA/USDT,1.88610000,1.93800000,1.79150000,1.81550000,6002079.75000000,11168984.88628100,40729
1657497600000,2022-07-11 00:00:00,LUNA/USDT,2.11520000,2.11610000,1.83000000,1.88700000,6721211.54000000,13501743.10143200,44937
1657411200000,2022-07-10 00:00:00,LUNA/USDT,2.26540000,2.27480000,2.02000000,2.11220000,5769014.20000000,12325620.98537300,41967
1657324800000,2022-07-09 00:00:00,LUNA/USDT,2.27640000,2.28680000,2.20100000,2.26370000,3364243.50000000,7605852.70718000,31423
1657238400000,2022-07-08 00:00:00,LUNA/USDT,2.19330000,2.45800000,2.18830000,2.27570000,10346767.47000000,24068248.66455700,84674
1657152000000,2022-07-07 00:00:00,LUNA/USDT,2.15090000,2.20120000,2.12590000,2.19260000,4227695.55000000,9129227.87692700,33939
1657065600000,2022-07-06 00:00:00,LUNA/USDT,2.16090000,2.17650000,2.11960000,2.15220000,4106345.60000000,8820462.79718000,28318
1656979200000,2022-07-05 00:00:00,LUNA/USDT,2.24770000,2.24960000,2.10710000,2.16280000,7158083.15000000,15486519.35127300,44058
1656892800000,2022-07-04 00:00:00,LUNA/USDT,2.15180000,2.25500000,2.10000000,2.24710000,5688785.36000000,12330321.22997300,42294
1656806400000,2022-07-03 00:00:00,LUNA/USDT,2.10830000,2.16450000,2.06000000,2.15280000,4357543.83000000,9200810.16004400,29386
1656720000000,2022-07-02 00:00:00,LUNA/USDT,2.13700000,2.20070000,2.06070000,2.10910000,6012331.48000000,12819909.26960800,43861
1656633600000,2022-07-01 00:00:00,LUNA/USDT,2.12510000,2.22980000,2.02980000,2.13960000,10106382.24000000,21397749.96598000,68407
1656547200000,2022-06-30 00:00:00,LUNA/USDT,2.62290000,2.62990000,2.02000000,2.12880000,14264708.27000000,31381283.86673500,103560
1656460800000,2022-06-29 00:00:00,LUNA/USDT,2.43210000,2.82000000,2.34230000,2.62200000,29364179.47000000,74976708.13560400,207297
1656374400000,2022-06-28 00:00:00,LUNA/USDT,2.22170000,2.63900000,2.06000000,2.43390000,26804849.24000000,63462212.10275300,180358
1656288000000,2022-06-27 00:00:00,LUNA/USDT,2.01580000,2.77780000,1.95380000,2.22000000,60649216.07000000,142034986.44267300,370542
1656201600000,2022-06-26 00:00:00,LUNA/USDT,1.99300000,2.08020000,1.90840000,2.01370000,12521019.62000000,24950238.34483800,64744
1656115200000,2022-06-25 00:00:00,LUNA/USDT,1.98400000,2.04420000,1.92020000,1.99170000,7038853.04000000,13879816.19292600,39829
1656028800000,2022-06-24 00:00:00,LUNA/USDT,1.94200000,2.04830000,1.85570000,1.98620000,8342219.42000000,16135340.15984000,49783
1655942400000,2022-06-23 00:00:00,LUNA/USDT,1.91640000,1.99310000,1.78200000,1.94230000,9563737.66000000,18409783.58897200,50944
1655856000000,2022-06-22 00:00:00,LUNA/USDT,2.03070000,2.03310000,1.89280000,1.91760000,6835923.92000000,13368213.61920600,40272
1655769600000,2022-06-21 00:00:00,LUNA/USDT,2.03750000,2.22000000,2.01470000,2.03280000,11032333.11000000,23211465.69291200,62543
1655683200000,2022-06-20 00:00:00,LUNA/USDT,2.11610000,2.12620000,1.88000000,2.03710000,10653397.01000000,21615593.39762400,64687
1655596800000,2022-06-19 00:00:00,LUNA/USDT,1.86630000,2.27900000,1.75760000,2.11510000,18278034.34000000,37048336.73348900,113499
1655510400000,2022-06-18 00:00:00,LUNA/USDT,2.23210000,2.26270000,1.61000000,1.86500000,17396026.30000000,33165544.64016500,133852
1655424000000,2022-06-17 00:00:00,LUNA/USDT,2.25530000,2.33480000,2.18740000,2.23270000,7089386.27000000,15931581.20324100,45347
1655337600000,2022-06-16 00:00:00,LUNA/USDT,2.53120000,2.70000000,2.20060000,2.25500000,10890500.62000000,26267744.39836100,73899
1655251200000,2022-06-15 00:00:00,LUNA/USDT,2.51660000,2.59480000,2.03250000,2.53090000,19233132.30000000,45086106.85515600,141133
1655164800000,2022-06-14 00:00:00,LUNA/USDT,2.53620000,2.81750000,2.32000000,2.51660000,14705071.08000000,37546650.71823800,144367
1655078400000,2022-06-13 00:00:00,LUNA/USDT,2.60000000,2.79490000,2.27010000,2.53910000,22028552.38000000,56369604.50352600,221915
1654992000000,2022-06-12 00:00:00,LUNA/USDT,2.62190000,3.48840000,2.47310000,2.60000000,24322704.85000000,69998429.78996800,240760
1654905600000,2022-06-11 00:00:00,LUNA/USDT,2.86650000,2.94630000,2.48030000,2.61470000,12886083.34000000,35124000.17661900,128702
1654819200000,2022-06-10 00:00:00,LUNA/USDT,3.08540000,3.29530000,2.75170000,2.86350000,18326612.47000000,54913732.70865700,207773
1654732800000,2022-06-09 00:00:00,LUNA/USDT,2.16510000,3.52800000,2.04840000,3.08540000,49214137.13000000,143450085.55416000,557047
1654646400000,2022-06-08 00:00:00,LUNA/USDT,3.82310000,3.95000000,1.94630000,2.16910000,28394640.80000000,88300328.02348100,319846
1654560000000,2022-06-07 00:00:00,LUNA/USDT,4.91810000,4.96970000,3.65000000,3.82770000,15760103.28000000,67270979.92154100,219698
1654473600000,2022-06-06 00:00:00,LUNA/USDT,4.87670000,5.56310000,4.77020000,4.92160000,11193992.05000000,57275005.46265100,192534
1654387200000,2022-06-05 00:00:00,LUNA/USDT,6.38420000,6.38430000,4.55560000,4.87670000,20932583.32000000,107926943.96142800,365883
1654300800000,2022-06-04 00:00:00,LUNA/USDT,6.48690000,6.54410000,6.25000000,6.38050000,3350624.81000000,21417840.87186300,76236
1654214400000,2022-06-03 00:00:00,LUNA/USDT,7.11090000,7.11270000,6.16360000,6.48920000,8736465.23000000,57727226.42072300,167835
1654128000000,2022-06-02 00:00:00,LUNA/USDT,6.53050000,7.49000000,6.19160000,7.10250000,17903528.61000000,121642078.67037900,344117
1654041600000,2022-06-01 00:00:00,LUNA/USDT,8.86990000,8.99990000,6.01100000,6.52950000,29723084.51000000,211222935.77178600,782641
1653955200000,2022-05-31 00:00:00,LUNA/USDT,1.00000000,25.00000000,1.00000000,8.87000000,53335774.77000000,489342862.64730300,1874533
1652400000000,2022-05-13 00:00:00,LUNA/USDT,0.00032000,0.00060000,0.00004000,0.00005000,145150420958.30000000,21343991.13679980,237843
1652313600000,2022-05-12 00:00:00,LUNA/USDT,1.07820000,1.38000000,0.00028000,0.00032000,273239141790.44000000,3940730875.30890300,14889819
1652227200000,2022-05-11 00:00:00,LUNA/USDT,17.46000000,19.66000000,0.69000000,1.07690000,2564440333.07600000,6877632522.71644970,14126923
1652140800000,2022-05-10 00:00:00,LUNA/USDT,30.31000000,40.18000000,13.57000000,17.46000000,132055659.92500000,3641612810.39704600,6381660
1652054400000,2022-05-09 00:00:00,LUNA/USDT,64.27000000,65.29000000,30.00000000,30.29000000,33203121.52000000,1643226794.62870000,2310016
1651968000000,2022-05-08 00:00:00,LUNA/USDT,68.13000000,68.54000000,59.40000000,64.26000000,12843843.35000000,825804571.80880000,975315
1651881600000,2022-05-07 00:00:00,LUNA/USDT,77.30000000,77.50000000,63.25000000,68.13000000,6142369.50000000,435000006.33860000,549789
1651795200000,2022-05-06 00:00:00,LUNA/USDT,82.34000000,83.05000000,77.22000000,77.30000000,3872974.71000000,309539617.74340000,364280
1651708800000,2022-05-05 00:00:00,LUNA/USDT,86.18000000,87.87000000,78.51000000,82.35000000,4041993.64000000,333228880.90900000,420941
1651622400000,2022-05-04 00:00:00,LUNA/USDT,82.50000000,88.35000000,82.04000000,86.18000000,3261313.48000000,278860911.88130000,342128
1651536000000,2022-05-03 00:00:00,LUNA/USDT,84.25000000,85.88000000,81.21000000,82.50000000,2100354.86000000,175954270.58290000,207959
1651449600000,2022-05-02 00:00:00,LUNA/USDT,82.21000000,85.62000000,80.49000000,84.27000000,3340945.90000000,277954039.25010000,324076
1651363200000,2022-05-01 00:00:00,LUNA/USDT,78.10000000,82.67000000,76.49000000,82.23000000,3189986.38000000,255767228.71030000,291091
1651276800000,2022-04-30 00:00:00,LUNA/USDT,85.08000000,86.33000000,76.55000000,78.09000000,2907013.07000000,236720356.02230000,300073
1651190400000,2022-04-29 00:00:00,LUNA/USDT,89.13000000,89.73000000,84.10000000,85.08000000,2877996.82000000,248440735.87310000,297520
1651104000000,2022-04-28 00:00:00,LUNA/USDT,89.02000000,92.46000000,87.06000000,89.14000000,3414335.76000000,306355505.33880000,357590
1651017600000,2022-04-27 00:00:00,LUNA/USDT,88.43000000,90.64000000,87.50000000,89.03000000,2810528.97000000,250169503.89680000,274040
1650931200000,2022-04-26 00:00:00,LUNA/USDT,96.95000000,97.35000000,86.74000000,88.43000000,4455702.19000000,410835006.96070000,445809
1650844800000,2022-04-25 00:00:00,LUNA/USDT,90.52000000,97.50000000,87.26000000,96.93000000,4733212.32000000,433486788.65740000,515275
1650758400000,2022-04-24 00:00:00,LUNA/USDT,89.27000000,92.34000000,88.45000000,90.52000000,1806697.09000000,163723714.55740000,229703
1650672000000,2022-04-23 00:00:00,LUNA/USDT,93.52000000,94.06000000,88.79000000,89.28000000,1862239.48000000,170942414.65290000,252275
1650585600000,2022-04-22 00:00:00,LUNA/USDT,90.80000000,96.89000000,90.54000000,93.53000000,3914574.50000000,367262234.99410000,451457
1650499200000,2022-04-21 00:00:00,LUNA/USDT,94.76000000,99.43000000,89.94000000,90.80000000,3688069.76000000,352467230.45390000,436000
1650412800000,2022-04-20 00:00:00,LUNA/USDT,95.46000000,97.44000000,93.32000000,94.77000000,3304731.57000000,315120715.69880000,361349
1650326400000,2022-04-19 00:00:00,LUNA/USDT,91.09000000,95.99000000,88.42000000,95.46000000,3814030.83000000,350405163.79310000,455792
1650240000000,2022-04-18 00:00:00,LUNA/USDT,77.18000000,91.65000000,75.67000000,91.09000000,5392857.02000000,448936879.46180000,521757
1650153600000,2022-04-17 00:00:00,LUNA/USDT,80.96000000,82.50000000,76.92000000,77.19000000,1860566.56000000,149717049.72090000,168965
1650067200000,2022-04-16 00:00:00,LUNA/USDT,80.39000000,81.83000000,79.94000000,80.96000000,1177058.21000000,95102187.88530000,100202
1649980800000,2022-04-15 00:00:00,LUNA/USDT,81.56000000,82.70000000,79.04000000,80.39000000,1768888.44000000,143245097.37630000,196846
1649894400000,2022-04-14 00:00:00,LUNA/USDT,87.91000000,89.84000000,79.58000000,81.57000000,2831445.02000000,239967376.63820000,310302
1649808000000,2022-04-13 00:00:00,LUNA/USDT,84.62000000,88.10000000,82.77000000,87.92000000,2681723.11000000,230497389.25680000,277422
1649721600000,2022-04-12 00:00:00,LUNA/USDT,82.51000000,88.40000000,81.33000000,84.62000000,3614815.43000000,305552179.20430000,383978
1649635200000,2022-04-11 00:00:00,LUNA/USDT,91.85000000,92.18000000,80.61000000,82.52000000,5012294.63000000,432664677.02020000,464704
1649548800000,2022-04-10 00:00:00,LUNA/USDT,97.41000000,97.56000000,91.43000000,91.85000000,2050962.84000000,193745291.29440000,235189
1649462400000,2022-04-09 00:00:00,LUNA/USDT,94.53000000,97.60000000,92.12000000,97.41000000,2477140.95000000,234176929.23770000,249710
1649376000000,2022-04-08 00:00:00,LUNA/USDT,103.50000000,106.66000000,93.16000000,94.55000000,4608717.21000000,459774435.44680000,418740
1649289600000,2022-04-07 00:00:00,LUNA/USDT,108.02000000,109.64000000,100.31000000,103.52000000,3809536.78000000,401651820.31440000,428707
1649203200000,2022-04-06 00:00:00,LUNA/USDT,116.27000000,118.34000000,105.53000000,108.02000000,4785327.96000000,534482136.34960000,543593
1649116800000,2022-04-05 00:00:00,LUNA/USDT,116.43000000,119.55000000,113.69000000,116.27000000,3481840.59000000,406775017.93073000,422990
1649030400000,2022-04-04 00:00:00,LUNA/USDT,112.87000000,117.70000000,109.31000000,116.42000000,3521697.14000000,399306984.87640000,425303
1648944000000,2022-04-03 00:00:00,LUNA/USDT,115.16000000,118.09000000,111.62000000,112.87000000,3175771.40000000,363552609.12280000,403849
1648857600000,2022-04-02 00:00:00,LUNA/USDT,105.90000000,117.34000000,105.56000000,115.18000000,4530463.15000000,508213462.80860000,570951
1648771200000,2022-04-01 00:00:00,LUNA/USDT,103.02000000,108.00000000,98.51000000,105.90000000,3374194.40000000,349578410.56180000,345004
1648684800000,2022-03-31 00:00:00,LUNA/USDT,106.05000000,108.85000000,101.50000000,103.02000000,3103034.61000000,327429628.79760000,330422
1648598400000,2022-03-30 00:00:00,LUNA/USDT,109.03000000,111.52000000,103.49000000,106.04000000,4301211.71100000,461059749.97170000,485147
1648512000000,2022-03-29 00:00:00,LUNA/USDT,97.19000000,109.90000000,97.00000000,109.02000000,7575045.98000000,794164387.06090000,783682
1648425600000,2022-03-28 00:00:00,LUNA/USDT,94.11000000,101.66000000,92.90000000,97.18000000,5302793.37000000,513404903.30760000,489098
1648339200000,2022-03-27 00:00:00,LUNA/USDT,91.36000000,94.58000000,89.62000000,94.12000000,1654350.56000000,151437070.44330000,155288
1648252800000,2022-03-26 00:00:00,LUNA/USDT,90.38000000,91.94000000,88.87000000,91.37000000,1798813.88000000,162391189.94020000,156053
1648166400000,2022-03-25 00:00:00,LUNA/USDT,93.64000000,94.90000000,88.80000000,90.39000000,3066849.02000000,283119138.72750000,263936
1648080000000,2022-03-24 00:00:00,LUNA/USDT,94.86000000,95.77000000,91.58000000,93.64000000,2869855.93000000,269402700.20390000,259976
1647993600000,2022-03-23 00:00:00,LUNA/USDT,93.05000000,96.64000000,92.34000000,94.86000000,2603281.86000000,245353098.78020000,253169
1647907200000,2022-03-22 00:00:00,LUNA/USDT,95.76000000,96.51000000,92.14000000,93.06000000,2883487.28000000,270520093.00670000,293404
1647820800000,2022-03-21 00:00:00,LUNA/USDT,90.63000000,97.77000000,90.33000000,95.76000000,4219640.26000000,400406895.73560000,442438
1647734400000,2022-03-20 00:00:00,LUNA/USDT,92.11000000,94.47000000,89.67000000,90.62000000,2521853.46000000,232001076.23470000,281309
1647648000000,2022-03-19 00:00:00,LUNA/USDT,88.52000000,93.58000000,87.38000000,92.11000000,3456523.12000000,312873597.56530000,331048
1647561600000,2022-03-18 00:00:00,LUNA/USDT,86.84000000,88.75000000,82.57000000,88.54000000,4227993.24000000,360463592.35510000,347665
1647475200000,2022-03-17 00:00:00,LUNA/USDT,89.16000000,90.43000000,86.44000000,86.83000000,2847012.72000000,251006690.03940000,240223
1647388800000,2022-03-16 00:00:00,LUNA/USDT,88.49000000,90.70000000,86.00000000,89.15000000,4672933.49000000,413674487.90430000,433335
1647302400000,2022-03-15 00:00:00,LUNA/USDT,94.86000000,95.84000000,87.84000000,88.48000000,4400556.71000000,402484043.36070000,405024
1647216000000,2022-03-14 00:00:00,LUNA/USDT,87.37000000,94.98000000,86.63000000,94.87000000,5197090.94000000,476267919.97010000,511119
1647129600000,2022-03-13 00:00:00,LUNA/USDT,86.04000000,92.78000000,85.34000000,87.38000000,3712189.26000000,328739180.21300000,361179
1647043200000,2022-03-12 00:00:00,LUNA/USDT,88.41000000,92.54000000,85.76000000,86.05000000,3269128.37000000,293542603.48650000,298511
1646956800000,2022-03-11 00:00:00,LUNA/USDT,101.19000000,101.78000000,87.83000000,88.42000000,7889590.53000000,752513121.02310000,709285
1646870400000,2022-03-10 00:00:00,LUNA/USDT,99.22000000,104.59000000,92.02000000,101.16000000,10143804.03000000,994783720.59350000,943366
1646784000000,2022-03-09 00:00:00,LUNA/USDT,85.31000000,104.83000000,84.87000000,99.21000000,10598816.09000000,1030753268.96300000,1018582
1646697600000,2022-03-08 00:00:00,LUNA/USDT,77.78000000,86.97000000,77.28000000,85.28000000,5809775.03000000,478466319.51870000,444888
1646611200000,2022-03-07 00:00:00,LUNA/USDT,79.25000000,83.90000000,75.58000000,77.80000000,6093861.11000000,486104966.30150000,488638
1646524800000,2022-03-06 00:00:00,LUNA/USDT,87.55000000,88.38000000,78.50000000,79.20000000,5303792.40000000,441141813.00210000,512571
1646438400000,2022-03-05 00:00:00,LUNA/USDT,83.44000000,88.63000000,80.28000000,87.56000000,5341807.62000000,451464311.80010000,517069
1646352000000,2022-03-04 00:00:00,LUNA/USDT,90.52000000,93.51000000,82.76000000,83.44000000,7234521.75000000,647086055.97850000,696674
1646265600000,2022-03-03 00:00:00,LUNA/USDT,92.30000000,94.26000000,86.78000000,90.52000000,6006618.13000000,546341737.73180000,651693
1646179200000,2022-03-02 00:00:00,LUNA/USDT,89.69000000,97.29000000,88.12000000,92.29000000,8629130.94000000,802127148.50790000,917465
1646092800000,2022-03-01 00:00:00,LUNA/USDT,91.35000000,94.96000000,86.11000000,89.70000000,9042288.79000000,815038198.49170000,911159
1646006400000,2022-02-28 00:00:00,LUNA/USDT,72.57000000,95.38000000,70.44000000,91.35000000,9843336.91000000,788365756.58930000,960467
1645920000000,2022-02-27 00:00:00,LUNA/USDT,78.14000000,79.00000000,71.21000000,72.57000000,6577089.93000000,494953180.29930000,621081
1645833600000,2022-02-26 00:00:00,LUNA/USDT,73.12000000,79.60000000,72.16000000,78.13000000,6362000.36000000,477575662.76300000,608918
1645747200000,2022-02-25 00:00:00,LUNA/USDT,65.15000000,73.83000000,63.84000000,73.13000000,9926669.56000000,667937058.21440000,805928
1645660800000,2022-02-24 00:00:00,LUNA/USDT,59.59000000,66.07000000,50.25000000,65.15000000,17905166.95000000,1019357742.43660000,1137012
1645574400000,2022-02-23 00:00:00,LUNA/USDT,54.74000000,65.21000000,54.54000000,59.58000000,8683554.96000000,513549758.71030000,602730
1645488000000,2022-02-22 00:00:00,LUNA/USDT,50.11000000,56.05000000,48.43000000,54.74000000,6944791.71000000,360791338.94000000,419195
1645401600000,2022-02-21 00:00:00,LUNA/USDT,49.32000000,53.95000000,48.95000000,50.12000000,5984234.19000000,308899177.84660000,366280
1645315200000,2022-02-20 00:00:00,LUNA/USDT,50.48000000,50.70000000,47.29000000,49.34000000,3187659.69000000,156060698.33120000,185636
