https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEEK,Volume USDT
1657238400,2022-07-08 00:00:00,CEEK/USDT,0.3243,0.3309,0.3144,0.32,1612074.69084603,518891.654014911651
1657152000,2022-07-07 00:00:00,CEEK/USDT,0.3174,0.3328,0.3001,0.3242,2706745.58410862,855685.792821582884
1657065600,2022-07-06 00:00:00,CEEK/USDT,0.3187,0.3546,0.3,0.3174,4785976.42917084,1569575.081421113051
1656979200,2022-07-05 00:00:00,CEEK/USDT,0.3151,0.3579,0.2884,0.3187,4315413.91493086,1394708.596719171534
1656892800,2022-07-04 00:00:00,CEEK/USDT,0.2544,0.37,0.2503,0.3159,5034688.66774894,1577753.933199164479
1656806400,2022-07-03 00:00:00,CEEK/USDT,0.2244,0.2672,0.2227,0.2531,2953430.82622484,736423.173413125455
1656720000,2022-07-02 00:00:00,CEEK/USDT,0.2159,0.2309,0.2097,0.2236,1124205.43083076,244842.242070673889
1656633600,2022-07-01 00:00:00,CEEK/USDT,0.2206,0.23,0.211,0.214,1391222.58523136,305293.369028826642
1656547200,2022-06-30 00:00:00,CEEK/USDT,0.2122,0.2284,0.1904,0.2206,2212659.42880999,463042.699662793097
1656460800,2022-06-29 00:00:00,CEEK/USDT,0.1993,0.2375,0.1863,0.2122,2323380.93255531,471932.730728292769
1656374400,2022-06-28 00:00:00,CEEK/USDT,0.2268,0.2341,0.1942,0.1996,2157433.85459046,461142.115111804554
1656288000,2022-06-27 00:00:00,CEEK/USDT,0.218,0.25,0.2174,0.2275,2690206.9686261,621908.051202692467
1656201600,2022-06-26 00:00:00,CEEK/USDT,0.177,0.2797,0.1724,0.218,5998166.0745794,1379600.328700127052
1656115200,2022-06-25 00:00:00,CEEK/USDT,0.1557,0.1855,0.1518,0.1761,1428713.29277866,235096.554510381289
1656028800,2022-06-24 00:00:00,CEEK/USDT,0.1459,0.1618,0.1304,0.1556,1028296.4285294,154031.293501882666
1655942400,2022-06-23 00:00:00,CEEK/USDT,0.1374,0.15,0.1349,0.1452,647710.30007675,92613.694162463832
1655856000,2022-06-22 00:00:00,CEEK/USDT,0.1475,0.1499,0.1264,0.1376,1229360.47431599,172841.328279292247
1655769600,2022-06-21 00:00:00,CEEK/USDT,0.1423,0.1596,0.1401,0.1462,1223561.99313357,183034.861951178028
1655683200,2022-06-20 00:00:00,CEEK/USDT,0.1216,0.1653,0.1163,0.1412,3671590.2556775,525463.678788318164
1655596800,2022-06-19 00:00:00,CEEK/USDT,0.1155,0.125,0.1087,0.121,887325.37688741,102537.497231928243
1655510400,2022-06-18 00:00:00,CEEK/USDT,0.1266,0.1287,0.1036,0.1153,1224722.41212041,138774.154545793943
1655424000,2022-06-17 00:00:00,CEEK/USDT,0.1233,0.1286,0.1226,0.126,305966.02952416,38590.913736978459
1655337600,2022-06-16 00:00:00,CEEK/USDT,0.1354,0.1391,0.1215,0.1231,520344.00968334,66206.396293016023
1655251200,2022-06-15 00:00:00,CEEK/USDT,0.1251,0.1382,0.1122,0.1351,1047724.01503333,128975.592050992443
1655164800,2022-06-14 00:00:00,CEEK/USDT,0.1207,0.1351,0.1084,0.1268,1607330.34140469,200909.779847211076
1655078400,2022-06-13 00:00:00,CEEK/USDT,0.1309,0.1383,0.095,0.1211,2822203.48174685,326128.000815554043
1654992000,2022-06-12 00:00:00,CEEK/USDT,0.1465,0.1494,0.1302,0.131,1015684.29208108,139498.957880799806
1654905600,2022-06-11 00:00:00,CEEK/USDT,0.1608,0.1628,0.1417,0.1466,624936.70462637,95038.176546844782
1654819200,2022-06-10 00:00:00,CEEK/USDT,0.1723,0.1733,0.1572,0.1608,515265.41523919,86120.098833807874
1654732800,2022-06-09 00:00:00,CEEK/USDT,0.1749,0.178,0.167,0.1736,614384.20466733,106099.147932086439
1654646400,2022-06-08 00:00:00,CEEK/USDT,0.1802,0.1832,0.173,0.1737,347650.02462306,61310.031209891358
1654560000,2022-06-07 00:00:00,CEEK/USDT,0.185,0.1859,0.1735,0.1793,749837.66003547,134001.412597861881
1654473600,2022-06-06 00:00:00,CEEK/USDT,0.1816,0.19,0.1788,0.1858,494633.15662377,91605.952179362267
1654387200,2022-06-05 00:00:00,CEEK/USDT,0.1773,0.1901,0.1727,0.1816,701818.45974338,125770.989991133557
1654300800,2022-06-04 00:00:00,CEEK/USDT,0.1749,0.1792,0.1722,0.1771,284313.73426288,49927.393599919083
1654214400,2022-06-03 00:00:00,CEEK/USDT,0.1773,0.1808,0.1665,0.1749,461652.6468512,80870.155519706289
1654128000,2022-06-02 00:00:00,CEEK/USDT,0.1732,0.18,0.1686,0.1775,332718.86471565,58130.37173764913
1654041600,2022-06-01 00:00:00,CEEK/USDT,0.1854,0.1879,0.1692,0.1724,528777.93318211,94553.321655007761
1653955200,2022-05-31 00:00:00,CEEK/USDT,0.1905,0.208,0.1782,0.1856,863580.16347734,161459.689476686279
1653868800,2022-05-30 00:00:00,CEEK/USDT,0.1732,0.1941,0.1699,0.1916,800634.91890841,144156.414668825121
1653782400,2022-05-29 00:00:00,CEEK/USDT,0.1677,0.174,0.1644,0.1731,580515.52809578,98815.898300634627
1653696000,2022-05-28 00:00:00,CEEK/USDT,0.164,0.1713,0.1607,0.1683,488384.56084793,80902.623154160406
1653609600,2022-05-27 00:00:00,CEEK/USDT,0.1704,0.1868,0.1589,0.163,528566.44863583,88042.802481732608
1653523200,2022-05-26 00:00:00,CEEK/USDT,0.1799,0.1847,0.1588,0.1714,847480.60088377,144575.608901165327
1653436800,2022-05-25 00:00:00,CEEK/USDT,0.1826,0.19,0.173,0.1791,641869.35939624,114851.301506222508
1653350400,2022-05-24 00:00:00,CEEK/USDT,0.1784,0.1856,0.1654,0.1847,554371.9830007,97687.020403843188
1653264000,2022-05-23 00:00:00,CEEK/USDT,0.1835,0.1933,0.1742,0.1789,708947.73063744,130264.999275688158
1653177600,2022-05-22 00:00:00,CEEK/USDT,0.1791,0.1919,0.1777,0.1849,632558.21612997,115930.455668882531
1653091200,2022-05-21 00:00:00,CEEK/USDT,0.1779,0.1864,0.1718,0.1793,446014.88293515,79896.251908706751
1653004800,2022-05-20 00:00:00,CEEK/USDT,0.1849,0.187,0.1713,0.1778,626046.01446373,112214.006867370439
1652918400,2022-05-19 00:00:00,CEEK/USDT,0.1728,0.1906,0.1633,0.183,880955.25190997,156446.334734116447
1652832000,2022-05-18 00:00:00,CEEK/USDT,0.1943,0.1965,0.16,0.1737,883857.64285692,158443.137948489994
1652745600,2022-05-17 00:00:00,CEEK/USDT,0.1873,0.205,0.1801,0.1943,708632.60336992,135246.869741713525
1652659200,2022-05-16 00:00:00,CEEK/USDT,0.2048,0.2053,0.1792,0.1866,743354.07357211,139787.423339840431
1652572800,2022-05-15 00:00:00,CEEK/USDT,0.1847,0.2077,0.1722,0.2065,1495218.33407092,282713.614176205641
1652486400,2022-05-14 00:00:00,CEEK/USDT,0.1825,0.19,0.15,0.1847,2105663.61439598,356838.067635893689
1652400000,2022-05-13 00:00:00,CEEK/USDT,0.1495,0.2053,0.1469,0.1814,1002394.56516491,187062.419301129553
1652313600,2022-05-12 00:00:00,CEEK/USDT,0.1371,0.1746,0.108,0.1474,2159746.49849187,298008.110904419798
1652227200,2022-05-11 00:00:00,CEEK/USDT,0.248,0.2542,0.12,0.1407,2772665.02078547,513649.361053437395
1652140800,2022-05-10 00:00:00,CEEK/USDT,0.235,0.277,0.224,0.2456,1065183.12892914,264647.667208483415
1652054400,2022-05-09 00:00:00,CEEK/USDT,0.2794,0.2845,0.2246,0.2341,1119298.68763523,278659.503138539034
1651968000,2022-05-08 00:00:00,CEEK/USDT,0.3017,0.302,0.2651,0.278,480350.46488363,136586.013063115865
1651881600,2022-05-07 00:00:00,CEEK/USDT,0.3119,0.3187,0.2973,0.3018,349373.22444524,108101.585169341111
1651795200,2022-05-06 00:00:00,CEEK/USDT,0.328,0.3315,0.2848,0.3141,770667.6345525,240491.872492971129
1651708800,2022-05-05 00:00:00,CEEK/USDT,0.3709,0.3739,0.3095,0.3301,742215.88726744,252497.417367993367
1651622400,2022-05-04 00:00:00,CEEK/USDT,0.3345,0.383,0.33,0.3713,571888.06253856,204856.484279879142
1651536000,2022-05-03 00:00:00,CEEK/USDT,0.3425,0.3686,0.3146,0.3363,688022.21237523,233799.000327954968
1651449600,2022-05-02 00:00:00,CEEK/USDT,0.3625,0.3687,0.3378,0.3423,772629.14766906,273974.134644442608
1651363200,2022-05-01 00:00:00,CEEK/USDT,0.3558,0.3933,0.3485,0.3618,676290.57865805,247149.725047494417
1651276800,2022-04-30 00:00:00,CEEK/USDT,0.4152,0.4369,0.3508,0.3557,715406.48458785,283084.822979361804
1651190400,2022-04-29 00:00:00,CEEK/USDT,0.4106,0.4679,0.3923,0.4151,1053522.92976971,445083.659785835341
1651104000,2022-04-28 00:00:00,CEEK/USDT,0.4185,0.4239,0.4,0.4106,568351.80702419,235831.951054606332
1651017600,2022-04-27 00:00:00,CEEK/USDT,0.4121,0.4299,0.4036,0.4201,548344.70092742,227131.367254415865
1650931200,2022-04-26 00:00:00,CEEK/USDT,0.4444,0.465,0.407,0.4122,849983.84178371,362583.233169968114
1650844800,2022-04-25 00:00:00,CEEK/USDT,0.456,0.4567,0.4,0.4445,891795.13064384,381557.798585587621
1650758400,2022-04-24 00:00:00,CEEK/USDT,0.4651,0.4724,0.45,0.4572,352985.03723569,163440.881121771759
1650672000,2022-04-23 00:00:00,CEEK/USDT,0.4804,0.481,0.4509,0.4655,718748.79385427,335596.639157504911
1650585600,2022-04-22 00:00:00,CEEK/USDT,0.4701,0.4828,0.4493,0.4818,600186.58208005,281131.452436172382
1650499200,2022-04-21 00:00:00,CEEK/USDT,0.4874,0.5078,0.46,0.4701,585331.41017403,285927.150492395859
1650412800,2022-04-20 00:00:00,CEEK/USDT,0.4951,0.5107,0.4797,0.4873,684913.26381238,339485.444708663556
1650326400,2022-04-19 00:00:00,CEEK/USDT,0.5042,0.5163,0.4753,0.4952,543391.38026162,270218.281436864691
1650240000,2022-04-18 00:00:00,CEEK/USDT,0.471,0.5231,0.4422,0.5017,780460.38747923,375155.496913602216
1650153600,2022-04-17 00:00:00,CEEK/USDT,0.4799,0.4949,0.4657,0.471,414587.62185714,199977.24231980518
1650067200,2022-04-16 00:00:00,CEEK/USDT,0.4838,0.495,0.4585,0.48,458664.82285227,217904.717697745571
1649980800,2022-04-15 00:00:00,CEEK/USDT,0.484,0.53,0.47,0.4847,546175.46099939,266017.212811320503
1649894400,2022-04-14 00:00:00,CEEK/USDT,0.4761,0.5385,0.4604,0.484,1126639.39880121,551274.263907384025
1649808000,2022-04-13 00:00:00,CEEK/USDT,0.4273,0.5169,0.4172,0.4761,924307.04404983,426720.76872846258
1649721600,2022-04-12 00:00:00,CEEK/USDT,0.4077,0.442,0.3976,0.4297,606278.27181638,255839.659268491514
1649635200,2022-04-11 00:00:00,CEEK/USDT,0.4575,0.47,0.4009,0.4054,808963.78668346,346067.880507535131
1649548800,2022-04-10 00:00:00,CEEK/USDT,0.4772,0.5174,0.4452,0.4586,708929.85225504,332463.634148163134
1649462400,2022-04-09 00:00:00,CEEK/USDT,0.4837,0.531,0.4512,0.48,749850.55768618,360791.874027177445
1649376000,2022-04-08 00:00:00,CEEK/USDT,0.418,0.6872,0.418,0.4819,2543362.78853752,1399477.379043993829
