https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CQT,Volume USDT
1652832000,2022-05-18 00:00:00,CQT/USDT,0.1587,0.1613,0.1452,0.1524,377757.50583184,57713.922419317371
1652745600,2022-05-17 00:00:00,CQT/USDT,0.1707,0.1713,0.1524,0.1586,317100.92927292,50386.177520775576
1652659200,2022-05-16 00:00:00,CQT/USDT,0.1584,0.1967,0.1466,0.1707,1091090.29938245,187447.752719626594
1652572800,2022-05-15 00:00:00,CQT/USDT,0.1527,0.1596,0.1426,0.159,750084.47207255,113599.53604721817
1652486400,2022-05-14 00:00:00,CQT/USDT,0.1506,0.153,0.1347,0.1523,467984.8804008,68029.022982885897
1652400000,2022-05-13 00:00:00,CQT/USDT,0.1326,0.1569,0.1321,0.1506,491465.54132121,71183.692811536759
1652313600,2022-05-12 00:00:00,CQT/USDT,0.1568,0.1602,0.126,0.1317,1845546.96218171,258920.405812292871
1652227200,2022-05-11 00:00:00,CQT/USDT,0.2015,0.2088,0.1571,0.1578,1071384.0333707,200388.375966204577
1652140800,2022-05-10 00:00:00,CQT/USDT,0.2078,0.2296,0.2007,0.2019,522929.4892013,112190.034098955005
1652054400,2022-05-09 00:00:00,CQT/USDT,0.2255,0.228,0.2077,0.2077,816381.31641304,177435.836356142584
1651968000,2022-05-08 00:00:00,CQT/USDT,0.2321,0.233,0.2234,0.226,488830.56820775,111337.778575055662
1651881600,2022-05-07 00:00:00,CQT/USDT,0.2424,0.2428,0.2322,0.2335,451346.89028351,107439.733177968898
1651795200,2022-05-06 00:00:00,CQT/USDT,0.2439,0.2535,0.2395,0.2424,352069.61920126,85893.73462969929
1651708800,2022-05-05 00:00:00,CQT/USDT,0.2741,0.2799,0.2392,0.2436,552873.02843363,145042.306271614171
1651622400,2022-05-04 00:00:00,CQT/USDT,0.2337,0.2738,0.2322,0.2733,975158.3567653,250607.02970310734
1651536000,2022-05-03 00:00:00,CQT/USDT,0.2346,0.2418,0.2327,0.2338,318804.47213034,75330.237004743311
1651449600,2022-05-02 00:00:00,CQT/USDT,0.2315,0.2455,0.2315,0.2345,340293.84136142,81047.81791705233
1651363200,2022-05-01 00:00:00,CQT/USDT,0.2332,0.2402,0.2259,0.2317,723709.76585573,167566.398395794698
1651276800,2022-04-30 00:00:00,CQT/USDT,0.2638,0.2694,0.2327,0.2328,358088.97097827,91641.376149519029
1651190400,2022-04-29 00:00:00,CQT/USDT,0.2764,0.2799,0.2595,0.2638,194778.75728196,52548.691784733978
1651104000,2022-04-28 00:00:00,CQT/USDT,0.2797,0.2834,0.2741,0.2754,195160.94478574,54130.882378435907
1651017600,2022-04-27 00:00:00,CQT/USDT,0.2836,0.2867,0.2769,0.2806,214600.83554263,60247.867197139697
1650931200,2022-04-26 00:00:00,CQT/USDT,0.2878,0.3009,0.2817,0.2831,376659.18274368,109111.019546452512
1650844800,2022-04-25 00:00:00,CQT/USDT,0.2986,0.2997,0.2737,0.2882,420616.37998075,119401.088397440014
1650758400,2022-04-24 00:00:00,CQT/USDT,0.3057,0.3104,0.292,0.2986,358294.90499428,106985.63562883528
1650672000,2022-04-23 00:00:00,CQT/USDT,0.307,0.3107,0.3048,0.3052,130486.83499691,40018.962869233509
1650585600,2022-04-22 00:00:00,CQT/USDT,0.31,0.314,0.306,0.308,144850.8639153,44835.439360649237
1650499200,2022-04-21 00:00:00,CQT/USDT,0.3197,0.3321,0.31,0.31,334916.28745157,107942.462909089022
1650412800,2022-04-20 00:00:00,CQT/USDT,0.3292,0.3303,0.3186,0.3205,220671.58903614,71608.700174411258
1650326400,2022-04-19 00:00:00,CQT/USDT,0.3074,0.3329,0.3065,0.3292,288077.59384739,91742.475271033488
1650240000,2022-04-18 00:00:00,CQT/USDT,0.2971,0.3082,0.2905,0.3065,308556.25776487,91923.950993535345
1650153600,2022-04-17 00:00:00,CQT/USDT,0.305,0.3055,0.297,0.297,295897.77857406,88824.015647116652
1650067200,2022-04-16 00:00:00,CQT/USDT,0.2939,0.305,0.2939,0.305,164492.09851812,49239.861537445282
1649980800,2022-04-15 00:00:00,CQT/USDT,0.2937,0.3027,0.2911,0.2939,299968.99074697,88838.580282198063
1649894400,2022-04-14 00:00:00,CQT/USDT,0.3122,0.3161,0.2919,0.2937,259139.00794755,78798.151714018713
1649808000,2022-04-13 00:00:00,CQT/USDT,0.3085,0.3127,0.3005,0.3119,630788.09161331,194244.335427910434
1649721600,2022-04-12 00:00:00,CQT/USDT,0.304,0.3199,0.3031,0.3093,464032.47548518,143795.235419068585
1649635200,2022-04-11 00:00:00,CQT/USDT,0.34,0.34,0.302,0.3048,538589.70860653,170927.099246517653
1649548800,2022-04-10 00:00:00,CQT/USDT,0.3428,0.3449,0.3292,0.3401,669776.94946701,225417.451309411234
1649462400,2022-04-09 00:00:00,CQT/USDT,0.3322,0.3475,0.3317,0.3434,460232.77105346,156705.514402589602
1649376000,2022-04-08 00:00:00,CQT/USDT,0.3501,0.3609,0.3316,0.3316,1200676.63961952,420628.912216730522
1649289600,2022-04-07 00:00:00,CQT/USDT,0.3386,0.356,0.3347,0.3498,727684.67884531,249719.14557773485
1649203200,2022-04-06 00:00:00,CQT/USDT,0.375,0.3759,0.3354,0.3386,1250959.31394819,441278.989989613655
1649116800,2022-04-05 00:00:00,CQT/USDT,0.3993,0.408,0.375,0.375,823304.59744695,323732.689042341671
1649030400,2022-04-04 00:00:00,CQT/USDT,0.4138,0.4315,0.3828,0.3997,1143538.77115842,463480.07851845678
1648944000,2022-04-03 00:00:00,CQT/USDT,0.406,0.4221,0.3961,0.4147,777915.70701139,317375.813978474377
1648857600,2022-04-02 00:00:00,CQT/USDT,0.4009,0.4296,0.4009,0.4053,1152763.75721129,478325.631936055063
1648771200,2022-04-01 00:00:00,CQT/USDT,0.3852,0.403,0.3688,0.401,821989.45680304,316246.361994589294
1648684800,2022-03-31 00:00:00,CQT/USDT,0.3942,0.4349,0.3796,0.3854,2632254.89557929,1062251.857369027061
1648598400,2022-03-30 00:00:00,CQT/USDT,0.3663,0.405,0.3663,0.3945,984891.62632466,377874.707258575014
1648512000,2022-03-29 00:00:00,CQT/USDT,0.3601,0.3894,0.3552,0.3655,619169.9458222,228705.301939033645
1648425600,2022-03-28 00:00:00,CQT/USDT,0.3661,0.3743,0.36,0.3601,815691.83016997,300586.112487545516
1648339200,2022-03-27 00:00:00,CQT/USDT,0.3637,0.3715,0.3467,0.3662,769816.98132076,276600.678790928414
1648252800,2022-03-26 00:00:00,CQT/USDT,0.3751,0.3916,0.3563,0.3638,587192.20660317,215555.068094732945
1648166400,2022-03-25 00:00:00,CQT/USDT,0.344,0.4022,0.3364,0.3748,1435321.21899487,527792.238302382947
1648080000,2022-03-24 00:00:00,CQT/USDT,0.3441,0.3538,0.3201,0.3437,1368768.36302473,462639.832421771391
1647993600,2022-03-23 00:00:00,CQT/USDT,0.3438,0.3757,0.3144,0.3447,1274613.45697078,442077.938137968021
1647907200,2022-03-22 00:00:00,CQT/USDT,0.3284,0.3509,0.3189,0.3439,1134588.94632312,378084.794194219076
1647820800,2022-03-21 00:00:00,CQT/USDT,0.3279,0.3361,0.3186,0.3286,669094.66123142,219319.279897231811
1647734400,2022-03-20 00:00:00,CQT/USDT,0.3422,0.3431,0.3267,0.3281,333682.43931608,111326.905109986215
1647648000,2022-03-19 00:00:00,CQT/USDT,0.3329,0.345,0.33,0.3421,324047.72561014,109498.459467355798
1647561600,2022-03-18 00:00:00,CQT/USDT,0.3272,0.334,0.3181,0.3324,428733.43185351,139465.888555184479
1647475200,2022-03-17 00:00:00,CQT/USDT,0.3184,0.3287,0.295,0.3274,566966.6289106,176038.90342033845
1647388800,2022-03-16 00:00:00,CQT/USDT,0.3238,0.3248,0.2899,0.318,2659933.05018219,803575.894081348834
1647302400,2022-03-15 00:00:00,CQT/USDT,0.3357,0.338,0.31,0.3238,681787.45647748,218115.215325749405
1647216000,2022-03-14 00:00:00,CQT/USDT,0.3329,0.3383,0.3264,0.3371,174542.41231024,57951.574069334021
1647129600,2022-03-13 00:00:00,CQT/USDT,0.3386,0.3406,0.3326,0.3339,116032.55324546,38932.413130987483
1647043200,2022-03-12 00:00:00,CQT/USDT,0.3417,0.3437,0.3381,0.3383,82055.36626523,27957.469070456173
1646956800,2022-03-11 00:00:00,CQT/USDT,0.3433,0.3443,0.3351,0.342,205342.90103895,69823.843640571746
1646870400,2022-03-10 00:00:00,CQT/USDT,0.3544,0.3552,0.338,0.3433,344731.41133994,119506.146780265407
1646784000,2022-03-09 00:00:00,CQT/USDT,0.3605,0.3734,0.3359,0.3552,576057.23985512,206855.740943231602
1646697600,2022-03-08 00:00:00,CQT/USDT,0.3598,0.3691,0.3408,0.361,368547.0159483,131330.230797159443
1646611200,2022-03-07 00:00:00,CQT/USDT,0.4184,0.4403,0.36,0.3601,628426.44106318,247120.569234596577
1646524800,2022-03-06 00:00:00,CQT/USDT,0.3576,0.4289,0.3567,0.4174,1345529.97493978,543707.742429460635
1646438400,2022-03-05 00:00:00,CQT/USDT,0.3285,0.3594,0.3266,0.3581,184188.54363204,63737.926302403495
1646352000,2022-03-04 00:00:00,CQT/USDT,0.3524,0.3552,0.3276,0.3286,359104.38361643,123090.688267098679
1646265600,2022-03-03 00:00:00,CQT/USDT,0.3608,0.3608,0.3504,0.3518,224663.58380896,80151.535103688048
1646179200,2022-03-02 00:00:00,CQT/USDT,0.3701,0.378,0.3573,0.3608,263391.80713504,96495.997770858478
1646092800,2022-03-01 00:00:00,CQT/USDT,0.3548,0.3708,0.3515,0.3708,474847.08137442,171137.790722762084
1646006400,2022-02-28 00:00:00,CQT/USDT,0.3301,0.3552,0.3268,0.3549,239531.71495596,81107.509870314574
1645920000,2022-02-27 00:00:00,CQT/USDT,0.3565,0.3581,0.3274,0.3284,374051.64607892,129287.23567282452
1645833600,2022-02-26 00:00:00,CQT/USDT,0.3422,0.358,0.3378,0.3573,180307.18419162,62738.140450972887
1645747200,2022-02-25 00:00:00,CQT/USDT,0.3262,0.3481,0.3249,0.3422,193207.86677018,65000.680871371774
1645660800,2022-02-24 00:00:00,CQT/USDT,0.3445,0.3451,0.3101,0.3271,431773.27184862,138574.383314042356
1645574400,2022-02-23 00:00:00,CQT/USDT,0.3506,0.3661,0.3448,0.3464,345785.87475064,122568.413696632889
1645488000,2022-02-22 00:00:00,CQT/USDT,0.3555,0.3564,0.333,0.3505,656964.89521335,225975.877627754239
1645401600,2022-02-21 00:00:00,CQT/USDT,0.3613,0.376,0.3539,0.3555,415356.04774662,151254.78957187419
1645315200,2022-02-20 00:00:00,CQT/USDT,0.3898,0.3898,0.354,0.3616,296961.87520664,109375.469183187316
1645228800,2022-02-19 00:00:00,CQT/USDT,0.3772,0.3897,0.3764,0.3895,207462.74625855,79513.861479363662
1645142400,2022-02-18 00:00:00,CQT/USDT,0.3863,0.3959,0.3472,0.3765,374065.75427689,142251.302068731014
1645056000,2022-02-17 00:00:00,CQT/USDT,0.4263,0.4704,0.3797,0.3863,639068.47159963,262925.70932750445
1644969600,2022-02-16 00:00:00,CQT/USDT,0.417,0.4277,0.3984,0.4277,348964.44485031,144576.493212746983
1644883200,2022-02-15 00:00:00,CQT/USDT,0.3943,0.4203,0.3932,0.4155,528371.48220969,215997.569357289559
1644796800,2022-02-14 00:00:00,CQT/USDT,0.392,0.4064,0.386,0.3944,284969.25439643,112483.576284926332
1644710400,2022-02-13 00:00:00,CQT/USDT,0.4089,0.4091,0.3777,0.3913,340486.53039561,135076.400780407995
1644624000,2022-02-12 00:00:00,CQT/USDT,0.4175,0.4255,0.3923,0.4091,492950.26871965,200833.93286838029
1644537600,2022-02-11 00:00:00,CQT/USDT,0.4501,0.4543,0.4165,0.4173,319935.98676033,142613.049316283937
1644451200,2022-02-10 00:00:00,CQT/USDT,0.4592,0.4855,0.4451,0.4504,362270.80169123,169124.393973726791
1644364800,2022-02-09 00:00:00,CQT/USDT,0.4511,0.48,0.4504,0.4606,415439.92692983,191877.253353121435
1644278400,2022-02-08 00:00:00,CQT/USDT,0.4736,0.4785,0.4298,0.4508,757738.60590391,340780.184288324502
1644192000,2022-02-07 00:00:00,CQT/USDT,0.4412,0.4883,0.4412,0.4734,478063.2494578,219789.053952773425
1644105600,2022-02-06 00:00:00,CQT/USDT,0.4158,0.4552,0.4123,0.4433,426800.40053052,186489.833567798879
1644019200,2022-02-05 00:00:00,CQT/USDT,0.4116,0.4235,0.407,0.4171,257198.7375475,106969.791176854214
1643932800,2022-02-04 00:00:00,CQT/USDT,0.3756,0.4151,0.3737,0.4122,507388.45549322,201354.094705395303
1643846400,2022-02-03 00:00:00,CQT/USDT,0.3867,0.3871,0.367,0.3752,180669.34211668,68161.034962903556
1643760000,2022-02-02 00:00:00,CQT/USDT,0.3932,0.4027,0.3785,0.3863,433931.85295864,169549.314835401133
1643673600,2022-02-01 00:00:00,CQT/USDT,0.3826,0.4026,0.3743,0.3932,581081.38586957,226047.783031946123
1643587200,2022-01-31 00:00:00,CQT/USDT,0.3847,0.3876,0.368,0.3821,374164.27583947,140637.944264897924
