https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume BTC,tradecount
1656374400000,2022-06-28 00:00:00,XMR/BTC,0.00580700,0.00586800,0.00565900,0.00579900,49461.78000000,285.44580074,19745
1656288000000,2022-06-27 00:00:00,XMR/BTC,0.00595500,0.00612000,0.00579300,0.00580400,43093.56600000,256.40288109,14236
1656201600000,2022-06-26 00:00:00,XMR/BTC,0.00593300,0.00620500,0.00590000,0.00595800,34575.49200000,210.13355799,12990
1656115200000,2022-06-25 00:00:00,XMR/BTC,0.00596300,0.00598400,0.00576700,0.00592600,24834.72000000,145.73682615,8848
1656028800000,2022-06-24 00:00:00,XMR/BTC,0.00581400,0.00607900,0.00581400,0.00596400,43140.07900000,257.22620838,13122
1655942400000,2022-06-23 00:00:00,XMR/BTC,0.00556200,0.00583200,0.00555700,0.00581200,34834.82700000,199.48387196,12771
1655856000000,2022-06-22 00:00:00,XMR/BTC,0.00573800,0.00573900,0.00555800,0.00556500,40707.32200000,230.13678017,15640
1655769600000,2022-06-21 00:00:00,XMR/BTC,0.00570100,0.00584800,0.00565000,0.00573400,49166.27800000,282.16149901,19230
1655683200000,2022-06-20 00:00:00,XMR/BTC,0.00556300,0.00574700,0.00544500,0.00570100,48163.52400000,268.48031079,20447
1655596800000,2022-06-19 00:00:00,XMR/BTC,0.00549700,0.00579700,0.00542200,0.00556300,58290.28800000,325.92196288,24988
1655510400000,2022-06-18 00:00:00,XMR/BTC,0.00559000,0.00562000,0.00529400,0.00549700,75039.65100000,412.79332965,27934
1655424000000,2022-06-17 00:00:00,XMR/BTC,0.00522800,0.00560000,0.00521700,0.00559100,80536.08300000,438.91467395,27136
1655337600000,2022-06-16 00:00:00,XMR/BTC,0.00524800,0.00533000,0.00500000,0.00522700,94454.20200000,486.39475793,34954
1655251200000,2022-06-15 00:00:00,XMR/BTC,0.00534800,0.00544000,0.00505700,0.00524700,125606.73500000,662.34473226,59098
1655164800000,2022-06-14 00:00:00,XMR/BTC,0.00590100,0.00593200,0.00532000,0.00534800,97983.19300000,544.95753960,47140
1655078400000,2022-06-13 00:00:00,XMR/BTC,0.00595200,0.00623700,0.00565900,0.00589600,92525.91000000,550.18397420,48220
1654992000000,2022-06-12 00:00:00,XMR/BTC,0.00585900,0.00601100,0.00555900,0.00595200,37305.75600000,217.67807801,22603
1654905600000,2022-06-11 00:00:00,XMR/BTC,0.00599200,0.00607900,0.00568900,0.00586500,35854.34700000,211.27238613,17495
1654819200000,2022-06-10 00:00:00,XMR/BTC,0.00617700,0.00622700,0.00593600,0.00599000,40583.66500000,246.03485813,16820
1654732800000,2022-06-09 00:00:00,XMR/BTC,0.00617400,0.00621900,0.00605400,0.00617200,25655.40300000,157.87935159,10870
1654646400000,2022-06-08 00:00:00,XMR/BTC,0.00601900,0.00619300,0.00599300,0.00618100,21508.08800000,131.14788601,13507
1654560000000,2022-06-07 00:00:00,XMR/BTC,0.00603700,0.00635500,0.00600900,0.00601700,33180.48300000,206.32055717,18983
1654473600000,2022-06-06 00:00:00,XMR/BTC,0.00628100,0.00631900,0.00599600,0.00603500,42683.92200000,261.67309844,22193
1654387200000,2022-06-05 00:00:00,XMR/BTC,0.00632900,0.00644300,0.00622400,0.00628100,25967.16200000,164.30803600,19100
1654300800000,2022-06-04 00:00:00,XMR/BTC,0.00652200,0.00658400,0.00629800,0.00633000,31282.57900000,202.74725331,17536
1654214400000,2022-06-03 00:00:00,XMR/BTC,0.00661200,0.00668100,0.00631000,0.00652200,34672.75800000,225.68716482,20441
1654128000000,2022-06-02 00:00:00,XMR/BTC,0.00667100,0.00674500,0.00645900,0.00661400,44950.67200000,297.04090306,21368
1654041600000,2022-06-01 00:00:00,XMR/BTC,0.00624400,0.00685900,0.00612300,0.00666600,70247.04100000,448.81456316,27762
1653955200000,2022-05-31 00:00:00,XMR/BTC,0.00643100,0.00658300,0.00601600,0.00624200,80104.37300000,503.50044773,25789
1653868800000,2022-05-30 00:00:00,XMR/BTC,0.00631000,0.00663200,0.00617600,0.00643100,92032.53700000,590.53922119,28954
1653782400000,2022-05-29 00:00:00,XMR/BTC,0.00605700,0.00641000,0.00580500,0.00631200,53627.89200000,325.68508523,21301
1653696000000,2022-05-28 00:00:00,XMR/BTC,0.00632300,0.00639700,0.00600200,0.00606100,40769.49300000,251.86585328,13505
1653609600000,2022-05-27 00:00:00,XMR/BTC,0.00648300,0.00655600,0.00617800,0.00631300,53497.59300000,340.89560488,24886
1653523200000,2022-05-26 00:00:00,XMR/BTC,0.00691200,0.00699400,0.00640600,0.00648600,63094.81500000,418.86663188,31824
1653436800000,2022-05-25 00:00:00,XMR/BTC,0.00650900,0.00692800,0.00642400,0.00691400,59884.86900000,402.57800370,34574
1653350400000,2022-05-24 00:00:00,XMR/BTC,0.00636800,0.00674800,0.00626300,0.00651200,44857.02600000,292.80802981,30035
1653264000000,2022-05-23 00:00:00,XMR/BTC,0.00617900,0.00657800,0.00607800,0.00636700,82991.64100000,527.33184165,48980
1653177600000,2022-05-22 00:00:00,XMR/BTC,0.00597100,0.00622700,0.00587000,0.00617900,40192.93300000,241.35037934,26987
1653091200000,2022-05-21 00:00:00,XMR/BTC,0.00596200,0.00614700,0.00582400,0.00597100,50174.85600000,299.83151258,37998
1653004800000,2022-05-20 00:00:00,XMR/BTC,0.00547500,0.00620000,0.00543800,0.00596200,77177.94000000,450.43250833,55998
1652918400000,2022-05-19 00:00:00,XMR/BTC,0.00540500,0.00567200,0.00525200,0.00547300,52381.97700000,285.95185277,35268
1652832000000,2022-05-18 00:00:00,XMR/BTC,0.00567400,0.00581800,0.00537900,0.00540400,43537.86300000,244.47138500,34114
1652745600000,2022-05-17 00:00:00,XMR/BTC,0.00543900,0.00583400,0.00542800,0.00567500,48812.37900000,276.53238061,31651
1652659200000,2022-05-16 00:00:00,XMR/BTC,0.00549700,0.00587800,0.00541400,0.00544100,58895.54900000,330.62718427,45557
1652572800000,2022-05-15 00:00:00,XMR/BTC,0.00510100,0.00554700,0.00506600,0.00549600,50751.31000000,271.73332090,32351
1652486400000,2022-05-14 00:00:00,XMR/BTC,0.00492100,0.00514500,0.00470700,0.00510300,45885.07200000,226.33978514,27329
1652400000000,2022-05-13 00:00:00,XMR/BTC,0.00474900,0.00506000,0.00470000,0.00491000,52532.51900000,256.18742896,26514
1652313600000,2022-05-12 00:00:00,XMR/BTC,0.00483200,0.00520000,0.00444000,0.00474900,113361.79600000,537.85454334,72605
1652227200000,2022-05-11 00:00:00,XMR/BTC,0.00525000,0.00555400,0.00474900,0.00483300,110154.89500000,568.92233634,75389
1652140800000,2022-05-10 00:00:00,XMR/BTC,0.00576200,0.00587500,0.00498100,0.00525000,76441.88500000,423.95559413,50477
1652054400000,2022-05-09 00:00:00,XMR/BTC,0.00637700,0.00649800,0.00573200,0.00577400,72361.18400000,445.22830011,47669
1651968000000,2022-05-08 00:00:00,XMR/BTC,0.00577300,0.00647700,0.00576900,0.00637600,59456.35900000,364.51447696,41509
1651881600000,2022-05-07 00:00:00,XMR/BTC,0.00607600,0.00621500,0.00569700,0.00577400,43178.74300000,257.88451974,39440
1651795200000,2022-05-06 00:00:00,XMR/BTC,0.00565100,0.00607700,0.00558000,0.00607600,38253.09400000,221.04023021,34233
1651708800000,2022-05-05 00:00:00,XMR/BTC,0.00567500,0.00579400,0.00542100,0.00565200,51335.69900000,289.30226930,40664
1651622400000,2022-05-04 00:00:00,XMR/BTC,0.00549000,0.00568500,0.00537000,0.00567700,48350.05400000,267.05327174,34313
1651536000000,2022-05-03 00:00:00,XMR/BTC,0.00517700,0.00568000,0.00516300,0.00549000,53706.36600000,292.21745832,37443
1651449600000,2022-05-02 00:00:00,XMR/BTC,0.00551100,0.00559100,0.00509200,0.00517700,56327.15900000,301.27138047,41530
1651363200000,2022-05-01 00:00:00,XMR/BTC,0.00569300,0.00600300,0.00549000,0.00551000,40116.52700000,228.50792779,39226
1651276800000,2022-04-30 00:00:00,XMR/BTC,0.00571100,0.00610000,0.00562400,0.00569300,53918.44100000,314.92816183,39174
1651190400000,2022-04-29 00:00:00,XMR/BTC,0.00572000,0.00602700,0.00562000,0.00571600,65100.79100000,379.84470923,43193
1651104000000,2022-04-28 00:00:00,XMR/BTC,0.00584900,0.00599500,0.00564100,0.00572300,41331.66200000,240.74905740,36336
1651017600000,2022-04-27 00:00:00,XMR/BTC,0.00603100,0.00606800,0.00572100,0.00584700,52201.69600000,307.04386338,38761
1650931200000,2022-04-26 00:00:00,XMR/BTC,0.00629200,0.00653500,0.00599200,0.00603100,52806.43600000,334.16337717,45134
1650844800000,2022-04-25 00:00:00,XMR/BTC,0.00640300,0.00655300,0.00611400,0.00629300,55002.07900000,347.48451808,39788
1650758400000,2022-04-24 00:00:00,XMR/BTC,0.00676200,0.00676800,0.00626300,0.00640200,43724.98900000,283.60996333,29875
1650672000000,2022-04-23 00:00:00,XMR/BTC,0.00675700,0.00700000,0.00663200,0.00676200,37737.65000000,258.46591050,29610
1650585600000,2022-04-22 00:00:00,XMR/BTC,0.00688100,0.00714000,0.00658200,0.00675400,61594.72500000,420.56253238,42811
1650499200000,2022-04-21 00:00:00,XMR/BTC,0.00645300,0.00710900,0.00641400,0.00688400,126146.62100000,845.55437468,70702
1650412800000,2022-04-20 00:00:00,XMR/BTC,0.00612200,0.00658700,0.00608100,0.00645200,79412.35500000,500.05006185,45491
1650326400000,2022-04-19 00:00:00,XMR/BTC,0.00652700,0.00656000,0.00608200,0.00612100,65513.17900000,409.76490583,29677
1650240000000,2022-04-18 00:00:00,XMR/BTC,0.00608400,0.00688800,0.00595400,0.00652400,98102.43300000,620.32566746,48686
1650153600000,2022-04-17 00:00:00,XMR/BTC,0.00584800,0.00608800,0.00583000,0.00608400,28173.09700000,167.19866991,17430
1650067200000,2022-04-16 00:00:00,XMR/BTC,0.00590300,0.00593900,0.00563800,0.00584900,33932.15200000,196.57857853,19397
1649980800000,2022-04-15 00:00:00,XMR/BTC,0.00574500,0.00595000,0.00571700,0.00590300,38741.28800000,226.74648833,18421
1649894400000,2022-04-14 00:00:00,XMR/BTC,0.00575900,0.00584400,0.00560400,0.00574100,26083.82600000,149.20345431,18361
1649808000000,2022-04-13 00:00:00,XMR/BTC,0.00580700,0.00605000,0.00563900,0.00575900,50945.76000000,294.32343574,28440
1649721600000,2022-04-12 00:00:00,XMR/BTC,0.00571600,0.00624000,0.00569200,0.00580400,119920.39600000,716.11769470,54901
1649635200000,2022-04-11 00:00:00,XMR/BTC,0.00558900,0.00576600,0.00525500,0.00571900,68688.69600000,379.88551167,27432
1649548800000,2022-04-10 00:00:00,XMR/BTC,0.00560600,0.00568600,0.00537600,0.00559400,50895.59700000,282.36955501,18407
1649462400000,2022-04-09 00:00:00,XMR/BTC,0.00514300,0.00577400,0.00489300,0.00560700,87863.94500000,480.39029671,30565
1649376000000,2022-04-08 00:00:00,XMR/BTC,0.00519800,0.00523300,0.00508700,0.00513900,41596.85200000,214.74027262,16087
1649289600000,2022-04-07 00:00:00,XMR/BTC,0.00493900,0.00525100,0.00492900,0.00520300,52659.53400000,268.02965839,15417
1649203200000,2022-04-06 00:00:00,XMR/BTC,0.00488800,0.00501100,0.00476800,0.00493800,50835.74700000,249.52814374,16091
1649116800000,2022-04-05 00:00:00,XMR/BTC,0.00477100,0.00490900,0.00477000,0.00488700,44260.82600000,214.31729612,13833
1649030400000,2022-04-04 00:00:00,XMR/BTC,0.00468500,0.00484400,0.00460400,0.00477000,36671.90600000,172.29573601,11494
1648944000000,2022-04-03 00:00:00,XMR/BTC,0.00464100,0.00469200,0.00457300,0.00468500,26267.06400000,121.56225992,10064
1648857600000,2022-04-02 00:00:00,XMR/BTC,0.00472000,0.00478900,0.00462400,0.00463900,29294.74900000,138.28638761,9102
1648771200000,2022-04-01 00:00:00,XMR/BTC,0.00467200,0.00490000,0.00463100,0.00471800,49392.02000000,235.67284203,15067
1648684800000,2022-03-31 00:00:00,XMR/BTC,0.00470500,0.00473200,0.00458600,0.00467300,40175.41000000,187.36367755,11971
1648598400000,2022-03-30 00:00:00,XMR/BTC,0.00468000,0.00475800,0.00460100,0.00470200,39063.81500000,182.51301645,11051
1648512000000,2022-03-29 00:00:00,XMR/BTC,0.00456100,0.00472600,0.00455200,0.00468600,41578.67000000,193.83404251,11757
1648425600000,2022-03-28 00:00:00,XMR/BTC,0.00460600,0.00469000,0.00453000,0.00456200,41054.41000000,189.26737632,10986
1648339200000,2022-03-27 00:00:00,XMR/BTC,0.00464700,0.00482600,0.00454200,0.00460900,39434.42900000,184.46294069,13364
1648252800000,2022-03-26 00:00:00,XMR/BTC,0.00450400,0.00473800,0.00449400,0.00464700,36482.27500000,168.78932408,8975
1648166400000,2022-03-25 00:00:00,XMR/BTC,0.00463400,0.00465900,0.00448400,0.00451100,32122.06500000,146.42290603,7665
1648080000000,2022-03-24 00:00:00,XMR/BTC,0.00459600,0.00471400,0.00452800,0.00463700,48939.38900000,226.23885606,10158
1647993600000,2022-03-23 00:00:00,XMR/BTC,0.00457300,0.00466000,0.00454800,0.00460000,25178.28500000,115.66477036,7262
1647907200000,2022-03-22 00:00:00,XMR/BTC,0.00466600,0.00466800,0.00454400,0.00457300,33923.12100000,156.18312711,11674
1647820800000,2022-03-21 00:00:00,XMR/BTC,0.00471900,0.00473800,0.00461100,0.00466800,45444.00400000,212.63580422,13215
1647734400000,2022-03-20 00:00:00,XMR/BTC,0.00467500,0.00488200,0.00467500,0.00471900,61175.12000000,292.08271267,17270
1647648000000,2022-03-19 00:00:00,XMR/BTC,0.00467400,0.00483100,0.00459000,0.00467800,60443.45400000,284.39457478,18700
1647561600000,2022-03-18 00:00:00,XMR/BTC,0.00459200,0.00475800,0.00457100,0.00467200,42445.39300000,197.85235440,16530
1647475200000,2022-03-17 00:00:00,XMR/BTC,0.00460500,0.00468800,0.00454600,0.00458800,51116.55900000,235.73807512,18178
1647388800000,2022-03-16 00:00:00,XMR/BTC,0.00466000,0.00486100,0.00454100,0.00460600,74234.41700000,349.16937699,24728
1647302400000,2022-03-15 00:00:00,XMR/BTC,0.00468700,0.00493300,0.00460000,0.00466000,62835.90300000,297.88634652,22210
1647216000000,2022-03-14 00:00:00,XMR/BTC,0.00464600,0.00479100,0.00458800,0.00468600,45460.14200000,212.44336724,16866
1647129600000,2022-03-13 00:00:00,XMR/BTC,0.00477700,0.00497300,0.00463300,0.00465700,60393.52200000,288.65841901,21619
1647043200000,2022-03-12 00:00:00,XMR/BTC,0.00439800,0.00479000,0.00438500,0.00477900,80390.76600000,370.86969219,27450
1646956800000,2022-03-11 00:00:00,XMR/BTC,0.00452900,0.00452900,0.00431900,0.00440200,66516.79600000,293.77813148,19559
1646870400000,2022-03-10 00:00:00,XMR/BTC,0.00449200,0.00463100,0.00428000,0.00453000,103864.91200000,460.98901641,26685
1646784000000,2022-03-09 00:00:00,XMR/BTC,0.00525300,0.00531600,0.00442400,0.00449100,146772.48300000,700.58150441,37795
1646697600000,2022-03-08 00:00:00,XMR/BTC,0.00415200,0.00538600,0.00414200,0.00525200,96054.64100000,438.59667505,32463
1646611200000,2022-03-07 00:00:00,XMR/BTC,0.00413500,0.00418200,0.00409800,0.00415700,46496.72200000,192.47010202,9937
1646524800000,2022-03-06 00:00:00,XMR/BTC,0.00421200,0.00443200,0.00413000,0.00413500,76753.28100000,330.09567633,18292
1646438400000,2022-03-05 00:00:00,XMR/BTC,0.00408300,0.00421200,0.00400300,0.00421200,30226.25700000,123.59738817,10766
1646352000000,2022-03-04 00:00:00,XMR/BTC,0.00405400,0.00430700,0.00400600,0.00408200,86400.07700000,358.17507714,17945
1646265600000,2022-03-03 00:00:00,XMR/BTC,0.00404500,0.00417400,0.00401500,0.00405400,61498.07800000,251.89053758,14761
1646179200000,2022-03-02 00:00:00,XMR/BTC,0.00399900,0.00411400,0.00394500,0.00404500,58562.13700000,236.51615724,15324
1646092800000,2022-03-01 00:00:00,XMR/BTC,0.00394100,0.00406000,0.00393700,0.00400300,53820.98300000,215.59347011,16581
1646006400000,2022-02-28 00:00:00,XMR/BTC,0.00399800,0.00407200,0.00383600,0.00394800,44426.07100000,177.19082379,14630
1645920000000,2022-02-27 00:00:00,XMR/BTC,0.00403700,0.00407900,0.00395900,0.00399600,35499.75100000,142.53118009,13731
1645833600000,2022-02-26 00:00:00,XMR/BTC,0.00393000,0.00406400,0.00388600,0.00403600,37096.90600000,147.50662670,9923
1645747200000,2022-02-25 00:00:00,XMR/BTC,0.00383900,0.00394700,0.00379200,0.00392800,44543.49900000,171.96876660,10251
