https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GLMR,Volume USDT
1663254000,2022-09-15 15:00:00,GLMR/USDT,0.4891,0.498,0.4834,0.496,68943.58121675,33778.216414678614
1663250400,2022-09-15 14:00:00,GLMR/USDT,0.5022,0.505,0.4891,0.49,106316.37921474,52926.049988123025
1663246800,2022-09-15 13:00:00,GLMR/USDT,0.5054,0.5057,0.5005,0.5021,51519.67731507,25907.38618918416
1663243200,2022-09-15 12:00:00,GLMR/USDT,0.5048,0.5068,0.5017,0.5052,24301.68565762,12250.361544125149
1663239600,2022-09-15 11:00:00,GLMR/USDT,0.5019,0.5069,0.4972,0.505,35423.02074009,17780.765542975701
1663236000,2022-09-15 10:00:00,GLMR/USDT,0.503,0.5052,0.4998,0.5019,29492.7881327,14815.708557723994
1663232400,2022-09-15 09:00:00,GLMR/USDT,0.5039,0.5067,0.5013,0.5032,64269.87655817,32368.098410766271
1663228800,2022-09-15 08:00:00,GLMR/USDT,0.5061,0.5067,0.5013,0.5048,62641.69823372,31563.942488008487
1663225200,2022-09-15 07:00:00,GLMR/USDT,0.5044,0.5146,0.5036,0.5066,109334.34670327,55649.928805315077
1663221600,2022-09-15 06:00:00,GLMR/USDT,0.5006,0.5081,0.4922,0.5052,92669.8392184,46443.958595600779
1663218000,2022-09-15 05:00:00,GLMR/USDT,0.4941,0.5009,0.4932,0.5009,12804.61646993,6376.672036557675
1663214400,2022-09-15 04:00:00,GLMR/USDT,0.4943,0.4956,0.4904,0.4938,32069.90827995,15807.068168562261
1663210800,2022-09-15 03:00:00,GLMR/USDT,0.5043,0.5059,0.4914,0.4941,61862.06191001,30776.116340001116
1663207200,2022-09-15 02:00:00,GLMR/USDT,0.5045,0.505,0.4995,0.5042,36760.48370804,18450.303318032379
1663203600,2022-09-15 01:00:00,GLMR/USDT,0.5075,0.5076,0.5028,0.5048,36899.51426992,18651.30368460972
1663200000,2022-09-15 00:00:00,GLMR/USDT,0.5129,0.5132,0.5075,0.5079,47437.24002161,24235.594902085157
1663196400,2022-09-14 23:00:00,GLMR/USDT,0.5143,0.519,0.5121,0.5121,216140.51365853,111492.124558841045
1663192800,2022-09-14 22:00:00,GLMR/USDT,0.5115,0.5154,0.5086,0.5153,54564.50301279,27998.112049906721
1663189200,2022-09-14 21:00:00,GLMR/USDT,0.5052,0.5115,0.5021,0.5102,40656.59783716,20560.493458693121
1663185600,2022-09-14 20:00:00,GLMR/USDT,0.5051,0.5086,0.5032,0.5049,49161.25491826,24859.873802747083
1663182000,2022-09-14 19:00:00,GLMR/USDT,0.5001,0.5054,0.498,0.505,88475.53159346,44351.162791266085
1663178400,2022-09-14 18:00:00,GLMR/USDT,0.5041,0.5059,0.4893,0.4999,182637.10397696,91102.646597976272
1663174800,2022-09-14 17:00:00,GLMR/USDT,0.5045,0.5072,0.5028,0.5037,45024.17669857,22725.571995717008
1663171200,2022-09-14 16:00:00,GLMR/USDT,0.51,0.5165,0.5035,0.504,124643.5773898,63367.940009891927
1663167600,2022-09-14 15:00:00,GLMR/USDT,0.5102,0.5165,0.508,0.5093,83593.5223163,42805.755703815341
1663164000,2022-09-14 14:00:00,GLMR/USDT,0.5089,0.5118,0.5057,0.5109,22133.97157201,11249.83578026002
1663160400,2022-09-14 13:00:00,GLMR/USDT,0.5118,0.515,0.5036,0.5082,68842.39202398,35041.982349746374
1663156800,2022-09-14 12:00:00,GLMR/USDT,0.5035,0.5304,0.4989,0.5129,138105.68106714,70113.092215162385
1663153200,2022-09-14 11:00:00,GLMR/USDT,0.502,0.5094,0.5008,0.5026,72672.92316983,36657.507014767497
1663149600,2022-09-14 10:00:00,GLMR/USDT,0.5013,0.5045,0.4995,0.502,39045.66693724,19590.615643805463
1663146000,2022-09-14 09:00:00,GLMR/USDT,0.5065,0.5105,0.5,0.5004,63306.04119841,31865.984442515883
1663142400,2022-09-14 08:00:00,GLMR/USDT,0.4991,0.5158,0.4966,0.5068,116678.21979962,58733.368424710838
1663138800,2022-09-14 07:00:00,GLMR/USDT,0.51,0.5115,0.4986,0.5003,205887.88472485,103451.165492688957
1663135200,2022-09-14 06:00:00,GLMR/USDT,0.5083,0.5173,0.5083,0.5096,55907.15197157,28596.073070271052
1663131600,2022-09-14 05:00:00,GLMR/USDT,0.5125,0.5127,0.5077,0.5087,68831.6809461,35178.870167448698
1663128000,2022-09-14 04:00:00,GLMR/USDT,0.5204,0.5206,0.5059,0.5125,133652.9800857,68563.154340571307
1663124400,2022-09-14 03:00:00,GLMR/USDT,0.5212,0.5231,0.5182,0.5198,25189.03959586,13121.050717058145
1663120800,2022-09-14 02:00:00,GLMR/USDT,0.5201,0.5247,0.5192,0.5218,45515.87141285,23771.290204074072
1663117200,2022-09-14 01:00:00,GLMR/USDT,0.5201,0.5221,0.5162,0.5203,56112.64557754,29087.081862252137
1663113600,2022-09-14 00:00:00,GLMR/USDT,0.5216,0.5226,0.5147,0.52,46511.45275783,24091.582510565549
1663110000,2022-09-13 23:00:00,GLMR/USDT,0.5191,0.5311,0.5183,0.5212,50042.22387612,26092.822158659954
1663106400,2022-09-13 22:00:00,GLMR/USDT,0.5219,0.5219,0.5144,0.5197,126597.87788904,65657.734416376695
1663102800,2022-09-13 21:00:00,GLMR/USDT,0.5233,0.5254,0.5157,0.5214,75425.6073325,39375.388934902433
1663099200,2022-09-13 20:00:00,GLMR/USDT,0.5249,0.5293,0.5232,0.5243,50218.80895863,26432.89505635253
1663095600,2022-09-13 19:00:00,GLMR/USDT,0.5193,0.5253,0.5144,0.5243,134454.31794489,69820.855196321903
1663092000,2022-09-13 18:00:00,GLMR/USDT,0.5275,0.5302,0.5171,0.5184,84336.55102554,44042.168442568309
1663088400,2022-09-13 17:00:00,GLMR/USDT,0.5262,0.533,0.5252,0.5281,37739.356757,19954.983303214008
1663084800,2022-09-13 16:00:00,GLMR/USDT,0.5235,0.5282,0.5212,0.5264,100001.769082,52545.492982452412
1663081200,2022-09-13 15:00:00,GLMR/USDT,0.5224,0.5366,0.5218,0.524,148897.19969372,78209.824790293673
1663077600,2022-09-13 14:00:00,GLMR/USDT,0.5221,0.5289,0.5148,0.5225,135278.96465645,70833.393186266436
1663074000,2022-09-13 13:00:00,GLMR/USDT,0.5296,0.5345,0.5222,0.5228,169677.69589591,89588.978573470691
1663070400,2022-09-13 12:00:00,GLMR/USDT,0.5582,0.5715,0.5249,0.5296,541257.20459557,294645.500893686521
1663066800,2022-09-13 11:00:00,GLMR/USDT,0.5613,0.5631,0.5556,0.5582,55304.60815181,30979.310976910143
1663063200,2022-09-13 10:00:00,GLMR/USDT,0.5572,0.5652,0.5566,0.5617,50501.91874107,28290.720493969945
1663059600,2022-09-13 09:00:00,GLMR/USDT,0.5619,0.5683,0.5559,0.5568,61376.84985702,34412.307922851078
1663056000,2022-09-13 08:00:00,GLMR/USDT,0.562,0.5632,0.5573,0.5609,30359.61864508,17040.934354639404
1663052400,2022-09-13 07:00:00,GLMR/USDT,0.5589,0.5664,0.5586,0.5615,27178.14552671,15284.581382833279
1663048800,2022-09-13 06:00:00,GLMR/USDT,0.5608,0.5659,0.5562,0.5595,33230.28103038,18651.409776615017
1663045200,2022-09-13 05:00:00,GLMR/USDT,0.5499,0.5621,0.5494,0.5609,64002.18417321,35717.320224026195
1663041600,2022-09-13 04:00:00,GLMR/USDT,0.5607,0.5617,0.5491,0.55,83874.77766995,46728.338417223365
1663038000,2022-09-13 03:00:00,GLMR/USDT,0.5635,0.5635,0.5508,0.5606,62730.48664581,34911.779342932131
1663034400,2022-09-13 02:00:00,GLMR/USDT,0.5572,0.5633,0.5528,0.5632,29355.50610938,16374.27237256326
1663030800,2022-09-13 01:00:00,GLMR/USDT,0.5585,0.5604,0.545,0.557,146860.50962028,80866.620343739869
1663027200,2022-09-13 00:00:00,GLMR/USDT,0.5702,0.571,0.555,0.5584,73079.89107652,40983.102776093466
1663023600,2022-09-12 23:00:00,GLMR/USDT,0.5657,0.5717,0.5654,0.57,44325.91615864,25243.649495426153
1663020000,2022-09-12 22:00:00,GLMR/USDT,0.5694,0.5698,0.5655,0.5655,23451.68889523,13295.755933059117
1663016400,2022-09-12 21:00:00,GLMR/USDT,0.5778,0.5796,0.5684,0.5696,32377.04683933,18568.164578906746
1663012800,2022-09-12 20:00:00,GLMR/USDT,0.5786,0.5816,0.5753,0.5785,76162.16901078,43994.23050148057
1663009200,2022-09-12 19:00:00,GLMR/USDT,0.5796,0.5912,0.5684,0.579,214527.52316448,124485.054672203841
1663005600,2022-09-12 18:00:00,GLMR/USDT,0.5858,0.586,0.5727,0.58,108446.28634061,62862.979487779202
1663002000,2022-09-12 17:00:00,GLMR/USDT,0.5826,0.5884,0.5801,0.5866,72775.26183612,42491.556938552913
1662998400,2022-09-12 16:00:00,GLMR/USDT,0.5859,0.5885,0.5771,0.5826,93534.04307122,54423.925654609625
1662994800,2022-09-12 15:00:00,GLMR/USDT,0.5969,0.5969,0.5839,0.586,106329.48846307,62865.530522377739
1662991200,2022-09-12 14:00:00,GLMR/USDT,0.6111,0.6168,0.5966,0.5976,127956.52890265,77737.184643059934
1662987600,2022-09-12 13:00:00,GLMR/USDT,0.6206,0.6221,0.607,0.6111,78458.37699735,48301.28466443754
1662984000,2022-09-12 12:00:00,GLMR/USDT,0.6146,0.6224,0.6138,0.6209,108357.81058075,67033.721369798801
1662980400,2022-09-12 11:00:00,GLMR/USDT,0.6109,0.6312,0.6093,0.6148,174936.21678302,108937.748490232715
1662976800,2022-09-12 10:00:00,GLMR/USDT,0.6045,0.6143,0.5975,0.6123,105710.2750813,64041.134100351918
1662973200,2022-09-12 09:00:00,GLMR/USDT,0.5991,0.6071,0.5966,0.6037,86815.44745832,52229.538835292845
1662969600,2022-09-12 08:00:00,GLMR/USDT,0.5937,0.6028,0.5894,0.5994,41110.83136258,24450.542911844658
1662966000,2022-09-12 07:00:00,GLMR/USDT,0.5849,0.5963,0.5849,0.5935,65121.16451553,38425.307103330592
1662962400,2022-09-12 06:00:00,GLMR/USDT,0.5832,0.5853,0.5754,0.5839,42893.63731923,24912.690294878318
1662958800,2022-09-12 05:00:00,GLMR/USDT,0.5874,0.5893,0.5796,0.5822,55635.94774344,32509.359946594754
1662955200,2022-09-12 04:00:00,GLMR/USDT,0.593,0.593,0.5821,0.5864,53431.72039882,31310.472917107475
1662951600,2022-09-12 03:00:00,GLMR/USDT,0.5954,0.6017,0.5888,0.593,55194.38086794,32760.953728674381
1662948000,2022-09-12 02:00:00,GLMR/USDT,0.6087,0.6101,0.5904,0.5948,108036.23837585,64566.938526923868
1662944400,2022-09-12 01:00:00,GLMR/USDT,0.5855,0.6138,0.5848,0.6063,116284.48115259,69941.48937381228
1662940800,2022-09-12 00:00:00,GLMR/USDT,0.5962,0.5962,0.5845,0.585,122251.91443056,72186.719131684264
1662937200,2022-09-11 23:00:00,GLMR/USDT,0.5973,0.5993,0.5907,0.5963,37288.49789691,22149.802062348
1662933600,2022-09-11 22:00:00,GLMR/USDT,0.5897,0.6012,0.5851,0.5983,56006.61221971,33283.221305244788
1662930000,2022-09-11 21:00:00,GLMR/USDT,0.605,0.6133,0.5813,0.5894,135536.62400769,81179.078217301759
1662926400,2022-09-11 20:00:00,GLMR/USDT,0.5974,0.6087,0.5958,0.6058,256469.16898468,154227.995264003747
1662922800,2022-09-11 19:00:00,GLMR/USDT,0.5901,0.5991,0.5865,0.5971,140051.58852576,82848.707135244822
1662919200,2022-09-11 18:00:00,GLMR/USDT,0.5832,0.601,0.5832,0.5912,157870.96932259,93905.695981005778
1662915600,2022-09-11 17:00:00,GLMR/USDT,0.578,0.5939,0.5748,0.5834,167803.07183273,98059.547113769568
1662912000,2022-09-11 16:00:00,GLMR/USDT,0.5762,0.5796,0.5723,0.5786,205847.95932202,118521.288624112704
1662908400,2022-09-11 15:00:00,GLMR/USDT,0.5699,0.5789,0.5699,0.5771,52319.68103005,30080.834514521536
1662904800,2022-09-11 14:00:00,GLMR/USDT,0.5788,0.5788,0.5633,0.5699,56961.35526064,32483.195050857851
1662901200,2022-09-11 13:00:00,GLMR/USDT,0.5845,0.5845,0.5736,0.5789,37128.88020653,21466.807346745899
1662897600,2022-09-11 12:00:00,GLMR/USDT,0.5813,0.5885,0.5706,0.5839,66333.35373883,38272.530302821014
1662894000,2022-09-11 11:00:00,GLMR/USDT,0.5879,0.5942,0.5789,0.5817,47755.13147418,27928.970596094075
1662890400,2022-09-11 10:00:00,GLMR/USDT,0.5877,0.5991,0.5865,0.5885,83179.78396259,49351.842257025209
1662886800,2022-09-11 09:00:00,GLMR/USDT,0.5812,0.5918,0.5812,0.5877,46033.10091979,27059.684599943874
1662883200,2022-09-11 08:00:00,GLMR/USDT,0.5823,0.5924,0.5759,0.58,162663.79307711,95206.800045654
1662879600,2022-09-11 07:00:00,GLMR/USDT,0.5758,0.625,0.5701,0.5832,156157.21637438,90798.035059306148
1662876000,2022-09-11 06:00:00,GLMR/USDT,0.5712,0.5792,0.5679,0.5758,32232.38840131,18515.78134683369
1662872400,2022-09-11 05:00:00,GLMR/USDT,0.5696,0.5763,0.5681,0.5711,23523.59518541,13425.89974129694
1662868800,2022-09-11 04:00:00,GLMR/USDT,0.5651,0.5705,0.5643,0.5701,39310.76338817,22292.666056303822
1662865200,2022-09-11 03:00:00,GLMR/USDT,0.5637,0.5661,0.563,0.5638,10837.94772938,6112.863201999544
1662861600,2022-09-11 02:00:00,GLMR/USDT,0.5612,0.5774,0.5608,0.5634,82408.01359377,46857.437785516965
1662858000,2022-09-11 01:00:00,GLMR/USDT,0.563,0.566,0.5613,0.5615,24897.55480519,14037.979136010778
1662854400,2022-09-11 00:00:00,GLMR/USDT,0.563,0.5667,0.5614,0.5618,9026.42911097,5091.831022374981
1662850800,2022-09-10 23:00:00,GLMR/USDT,0.5714,0.5714,0.5615,0.5615,74976.56267589,42495.177329931172
1662847200,2022-09-10 22:00:00,GLMR/USDT,0.5607,0.5725,0.56,0.5707,32619.32807815,18475.905173107804
1662843600,2022-09-10 21:00:00,GLMR/USDT,0.5698,0.5742,0.5578,0.5597,67120.36196026,37924.351105896926
1662840000,2022-09-10 20:00:00,GLMR/USDT,0.5708,0.5728,0.5619,0.5689,63784.74910038,36220.605638542457
1662836400,2022-09-10 19:00:00,GLMR/USDT,0.5861,0.5909,0.5591,0.5703,260496.18629972,148918.845407753866
1662832800,2022-09-10 18:00:00,GLMR/USDT,0.5794,0.5996,0.5773,0.587,240493.48808287,141141.505902511927
1662829200,2022-09-10 17:00:00,GLMR/USDT,0.5755,0.5905,0.5732,0.5787,111568.33534855,64894.325934353497
1662825600,2022-09-10 16:00:00,GLMR/USDT,0.5703,0.5772,0.5612,0.5758,66218.8859146,37543.770331708419
1662822000,2022-09-10 15:00:00,GLMR/USDT,0.5703,0.58,0.5611,0.5703,102338.5338594,58437.976238334186
1662818400,2022-09-10 14:00:00,GLMR/USDT,0.5672,0.5798,0.5622,0.5699,48723.0098518,27847.396209905751
1662814800,2022-09-10 13:00:00,GLMR/USDT,0.5837,0.5866,0.5596,0.5671,167934.90601403,96016.608715606237
1662811200,2022-09-10 12:00:00,GLMR/USDT,0.5622,0.5839,0.5597,0.5834,278662.55016032,157796.930230730649
1662807600,2022-09-10 11:00:00,GLMR/USDT,0.565,0.5709,0.5622,0.5622,33181.08059625,18818.179807135773
1662804000,2022-09-10 10:00:00,GLMR/USDT,0.5795,0.5795,0.5591,0.5654,123108.37009558,69775.042036521443
1662800400,2022-09-10 09:00:00,GLMR/USDT,0.5579,0.6066,0.5579,0.5806,252199.83208066,147325.152492694896
1662796800,2022-09-10 08:00:00,GLMR/USDT,0.5439,0.5576,0.5439,0.5576,95005.3401086,52519.765132332442
1662793200,2022-09-10 07:00:00,GLMR/USDT,0.5487,0.5513,0.5397,0.5422,237544.74719384,129957.115960351453
1662789600,2022-09-10 06:00:00,GLMR/USDT,0.5494,0.5509,0.5465,0.5481,33789.08452524,18543.324322687444
1662786000,2022-09-10 05:00:00,GLMR/USDT,0.5484,0.5531,0.5467,0.5493,45310.66335411,24887.200376030911
1662782400,2022-09-10 04:00:00,GLMR/USDT,0.5473,0.5541,0.5451,0.5485,45719.90101991,25127.12966578891
1662778800,2022-09-10 03:00:00,GLMR/USDT,0.5554,0.5604,0.5465,0.5465,53645.08970454,29640.644455437554
1662775200,2022-09-10 02:00:00,GLMR/USDT,0.554,0.557,0.5513,0.557,51622.00405285,28570.48542191928
1662771600,2022-09-10 01:00:00,GLMR/USDT,0.5595,0.564,0.5521,0.5522,83212.05547071,46435.077514420257
1662768000,2022-09-10 00:00:00,GLMR/USDT,0.5595,0.5679,0.5551,0.5614,103154.51060159,57703.869929688131
1662764400,2022-09-09 23:00:00,GLMR/USDT,0.5863,0.6126,0.5588,0.5589,308160.5403342,176389.711292830353
1662760800,2022-09-09 22:00:00,GLMR/USDT,0.5703,0.6275,0.5654,0.5869,812496.57239126,482729.016104571025
1662757200,2022-09-09 21:00:00,GLMR/USDT,0.5498,0.5752,0.5438,0.571,160570.45152429,89942.173318283996
1662753600,2022-09-09 20:00:00,GLMR/USDT,0.5422,0.5729,0.5379,0.5508,399377.91005847,221218.343845839792
1662750000,2022-09-09 19:00:00,GLMR/USDT,0.5387,0.5545,0.536,0.5432,49905.58695702,27273.178889956344
1662746400,2022-09-09 18:00:00,GLMR/USDT,0.5538,0.5538,0.5335,0.5386,142164.61892983,76712.420557675089
1662742800,2022-09-09 17:00:00,GLMR/USDT,0.5317,0.5745,0.5286,0.5544,343056.4654851,187810.509765225555
1662739200,2022-09-09 16:00:00,GLMR/USDT,0.5171,0.5338,0.514,0.5338,74783.23850778,38968.596278613088
1662735600,2022-09-09 15:00:00,GLMR/USDT,0.5183,0.5252,0.5141,0.5168,82212.55458824,42738.585782063832
1662732000,2022-09-09 14:00:00,GLMR/USDT,0.5188,0.5229,0.5155,0.5179,69430.5480749,36048.528030876375
1662728400,2022-09-09 13:00:00,GLMR/USDT,0.5188,0.519,0.5116,0.5188,57050.04174169,29405.700938814884
1662724800,2022-09-09 12:00:00,GLMR/USDT,0.5106,0.5258,0.5085,0.5199,85321.68283288,44198.640583673642
1662721200,2022-09-09 11:00:00,GLMR/USDT,0.5181,0.5187,0.5074,0.5106,26864.2194069,13792.957262578404
1662717600,2022-09-09 10:00:00,GLMR/USDT,0.515,0.524,0.5118,0.5181,122307.26468444,63439.497434738169
1662714000,2022-09-09 09:00:00,GLMR/USDT,0.5175,0.518,0.5126,0.5149,27557.23756691,14156.143230783228
1662710400,2022-09-09 08:00:00,GLMR/USDT,0.5135,0.5193,0.5128,0.5167,36439.10680174,18833.288499221889
1662706800,2022-09-09 07:00:00,GLMR/USDT,0.5167,0.5174,0.5108,0.5126,23820.13043776,12227.056137425105
1662703200,2022-09-09 06:00:00,GLMR/USDT,0.5155,0.5248,0.514,0.5162,63082.75345104,32653.955946267978
1662699600,2022-09-09 05:00:00,GLMR/USDT,0.5176,0.5202,0.514,0.5151,74382.68199976,38580.492210749529
1662696000,2022-09-09 04:00:00,GLMR/USDT,0.5134,0.5206,0.5122,0.5164,60234.79228227,31118.935019266353
1662692400,2022-09-09 03:00:00,GLMR/USDT,0.5033,0.5132,0.5002,0.5132,59450.61262941,30080.512034039397
1662688800,2022-09-09 02:00:00,GLMR/USDT,0.4993,0.5046,0.4977,0.503,30789.11969365,15418.818651453517
1662685200,2022-09-09 01:00:00,GLMR/USDT,0.5002,0.5039,0.4981,0.4993,11168.20639858,5597.59335010864
1662681600,2022-09-09 00:00:00,GLMR/USDT,0.4991,0.5039,0.4978,0.501,22346.37778275,11190.613994138035
1662678000,2022-09-08 23:00:00,GLMR/USDT,0.4928,0.5008,0.4928,0.4991,73532.14227331,36526.25630153826
1662674400,2022-09-08 22:00:00,GLMR/USDT,0.4943,0.4951,0.4913,0.4929,15994.19201503,7885.667022071036
1662670800,2022-09-08 21:00:00,GLMR/USDT,0.503,0.5033,0.4935,0.4941,38895.78615067,19340.823438187652
1662667200,2022-09-08 20:00:00,GLMR/USDT,0.5039,0.5053,0.5015,0.503,29118.23345782,14655.97342619973
1662663600,2022-09-08 19:00:00,GLMR/USDT,0.496,0.5037,0.4945,0.5031,24308.52426116,12124.13167180708
1662660000,2022-09-08 18:00:00,GLMR/USDT,0.4953,0.5034,0.4948,0.4961,17165.92610285,8584.367029892211
1662656400,2022-09-08 17:00:00,GLMR/USDT,0.4966,0.498,0.4925,0.4942,11848.12909856,5870.44045075763
