https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFDAI,Volume USDT
1663164000,2022-09-14 14:00:00,YFDAI/USDT,25.02,25.02,24,24.34,21.134,513.118195
1663160400,2022-09-14 13:00:00,YFDAI/USDT,24.42,25.1,24.01,25.1,153.1842,3737.117192
1663156800,2022-09-14 12:00:00,YFDAI/USDT,24.92,24.93,24.4,24.4,66.327,1627.966625
1663153200,2022-09-14 11:00:00,YFDAI/USDT,24.64,24.93,24.63,24.63,9.2251,227.250858
1663149600,2022-09-14 10:00:00,YFDAI/USDT,24.83,24.84,24.62,24.63,16.1154,398.144931
1663146000,2022-09-14 09:00:00,YFDAI/USDT,24.9,25.3,24.6,24.82,19.7072,490.609
1663142400,2022-09-14 08:00:00,YFDAI/USDT,24.53,25.63,24.5,24.86,103.6765,2596.440011
1663138800,2022-09-14 07:00:00,YFDAI/USDT,25.06,25.1,24.5,24.92,154.4692,3807.510215
1663135200,2022-09-14 06:00:00,YFDAI/USDT,28.61,28.62,24.5,25.06,1127.0903944,29039.603284008
1663131600,2022-09-14 05:00:00,YFDAI/USDT,25.27,29.1,25.26,27.79,1223.9755,33943.515001
1663128000,2022-09-14 04:00:00,YFDAI/USDT,24.02,25.97,24.01,25.28,51.6839,1308.572377
1663124400,2022-09-14 03:00:00,YFDAI/USDT,24.21,24.24,24,24.02,44.2651,1064.538411
1663120800,2022-09-14 02:00:00,YFDAI/USDT,24,24.04,24,24.04,29.571,710.05678
1663117200,2022-09-14 01:00:00,YFDAI/USDT,24.07,24.07,23.78,23.78,4.6051,109.724781
1663113600,2022-09-14 00:00:00,YFDAI/USDT,23.82,23.82,23.82,23.82,0.0172,0.409704
1663110000,2022-09-13 23:00:00,YFDAI/USDT,23.77,23.77,23.77,23.77,0,0
1663106400,2022-09-13 22:00:00,YFDAI/USDT,24.21,24.21,23.77,23.77,13.2197,316.099486
1663102800,2022-09-13 21:00:00,YFDAI/USDT,23.75,25.95,23.63,23.63,260.1706,6467.360656
1663099200,2022-09-13 20:00:00,YFDAI/USDT,23.72,23.81,23.5,23.5,8.8024,207.959834
1663095600,2022-09-13 19:00:00,YFDAI/USDT,23.52,23.73,23.51,23.72,16.7636,396.474918
1663092000,2022-09-13 18:00:00,YFDAI/USDT,23.86,23.86,23.5,23.54,40.0517,946.793802
1663088400,2022-09-13 17:00:00,YFDAI/USDT,23.85,23.91,23.84,23.86,7.2094,172.048641
1663084800,2022-09-13 16:00:00,YFDAI/USDT,23.5,23.86,23.45,23.85,2.1763,51.568922
1663081200,2022-09-13 15:00:00,YFDAI/USDT,24,24,23.84,23.89,12.3166,294.614155
1663077600,2022-09-13 14:00:00,YFDAI/USDT,23.68,24.05,23.2,23.91,60.8066,1445.856816
1663074000,2022-09-13 13:00:00,YFDAI/USDT,23.92,24.29,23.39,24.12,20.4384,489.536553
1663070400,2022-09-13 12:00:00,YFDAI/USDT,24.19,24.76,23.42,23.46,107.7751,2607.876038
1663066800,2022-09-13 11:00:00,YFDAI/USDT,24.45,24.45,24.19,24.19,5.2335,127.831788
1663063200,2022-09-13 10:00:00,YFDAI/USDT,24.63,24.94,24.63,24.94,10.1502,252.342005
1663059600,2022-09-13 09:00:00,YFDAI/USDT,24.39,24.7,24.07,24.18,1.7281,41.855412
1663056000,2022-09-13 08:00:00,YFDAI/USDT,24.15,24.88,24.03,24.88,34.4568,850.229345
1663052400,2022-09-13 07:00:00,YFDAI/USDT,24.58,24.58,24.03,24.15,4.4426,107.971026
1663048800,2022-09-13 06:00:00,YFDAI/USDT,24.61,24.94,24.02,24.02,28.0879,681.394342
1663045200,2022-09-13 05:00:00,YFDAI/USDT,24.64,24.64,24.31,24.31,3.0135,74.117076
1663041600,2022-09-13 04:00:00,YFDAI/USDT,24.31,24.93,24.07,24.76,26.1624,639.585013
1663038000,2022-09-13 03:00:00,YFDAI/USDT,24.03,24.92,24.02,24.92,18.0928,439.643008
1663034400,2022-09-13 02:00:00,YFDAI/USDT,24.41,24.41,24.38,24.38,0.0649,1.582418
1663030800,2022-09-13 01:00:00,YFDAI/USDT,24.02,24.41,24.02,24.41,0.0969,2.356203
1663027200,2022-09-13 00:00:00,YFDAI/USDT,24.04,24.04,24.03,24.03,1.744,41.909692
1663023600,2022-09-12 23:00:00,YFDAI/USDT,24.52,24.92,24.02,24.03,27.9189,673.620506
1663020000,2022-09-12 22:00:00,YFDAI/USDT,24.43,25.14,24.43,25.13,20.6253,511.236362
1663016400,2022-09-12 21:00:00,YFDAI/USDT,24.46,24.52,24.39,24.52,1.5411,37.696758
1663012800,2022-09-12 20:00:00,YFDAI/USDT,24.22,24.73,24,24.52,80.1343,1927.264998
1663009200,2022-09-12 19:00:00,YFDAI/USDT,24.65,25.16,24.05,24.61,29.0821,712.095063
1663005600,2022-09-12 18:00:00,YFDAI/USDT,25.08,25.17,24.01,24.57,136.9158,3340.4845
1663002000,2022-09-12 17:00:00,YFDAI/USDT,25.01,25.17,24.8,24.81,28.7044,714.873296
1662998400,2022-09-12 16:00:00,YFDAI/USDT,25.17,25.17,25,25.02,7.3783,185.194586
1662994800,2022-09-12 15:00:00,YFDAI/USDT,25.1,25.17,25,25.17,143.3864,3602.847747
1662991200,2022-09-12 14:00:00,YFDAI/USDT,25.6,25.7,25.12,25.12,33.195,844.116826
1662987600,2022-09-12 13:00:00,YFDAI/USDT,25.71,26.43,25.3,25.6,36.7976,937.137251
1662984000,2022-09-12 12:00:00,YFDAI/USDT,25.68,26.48,25.38,26.47,129.3388,3363.3483
1662980400,2022-09-12 11:00:00,YFDAI/USDT,24.97,25.91,24.89,25.91,119.9441,3000.627849
1662976800,2022-09-12 10:00:00,YFDAI/USDT,25.74,25.74,24.95,25.02,46.9455,1183.02895
1662973200,2022-09-12 09:00:00,YFDAI/USDT,25.81,25.81,25.81,25.81,0.01,0.2581
1662969600,2022-09-12 08:00:00,YFDAI/USDT,25.79,25.92,25.58,25.58,3.2962,84.882929
1662966000,2022-09-12 07:00:00,YFDAI/USDT,25.5,25.9,25.34,25.34,7.2528,186.103714
1662962400,2022-09-12 06:00:00,YFDAI/USDT,25.48,25.82,25.46,25.46,2.679,68.612988
1662958800,2022-09-12 05:00:00,YFDAI/USDT,25.5,25.74,25.5,25.74,2.401,61.356276
1662955200,2022-09-12 04:00:00,YFDAI/USDT,25.58,25.7,25.54,25.54,1.0508,26.904982
1662951600,2022-09-12 03:00:00,YFDAI/USDT,25.05,25.05,25.05,25.05,0,0
1662948000,2022-09-12 02:00:00,YFDAI/USDT,25.61,25.65,25.05,25.05,10.1875,257.734571
1662944400,2022-09-12 01:00:00,YFDAI/USDT,25.57,25.57,25.57,25.57,0.039,0.99723
1662940800,2022-09-12 00:00:00,YFDAI/USDT,25.29,26.07,25.28,26.07,39.6951,1020.878983
1662937200,2022-09-11 23:00:00,YFDAI/USDT,25.48,25.48,25.48,25.48,0,0
1662933600,2022-09-11 22:00:00,YFDAI/USDT,24.99,25.57,24.91,25.48,4.4987,113.199079
1662930000,2022-09-11 21:00:00,YFDAI/USDT,26.13,26.2,24.92,24.94,76.1732,1921.630516
1662926400,2022-09-11 20:00:00,YFDAI/USDT,25.59,26.36,25.48,26.11,10.4437,270.274086
1662922800,2022-09-11 19:00:00,YFDAI/USDT,25.45,26.48,25.45,25.84,49.3169,1283.040249
1662919200,2022-09-11 18:00:00,YFDAI/USDT,25.12,25.45,25.1,25.45,4.3141,108.32579
1662915600,2022-09-11 17:00:00,YFDAI/USDT,25.36,25.38,25.1,25.1,7.3505,186.091432
1662912000,2022-09-11 16:00:00,YFDAI/USDT,25.59,25.61,25.03,25.27,10.6072,270.504787
1662908400,2022-09-11 15:00:00,YFDAI/USDT,25.03,25.72,25.01,25.04,16.2995,408.127753
1662904800,2022-09-11 14:00:00,YFDAI/USDT,25.8,25.8,25.08,25.08,5.5953,142.764247
1662901200,2022-09-11 13:00:00,YFDAI/USDT,26.48,26.48,25.28,25.28,64.7755,1678.991503
1662897600,2022-09-11 12:00:00,YFDAI/USDT,25.94,26.48,25.93,26.48,32.3483,854.547099
1662894000,2022-09-11 11:00:00,YFDAI/USDT,25.96,25.96,25.94,25.94,13.7477,356.700941
1662890400,2022-09-11 10:00:00,YFDAI/USDT,26.29,26.3,25.96,25.96,3.5901,93.538847
1662886800,2022-09-11 09:00:00,YFDAI/USDT,26.24,26.48,25.95,25.95,22.7689,596.132816
1662883200,2022-09-11 08:00:00,YFDAI/USDT,26.01,26.01,25.93,25.93,1.7647,45.803214
1662879600,2022-09-11 07:00:00,YFDAI/USDT,25.94,26.29,25.94,26,30.8956,808.215591
1662876000,2022-09-11 06:00:00,YFDAI/USDT,26.26,26.28,25.93,26.16,59.5761,1561.35719
1662872400,2022-09-11 05:00:00,YFDAI/USDT,25.71,26.36,25.71,26.26,16.6076,434.766247
1662868800,2022-09-11 04:00:00,YFDAI/USDT,25.78,26.36,25.62,26.21,24.3679,631.577426
1662865200,2022-09-11 03:00:00,YFDAI/USDT,25.46,26.21,25.46,25.72,15.9971,413.720592
1662861600,2022-09-11 02:00:00,YFDAI/USDT,25.44,25.45,25.07,25.45,0.666,16.930267
1662858000,2022-09-11 01:00:00,YFDAI/USDT,25.47,25.47,25.46,25.46,0.6652,16.940548
1662854400,2022-09-11 00:00:00,YFDAI/USDT,25.13,25.6,25.01,25.48,7.0581,177.538878
1662850800,2022-09-10 23:00:00,YFDAI/USDT,25.57,25.59,25.12,25.12,44.0172,1113.656482
1662847200,2022-09-10 22:00:00,YFDAI/USDT,25.5,26,25.27,25.27,14.9356,385.378829
1662843600,2022-09-10 21:00:00,YFDAI/USDT,25.5,25.54,25.49,25.49,4.6513,118.582786
1662840000,2022-09-10 20:00:00,YFDAI/USDT,25.95,25.95,25.5,25.5,4.1365,105.961162
1662836400,2022-09-10 19:00:00,YFDAI/USDT,25.46,25.92,25.31,25.31,18.1095,467.813496
1662832800,2022-09-10 18:00:00,YFDAI/USDT,25.6,25.95,25.43,25.9,1.377,35.630654
1662829200,2022-09-10 17:00:00,YFDAI/USDT,25.16,25.6,25.11,25.6,7.2731,185.469521
1662825600,2022-09-10 16:00:00,YFDAI/USDT,25.57,25.6,25.05,25.15,4.9319,124.721855
1662822000,2022-09-10 15:00:00,YFDAI/USDT,25.25,26.19,24.63,24.94,167.2471,4306.215862
1662818400,2022-09-10 14:00:00,YFDAI/USDT,25.3,25.3,24.59,25.3,23.0178,575.553652
1662814800,2022-09-10 13:00:00,YFDAI/USDT,26.09,26.09,25.31,25.31,32.4164,826.982021
1662811200,2022-09-10 12:00:00,YFDAI/USDT,25.75,26.24,25.37,25.37,30.9291,791.898639
1662807600,2022-09-10 11:00:00,YFDAI/USDT,26.16,26.52,26.14,26.23,3.9943,104.727947
1662804000,2022-09-10 10:00:00,YFDAI/USDT,25.96,26.02,25.7,25.7,40.8675,1051.479621
1662800400,2022-09-10 09:00:00,YFDAI/USDT,25.97,26.38,25.55,25.87,23.1157,597.710904
1662796800,2022-09-10 08:00:00,YFDAI/USDT,26.53,26.58,25.89,26.48,3.8478,101.604642
1662793200,2022-09-10 07:00:00,YFDAI/USDT,25.91,26.71,25.88,26.59,49.3636,1287.004386
1662789600,2022-09-10 06:00:00,YFDAI/USDT,26.63,26.7,25.91,26.26,58.0229,1534.074501
1662786000,2022-09-10 05:00:00,YFDAI/USDT,26.53,27.09,26.51,26.62,56.7846,1520.929717
1662782400,2022-09-10 04:00:00,YFDAI/USDT,26.52,26.52,26.52,26.52,0.0679,1.800708
1662778800,2022-09-10 03:00:00,YFDAI/USDT,26.91,26.91,26.19,26.77,2.2854,60.503593
1662775200,2022-09-10 02:00:00,YFDAI/USDT,26.84,27.04,26.44,26.54,38.6429,1042.889907
1662771600,2022-09-10 01:00:00,YFDAI/USDT,27.05,27.05,26.52,26.52,8.7849,234.244502
1662768000,2022-09-10 00:00:00,YFDAI/USDT,26.99,27.07,26.22,27.07,4.0835,110.444664
1662764400,2022-09-09 23:00:00,YFDAI/USDT,26.1,27.18,26.1,27.18,44.213,1178.89168
1662760800,2022-09-09 22:00:00,YFDAI/USDT,26.1,26.25,25.55,26.17,28.9621,750.221462
1662757200,2022-09-09 21:00:00,YFDAI/USDT,26.47,26.51,26.14,26.14,1.3814,36.43245
1662753600,2022-09-09 20:00:00,YFDAI/USDT,26.62,26.62,26.05,26.52,1.2135,32.179245
1662750000,2022-09-09 19:00:00,YFDAI/USDT,26.61,26.9,25.91,25.98,85.2666,2219.993628
1662746400,2022-09-09 18:00:00,YFDAI/USDT,26.99,27.47,26.46,27.27,282.8628,7654.663544
1662742800,2022-09-09 17:00:00,YFDAI/USDT,27.38,27.39,27,27,40.4614,1105.21087
1662739200,2022-09-09 16:00:00,YFDAI/USDT,26.99,27.5,26.81,26.81,98.2614,2688.245054
1662735600,2022-09-09 15:00:00,YFDAI/USDT,26.79,27.31,26.06,26.99,197.744,5350.1668
1662732000,2022-09-09 14:00:00,YFDAI/USDT,26.11,26.89,25.72,26,30.9539,818.778275
1662728400,2022-09-09 13:00:00,YFDAI/USDT,26,26.31,25.55,26.14,57.5939,1480.702356
1662724800,2022-09-09 12:00:00,YFDAI/USDT,26.49,26.49,26.04,26.04,10.5486,277.119248
1662721200,2022-09-09 11:00:00,YFDAI/USDT,26.6,26.9,26.06,26.06,9.6316,252.022157
1662717600,2022-09-09 10:00:00,YFDAI/USDT,25.52,26.57,25.52,26.57,53.5453,1386.086427
1662714000,2022-09-09 09:00:00,YFDAI/USDT,25.52,26.09,25.5,25.51,42.7797,1100.204298
1662710400,2022-09-09 08:00:00,YFDAI/USDT,25.58,26.08,25.41,25.73,32.8557,845.770519
1662706800,2022-09-09 07:00:00,YFDAI/USDT,26.05,26.05,26.05,26.05,0,0
1662703200,2022-09-09 06:00:00,YFDAI/USDT,26.33,26.33,25.4,26.05,177.1833,4534.221882
1662699600,2022-09-09 05:00:00,YFDAI/USDT,26.92,27.04,25.51,25.72,99.721,2600.464105
1662696000,2022-09-09 04:00:00,YFDAI/USDT,25.64,26.97,25.2,26.93,37.0221,976.368259
1662692400,2022-09-09 03:00:00,YFDAI/USDT,25.58,25.6,24.89,25.59,63.8874,1626.446468
1662688800,2022-09-09 02:00:00,YFDAI/USDT,25.1,25.66,24.66,25.08,37.6521,959.317789
1662685200,2022-09-09 01:00:00,YFDAI/USDT,25.28,25.28,24.67,25.07,5.1216,127.889712
1662681600,2022-09-09 00:00:00,YFDAI/USDT,25.23,25.82,24.88,24.88,39.2614,999.962378
1662678000,2022-09-08 23:00:00,YFDAI/USDT,25.05,25.18,24.37,25.18,79.8122,1975.97306
1662674400,2022-09-08 22:00:00,YFDAI/USDT,25.96,25.96,25.02,25.02,60.5054,1522.915154
1662670800,2022-09-08 21:00:00,YFDAI/USDT,25.41,25.97,24.92,25.97,45.1236,1157.201483
1662667200,2022-09-08 20:00:00,YFDAI/USDT,25.2,25.6,25.15,25.41,49.3891,1252.182271
1662663600,2022-09-08 19:00:00,YFDAI/USDT,25.35,25.35,25.14,25.17,10.2,256.945238
1662660000,2022-09-08 18:00:00,YFDAI/USDT,25.94,26,25.35,25.35,69.1316,1764.17214
1662656400,2022-09-08 17:00:00,YFDAI/USDT,25.44,25.51,25.43,25.5,3.1357,79.90016
1662652800,2022-09-08 16:00:00,YFDAI/USDT,25.44,26.4,25.4,25.73,38.5166,998.463533
1662649200,2022-09-08 15:00:00,YFDAI/USDT,25.44,25.86,25.43,25.75,30.8284,786.867842
1662645600,2022-09-08 14:00:00,YFDAI/USDT,25.49,25.95,25.42,25.95,79.6344,2035.356271
1662642000,2022-09-08 13:00:00,YFDAI/USDT,25.62,26.71,25.4,26.06,194.2947,5033.219841
1662638400,2022-09-08 12:00:00,YFDAI/USDT,26.44,27.31,25.6,25.9,144.9559,3819.570617
1662634800,2022-09-08 11:00:00,YFDAI/USDT,27.36,27.4,26.44,26.44,238.9432,6404.561972
1662631200,2022-09-08 10:00:00,YFDAI/USDT,28.81,29.68,26.86,27.31,344.3503,9621.423281
1662627600,2022-09-08 09:00:00,YFDAI/USDT,26.33,31.99,26.33,28.82,2287.3453,66630.713089
1662624000,2022-09-08 08:00:00,YFDAI/USDT,25.28,26.35,25.06,26.35,245.4561,6388.540394
1662620400,2022-09-08 07:00:00,YFDAI/USDT,25.04,25.35,25.03,25.35,8.145,204.004676
1662616800,2022-09-08 06:00:00,YFDAI/USDT,25.04,25.04,25.04,25.04,0.3,7.512
1662613200,2022-09-08 05:00:00,YFDAI/USDT,25.51,25.51,25.03,25.48,53.2085,1351.175226
1662609600,2022-09-08 04:00:00,YFDAI/USDT,25.5,25.98,25.5,25.51,33.8602,872.727377
1662606000,2022-09-08 03:00:00,YFDAI/USDT,25.5,25.5,25.5,25.5,12.6311,322.09305
1662602400,2022-09-08 02:00:00,YFDAI/USDT,25.04,25.74,25.04,25.74,63.8898,1623.348727
1662598800,2022-09-08 01:00:00,YFDAI/USDT,24.53,25.26,24.22,24.56,31.2161,764.276107
1662595200,2022-09-08 00:00:00,YFDAI/USDT,24.35,25.18,24.35,25.18,54.4293,1366.912685
1662591600,2022-09-07 23:00:00,YFDAI/USDT,24.62,24.8,24.21,24.34,20.6594,504.882358
1662588000,2022-09-07 22:00:00,YFDAI/USDT,24.58,25.29,24.46,25.03,26.1395,655.484463
1662584400,2022-09-07 21:00:00,YFDAI/USDT,24.78,25.26,24.78,25.26,33.9227,846.886249
1662580800,2022-09-07 20:00:00,YFDAI/USDT,24.32,24.99,24.31,24.96,17.6212,437.238016
1662577200,2022-09-07 19:00:00,YFDAI/USDT,24.03,24.47,23.85,24.47,9.353,224.965743
1662573600,2022-09-07 18:00:00,YFDAI/USDT,23.89,24.43,23.89,24.03,16.6518,401.113959
1662570000,2022-09-07 17:00:00,YFDAI/USDT,23.98,23.98,23.76,23.85,8.5952,205.183569
1662566400,2022-09-07 16:00:00,YFDAI/USDT,25.19,25.29,23.34,24.04,287.9248,6951.721364
1662562800,2022-09-07 15:00:00,YFDAI/USDT,24.58,25.29,24.52,25.29,70.9961,1775.767578
1662559200,2022-09-07 14:00:00,YFDAI/USDT,24.89,25.14,24.33,24.91,43.2219,1078.43676
1662555600,2022-09-07 13:00:00,YFDAI/USDT,24.5,25.09,24.29,24.42,210.9562,5271.772221
1662552000,2022-09-07 12:00:00,YFDAI/USDT,23.75,24.69,23.75,23.91,42.564,1046.452867
1662548400,2022-09-07 11:00:00,YFDAI/USDT,23.9,24.64,23.68,23.75,10.9074,260.761012
1662544800,2022-09-07 10:00:00,YFDAI/USDT,23.44,23.89,23.44,23.89,22.9729,546.581264
1662541200,2022-09-07 09:00:00,YFDAI/USDT,23.82,23.83,23.28,23.51,12.6949,301.838824
1662537600,2022-09-07 08:00:00,YFDAI/USDT,23.3,24.09,23.26,24.09,169.2422,3954.262615
