https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ROSE,Volume USDT
1644883200,2022-02-15 00:00:00,ROSE/USDT,0.29237,0.32,0.29224,0.31821,36477606.63532507,11317825.974326463152
1644796800,2022-02-14 00:00:00,ROSE/USDT,0.2898,0.29976,0.27687,0.29241,27608219.70832263,7925970.0373642122254
1644710400,2022-02-13 00:00:00,ROSE/USDT,0.31295,0.31898,0.28754,0.28981,21700360.91285494,6582656.6725717634629
1644624000,2022-02-12 00:00:00,ROSE/USDT,0.31746,0.3261,0.30005,0.31284,25631135.79120598,8017667.2294719294675
1644537600,2022-02-11 00:00:00,ROSE/USDT,0.3441,0.35259,0.309,0.31737,42254622.13983789,14099758.21880249612
1644451200,2022-02-10 00:00:00,ROSE/USDT,0.37623,0.37806,0.3417,0.34414,39538799.6442345,14253011.9998800843134
1644364800,2022-02-09 00:00:00,ROSE/USDT,0.36477,0.38485,0.35607,0.37627,31186744.34428801,11639715.9159089217282
1644278400,2022-02-08 00:00:00,ROSE/USDT,0.3826,0.38985,0.35447,0.36468,45976811.35644782,16959132.2281612685376
1644192000,2022-02-07 00:00:00,ROSE/USDT,0.36571,0.39625,0.353,0.38242,52821042.45786833,19900082.9629671741185
1644105600,2022-02-06 00:00:00,ROSE/USDT,0.34925,0.368,0.34248,0.36551,30218163.91207784,10720379.9312144777802
1644019200,2022-02-05 00:00:00,ROSE/USDT,0.35604,0.375,0.34535,0.34929,46665231.51532629,16786693.463685774443
1643932800,2022-02-04 00:00:00,ROSE/USDT,0.33642,0.3582,0.32224,0.35556,45610751.98183424,15624337.6217311007642
1643846400,2022-02-03 00:00:00,ROSE/USDT,0.32803,0.33687,0.30848,0.33603,33200824.2382583,10651478.3287370754617
1643760000,2022-02-02 00:00:00,ROSE/USDT,0.3271,0.35476,0.32021,0.32786,62912710.57716971,21123780.3293115659759
1643673600,2022-02-01 00:00:00,ROSE/USDT,0.32282,0.34182,0.32075,0.32703,39535928.14280045,13030548.4541468396284
1643587200,2022-01-31 00:00:00,ROSE/USDT,0.31434,0.32797,0.29765,0.32296,39674399.16803833,12383687.0676376540972
1643500800,2022-01-30 00:00:00,ROSE/USDT,0.32554,0.33259,0.3082,0.31444,26591190.9972019,8510379.1496374478175
1643414400,2022-01-29 00:00:00,ROSE/USDT,0.31062,0.34412,0.30803,0.32547,43772743.85881432,14315849.6428182882688
1643328000,2022-01-28 00:00:00,ROSE/USDT,0.31138,0.31668,0.29029,0.31064,35175006.38848055,10757828.8849647347124
1643241600,2022-01-27 00:00:00,ROSE/USDT,0.31392,0.32769,0.29538,0.31173,48535625.75462373,14936859.4925966088467
1643155200,2022-01-26 00:00:00,ROSE/USDT,0.31742,0.36443,0.30321,0.31412,84361801.54910009,27830603.9276014136164
1643068800,2022-01-25 00:00:00,ROSE/USDT,0.32649,0.33905,0.29978,0.3175,61548603.06934938,19688104.6877784607566
1642982400,2022-01-24 00:00:00,ROSE/USDT,0.35204,0.35204,0.288,0.32694,91866443.89011135,29084874.3974313016873
1642896000,2022-01-23 00:00:00,ROSE/USDT,0.30727,0.36974,0.305,0.35222,83243290.61035909,28332668.5160349487916
1642809600,2022-01-22 00:00:00,ROSE/USDT,0.36754,0.38695,0.28,0.30743,110948307.29059703,36367707.9862020328493
1642723200,2022-01-21 00:00:00,ROSE/USDT,0.41988,0.43508,0.35273,0.36797,104494498.31904159,41876861.3136416271497
1642636800,2022-01-20 00:00:00,ROSE/USDT,0.45398,0.48415,0.41,0.42044,81335877.28272392,36920130.913427591597
1642550400,2022-01-19 00:00:00,ROSE/USDT,0.4821,0.51457,0.45313,0.45402,61965981.52434557,29461682.1044202421181
1642464000,2022-01-18 00:00:00,ROSE/USDT,0.4973,0.53392,0.45863,0.48227,76623912.52760513,37391930.4241328270465
1642377600,2022-01-17 00:00:00,ROSE/USDT,0.5226,0.54868,0.48361,0.49757,69371096.2354679,35507580.6748870646731
1642291200,2022-01-16 00:00:00,ROSE/USDT,0.56551,0.56752,0.51676,0.52286,49146544.34015459,26568473.3897897345149
1642204800,2022-01-15 00:00:00,ROSE/USDT,0.56499,0.5975,0.55255,0.56525,58436421.56236834,33655510.3290660855633
1642118400,2022-01-14 00:00:00,ROSE/USDT,0.4944,0.58,0.47661,0.56499,90966787.36643826,48525513.0246551640835
1642032000,2022-01-13 00:00:00,ROSE/USDT,0.51966,0.53926,0.47631,0.49438,82491591.38667079,41612347.1802992018627
1641945600,2022-01-12 00:00:00,ROSE/USDT,0.44906,0.53695,0.44321,0.5191,165514925.19185276,79663763.7069026913965
1641859200,2022-01-11 00:00:00,ROSE/USDT,0.36119,0.45,0.36119,0.44878,120428743.88910451,49284776.2414611769671
1641772800,2022-01-10 00:00:00,ROSE/USDT,0.33841,0.368,0.3,0.36105,83060499.98753015,28222875.3539255661781
1641686400,2022-01-09 00:00:00,ROSE/USDT,0.343,0.34903,0.3186,0.33849,46105989.5222519,15433382.6615338697106
1641600000,2022-01-08 00:00:00,ROSE/USDT,0.3574,0.38672,0.33235,0.34296,68111955.35574744,24025036.2854677840545
1641513600,2022-01-07 00:00:00,ROSE/USDT,0.39717,0.39989,0.35,0.3575,73509121.84400536,27080359.3028221291749
1641427200,2022-01-06 00:00:00,ROSE/USDT,0.38461,0.4078,0.3554,0.39755,86287374.83037985,32740049.5079417424967
1641340800,2022-01-05 00:00:00,ROSE/USDT,0.40204,0.4254,0.34,0.38441,81336046.79054282,31308972.388375027146
1641254400,2022-01-04 00:00:00,ROSE/USDT,0.42577,0.44783,0.40018,0.4024,45915307.51982504,19549812.5342441612452
1641168000,2022-01-03 00:00:00,ROSE/USDT,0.41603,0.44027,0.38921,0.42637,70920262.18086857,29468525.6728449731024
1641081600,2022-01-02 00:00:00,ROSE/USDT,0.44529,0.44702,0.40583,0.41577,47676095.32672139,20196386.1445290285315
1640995200,2022-01-01 00:00:00,ROSE/USDT,0.42868,0.4545,0.42541,0.44502,55242033.52816731,24427611.275396914246
1640908800,2021-12-31 00:00:00,ROSE/USDT,0.41317,0.44436,0.392,0.42826,89171783.67131917,37335819.3869135907156
1640822400,2021-12-30 00:00:00,ROSE/USDT,0.37745,0.43,0.35987,0.41317,105263425.13221627,42233219.6137462792322
1640736000,2021-12-29 00:00:00,ROSE/USDT,0.3409,0.40715,0.34055,0.37766,128700276.07694702,49002682.2441112548075
1640649600,2021-12-28 00:00:00,ROSE/USDT,0.34178,0.3684,0.327,0.3409,84460511.47528898,29076277.2142563745138
