https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XHV,Volume USDT
1659736800,2022-08-05 22:00:00,XHV/USDT,0.5789,0.5905,0.573,0.5905,11761.2356,6821.95946754
1659733200,2022-08-05 21:00:00,XHV/USDT,0.5919,0.5919,0.5722,0.5789,19141.0726,11072.95622874
1659729600,2022-08-05 20:00:00,XHV/USDT,0.58,0.596,0.575,0.5886,36240.7704,21317.03030246
1659726000,2022-08-05 19:00:00,XHV/USDT,0.5814,0.5873,0.576,0.5785,24319.9495,14132.98232308
1659722400,2022-08-05 18:00:00,XHV/USDT,0.583,0.597,0.5814,0.5814,26161.6303,15297.1958156
1659718800,2022-08-05 17:00:00,XHV/USDT,0.588,0.5952,0.583,0.583,2361.6378,1391.53443086
1659715200,2022-08-05 16:00:00,XHV/USDT,0.5922,0.598,0.583,0.5879,10349.1817,6099.3953189
1659711600,2022-08-05 15:00:00,XHV/USDT,0.5944,0.598,0.5895,0.5919,5770.0216,3431.42250798
1659708000,2022-08-05 14:00:00,XHV/USDT,0.5936,0.607,0.589,0.5947,21602.4544,12970.80269478
1659704400,2022-08-05 13:00:00,XHV/USDT,0.6,0.6057,0.5851,0.594,16828.3241,9980.75067098
1659700800,2022-08-05 12:00:00,XHV/USDT,0.6105,0.618,0.5961,0.5999,17749.8227,10756.64030868
1659697200,2022-08-05 11:00:00,XHV/USDT,0.6066,0.622,0.604,0.6105,26541.6953,16216.92984248
1659693600,2022-08-05 10:00:00,XHV/USDT,0.5995,0.6146,0.596,0.6039,26169.4559,15897.00989082
1659690000,2022-08-05 09:00:00,XHV/USDT,0.599,0.6106,0.5905,0.5995,17757.0734,10634.54311963
1659686400,2022-08-05 08:00:00,XHV/USDT,0.6108,0.6384,0.5984,0.599,42843.6477,26357.49732011
1659682800,2022-08-05 07:00:00,XHV/USDT,0.636,0.638,0.5951,0.607,34940.7735,21559.50757023
1659679200,2022-08-05 06:00:00,XHV/USDT,0.6207,0.637,0.614,0.636,41199.4564,25904.05221043
1659675600,2022-08-05 05:00:00,XHV/USDT,0.6199,0.6222,0.613,0.6166,15596.4112,9633.13024291
1659672000,2022-08-05 04:00:00,XHV/USDT,0.6095,0.6199,0.6084,0.6199,11905.8194,7333.93218469
1659668400,2022-08-05 03:00:00,XHV/USDT,0.5951,0.614,0.595,0.6086,13023.8297,7914.99095938
1659664800,2022-08-05 02:00:00,XHV/USDT,0.5981,0.609,0.5851,0.5952,24501.8283,14580.06246403
1659661200,2022-08-05 01:00:00,XHV/USDT,0.5953,0.61,0.59,0.5981,14613.3721,8761.04616423
1659657600,2022-08-05 00:00:00,XHV/USDT,0.5821,0.603,0.5821,0.5924,12213.65,7272.54295128
1659654000,2022-08-04 23:00:00,XHV/USDT,0.591,0.5924,0.581,0.5821,8657.8991,5082.15780677
1659650400,2022-08-04 22:00:00,XHV/USDT,0.5924,0.5929,0.581,0.5914,17661.1655,10401.86617904
1659646800,2022-08-04 21:00:00,XHV/USDT,0.5922,0.5922,0.591,0.5913,3369.4752,1995.11358675
1659643200,2022-08-04 20:00:00,XHV/USDT,0.595,0.5957,0.587,0.5922,12134.4771,7182.74684359
1659639600,2022-08-04 19:00:00,XHV/USDT,0.5838,0.596,0.581,0.596,9084.8988,5336.26213247
1659636000,2022-08-04 18:00:00,XHV/USDT,0.5746,0.586,0.571,0.5812,13552.1231,7835.71562171
1659632400,2022-08-04 17:00:00,XHV/USDT,0.58,0.58,0.57,0.577,21117.8131,12157.48974802
1659628800,2022-08-04 16:00:00,XHV/USDT,0.5895,0.6046,0.5603,0.58,112593.5807,65492.38154618
1659625200,2022-08-04 15:00:00,XHV/USDT,0.6148,0.6295,0.587,0.5898,34292.8483,20668.96754771
1659621600,2022-08-04 14:00:00,XHV/USDT,0.615,0.639,0.6094,0.6148,108514.2215,67847.90614408
1659618000,2022-08-04 13:00:00,XHV/USDT,0.6091,0.65,0.59,0.615,94360.1833,57696.37856797
1659614400,2022-08-04 12:00:00,XHV/USDT,0.5744,0.622,0.57,0.6058,165690.6965,98183.51147304
1659610800,2022-08-04 11:00:00,XHV/USDT,0.5484,0.5745,0.5444,0.5745,71482.4305,40024.58405884
1659607200,2022-08-04 10:00:00,XHV/USDT,0.5485,0.552,0.547,0.5485,2530.272,1393.76882475
1659603600,2022-08-04 09:00:00,XHV/USDT,0.5484,0.553,0.5456,0.553,13189.4111,7208.86971246
1659600000,2022-08-04 08:00:00,XHV/USDT,0.5498,0.5502,0.5456,0.5456,26384.0566,14398.89190685
1659596400,2022-08-04 07:00:00,XHV/USDT,0.5542,0.5544,0.5462,0.55,12948.1029,7127.71821281
1659592800,2022-08-04 06:00:00,XHV/USDT,0.555,0.5636,0.5544,0.5544,7353.5213,4090.35629028
1659589200,2022-08-04 05:00:00,XHV/USDT,0.555,0.56,0.555,0.555,1820.2611,1010.46754676
1659585600,2022-08-04 04:00:00,XHV/USDT,0.5583,0.5599,0.555,0.5585,1097.4772,610.55637812
1659582000,2022-08-04 03:00:00,XHV/USDT,0.555,0.5744,0.555,0.5579,10422.2845,5863.97860261
1659578400,2022-08-04 02:00:00,XHV/USDT,0.5505,0.5576,0.5505,0.5552,6096.817,3374.24360917
1659574800,2022-08-04 01:00:00,XHV/USDT,0.5452,0.5586,0.5452,0.5507,14073.7661,7743.06879714
1659571200,2022-08-04 00:00:00,XHV/USDT,0.535,0.5456,0.535,0.5456,11622.4029,6253.43004179
1659567600,2022-08-03 23:00:00,XHV/USDT,0.5359,0.5373,0.531,0.531,8647.8622,4615.68021637
1659564000,2022-08-03 22:00:00,XHV/USDT,0.5409,0.549,0.5311,0.5359,13217.6214,7122.47105766
1659560400,2022-08-03 21:00:00,XHV/USDT,0.5515,0.5528,0.5341,0.5452,27641.6101,14961.8965806
1659556800,2022-08-03 20:00:00,XHV/USDT,0.5516,0.553,0.546,0.5514,3687.8813,2024.8009179
1659553200,2022-08-03 19:00:00,XHV/USDT,0.556,0.5601,0.5516,0.5516,13876.3653,7683.06129374
1659549600,2022-08-03 18:00:00,XHV/USDT,0.5568,0.56,0.5376,0.56,36269.9165,20009.53330079
1659546000,2022-08-03 17:00:00,XHV/USDT,0.551,0.559,0.5501,0.5545,6778.3517,3770.4760806
1659542400,2022-08-03 16:00:00,XHV/USDT,0.5544,0.5605,0.545,0.551,17314.5821,9616.2875481
1659538800,2022-08-03 15:00:00,XHV/USDT,0.5531,0.56,0.5498,0.5527,5458.5339,3031.15905121
1659535200,2022-08-03 14:00:00,XHV/USDT,0.5639,0.567,0.5401,0.553,20041.9927,11084.58248487
1659531600,2022-08-03 13:00:00,XHV/USDT,0.555,0.565,0.545,0.564,16731.7865,9250.82408994
1659528000,2022-08-03 12:00:00,XHV/USDT,0.5509,0.58,0.55,0.5549,74972.3543,41762.74315166
1659524400,2022-08-03 11:00:00,XHV/USDT,0.5547,0.5578,0.55,0.5509,21418.5443,11828.18866031
1659520800,2022-08-03 10:00:00,XHV/USDT,0.565,0.5698,0.549,0.5536,23816.5181,13229.39967888
1659517200,2022-08-03 09:00:00,XHV/USDT,0.5622,0.5654,0.55,0.565,30142.2107,16780.41557281
1659513600,2022-08-03 08:00:00,XHV/USDT,0.5729,0.5869,0.5611,0.5625,37922.8658,21781.23668523
1659510000,2022-08-03 07:00:00,XHV/USDT,0.561,0.587,0.5602,0.5729,55339.3698,31782.27270317
1659506400,2022-08-03 06:00:00,XHV/USDT,0.539,0.5611,0.539,0.5611,24954.8856,13705.23812217
1659502800,2022-08-03 05:00:00,XHV/USDT,0.5288,0.5405,0.5288,0.54,7261.3523,3885.87328095
1659499200,2022-08-03 04:00:00,XHV/USDT,0.5339,0.539,0.5208,0.5288,20086.9055,10652.44861916
1659495600,2022-08-03 03:00:00,XHV/USDT,0.5339,0.5339,0.5286,0.5339,11711.1904,6212.69206644
1659492000,2022-08-03 02:00:00,XHV/USDT,0.5422,0.5478,0.531,0.5339,13540.2578,7289.23698342
1659488400,2022-08-03 01:00:00,XHV/USDT,0.5528,0.5541,0.53,0.5385,36516.7405,19707.47607089
1659484800,2022-08-03 00:00:00,XHV/USDT,0.5695,0.579,0.544,0.5529,47622.951,26728.79390731
1659481200,2022-08-02 23:00:00,XHV/USDT,0.5712,0.5753,0.566,0.57,8632.2918,4918.4907751
1659477600,2022-08-02 22:00:00,XHV/USDT,0.5702,0.58,0.5601,0.5703,20345.5823,11566.52291695
1659474000,2022-08-02 21:00:00,XHV/USDT,0.5637,0.578,0.5637,0.5705,20675.5153,11853.73397946
1659470400,2022-08-02 20:00:00,XHV/USDT,0.5621,0.5635,0.548,0.5635,14855.2624,8263.3635858
1659466800,2022-08-02 19:00:00,XHV/USDT,0.583,0.5899,0.5498,0.5621,109243.4046,62206.46699041
1659463200,2022-08-02 18:00:00,XHV/USDT,0.5589,0.589,0.5537,0.5869,84897.096,48884.66077524
1659459600,2022-08-02 17:00:00,XHV/USDT,0.5165,0.5845,0.51,0.56,163752.96,90849.96210918
1659456000,2022-08-02 16:00:00,XHV/USDT,0.506,0.5166,0.506,0.5166,4461.1919,2277.50659157
1659452400,2022-08-02 15:00:00,XHV/USDT,0.5109,0.5186,0.506,0.507,11987.7635,6129.52498668
1659448800,2022-08-02 14:00:00,XHV/USDT,0.5,0.5125,0.4961,0.51,17902.2289,9030.37507304
1659445200,2022-08-02 13:00:00,XHV/USDT,0.506,0.5083,0.4994,0.502,8356.3419,4201.94239855
1659441600,2022-08-02 12:00:00,XHV/USDT,0.5059,0.509,0.4974,0.503,14291.1818,7199.42796862
1659438000,2022-08-02 11:00:00,XHV/USDT,0.4914,0.5087,0.4861,0.5059,20723.1072,10304.29087039
1659434400,2022-08-02 10:00:00,XHV/USDT,0.488,0.493,0.4873,0.4928,1857.5954,911.54092031
1659430800,2022-08-02 09:00:00,XHV/USDT,0.5003,0.5005,0.488,0.4907,9354.165,4633.85943069
1659427200,2022-08-02 08:00:00,XHV/USDT,0.5012,0.5075,0.4972,0.5003,3297.2102,1658.9878539
1659423600,2022-08-02 07:00:00,XHV/USDT,0.4942,0.504,0.4935,0.5012,10260.9251,5118.47393343
1659420000,2022-08-02 06:00:00,XHV/USDT,0.4941,0.4967,0.4873,0.4967,2701.8908,1328.97347007
1659416400,2022-08-02 05:00:00,XHV/USDT,0.4906,0.4942,0.4891,0.4942,2977.0911,1469.23204241
1659412800,2022-08-02 04:00:00,XHV/USDT,0.495,0.495,0.485,0.4928,19919.4943,9735.2274446
1659409200,2022-08-02 03:00:00,XHV/USDT,0.497,0.497,0.491,0.495,3703.9279,1829.69587569
1659405600,2022-08-02 02:00:00,XHV/USDT,0.5091,0.5091,0.497,0.497,13826.6569,6949.67887003
1659402000,2022-08-02 01:00:00,XHV/USDT,0.5095,0.5126,0.507,0.507,4266.4984,2173.22475985
1659398400,2022-08-02 00:00:00,XHV/USDT,0.51,0.5113,0.507,0.507,6505.7428,3299.88663412
1659394800,2022-08-01 23:00:00,XHV/USDT,0.496,0.513,0.4955,0.513,21793.2452,10913.19875764
1659391200,2022-08-01 22:00:00,XHV/USDT,0.499,0.5,0.494,0.496,6370.4373,3177.06684017
1659387600,2022-08-01 21:00:00,XHV/USDT,0.495,0.4999,0.493,0.499,10496.2514,5211.18338389
1659384000,2022-08-01 20:00:00,XHV/USDT,0.4949,0.4999,0.491,0.4945,10472.7396,5201.79065633
1659380400,2022-08-01 19:00:00,XHV/USDT,0.493,0.499,0.4921,0.495,3699.7901,1833.93959774
1659376800,2022-08-01 18:00:00,XHV/USDT,0.501,0.5038,0.4913,0.4913,5198.5834,2586.859069
1659373200,2022-08-01 17:00:00,XHV/USDT,0.5062,0.5062,0.501,0.501,8949.2927,4488.15118468
1659369600,2022-08-01 16:00:00,XHV/USDT,0.515,0.5178,0.5063,0.5063,11623.5237,5956.80577966
1659366000,2022-08-01 15:00:00,XHV/USDT,0.5014,0.515,0.5014,0.515,23063.1085,11741.21298519
1659362400,2022-08-01 14:00:00,XHV/USDT,0.5,0.5063,0.5,0.5014,7679.8788,3864.98580046
1659358800,2022-08-01 13:00:00,XHV/USDT,0.5019,0.5032,0.4953,0.4998,2992.3819,1498.4250558
1659355200,2022-08-01 12:00:00,XHV/USDT,0.4963,0.5034,0.4939,0.5032,7923.284,3950.5477087
1659351600,2022-08-01 11:00:00,XHV/USDT,0.4958,0.5007,0.4928,0.4963,3107.9536,1541.70617549
1659348000,2022-08-01 10:00:00,XHV/USDT,0.498,0.5015,0.4912,0.496,10266.2507,5087.18184556
1659344400,2022-08-01 09:00:00,XHV/USDT,0.4951,0.501,0.4941,0.4964,12040.9329,5993.57521635
1659340800,2022-08-01 08:00:00,XHV/USDT,0.4965,0.4985,0.4951,0.4951,6387.1583,3173.29545648
1659337200,2022-08-01 07:00:00,XHV/USDT,0.491,0.4979,0.491,0.4978,4703.57,2331.58691525
1659333600,2022-08-01 06:00:00,XHV/USDT,0.5,0.5,0.485,0.491,38225.7163,18725.78468264
1659330000,2022-08-01 05:00:00,XHV/USDT,0.5035,0.506,0.5,0.5,7477.7143,3748.91626453
1659326400,2022-08-01 04:00:00,XHV/USDT,0.5029,0.5035,0.5,0.5035,2706.0184,1361.94325103
1659322800,2022-08-01 03:00:00,XHV/USDT,0.4991,0.502,0.499,0.499,3210.8962,1606.55201371
1659319200,2022-08-01 02:00:00,XHV/USDT,0.4987,0.503,0.498,0.499,2643.8884,1323.2210128
1659315600,2022-08-01 01:00:00,XHV/USDT,0.4979,0.4989,0.4958,0.4989,1304.3303,649.71138264
1659312000,2022-08-01 00:00:00,XHV/USDT,0.4967,0.4991,0.49,0.498,8748.8002,4302.30699392
1659308400,2022-07-31 23:00:00,XHV/USDT,0.4957,0.4997,0.4908,0.4991,10859.7511,5358.19326094
1659304800,2022-07-31 22:00:00,XHV/USDT,0.5126,0.5152,0.493,0.4982,44689.8011,22619.70944819
1659301200,2022-07-31 21:00:00,XHV/USDT,0.5156,0.519,0.5128,0.5128,6675.5887,3435.11844376
1659297600,2022-07-31 20:00:00,XHV/USDT,0.5238,0.525,0.5155,0.519,3852.3183,1995.08793472
1659294000,2022-07-31 19:00:00,XHV/USDT,0.52,0.5259,0.519,0.5194,11201.764,5855.99629996
1659290400,2022-07-31 18:00:00,XHV/USDT,0.5198,0.529,0.5155,0.5167,17683.5554,9175.10156902
1659286800,2022-07-31 17:00:00,XHV/USDT,0.5206,0.5253,0.5198,0.5199,5920.143,3090.74411417
1659283200,2022-07-31 16:00:00,XHV/USDT,0.5201,0.5213,0.518,0.5206,1150.3633,598.6711838
1659279600,2022-07-31 15:00:00,XHV/USDT,0.515,0.52,0.515,0.52,4508.8818,2333.69732278
1659276000,2022-07-31 14:00:00,XHV/USDT,0.514,0.5179,0.5121,0.517,3088.0663,1583.96986172
1659272400,2022-07-31 13:00:00,XHV/USDT,0.5171,0.5328,0.5122,0.514,40056.1703,20999.48403471
1659268800,2022-07-31 12:00:00,XHV/USDT,0.521,0.521,0.5082,0.517,13172.7215,6763.44280547
1659265200,2022-07-31 11:00:00,XHV/USDT,0.5256,0.527,0.5161,0.5236,3845.0878,2002.30466567
1659261600,2022-07-31 10:00:00,XHV/USDT,0.5191,0.5255,0.519,0.5255,3323.2209,1734.00667261
1659258000,2022-07-31 09:00:00,XHV/USDT,0.5165,0.5191,0.5088,0.5191,5894.5722,3028.24603439
1659254400,2022-07-31 08:00:00,XHV/USDT,0.5145,0.5165,0.511,0.5165,3830.3275,1968.92924026
1659250800,2022-07-31 07:00:00,XHV/USDT,0.524,0.5289,0.5082,0.5145,22258.5058,11496.29639876
1659247200,2022-07-31 06:00:00,XHV/USDT,0.51,0.529,0.506,0.524,16296.2193,8497.42400391
1659243600,2022-07-31 05:00:00,XHV/USDT,0.5184,0.52,0.509,0.5105,5639.9003,2895.88292355
1659240000,2022-07-31 04:00:00,XHV/USDT,0.5125,0.53,0.5125,0.52,9777.7415,5113.5100776
1659236400,2022-07-31 03:00:00,XHV/USDT,0.515,0.5166,0.5121,0.513,367.5646,188.60138413
1659232800,2022-07-31 02:00:00,XHV/USDT,0.5175,0.52,0.5094,0.5178,7241.3953,3725.12654106
1659229200,2022-07-31 01:00:00,XHV/USDT,0.5031,0.519,0.5003,0.514,33147.5407,17023.24798453
1659225600,2022-07-31 00:00:00,XHV/USDT,0.4958,0.503,0.494,0.503,10754.6565,5377.5723693
1659222000,2022-07-30 23:00:00,XHV/USDT,0.4964,0.4986,0.4901,0.4958,26929.2663,13344.24227424
1659218400,2022-07-30 22:00:00,XHV/USDT,0.52,0.5225,0.4802,0.4987,101872.9819,50715.79218268
1659214800,2022-07-30 21:00:00,XHV/USDT,0.539,0.539,0.51,0.5219,57173.8046,29526.23975345
1659211200,2022-07-30 20:00:00,XHV/USDT,0.5413,0.5413,0.531,0.5399,12449.4474,6682.09140917
1659207600,2022-07-30 19:00:00,XHV/USDT,0.564,0.5646,0.5414,0.5417,20972.0196,11540.79273081
1659204000,2022-07-30 18:00:00,XHV/USDT,0.5606,0.57,0.556,0.564,15300.9188,8624.77531101
1659200400,2022-07-30 17:00:00,XHV/USDT,0.56,0.5606,0.5555,0.556,8313.1373,4632.93573133
1659196800,2022-07-30 16:00:00,XHV/USDT,0.5684,0.569,0.556,0.556,4539.8504,2547.57643835
1659193200,2022-07-30 15:00:00,XHV/USDT,0.5559,0.57,0.551,0.568,10602.6225,5955.93204314
1659189600,2022-07-30 14:00:00,XHV/USDT,0.5532,0.557,0.546,0.5532,13812.2791,7607.23944625
1659186000,2022-07-30 13:00:00,XHV/USDT,0.549,0.5578,0.5451,0.5532,10706.2955,5907.61567178
1659182400,2022-07-30 12:00:00,XHV/USDT,0.548,0.5514,0.5374,0.5467,23526.2317,12844.2076262
1659178800,2022-07-30 11:00:00,XHV/USDT,0.5401,0.55,0.532,0.548,9920.0149,5372.284114
1659175200,2022-07-30 10:00:00,XHV/USDT,0.558,0.562,0.534,0.5399,49040.494,26474.69602235
1659171600,2022-07-30 09:00:00,XHV/USDT,0.548,0.579,0.548,0.557,57961.4206,32677.68742706
1659168000,2022-07-30 08:00:00,XHV/USDT,0.536,0.55,0.536,0.55,32602.1019,17709.40498556
1659164400,2022-07-30 07:00:00,XHV/USDT,0.5048,0.539,0.5023,0.5386,91062.7506,48240.19883707
1659160800,2022-07-30 06:00:00,XHV/USDT,0.507,0.5083,0.5,0.5048,1950.2328,980.84286384
1659157200,2022-07-30 05:00:00,XHV/USDT,0.503,0.507,0.5026,0.5042,1274.1085,644.92133462
1659153600,2022-07-30 04:00:00,XHV/USDT,0.5048,0.506,0.4995,0.506,1778.9171,894.83675779
1659150000,2022-07-30 03:00:00,XHV/USDT,0.5044,0.5046,0.5003,0.5046,665.6824,334.65072845
1659146400,2022-07-30 02:00:00,XHV/USDT,0.5124,0.5124,0.5,0.5045,14941.8986,7531.16218057
1659142800,2022-07-30 01:00:00,XHV/USDT,0.5069,0.517,0.505,0.5124,11883.8986,6068.07882222
1659139200,2022-07-30 00:00:00,XHV/USDT,0.5032,0.5068,0.501,0.5044,3079.4226,1549.29972172
1659135600,2022-07-29 23:00:00,XHV/USDT,0.506,0.5131,0.4997,0.5045,7519.4642,3816.37839713
1659132000,2022-07-29 22:00:00,XHV/USDT,0.5116,0.515,0.503,0.503,10325.5601,5241.26923318
1659128400,2022-07-29 21:00:00,XHV/USDT,0.5067,0.5131,0.5067,0.51,3140.6471,1602.33924356
1659124800,2022-07-29 20:00:00,XHV/USDT,0.5072,0.5095,0.497,0.5066,13033.0446,6538.48431112
1659121200,2022-07-29 19:00:00,XHV/USDT,0.5142,0.5152,0.506,0.5072,6211.4401,3179.07567266
1659117600,2022-07-29 18:00:00,XHV/USDT,0.5097,0.5152,0.5015,0.511,7338.0569,3735.08949445
1659114000,2022-07-29 17:00:00,XHV/USDT,0.5049,0.514,0.5,0.509,10620.9171,5375.57526174
1659110400,2022-07-29 16:00:00,XHV/USDT,0.518,0.518,0.4962,0.5077,27742.0612,14123.34903041
1659106800,2022-07-29 15:00:00,XHV/USDT,0.517,0.518,0.5137,0.518,712.4102,367.67743237
1659103200,2022-07-29 14:00:00,XHV/USDT,0.511,0.5216,0.511,0.5181,7391.1785,3816.54978418
1659099600,2022-07-29 13:00:00,XHV/USDT,0.5077,0.5108,0.5031,0.5075,5644.2694,2864.16817905
1659096000,2022-07-29 12:00:00,XHV/USDT,0.513,0.514,0.4997,0.5077,12685.8835,6393.46796202
1659092400,2022-07-29 11:00:00,XHV/USDT,0.5285,0.5285,0.5079,0.5128,25306.4502,13105.31430382
1659088800,2022-07-29 10:00:00,XHV/USDT,0.5238,0.529,0.5238,0.5262,3329.7322,1755.5634061
1659085200,2022-07-29 09:00:00,XHV/USDT,0.5217,0.5247,0.5209,0.5211,1400.5496,731.79522302
1659081600,2022-07-29 08:00:00,XHV/USDT,0.5286,0.5286,0.514,0.5216,14829.4634,7739.0877275
1659078000,2022-07-29 07:00:00,XHV/USDT,0.5332,0.537,0.5275,0.5327,3349.709,1785.01735336
1659074400,2022-07-29 06:00:00,XHV/USDT,0.517,0.538,0.517,0.5298,18640.4781,9945.30367163
1659070800,2022-07-29 05:00:00,XHV/USDT,0.521,0.521,0.516,0.517,1151.9113,597.48476414
1659067200,2022-07-29 04:00:00,XHV/USDT,0.521,0.521,0.5172,0.521,529.6615,274.75737866
1659063600,2022-07-29 03:00:00,XHV/USDT,0.5166,0.522,0.5166,0.521,5245.2396,2726.53573508
1659060000,2022-07-29 02:00:00,XHV/USDT,0.516,0.519,0.515,0.5166,222.2,114.99032962
1659056400,2022-07-29 01:00:00,XHV/USDT,0.5185,0.5214,0.5147,0.5161,1334.3248,689.63064757
1659052800,2022-07-29 00:00:00,XHV/USDT,0.5291,0.531,0.4994,0.522,32064.0123,16449.72763808
1659049200,2022-07-28 23:00:00,XHV/USDT,0.5241,0.534,0.5241,0.5302,10716.6707,5695.05756865
1659045600,2022-07-28 22:00:00,XHV/USDT,0.5315,0.5317,0.5167,0.5241,12899.737,6747.02539811
1659042000,2022-07-28 21:00:00,XHV/USDT,0.534,0.54,0.5255,0.5311,22726.807,12081.2227965
1659038400,2022-07-28 20:00:00,XHV/USDT,0.531,0.5455,0.526,0.5334,52174.5928,28043.77874306
1659034800,2022-07-28 19:00:00,XHV/USDT,0.521,0.5389,0.518,0.5348,41807.2798,22087.55891601
1659031200,2022-07-28 18:00:00,XHV/USDT,0.5292,0.5292,0.5086,0.5214,23812.0658,12341.11884374
1659027600,2022-07-28 17:00:00,XHV/USDT,0.5301,0.537,0.5227,0.5294,10985.2241,5818.12624054
1659024000,2022-07-28 16:00:00,XHV/USDT,0.5235,0.539,0.5156,0.527,16463.7517,8678.32674351
1659020400,2022-07-28 15:00:00,XHV/USDT,0.503,0.5275,0.495,0.5222,26310.4283,13490.39813459
1659016800,2022-07-28 14:00:00,XHV/USDT,0.504,0.5054,0.4988,0.5026,5272.1519,2640.59504384
1659013200,2022-07-28 13:00:00,XHV/USDT,0.5051,0.51,0.504,0.504,6240.6403,3164.78970584
1659009600,2022-07-28 12:00:00,XHV/USDT,0.4992,0.5193,0.498,0.505,22643.5218,11497.43099749
1659006000,2022-07-28 11:00:00,XHV/USDT,0.4971,0.505,0.493,0.4992,17115.2033,8548.3070704
1659002400,2022-07-28 10:00:00,XHV/USDT,0.495,0.498,0.4881,0.498,21602.0189,10722.34697375
1658998800,2022-07-28 09:00:00,XHV/USDT,0.4934,0.497,0.4934,0.495,3129.229,1547.0150335
1658995200,2022-07-28 08:00:00,XHV/USDT,0.4938,0.498,0.4928,0.4935,6637.9006,3294.6693076
1658991600,2022-07-28 07:00:00,XHV/USDT,0.503,0.5039,0.4938,0.497,8960.2583,4467.33719828
1658988000,2022-07-28 06:00:00,XHV/USDT,0.5016,0.506,0.4982,0.5046,3159.1845,1587.87505787
1658984400,2022-07-28 05:00:00,XHV/USDT,0.4998,0.5025,0.4984,0.5024,355.807,177.66997609
1658980800,2022-07-28 04:00:00,XHV/USDT,0.5072,0.5079,0.4998,0.4998,4094.5767,2064.50741045
1658977200,2022-07-28 03:00:00,XHV/USDT,0.5042,0.509,0.5042,0.5043,1453.805,736.92258159
1658973600,2022-07-28 02:00:00,XHV/USDT,0.4965,0.507,0.4965,0.5042,2924.6741,1471.06313316
1658970000,2022-07-28 01:00:00,XHV/USDT,0.498,0.5001,0.4963,0.4995,2347.598,1172.6992126
1658966400,2022-07-28 00:00:00,XHV/USDT,0.502,0.502,0.4946,0.4946,9606.7833,4758.80103701
1658962800,2022-07-27 23:00:00,XHV/USDT,0.4945,0.5023,0.4945,0.5023,6528.5738,3262.4986607
1658959200,2022-07-27 22:00:00,XHV/USDT,0.4869,0.499,0.4857,0.4914,12801.4651,6306.98622563
1658955600,2022-07-27 21:00:00,XHV/USDT,0.493,0.495,0.4833,0.4869,20662.8147,10070.23549315
1658952000,2022-07-27 20:00:00,XHV/USDT,0.505,0.5077,0.492,0.495,14657.0312,7260.10138341
1658948400,2022-07-27 19:00:00,XHV/USDT,0.497,0.5137,0.492,0.5026,27319.0744,13807.24231523
1658944800,2022-07-27 18:00:00,XHV/USDT,0.467,0.5,0.467,0.499,63773.7797,31381.1146645
1658941200,2022-07-27 17:00:00,XHV/USDT,0.47,0.4715,0.464,0.464,5830.9785,2731.89224004
1658937600,2022-07-27 16:00:00,XHV/USDT,0.4717,0.4762,0.4689,0.4689,2844.1836,1342.88841717
1658934000,2022-07-27 15:00:00,XHV/USDT,0.4725,0.4752,0.4699,0.4752,2102.6139,994.74655746
1658930400,2022-07-27 14:00:00,XHV/USDT,0.4691,0.4726,0.467,0.4692,1061.4495,499.43202837
1658926800,2022-07-27 13:00:00,XHV/USDT,0.4697,0.4715,0.4667,0.4691,2398.3743,1126.48557555
1658923200,2022-07-27 12:00:00,XHV/USDT,0.4654,0.4696,0.465,0.4695,392.8944,183.77723607
1658919600,2022-07-27 11:00:00,XHV/USDT,0.4687,0.4696,0.4652,0.4652,387.9392,181.60832561
1658916000,2022-07-27 10:00:00,XHV/USDT,0.467,0.4686,0.4653,0.4653,157.1022,73.50815611
1658912400,2022-07-27 09:00:00,XHV/USDT,0.4689,0.474,0.4645,0.4645,1584.7071,741.49921732
1658908800,2022-07-27 08:00:00,XHV/USDT,0.4715,0.478,0.469,0.469,4265.1239,2029.17396548
1658905200,2022-07-27 07:00:00,XHV/USDT,0.4708,0.4746,0.47,0.4745,3418.1504,1612.13252756
1658901600,2022-07-27 06:00:00,XHV/USDT,0.4671,0.4708,0.4665,0.4708,2897.802,1362.74848952
1658898000,2022-07-27 05:00:00,XHV/USDT,0.4648,0.4686,0.4621,0.4686,2403.3054,1116.19276506
1658894400,2022-07-27 04:00:00,XHV/USDT,0.4649,0.466,0.4615,0.4615,672.2007,311.2176446
1658890800,2022-07-27 03:00:00,XHV/USDT,0.4649,0.4665,0.4616,0.4616,1738.116,809.45518672
1658887200,2022-07-27 02:00:00,XHV/USDT,0.4641,0.4641,0.4622,0.4622,579.0527,268.59725042
1658883600,2022-07-27 01:00:00,XHV/USDT,0.4663,0.4663,0.464,0.464,2041.3606,947.49416117
1658880000,2022-07-27 00:00:00,XHV/USDT,0.467,0.4717,0.462,0.469,5526.1415,2580.33094676
1658876400,2022-07-26 23:00:00,XHV/USDT,0.4586,0.467,0.4586,0.465,2685.4849,1246.70824708
1658872800,2022-07-26 22:00:00,XHV/USDT,0.4586,0.463,0.4561,0.4561,8931.6289,4082.39148611
1658869200,2022-07-26 21:00:00,XHV/USDT,0.4559,0.461,0.451,0.4586,8344.1182,3824.04718462
1658865600,2022-07-26 20:00:00,XHV/USDT,0.4559,0.4626,0.45,0.4565,12452.9266,5659.08383612
1658862000,2022-07-26 19:00:00,XHV/USDT,0.4565,0.46,0.4551,0.4559,441.9243,202.54335752
