https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APE,Volume USDT
1654646400,2022-06-08 00:00:00,APE/USDT,6.0341,6.1244,5.6628,5.7082,1572122.59331739,9294739.017938765246
1654560000,2022-06-07 00:00:00,APE/USDT,6.3865,6.3971,5.8426,6.034,2513681.33461673,15261106.336837069303
1654473600,2022-06-06 00:00:00,APE/USDT,6.0979,6.4416,6.0809,6.3872,1838266.6264582,11588632.565168684304
1654387200,2022-06-05 00:00:00,APE/USDT,6.1996,6.2611,6.0443,6.0971,1113443.05291132,6829027.535591638293
1654300800,2022-06-04 00:00:00,APE/USDT,6.1315,6.2309,6.01,6.1966,1249655.35321314,7669956.649747175215
1654214400,2022-06-03 00:00:00,APE/USDT,6.4034,6.4993,5.9952,6.1283,1899977.09482627,11731268.173443337238
1654128000,2022-06-02 00:00:00,APE/USDT,6.106,6.4896,5.9732,6.4006,2540828.43285036,15744825.490701142805
1654041600,2022-06-01 00:00:00,APE/USDT,6.781,7.0292,5.9393,6.1077,3875971.9191464,25294034.816731991512
1653955200,2022-05-31 00:00:00,APE/USDT,7.2231,7.3392,6.5467,6.7813,3431414.55848433,23726791.929115884111
1653868800,2022-05-30 00:00:00,APE/USDT,6.2352,7.4787,6.1569,7.2214,4092297.29038319,28250808.087436540481
1653782400,2022-05-29 00:00:00,APE/USDT,6.232,6.3695,5.974,6.2426,1850675.12904678,11405988.080577502315
1653696000,2022-05-28 00:00:00,APE/USDT,6.086,6.4023,6.0423,6.2324,1912432.41535735,11947833.390293061118
1653609600,2022-05-27 00:00:00,APE/USDT,6.3774,6.475,5.7955,6.0858,4944963.51234524,30239080.586166666544
1653523200,2022-05-26 00:00:00,APE/USDT,7.3405,7.448,6.2212,6.384,4278329.03159802,28954118.907613158207
1653436800,2022-05-25 00:00:00,APE/USDT,7.506,7.7281,7.2576,7.3417,2792056.85949028,20776488.991605212128
1653350400,2022-05-24 00:00:00,APE/USDT,7.76,7.8952,7.01,7.5074,3885452.88985687,29013685.484124858139
1653264000,2022-05-23 00:00:00,APE/USDT,8.0226,8.512,7.5948,7.7593,5407057.66954827,43872369.790373462212
1653177600,2022-05-22 00:00:00,APE/USDT,8.0275,8.2289,7.7642,8.0229,2803180.28558705,22439639.633514867171
1653091200,2022-05-21 00:00:00,APE/USDT,7.7577,8.24,7.5656,8.0305,3597634.99564612,28450985.77955774062
1653004800,2022-05-20 00:00:00,APE/USDT,8.0699,8.3688,7.5,7.7621,5922752.12130455,46953566.199656774503
1652918400,2022-05-19 00:00:00,APE/USDT,7.9754,8.3127,7.428,8.072,9061676.92796543,71442675.887466405878
1652832000,2022-05-18 00:00:00,APE/USDT,8.8827,9.0814,7.6217,7.9813,6320343.6794242,52048482.265507833855
1652745600,2022-05-17 00:00:00,APE/USDT,8.0797,9.2791,8.0617,8.8818,4888132.21694464,42241490.357198515704
1652659200,2022-05-16 00:00:00,APE/USDT,9.1314,9.1339,7.8224,8.0773,4027408.04738199,33124375.926010588487
1652572800,2022-05-15 00:00:00,APE/USDT,8.658,9.2,8.0657,9.1343,4998484.70531006,42692605.697511489092
1652486400,2022-05-14 00:00:00,APE/USDT,8.5451,9.1596,7.205,8.6591,6403087.03931165,52178743.123282502382
1652400000,2022-05-13 00:00:00,APE/USDT,7.815,9.8091,7.6652,8.5447,10348221.34595839,91975330.720805803895
1652313600,2022-05-12 00:00:00,APE/USDT,5.7314,9.055,5.4169,7.8148,17061831.05394925,118061597.535365808723
1652227200,2022-05-11 00:00:00,APE/USDT,9.0215,9.4512,4.9999,5.744,17128879.60303473,126001745.387526785741
1652140800,2022-05-10 00:00:00,APE/USDT,8.0034,10.2031,7.7902,9.0303,13417454.57436853,120848406.062388044259
1652054400,2022-05-09 00:00:00,APE/USDT,11.2383,11.6407,7.9144,8.0084,12886387.63146915,130321819.537401112926
1651968000,2022-05-08 00:00:00,APE/USDT,12.3524,12.5114,11.01,11.2318,5294515.36716511,62118397.387646860337
1651881600,2022-05-07 00:00:00,APE/USDT,13.2659,13.33,12,12.3492,6035796.88992061,76447067.732514639669
1651795200,2022-05-06 00:00:00,APE/USDT,13.6944,13.9008,12.588,13.2624,8154071.70428394,108761618.422288428693
1651708800,2022-05-05 00:00:00,APE/USDT,15.5653,16.775,12.88,13.6936,10175583.76399015,151154958.703732770165
1651622400,2022-05-04 00:00:00,APE/USDT,14.1562,17.6501,14,15.5662,12347214.57855669,192848935.203705914237
1651536000,2022-05-03 00:00:00,APE/USDT,15.0532,15.8,13.8489,14.1529,8246378.67412213,122682254.798027083424
1651449600,2022-05-02 00:00:00,APE/USDT,15.8725,17.3449,14.2088,15.0453,9147100.66788322,142337824.155628088815
1651363200,2022-05-01 00:00:00,APE/USDT,19.975,20.3446,15.5207,15.8684,11061366.85204368,194420255.258851406422
1651276800,2022-04-30 00:00:00,APE/USDT,19.1228,25.6108,19.122,19.9563,21191939.6201766,467499420.514303713682
1651190400,2022-04-29 00:00:00,APE/USDT,23.6987,24.4494,18.1886,19.1358,21961342.83325133,474067282.018398774156
1651104000,2022-04-28 00:00:00,APE/USDT,19.4271,27.8808,19.108,23.6963,13521363.22465215,307889038.481604445856
1651017600,2022-04-27 00:00:00,APE/USDT,18.0946,19.9573,17.8521,19.4236,5735120.37236121,109197560.119966767326
1650931200,2022-04-26 00:00:00,APE/USDT,19.3422,19.5644,17.41,18.0888,6683876.74073753,121788130.545824156939
1650844800,2022-04-25 00:00:00,APE/USDT,16.8097,19.62,16.1747,19.3427,8556371.82254224,150386768.402572996748
1650758400,2022-04-24 00:00:00,APE/USDT,16.6859,17.8899,15.9171,16.8146,5259738.05898489,88704445.483168148961
1650672000,2022-04-23 00:00:00,APE/USDT,15.3775,18.658,15.1702,16.687,7277423.63606224,122358692.508858334383
1650585600,2022-04-22 00:00:00,APE/USDT,14.2897,15.4853,13.7025,15.3643,3565173.79859891,51914369.618396396067
1650499200,2022-04-21 00:00:00,APE/USDT,16.7292,16.7838,14,14.285,4327936.67429164,65593901.003002208526
1650412800,2022-04-20 00:00:00,APE/USDT,13.3812,17.55,12.9694,16.7258,6854653.63879662,109161432.975868360795
1650326400,2022-04-19 00:00:00,APE/USDT,11.8612,13.52,11.6741,13.3831,1747253.37221537,22216674.127542627402
1650240000,2022-04-18 00:00:00,APE/USDT,11.7015,11.9148,10.8024,11.8659,1154988.63568232,13167661.570068948197
1650153600,2022-04-17 00:00:00,APE/USDT,11.6682,12.0963,11.4582,11.6955,730078.83421419,8609073.318662549707
1650067200,2022-04-16 00:00:00,APE/USDT,12.24,12.2878,11.2,11.6662,776946.88347431,9149553.498056256904
1649980800,2022-04-15 00:00:00,APE/USDT,12.2708,12.6148,11.9915,12.2232,988781.55119783,12149212.127319985635
1649894400,2022-04-14 00:00:00,APE/USDT,13.2426,13.555,11.9323,12.269,1769543.0071224,22547335.245298993696
1649808000,2022-04-13 00:00:00,APE/USDT,11.5982,13.4764,11.46,13.2429,2163893.72475472,26993830.841502314666
1649721600,2022-04-12 00:00:00,APE/USDT,10.9449,12.1077,10.6981,11.5929,1416152.19637158,16209544.852910369143
1649635200,2022-04-11 00:00:00,APE/USDT,12.0771,12.216,10.6632,10.9446,1921663.78150167,21485803.300178478736
1649548800,2022-04-10 00:00:00,APE/USDT,10.9752,12.4137,10.8289,12.084,1375808.40052171,16218595.377766737961
1649462400,2022-04-09 00:00:00,APE/USDT,10.7822,11.0449,10.5938,10.9689,412287.71522321,4469854.523945062315
1649376000,2022-04-08 00:00:00,APE/USDT,11.1679,11.6,10.6704,10.7843,1036063.52522879,11557094.874447227668
1649289600,2022-04-07 00:00:00,APE/USDT,10.6621,11.3,10.6254,11.1712,1536706.78025374,16939279.617554035329
1649203200,2022-04-06 00:00:00,APE/USDT,11.6308,12.0345,10.516,10.651,1982063.97170929,22160976.373539924376
1649116800,2022-04-05 00:00:00,APE/USDT,11.9279,12.79,11.5156,11.6176,2054496.55044596,24820687.823001306323
1649030400,2022-04-04 00:00:00,APE/USDT,12.3855,12.4202,11.1447,11.9293,1743578.44224501,20663326.141472109324
1648944000,2022-04-03 00:00:00,APE/USDT,12.4251,12.9408,11.8591,12.3761,1703293.61469875,21233176.719046637089
1648857600,2022-04-02 00:00:00,APE/USDT,12.8244,13.8103,12.3552,12.4213,2296394.46907747,30046825.001035426489
1648771200,2022-04-01 00:00:00,APE/USDT,12.716,13.5903,12.2362,12.8266,2162043.92381591,27981154.636055340937
1648684800,2022-03-31 00:00:00,APE/USDT,14.206,14.3785,12.4769,12.6973,3275077.89125259,44241067.139905061676
1648598400,2022-03-30 00:00:00,APE/USDT,13.6,14.5737,13.039,14.2107,3567088.32145346,49620049.171275258505
1648512000,2022-03-29 00:00:00,APE/USDT,14.02,14.5682,13.3073,13.6,3036274.46518651,42481295.870016706174
1648425600,2022-03-28 00:00:00,APE/USDT,14.2739,15.555,13.86,14.02,4731867.50363304,70575318.605390980218
1648339200,2022-03-27 00:00:00,APE/USDT,13.8319,14.35,13.29,14.2739,3014355.12217733,41893383.083364125749
1648252800,2022-03-26 00:00:00,APE/USDT,12.3838,14.25,12.3611,13.831,3713362.81180913,49598911.534061401822
1648166400,2022-03-25 00:00:00,APE/USDT,12.9078,13.698,12.226,12.3789,3536214.33567746,45754595.342849448256
1648080000,2022-03-24 00:00:00,APE/USDT,13.3086,14.4695,12.75,12.9113,4877631.52780427,66619344.756010422773
1647993600,2022-03-23 00:00:00,APE/USDT,12.215,13.5353,11.45,13.2931,6015737.94628196,75832265.211707333746
1647907200,2022-03-22 00:00:00,APE/USDT,10.5198,12.58,10.1767,12.2285,5481838.6105606,62969164.488883955059
1647820800,2022-03-21 00:00:00,APE/USDT,9.6204,11,9.5603,10.52,3818981.79268211,39119196.172346235765
1647734400,2022-03-20 00:00:00,APE/USDT,11.7329,11.9534,9.5,9.6336,3780305.16436324,41424209.246129774151
1647648000,2022-03-19 00:00:00,APE/USDT,13.0841,14.7061,11.4187,11.7236,4999436.12210869,66888297.805733530487
1647561600,2022-03-18 00:00:00,APE/USDT,8.5438,18,8.5438,13.0869,12961765.21229855,176418639.938890843538
1647475200,2022-03-17 00:00:00,APE/USDT,4,21,4,8.5296,3778675.72833341,30587133.717233542273
