https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CELT,Volume USDT
1661040000,2022-08-21 00:00:00,CELT/USDT,0.003681,0.003942,0.003585,0.003861,6668280.64000835,24609.03885215269215
1660953600,2022-08-20 00:00:00,CELT/USDT,0.003702,0.003831,0.003428,0.003657,3163592.95781695,11583.18940830545949
1660867200,2022-08-19 00:00:00,CELT/USDT,0.004179,0.00423,0.003663,0.003675,5786375.75814627,22658.78921914763447
1660780800,2022-08-18 00:00:00,CELT/USDT,0.004254,0.004392,0.00399,0.00418,14481506.61636439,59706.70471208042214
1660694400,2022-08-17 00:00:00,CELT/USDT,0.00447,0.004653,0.0041,0.004303,26507033.44666718,117922.45347765651763
1660608000,2022-08-16 00:00:00,CELT/USDT,0.004485,0.0094,0.0044,0.00447,119044286.62536811,656557.45629408762898
1660521600,2022-08-15 00:00:00,CELT/USDT,0.004543,0.004585,0.00435,0.004484,1640194.87532349,7317.78486730486379
1660435200,2022-08-14 00:00:00,CELT/USDT,0.004942,0.00495,0.004443,0.004508,1537144.28629449,7261.55982517049408
1660348800,2022-08-13 00:00:00,CELT/USDT,0.004981,0.005098,0.004791,0.004942,6726091.479336,33196.43929419280468
1660262400,2022-08-12 00:00:00,CELT/USDT,0.004818,0.005399,0.004691,0.00498,25075260.47663639,123056.39182231362164
1660176000,2022-08-11 00:00:00,CELT/USDT,0.004592,0.00488,0.004496,0.004848,29496023.84427327,140554.19286491936242
1660089600,2022-08-10 00:00:00,CELT/USDT,0.005028,0.005039,0.004383,0.004592,9563988.98814592,44833.80755685515336
1660003200,2022-08-09 00:00:00,CELT/USDT,0.004428,0.005824,0.004204,0.005028,57111989.12174841,279308.32823085161692
1659916800,2022-08-08 00:00:00,CELT/USDT,0.004434,0.004586,0.004328,0.004457,2463829.21181043,10906.91458629181053
1659830400,2022-08-07 00:00:00,CELT/USDT,0.0043,0.004599,0.004231,0.004434,2476498.85314969,10923.19631003104258
1659744000,2022-08-06 00:00:00,CELT/USDT,0.004316,0.004343,0.004149,0.004299,1633227.16666059,6946.51741724690911
1659657600,2022-08-05 00:00:00,CELT/USDT,0.004201,0.004429,0.004157,0.004316,3155980.10146769,13586.62018744426143
1659571200,2022-08-04 00:00:00,CELT/USDT,0.00428,0.00438,0.004111,0.004201,1747797.89959297,7418.69235021403849
1659484800,2022-08-03 00:00:00,CELT/USDT,0.004223,0.004403,0.004153,0.004238,2471983.50904099,10529.92744118319946
1659398400,2022-08-02 00:00:00,CELT/USDT,0.004426,0.004426,0.004127,0.004223,2556875.86738535,10768.36769337693356
1659312000,2022-08-01 00:00:00,CELT/USDT,0.004647,0.004908,0.004297,0.004461,5161910.39201584,23805.81862125371181
1659225600,2022-07-31 00:00:00,CELT/USDT,0.004389,0.005,0.004313,0.004618,13047314.19081304,61285.37583731148089
1659139200,2022-07-30 00:00:00,CELT/USDT,0.00447,0.004785,0.004258,0.004432,5286159.9844811,23906.50690029290797
1659052800,2022-07-29 00:00:00,CELT/USDT,0.0042,0.004699,0.0042,0.004501,12216720.71693238,54629.09903662060775
1658966400,2022-07-28 00:00:00,CELT/USDT,0.004155,0.004558,0.004155,0.0042,2446668.82462828,10541.49660704320463
1658880000,2022-07-27 00:00:00,CELT/USDT,0.004014,0.004239,0.004,0.004155,1850269.93463114,7612.94350688949829
1658793600,2022-07-26 00:00:00,CELT/USDT,0.00427,0.004312,0.00399,0.00405,3641219.51784332,14926.25422134146988
1658707200,2022-07-25 00:00:00,CELT/USDT,0.004224,0.00435,0.004127,0.004303,2656432.28028322,11248.92476307788987
1658620800,2022-07-24 00:00:00,CELT/USDT,0.004179,0.00449,0.004157,0.004257,5164785.97597397,22461.64315440874471
1658534400,2022-07-23 00:00:00,CELT/USDT,0.00449,0.004662,0.00414,0.004212,3289195.75936355,14425.23370046211797
1658448000,2022-07-22 00:00:00,CELT/USDT,0.004239,0.004572,0.004101,0.004458,6446088.0840023,27936.81741854093211
1658361600,2022-07-21 00:00:00,CELT/USDT,0.004461,0.004483,0.00416,0.004213,2436994.59210228,10350.76824152361698
1658275200,2022-07-20 00:00:00,CELT/USDT,0.004712,0.004809,0.004302,0.004435,10441136.49371496,47620.45935735234543
1658188800,2022-07-19 00:00:00,CELT/USDT,0.004747,0.0062,0.00411,0.004699,58875655.57005111,299420.82970701115799
1658102400,2022-07-18 00:00:00,CELT/USDT,0.004155,0.00519,0.004051,0.004747,19951241.75217561,90635.91797657419294
1658016000,2022-07-17 00:00:00,CELT/USDT,0.00407,0.00435,0.004017,0.004155,4500983.12313573,18748.08189660369434
1657929600,2022-07-16 00:00:00,CELT/USDT,0.004146,0.004316,0.003921,0.004068,6056969.2211356,24859.10367521101867
1657843200,2022-07-15 00:00:00,CELT/USDT,0.004524,0.004571,0.004001,0.004167,8526634.08815344,36333.65539154044003
1657756800,2022-07-14 00:00:00,CELT/USDT,0.004332,0.004599,0.003742,0.00449,12370885.01665074,52313.47856837707947
1657670400,2022-07-13 00:00:00,CELT/USDT,0.00446,0.004779,0.004071,0.004368,20686746.78173071,91339.34666234589918
1657584000,2022-07-12 00:00:00,CELT/USDT,0.00474,0.005448,0.004311,0.004459,62851536.18678364,307327.48733175393942
1657497600,2022-07-11 00:00:00,CELT/USDT,0.008078,0.008078,0.0045,0.004777,55899973.47938073,308462.19854433539639
1657411200,2022-07-10 00:00:00,CELT/USDT,0.009088,0.00917,0.007725,0.00808,5314979.67336034,45280.09474766820084
1657324800,2022-07-09 00:00:00,CELT/USDT,0.008864,0.009539,0.008234,0.009021,6622058.7529415,59140.6081197831252
1657238400,2022-07-08 00:00:00,CELT/USDT,0.0082,0.00948,0.008002,0.008839,16986196.15822652,146859.92549003555259
1657152000,2022-07-07 00:00:00,CELT/USDT,0.008563,0.009427,0.007663,0.008195,12383161.97369777,103695.77214489412015
1657065600,2022-07-06 00:00:00,CELT/USDT,0.00983,0.0101,0.008306,0.008563,44414233.31253496,407147.25625112144556
1656979200,2022-07-05 00:00:00,CELT/USDT,0.007133,0.01173,0.0069,0.00983,173379771.09559422,1635835.38130695381385
1656892800,2022-07-04 00:00:00,CELT/USDT,0.006,0.008283,0.005812,0.007133,43726646.11192384,302492.64118752522501
1656806400,2022-07-03 00:00:00,CELT/USDT,0.0069,0.009769,0.005433,0.006,153463569.99467965,1100633.32118865089231
1656720000,2022-07-02 00:00:00,CELT/USDT,0.0042,0.015,0.004051,0.0069,162156855.97614404,1209620.77544108531691
1656633600,2022-07-01 00:00:00,CELT/USDT,0.0042,0.004331,0.004109,0.004191,2747919.51716382,11603.93041893243904
1656547200,2022-06-30 00:00:00,CELT/USDT,0.004719,0.004794,0.004002,0.004199,2921998.47525783,12284.07331585061718
1656460800,2022-06-29 00:00:00,CELT/USDT,0.004362,0.005437,0.00433,0.004657,16450155.87574961,81299.46540809571559
1656374400,2022-06-28 00:00:00,CELT/USDT,0.004393,0.0045,0.004286,0.004431,889414.38998483,3940.11070445131417
1656288000,2022-06-27 00:00:00,CELT/USDT,0.004784,0.00494,0.004344,0.004383,810053.44535198,3714.73285974791735
1656201600,2022-06-26 00:00:00,CELT/USDT,0.004601,0.005104,0.004589,0.004819,5024740.17435542,24297.06474835335465
1656115200,2022-06-25 00:00:00,CELT/USDT,0.004677,0.005392,0.004594,0.004644,12208068.61368908,58038.7733445827946
1656028800,2022-06-24 00:00:00,CELT/USDT,0.004544,0.005391,0.004062,0.00465,9377917.77223919,42082.95819400270607
1655942400,2022-06-23 00:00:00,CELT/USDT,0.004694,0.004694,0.004397,0.004544,1183102.64460942,5379.99323250689506
1655856000,2022-06-22 00:00:00,CELT/USDT,0.004972,0.005023,0.004346,0.00465,2845549.76043545,13200.2917537750133
1655769600,2022-06-21 00:00:00,CELT/USDT,0.004275,0.006362,0.004274,0.004971,14085462.21694642,73838.27308071350469
1655683200,2022-06-20 00:00:00,CELT/USDT,0.004403,0.007999,0.004096,0.004364,26987018.42628034,127300.55279338152393
1655596800,2022-06-19 00:00:00,CELT/USDT,0.00417,0.004656,0.004051,0.004516,3479337.79148757,15212.57468101030366
1655510400,2022-06-18 00:00:00,CELT/USDT,0.004494,0.004656,0.004,0.00414,1353859.73292502,5863.58602636954958
1655424000,2022-06-17 00:00:00,CELT/USDT,0.00432,0.004647,0.004285,0.004446,2864533.67799957,12705.53586752464542
1655337600,2022-06-16 00:00:00,CELT/USDT,0.004581,0.005157,0.0043,0.004371,7402069.43960555,35416.12970784758012
1655251200,2022-06-15 00:00:00,CELT/USDT,0.004822,0.004822,0.0043,0.004596,2715749.62282814,11969.05234629165702
1655164800,2022-06-14 00:00:00,CELT/USDT,0.004283,0.005338,0.004283,0.004822,5496902.1339822,25297.54871207014479
1655078400,2022-06-13 00:00:00,CELT/USDT,0.005075,0.005075,0.004004,0.004284,4484609.30659386,19796.2892856556431
1654992000,2022-06-12 00:00:00,CELT/USDT,0.005085,0.0088,0.004892,0.005112,23635696.91145265,137261.86999356885879
1654905600,2022-06-11 00:00:00,CELT/USDT,0.005687,0.005687,0.005071,0.005178,3147147.85591083,16513.27565035555144
1654819200,2022-06-10 00:00:00,CELT/USDT,0.005798,0.005815,0.005387,0.005642,2033920.56770361,11379.1275710283592
1654732800,2022-06-09 00:00:00,CELT/USDT,0.005779,0.006092,0.005526,0.005792,2388094.1260243,13849.58879871717954
1654646400,2022-06-08 00:00:00,CELT/USDT,0.00602,0.013,0.005466,0.005844,27615504.87934054,211425.29910868889582
1654560000,2022-06-07 00:00:00,CELT/USDT,0.006379,0.006379,0.005447,0.006021,100686210.47385003,588913.20212251354547
1654473600,2022-06-06 00:00:00,CELT/USDT,0.006088,0.006529,0.006022,0.006377,71664090.3282235,454421.87167582776308
1654387200,2022-06-05 00:00:00,CELT/USDT,0.006288,0.00697,0.005853,0.006087,22654640.25998892,142724.30475412713947
1654300800,2022-06-04 00:00:00,CELT/USDT,0.006086,0.006622,0.005956,0.006279,13586726.20380886,84600.43047202269391
1654214400,2022-06-03 00:00:00,CELT/USDT,0.006004,0.00642,0.005728,0.006086,15393407.22082611,92738.09713579708296
1654128000,2022-06-02 00:00:00,CELT/USDT,0.006592,0.006676,0.005703,0.00596,3732608.28601528,22597.60922197592941
1654041600,2022-06-01 00:00:00,CELT/USDT,0.007018,0.007275,0.006592,0.006592,15311758.78588638,106773.03908497878334
1653955200,2022-05-31 00:00:00,CELT/USDT,0.007394,0.007735,0.0068,0.007018,24882020.1148924,182418.23348652178317
1653868800,2022-05-30 00:00:00,CELT/USDT,0.006966,0.0074,0.006746,0.007394,33004284.63899885,233121.75610151493451
1653782400,2022-05-29 00:00:00,CELT/USDT,0.006289,0.007467,0.00627,0.007038,2430012.47871408,17037.65704628898022
1653696000,2022-05-28 00:00:00,CELT/USDT,0.00647,0.00664,0.006085,0.006321,3107420.95056975,20061.91430159632841
1653609600,2022-05-27 00:00:00,CELT/USDT,0.00691,0.00694,0.006069,0.006578,622891.76894087,4025.96945412035115
1653523200,2022-05-26 00:00:00,CELT/USDT,0.00735,0.007467,0.00658,0.006836,1532915.25756104,10865.18895765107457
1653436800,2022-05-25 00:00:00,CELT/USDT,0.007515,0.007608,0.007065,0.007349,7694631.91078213,57918.95373743616819
1653350400,2022-05-24 00:00:00,CELT/USDT,0.007807,0.008331,0.007212,0.007451,3059885.62921075,23414.21569810660888
1653264000,2022-05-23 00:00:00,CELT/USDT,0.009825,0.010383,0.00778,0.007808,25462505.57018656,241920.35139635825387
1653177600,2022-05-22 00:00:00,CELT/USDT,0.00804,0.009934,0.007791,0.009825,33867063.84083552,303092.93342477773469
1653091200,2022-05-21 00:00:00,CELT/USDT,0.008145,0.00833,0.007784,0.008039,9150850.10963058,73912.87828369084081
1653004800,2022-05-20 00:00:00,CELT/USDT,0.008198,0.0089,0.007919,0.00821,16943178.21589175,141474.96728510261387
1652918400,2022-05-19 00:00:00,CELT/USDT,0.008403,0.008968,0.007972,0.00812,6982255.62709626,57806.18462747597635
1652832000,2022-05-18 00:00:00,CELT/USDT,0.00823,0.009199,0.008045,0.008403,15662066.64632794,134195.88300432082236
1652745600,2022-05-17 00:00:00,CELT/USDT,0.008788,0.009707,0.008121,0.00831,13553015.97889541,117116.88220378827349
1652659200,2022-05-16 00:00:00,CELT/USDT,0.008701,0.0125,0.0075,0.00883,16195818.45179939,145242.08678576836988
1652572800,2022-05-15 00:00:00,CELT/USDT,0.00915,0.015476,0.008101,0.008719,25095654.68056633,236334.44831320753925
1652486400,2022-05-14 00:00:00,CELT/USDT,0.009359,0.012,0.0082,0.0092,12129170.97789219,116015.66015125027325
1652400000,2022-05-13 00:00:00,CELT/USDT,0.005035,0.066,0.005035,0.009488,75337565.44715733,944180.10689375869476
