https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LRC,Volume USDT
1661212800,2022-08-23 00:00:00,LRC/USDT,0.3774,0.3872,0.3624,0.3848,957365.17434646,361827.102757751497
1661126400,2022-08-22 00:00:00,LRC/USDT,0.3836,0.3836,0.3601,0.3773,1006471.80892306,371449.660001645055
1661040000,2022-08-21 00:00:00,LRC/USDT,0.3733,0.3888,0.3713,0.3836,911282.95358877,345885.910215677238
1660953600,2022-08-20 00:00:00,LRC/USDT,0.3723,0.388,0.3631,0.3733,1584380.09328666,596397.291334243243
1660867200,2022-08-19 00:00:00,LRC/USDT,0.399,0.4007,0.3664,0.3723,2578916.08211472,974756.678707186956
1660780800,2022-08-18 00:00:00,LRC/USDT,0.4209,0.4367,0.3948,0.3998,1955887.61948264,816461.373897958048
1660694400,2022-08-17 00:00:00,LRC/USDT,0.4548,0.4734,0.4154,0.4208,1929586.72763158,857557.812481094526
1660608000,2022-08-16 00:00:00,LRC/USDT,0.4702,0.4772,0.4526,0.455,1642952.41928949,761828.025916972588
1660521600,2022-08-15 00:00:00,LRC/USDT,0.4828,0.4976,0.4585,0.4704,3471859.99272555,1650849.770296577014
1660435200,2022-08-14 00:00:00,LRC/USDT,0.4965,0.524,0.4633,0.4829,5531610.53520396,2743566.124475027486
1660348800,2022-08-13 00:00:00,LRC/USDT,0.4744,0.4963,0.4701,0.4962,2628346.93014895,1265475.348219658453
1660262400,2022-08-12 00:00:00,LRC/USDT,0.4582,0.4766,0.4488,0.4743,1872450.84073059,864975.716509301225
1660176000,2022-08-11 00:00:00,LRC/USDT,0.4653,0.4878,0.4545,0.4583,2329696.94605952,1103521.929687904648
1660089600,2022-08-10 00:00:00,LRC/USDT,0.4485,0.471,0.4336,0.4652,3248285.88704953,1479990.102154626547
1660003200,2022-08-09 00:00:00,LRC/USDT,0.4711,0.4797,0.4362,0.4486,2281237.79657288,1044422.080813615275
1659916800,2022-08-08 00:00:00,LRC/USDT,0.4807,0.4998,0.4627,0.4718,3103484.99562482,1495179.398502759276
1659830400,2022-08-07 00:00:00,LRC/USDT,0.4326,0.494,0.4226,0.4808,5285368.59646466,2484641.719646178529
1659744000,2022-08-06 00:00:00,LRC/USDT,0.4387,0.4455,0.4307,0.4331,1298352.7390729,569319.865905876893
1659657600,2022-08-05 00:00:00,LRC/USDT,0.4166,0.4411,0.4138,0.4387,1851199.26665804,795414.729608687788
1659571200,2022-08-04 00:00:00,LRC/USDT,0.4016,0.4362,0.4015,0.4161,1934421.64989389,808142.2950627292
1659484800,2022-08-03 00:00:00,LRC/USDT,0.4023,0.4216,0.3892,0.4018,1590671.38322639,647912.654402289194
1659398400,2022-08-02 00:00:00,LRC/USDT,0.4225,0.4282,0.3939,0.4025,2143956.40307819,871218.128208881607
1659312000,2022-08-01 00:00:00,LRC/USDT,0.4172,0.4362,0.4097,0.4225,1877276.54255997,788930.045207874715
1659225600,2022-07-31 00:00:00,LRC/USDT,0.4311,0.451,0.4151,0.4179,2521963.61139639,1099017.107837234781
1659139200,2022-07-30 00:00:00,LRC/USDT,0.4218,0.4682,0.4218,0.4309,4381253.39148614,1929016.616472224439
1659052800,2022-07-29 00:00:00,LRC/USDT,0.4331,0.448,0.4115,0.4209,2657259.01066583,1145507.506554335459
1658966400,2022-07-28 00:00:00,LRC/USDT,0.3966,0.4396,0.3883,0.4336,3870467.02469189,1599669.856325584178
1658880000,2022-07-27 00:00:00,LRC/USDT,0.3679,0.3965,0.3582,0.3963,2462444.83556036,925173.493774510968
1658793600,2022-07-26 00:00:00,LRC/USDT,0.3622,0.3684,0.3528,0.3677,1849927.78093659,668836.416614796652
1658707200,2022-07-25 00:00:00,LRC/USDT,0.403,0.4061,0.3623,0.3627,2461700.83006736,939690.04607655021
1658620800,2022-07-24 00:00:00,LRC/USDT,0.4067,0.4205,0.4013,0.4032,1043134.0154558,427398.961116548385
1658534400,2022-07-23 00:00:00,LRC/USDT,0.4041,0.4182,0.3931,0.4065,1310796.72169686,532308.20089029019
1658448000,2022-07-22 00:00:00,LRC/USDT,0.4313,0.4424,0.4016,0.4047,1816809.31781683,771787.001356625335
1658361600,2022-07-21 00:00:00,LRC/USDT,0.423,0.4355,0.4044,0.4303,2240528.52038785,944883.539307175448
1658275200,2022-07-20 00:00:00,LRC/USDT,0.4514,0.478,0.4143,0.4227,4757207.49697664,2154273.258883989417
1658188800,2022-07-19 00:00:00,LRC/USDT,0.432,0.4754,0.4203,0.4511,6442901.43373584,2889181.756046106117
1658102400,2022-07-18 00:00:00,LRC/USDT,0.3783,0.4666,0.3757,0.4321,6141212.25540257,2620938.198030137259
1658016000,2022-07-17 00:00:00,LRC/USDT,0.3872,0.3991,0.3768,0.3775,1188407.39119768,461004.845755344729
1657929600,2022-07-16 00:00:00,LRC/USDT,0.377,0.3914,0.3683,0.3869,1329256.93835801,504916.424743299586
1657843200,2022-07-15 00:00:00,LRC/USDT,0.3827,0.3925,0.3714,0.3764,1903067.24107382,725449.672590033929
1657756800,2022-07-14 00:00:00,LRC/USDT,0.371,0.389,0.3575,0.3826,2084530.71371877,773916.504181418299
1657670400,2022-07-13 00:00:00,LRC/USDT,0.3609,0.3747,0.3455,0.3711,1988226.37398377,717598.821230617718
1657584000,2022-07-12 00:00:00,LRC/USDT,0.3914,0.3994,0.3591,0.3606,2838549.8901608,1076728.851939439593
1657497600,2022-07-11 00:00:00,LRC/USDT,0.391,0.4139,0.373,0.3907,3076890.23151745,1217292.044191934264
1657411200,2022-07-10 00:00:00,LRC/USDT,0.4056,0.406,0.3831,0.3911,724625.25611153,286736.058963350933
1657324800,2022-07-09 00:00:00,LRC/USDT,0.4029,0.4126,0.3991,0.4061,541659.71343209,220870.267044668531
1657238400,2022-07-08 00:00:00,LRC/USDT,0.4191,0.4274,0.3986,0.4023,1378767.76399682,568238.006705727459
1657152000,2022-07-07 00:00:00,LRC/USDT,0.4089,0.4246,0.4045,0.4181,1482252.83429565,615557.455230645171
1657065600,2022-07-06 00:00:00,LRC/USDT,0.4087,0.4184,0.4009,0.4089,1643280.13720191,670464.528121748347
1656979200,2022-07-05 00:00:00,LRC/USDT,0.4009,0.4404,0.3908,0.4089,3206681.997432,1324688.877946748137
1656892800,2022-07-04 00:00:00,LRC/USDT,0.3802,0.4022,0.3722,0.401,1243580.48204014,482010.098832741186
1656806400,2022-07-03 00:00:00,LRC/USDT,0.3794,0.3865,0.369,0.3802,1315392.31680009,495528.908721969204
1656720000,2022-07-02 00:00:00,LRC/USDT,0.3795,0.384,0.368,0.3792,1916377.16969003,720348.887773586119
1656633600,2022-07-01 00:00:00,LRC/USDT,0.3852,0.3968,0.3685,0.3796,1857004.24095225,705936.622654335746
1656547200,2022-06-30 00:00:00,LRC/USDT,0.3896,0.3936,0.357,0.3854,1753334.11021803,650405.10750429499
1656460800,2022-06-29 00:00:00,LRC/USDT,0.3883,0.4019,0.379,0.3902,1620374.81252745,633160.028143039275
1656374400,2022-06-28 00:00:00,LRC/USDT,0.4071,0.4262,0.3848,0.3883,1535242.2923767,620251.874438795717
1656288000,2022-06-27 00:00:00,LRC/USDT,0.4011,0.4284,0.3983,0.407,1306431.26518964,539334.725968939267
1656201600,2022-06-26 00:00:00,LRC/USDT,0.4408,0.4521,0.399,0.4008,2149593.00367686,920194.734528407909
1656115200,2022-06-25 00:00:00,LRC/USDT,0.4249,0.4463,0.4134,0.4399,1778289.01988213,765588.840645308962
1656028800,2022-06-24 00:00:00,LRC/USDT,0.4041,0.4359,0.4035,0.4251,2183297.13210537,913757.715447421494
1655942400,2022-06-23 00:00:00,LRC/USDT,0.375,0.4072,0.3731,0.4036,2134156.18361889,844006.446016444569
1655856000,2022-06-22 00:00:00,LRC/USDT,0.3932,0.4026,0.3686,0.3746,2046038.46289679,778685.764165004599
1655769600,2022-06-21 00:00:00,LRC/USDT,0.3725,0.4242,0.3652,0.393,2923182.04192545,1159957.030956039225
1655683200,2022-06-20 00:00:00,LRC/USDT,0.3678,0.3819,0.3492,0.3728,1869001.88138283,684912.670539169182
1655596800,2022-06-19 00:00:00,LRC/USDT,0.3423,0.3764,0.327,0.3678,3616151.18485487,1279239.963321501659
1655510400,2022-06-18 00:00:00,LRC/USDT,0.3737,0.38,0.315,0.3421,3247474.25750837,1117928.680609503806
1655424000,2022-06-17 00:00:00,LRC/USDT,0.3639,0.3848,0.36,0.3738,1987164.75266732,743191.935162030963
1655337600,2022-06-16 00:00:00,LRC/USDT,0.4118,0.418,0.355,0.3637,1832476.14161556,691820.891692089505
1655251200,2022-06-15 00:00:00,LRC/USDT,0.3791,0.4129,0.3396,0.4121,4006749.66946237,1468990.789719837065
1655164800,2022-06-14 00:00:00,LRC/USDT,0.377,0.3882,0.3389,0.3795,2591968.95599661,959630.663671102123
1655078400,2022-06-13 00:00:00,LRC/USDT,0.4042,0.4078,0.3377,0.3783,3305360.25424517,1216904.029572552105
1654992000,2022-06-12 00:00:00,LRC/USDT,0.4415,0.4483,0.4042,0.4052,4026940.68840268,1712908.600976230366
1654905600,2022-06-11 00:00:00,LRC/USDT,0.4803,0.4948,0.4337,0.442,3637514.57519139,1677731.702250634246
1654819200,2022-06-10 00:00:00,LRC/USDT,0.5125,0.5148,0.4732,0.4804,3918431.87480127,1923493.495888308611
1654732800,2022-06-09 00:00:00,LRC/USDT,0.5187,0.5386,0.5095,0.5125,2165561.43539963,1128041.856388311331
1654646400,2022-06-08 00:00:00,LRC/USDT,0.5285,0.5445,0.5153,0.519,2493986.20458107,1320380.743070135345
1654560000,2022-06-07 00:00:00,LRC/USDT,0.5521,0.553,0.5082,0.5284,5399102.20827562,2836214.698514425897
1654473600,2022-06-06 00:00:00,LRC/USDT,0.509,0.627,0.5057,0.5521,7293026.10203266,4112416.245553134072
1654387200,2022-06-05 00:00:00,LRC/USDT,0.5165,0.5208,0.5001,0.5082,1180336.23460515,602075.608768073873
1654300800,2022-06-04 00:00:00,LRC/USDT,0.5164,0.5228,0.4971,0.5154,1610560.38940792,827095.102181149206
1654214400,2022-06-03 00:00:00,LRC/USDT,0.5512,0.5533,0.5103,0.5161,1983186.46899521,1040405.707354576104
1654128000,2022-06-02 00:00:00,LRC/USDT,0.5241,0.5573,0.5112,0.5516,2979152.33667473,1596679.613708857558
1654041600,2022-06-01 00:00:00,LRC/USDT,0.5667,0.6001,0.5056,0.5239,4282041.44640518,2388852.798983899112
1653955200,2022-05-31 00:00:00,LRC/USDT,0.57,0.5773,0.5264,0.5663,2347891.49962273,1300770.463503760855
1653868800,2022-05-30 00:00:00,LRC/USDT,0.4943,0.5769,0.4846,0.5695,3901196.56691446,2097445.974967366892
1653782400,2022-05-29 00:00:00,LRC/USDT,0.4826,0.5009,0.4665,0.4942,3592487.12097458,1735108.335089960994
1653696000,2022-05-28 00:00:00,LRC/USDT,0.4797,0.4944,0.4675,0.4826,3796017.9628746,1834387.825332556383
1653609600,2022-05-27 00:00:00,LRC/USDT,0.509,0.5146,0.463,0.4788,6620890.63094109,3218600.626776659483
1653523200,2022-05-26 00:00:00,LRC/USDT,0.6147,0.6276,0.5034,0.5104,9364566.1544239,5156175.675083276928
1653436800,2022-05-25 00:00:00,LRC/USDT,0.5544,0.6383,0.5504,0.6148,8372441.59321285,4917194.20056148325
1653350400,2022-05-24 00:00:00,LRC/USDT,0.5532,0.5861,0.5163,0.5549,6997410.28033238,3888907.532848546107
1653264000,2022-05-23 00:00:00,LRC/USDT,0.5125,0.6657,0.4945,0.5524,12327348.84007876,7335762.044803474415
1653177600,2022-05-22 00:00:00,LRC/USDT,0.4925,0.5169,0.4842,0.5126,3230734.21683149,1616954.270535380778
1653091200,2022-05-21 00:00:00,LRC/USDT,0.4843,0.4999,0.4679,0.4909,2738947.2208618,1332367.406421612667
1653004800,2022-05-20 00:00:00,LRC/USDT,0.485,0.5096,0.4606,0.4845,3280899.24098076,1591736.277304238964
1652918400,2022-05-19 00:00:00,LRC/USDT,0.4529,0.4889,0.4429,0.484,2757969.91699884,1285567.526540020734
1652832000,2022-05-18 00:00:00,LRC/USDT,0.5005,0.51,0.4467,0.4522,4089746.24022572,1941706.318937619365
1652745600,2022-05-17 00:00:00,LRC/USDT,0.4662,0.513,0.4646,0.5002,1605239.65965355,786747.677121747635
1652659200,2022-05-16 00:00:00,LRC/USDT,0.5149,0.5149,0.4574,0.4662,1497499.06173646,711250.207100039028
1652572800,2022-05-15 00:00:00,LRC/USDT,0.4776,0.5158,0.4525,0.5157,1961735.70557136,947024.191612275861
1652486400,2022-05-14 00:00:00,LRC/USDT,0.4656,0.4877,0.4305,0.477,2948981.28829165,1359261.75006419262
1652400000,2022-05-13 00:00:00,LRC/USDT,0.3952,0.5342,0.387,0.4663,7587870.70702229,3653807.198585732012
1652313600,2022-05-12 00:00:00,LRC/USDT,0.4193,0.45,0.3269,0.395,5988767.55839395,2311103.05921745781
1652227200,2022-05-11 00:00:00,LRC/USDT,0.573,0.5888,0.38,0.4203,13296555.9332945,6452160.26697843149
1652140800,2022-05-10 00:00:00,LRC/USDT,0.5445,0.6358,0.5239,0.573,7403599.26812528,4314768.08896294086
1652054400,2022-05-09 00:00:00,LRC/USDT,0.6654,0.6789,0.5413,0.5437,6470483.46917403,3871856.600130379015
1651968000,2022-05-08 00:00:00,LRC/USDT,0.6932,0.6992,0.654,0.6645,3195908.87910645,2160963.442733802223
1651881600,2022-05-07 00:00:00,LRC/USDT,0.7248,0.7275,0.6762,0.6942,2310413.44820814,1632666.638696830923
1651795200,2022-05-06 00:00:00,LRC/USDT,0.743,0.7561,0.7031,0.7251,3610884.21122894,2622925.118351446551
1651708800,2022-05-05 00:00:00,LRC/USDT,0.8159,0.8544,0.7108,0.7425,6800236.49050585,5357211.740583853524
1651622400,2022-05-04 00:00:00,LRC/USDT,0.7223,0.822,0.7185,0.8159,3011735.5926845,2310206.069319564568
1651536000,2022-05-03 00:00:00,LRC/USDT,0.7474,0.7812,0.7099,0.7222,2651592.82852651,1963210.359083787578
1651449600,2022-05-02 00:00:00,LRC/USDT,0.7423,0.7805,0.7028,0.7471,3238918.66665545,2374577.465143385436
1651363200,2022-05-01 00:00:00,LRC/USDT,0.6802,0.7608,0.6703,0.7425,3780776.9560928,2711477.933784499437
1651276800,2022-04-30 00:00:00,LRC/USDT,0.789,0.7957,0.6441,0.6808,4214524.20214492,3061002.894630750602
1651190400,2022-04-29 00:00:00,LRC/USDT,0.8414,0.8458,0.766,0.7876,2453850.96198051,1974861.701468208386
1651104000,2022-04-28 00:00:00,LRC/USDT,0.8574,0.8673,0.8241,0.8415,2133667.69983952,1804032.303639898762
1651017600,2022-04-27 00:00:00,LRC/USDT,0.8193,0.8694,0.8137,0.8574,2351392.40515406,1999908.095806650503
1650931200,2022-04-26 00:00:00,LRC/USDT,0.8912,0.9032,0.8068,0.8206,2953055.19423843,2527775.739358456754
1650844800,2022-04-25 00:00:00,LRC/USDT,0.8936,0.8962,0.8346,0.8907,3510520.17535726,3024783.546649564473
1650758400,2022-04-24 00:00:00,LRC/USDT,0.9247,0.9408,0.8844,0.894,2468380.41146105,2257157.733266678047
1650672000,2022-04-23 00:00:00,LRC/USDT,0.9585,0.9841,0.9157,0.9239,2144402.86997221,2021853.672223918314
1650585600,2022-04-22 00:00:00,LRC/USDT,0.9208,0.9872,0.9123,0.959,4416897.08040992,4216201.787622302841
1650499200,2022-04-21 00:00:00,LRC/USDT,0.9534,0.9812,0.8957,0.9208,3168390.74605497,2984800.780102236754
1650412800,2022-04-20 00:00:00,LRC/USDT,0.959,1.0401,0.929,0.9537,5538683.43993333,5449122.876384738153
1650326400,2022-04-19 00:00:00,LRC/USDT,0.9305,0.9785,0.9222,0.9607,3825122.51275361,3623483.120712132571
1650240000,2022-04-18 00:00:00,LRC/USDT,0.852,0.9541,0.8234,0.93,5738412.72555013,5141702.332018492746
1650153600,2022-04-17 00:00:00,LRC/USDT,0.9034,0.9076,0.8483,0.8523,1022913.59817688,903513.415610588687
1650067200,2022-04-16 00:00:00,LRC/USDT,0.8954,0.9184,0.881,0.903,1729663.16421257,1544224.001629445336
1649980800,2022-04-15 00:00:00,LRC/USDT,0.8847,0.9038,0.8718,0.8954,772873.17306998,687351.86556125922
1649894400,2022-04-14 00:00:00,LRC/USDT,0.9215,0.9474,0.8675,0.8838,2659775.54318621,2411082.81707955482
1649808000,2022-04-13 00:00:00,LRC/USDT,0.9119,0.9263,0.8891,0.9208,2524290.89669493,2302507.500734944544
1649721600,2022-04-12 00:00:00,LRC/USDT,0.8519,0.922,0.8375,0.912,5036785.56364498,4486178.763164821086
1649635200,2022-04-11 00:00:00,LRC/USDT,0.9583,0.9633,0.835,0.8516,5043027.63627027,4531053.214468660635
1649548800,2022-04-10 00:00:00,LRC/USDT,1.0071,1.0142,0.9536,0.9597,1683675.5548961,1665223.102807283063
1649462400,2022-04-09 00:00:00,LRC/USDT,0.9618,1.025,0.9602,1.0088,2107358.92041749,2080708.266273055245
1649376000,2022-04-08 00:00:00,LRC/USDT,1.0183,1.0485,0.9523,0.9617,3234908.78775142,3236554.830133008943
1649289600,2022-04-07 00:00:00,LRC/USDT,0.9659,1.0395,0.9512,1.0183,4417589.89723744,4451013.413683452638
1649203200,2022-04-06 00:00:00,LRC/USDT,1.1046,1.1064,0.9625,0.9667,7998719.97655029,8277969.018300567018
1649116800,2022-04-05 00:00:00,LRC/USDT,1.1398,1.1947,1.1,1.1031,3430285.85294263,3941361.775202405587
1649030400,2022-04-04 00:00:00,LRC/USDT,1.186,1.1871,1.0772,1.1399,4986893.885544,5661003.91482910902
1648944000,2022-04-03 00:00:00,LRC/USDT,1.1384,1.2038,1.1147,1.1866,4270984.54960965,4990190.65017257973
1648857600,2022-04-02 00:00:00,LRC/USDT,1.188,1.2313,1.13,1.1373,6528216.98097645,7730699.422613270848
1648771200,2022-04-01 00:00:00,LRC/USDT,1.1647,1.2266,1.0964,1.189,8477407.5678566,9867740.017219456618
1648684800,2022-03-31 00:00:00,LRC/USDT,1.2697,1.3401,1.1342,1.1648,12032943.97064006,14895760.557987789635
1648598400,2022-03-30 00:00:00,LRC/USDT,1.2855,1.328,1.2117,1.2686,10240075.90053296,12898665.761796704024
1648512000,2022-03-29 00:00:00,LRC/USDT,1.1286,1.3603,1.1261,1.2861,21227051.79219602,26814205.08210249814
1648425600,2022-03-28 00:00:00,LRC/USDT,1.1047,1.2864,1.0756,1.1296,22518933.57081162,26842432.281499707237
1648339200,2022-03-27 00:00:00,LRC/USDT,1.0659,1.144,1.05,1.1053,9677684.47533069,10565075.3915671539
1648252800,2022-03-26 00:00:00,LRC/USDT,1.0564,1.1772,1.0423,1.0649,9892256.16647297,10913948.989964395883
1648166400,2022-03-25 00:00:00,LRC/USDT,1.0806,1.1849,1.0288,1.056,11692905.41264431,12950721.909528215218
1648080000,2022-03-24 00:00:00,LRC/USDT,1.1689,1.2022,1.0361,1.0808,12368661.64620069,13583135.308906501315
1647993600,2022-03-23 00:00:00,LRC/USDT,0.8063,1.2347,0.8063,1.1703,25357621.89245978,27663798.043024056875
1647907200,2022-03-22 00:00:00,LRC/USDT,0.8074,0.8515,0.7845,0.8069,3813831.19373011,3147402.647775146586
1647820800,2022-03-21 00:00:00,LRC/USDT,0.823,0.8558,0.8004,0.8087,2969682.76307109,2450188.688012489021
1647734400,2022-03-20 00:00:00,LRC/USDT,0.9365,0.961,0.8137,0.8237,5456500.73181518,4730420.130767825255
1647648000,2022-03-19 00:00:00,LRC/USDT,0.7282,0.9927,0.7263,0.9365,9517776.62837138,8302237.759504164068
1647561600,2022-03-18 00:00:00,LRC/USDT,0.7061,0.7436,0.6866,0.7287,1719647.40269768,1229385.512376315625
1647475200,2022-03-17 00:00:00,LRC/USDT,0.7151,0.7405,0.7048,0.707,2133896.63806045,1529694.762410239439
1647388800,2022-03-16 00:00:00,LRC/USDT,0.6756,0.717,0.6714,0.7148,2739001.75951016,1905716.753825293379
1647302400,2022-03-15 00:00:00,LRC/USDT,0.6974,0.7019,0.6544,0.6754,2569147.75270204,1735263.393117254113
1647216000,2022-03-14 00:00:00,LRC/USDT,0.6797,0.7013,0.6713,0.6978,1257594.39303547,862996.69161583947
1647129600,2022-03-13 00:00:00,LRC/USDT,0.6904,0.72,0.6726,0.6797,1218293.12975713,854322.238855748825
1647043200,2022-03-12 00:00:00,LRC/USDT,0.6969,0.7115,0.6883,0.6888,879079.27366396,618048.040557866036
1646956800,2022-03-11 00:00:00,LRC/USDT,0.7181,0.7242,0.6932,0.6968,1753486.68480715,1237865.57622610296
1646870400,2022-03-10 00:00:00,LRC/USDT,0.7402,0.7439,0.688,0.7179,1811294.23178982,1283140.303356456939
1646784000,2022-03-09 00:00:00,LRC/USDT,0.7333,0.7661,0.7309,0.7405,2762060.50436491,2076766.36958078131
1646697600,2022-03-08 00:00:00,LRC/USDT,0.7057,0.7451,0.6973,0.7329,2029972.19168874,1478070.990095643442
1646611200,2022-03-07 00:00:00,LRC/USDT,0.7161,0.739,0.6755,0.7063,2629732.56837932,1859319.061556442065
1646524800,2022-03-06 00:00:00,LRC/USDT,0.7585,0.7677,0.7102,0.7153,1405361.27247558,1043396.525206609124
1646438400,2022-03-05 00:00:00,LRC/USDT,0.7338,0.7746,0.7145,0.7588,1538435.41682319,1153961.6702372583
1646352000,2022-03-04 00:00:00,LRC/USDT,0.7807,0.7854,0.7185,0.7339,2068060.91708252,1555288.366970473648
1646265600,2022-03-03 00:00:00,LRC/USDT,0.8081,0.8174,0.7608,0.7826,1810281.10119321,1426245.031440632754
1646179200,2022-03-02 00:00:00,LRC/USDT,0.832,0.868,0.7882,0.8096,2677718.26313078,2207995.815494146766
1646092800,2022-03-01 00:00:00,LRC/USDT,0.825,0.8645,0.7899,0.8347,2899638.17670084,2394632.221269474394
1646006400,2022-02-28 00:00:00,LRC/USDT,0.7271,0.83,0.7145,0.8256,2377622.63336643,1831716.900686724981
1645920000,2022-02-27 00:00:00,LRC/USDT,0.7696,0.7862,0.7096,0.7258,2270330.87634826,1722086.421550289003
1645833600,2022-02-26 00:00:00,LRC/USDT,0.7775,0.8225,0.758,0.7699,2476543.96084596,1939152.450047987202
1645747200,2022-02-25 00:00:00,LRC/USDT,0.74,0.7845,0.7174,0.777,2309891.28644957,1736956.844640079857
1645660800,2022-02-24 00:00:00,LRC/USDT,0.7525,0.7755,0.6265,0.7408,5714448.65733404,3967484.342594193489
1645574400,2022-02-23 00:00:00,LRC/USDT,0.802,0.8302,0.7499,0.7519,2423322.64895003,1926859.945763941826
1645488000,2022-02-22 00:00:00,LRC/USDT,0.7433,0.8113,0.7246,0.8013,2170211.16289655,1668467.80611674703
1645401600,2022-02-21 00:00:00,LRC/USDT,0.8107,0.8655,0.7402,0.7415,3445324.20965606,2802901.56904138454
1645315200,2022-02-20 00:00:00,LRC/USDT,0.885,0.8894,0.7869,0.8107,2758883.24219387,2290957.882302774922
1645228800,2022-02-19 00:00:00,LRC/USDT,0.8716,0.9132,0.8579,0.8875,1946067.38276299,1725947.208448316253
1645142400,2022-02-18 00:00:00,LRC/USDT,0.8844,0.9398,0.8602,0.872,3165246.52876731,2828889.495387166764
1645056000,2022-02-17 00:00:00,LRC/USDT,0.9591,0.9739,0.8586,0.8864,3192996.36027602,2938604.30438753951
1644969600,2022-02-16 00:00:00,LRC/USDT,0.9872,0.9908,0.9341,0.9582,2531360.63610011,2446112.126846201898
1644883200,2022-02-15 00:00:00,LRC/USDT,0.9245,0.9963,0.9208,0.9852,2909644.04418625,2817085.67485342235
1644796800,2022-02-14 00:00:00,LRC/USDT,0.9098,0.9434,0.8775,0.9215,2792618.59623858,2521847.786686021609
1644710400,2022-02-13 00:00:00,LRC/USDT,0.952,0.9663,0.8878,0.9073,2724708.78976813,2541153.820357603919
1644624000,2022-02-12 00:00:00,LRC/USDT,0.942,0.9811,0.904,0.9502,3748525.06130135,3535182.307961961524
1644537600,2022-02-11 00:00:00,LRC/USDT,1.0107,1.1002,0.9143,0.9424,5908796.62979449,6036724.337162352349
1644451200,2022-02-10 00:00:00,LRC/USDT,1.0992,1.106,0.9922,1.012,4304091.37139293,4527214.63244601621
1644364800,2022-02-09 00:00:00,LRC/USDT,1.0771,1.1276,1.0364,1.0997,3918357.02142404,4287053.799732623265
1644278400,2022-02-08 00:00:00,LRC/USDT,1.1664,1.2071,1.025,1.0768,8603962.58115374,9467116.70597347173
1644192000,2022-02-07 00:00:00,LRC/USDT,1.122,1.23,1.073,1.1662,10080802.66175768,11530637.048416011075
