https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPI,Volume USDT
1654358400,2022-06-04 16:00:00,DPI/USDT,93.78,93.89,93.78,93.78,3.0039,281.706171
1654354800,2022-06-04 15:00:00,DPI/USDT,94.16,94.16,93.88,93.98,0.2146,20.192896
1654351200,2022-06-04 14:00:00,DPI/USDT,91.4,94.27,91.29,93.98,0.54033858,50.8802549366
1654347600,2022-06-04 13:00:00,DPI/USDT,92.5,93.19,92.5,93.19,0.0243,2.253801
1654344000,2022-06-04 12:00:00,DPI/USDT,92.15,92.46,91.09,92.46,0.0319,2.935308
1654340400,2022-06-04 11:00:00,DPI/USDT,92.15,92.15,92.15,92.15,0,0
1654336800,2022-06-04 10:00:00,DPI/USDT,92.15,92.15,92.15,92.15,0,0
1654333200,2022-06-04 09:00:00,DPI/USDT,92.15,92.15,92.15,92.15,0.0079,0.727985
1654329600,2022-06-04 08:00:00,DPI/USDT,93.22,93.66,93.22,93.66,0.0256,2.389336
1654326000,2022-06-04 07:00:00,DPI/USDT,92.15,93.22,91.29,93.22,0.0388,3.572861
1654322400,2022-06-04 06:00:00,DPI/USDT,93.22,93.72,92.15,92.15,0.0153,1.425977
1654318800,2022-06-04 05:00:00,DPI/USDT,93.22,93.22,91.4,93.22,0.0174,1.619116
1654315200,2022-06-04 04:00:00,DPI/USDT,93.22,93.22,91.4,91.4,0.0031,0.286434
1654311600,2022-06-04 03:00:00,DPI/USDT,92.23,92.38,92.23,92.24,0.0231,2.130722
1654308000,2022-06-04 02:00:00,DPI/USDT,92.5,92.5,91.61,91.61,0.0237,2.181787
1654304400,2022-06-04 01:00:00,DPI/USDT,93.22,93.37,93.19,93.19,0.0282,2.628978
1654300800,2022-06-04 00:00:00,DPI/USDT,94.49,94.49,94.4,94.4,0.0316,2.985425
1654297200,2022-06-03 23:00:00,DPI/USDT,94.02,94.08,93.72,93.72,0.0162,1.519926
1654293600,2022-06-03 22:00:00,DPI/USDT,95.39,95.39,94.3,94.3,0.0787,7.469575
1654290000,2022-06-03 21:00:00,DPI/USDT,93.23,94.96,92.5,94.96,0.168,15.905227
1654286400,2022-06-03 20:00:00,DPI/USDT,93.42,94.28,93.42,93.98,0.3168,29.620588
1654282800,2022-06-03 19:00:00,DPI/USDT,92.15,93.42,92.15,92.15,0.031,2.88967
1654279200,2022-06-03 18:00:00,DPI/USDT,92.5,93.57,92.15,93.57,0.0157,1.46191
1654275600,2022-06-03 17:00:00,DPI/USDT,92.5,92.5,92.5,92.5,0.0059,0.54575
1654272000,2022-06-03 16:00:00,DPI/USDT,92.5,92.5,92.5,92.5,0.0016,0.148
1654268400,2022-06-03 15:00:00,DPI/USDT,92.5,93.44,92.5,93.27,0.0499,4.645018
1654264800,2022-06-03 14:00:00,DPI/USDT,93.86,93.86,93.41,93.41,0.2788,26.141666
1654261200,2022-06-03 13:00:00,DPI/USDT,90.1,93.72,90.1,93.72,1.2776,118.324865
1654257600,2022-06-03 12:00:00,DPI/USDT,92.15,92.15,88.24,90.05,5.3173,474.180009
1654254000,2022-06-03 11:00:00,DPI/USDT,92.15,93.61,92.15,93.61,3.7457,349.318035
1654250400,2022-06-03 10:00:00,DPI/USDT,95.63,95.63,90.25,92.15,3.3064,301.94268
1654246800,2022-06-03 09:00:00,DPI/USDT,96.15,96.15,94.96,95.39,0.0553,5.290693
1654243200,2022-06-03 08:00:00,DPI/USDT,95.5,97.07,95.39,95.99,0.0304,2.942991
1654239600,2022-06-03 07:00:00,DPI/USDT,96.5,96.74,95.39,96.74,0.0518,4.976865
1654236000,2022-06-03 06:00:00,DPI/USDT,95.51,98.29,95.51,96.5,0.78651376,77.1902384704
1654232400,2022-06-03 05:00:00,DPI/USDT,95.51,95.51,95.51,95.51,0.0823,7.860473
1654228800,2022-06-03 04:00:00,DPI/USDT,95.85,96.8,95.85,96.8,0.6412,61.743255
1654225200,2022-06-03 03:00:00,DPI/USDT,94.41,94.41,94.41,94.41,0.0038,0.358758
1654221600,2022-06-03 02:00:00,DPI/USDT,96.21,96.21,94.41,95.85,0.2734,25.961736
1654218000,2022-06-03 01:00:00,DPI/USDT,97.28,97.62,96.21,96.21,0.0781,7.602367
1654214400,2022-06-03 00:00:00,DPI/USDT,97.62,97.62,95.51,95.51,0.1356,13.0684
1654210800,2022-06-02 23:00:00,DPI/USDT,95.07,99.59,94.96,99.57,1.555,151.968194
1654207200,2022-06-02 22:00:00,DPI/USDT,95.07,98.24,93.28,95.07,1.33744156,130.4274938544
1654203600,2022-06-02 21:00:00,DPI/USDT,95.39,96.5,95.07,95.07,0.0857,8.219762
1654200000,2022-06-02 20:00:00,DPI/USDT,95.39,97.69,93.23,95.39,5.51079584,533.2557351598
1654196400,2022-06-02 19:00:00,DPI/USDT,97.74,97.74,95.39,95.39,1.0333,100.862136
1654192800,2022-06-02 18:00:00,DPI/USDT,97.18,99.72,96.5,99.72,1.98098975,197.06214387
1654189200,2022-06-02 17:00:00,DPI/USDT,97.02,99.75,96.61,96.61,1.05296182,104.085728545
1654185600,2022-06-02 16:00:00,DPI/USDT,96.45,97.12,96.39,96.96,0.1476,14.29192
1654182000,2022-06-02 15:00:00,DPI/USDT,96.5,96.82,95.73,95.73,0.0275,2.652254
1654178400,2022-06-02 14:00:00,DPI/USDT,96.21,96.21,94.96,94.96,0.004,0.382465
1654174800,2022-06-02 13:00:00,DPI/USDT,96.5,96.5,94.96,96.21,0.1883,18.067739
1654171200,2022-06-02 12:00:00,DPI/USDT,97.67,97.67,96.69,96.69,0.0113,1.100286
1654167600,2022-06-02 11:00:00,DPI/USDT,97.48,97.62,97.29,97.62,0.042,4.096469
1654164000,2022-06-02 10:00:00,DPI/USDT,96.94,97.46,96.94,96.95,0.0213,2.066256
1654160400,2022-06-02 09:00:00,DPI/USDT,96.4,96.78,96.4,96.78,0.0138,1.331384
1654156800,2022-06-02 08:00:00,DPI/USDT,95.76,96.57,95.76,96.57,0.0573,5.4999
1654153200,2022-06-02 07:00:00,DPI/USDT,94.3,96.5,92.25,96.45,1.1767,113.108128
1654149600,2022-06-02 06:00:00,DPI/USDT,93.72,96,93.72,95.64,0.0947,8.99836
1654146000,2022-06-02 05:00:00,DPI/USDT,94.3,94.3,92.24,93.72,1.3558,125.950784
1654142400,2022-06-02 04:00:00,DPI/USDT,94.47,95.58,94.33,95.58,0.0546,5.162106
1654138800,2022-06-02 03:00:00,DPI/USDT,95.39,95.39,94.96,94.96,0.0535,5.090822
1654135200,2022-06-02 02:00:00,DPI/USDT,96.21,99.47,95.39,95.39,1.42578341,140.7379057927
1654131600,2022-06-02 01:00:00,DPI/USDT,96.21,96.21,95.7,96.21,0.7102,67.991265
1654128000,2022-06-02 00:00:00,DPI/USDT,95.39,95.39,94.83,94.98,0.1042,9.918786
1654124400,2022-06-01 23:00:00,DPI/USDT,95.39,96.5,94.87,95.74,1.0541,100.588506
1654120800,2022-06-01 22:00:00,DPI/USDT,95.39,95.39,93.27,95.39,0.1237,11.708515
1654117200,2022-06-01 21:00:00,DPI/USDT,94.96,96.54,94.96,96.07,0.58572997,56.4913213038
1654113600,2022-06-01 20:00:00,DPI/USDT,97.26,97.26,93.24,94.93,4.54294879,433.9652143482
1654110000,2022-06-01 19:00:00,DPI/USDT,98.25,98.25,97,97,0.7173,69.985156
1654106400,2022-06-01 18:00:00,DPI/USDT,99.9,99.9,98.75,98.75,0.8492,84.808285
1654102800,2022-06-01 17:00:00,DPI/USDT,99.25,99.71,98.75,99.67,0.1907,18.900019
1654099200,2022-06-01 16:00:00,DPI/USDT,101.07,101.07,99.25,99.25,4.4664,450.924067
1654095600,2022-06-01 15:00:00,DPI/USDT,103.41,103.41,101,101,1.2673,128.810686
1654092000,2022-06-01 14:00:00,DPI/USDT,106.27,106.27,103,103,1.1023,114.28131
1654088400,2022-06-01 13:00:00,DPI/USDT,106.33,108.76,106.33,106.51,2.73611406,293.6022481656
1654084800,2022-06-01 12:00:00,DPI/USDT,104.2,106.14,104.2,106.14,0.0746,7.902008
1654081200,2022-06-01 11:00:00,DPI/USDT,105.53,105.83,104.62,104.62,0.7896,82.792955
1654077600,2022-06-01 10:00:00,DPI/USDT,105.71,105.83,104.09,104.09,0.0483,5.1008
1654074000,2022-06-01 09:00:00,DPI/USDT,105.57,105.57,104.85,104.85,0.443,46.458126
1654070400,2022-06-01 08:00:00,DPI/USDT,104.6,105.34,104.6,105.34,0.6996,73.671108
1654066800,2022-06-01 07:00:00,DPI/USDT,104.62,105.46,104.62,105.36,0.0236,2.48115
1654063200,2022-06-01 06:00:00,DPI/USDT,104.62,104.62,104.62,104.62,0.0137,1.433294
1654059600,2022-06-01 05:00:00,DPI/USDT,104.78,104.78,103.42,103.98,0.042,4.365632
1654056000,2022-06-01 04:00:00,DPI/USDT,103.25,104.62,103.25,104.62,0.0669,6.941454
1654052400,2022-06-01 03:00:00,DPI/USDT,104.09,104.29,103.42,104.29,0.045,4.667708
1654048800,2022-06-01 02:00:00,DPI/USDT,104.73,105.15,104.62,104.62,0.0453,4.742543
1654045200,2022-06-01 01:00:00,DPI/USDT,105.39,105.83,105.39,105.83,0.0654,6.902821
1654041600,2022-06-01 00:00:00,DPI/USDT,104.38,105.68,104.38,105.68,0.0062,0.649886
1654038000,2022-05-31 23:00:00,DPI/USDT,105.46,105.46,104.82,105.46,0.0243,2.554464
1654034400,2022-05-31 22:00:00,DPI/USDT,103.53,104.59,103.42,104.08,0.0527,5.459559
1654030800,2022-05-31 21:00:00,DPI/USDT,103.94,109.79,103.94,104.09,7.8195,828.672199
1654027200,2022-05-31 20:00:00,DPI/USDT,102.61,102.61,102.61,102.61,0.124,12.72364
1654023600,2022-05-31 19:00:00,DPI/USDT,102.73,102.73,102.25,102.5,0.1392,14.238401
1654020000,2022-05-31 18:00:00,DPI/USDT,104.09,104.62,102.25,103.78,0.1704,17.510079
1654016400,2022-05-31 17:00:00,DPI/USDT,105.46,105.55,102.27,105.55,0.9813,101.374113
1654012800,2022-05-31 16:00:00,DPI/USDT,105.46,107.06,102.8,107.06,0.6276,66.258098
1654009200,2022-05-31 15:00:00,DPI/USDT,105.83,106.85,102.83,104.62,0.1651,17.260678
1654005600,2022-05-31 14:00:00,DPI/USDT,106.85,106.85,104.09,105.83,0.3123,32.730205
1654002000,2022-05-31 13:00:00,DPI/USDT,104.09,109.66,101.75,106.85,5.18078257,564.6204631743
1653998400,2022-05-31 12:00:00,DPI/USDT,107.04,107.04,100.37,105.83,7.2129559,728.860472536
1653994800,2022-05-31 11:00:00,DPI/USDT,104.62,107.33,102.32,105.83,6.0586,644.065314
1653991200,2022-05-31 10:00:00,DPI/USDT,105.35,105.83,105.35,105.83,0.2542,26.790884
1653987600,2022-05-31 09:00:00,DPI/USDT,104.93,104.93,104.09,104.09,0.2298,24.103972
1653984000,2022-05-31 08:00:00,DPI/USDT,105.14,105.83,105.14,105.7,0.7399,77.815196
1653980400,2022-05-31 07:00:00,DPI/USDT,104.19,104.62,104.12,104.12,0.2021,21.06793
1653976800,2022-05-31 06:00:00,DPI/USDT,105.09,105.09,103.42,104.05,0.3404,35.704173
1653973200,2022-05-31 05:00:00,DPI/USDT,99.9,105.46,99.9,104.52,0.74974852,78.1924829192
1653969600,2022-05-31 04:00:00,DPI/USDT,105.83,105.83,100.07,100.07,6.67595148,671.9963670808
1653966000,2022-05-31 03:00:00,DPI/USDT,107.06,107.92,105.83,106.31,0.7256,78.255849
1653962400,2022-05-31 02:00:00,DPI/USDT,105.83,107.04,104.8,107.04,2.2531,239.798169
1653958800,2022-05-31 01:00:00,DPI/USDT,104.62,105.46,99.58,105.46,13.1279,1358.996284
1653955200,2022-05-31 00:00:00,DPI/USDT,106.88,106.88,103.44,105.95,0.2269,23.691325
1653951600,2022-05-30 23:00:00,DPI/USDT,106.84,106.84,106.47,106.47,0.1861,19.814585
1653948000,2022-05-30 22:00:00,DPI/USDT,105.83,107.22,105.83,106.87,0.6229,66.776692
1653944400,2022-05-30 21:00:00,DPI/USDT,104.5,107.68,104.5,107.68,8.8767,949.488204
1653940800,2022-05-30 20:00:00,DPI/USDT,101.39,104.09,97.63,103.76,2.661,273.704011
1653937200,2022-05-30 19:00:00,DPI/USDT,101.06,102.83,97.63,102.15,0.4119,41.336774
1653933600,2022-05-30 18:00:00,DPI/USDT,101.85,102.41,101.85,102.34,0.31477335,32.1605827735
1653930000,2022-05-30 17:00:00,DPI/USDT,100.07,102,96.51,102,1.3752,137.340421
1653926400,2022-05-30 16:00:00,DPI/USDT,99.9,101.87,99.9,101.87,1.20678408,122.610617811
1653922800,2022-05-30 15:00:00,DPI/USDT,99.9,99.9,97.62,99.9,0.2008,19.770805
1653919200,2022-05-30 14:00:00,DPI/USDT,99.06,101.39,99.06,100.07,1.6827,169.401731
1653915600,2022-05-30 13:00:00,DPI/USDT,98.66,99.61,98.66,99.52,2.3591,232.752933
1653912000,2022-05-30 12:00:00,DPI/USDT,97.62,100,96,99.63,0.3007,29.636635
1653908400,2022-05-30 11:00:00,DPI/USDT,97.14,99.09,97.14,98,0.159,15.576124
1653904800,2022-05-30 10:00:00,DPI/USDT,97.62,98.23,94.3,97.93,0.6573,64.162105
1653901200,2022-05-30 09:00:00,DPI/USDT,99.65,99.65,98.46,98.77,0.1221,12.03075
1653897600,2022-05-30 08:00:00,DPI/USDT,99.83,100,98.86,100,0.6687,66.678636
1653894000,2022-05-30 07:00:00,DPI/USDT,98.82,99.27,97.62,99.27,0.4163,41.245311
1653890400,2022-05-30 06:00:00,DPI/USDT,97.45,99,96.5,99,1.6679,163.757546
1653886800,2022-05-30 05:00:00,DPI/USDT,95.95,97.09,95.95,97.09,1.8087,175.272971
1653883200,2022-05-30 04:00:00,DPI/USDT,95.62,95.65,95.28,95.47,3.6292,346.219868
1653879600,2022-05-30 03:00:00,DPI/USDT,96.21,96.5,95.06,96.24,0.1944,18.536376
1653876000,2022-05-30 02:00:00,DPI/USDT,93.72,96,93.72,96,4.5813,434.821347
1653872400,2022-05-30 01:00:00,DPI/USDT,91.09,93.22,90.94,93.22,0.4603,42.384907
1653868800,2022-05-30 00:00:00,DPI/USDT,90.1,91.09,89.02,90.63,0.1898,16.956524
1653865200,2022-05-29 23:00:00,DPI/USDT,90.17,92.15,90.1,91.95,0.1626,14.677691
1653861600,2022-05-29 22:00:00,DPI/USDT,90.17,91.09,90.17,91.09,0.1859,16.774485
1653858000,2022-05-29 21:00:00,DPI/USDT,90.47,90.75,90.47,90.75,0.6458,58.51431
1653854400,2022-05-29 20:00:00,DPI/USDT,90.39,90.39,89.65,90.17,0.2907,26.274639
1653850800,2022-05-29 19:00:00,DPI/USDT,89.02,90.84,87.27,90.84,2.2665,201.642465
1653847200,2022-05-29 18:00:00,DPI/USDT,90.23,90.87,90.03,90.03,0.24075402,21.7139607974
1653843600,2022-05-29 17:00:00,DPI/USDT,90.1,91.09,87.25,91.09,0.6511,57.544421
1653840000,2022-05-29 16:00:00,DPI/USDT,90.83,91.18,90.83,90.9,0.7931,72.217357
1653836400,2022-05-29 15:00:00,DPI/USDT,90.68,90.68,90.1,90.1,0.5151,46.620954
1653832800,2022-05-29 14:00:00,DPI/USDT,91.29,91.56,90.1,90.21,0.1995,18.259273
1653829200,2022-05-29 13:00:00,DPI/USDT,90.85,91.77,90.85,91.77,0.4958,45.316762
1653825600,2022-05-29 12:00:00,DPI/USDT,90.73,91.54,90.45,91.16,3.1493,287.76528
1653822000,2022-05-29 11:00:00,DPI/USDT,90.1,90.1,90.05,90.1,0.0672,6.051945
1653818400,2022-05-29 10:00:00,DPI/USDT,89.61,90.08,89.61,89.78,0.0962,8.634484
1653814800,2022-05-29 09:00:00,DPI/USDT,89.23,89.49,88.78,89.33,0.1021,9.101375
1653811200,2022-05-29 08:00:00,DPI/USDT,89.34,89.71,89.34,89.69,0.0723,6.46375
1653807600,2022-05-29 07:00:00,DPI/USDT,89.34,90.01,89.24,90.01,0.0888,7.940332
1653804000,2022-05-29 06:00:00,DPI/USDT,90.05,91.09,89.39,89.39,0.3395,30.37364
1653800400,2022-05-29 05:00:00,DPI/USDT,89.9,94.77,89.9,90.05,2.07734781,191.2775078437
1653796800,2022-05-29 04:00:00,DPI/USDT,89.21,89.21,88.59,88.59,0.0868,7.742622
1653793200,2022-05-29 03:00:00,DPI/USDT,88.36,88.43,88.36,88.36,0.075,6.627322
1653789600,2022-05-29 02:00:00,DPI/USDT,89.14,89.14,88.25,88.4,1.6252,144.610703
1653786000,2022-05-29 01:00:00,DPI/USDT,90.39,90.5,89.48,89.48,0.132,11.908537
1653782400,2022-05-29 00:00:00,DPI/USDT,91.06,91.7,90.78,91.35,0.1516,13.882196
1653778800,2022-05-28 23:00:00,DPI/USDT,89.14,91.67,89.14,91.67,0.2109,19.027645
1653775200,2022-05-28 22:00:00,DPI/USDT,90.1,91.09,89.76,91.09,0.1101,9.901984
1653771600,2022-05-28 21:00:00,DPI/USDT,91.67,91.67,90.87,91.02,0.2581,23.604229
1653768000,2022-05-28 20:00:00,DPI/USDT,92.5,92.5,91.09,91.1,0.6162,56.206373
1653764400,2022-05-28 19:00:00,DPI/USDT,90.62,93.83,90.52,93.83,0.7870435,72.690971605
1653760800,2022-05-28 18:00:00,DPI/USDT,90.1,91.09,88.09,91.09,0.1759,15.733915
1653757200,2022-05-28 17:00:00,DPI/USDT,90.52,90.52,90.1,90.1,0.169,15.294104
1653753600,2022-05-28 16:00:00,DPI/USDT,90.91,91.22,90.68,90.68,1.9177,174.44072
1653750000,2022-05-28 15:00:00,DPI/USDT,90.02,91.29,90.02,91,0.3079,27.851247
1653746400,2022-05-28 14:00:00,DPI/USDT,89.86,89.86,89.86,89.86,0.1755,15.77043
1653742800,2022-05-28 13:00:00,DPI/USDT,89.62,90.46,89.62,89.98,0.2286,20.5153
1653739200,2022-05-28 12:00:00,DPI/USDT,89.19,89.35,88,89.35,0.5177,46.21843
1653735600,2022-05-28 11:00:00,DPI/USDT,88.61,89.02,88.61,88.77,0.0893,7.93162
1653732000,2022-05-28 10:00:00,DPI/USDT,88.31,88.31,88.31,88.31,0.0012,0.105972
1653728400,2022-05-28 09:00:00,DPI/USDT,88.1,88.1,86.99,86.99,0.0266,2.339242
1653724800,2022-05-28 08:00:00,DPI/USDT,89.02,89.55,87.77,88.78,2.3564,207.76593
1653721200,2022-05-28 07:00:00,DPI/USDT,89.02,89.02,88,88,11.00473314,969.7776565238
1653717600,2022-05-28 06:00:00,DPI/USDT,89.25,89.25,89.02,89.02,0.0169,1.506324
1653714000,2022-05-28 05:00:00,DPI/USDT,89.4,90.1,89.4,90.1,0.0194,1.745421
1653710400,2022-05-28 04:00:00,DPI/USDT,88.93,90.05,88.59,88.59,0.0531,4.742862
1653706800,2022-05-28 03:00:00,DPI/USDT,88.12,88.93,86.99,88.93,0.4017,35.36303
1653703200,2022-05-28 02:00:00,DPI/USDT,88.52,90.05,88.42,90.05,0.0122,1.082142
1653699600,2022-05-28 01:00:00,DPI/USDT,89.57,89.57,88.49,88.49,34.7468,3089.106089
1653696000,2022-05-28 00:00:00,DPI/USDT,87.77,89.02,87.61,89.02,36.5953,3209.386612
1653692400,2022-05-27 23:00:00,DPI/USDT,87.77,87.77,86.3,86.95,25.4376,2199.252137
1653688800,2022-05-27 22:00:00,DPI/USDT,88.93,88.93,87,87.77,0.0127,1.12551
1653685200,2022-05-27 21:00:00,DPI/USDT,88.09,88.15,87,87,0.0408,3.591371
1653681600,2022-05-27 20:00:00,DPI/USDT,86.99,86.99,86.99,86.99,0.0116,1.009084
1653678000,2022-05-27 19:00:00,DPI/USDT,86.33,88,85,88,11.3364,978.048827
1653674400,2022-05-27 18:00:00,DPI/USDT,85.99,86.97,85.5,85.5,0.0569,4.90682
1653670800,2022-05-27 17:00:00,DPI/USDT,87.98,87.98,86.26,86.26,0.2122,18.441842
1653667200,2022-05-27 16:00:00,DPI/USDT,89.02,89.02,87.77,87.77,0.4078,36.001677
1653663600,2022-05-27 15:00:00,DPI/USDT,89.08,91.09,88.01,91.09,2.461,219.334833
1653660000,2022-05-27 14:00:00,DPI/USDT,91.4,91.4,90.05,90.1,0.0796,7.210474
1653656400,2022-05-27 13:00:00,DPI/USDT,91.77,92.15,91.15,92.15,0.0494,4.528758
1653652800,2022-05-27 12:00:00,DPI/USDT,90.33,92.15,89.02,92.15,0.6274,57.060167
1653649200,2022-05-27 11:00:00,DPI/USDT,86.63,90.33,86.63,90.33,0.5577,49.525242
1653645600,2022-05-27 10:00:00,DPI/USDT,86.63,88,85.99,88,0.0208,1.821733
1653642000,2022-05-27 09:00:00,DPI/USDT,85.5,88,85.24,86.63,0.0596,5.197966
1653638400,2022-05-27 08:00:00,DPI/USDT,86.99,86.99,85.5,86.99,0.0845,7.307348
1653634800,2022-05-27 07:00:00,DPI/USDT,86.24,88.93,85.24,86.99,2.8903,247.545646
1653631200,2022-05-27 06:00:00,DPI/USDT,86.25,87.41,86.25,86.25,0.2453,21.161881
1653627600,2022-05-27 05:00:00,DPI/USDT,88,88.36,86.63,87.59,10.2618,902.180197
1653624000,2022-05-27 04:00:00,DPI/USDT,88,90.05,88,88,0.0152,1.348055
1653620400,2022-05-27 03:00:00,DPI/USDT,88,90.05,88,90.05,0.0254,2.260005
1653616800,2022-05-27 02:00:00,DPI/USDT,88,90.1,87.24,89.02,1.8903,165.541397
1653613200,2022-05-27 01:00:00,DPI/USDT,90.1,90.1,88.24,88.74,2.2571,200.264331
1653609600,2022-05-27 00:00:00,DPI/USDT,91.21,92.15,90.26,90.26,0.1718,15.573631
1653606000,2022-05-26 23:00:00,DPI/USDT,93.3,93.3,91.21,91.21,0.097,8.938242
1653602400,2022-05-26 22:00:00,DPI/USDT,92.15,93.72,92.15,92.32,5.6114,519.164643
1653598800,2022-05-26 21:00:00,DPI/USDT,92.87,93.72,92.62,92.62,2.72917319,253.7928237933
1653595200,2022-05-26 20:00:00,DPI/USDT,92.15,93.15,92.12,92.12,3.9529,364.580809
1653591600,2022-05-26 19:00:00,DPI/USDT,93.72,93.74,92.26,93.08,3.8151,352.583693
1653588000,2022-05-26 18:00:00,DPI/USDT,94.96,95.02,94.3,94.71,0.0607,5.746365
1653584400,2022-05-26 17:00:00,DPI/USDT,95.73,95.73,95.3,95.38,0.3252,30.998572
1653580800,2022-05-26 16:00:00,DPI/USDT,95.83,96.5,95.41,96.44,1.9298,184.769033
1653577200,2022-05-26 15:00:00,DPI/USDT,91.07,95.39,91.07,95.39,2.2767,211.216354
1653573600,2022-05-26 14:00:00,DPI/USDT,88.28,91.07,88.28,91.07,0.3486,31.405424
1653570000,2022-05-26 13:00:00,DPI/USDT,91.29,91.29,88.25,90.05,27.3003,2442.453001
1653566400,2022-05-26 12:00:00,DPI/USDT,91.98,92.07,91.29,91.29,0.0406,3.731626
1653562800,2022-05-26 11:00:00,DPI/USDT,91.64,92.21,91.29,92.21,0.2075,19.014094
1653559200,2022-05-26 10:00:00,DPI/USDT,93.22,93.22,91.64,91.64,0.0256,2.376162
1653555600,2022-05-26 09:00:00,DPI/USDT,92.5,92.5,91.64,91.64,0.0363,3.350855
1653552000,2022-05-26 08:00:00,DPI/USDT,95.51,95.51,91.24,91.24,4.2134,391.501447
1653548400,2022-05-26 07:00:00,DPI/USDT,96.55,96.55,95.51,95.51,0.1107,10.625597
1653544800,2022-05-26 06:00:00,DPI/USDT,96.5,96.7,96.21,96.23,0.1865,17.971729
1653541200,2022-05-26 05:00:00,DPI/USDT,99.9,100.79,97.25,97.25,0.2113,20.72359
1653537600,2022-05-26 04:00:00,DPI/USDT,101.62,101.62,100.07,100.07,0.0413,4.172475
1653534000,2022-05-26 03:00:00,DPI/USDT,101.06,101.62,101.06,101.62,0.0275,2.782454
1653530400,2022-05-26 02:00:00,DPI/USDT,102.02,102.02,102.02,102.02,0.0125,1.27525
1653526800,2022-05-26 01:00:00,DPI/USDT,102.01,102.01,101.06,101.06,0.0436,4.440272
1653523200,2022-05-26 00:00:00,DPI/USDT,101.51,103.34,101.51,102.11,6.6508,686.12634
1653519600,2022-05-25 23:00:00,DPI/USDT,102.23,102.23,100.74,100.74,0.0359,3.636526
1653516000,2022-05-25 22:00:00,DPI/USDT,101.27,101.8,100.68,101.8,0.0072,0.729131
1653512400,2022-05-25 21:00:00,DPI/USDT,101.03,101.39,100.86,101.39,0.0623,6.29563
1653508800,2022-05-25 20:00:00,DPI/USDT,100.27,101.06,98.77,101.06,0.0177,1.765476
1653505200,2022-05-25 19:00:00,DPI/USDT,100.51,100.66,100.51,100.52,0.0393,3.95025
1653501600,2022-05-25 18:00:00,DPI/USDT,98.75,100.56,98.75,100.26,0.1058,10.561901
1653498000,2022-05-25 17:00:00,DPI/USDT,101.06,101.06,98.75,98.75,0.0382,3.827138
1653494400,2022-05-25 16:00:00,DPI/USDT,99.9,100.61,98.77,100.61,0.0227,2.260842
1653490800,2022-05-25 15:00:00,DPI/USDT,99.9,101.39,99.9,100.61,0.0149,1.493314
1653487200,2022-05-25 14:00:00,DPI/USDT,99.97,101.06,99.97,100.77,0.0542,5.45692
1653483600,2022-05-25 13:00:00,DPI/USDT,99.9,100.07,99.19,100.04,0.2476,24.752543
1653480000,2022-05-25 12:00:00,DPI/USDT,98.25,99.71,98.25,99.71,1.48839206,148.2577413026
1653476400,2022-05-25 11:00:00,DPI/USDT,100.07,100.07,98.25,98.48,0.0587,5.805673
1653472800,2022-05-25 10:00:00,DPI/USDT,100.07,100.75,100.07,100.75,0.005,0.501506
1653469200,2022-05-25 09:00:00,DPI/USDT,100.67,102.23,100.67,102.23,0.0214,2.159018
1653465600,2022-05-25 08:00:00,DPI/USDT,99.9,102.23,99.9,100.07,0.0215,2.175942
1653462000,2022-05-25 07:00:00,DPI/USDT,101.68,101.73,99.9,99.9,30.6052,3089.649866
1653458400,2022-05-25 06:00:00,DPI/USDT,100.07,102.23,98.75,102.23,0.136,13.662396
1653454800,2022-05-25 05:00:00,DPI/USDT,101.8,101.8,101.06,101.06,0.0298,3.01773
1653451200,2022-05-25 04:00:00,DPI/USDT,102.73,102.73,101.06,101.06,0.0531,5.42438
1653447600,2022-05-25 03:00:00,DPI/USDT,103.78,103.78,102.33,102.33,0.0356,3.670589
1653444000,2022-05-25 02:00:00,DPI/USDT,102.23,103.83,101.66,103.83,5.5226,569.270377
1653440400,2022-05-25 01:00:00,DPI/USDT,101.06,101.89,100.16,101.89,7.3702,741.013097
1653436800,2022-05-25 00:00:00,DPI/USDT,101.7,102.05,101.62,102.05,0.3621,36.80009
1653433200,2022-05-24 23:00:00,DPI/USDT,102,102.51,101.66,101.66,2.6185,267.091187
1653429600,2022-05-24 22:00:00,DPI/USDT,101.36,101.83,100.85,100.85,0.1373,13.959085
1653426000,2022-05-24 21:00:00,DPI/USDT,100.14,101.06,100.02,101.06,0.7684,77.169799
1653422400,2022-05-24 20:00:00,DPI/USDT,97.62,100.07,80.22,100.02,65.64309259,6063.1744137424
1653418800,2022-05-24 19:00:00,DPI/USDT,97.62,99.56,97.62,99.56,0.0317,3.131894
1653415200,2022-05-24 18:00:00,DPI/USDT,98.36,99.31,98.22,98.22,0.0876,8.642431
1653411600,2022-05-24 17:00:00,DPI/USDT,97.62,98.34,97.48,98.34,0.135,13.22414
1653408000,2022-05-24 16:00:00,DPI/USDT,99.82,99.82,98.75,98.75,0.0783,7.781525
1653404400,2022-05-24 15:00:00,DPI/USDT,95.82,100.07,95.39,100.07,0.185188,18.2936762
1653400800,2022-05-24 14:00:00,DPI/USDT,95.25,96.51,94.87,96.48,0.5753,54.817265
1653397200,2022-05-24 13:00:00,DPI/USDT,99.35,100.07,95.25,95.25,6.6081043,656.196207301
1653393600,2022-05-24 12:00:00,DPI/USDT,99.32,99.84,98.88,99.84,0.0321,3.196364
