https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE3S,Volume USDT
1662998400,2022-09-12 16:00:00,AAVE3S/USDT,0.0547,0.0576,0.0547,0.0561,435532.92833896,24593.269908107864
1662994800,2022-09-12 15:00:00,AAVE3S/USDT,0.0509,0.0559,0.0509,0.0544,326757.761,17346.12670762
1662991200,2022-09-12 14:00:00,AAVE3S/USDT,0.0496,0.0509,0.0495,0.0509,28491.5125,1428.31677395
1662987600,2022-09-12 13:00:00,AAVE3S/USDT,0.0488,0.0506,0.0483,0.0496,109372.257,5366.71021084
1662984000,2022-09-12 12:00:00,AAVE3S/USDT,0.0482,0.05,0.0477,0.0487,85425.3731,4164.3874468
1662980400,2022-09-12 11:00:00,AAVE3S/USDT,0.0492,0.0494,0.0459,0.0479,200471.7172,9578.21215067
1662976800,2022-09-12 10:00:00,AAVE3S/USDT,0.052,0.0529,0.0483,0.0493,177745.6349,8977.12724708
1662973200,2022-09-12 09:00:00,AAVE3S/USDT,0.0518,0.0531,0.0517,0.0519,51336.8599,2702.27363329
1662969600,2022-09-12 08:00:00,AAVE3S/USDT,0.0548,0.0552,0.0517,0.0519,202737.405,10705.12791668
1662966000,2022-09-12 07:00:00,AAVE3S/USDT,0.0559,0.0561,0.0545,0.0545,40963.2216,2268.25777752
1662962400,2022-09-12 06:00:00,AAVE3S/USDT,0.0567,0.0568,0.0559,0.0559,9676.7332,545.23405194
1662958800,2022-09-12 05:00:00,AAVE3S/USDT,0.0566,0.0574,0.0561,0.0566,35323.4817,1997.91960796
1662955200,2022-09-12 04:00:00,AAVE3S/USDT,0.057,0.0571,0.0562,0.0566,34709.1757,1970.90319005
1662951600,2022-09-12 03:00:00,AAVE3S/USDT,0.0557,0.0586,0.0557,0.057,48453.3271,2769.03649686
1662948000,2022-09-12 02:00:00,AAVE3S/USDT,0.0525,0.0567,0.0525,0.0559,64246.5421,3511.76252102
1662944400,2022-09-12 01:00:00,AAVE3S/USDT,0.0584,0.0588,0.0515,0.0525,144532.513,7738.41115555
1662940800,2022-09-12 00:00:00,AAVE3S/USDT,0.0552,0.0584,0.0552,0.0584,63852.7259,3645.44355742
1662937200,2022-09-11 23:00:00,AAVE3S/USDT,0.0561,0.0569,0.0547,0.0552,13806.5042,768.25483025
1662933600,2022-09-11 22:00:00,AAVE3S/USDT,0.0579,0.0579,0.0553,0.056,137394.7485,7683.99915533
1662930000,2022-09-11 21:00:00,AAVE3S/USDT,0.0548,0.0586,0.0547,0.0579,106196.2186,6063.52505012
1662926400,2022-09-11 20:00:00,AAVE3S/USDT,0.0544,0.0564,0.054,0.0553,50821.0754,2804.78820153
1662922800,2022-09-11 19:00:00,AAVE3S/USDT,0.0545,0.055,0.0541,0.0545,15641.8361,849.60779783
1662919200,2022-09-11 18:00:00,AAVE3S/USDT,0.0537,0.0544,0.052,0.0544,96015.8971,5128.05771484
1662915600,2022-09-11 17:00:00,AAVE3S/USDT,0.053,0.0538,0.0518,0.0533,124119.3847,6528.55119303
1662912000,2022-09-11 16:00:00,AAVE3S/USDT,0.0551,0.0551,0.0531,0.0531,85758.7079,4638.79376255
1662908400,2022-09-11 15:00:00,AAVE3S/USDT,0.056,0.0561,0.0542,0.0549,58023.3432,3197.18680628
1662904800,2022-09-11 14:00:00,AAVE3S/USDT,0.0548,0.0571,0.0547,0.0557,166550.0531,9205.72888259
1662901200,2022-09-11 13:00:00,AAVE3S/USDT,0.0541,0.0556,0.054,0.055,12553.8882,693.19671518
1662897600,2022-09-11 12:00:00,AAVE3S/USDT,0.0541,0.0556,0.054,0.0545,28542.9024,1566.10622504
1662894000,2022-09-11 11:00:00,AAVE3S/USDT,0.0553,0.0556,0.0538,0.054,49836.7025,2739.14894514
1662890400,2022-09-11 10:00:00,AAVE3S/USDT,0.0549,0.0557,0.0542,0.0554,57679.6537,3154.63897306
1662886800,2022-09-11 09:00:00,AAVE3S/USDT,0.055,0.0555,0.0545,0.0552,5155.0343,284.24574809
1662883200,2022-09-11 08:00:00,AAVE3S/USDT,0.0539,0.0553,0.0537,0.0552,23446.9329,1285.98626809
1662879600,2022-09-11 07:00:00,AAVE3S/USDT,0.0567,0.0567,0.0535,0.0539,151065.4595,8132.86121523
1662876000,2022-09-11 06:00:00,AAVE3S/USDT,0.0559,0.0583,0.0559,0.0565,75249.8497,4271.4491344
1662872400,2022-09-11 05:00:00,AAVE3S/USDT,0.0556,0.0558,0.0556,0.0558,304.1877,16.93371052
1662868800,2022-09-11 04:00:00,AAVE3S/USDT,0.0555,0.0556,0.0546,0.0556,20877.6213,1148.96636377
1662865200,2022-09-11 03:00:00,AAVE3S/USDT,0.0551,0.0561,0.0549,0.0555,183053.9013,10183.32965354
1662861600,2022-09-11 02:00:00,AAVE3S/USDT,0.0548,0.0555,0.0548,0.0555,4027.9747,222.72679669
1662858000,2022-09-11 01:00:00,AAVE3S/USDT,0.0529,0.0547,0.0526,0.0547,37279.1061,2008.64476576
1662854400,2022-09-11 00:00:00,AAVE3S/USDT,0.053,0.0536,0.0507,0.0529,82517.6598,4316.32298833
1662850800,2022-09-10 23:00:00,AAVE3S/USDT,0.0522,0.0533,0.0516,0.053,215700.5803,11203.71421354
1662847200,2022-09-10 22:00:00,AAVE3S/USDT,0.0546,0.0546,0.0516,0.0518,67921.2051,3572.41134008
1662843600,2022-09-10 21:00:00,AAVE3S/USDT,0.0557,0.0561,0.0538,0.0549,39320.9846,2160.30769794
1662840000,2022-09-10 20:00:00,AAVE3S/USDT,0.0554,0.0567,0.0554,0.0558,18599.3512,1039.75559441
1662836400,2022-09-10 19:00:00,AAVE3S/USDT,0.0551,0.0557,0.0549,0.0554,11205.271,618.01864737
1662832800,2022-09-10 18:00:00,AAVE3S/USDT,0.0568,0.057,0.0545,0.0552,136038.2784,7583.42515789
1662829200,2022-09-10 17:00:00,AAVE3S/USDT,0.0571,0.0576,0.0568,0.0568,3085.9664,176.91315376
1662825600,2022-09-10 16:00:00,AAVE3S/USDT,0.0578,0.0585,0.0566,0.057,28848.5732,1663.39541763
1662822000,2022-09-10 15:00:00,AAVE3S/USDT,0.0567,0.0584,0.0563,0.0576,48292.9521,2757.2030128
1662818400,2022-09-10 14:00:00,AAVE3S/USDT,0.0568,0.0571,0.0561,0.0565,19264.2607,1092.53828005
1662814800,2022-09-10 13:00:00,AAVE3S/USDT,0.0555,0.057,0.0553,0.0566,28756.6511,1623.3276457
1662811200,2022-09-10 12:00:00,AAVE3S/USDT,0.0558,0.0566,0.0535,0.0553,64648.7531,3570.87190906
1662807600,2022-09-10 11:00:00,AAVE3S/USDT,0.0562,0.0563,0.0556,0.056,9555.3674,532.27159033
1662804000,2022-09-10 10:00:00,AAVE3S/USDT,0.0553,0.057,0.0552,0.056,26039.4633,1462.09660992
1662800400,2022-09-10 09:00:00,AAVE3S/USDT,0.0555,0.0559,0.0548,0.0554,7559.7049,418.88853492
1662796800,2022-09-10 08:00:00,AAVE3S/USDT,0.0568,0.057,0.0545,0.0557,70451.7096,3917.85079869
1662793200,2022-09-10 07:00:00,AAVE3S/USDT,0.052,0.0571,0.0513,0.0571,78585.4935,4202.48330009
1662789600,2022-09-10 06:00:00,AAVE3S/USDT,0.054,0.054,0.052,0.0521,71670.4478,3802.22678731
1662786000,2022-09-10 05:00:00,AAVE3S/USDT,0.0549,0.0549,0.0535,0.0542,24677.2787,1337.11434794
1662782400,2022-09-10 04:00:00,AAVE3S/USDT,0.0541,0.0552,0.0527,0.0549,60375.055,3260.94001081
1662778800,2022-09-10 03:00:00,AAVE3S/USDT,0.0535,0.0544,0.0529,0.0544,23519.3331,1258.29662547
1662775200,2022-09-10 02:00:00,AAVE3S/USDT,0.055,0.0552,0.0535,0.0535,27045.9122,1464.74473941
1662771600,2022-09-10 01:00:00,AAVE3S/USDT,0.0557,0.056,0.0545,0.0552,64365.4632,3541.97021488
1662768000,2022-09-10 00:00:00,AAVE3S/USDT,0.0558,0.0576,0.0555,0.0557,103132.4531,5812.36487937
1662764400,2022-09-09 23:00:00,AAVE3S/USDT,0.0565,0.0587,0.0546,0.056,81351.775,4628.79672718
1662760800,2022-09-09 22:00:00,AAVE3S/USDT,0.0571,0.0572,0.0557,0.0568,27700.1046,1566.62790226
1662757200,2022-09-09 21:00:00,AAVE3S/USDT,0.058,0.0586,0.057,0.0574,36215.4341,2086.4206597
1662753600,2022-09-09 20:00:00,AAVE3S/USDT,0.058,0.0586,0.0568,0.0578,45844.4166,2649.43260277
1662750000,2022-09-09 19:00:00,AAVE3S/USDT,0.0588,0.0588,0.0571,0.0579,48245.2105,2796.86992273
1662746400,2022-09-09 18:00:00,AAVE3S/USDT,0.0594,0.0598,0.0584,0.0592,76317.9919,4508.3460377
1662742800,2022-09-09 17:00:00,AAVE3S/USDT,0.0563,0.0592,0.0563,0.0592,63252.0007,3643.13597767
1662739200,2022-09-09 16:00:00,AAVE3S/USDT,0.0565,0.0583,0.0559,0.0562,223810.4295,12833.68228227
1662735600,2022-09-09 15:00:00,AAVE3S/USDT,0.0547,0.0565,0.0543,0.0565,152696.785,8608.12477013
1662732000,2022-09-09 14:00:00,AAVE3S/USDT,0.0542,0.0551,0.0533,0.0546,39695.8654,2137.27534095
1662728400,2022-09-09 13:00:00,AAVE3S/USDT,0.053,0.0551,0.0526,0.054,132123.0887,7115.4390563
1662724800,2022-09-09 12:00:00,AAVE3S/USDT,0.0547,0.0547,0.0506,0.053,128973.586,6725.12647546
1662721200,2022-09-09 11:00:00,AAVE3S/USDT,0.054,0.0552,0.0539,0.0545,163282.0862,8950.34033163
1662717600,2022-09-09 10:00:00,AAVE3S/USDT,0.0546,0.0549,0.0537,0.0541,79567.6541,4318.74106775
1662714000,2022-09-09 09:00:00,AAVE3S/USDT,0.054,0.0556,0.0538,0.055,59352.9353,3275.02664249
1662710400,2022-09-09 08:00:00,AAVE3S/USDT,0.0554,0.0555,0.0534,0.0543,170954.9475,9191.11671443
1662706800,2022-09-09 07:00:00,AAVE3S/USDT,0.0555,0.0557,0.0543,0.0554,79589.1193,4374.9290429
1662703200,2022-09-09 06:00:00,AAVE3S/USDT,0.0551,0.0559,0.0551,0.0552,119799.7798,6612.44893352
1662699600,2022-09-09 05:00:00,AAVE3S/USDT,0.0552,0.0563,0.0542,0.0551,225451.954,12452.04024695
1662696000,2022-09-09 04:00:00,AAVE3S/USDT,0.0571,0.0578,0.0545,0.0555,147388.3526,8229.74875189
1662692400,2022-09-09 03:00:00,AAVE3S/USDT,0.0597,0.0602,0.0566,0.0566,60436.0148,3545.65595438
1662688800,2022-09-09 02:00:00,AAVE3S/USDT,0.0601,0.0603,0.059,0.0603,16570.7366,986.39264872
1662685200,2022-09-09 01:00:00,AAVE3S/USDT,0.0595,0.0606,0.059,0.0606,38836.5415,2327.87522491
1662681600,2022-09-09 00:00:00,AAVE3S/USDT,0.062,0.0622,0.0589,0.06,302966.5198,18170.12137722
1662678000,2022-09-08 23:00:00,AAVE3S/USDT,0.0618,0.0631,0.0617,0.0617,6224.8298,388.21926076
1662674400,2022-09-08 22:00:00,AAVE3S/USDT,0.0612,0.0634,0.0611,0.0619,92815.1185,5810.89612454
1662670800,2022-09-08 21:00:00,AAVE3S/USDT,0.0616,0.0621,0.0613,0.0613,3504.1852,216.37175049
1662667200,2022-09-08 20:00:00,AAVE3S/USDT,0.061,0.0617,0.0601,0.0612,17755.9361,1082.38921436
1662663600,2022-09-08 19:00:00,AAVE3S/USDT,0.0625,0.063,0.0605,0.0605,73985.975,4593.32772635
1662660000,2022-09-08 18:00:00,AAVE3S/USDT,0.0629,0.0634,0.0622,0.0627,41158.328,2591.1060023
1662656400,2022-09-08 17:00:00,AAVE3S/USDT,0.0631,0.0642,0.0624,0.0629,59546.5764,3757.75774256
1662652800,2022-09-08 16:00:00,AAVE3S/USDT,0.0622,0.0654,0.0622,0.0635,156150.5215,9924.78469576
1662649200,2022-09-08 15:00:00,AAVE3S/USDT,0.0611,0.0621,0.0584,0.0621,145813.905,8774.76403368
