https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USDT,tradecount
1597006800000,2020-08-09 21:00:00,DAI/USDT,1.01580000,1.01850000,1.01500000,1.01700000,20918.31000000,21270.02815400,57
1597003200000,2020-08-09 20:00:00,DAI/USDT,1.01580000,1.01720000,1.01580000,1.01580000,4347.89000000,4417.02297300,18
1596999600000,2020-08-09 19:00:00,DAI/USDT,1.01640000,1.01750000,1.01450000,1.01720000,19310.86000000,19626.86986600,46
1596996000000,2020-08-09 18:00:00,DAI/USDT,1.01550000,1.01800000,1.01450000,1.01450000,11768.74000000,11956.47966300,49
1596992400000,2020-08-09 17:00:00,DAI/USDT,1.01580000,1.01820000,1.01500000,1.01500000,55761.50000000,56703.60188900,98
1596988800000,2020-08-09 16:00:00,DAI/USDT,1.01800000,1.01830000,1.01590000,1.01590000,7533.21000000,7665.35760200,25
1596985200000,2020-08-09 15:00:00,DAI/USDT,1.01670000,1.01840000,1.01500000,1.01770000,84729.02000000,86230.74790800,162
1596981600000,2020-08-09 14:00:00,DAI/USDT,1.01500000,1.01640000,1.01500000,1.01510000,3842.98000000,3901.72898200,25
1596978000000,2020-08-09 13:00:00,DAI/USDT,1.01440000,1.01710000,1.01370000,1.01710000,23188.82000000,23557.09901100,74
1596974400000,2020-08-09 12:00:00,DAI/USDT,1.01430000,1.01590000,1.01370000,1.01440000,7284.08000000,7388.34912600,27
1596970800000,2020-08-09 11:00:00,DAI/USDT,1.01580000,1.01670000,1.01370000,1.01580000,24673.03000000,25058.36709600,62
1596967200000,2020-08-09 10:00:00,DAI/USDT,1.01450000,1.01640000,1.01340000,1.01440000,40321.81000000,40891.38466500,50
1596963600000,2020-08-09 09:00:00,DAI/USDT,1.01670000,1.01690000,1.01450000,1.01450000,14620.91000000,14847.28810700,28
1596960000000,2020-08-09 08:00:00,DAI/USDT,1.01500000,1.01650000,1.01420000,1.01500000,13283.66000000,13484.17056500,41
1596956400000,2020-08-09 07:00:00,DAI/USDT,1.01580000,1.01600000,1.01460000,1.01480000,11127.67000000,11301.05695100,34
1596952800000,2020-08-09 06:00:00,DAI/USDT,1.01680000,1.01760000,1.01580000,1.01580000,11842.40000000,12042.03734600,30
1596949200000,2020-08-09 05:00:00,DAI/USDT,1.01800000,1.01800000,1.01390000,1.01690000,10595.54000000,10760.63509500,48
1596945600000,2020-08-09 04:00:00,DAI/USDT,1.01770000,1.01800000,1.01590000,1.01620000,19161.48000000,19496.26820500,38
1596942000000,2020-08-09 03:00:00,DAI/USDT,1.01780000,1.01780000,1.01690000,1.01770000,2216.40000000,2255.29094800,26
1596938400000,2020-08-09 02:00:00,DAI/USDT,1.01690000,1.01800000,1.01690000,1.01700000,2729.02000000,2775.65518600,14
1596934800000,2020-08-09 01:00:00,DAI/USDT,1.01770000,1.01850000,1.01570000,1.01690000,55828.64000000,56821.66139100,56
1596931200000,2020-08-09 00:00:00,DAI/USDT,1.01710000,1.01790000,1.01650000,1.01770000,17647.13000000,17956.96082600,29
1596927600000,2020-08-08 23:00:00,DAI/USDT,1.01790000,1.01800000,1.01640000,1.01790000,39268.54000000,39970.96022800,44
1596924000000,2020-08-08 22:00:00,DAI/USDT,1.01660000,1.01790000,1.01660000,1.01750000,60002.47000000,61037.29231700,88
1596920400000,2020-08-08 21:00:00,DAI/USDT,1.01670000,1.01680000,1.01520000,1.01660000,23514.54000000,23902.66196000,41
1596916800000,2020-08-08 20:00:00,DAI/USDT,1.01440000,1.01690000,1.01370000,1.01570000,48109.11000000,48860.61344000,110
1596913200000,2020-08-08 19:00:00,DAI/USDT,1.01380000,1.01580000,1.01380000,1.01440000,7253.50000000,7361.30177400,25
1596909600000,2020-08-08 18:00:00,DAI/USDT,1.01400000,1.01550000,1.01350000,1.01380000,12052.47000000,12226.43231200,36
1596906000000,2020-08-08 17:00:00,DAI/USDT,1.01330000,1.01490000,1.01330000,1.01400000,14885.84000000,15089.67722300,32
1596902400000,2020-08-08 16:00:00,DAI/USDT,1.01410000,1.01520000,1.01320000,1.01330000,50653.30000000,51341.07169300,65
1596898800000,2020-08-08 15:00:00,DAI/USDT,1.01420000,1.01420000,1.01290000,1.01380000,105268.75000000,106705.34214600,107
1596895200000,2020-08-08 14:00:00,DAI/USDT,1.01490000,1.01650000,1.01370000,1.01420000,18990.29000000,19265.14743300,47
1596891600000,2020-08-08 13:00:00,DAI/USDT,1.01540000,1.01670000,1.01440000,1.01490000,28555.09000000,28984.39066600,47
1596888000000,2020-08-08 12:00:00,DAI/USDT,1.01480000,1.01750000,1.01460000,1.01530000,12007.34000000,12205.86277200,39
1596884400000,2020-08-08 11:00:00,DAI/USDT,1.01550000,1.01750000,1.01430000,1.01460000,65373.23000000,66407.81769200,122
1596880800000,2020-08-08 10:00:00,DAI/USDT,1.01520000,1.01700000,1.01340000,1.01640000,45859.08000000,46555.36308800,55
1596877200000,2020-08-08 09:00:00,DAI/USDT,1.01550000,1.01700000,1.01390000,1.01670000,77582.37000000,78773.38860100,83
1596873600000,2020-08-08 08:00:00,DAI/USDT,1.01700000,1.01700000,1.01450000,1.01450000,126264.71000000,128119.45649200,41
1596870000000,2020-08-08 07:00:00,DAI/USDT,1.01650000,1.01810000,1.01450000,1.01450000,117622.59000000,119496.99054200,94
1596866400000,2020-08-08 06:00:00,DAI/USDT,1.01750000,1.01750000,1.01510000,1.01650000,62223.87000000,63173.62541500,31
1596862800000,2020-08-08 05:00:00,DAI/USDT,1.01850000,1.01850000,1.01680000,1.01680000,10274.68000000,10462.30440000,19
1596859200000,2020-08-08 04:00:00,DAI/USDT,1.01810000,1.01860000,1.01660000,1.01850000,21319.01000000,21708.84065700,27
1596855600000,2020-08-08 03:00:00,DAI/USDT,1.01640000,1.01760000,1.01640000,1.01760000,7659.27000000,7792.53239600,15
1596852000000,2020-08-08 02:00:00,DAI/USDT,1.01800000,1.01800000,1.01560000,1.01790000,11178.15000000,11361.80090200,34
1596848400000,2020-08-08 01:00:00,DAI/USDT,1.01590000,1.01770000,1.01550000,1.01770000,1130.92000000,1149.76726300,21
1596844800000,2020-08-08 00:00:00,DAI/USDT,1.01750000,1.01850000,1.01590000,1.01590000,51129.09000000,52028.58318600,83
1596841200000,2020-08-07 23:00:00,DAI/USDT,1.01650000,1.01800000,1.01500000,1.01750000,16792.79000000,17057.20494900,32
1596837600000,2020-08-07 22:00:00,DAI/USDT,1.01760000,1.01800000,1.01650000,1.01650000,7542.11000000,7672.76241000,45
1596834000000,2020-08-07 21:00:00,DAI/USDT,1.01960000,1.01960000,1.01710000,1.01900000,8268.23000000,8418.76309900,39
1596830400000,2020-08-07 20:00:00,DAI/USDT,1.01640000,1.01960000,1.01490000,1.01960000,39740.23000000,40438.60646200,131
1596826800000,2020-08-07 19:00:00,DAI/USDT,1.01710000,1.01800000,1.01470000,1.01650000,36505.67000000,37124.48509700,79
1596823200000,2020-08-07 18:00:00,DAI/USDT,1.01550000,1.01850000,1.01550000,1.01590000,44921.85000000,45680.47947800,78
1596819600000,2020-08-07 17:00:00,DAI/USDT,1.01690000,1.01850000,1.01470000,1.01710000,118839.68000000,120972.02891200,100
1596816000000,2020-08-07 16:00:00,DAI/USDT,1.01690000,1.01850000,1.01580000,1.01720000,14808.15000000,15073.39279600,40
1596812400000,2020-08-07 15:00:00,DAI/USDT,1.01600000,1.01700000,1.01470000,1.01700000,12287.32000000,12479.89674000,38
1596808800000,2020-08-07 14:00:00,DAI/USDT,1.01420000,1.01850000,1.01400000,1.01740000,105352.40000000,107050.17909300,130
1596805200000,2020-08-07 13:00:00,DAI/USDT,1.01660000,1.01700000,1.01420000,1.01420000,43918.64000000,44550.75804500,68
1596801600000,2020-08-07 12:00:00,DAI/USDT,1.01540000,1.01740000,1.01490000,1.01490000,39510.85000000,40160.05987800,65
1596798000000,2020-08-07 11:00:00,DAI/USDT,1.01470000,1.01640000,1.01400000,1.01480000,55154.53000000,55956.72117000,51
1596794400000,2020-08-07 10:00:00,DAI/USDT,1.01520000,1.01660000,1.01400000,1.01470000,27940.70000000,28365.01661300,47
1596790800000,2020-08-07 09:00:00,DAI/USDT,1.01660000,1.01660000,1.01520000,1.01520000,18005.99000000,18303.98508900,32
1596787200000,2020-08-07 08:00:00,DAI/USDT,1.01660000,1.01660000,1.01510000,1.01650000,11344.23000000,11530.98648000,32
1596783600000,2020-08-07 07:00:00,DAI/USDT,1.01580000,1.01680000,1.01580000,1.01670000,8991.12000000,9140.94980100,18
1596780000000,2020-08-07 06:00:00,DAI/USDT,1.01510000,1.01650000,1.01500000,1.01500000,9262.27000000,9403.92623500,26
1596776400000,2020-08-07 05:00:00,DAI/USDT,1.01590000,1.01590000,1.01400000,1.01570000,28017.37000000,28444.71649100,67
1596772800000,2020-08-07 04:00:00,DAI/USDT,1.01430000,1.01630000,1.01380000,1.01590000,64892.53000000,65891.60181900,81
1596769200000,2020-08-07 03:00:00,DAI/USDT,1.01430000,1.01580000,1.01380000,1.01390000,4321.72000000,4386.49456400,22
1596765600000,2020-08-07 02:00:00,DAI/USDT,1.01430000,1.01580000,1.01350000,1.01360000,19027.88000000,19294.40347100,31
1596762000000,2020-08-07 01:00:00,DAI/USDT,1.01410000,1.01540000,1.01390000,1.01390000,17890.45000000,18148.93475200,44
1596758400000,2020-08-07 00:00:00,DAI/USDT,1.01390000,1.01540000,1.01370000,1.01540000,6920.44000000,7020.19382300,29
1596754800000,2020-08-06 23:00:00,DAI/USDT,1.01670000,1.01690000,1.01390000,1.01390000,24703.01000000,25050.32570600,45
1596751200000,2020-08-06 22:00:00,DAI/USDT,1.01550000,1.01700000,1.01420000,1.01650000,36091.14000000,36669.79229800,107
1596747600000,2020-08-06 21:00:00,DAI/USDT,1.01470000,1.01560000,1.01400000,1.01550000,18862.08000000,19149.24454900,58
1596744000000,2020-08-06 20:00:00,DAI/USDT,1.01440000,1.01620000,1.01390000,1.01390000,18775.41000000,19057.54865500,38
1596740400000,2020-08-06 19:00:00,DAI/USDT,1.01370000,1.01620000,1.01290000,1.01550000,17520.79000000,17769.01077400,83
1596736800000,2020-08-06 18:00:00,DAI/USDT,1.01520000,1.01650000,1.01350000,1.01370000,122045.39000000,123946.37814000,118
1596733200000,2020-08-06 17:00:00,DAI/USDT,1.01420000,1.01550000,1.01420000,1.01510000,70200.91000000,71225.97374800,127
1596729600000,2020-08-06 16:00:00,DAI/USDT,1.01330000,1.01490000,1.01300000,1.01420000,17883.29000000,18129.65650500,59
1596726000000,2020-08-06 15:00:00,DAI/USDT,1.01480000,1.01490000,1.01330000,1.01330000,16242.79000000,16466.28817200,57
1596722400000,2020-08-06 14:00:00,DAI/USDT,1.01400000,1.01600000,1.01340000,1.01350000,40310.11000000,40895.03105600,125
1596718800000,2020-08-06 13:00:00,DAI/USDT,1.01570000,1.01620000,1.01310000,1.01400000,34431.55000000,34919.37194000,76
1596715200000,2020-08-06 12:00:00,DAI/USDT,1.01460000,1.01640000,1.01380000,1.01550000,64902.42000000,65935.81910100,91
1596711600000,2020-08-06 11:00:00,DAI/USDT,1.01320000,1.01650000,1.01320000,1.01570000,45701.44000000,46357.84686500,93
1596708000000,2020-08-06 10:00:00,DAI/USDT,1.01360000,1.01440000,1.01320000,1.01400000,6086.79000000,6171.50609100,22
1596704400000,2020-08-06 09:00:00,DAI/USDT,1.01380000,1.01500000,1.01350000,1.01440000,92657.74000000,93991.92514000,139
1596700800000,2020-08-06 08:00:00,DAI/USDT,1.01330000,1.01490000,1.01310000,1.01380000,102673.24000000,104048.96943200,119
