https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VETBEAR,Volume USDT
1630281600000.0,2021-08-30 00:00:00,VETBEAR/USDT,1.184e-05,1.367e-05,1.166e-05,1.359e-05,32423480.500367917,440.6351
1630195200000.0,2021-08-29 00:00:00,VETBEAR/USDT,1.19e-05,1.289e-05,1.116e-05,1.184e-05,119596376.68918918,1416.0211
1630108800000.0,2021-08-28 00:00:00,VETBEAR/USDT,1.058e-05,1.222e-05,1.058e-05,1.19e-05,218880882.3529412,2604.6825
1630022400000.0,2021-08-27 00:00:00,VETBEAR/USDT,1.46e-05,1.562e-05,1.053e-05,1.058e-05,970176568.9981096,10264.4681
1629936000000.0,2021-08-26 00:00:00,VETBEAR/USDT,1.15e-05,1.473e-05,1.108e-05,1.46e-05,277904698.63013697,4057.4086
1629849600000.0,2021-08-25 00:00:00,VETBEAR/USDT,1.338e-05,1.466e-05,1.091e-05,1.15e-05,11717373.913043479,134.7498
1629763200000.0,2021-08-24 00:00:00,VETBEAR/USDT,1.075e-05,1.373e-05,9.6e-06,1.338e-05,270575500.74738413,3620.3002
1629676800000.0,2021-08-23 00:00:00,VETBEAR/USDT,1.183e-05,1.225e-05,1.003e-05,1.075e-05,12529116.279069766,134.688
1629590400000.0,2021-08-22 00:00:00,VETBEAR/USDT,1.161e-05,1.3e-05,1.052e-05,1.183e-05,95471614.53930685,1129.4292
1629504000000.0,2021-08-21 00:00:00,VETBEAR/USDT,1.046e-05,1.179e-05,1.015e-05,1.161e-05,25912041.343669247,300.8388
1629417600000.0,2021-08-20 00:00:00,VETBEAR/USDT,1.171e-05,1.226e-05,9.56e-06,1.046e-05,1626993479.9235182,17018.3518
1629331200000.0,2021-08-19 00:00:00,VETBEAR/USDT,1.53e-05,1.744e-05,1.167e-05,1.171e-05,44587105.038428694,522.115
1629244800000.0,2021-08-18 00:00:00,VETBEAR/USDT,1.654e-05,1.885e-05,1.301e-05,1.53e-05,24468640.52287582,374.3702
1629158400000.0,2021-08-17 00:00:00,VETBEAR/USDT,1.318e-05,1.717e-05,1.124e-05,1.654e-05,219067672.30955258,3623.3793
1629072000000.0,2021-08-16 00:00:00,VETBEAR/USDT,1.089e-05,1.353e-05,9.83e-06,1.318e-05,616626221.5477997,8127.1336
1628985600000.0,2021-08-15 00:00:00,VETBEAR/USDT,1.359e-05,1.528e-05,1.04e-05,1.089e-05,700363122.1303948,7626.9544
1628899200000.0,2021-08-14 00:00:00,VETBEAR/USDT,1.769e-05,1.81e-05,1.279e-05,1.359e-05,182658506.25459895,2482.3291
1628812800000.0,2021-08-13 00:00:00,VETBEAR/USDT,2.673e-05,2.74e-05,1.769e-05,1.769e-05,84979027.69926512,1503.279
1628726400000.0,2021-08-12 00:00:00,VETBEAR/USDT,2.377e-05,2.891e-05,2.002e-05,2.673e-05,370263082.6786382,9897.1322
1628640000000.0,2021-08-11 00:00:00,VETBEAR/USDT,2.785e-05,2.807e-05,2.017e-05,2.346e-05,216925601.0230179,5089.0746
1628553600000.0,2021-08-10 00:00:00,VETBEAR/USDT,2.873e-05,3.083e-05,2.649e-05,2.785e-05,107843314.18312387,3003.4363
1628467200000.0,2021-08-09 00:00:00,VETBEAR/USDT,3.236e-05,3.624e-05,2.673e-05,2.873e-05,37952810.99895579,1090.38426
1628380800000.0,2021-08-08 00:00:00,VETBEAR/USDT,3.235e-05,3.404e-05,2.603e-05,3.236e-05,141222080.0370828,4569.94651
1628294400000.0,2021-08-07 00:00:00,VETBEAR/USDT,4.132e-05,4.262e-05,2.74e-05,3.235e-05,107090173.10664606,3464.3671
1628208000000.0,2021-08-06 00:00:00,VETBEAR/USDT,5.104e-05,5.252e-05,4.007e-05,4.132e-05,16374356.72797677,676.58842
1628121600000.0,2021-08-05 00:00:00,VETBEAR/USDT,5.584e-05,6.063e-05,4.903e-05,5.104e-05,15733148.902821315,803.01992
1628035200000.0,2021-08-04 00:00:00,VETBEAR/USDT,6.236e-05,6.478e-05,5.166e-05,5.584e-05,18566858.88252149,1036.7734
1627948800000.0,2021-08-03 00:00:00,VETBEAR/USDT,6.049e-05,6.789e-05,5.845e-05,6.236e-05,32104918.056446437,2002.06269
1627862400000.0,2021-08-02 00:00:00,VETBEAR/USDT,6.005e-05,6.367e-05,5.507e-05,6.049e-05,3712241.8581583733,224.55351
1627776000000.0,2021-08-01 00:00:00,VETBEAR/USDT,5.464e-05,6.087e-05,4.78e-05,6.005e-05,47147612.156536214,2831.21411
1627689600000.0,2021-07-31 00:00:00,VETBEAR/USDT,6.175e-05,6.387e-05,5.218e-05,5.464e-05,11229507.503660323,613.58029
1627603200000.0,2021-07-30 00:00:00,VETBEAR/USDT,6.863e-05,7.495e-05,6.169e-05,6.175e-05,99935497.48987854,6171.01697
1627516800000.0,2021-07-29 00:00:00,VETBEAR/USDT,7.018e-05,7.322e-05,6.701e-05,6.863e-05,44214561.707708,3034.44537
1627430400000.0,2021-07-28 00:00:00,VETBEAR/USDT,6.65e-05,7.375e-05,6.103e-05,7.018e-05,76725403.8187518,5384.58884
1627344000000.0,2021-07-27 00:00:00,VETBEAR/USDT,8.55e-05,9.449e-05,5.917e-05,6.65e-05,16223887.96992481,1078.88855
1627257600000.0,2021-07-26 00:00:00,VETBEAR/USDT,0.0001201,0.0001215,6.278e-05,8.55e-05,51305646.1988304,4386.63275
1627171200000.0,2021-07-25 00:00:00,VETBEAR/USDT,0.00013295,0.0001461,0.0001201,0.0001201,1445168.6094920898,173.56475
1627084800000.0,2021-07-24 00:00:00,VETBEAR/USDT,0.0001408,0.0001472,0.0001251,0.00013295,2501084.9943587813,332.51925
1626998400000.0,2021-07-23 00:00:00,VETBEAR/USDT,0.00016345,0.00018455,0.00013985,0.0001408,2547627.485795454,358.70595
1626912000000.0,2021-07-22 00:00:00,VETBEAR/USDT,0.00017675,0.0001908,0.00015335,0.00016345,158278150.81064546,25870.56375
1626825600000.0,2021-07-21 00:00:00,VETBEAR/USDT,0.0002808,0.0003062,0.0001595,0.00017675,492151610.466761,86987.79715
1626739200000.0,2021-07-20 00:00:00,VETBEAR/USDT,0.00023595,0.0002998,0.0002264,0.0002808,4166763.1766381767,1170.0271
1626652800000.0,2021-07-19 00:00:00,VETBEAR/USDT,0.0001886,0.0002384,0.0001875,0.00023595,9258213.180758635,2184.4754
1626566400000.0,2021-07-18 00:00:00,VETBEAR/USDT,0.0002073,0.0002115,0.0001771,0.0001886,1083876.1930010605,204.41905
1626480000000.0,2021-07-17 00:00:00,VETBEAR/USDT,0.00020945,0.00022515,0.0001961,0.0002073,283695.36903039075,58.81005
1626393600000.0,2021-07-16 00:00:00,VETBEAR/USDT,0.0001804,0.00021115,0.00017205,0.00020945,71871879.44616854,15053.56515
1626307200000.0,2021-07-15 00:00:00,VETBEAR/USDT,0.0001574,0.0001893,0.00015135,0.0001808,426509.6792035398,77.11295
1626220800000.0,2021-07-14 00:00:00,VETBEAR/USDT,0.0001575,0.0001845,0.0001524,0.0001574,1003972.3634053367,158.02525
1626134400000.0,2021-07-13 00:00:00,VETBEAR/USDT,0.0001445,0.00016385,0.0001412,0.0001575,34021065.07936508,5358.31775
1626048000000.0,2021-07-12 00:00:00,VETBEAR/USDT,0.0001308,0.0001494,0.0001254,0.0001445,68220817.30103807,9857.9081
1625961600000.0,2021-07-11 00:00:00,VETBEAR/USDT,0.00014185,0.00014525,0.00012405,0.0001308,135376213.6850153,17707.20875
1625875200000.0,2021-07-10 00:00:00,VETBEAR/USDT,0.00013615,0.00014705,0.0001268,0.00014185,1076170.2502643638,152.65475
1625788800000.0,2021-07-09 00:00:00,VETBEAR/USDT,0.00014265,0.0001602,0.00012925,0.00013615,17107033.419023138,2329.1226
1625702400000.0,2021-07-08 00:00:00,VETBEAR/USDT,0.00011105,0.0001454,0.00011015,0.00014265,5765119.172800561,822.39425
1625616000000.0,2021-07-07 00:00:00,VETBEAR/USDT,0.0001082,0.0001118,0.00010185,0.00011105,55122940.11706439,6121.4025
1625529600000.0,2021-07-06 00:00:00,VETBEAR/USDT,0.00011105,0.0001123,9.792e-05,0.0001082,18822050.369685765,2036.54585
1625443200000.0,2021-07-05 00:00:00,VETBEAR/USDT,9.579e-05,0.00011646,9.503e-05,0.00011105,5283623.322827554,586.74637
1625356800000.0,2021-07-04 00:00:00,VETBEAR/USDT,9.773e-05,0.00010557,8.934e-05,9.579e-05,4295200.647249191,411.43727
1625270400000.0,2021-07-03 00:00:00,VETBEAR/USDT,0.0001,0.00010778,8.89e-05,9.773e-05,4428344.929908933,432.78215
1625184000000.0,2021-07-02 00:00:00,VETBEAR/USDT,0.00010825,0.00011674,9.77e-05,0.0001,49896257.9,4989.62579
1625097600000.0,2021-07-01 00:00:00,VETBEAR/USDT,8.846e-05,0.00011363,8.846e-05,0.00010825,45307212.37875288,4904.50574
1625011200000.0,2021-06-30 00:00:00,VETBEAR/USDT,9.218e-05,0.00011579,7.909e-05,8.846e-05,234498248.92606828,20743.7151
1624924800000.0,2021-06-29 00:00:00,VETBEAR/USDT,0.0001392,0.00014255,7.668e-05,9.218e-05,24322688.86960295,2242.06546
1624838400000.0,2021-06-28 00:00:00,VETBEAR/USDT,0.00015295,0.0001651,0.0001294,0.0001392,2734012.5718390807,380.57455
1624752000000.0,2021-06-27 00:00:00,VETBEAR/USDT,0.0001845,0.0001966,0.0001509,0.00015295,2915040.2092186986,445.8554
1624665600000.0,2021-06-26 00:00:00,VETBEAR/USDT,0.00019445,0.0002176,0.00016775,0.0001845,15642295.121951219,2886.00345
1624579200000.0,2021-06-25 00:00:00,VETBEAR/USDT,0.00015,0.0002001,0.0001404,0.00019445,6179582.411931087,1201.6198
1624492800000.0,2021-06-24 00:00:00,VETBEAR/USDT,0.0001862,0.00020805,0.0001407,0.00015,30693901.66666667,4604.08525
1624406400000.0,2021-06-23 00:00:00,VETBEAR/USDT,0.0002393,0.00028,0.0001391,0.0001862,31818975.295381308,5924.6932
1624320000000.0,2021-06-22 00:00:00,VETBEAR/USDT,0.000249,0.0003331,0.000176,0.0002393,51688154.19974927,12368.9753
1624233600000.0,2021-06-21 00:00:00,VETBEAR/USDT,0.00014265,0.0002504,0.0001419,0.000249,22757980.722891565,5666.7372
1624147200000.0,2021-06-20 00:00:00,VETBEAR/USDT,0.0001526,0.00019145,0.00013535,0.00014265,13493163.336838415,1924.79975
1624060800000.0,2021-06-19 00:00:00,VETBEAR/USDT,0.0001421,0.0001526,0.0001319,0.0001526,146492.46395806028,22.35475
1623974400000.0,2021-06-18 00:00:00,VETBEAR/USDT,0.0001162,0.00015025,0.0001162,0.0001421,1029755.1020408163,146.3282
1623888000000.0,2021-06-17 00:00:00,VETBEAR/USDT,0.00011435,0.0001222,0.00010315,0.0001162,718996.5576592082,83.5474
1623801600000.0,2021-06-16 00:00:00,VETBEAR/USDT,0.00010301,0.00011895,9.59e-05,0.00011435,1471811.5435067774,168.30165
1623715200000.0,2021-06-15 00:00:00,VETBEAR/USDT,9.793e-05,0.00010602,9.37e-05,0.00010301,88576.64304436462,9.12428
1623628800000.0,2021-06-14 00:00:00,VETBEAR/USDT,0.00010012,0.00011037,9.102e-05,9.793e-05,0.0,0.0
1623542400000.0,2021-06-13 00:00:00,VETBEAR/USDT,0.00012265,0.00014545,9.403e-05,0.00010012,7430698.561725929,743.96154
1623456000000.0,2021-06-12 00:00:00,VETBEAR/USDT,0.00012855,0.0001586,0.0001183,0.00012265,113823048.104362,13960.39685
1623369600000.0,2021-06-11 00:00:00,VETBEAR/USDT,0.00011,0.00013276,0.00010107,0.00012855,52599839.51769739,6761.70937
1623283200000.0,2021-06-10 00:00:00,VETBEAR/USDT,0.00010353,0.00011276,9.62e-05,0.00011,53466805.09090909,5881.34856
1623196800000.0,2021-06-09 00:00:00,VETBEAR/USDT,0.00012375,0.00014695,0.00010353,0.00010353,158077705.01303968,16365.7848
1623110400000.0,2021-06-08 00:00:00,VETBEAR/USDT,0.0001185,0.000164,0.0001087,0.00012375,1227486848.0808082,151901.49745
1623024000000.0,2021-06-07 00:00:00,VETBEAR/USDT,9.086e-05,0.0001213,7.49e-05,0.0001181,516443870.02540225,60992.02105
1622937600000.0,2021-06-06 00:00:00,VETBEAR/USDT,0.00010194,0.00010484,8.115e-05,9.086e-05,1159606902.8175216,105361.88319
1622851200000.0,2021-06-05 00:00:00,VETBEAR/USDT,0.00010102,0.00010917,7.276e-05,0.00010186,2439789224.916552,248516.93045
1622764800000.0,2021-06-04 00:00:00,VETBEAR/USDT,8.528e-05,0.00011247,6.908e-05,0.00010102,139918532.46881804,14134.57015
1622678400000.0,2021-06-03 00:00:00,VETBEAR/USDT,0.00013405,0.0001425,8.32e-05,8.57e-05,1773277274.212369,151969.8624
1622592000000.0,2021-06-02 00:00:00,VETBEAR/USDT,0.00015655,0.0001702,0.00011805,0.00013405,517985062.66318536,69435.89765
1622505600000.0,2021-06-01 00:00:00,VETBEAR/USDT,0.00014235,0.0001656,0.00012995,0.00015655,3256968.7000958156,509.87845
1622419200000.0,2021-05-31 00:00:00,VETBEAR/USDT,0.0002409,0.0002763,0.0001419,0.00014235,433918327.3621356,61768.2739
1622332800000.0,2021-05-30 00:00:00,VETBEAR/USDT,0.0003433,0.0004031,0.00019925,0.0002409,26565012.079701122,6399.51141
1622246400000.0,2021-05-29 00:00:00,VETBEAR/USDT,0.0002686,0.0003853,0.0002413,0.0003433,12541014.040198077,4305.33012
1622160000000.0,2021-05-28 00:00:00,VETBEAR/USDT,0.00019415,0.0002943,0.00018255,0.0002686,20285081.533879373,5448.5729
1622073600000.0,2021-05-27 00:00:00,VETBEAR/USDT,0.0001677,0.00021105,0.00015585,0.00019415,0.0,0.0
1621987200000.0,2021-05-26 00:00:00,VETBEAR/USDT,0.0003109,0.0003367,0.0001435,0.0001677,25487391.174716752,4274.2355
1621900800000.0,2021-05-25 00:00:00,VETBEAR/USDT,0.0003098,0.000342,0.000256,0.0003109,179219.07365712445,55.71921
1621814400000.0,2021-05-24 00:00:00,VETBEAR/USDT,0.0008035,0.0008275,0.0002912,0.0003098,77551951.98515171,24025.594725
1621728000000.0,2021-05-23 00:00:00,VETBEAR/USDT,0.000624,0.0010909,0.0005098,0.0008035,45591.7112632234,36.63294
1621641600000.0,2021-05-22 00:00:00,VETBEAR/USDT,0.0005167,0.0007047,0.0004587,0.000624,19825517.419871792,12371.12287
1621555200000.0,2021-05-21 00:00:00,VETBEAR/USDT,0.0003464,0.0006276,0.0002878,0.0005167,466745.73253338493,241.16752
1621468800000.0,2021-05-20 00:00:00,VETBEAR/USDT,0.00072,0.00102875,0.0002664,0.0003464,3185603.0167436483,1103.492885
1621382400000.0,2021-05-19 00:00:00,VETBEAR/USDT,0.0003571,0.0009304,0.0003456,0.00072,405916.875,292.26015
1621296000000.0,2021-05-18 00:00:00,VETBEAR/USDT,0.0004034,0.0004086,0.0003089,0.0003571,6247011.033323999,2230.80764
1621209600000.0,2021-05-17 00:00:00,VETBEAR/USDT,0.0003166,0.0004369,0.000312,0.0004034,2099092.9598413487,846.7741
1621123200000.0,2021-05-16 00:00:00,VETBEAR/USDT,0.0003403,0.0003754,0.0002393,0.0003166,8388482.406822489,2655.79353
1621036800000.0,2021-05-15 00:00:00,VETBEAR/USDT,0.0002857,0.0003462,0.0002785,0.0003403,896850.4260946224,305.1982
1620950400000.0,2021-05-14 00:00:00,VETBEAR/USDT,0.0003105,0.0003164,0.0002543,0.0002857,1314575.4287714385,375.5742
1620864000000.0,2021-05-13 00:00:00,VETBEAR/USDT,0.0004807,0.0005186,0.0002781,0.0003105,618588.8244766506,192.07183
1620777600000.0,2021-05-12 00:00:00,VETBEAR/USDT,0.0002816,0.0004936,0.0002694,0.0004807,14722263.677969629,7076.99215
1620691200000.0,2021-05-11 00:00:00,VETBEAR/USDT,0.0003273,0.0003801,0.0002776,0.0002816,20681432.91903409,5823.89151
1620604800000.0,2021-05-10 00:00:00,VETBEAR/USDT,0.0002327,0.0003615,0.0002201,0.0003273,34337956.156431414,11238.81305
1620518400000.0,2021-05-09 00:00:00,VETBEAR/USDT,0.0002624,0.0003123,0.0002244,0.0002327,50943751.61151698,11854.611
1620432000000.0,2021-05-08 00:00:00,VETBEAR/USDT,0.0002403,0.0002756,0.0002255,0.0002624,68065656.25,17860.4282
1620345600000.0,2021-05-07 00:00:00,VETBEAR/USDT,0.0003264,0.000336,0.0001992,0.0002403,5872221.3899292555,1411.0948
1620259200000.0,2021-05-06 00:00:00,VETBEAR/USDT,0.0003794,0.000415,0.0002958,0.0003264,91803.61519607843,29.9647
1620172800000.0,2021-05-05 00:00:00,VETBEAR/USDT,0.0005272,0.00053,0.0003698,0.0003794,132676.75276752768,50.33756
1620086400000.0,2021-05-04 00:00:00,VETBEAR/USDT,0.0003908,0.0005387,0.0003864,0.0005272,2631392.109256449,1387.26992
1620000000000.0,2021-05-03 00:00:00,VETBEAR/USDT,0.0003671,0.0004152,0.0003359,0.0003908,1172073.6438075742,458.04638
1619913600000.0,2021-05-02 00:00:00,VETBEAR/USDT,0.0004455,0.0004552,0.000324,0.0003671,36166266.05829475,13276.63627
1619827200000.0,2021-05-01 00:00:00,VETBEAR/USDT,0.0004589,0.0005185,0.0004197,0.0004455,705670.9539842873,314.37641
1619740800000.0,2021-04-30 00:00:00,VETBEAR/USDT,0.000552,0.00059775,0.0004515,0.0004589,9488878.186968839,4354.4462
1619654400000.0,2021-04-29 00:00:00,VETBEAR/USDT,0.0004946,0.0006128,0.0004646,0.000552,723957.1557971014,399.62435
1619568000000.0,2021-04-28 00:00:00,VETBEAR/USDT,0.0004231,0.0005503,0.0003908,0.0004946,11500353.052972099,5688.07462
1619481600000.0,2021-04-27 00:00:00,VETBEAR/USDT,0.00062275,0.000639,0.0003496,0.0004231,28431749.858189553,12029.473365
1619395200000.0,2021-04-26 00:00:00,VETBEAR/USDT,0.00091875,0.00095975,0.00050875,0.00062275,78828674.78924125,49090.557225
1619308800000.0,2021-04-25 00:00:00,VETBEAR/USDT,0.000788,0.001088,0.00066825,0.00091875,73402481.49659863,67438.529875
1619222400000.0,2021-04-24 00:00:00,VETBEAR/USDT,0.00059325,0.000794,0.00056475,0.000788,41020882.899746194,32324.455725
1619136000000.0,2021-04-23 00:00:00,VETBEAR/USDT,0.00072275,0.001371,0.0005545,0.00059325,216686351.53813738,128549.17805
1619049600000.0,2021-04-22 00:00:00,VETBEAR/USDT,0.000505,0.0008097,0.0004526,0.00072275,17250707.589069527,12467.94891
1618963200000.0,2021-04-21 00:00:00,VETBEAR/USDT,0.0003823,0.0005242,0.0003727,0.000505,23191949.920792077,11711.93471
1618876800000.0,2021-04-20 00:00:00,VETBEAR/USDT,0.00053925,0.00069375,0.0003285,0.0003823,7260363.05257651,2775.636795
1618790400000.0,2021-04-19 00:00:00,VETBEAR/USDT,0.0004637,0.000565,0.0003738,0.00053925,4500101.566991191,2426.67977
1618704000000.0,2021-04-18 00:00:00,VETBEAR/USDT,0.0006735,0.001128,0.0004537,0.0004637,1380871.9215009704,640.31031
1618617600000.0,2021-04-17 00:00:00,VETBEAR/USDT,0.0007625,0.0007625,0.00043625,0.0006735,1485156.6592427616,1000.25301
1618531200000.0,2021-04-16 00:00:00,VETBEAR/USDT,0.002079,0.0027815,0.00068,0.0007625,272404.0983606557,207.708125
1618444800000.0,2021-04-15 00:00:00,VETBEAR/USDT,0.002474,0.002474,0.0016995,0.002079,41458.63395863395,86.1925
1618358400000.0,2021-04-14 00:00:00,VETBEAR/USDT,0.003367,0.003384,0.002154,0.002474,617654.3613581245,1528.07689
1618272000000.0,2021-04-13 00:00:00,VETBEAR/USDT,0.006115,0.006115,0.003031,0.003384,59822.38622931442,202.438955
1618185600000.0,2021-04-12 00:00:00,VETBEAR/USDT,0.004981,0.006242,0.004898,0.006115,18346.600163532297,112.18946
1618099200000.0,2021-04-11 00:00:00,VETBEAR/USDT,0.004567,0.005663,0.004378,0.004981,5464.446898213209,27.21841
1618012800000.0,2021-04-10 00:00:00,VETBEAR/USDT,0.0069425,0.00713,0.004131,0.004567,5207737.371359754,23783.736575
1617926400000.0,2021-04-09 00:00:00,VETBEAR/USDT,0.0094925,0.0096425,0.00595,0.0069425,1171.2999639899172,8.13175
1617840000000.0,2021-04-08 00:00:00,VETBEAR/USDT,0.012845,0.013335,0.0090775,0.0094925,11669.452199104557,110.772275
1617753600000.0,2021-04-07 00:00:00,VETBEAR/USDT,0.01165,0.01424,0.00908,0.012845,2152.6196963799143,27.6504
1617667200000.0,2021-04-06 00:00:00,VETBEAR/USDT,0.015165,0.016175,0.01051,0.01165,3711.8326180257504,43.24285
1617580800000.0,2021-04-05 00:00:00,VETBEAR/USDT,0.022275,0.02334,0.01359,0.015165,151.07154632377186,2.291
1617494400000.0,2021-04-04 00:00:00,VETBEAR/USDT,0.02656,0.02713,0.02184,0.022275,2442.0808080808083,54.39735
1617408000000.0,2021-04-03 00:00:00,VETBEAR/USDT,0.0222,0.02664,0.019985,0.02656,37.65060240963855,1.0
1617321600000.0,2021-04-02 00:00:00,VETBEAR/USDT,0.02701,0.02847,0.0213,0.0222,86.12612612612612,1.912
1617235200000.0,2021-04-01 00:00:00,VETBEAR/USDT,0.02745,0.02832,0.02389,0.02701,63.520918178452426,1.7157
1617148800000.0,2021-03-31 00:00:00,VETBEAR/USDT,0.02509,0.03108,0.024025,0.02745,1969.0819672131147,54.0513
1617062400000.0,2021-03-30 00:00:00,VETBEAR/USDT,0.023555,0.02608,0.02336,0.02509,215.8868074930251,5.4166
1616976000000.0,2021-03-29 00:00:00,VETBEAR/USDT,0.02431,0.0257,0.02227,0.023555,0.0,0.0
1616889600000.0,2021-03-28 00:00:00,VETBEAR/USDT,0.02545,0.02599,0.02157,0.02431,122.51748251748253,2.9784
1616803200000.0,2021-03-27 00:00:00,VETBEAR/USDT,0.0252,0.02545,0.01973,0.02545,5700.26326129666,145.0717
1616716800000.0,2021-03-26 00:00:00,VETBEAR/USDT,0.03532,0.03547,0.02455,0.0253,0.0,0.0
1616630400000.0,2021-03-25 00:00:00,VETBEAR/USDT,0.03224,0.04073,0.0297,0.03532,81860.96177802945,2891.32917
1616544000000.0,2021-03-24 00:00:00,VETBEAR/USDT,0.03837,0.04052,0.0238,0.03224,110064.65756823821,3548.48456
1616457600000.0,2021-03-23 00:00:00,VETBEAR/USDT,0.03252,0.04132,0.02958,0.03837,7494.7516288767265,287.57362
1616371200000.0,2021-03-22 00:00:00,VETBEAR/USDT,0.02774,0.03545,0.02284,0.03252,2624.2970479704795,85.34214
1616284800000.0,2021-03-21 00:00:00,VETBEAR/USDT,0.03269,0.0351,0.02626,0.02774,48029.003965392934,1332.32457
1616198400000.0,2021-03-20 00:00:00,VETBEAR/USDT,0.04627,0.04668,0.02805,0.03269,243.65861119608445,7.9652
1616112000000.0,2021-03-19 00:00:00,VETBEAR/USDT,0.0546,0.058675,0.03881,0.04627,137.8429868165118,6.377995
1616025600000.0,2021-03-18 00:00:00,VETBEAR/USDT,0.059475,0.059775,0.0461,0.0546,391.20054945054943,21.35955
1615939200000.0,2021-03-17 00:00:00,VETBEAR/USDT,0.0635,0.072625,0.057025,0.059475,446.3661202185792,26.547625
1615852800000.0,2021-03-16 00:00:00,VETBEAR/USDT,0.055575,0.072625,0.047475,0.0635,52719.22086614173,3347.670525
1615766400000.0,2021-03-15 00:00:00,VETBEAR/USDT,0.10375,0.10625,0.04704,0.055575,178215.81970310392,9904.34418
1615680000000.0,2021-03-14 00:00:00,VETBEAR/USDT,0.09595,0.106825,0.091375,0.10375,474.5766265060241,49.237325
1615593600000.0,2021-03-13 00:00:00,VETBEAR/USDT,0.1105,0.1255,0.0861,0.09595,1663.9202709744661,159.65315
1615507200000.0,2021-03-12 00:00:00,VETBEAR/USDT,0.1068,0.114525,0.084275,0.1105,13128.27330316742,1450.6742
1615420800000.0,2021-03-11 00:00:00,VETBEAR/USDT,0.1509,0.17485,0.097725,0.1068,27270.463483146064,2912.4855
1615334400000.0,2021-03-10 00:00:00,VETBEAR/USDT,0.13235,0.1571,0.127,0.1509,6982.617958913187,1053.67705
1615248000000.0,2021-03-09 00:00:00,VETBEAR/USDT,0.1257,0.1426,0.11255,0.13235,8611.366452587836,1139.71435
1615161600000.0,2021-03-08 00:00:00,VETBEAR/USDT,0.2021,0.21425,0.12175,0.1257,14515.313444709625,1824.5749
1615075200000.0,2021-03-07 00:00:00,VETBEAR/USDT,0.2555,0.2559,0.1702,0.2021,4194.3300346363185,847.6741
1614988800000.0,2021-03-06 00:00:00,VETBEAR/USDT,0.2686,0.3089,0.2333,0.2555,116.49393346379647,29.7642
1614902400000.0,2021-03-05 00:00:00,VETBEAR/USDT,0.3133,0.3885,0.25,0.2686,404.89862248696943,108.75577
1614816000000.0,2021-03-04 00:00:00,VETBEAR/USDT,0.2689,0.3594,0.2377,0.3133,955.5036706032556,299.3593
1614729600000.0,2021-03-03 00:00:00,VETBEAR/USDT,0.5261,0.5575,0.2467,0.2689,590.3325771662329,158.74043
1614643200000.0,2021-03-02 00:00:00,VETBEAR/USDT,0.4679,0.5877,0.441,0.5261,55.39201672685801,29.14174
1614556800000.0,2021-03-01 00:00:00,VETBEAR/USDT,0.73875,0.7585,0.4679,0.4679,175.95928617225903,82.33135
1614470400000.0,2021-02-28 00:00:00,VETBEAR/USDT,0.69475,0.9235,0.68,0.73875,0.7386125211505922,0.54565
1614384000000.0,2021-02-27 00:00:00,VETBEAR/USDT,0.7495,0.75175,0.60675,0.69475,186.84551997121267,129.810925
1614297600000.0,2021-02-26 00:00:00,VETBEAR/USDT,0.816,0.97825,0.62925,0.7495,162.38775850567043,121.709625
1614211200000.0,2021-02-25 00:00:00,VETBEAR/USDT,0.64925,0.83025,0.57675,0.816,0.22463235294117648,0.1833
1614124800000.0,2021-02-24 00:00:00,VETBEAR/USDT,0.732,0.83175,0.523,0.64925,169.8959953792838,110.304975
1614038400000.0,2021-02-23 00:00:00,VETBEAR/USDT,0.4922,0.9272,0.4877,0.732,72.97491803278689,53.41764
1613952000000.0,2021-02-22 00:00:00,VETBEAR/USDT,0.3809,0.6789,0.3746,0.4922,222.4545916294189,109.49215
1613865600000.0,2021-02-21 00:00:00,VETBEAR/USDT,0.4079,0.4399,0.3483,0.3809,380.6874507744815,145.00385
1613779200000.0,2021-02-20 00:00:00,VETBEAR/USDT,0.4273,0.4631,0.2922,0.4079,4137.728855111547,1687.7796
1613692800000.0,2021-02-19 00:00:00,VETBEAR/USDT,0.3949,0.4689,0.3658,0.4273,751.5599110695061,321.14155
1613606400000.0,2021-02-18 00:00:00,VETBEAR/USDT,0.4803,0.4812,0.3418,0.3949,1507.4446188908587,595.28988
1613520000000.0,2021-02-17 00:00:00,VETBEAR/USDT,0.55325,0.668,0.4223,0.4803,895.4597126795752,430.0893
1613433600000.0,2021-02-16 00:00:00,VETBEAR/USDT,0.542,0.603,0.4521,0.55325,201.08498870311794,111.25027
1613347200000.0,2021-02-15 00:00:00,VETBEAR/USDT,0.5402,0.839,0.4032,0.542,47475.14381918819,25731.52795
1613260800000.0,2021-02-14 00:00:00,VETBEAR/USDT,0.5105,0.6019,0.3995,0.5402,680.5804054054054,367.649535
1613174400000.0,2021-02-13 00:00:00,VETBEAR/USDT,0.5217,0.6181,0.3844,0.5105,2589.8401175318318,1322.11338
1613088000000.0,2021-02-12 00:00:00,VETBEAR/USDT,1.4005,1.428,0.4054,0.5217,2495.9410293271994,1302.132435
1613001600000.0,2021-02-11 00:00:00,VETBEAR/USDT,2.464,2.688,1.301,1.4005,850.3997857907889,1190.9849
1612915200000.0,2021-02-10 00:00:00,VETBEAR/USDT,2.625,3.12,2.046,2.464,724.676461038961,1785.6028
