https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VETBEAR,Volume USDT
1661472000000.0,2022-08-26 00:00:00,VETBEAR/USDT,1.38e-06,1.75e-06,1.3e-06,1.69e-06,0.0,0.0
1661385600000.0,2022-08-25 00:00:00,VETBEAR/USDT,1.54e-06,1.54e-06,1.3e-06,1.38e-06,0.0,0.0
1661299200000.0,2022-08-24 00:00:00,VETBEAR/USDT,1.44e-06,1.54e-06,1.35e-06,1.54e-06,0.0,0.0
1661212800000.0,2022-08-23 00:00:00,VETBEAR/USDT,1.48e-06,1.58e-06,1.39e-06,1.44e-06,0.0,0.0
1661126400000.0,2022-08-22 00:00:00,VETBEAR/USDT,1.41e-06,1.63e-06,1.41e-06,1.48e-06,7283783.783783783,10.78
1661040000000.0,2022-08-21 00:00:00,VETBEAR/USDT,1.52e-06,1.55e-06,1.33e-06,1.41e-06,607801.4184397163,0.857
1660953600000.0,2022-08-20 00:00:00,VETBEAR/USDT,1.54e-06,1.62e-06,1.42e-06,1.52e-06,0.0,0.0
1660867200000.0,2022-08-19 00:00:00,VETBEAR/USDT,1.22e-06,1.57e-06,1.21e-06,1.54e-06,5093506.493506493,7.844
1660780800000.0,2022-08-18 00:00:00,VETBEAR/USDT,1.09e-06,1.22e-06,1.02e-06,1.22e-06,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,VETBEAR/USDT,9.6e-07,1.12e-06,8.6e-07,1.09e-06,261132110.09174314,284.634
1660608000000.0,2022-08-16 00:00:00,VETBEAR/USDT,9e-07,9.7e-07,8.7e-07,9.6e-07,6364583.333333334,6.11
1660521600000.0,2022-08-15 00:00:00,VETBEAR/USDT,8.5e-07,9.4e-07,7.8e-07,9e-07,37717777.777777776,33.946
1660435200000.0,2022-08-14 00:00:00,VETBEAR/USDT,7.8e-07,8.5e-07,7.4e-07,8.5e-07,65241176.47058823,55.455
1660348800000.0,2022-08-13 00:00:00,VETBEAR/USDT,7.8e-07,8e-07,7.5e-07,7.8e-07,3923076.923076923,3.06
1660262400000.0,2022-08-12 00:00:00,VETBEAR/USDT,8.1e-07,8.3e-07,7.5e-07,7.8e-07,156185897.43589744,121.825
1660176000000.0,2022-08-11 00:00:00,VETBEAR/USDT,8.2e-07,8.2e-07,7.6e-07,8.1e-07,164495061.72839507,133.241
1660089600000.0,2022-08-10 00:00:00,VETBEAR/USDT,1.06e-06,1.15e-06,8e-07,8.2e-07,43948780.487804875,36.038
1660003200000.0,2022-08-09 00:00:00,VETBEAR/USDT,9.5e-07,1.11e-06,9.3e-07,1.06e-06,7369811.320754717,7.812
1659916800000.0,2022-08-08 00:00:00,VETBEAR/USDT,9.7e-07,9.7e-07,8.5e-07,9.5e-07,102523157.89473684,97.397
1659830400000.0,2022-08-07 00:00:00,VETBEAR/USDT,1e-06,1.04e-06,9.3e-07,9.7e-07,10545360.824742267,10.229
1659744000000.0,2022-08-06 00:00:00,VETBEAR/USDT,9.7e-07,1.01e-06,9.3e-07,1e-06,91047000.0,91.047
1659657600000.0,2022-08-05 00:00:00,VETBEAR/USDT,1.2e-06,1.21e-06,9.7e-07,9.7e-07,224329896.9072165,217.6
1659571200000.0,2022-08-04 00:00:00,VETBEAR/USDT,1.2e-06,1.26e-06,1.11e-06,1.2e-06,305000.0,0.366
1659484800000.0,2022-08-03 00:00:00,VETBEAR/USDT,1.49e-06,1.56e-06,1.06e-06,1.21e-06,82561983.47107439,99.9
1659398400000.0,2022-08-02 00:00:00,VETBEAR/USDT,1.52e-06,1.72e-06,1.24e-06,1.49e-06,50840939.59731544,75.753
1659312000000.0,2022-08-01 00:00:00,VETBEAR/USDT,1.59e-06,1.65e-06,1.42e-06,1.52e-06,3063157.894736842,4.656
1659225600000.0,2022-07-31 00:00:00,VETBEAR/USDT,1.51e-06,1.59e-06,1.34e-06,1.59e-06,75900000.0,120.681
1659139200000.0,2022-07-30 00:00:00,VETBEAR/USDT,1.64e-06,1.71e-06,1.35e-06,1.51e-06,18922516.55629139,28.573
1659052800000.0,2022-07-29 00:00:00,VETBEAR/USDT,1.69e-06,1.76e-06,1.52e-06,1.64e-06,8239024.390243903,13.512
1658966400000.0,2022-07-28 00:00:00,VETBEAR/USDT,2.01e-06,2.11e-06,1.65e-06,1.69e-06,18507100.591715977,31.277
1658880000000.0,2022-07-27 00:00:00,VETBEAR/USDT,2.62e-06,2.79e-06,2.01e-06,2.01e-06,14151243.781094529,28.444
1658793600000.0,2022-07-26 00:00:00,VETBEAR/USDT,2.59e-06,2.85e-06,2.59e-06,2.62e-06,12032442.748091603,31.525
1658707200000.0,2022-07-25 00:00:00,VETBEAR/USDT,2.14e-06,2.6e-06,2.11e-06,2.59e-06,8184169.884169883,21.197
1658620800000.0,2022-07-24 00:00:00,VETBEAR/USDT,2.19e-06,2.25e-06,2e-06,2.14e-06,4042990.6542056073,8.652
1658534400000.0,2022-07-23 00:00:00,VETBEAR/USDT,2.09e-06,2.29e-06,1.98e-06,2.19e-06,22738812.785388127,49.798
1658448000000.0,2022-07-22 00:00:00,VETBEAR/USDT,2.05e-06,2.12e-06,1.74e-06,2.09e-06,0.0,0.0
1658361600000.0,2022-07-21 00:00:00,VETBEAR/USDT,2.06e-06,2.29e-06,1.92e-06,2.05e-06,495121.9512195122,1.015
1658275200000.0,2022-07-20 00:00:00,VETBEAR/USDT,1.88e-06,2.06e-06,1.66e-06,2.06e-06,3267961.1650485434,6.732
1658188800000.0,2022-07-19 00:00:00,VETBEAR/USDT,2.34e-06,2.49e-06,1.87e-06,1.88e-06,9493617.021276595,17.848
1658102400000.0,2022-07-18 00:00:00,VETBEAR/USDT,2.87e-06,2.89e-06,2.28e-06,2.34e-06,5429487.179487179,12.705
1658016000000.0,2022-07-17 00:00:00,VETBEAR/USDT,2.73e-06,2.88e-06,2.59e-06,2.87e-06,5779790.940766551,16.588
1657929600000.0,2022-07-16 00:00:00,VETBEAR/USDT,3.01e-06,3.15e-06,2.7e-06,2.73e-06,19453846.153846152,53.109
1657843200000.0,2022-07-15 00:00:00,VETBEAR/USDT,3.1e-06,3.15e-06,2.83e-06,3.01e-06,13620431.893687708,40.9975
1657756800000.0,2022-07-14 00:00:00,VETBEAR/USDT,3.36e-06,3.6e-06,3.01e-06,3.1e-06,14155709.677419355,43.8827
1657670400000.0,2022-07-13 00:00:00,VETBEAR/USDT,3.77e-06,4.16e-06,3.32e-06,3.36e-06,5594851.19047619,18.7987
1657584000000.0,2022-07-12 00:00:00,VETBEAR/USDT,3.49e-06,3.77e-06,3.4e-06,3.77e-06,14611564.9867374,55.0856
1657497600000.0,2022-07-11 00:00:00,VETBEAR/USDT,2.95e-06,3.51e-06,2.92e-06,3.49e-06,12603008.595988538,43.9845
1657411200000.0,2022-07-10 00:00:00,VETBEAR/USDT,2.73e-06,3.02e-06,2.73e-06,2.95e-06,140135932.20338982,413.401
1657324800000.0,2022-07-09 00:00:00,VETBEAR/USDT,2.83e-06,2.83e-06,2.61e-06,2.73e-06,140068131.86813188,382.386
1657238400000.0,2022-07-08 00:00:00,VETBEAR/USDT,2.73e-06,2.89e-06,2.53e-06,2.83e-06,1157597.1731448763,3.276
1657152000000.0,2022-07-07 00:00:00,VETBEAR/USDT,2.91e-06,3.08e-06,2.66e-06,2.73e-06,891025.641025641,2.4325
1657065600000.0,2022-07-06 00:00:00,VETBEAR/USDT,3.29e-06,3.48e-06,2.84e-06,2.91e-06,19099518.90034364,55.5796
1656979200000.0,2022-07-05 00:00:00,VETBEAR/USDT,3.11e-06,3.59e-06,3.03e-06,3.29e-06,1981914.8936170214,6.5205
1656892800000.0,2022-07-04 00:00:00,VETBEAR/USDT,3.43e-06,3.66e-06,3.06e-06,3.11e-06,2166398.7138263667,6.7375
1656806400000.0,2022-07-03 00:00:00,VETBEAR/USDT,3.5e-06,3.75e-06,3.33e-06,3.43e-06,2081632.6530612244,7.14
1656720000000.0,2022-07-02 00:00:00,VETBEAR/USDT,3.57e-06,3.76e-06,3.42e-06,3.5e-06,1285000.0,4.4975
1656633600000.0,2022-07-01 00:00:00,VETBEAR/USDT,3.38e-06,3.74e-06,3.2e-06,3.57e-06,2230392.156862745,7.9625
1656547200000.0,2022-06-30 00:00:00,VETBEAR/USDT,3.33e-06,3.99e-06,3.29e-06,3.38e-06,1360650.8875739647,4.599
1656460800000.0,2022-06-29 00:00:00,VETBEAR/USDT,3.08e-06,3.49e-06,3.01e-06,3.33e-06,2270270.2702702703,7.56
1656374400000.0,2022-06-28 00:00:00,VETBEAR/USDT,2.73e-06,3.12e-06,2.48e-06,3.08e-06,4897727.2727272725,15.085
1656288000000.0,2022-06-27 00:00:00,VETBEAR/USDT,2.79e-06,2.83e-06,2.42e-06,2.73e-06,5897435.897435898,16.1
1656201600000.0,2022-06-26 00:00:00,VETBEAR/USDT,2.32e-06,2.8e-06,2.19e-06,2.79e-06,572043.0107526882,1.596
1656115200000.0,2022-06-25 00:00:00,VETBEAR/USDT,2.52e-06,2.79e-06,2.27e-06,2.32e-06,1991379.3103448278,4.62
1656028800000.0,2022-06-24 00:00:00,VETBEAR/USDT,3.1e-06,3.15e-06,2.41e-06,2.52e-06,4307142.857142856,10.854
1655942400000.0,2022-06-23 00:00:00,VETBEAR/USDT,3.73e-06,3.76e-06,3.07e-06,3.1e-06,3400645.1612903224,10.542
1655856000000.0,2022-06-22 00:00:00,VETBEAR/USDT,3.43e-06,3.88e-06,3.4e-06,3.73e-06,14184101.876675604,52.9067
1655769600000.0,2022-06-21 00:00:00,VETBEAR/USDT,3.57e-06,3.74e-06,2.93e-06,3.43e-06,11516472.303206997,39.5015
1655683200000.0,2022-06-20 00:00:00,VETBEAR/USDT,4.01e-06,4.35e-06,3.57e-06,3.57e-06,3264845.93837535,11.6555
1655596800000.0,2022-06-19 00:00:00,VETBEAR/USDT,4.68e-06,5.21e-06,3.91e-06,4.01e-06,10185785.536159601,40.845
1655510400000.0,2022-06-18 00:00:00,VETBEAR/USDT,3.92e-06,5.5e-06,3.92e-06,4.68e-06,2260256.41025641,10.578
1655424000000.0,2022-06-17 00:00:00,VETBEAR/USDT,4.21e-06,4.32e-06,3.82e-06,3.92e-06,86923877.55102041,340.7416
1655337600000.0,2022-06-16 00:00:00,VETBEAR/USDT,3.43e-06,4.56e-06,3.29e-06,4.21e-06,5646318.289786223,23.771
1655251200000.0,2022-06-15 00:00:00,VETBEAR/USDT,4.22e-06,5.24e-06,3.33e-06,3.43e-06,5546357755.10204,19024.0071
1655164800000.0,2022-06-14 00:00:00,VETBEAR/USDT,4.12e-06,5.27e-06,3.86e-06,4.22e-06,2033414289.099526,8581.0083
1655078400000.0,2022-06-13 00:00:00,VETBEAR/USDT,3.49e-06,4.78e-06,3.37e-06,4.12e-06,597321893.2038834,2460.9662
1654992000000.0,2022-06-12 00:00:00,VETBEAR/USDT,2.91e-06,3.5e-06,2.83e-06,3.49e-06,120940659.02578796,422.0829
1654905600000.0,2022-06-11 00:00:00,VETBEAR/USDT,2.44e-06,3.02e-06,2.31e-06,2.91e-06,211457388.3161512,615.341
1654819200000.0,2022-06-10 00:00:00,VETBEAR/USDT,2e-06,2.49e-06,1.88e-06,2.44e-06,28008196.721311476,68.34
1654732800000.0,2022-06-09 00:00:00,VETBEAR/USDT,2.4e-06,2.48e-06,1.81e-06,2e-06,114248500.00000001,228.497
1654646400000.0,2022-06-08 00:00:00,VETBEAR/USDT,2.31e-06,2.45e-06,2.22e-06,2.4e-06,72976250.0,175.143
1654560000000.0,2022-06-07 00:00:00,VETBEAR/USDT,2.14e-06,2.53e-06,2.12e-06,2.31e-06,267240692.64069265,617.326
1654473600000.0,2022-06-06 00:00:00,VETBEAR/USDT,2.46e-06,2.48e-06,1.95e-06,2.14e-06,0.0,0.0
1654387200000.0,2022-06-05 00:00:00,VETBEAR/USDT,2.43e-06,2.56e-06,2.39e-06,2.46e-06,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,VETBEAR/USDT,2.57e-06,2.68e-06,2.39e-06,2.43e-06,431150205.76131684,1047.695
1654214400000.0,2022-06-03 00:00:00,VETBEAR/USDT,2.25e-06,2.62e-06,2.22e-06,2.57e-06,447728793.77431905,1150.663
1654128000000.0,2022-06-02 00:00:00,VETBEAR/USDT,2.5e-06,2.6e-06,2.23e-06,2.25e-06,18836888.888888888,42.383
1654041600000.0,2022-06-01 00:00:00,VETBEAR/USDT,2.06e-06,2.59e-06,1.85e-06,2.5e-06,19332400.0,48.331
1653955200000.0,2022-05-31 00:00:00,VETBEAR/USDT,2.08e-06,2.25e-06,1.93e-06,2.06e-06,30488834.95145631,62.807
1653868800000.0,2022-05-30 00:00:00,VETBEAR/USDT,2.8e-06,2.8e-06,2.06e-06,2.08e-06,746839903.8461539,1553.427
1653782400000.0,2022-05-29 00:00:00,VETBEAR/USDT,2.88e-06,3.11e-06,2.8e-06,2.8e-06,7830000.0,21.924
1653696000000.0,2022-05-28 00:00:00,VETBEAR/USDT,3.15e-06,3.24e-06,2.83e-06,2.88e-06,3913194.4444444445,11.27
1653609600000.0,2022-05-27 00:00:00,VETBEAR/USDT,2.96e-06,3.29e-06,2.72e-06,3.15e-06,77720317.46031746,244.819
1653523200000.0,2022-05-26 00:00:00,VETBEAR/USDT,2.53e-06,3.29e-06,2.38e-06,2.96e-06,88214189.18918918,261.114
1653436800000.0,2022-05-25 00:00:00,VETBEAR/USDT,2.46e-06,2.76e-06,2.3e-06,2.53e-06,211922529.64426878,536.164
1653350400000.0,2022-05-24 00:00:00,VETBEAR/USDT,2.59e-06,2.96e-06,2.39e-06,2.46e-06,821957723.5772357,2022.016
1653264000000.0,2022-05-23 00:00:00,VETBEAR/USDT,2.59e-06,2.71e-06,2e-06,2.59e-06,115761003.86100386,299.821
1653177600000.0,2022-05-22 00:00:00,VETBEAR/USDT,2.96e-06,3.01e-06,2.39e-06,2.59e-06,111118146.71814671,287.796
1653091200000.0,2022-05-21 00:00:00,VETBEAR/USDT,3.15e-06,3.29e-06,2.86e-06,2.96e-06,2178040.5405405406,6.447
1653004800000.0,2022-05-20 00:00:00,VETBEAR/USDT,2.8e-06,3.33e-06,2.67e-06,3.15e-06,41634920.634920634,131.15
1652918400000.0,2022-05-19 00:00:00,VETBEAR/USDT,3.58e-06,3.92e-06,2.79e-06,2.8e-06,135911500.00000003,380.5522
1652832000000.0,2022-05-18 00:00:00,VETBEAR/USDT,2.73e-06,3.61e-06,2.65e-06,3.57e-06,2389215.68627451,8.5295
1652745600000.0,2022-05-17 00:00:00,VETBEAR/USDT,3.27e-06,3.29e-06,2.63e-06,2.73e-06,1108615201.4652014,3026.5195
1652659200000.0,2022-05-16 00:00:00,VETBEAR/USDT,2.72e-06,3.57e-06,2.72e-06,3.27e-06,2527677064.220184,8265.504
1652572800000.0,2022-05-15 00:00:00,VETBEAR/USDT,3.29e-06,3.59e-06,2.68e-06,2.72e-06,77719522.05882354,211.3971
1652486400000.0,2022-05-14 00:00:00,VETBEAR/USDT,3.71e-06,4.1e-06,2.91e-06,3.29e-06,417550455.92705166,1373.741
1652400000000.0,2022-05-13 00:00:00,VETBEAR/USDT,6.14e-06,6.14e-06,2.87e-06,3.71e-06,1213712075.471698,4502.8718
1652313600000.0,2022-05-12 00:00:00,VETBEAR/USDT,4.77e-06,7.7e-06,4.04e-06,6.14e-06,190449495.11400652,1169.3599
1652227200000.0,2022-05-11 00:00:00,VETBEAR/USDT,2.87e-06,5e-06,2.64e-06,4.77e-06,62055974.8427673,296.007
1652140800000.0,2022-05-10 00:00:00,VETBEAR/USDT,3.17e-06,3.5e-06,2.06e-06,2.87e-06,7423081289.198606,21304.2433
1652054400000.0,2022-05-09 00:00:00,VETBEAR/USDT,2.19e-06,3.17e-06,2.11e-06,3.17e-06,12105900157.728706,38375.7035
1651968000000.0,2022-05-08 00:00:00,VETBEAR/USDT,2.05e-06,2.3e-06,1.97e-06,2.19e-06,41267123.28767123,90.375
1651881600000.0,2022-05-07 00:00:00,VETBEAR/USDT,1.87e-06,2.17e-06,1.84e-06,2.05e-06,0.0,0.0
1651795200000.0,2022-05-06 00:00:00,VETBEAR/USDT,1.84e-06,2.05e-06,1.8e-06,1.87e-06,106463636.36363636,199.087
1651708800000.0,2022-05-05 00:00:00,VETBEAR/USDT,1.37e-06,1.93e-06,1.32e-06,1.84e-06,1053340760.8695652,1938.147
1651622400000.0,2022-05-04 00:00:00,VETBEAR/USDT,2.21e-06,2.22e-06,1.37e-06,1.37e-06,5966843795.620438,8174.576
1651536000000.0,2022-05-03 00:00:00,VETBEAR/USDT,2.13e-06,2.32e-06,1.97e-06,2.21e-06,3526023076.923077,7792.511
1651449600000.0,2022-05-02 00:00:00,VETBEAR/USDT,2.01e-06,2.31e-06,1.85e-06,2.13e-06,288325821.59624416,614.134
1651363200000.0,2022-05-01 00:00:00,VETBEAR/USDT,2.54e-06,2.66e-06,1.89e-06,2.01e-06,2301559701.4925375,4626.135
1651276800000.0,2022-04-30 00:00:00,VETBEAR/USDT,2.1e-06,2.6e-06,1.93e-06,2.54e-06,3177558267.7165356,8070.998
1651190400000.0,2022-04-29 00:00:00,VETBEAR/USDT,1.82e-06,2.2e-06,1.78e-06,2.1e-06,3546190.4761904767,7.447
1651104000000.0,2022-04-28 00:00:00,VETBEAR/USDT,1.77e-06,1.89e-06,1.64e-06,1.82e-06,91566483.51648353,166.651
1651017600000.0,2022-04-27 00:00:00,VETBEAR/USDT,1.87e-06,1.9e-06,1.67e-06,1.77e-06,48641807.90960452,86.096
1650931200000.0,2022-04-26 00:00:00,VETBEAR/USDT,1.44e-06,1.89e-06,1.4e-06,1.87e-06,989734224.5989305,1850.803
1650844800000.0,2022-04-25 00:00:00,VETBEAR/USDT,1.47e-06,1.79e-06,1.38e-06,1.44e-06,0.0,0.0
1650758400000.0,2022-04-24 00:00:00,VETBEAR/USDT,1.36e-06,1.5e-06,1.32e-06,1.47e-06,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,VETBEAR/USDT,1.34e-06,1.39e-06,1.27e-06,1.36e-06,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,VETBEAR/USDT,1.28e-06,1.38e-06,1.23e-06,1.34e-06,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,VETBEAR/USDT,1.19e-06,1.35e-06,1.02e-06,1.28e-06,144580468.75,185.063
1650412800000.0,2022-04-20 00:00:00,VETBEAR/USDT,1.14e-06,1.25e-06,1.04e-06,1.19e-06,2265130252.1008406,2695.505
1650326400000.0,2022-04-19 00:00:00,VETBEAR/USDT,1.27e-06,1.31e-06,1.12e-06,1.14e-06,0.0,0.0
1650240000000.0,2022-04-18 00:00:00,VETBEAR/USDT,1.37e-06,1.56e-06,1.27e-06,1.27e-06,4755905.511811024,6.04
1650153600000.0,2022-04-17 00:00:00,VETBEAR/USDT,1.18e-06,1.38e-06,1.18e-06,1.37e-06,0.0,0.0
1650067200000.0,2022-04-16 00:00:00,VETBEAR/USDT,1.15e-06,1.24e-06,1.08e-06,1.18e-06,1405372881.3559322,1658.34
1649980800000.0,2022-04-15 00:00:00,VETBEAR/USDT,1.17e-06,1.22e-06,1.12e-06,1.15e-06,0.0,0.0
1649894400000.0,2022-04-14 00:00:00,VETBEAR/USDT,1.18e-06,1.29e-06,1.03e-06,1.17e-06,4665811.965811965,5.459
1649808000000.0,2022-04-13 00:00:00,VETBEAR/USDT,1.27e-06,1.37e-06,1.14e-06,1.18e-06,0.0,0.0
1649721600000.0,2022-04-12 00:00:00,VETBEAR/USDT,1.45e-06,1.49e-06,1.17e-06,1.27e-06,4854330.7086614175,6.165
1649635200000.0,2022-04-11 00:00:00,VETBEAR/USDT,1.09e-06,1.5e-06,1.05e-06,1.45e-06,124349655.17241378,180.307
1649548800000.0,2022-04-10 00:00:00,VETBEAR/USDT,1.01e-06,1.1e-06,9.5e-07,1.09e-06,1984403.6697247706,2.163
1649462400000.0,2022-04-09 00:00:00,VETBEAR/USDT,1.13e-06,1.13e-06,1e-06,1.01e-06,3518811.8811881184,3.554
1649376000000.0,2022-04-08 00:00:00,VETBEAR/USDT,9.1e-07,1.13e-06,8.4e-07,1.13e-06,30261061.946902655,34.195
1649289600000.0,2022-04-07 00:00:00,VETBEAR/USDT,1.1e-06,1.16e-06,8.9e-07,9.1e-07,0.0,0.0
1649203200000.0,2022-04-06 00:00:00,VETBEAR/USDT,7.9e-07,1.12e-06,7.8e-07,1.1e-06,1269656363.6363637,1396.622
1649116800000.0,2022-04-05 00:00:00,VETBEAR/USDT,7.1e-07,7.9e-07,6.9e-07,7.9e-07,0.0,0.0
1649030400000.0,2022-04-04 00:00:00,VETBEAR/USDT,6.5e-07,8.2e-07,6.4e-07,7.1e-07,551243661.971831,391.383
1648944000000.0,2022-04-03 00:00:00,VETBEAR/USDT,7.9e-07,8.6e-07,6.4e-07,6.5e-07,21280000.0,13.832
1648857600000.0,2022-04-02 00:00:00,VETBEAR/USDT,6.8e-07,8e-07,6.2e-07,7.9e-07,22210126.582278483,17.546
1648771200000.0,2022-04-01 00:00:00,VETBEAR/USDT,7.8e-07,8.7e-07,6.4e-07,6.8e-07,126195588.23529413,85.813
1648684800000.0,2022-03-31 00:00:00,VETBEAR/USDT,6.6e-07,8.2e-07,5.4e-07,7.8e-07,679048717.948718,529.658
1648598400000.0,2022-03-30 00:00:00,VETBEAR/USDT,1.13e-06,1.29e-06,6e-07,6.6e-07,6338324242.424242,4183.294
1648512000000.0,2022-03-29 00:00:00,VETBEAR/USDT,1.17e-06,1.21e-06,1e-06,1.13e-06,713539823.0088495,806.3
1648425600000.0,2022-03-28 00:00:00,VETBEAR/USDT,1.12e-06,1.19e-06,8.6e-07,1.17e-06,547870085.4700855,641.008
1648339200000.0,2022-03-27 00:00:00,VETBEAR/USDT,1.95e-06,1.96e-06,9.7e-07,1.12e-06,841418750.0,942.389
1648252800000.0,2022-03-26 00:00:00,VETBEAR/USDT,3.26e-06,3.29e-06,1.88e-06,1.95e-06,119827948.71794872,233.6645
1648166400000.0,2022-03-25 00:00:00,VETBEAR/USDT,3.01e-06,3.35e-06,2.8e-06,3.26e-06,15567638.036809817,50.7505
1648080000000.0,2022-03-24 00:00:00,VETBEAR/USDT,3.27e-06,3.4e-06,2.87e-06,3.01e-06,158030797.3421927,475.6727
1647993600000.0,2022-03-23 00:00:00,VETBEAR/USDT,3.89e-06,3.95e-06,3.26e-06,3.27e-06,168295657.49235475,550.3268
1647907200000.0,2022-03-22 00:00:00,VETBEAR/USDT,4.5e-06,4.58e-06,3.66e-06,3.89e-06,316448200.5141388,1230.9835
1647820800000.0,2022-03-21 00:00:00,VETBEAR/USDT,4.78e-06,5.15e-06,4.21e-06,4.5e-06,514691933.3333333,2316.1137
1647734400000.0,2022-03-20 00:00:00,VETBEAR/USDT,4.44e-06,5.06e-06,4.05e-06,4.78e-06,0.0,0.0
1647648000000.0,2022-03-19 00:00:00,VETBEAR/USDT,4.99e-06,5.07e-06,4.31e-06,4.44e-06,0.0,0.0
1647561600000.0,2022-03-18 00:00:00,VETBEAR/USDT,5.25e-06,5.68e-06,4.84e-06,4.99e-06,32858597.19438878,163.9644
1647475200000.0,2022-03-17 00:00:00,VETBEAR/USDT,5.4e-06,5.62e-06,4.91e-06,5.25e-06,65111714.28571429,341.8365
1647388800000.0,2022-03-16 00:00:00,VETBEAR/USDT,6.34e-06,6.56e-06,5.28e-06,5.4e-06,72431462.96296297,391.1299
1647302400000.0,2022-03-15 00:00:00,VETBEAR/USDT,6.45e-06,6.96e-06,6.1e-06,6.34e-06,9648706.624605678,61.1728
1647216000000.0,2022-03-14 00:00:00,VETBEAR/USDT,6.92e-06,7.03e-06,6.3e-06,6.45e-06,20085302.325581394,129.5502
1647129600000.0,2022-03-13 00:00:00,VETBEAR/USDT,6.22e-06,7.07e-06,5.96e-06,6.92e-06,10100838.150289018,69.8978
1647043200000.0,2022-03-12 00:00:00,VETBEAR/USDT,6.22e-06,6.25e-06,5.83e-06,6.22e-06,79485.53054662379,0.4944
1646956800000.0,2022-03-11 00:00:00,VETBEAR/USDT,6.06e-06,6.55e-06,5.43e-06,6.22e-06,0.0,0.0
1646870400000.0,2022-03-10 00:00:00,VETBEAR/USDT,5.44e-06,6.54e-06,5.3e-06,6.06e-06,35234488.44884489,213.521
