https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUT,Volume BTC
1640995200000,2022-01-01 00:00:00,BTC/EUT,40700,42065,40643,41877,814682.89812591,19.45418483
1640908800000,2021-12-31 00:00:00,BTC/EUT,41375,42791,40056,40552,1901957.8843872,46.9017036
1640822400000,2021-12-30 00:00:00,BTC/EUT,40707,44076,40361,41375,502864.54371625005,12.15382583
1640736000000,2021-12-29 00:00:00,BTC/EUT,41924,42393,40495,40691,340625.79210247,8.37103517
1640649600000,2021-12-28 00:00:00,BTC/EUT,44709,44709,41766,41925,667789.189665,15.9281858
1640563200000,2021-12-27 00:00:00,BTC/EUT,44322,45886,44082,44687,1235562.99462676,27.64927148
1640476800000,2021-12-26 00:00:00,BTC/EUT,44180,44563,43439,44088,47875.1680176,1.0859002
1640390400000,2021-12-25 00:00:00,BTC/EUT,44488,44654,43891,44192,38486.970565439995,0.87090357
1640304000000,2021-12-24 00:00:00,BTC/EUT,44480,45180,43910,44554,56031.83930344001,1.25761636
1640217600000,2021-12-23 00:00:00,BTC/EUT,42667,44830,41771,44480,1667834.9636320001,37.49628965
1640131200000,2021-12-22 00:00:00,BTC/EUT,43183,43579,42347,42685,448185.50008684996,10.49983601
1640044800000,2021-12-21 00:00:00,BTC/EUT,41289,43348,41084,43201,1253030.77286256,29.00467056
1639958400000,2021-12-20 00:00:00,BTC/EUT,41336,41642,40097,41289,52684.76606445,1.27600005
1639872000000,2021-12-19 00:00:00,BTC/EUT,41464,42473,41138,41337,207118.67762799,5.01049127
1639785600000,2021-12-18 00:00:00,BTC/EUT,40967,41918,40427,41465,223022.42370925,5.37857045
1639699200000,2021-12-17 00:00:00,BTC/EUT,42050,42349,40159,40968,836118.4733193599,20.40906252
1639612800000,2021-12-16 00:00:00,BTC/EUT,43273,43721,41978,42051,317803.21501467,7.55756617
1639526400000,2021-12-15 00:00:00,BTC/EUT,42906,43818,41426,43341,1093466.6929371,25.2293831
1639440000000,2021-12-14 00:00:00,BTC/EUT,41335,43172,41021,42950,1406273.7864215001,32.74211377
1639353600000,2021-12-13 00:00:00,BTC/EUT,44287,44287,40569,41361,649606.80256407,15.70578087
1639267200000,2021-12-12 00:00:00,BTC/EUT,43450,44669,42949,44150,30275.636010500002,0.6857448700000001
1639180800000,2021-12-11 00:00:00,BTC/EUT,41540,43486,41322,43430,74432.9367599,1.71385993
1639094400000,2021-12-10 00:00:00,BTC/EUT,42088,44008,41460,41460,90564.5158632,2.18438292
1639008000000,2021-12-09 00:00:00,BTC/EUT,44365,44577,41842,42051,602155.67111364,14.31965164
1638921600000,2021-12-08 00:00:00,BTC/EUT,44682,45002,43056,44276,301664.12955244,6.81326519
