https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume EUR
1663315200,2022-09-16 08:00:00,BCH/EUR,117.98,118.09,116.91,116.95,56.01813992,6551.321463644001
1663311600,2022-09-16 07:00:00,BCH/EUR,118.48,118.54,117.79,117.99,12.93564134,1526.2763217066
1663308000,2022-09-16 06:00:00,BCH/EUR,118.60,118.76,118.46,118.46,34.64015912,4103.4732493552
1663304400,2022-09-16 05:00:00,BCH/EUR,118.32,119.35,118.31,118.72,46.11939622,5475.2947192384
1663300800,2022-09-16 04:00:00,BCH/EUR,118.23,118.23,118.22,118.22,1.29920000,153.591424
1663297200,2022-09-16 03:00:00,BCH/EUR,117.96,117.98,117.96,117.97,18.52166322,2185.0006100634
1663293600,2022-09-16 02:00:00,BCH/EUR,118.24,118.24,116.52,117.84,15.48107762,1824.2901867408002
1663290000,2022-09-16 01:00:00,BCH/EUR,118.13,118.13,118.06,118.06,84.84216000,10016.465409600001
1663286400,2022-09-16 00:00:00,BCH/EUR,117.81,118.36,117.00,117.75,33.25068000,3915.2675700000004
1663282800,2022-09-15 23:00:00,BCH/EUR,117.83,118.04,117.58,118.04,12.53679249,1479.8429855196
1663279200,2022-09-15 22:00:00,BCH/EUR,117.93,117.95,117.81,117.82,3.06000000,360.5292
1663275600,2022-09-15 21:00:00,BCH/EUR,120.04,120.07,119.68,119.71,41.97356285,5024.6552087735
1663272000,2022-09-15 20:00:00,BCH/EUR,119.10,120.17,119.06,120.17,8.65694089,1040.3045867513
1663268400,2022-09-15 19:00:00,BCH/EUR,118.33,118.98,118.33,118.98,4.85337907,577.4550417486
1663264800,2022-09-15 18:00:00,BCH/EUR,118.21,118.21,118.20,118.20,0.42370000,50.081340000000004
1663261200,2022-09-15 17:00:00,BCH/EUR,118.76,119.03,118.71,118.74,55.70120839,6613.961484228599
1663257600,2022-09-15 16:00:00,BCH/EUR,118.47,119.43,118.01,118.86,70.05939738,8327.259972586799
1663254000,2022-09-15 15:00:00,BCH/EUR,117.33,119.32,116.54,118.53,215.24111362,25512.5291973786
1663250400,2022-09-15 14:00:00,BCH/EUR,121.31,122.91,117.60,117.60,143.15792067,16835.371470792
1663246800,2022-09-15 13:00:00,BCH/EUR,120.33,120.69,120.10,120.69,152.33536329,18385.3549954701
1663243200,2022-09-15 12:00:00,BCH/EUR,120.30,120.75,119.97,120.55,381.94321120,46043.25411016
1663239600,2022-09-15 11:00:00,BCH/EUR,119.52,120.06,119.28,120.06,131.15437304,15746.3940271824
1663236000,2022-09-15 10:00:00,BCH/EUR,119.71,119.71,119.66,119.66,11.80000000,1411.988
1663232400,2022-09-15 09:00:00,BCH/EUR,119.76,119.92,119.50,119.92,27.00000000,3237.84
1663228800,2022-09-15 08:00:00,BCH/EUR,120.22,120.22,119.50,119.56,24.58778081,2939.7150736436
1663225200,2022-09-15 07:00:00,BCH/EUR,119.77,120.76,119.76,120.41,23.34154194,2810.5550649954
1663221600,2022-09-15 06:00:00,BCH/EUR,117.33,120.10,117.32,119.11,338.20980013,40284.1692934843
1663218000,2022-09-15 05:00:00,BCH/EUR,117.91,118.99,117.83,118.99,44.23165324,5263.1244190276
1663214400,2022-09-15 04:00:00,BCH/EUR,117.66,118.14,117.46,117.77,32.09472000,3779.7951744
1663210800,2022-09-15 03:00:00,BCH/EUR,118.01,118.01,116.47,117.63,184.93864000,21754.3322232
1663207200,2022-09-15 02:00:00,BCH/EUR,119.08,119.08,116.99,117.43,64.17599929,7536.1875966247
1663203600,2022-09-15 01:00:00,BCH/EUR,118.21,118.50,118.20,118.50,32.62000000,3865.47
1663200000,2022-09-15 00:00:00,BCH/EUR,120.26,120.26,119.18,119.18,47.78000000,5694.420400000001
1663196400,2022-09-14 23:00:00,BCH/EUR,120.54,120.54,120.54,120.54,0.40000000,48.21600000000001
1663192800,2022-09-14 22:00:00,BCH/EUR,119.77,120.55,119.76,120.00,21.97491777,2636.9901324
1663189200,2022-09-14 21:00:00,BCH/EUR,120.22,120.29,120.22,120.29,4.87032597,585.8515109313
1663185600,2022-09-14 20:00:00,BCH/EUR,118.60,118.60,118.52,118.52,0.91890327,108.9084155604
1663182000,2022-09-14 19:00:00,BCH/EUR,118.22,118.87,117.76,118.87,89.57815998,10648.1558768226
1663178400,2022-09-14 18:00:00,BCH/EUR,118.58,118.58,116.57,117.13,64.20964438,7520.8756462293995
1663174800,2022-09-14 17:00:00,BCH/EUR,118.13,118.97,118.12,118.36,22.25165106,2633.7054194616
1663171200,2022-09-14 16:00:00,BCH/EUR,118.72,118.74,117.87,118.14,56.12354128,6630.435166819199
1663167600,2022-09-14 15:00:00,BCH/EUR,118.40,118.84,118.40,118.84,14.11477046,1677.3993214664001
1663164000,2022-09-14 14:00:00,BCH/EUR,118.68,119.01,117.86,118.55,161.27487726,19119.136699173
1663160400,2022-09-14 13:00:00,BCH/EUR,119.20,119.27,118.23,118.47,18.87858605,2236.5460893434997
1663156800,2022-09-14 12:00:00,BCH/EUR,118.35,119.63,117.84,119.63,82.39428214,9856.8279724082
1663153200,2022-09-14 11:00:00,BCH/EUR,119.20,119.20,118.03,118.03,82.82364492,9775.674809907601
1663149600,2022-09-14 10:00:00,BCH/EUR,119.40,119.58,119.39,119.49,14.37249036,1717.3688731164
1663146000,2022-09-14 09:00:00,BCH/EUR,119.36,119.46,119.09,119.09,10.69946304,1274.1990534336
1663142400,2022-09-14 08:00:00,BCH/EUR,118.43,119.81,118.14,119.75,87.59660971,10489.6940127725
1663138800,2022-09-14 07:00:00,BCH/EUR,119.57,119.80,118.00,118.00,78.53721793,9267.39171574
1663135200,2022-09-14 06:00:00,BCH/EUR,119.85,119.85,118.90,119.06,43.77889044,5212.3146957864
1663131600,2022-09-14 05:00:00,BCH/EUR,120.09,120.10,120.09,120.10,0.84211923,101.138519523
1663128000,2022-09-14 04:00:00,BCH/EUR,120.25,120.25,120.25,120.25,0.21952812,26.39825643
1663124400,2022-09-14 03:00:00,BCH/EUR,120.06,120.80,120.06,120.72,9.06008294,1093.7332125168
1663120800,2022-09-14 02:00:00,BCH/EUR,119.30,120.11,119.22,119.93,41.31136861,4954.4724373973
1663117200,2022-09-14 01:00:00,BCH/EUR,118.79,119.20,118.53,119.20,33.48020858,3990.8408627360004
1663113600,2022-09-14 00:00:00,BCH/EUR,118.17,118.84,117.76,118.63,59.59650000,7069.932795
1663110000,2022-09-13 23:00:00,BCH/EUR,117.65,117.65,117.20,117.57,53.92011855,6339.388337923499
1663106400,2022-09-13 22:00:00,BCH/EUR,118.15,118.56,118.10,118.56,35.07487600,4158.47729856
1663102800,2022-09-13 21:00:00,BCH/EUR,118.35,118.62,117.94,118.57,63.93585682,7580.874543147399
1663099200,2022-09-13 20:00:00,BCH/EUR,118.85,119.09,118.58,118.59,78.41046060,9298.696522553999
1663095600,2022-09-13 19:00:00,BCH/EUR,117.74,119.11,116.67,118.95,229.13653709,27255.7910868555
1663092000,2022-09-13 18:00:00,BCH/EUR,120.34,120.40,117.75,118.06,106.08661172,12524.5853796632
1663088400,2022-09-13 17:00:00,BCH/EUR,120.42,121.17,120.42,120.60,123.43797774,14886.620115443999
1663084800,2022-09-13 16:00:00,BCH/EUR,120.04,121.48,120.04,120.60,67.00313221,8080.577744526
1663081200,2022-09-13 15:00:00,BCH/EUR,120.10,120.55,119.84,120.09,133.23147238,15999.767518114202
1663077600,2022-09-13 14:00:00,BCH/EUR,121.39,122.10,119.67,120.22,362.38475189,43565.8948722158
1663074000,2022-09-13 13:00:00,BCH/EUR,124.11,124.49,121.29,121.29,263.91262121,32009.961826560902
1663070400,2022-09-13 12:00:00,BCH/EUR,130.75,131.56,123.60,124.35,466.02444303,57950.13949078049
1663066800,2022-09-13 11:00:00,BCH/EUR,127.57,131.02,127.57,130.80,245.15648395,32066.46810066
1663063200,2022-09-13 10:00:00,BCH/EUR,126.36,127.52,126.35,127.51,22.80806766,2908.2567073266
1663059600,2022-09-13 09:00:00,BCH/EUR,127.17,127.50,126.57,126.74,185.18698890,23470.598973186
1663056000,2022-09-13 08:00:00,BCH/EUR,127.28,127.28,127.06,127.06,2.88616138,366.7156649428
1663052400,2022-09-13 07:00:00,BCH/EUR,127.17,127.82,127.17,127.81,140.55179087,17963.9243910947
1663048800,2022-09-13 06:00:00,BCH/EUR,127.14,128.27,126.71,126.71,335.72360966,42539.5385800186
1663045200,2022-09-13 05:00:00,BCH/EUR,126.93,126.93,126.93,126.93,0.00000000,0.0
1663041600,2022-09-13 04:00:00,BCH/EUR,127.18,127.19,126.93,126.93,33.63000000,4268.655900000001
1663038000,2022-09-13 03:00:00,BCH/EUR,126.61,127.09,126.61,127.09,15.40000000,1957.1860000000001
1663034400,2022-09-13 02:00:00,BCH/EUR,125.79,126.29,125.24,126.29,41.34321103,5221.2341209787
1663030800,2022-09-13 01:00:00,BCH/EUR,125.97,126.00,124.99,125.93,217.27940224,27361.9951240832
1663027200,2022-09-13 00:00:00,BCH/EUR,126.95,126.95,125.16,125.61,31.90657660,4007.785086726
1663023600,2022-09-12 23:00:00,BCH/EUR,127.26,127.26,126.97,127.11,66.49212022,8451.8134011642
1663020000,2022-09-12 22:00:00,BCH/EUR,127.19,127.56,126.86,126.87,119.85911731,15206.526213119701
1663016400,2022-09-12 21:00:00,BCH/EUR,127.06,127.32,126.78,127.01,20.44014371,2596.1026526071
1663012800,2022-09-12 20:00:00,BCH/EUR,127.51,127.73,127.25,127.71,19.83518108,2533.1509757268
1663009200,2022-09-12 19:00:00,BCH/EUR,127.41,127.41,127.16,127.16,15.40311418,1958.6599991287999
1663005600,2022-09-12 18:00:00,BCH/EUR,127.40,127.65,126.63,126.81,25.00390251,3170.7448772931
1663002000,2022-09-12 17:00:00,BCH/EUR,126.17,126.74,126.17,126.74,38.97364079,4939.5192337246
1662998400,2022-09-12 16:00:00,BCH/EUR,125.41,126.53,124.84,126.44,300.84911921,38039.3626329124
1662994800,2022-09-12 15:00:00,BCH/EUR,127.33,127.89,126.36,126.37,141.92956602,17935.6392579474
1662991200,2022-09-12 14:00:00,BCH/EUR,129.19,129.50,129.10,129.10,70.95855000,9160.748805
1662987600,2022-09-12 13:00:00,BCH/EUR,130.67,130.71,129.35,129.45,43.31557049,5607.200599930499
1662984000,2022-09-12 12:00:00,BCH/EUR,129.81,130.91,129.49,130.91,47.26029932,6186.8457839812
1662980400,2022-09-12 11:00:00,BCH/EUR,129.88,131.21,129.80,130.42,64.43550482,8403.6785386244
1662976800,2022-09-12 10:00:00,BCH/EUR,129.37,129.99,128.72,129.98,90.67068120,11785.375142376
1662973200,2022-09-12 09:00:00,BCH/EUR,129.47,129.56,129.05,129.35,254.48351141,32917.4422008835
1662969600,2022-09-12 08:00:00,BCH/EUR,128.21,129.60,127.85,129.00,108.01841026,13934.37492354
1662966000,2022-09-12 07:00:00,BCH/EUR,126.62,127.80,126.51,127.76,143.84177855,18377.225627548
1662962400,2022-09-12 06:00:00,BCH/EUR,127.70,127.70,121.16,126.54,587.65456841,74361.80908660141
1662958800,2022-09-12 05:00:00,BCH/EUR,127.87,128.04,127.71,127.93,50.01957609,6399.004369193701
1662955200,2022-09-12 04:00:00,BCH/EUR,127.41,128.13,127.41,128.05,73.75504017,9444.3328937685
1662951600,2022-09-12 03:00:00,BCH/EUR,127.74,128.28,126.53,127.47,88.05406232,11224.2513239304
1662948000,2022-09-12 02:00:00,BCH/EUR,128.73,130.04,127.76,128.33,184.71613958,23704.6221923014
1662944400,2022-09-12 01:00:00,BCH/EUR,127.49,130.57,127.42,130.41,111.85146725,14586.549844072499
1662940800,2022-09-12 00:00:00,BCH/EUR,128.88,128.88,127.45,127.45,49.96000000,6367.402
1662937200,2022-09-11 23:00:00,BCH/EUR,128.59,129.36,128.47,129.36,44.82000000,5797.9152
1662933600,2022-09-11 22:00:00,BCH/EUR,127.45,128.86,127.45,128.81,84.34744366,10864.7942178446
1662930000,2022-09-11 21:00:00,BCH/EUR,128.91,129.16,127.08,127.29,247.04608520,31446.496185108
1662926400,2022-09-11 20:00:00,BCH/EUR,130.73,130.87,127.83,128.91,572.86032369,73847.4243268779
1662922800,2022-09-11 19:00:00,BCH/EUR,131.05,131.12,130.74,130.74,1.63527865,213.79633070100002
1662919200,2022-09-11 18:00:00,BCH/EUR,131.58,131.58,130.76,130.76,52.37113636,6848.0497904336
1662915600,2022-09-11 17:00:00,BCH/EUR,130.98,131.35,130.97,131.35,2.74348816,360.357169816
1662912000,2022-09-11 16:00:00,BCH/EUR,131.05,131.30,130.84,131.18,49.37874384,6477.5036169312
1662908400,2022-09-11 15:00:00,BCH/EUR,129.55,130.34,129.53,130.10,41.18445967,5358.098203067
1662904800,2022-09-11 14:00:00,BCH/EUR,129.28,129.37,129.24,129.37,21.55688300,2788.81395371
1662901200,2022-09-11 13:00:00,BCH/EUR,129.70,129.70,129.39,129.39,9.59121416,1241.0072001623998
1662897600,2022-09-11 12:00:00,BCH/EUR,129.87,130.28,129.64,130.26,83.75431586,10909.8371839236
1662894000,2022-09-11 11:00:00,BCH/EUR,130.30,130.30,130.00,130.00,3.03877969,395.04135970000004
1662890400,2022-09-11 10:00:00,BCH/EUR,129.96,129.98,129.53,129.92,26.57055217,3452.0461379263998
1662886800,2022-09-11 09:00:00,BCH/EUR,129.47,129.55,129.00,129.55,61.88402664,8017.075651212001
1662883200,2022-09-11 08:00:00,BCH/EUR,129.82,129.93,129.23,129.51,183.35755805,23746.637343055496
1662879600,2022-09-11 07:00:00,BCH/EUR,128.74,129.91,128.74,129.65,34.48201023,4470.592626319501
1662876000,2022-09-11 06:00:00,BCH/EUR,130.63,130.64,128.00,128.57,131.18697045,16866.708790756496
1662872400,2022-09-11 05:00:00,BCH/EUR,130.51,130.52,130.07,130.18,23.68133902,3082.8367136236
1662868800,2022-09-11 04:00:00,BCH/EUR,130.78,130.78,130.37,130.37,25.00000000,3259.25
1662865200,2022-09-11 03:00:00,BCH/EUR,130.69,130.69,130.54,130.54,1.80491400,235.61347355999996
1662861600,2022-09-11 02:00:00,BCH/EUR,131.40,131.40,131.40,131.40,1.32241000,173.764674
1662858000,2022-09-11 01:00:00,BCH/EUR,131.58,132.10,131.58,131.73,21.56526401,2840.7922280373
1662854400,2022-09-11 00:00:00,BCH/EUR,131.90,132.20,131.30,131.62,70.24900222,9246.173672196399
1662850800,2022-09-10 23:00:00,BCH/EUR,132.02,132.93,131.90,132.09,145.06091700,19161.09652653
1662847200,2022-09-10 22:00:00,BCH/EUR,131.55,132.17,131.00,131.92,87.29145008,11515.488094553599
1662843600,2022-09-10 21:00:00,BCH/EUR,131.00,131.88,130.81,131.00,26.97271300,3533.4254029999997
1662840000,2022-09-10 20:00:00,BCH/EUR,131.15,131.26,130.67,130.82,63.21345783,8269.5845533206
1662836400,2022-09-10 19:00:00,BCH/EUR,131.08,131.27,130.92,130.93,19.75084446,2585.9780651478
1662832800,2022-09-10 18:00:00,BCH/EUR,130.08,131.24,129.99,131.24,13.37617116,1755.4887030384002
1662829200,2022-09-10 17:00:00,BCH/EUR,131.27,131.27,129.85,129.89,161.70786752,21004.2349121728
1662825600,2022-09-10 16:00:00,BCH/EUR,132.49,132.49,131.07,131.26,82.48753620,10827.314001611998
1662822000,2022-09-10 15:00:00,BCH/EUR,132.96,133.62,132.27,132.43,69.63560101,9221.842641754301
1662818400,2022-09-10 14:00:00,BCH/EUR,132.48,133.74,132.39,132.90,109.11004355,14500.724787795001
1662814800,2022-09-10 13:00:00,BCH/EUR,133.46,133.46,131.99,132.00,111.16174948,14673.350931359999
1662811200,2022-09-10 12:00:00,BCH/EUR,132.47,133.18,131.17,133.18,154.55064658,20583.0551115244
1662807600,2022-09-10 11:00:00,BCH/EUR,131.29,133.19,131.29,132.95,70.59599000,9385.736870499999
1662804000,2022-09-10 10:00:00,BCH/EUR,131.43,131.69,131.13,131.27,48.53751394,6371.5194549038
1662800400,2022-09-10 09:00:00,BCH/EUR,131.77,131.97,131.32,131.90,162.79301044,21472.398077036
1662796800,2022-09-10 08:00:00,BCH/EUR,131.31,133.33,130.97,130.97,188.36819220,24670.582132434
1662793200,2022-09-10 07:00:00,BCH/EUR,133.57,133.57,130.47,130.75,59.32385524,7756.5940726300005
1662789600,2022-09-10 06:00:00,BCH/EUR,133.43,133.78,133.10,133.78,74.25967464,9934.4592733392
1662786000,2022-09-10 05:00:00,BCH/EUR,132.19,134.22,132.19,133.20,74.17202000,9879.713064
1662782400,2022-09-10 04:00:00,BCH/EUR,132.69,133.13,131.76,131.97,91.39872415,12061.889626075501
1662778800,2022-09-10 03:00:00,BCH/EUR,132.74,133.55,132.74,132.95,55.40000000,7365.429999999999
1662775200,2022-09-10 02:00:00,BCH/EUR,132.05,132.71,132.05,132.71,68.22435912,9054.0546988152
1662771600,2022-09-10 01:00:00,BCH/EUR,131.96,132.76,131.96,132.16,42.70945974,5644.4821992383995
1662768000,2022-09-10 00:00:00,BCH/EUR,132.11,132.42,130.71,131.13,151.04574807,19806.6289444191
1662764400,2022-09-09 23:00:00,BCH/EUR,132.18,132.76,130.95,131.67,131.65572152,17335.108852538397
1662760800,2022-09-09 22:00:00,BCH/EUR,131.02,132.19,131.02,132.02,11.52232337,1521.1771313074003
1662757200,2022-09-09 21:00:00,BCH/EUR,131.42,131.44,130.51,130.85,59.12700522,7736.768633037
1662753600,2022-09-09 20:00:00,BCH/EUR,130.83,131.27,130.46,131.22,91.46949974,12002.6277558828
1662750000,2022-09-09 19:00:00,BCH/EUR,130.74,130.79,130.42,130.53,68.47775511,8938.401374508301
1662746400,2022-09-09 18:00:00,BCH/EUR,132.12,132.12,131.00,131.02,58.96436398,7725.510968659601
1662742800,2022-09-09 17:00:00,BCH/EUR,133.52,133.92,132.08,132.23,78.75336601,10413.557587502299
1662739200,2022-09-09 16:00:00,BCH/EUR,133.00,134.49,132.74,133.60,184.36355390,24630.97080104
1662735600,2022-09-09 15:00:00,BCH/EUR,133.52,135.31,133.12,133.56,336.39610325,44929.06355007
1662732000,2022-09-09 14:00:00,BCH/EUR,133.75,134.20,132.88,133.50,110.87428137,14801.716562895
1662728400,2022-09-09 13:00:00,BCH/EUR,135.03,135.30,133.14,133.60,983.05214226,131335.766205936
1662724800,2022-09-09 12:00:00,BCH/EUR,134.17,137.83,133.56,135.25,425.90255270,57603.320252675
1662721200,2022-09-09 11:00:00,BCH/EUR,129.81,135.48,129.81,134.20,1099.12957708,147503.18924413598
1662717600,2022-09-09 10:00:00,BCH/EUR,130.07,130.73,129.57,129.94,127.31615860,16543.461648484
1662714000,2022-09-09 09:00:00,BCH/EUR,128.70,129.36,128.08,129.36,68.40128018,8848.389604084801
1662710400,2022-09-09 08:00:00,BCH/EUR,128.06,129.60,127.74,129.11,83.36781311,10763.618350632101
1662706800,2022-09-09 07:00:00,BCH/EUR,128.66,128.83,127.30,127.56,92.57529145,11808.904177362
1662703200,2022-09-09 06:00:00,BCH/EUR,129.00,129.91,128.93,129.30,109.46692231,14154.073054683002
1662699600,2022-09-09 05:00:00,BCH/EUR,129.58,129.97,129.25,129.34,68.10014813,8808.0731591342
1662696000,2022-09-09 04:00:00,BCH/EUR,128.76,130.09,128.46,129.57,215.63989742,27940.4615087094
1662692400,2022-09-09 03:00:00,BCH/EUR,125.72,128.88,125.72,128.40,183.97157795,23621.950608780004
1662688800,2022-09-09 02:00:00,BCH/EUR,126.00,126.00,126.00,126.00,0.00000000,0.0
1662685200,2022-09-09 01:00:00,BCH/EUR,126.58,126.58,126.00,126.00,3.75171902,472.71659652
1662681600,2022-09-09 00:00:00,BCH/EUR,126.52,127.17,126.03,126.09,92.61394932,11677.692869758801
1662678000,2022-09-08 23:00:00,BCH/EUR,128.27,128.27,126.99,126.99,15.10370931,1918.0200452768997
1662674400,2022-09-08 22:00:00,BCH/EUR,128.48,128.54,127.91,128.54,11.77740926,1513.8681862804
1662670800,2022-09-08 21:00:00,BCH/EUR,128.62,128.66,128.24,128.66,16.85643766,2168.7492693356003
1662667200,2022-09-08 20:00:00,BCH/EUR,128.60,128.74,128.05,128.32,87.47184314,11224.3869117248
1662663600,2022-09-08 19:00:00,BCH/EUR,127.71,128.68,127.71,128.68,63.64664863,8190.0507457084
1662660000,2022-09-08 18:00:00,BCH/EUR,127.65,129.51,127.50,127.50,98.80343164,12597.4375341
1662656400,2022-09-08 17:00:00,BCH/EUR,127.59,128.00,126.74,126.74,75.64039277,9586.6633796698
1662652800,2022-09-08 16:00:00,BCH/EUR,127.96,128.06,126.69,128.06,333.84270707,42751.897067384205
1662649200,2022-09-08 15:00:00,BCH/EUR,129.71,130.76,126.70,127.85,801.94455356,102528.611172646
