https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AERGO,Volume USDT
1657324800,2022-07-09 00:00:00,AERGO/USDT,0.1335,0.1528,0.1322,0.1473,142084.2347,20625.01045623
1657238400,2022-07-08 00:00:00,AERGO/USDT,0.1319,0.1379,0.1298,0.1333,51280.1721,6893.09680654
1657152000,2022-07-07 00:00:00,AERGO/USDT,0.1251,0.1325,0.1251,0.131,53436.79466994,6895.671234639772
1657065600,2022-07-06 00:00:00,AERGO/USDT,0.1273,0.1273,0.1219,0.1257,14192.10428817,1762.600871278884
1656979200,2022-07-05 00:00:00,AERGO/USDT,0.1243,0.1326,0.1204,0.1274,77369.72301645,9672.794734184177
1656892800,2022-07-04 00:00:00,AERGO/USDT,0.115,0.1307,0.1119,0.1249,233539.45178713,28615.981075188088
1656806400,2022-07-03 00:00:00,AERGO/USDT,0.1152,0.1155,0.1109,0.1154,35118.44670117,3966.212165339112
1656720000,2022-07-02 00:00:00,AERGO/USDT,0.1117,0.1152,0.1093,0.1148,79707.7838,8865.91307199
1656633600,2022-07-01 00:00:00,AERGO/USDT,0.1147,0.1162,0.1083,0.1117,147971.5867093,16465.36588097938
1656547200,2022-06-30 00:00:00,AERGO/USDT,0.1156,0.1156,0.1039,0.1144,275110.10019992,30272.471835078507
1656460800,2022-06-29 00:00:00,AERGO/USDT,0.1202,0.1258,0.1116,0.1155,345852.0234793,40668.47292360539
1656374400,2022-06-28 00:00:00,AERGO/USDT,0.1218,0.1426,0.1186,0.1197,434309.3592499,54750.089483290667
1656288000,2022-06-27 00:00:00,AERGO/USDT,0.1178,0.1281,0.116,0.1223,122333.03512198,14883.381277981421
1656201600,2022-06-26 00:00:00,AERGO/USDT,0.1232,0.1238,0.1178,0.1178,14510.59149777,1746.960086109501
1656115200,2022-06-25 00:00:00,AERGO/USDT,0.1222,0.1234,0.1172,0.1234,30016.5074,3621.3310038
1656028800,2022-06-24 00:00:00,AERGO/USDT,0.1188,0.1229,0.1169,0.1227,131273.15793726,15650.841769042168
1655942400,2022-06-23 00:00:00,AERGO/USDT,0.1136,0.1195,0.1128,0.1195,101583.75402835,11904.95517377963
1655856000,2022-06-22 00:00:00,AERGO/USDT,0.1153,0.1153,0.1073,0.1134,34378.17803761,3848.115324301069
1655769600,2022-06-21 00:00:00,AERGO/USDT,0.1117,0.1196,0.1103,0.1159,37056.28837333,4287.319277405774
1655683200,2022-06-20 00:00:00,AERGO/USDT,0.1108,0.1118,0.1048,0.1117,36471.69871448,3949.107801109224
1655596800,2022-06-19 00:00:00,AERGO/USDT,0.104,0.1112,0.098,0.1112,96621.2033,10123.37573368
1655510400,2022-06-18 00:00:00,AERGO/USDT,0.1113,0.1118,0.096,0.1043,28221.03373351,2886.708405599374
1655424000,2022-06-17 00:00:00,AERGO/USDT,0.103,0.1126,0.1025,0.1113,225526.02104448,24637.679227836996
1655337600,2022-06-16 00:00:00,AERGO/USDT,0.1091,0.112,0.0993,0.1028,270054.71748077,28144.129431688931
1655251200,2022-06-15 00:00:00,AERGO/USDT,0.1024,0.1097,0.0914,0.1097,255999.65170342,24830.723798840773
1655164800,2022-06-14 00:00:00,AERGO/USDT,0.1013,0.1062,0.0914,0.1028,179086.44677816,17808.344779107379
1655078400,2022-06-13 00:00:00,AERGO/USDT,0.1203,0.1203,0.0966,0.1018,374573.79583509,39218.753904894327
1654992000,2022-06-12 00:00:00,AERGO/USDT,0.1331,0.1331,0.1174,0.1203,282446.94899125,34647.44190914252
1654905600,2022-06-11 00:00:00,AERGO/USDT,0.1434,0.1474,0.1279,0.1331,69342.81822299,9768.77845329805
1654819200,2022-06-10 00:00:00,AERGO/USDT,0.1564,0.1564,0.1347,0.143,264790.76091627,37055.117450990067
1654732800,2022-06-09 00:00:00,AERGO/USDT,0.1592,0.1597,0.1557,0.1565,20042.29987796,3159.357124668972
1654646400,2022-06-08 00:00:00,AERGO/USDT,0.1635,0.1635,0.1581,0.1587,27116.96020563,4358.317978509379
1654560000,2022-06-07 00:00:00,AERGO/USDT,0.1713,0.1713,0.152,0.1637,261269.42792499,41181.786067323346
1654473600,2022-06-06 00:00:00,AERGO/USDT,0.1659,0.1794,0.1625,0.1713,127641.24425918,21634.913693298917
1654387200,2022-06-05 00:00:00,AERGO/USDT,0.1608,0.1661,0.1592,0.1655,54173.60633259,8805.794471384218
1654300800,2022-06-04 00:00:00,AERGO/USDT,0.1625,0.1625,0.1571,0.1611,33991.35217485,5393.383042245694
1654214400,2022-06-03 00:00:00,AERGO/USDT,0.1732,0.1766,0.1579,0.1627,101144.94586398,16974.954022548228
1654128000,2022-06-02 00:00:00,AERGO/USDT,0.1583,0.174,0.1556,0.1733,196134.72159225,32219.380133099555
1654041600,2022-06-01 00:00:00,AERGO/USDT,0.1561,0.1644,0.1522,0.1581,102692.54021216,16203.574147900243
1653955200,2022-05-31 00:00:00,AERGO/USDT,0.1571,0.1644,0.1509,0.1561,124741.24532683,19613.04468357703
1653868800,2022-05-30 00:00:00,AERGO/USDT,0.1455,0.1571,0.1448,0.1566,64936.66491844,9841.529295057722
1653782400,2022-05-29 00:00:00,AERGO/USDT,0.1412,0.1461,0.1404,0.1461,50481.60134471,7190.277698569878
1653696000,2022-05-28 00:00:00,AERGO/USDT,0.1401,0.1418,0.1375,0.1413,53989.90752968,7536.138649128624
1653609600,2022-05-27 00:00:00,AERGO/USDT,0.1412,0.1457,0.136,0.1401,97973.15343308,13855.860039520212
1653523200,2022-05-26 00:00:00,AERGO/USDT,0.1477,0.148,0.1359,0.1414,209550.28823208,29796.579552917106
1653436800,2022-05-25 00:00:00,AERGO/USDT,0.1476,0.1476,0.1398,0.1471,73703.7331,10562.14852218
1653350400,2022-05-24 00:00:00,AERGO/USDT,0.1438,0.1559,0.1353,0.148,236495.90263583,34392.085364150469
1653264000,2022-05-23 00:00:00,AERGO/USDT,0.156,0.1601,0.1399,0.1436,66162.50808874,10004.451714428784
1653177600,2022-05-22 00:00:00,AERGO/USDT,0.144,0.1631,0.1432,0.1555,172510.11623505,26030.338852990725
1653091200,2022-05-21 00:00:00,AERGO/USDT,0.1373,0.1444,0.1335,0.1435,67458.4981,9365.29714057
1653004800,2022-05-20 00:00:00,AERGO/USDT,0.1405,0.143,0.1302,0.137,165085.47410334,22157.003055876915
1652918400,2022-05-19 00:00:00,AERGO/USDT,0.1315,0.1455,0.1268,0.1414,156748.11670354,21326.008552826064
1652832000,2022-05-18 00:00:00,AERGO/USDT,0.1515,0.1541,0.1294,0.131,201746.81032182,28794.139308037504
1652745600,2022-05-17 00:00:00,AERGO/USDT,0.146,0.1532,0.1408,0.1525,62972.1780555,9181.503175815624
1652659200,2022-05-16 00:00:00,AERGO/USDT,0.146,0.1603,0.137,0.1467,156230.24021489,23376.869002564192
1652572800,2022-05-15 00:00:00,AERGO/USDT,0.1378,0.1542,0.132,0.1456,148060.4247767,20644.379701917111
1652486400,2022-05-14 00:00:00,AERGO/USDT,0.1234,0.162,0.123,0.1377,685230.71514612,94328.152460506156
1652400000,2022-05-13 00:00:00,AERGO/USDT,0.1066,0.1299,0.1045,0.1238,170800.33773339,20420.632605106362
1652313600,2022-05-12 00:00:00,AERGO/USDT,0.1174,0.1315,0.095,0.1066,429625.77468803,45301.99160807855
1652227200,2022-05-11 00:00:00,AERGO/USDT,0.1535,0.1576,0.1103,0.118,459397.77581332,63077.479169889172
1652140800,2022-05-10 00:00:00,AERGO/USDT,0.144,0.1739,0.14,0.1542,340965.19733485,53887.115864892313
1652054400,2022-05-09 00:00:00,AERGO/USDT,0.1791,0.18,0.1429,0.1429,310649.11827665,48196.710522918074
1651968000,2022-05-08 00:00:00,AERGO/USDT,0.188,0.1905,0.175,0.1788,178165.47225873,32338.219657355149
1651881600,2022-05-07 00:00:00,AERGO/USDT,0.197,0.1992,0.187,0.1879,43034.86169705,8329.871551149722
1651795200,2022-05-06 00:00:00,AERGO/USDT,0.1992,0.2007,0.1891,0.1974,105789.22959961,20657.029216319673
1651708800,2022-05-05 00:00:00,AERGO/USDT,0.2227,0.2243,0.1924,0.1989,233967.25221509,47031.266031622454
1651622400,2022-05-04 00:00:00,AERGO/USDT,0.2007,0.2224,0.2006,0.2224,131687.12803024,27549.155739844542
1651536000,2022-05-03 00:00:00,AERGO/USDT,0.2046,0.2127,0.2,0.2012,56202.06831279,11492.081066341391
1651449600,2022-05-02 00:00:00,AERGO/USDT,0.2082,0.2262,0.1981,0.2058,189118.43719422,39109.520131395581
1651363200,2022-05-01 00:00:00,AERGO/USDT,0.2001,0.2294,0.1907,0.2081,309656.2605653,63430.066819116064
1651276800,2022-04-30 00:00:00,AERGO/USDT,0.2262,0.2279,0.1811,0.2001,270578.43442584,55644.064398627952
1651190400,2022-04-29 00:00:00,AERGO/USDT,0.2427,0.2433,0.2262,0.2269,132493.98437199,30589.581111890498
1651104000,2022-04-28 00:00:00,AERGO/USDT,0.2385,0.2526,0.2331,0.2418,318356.49240346,77167.57363558038
1651017600,2022-04-27 00:00:00,AERGO/USDT,0.2259,0.2693,0.2229,0.2391,438590.54343834,106835.345318990339
1650931200,2022-04-26 00:00:00,AERGO/USDT,0.2436,0.2465,0.2237,0.2257,160092.18708362,37794.801045905942
1650844800,2022-04-25 00:00:00,AERGO/USDT,0.2486,0.249,0.2269,0.2437,309008.13793651,72858.571055452166
1650758400,2022-04-24 00:00:00,AERGO/USDT,0.2593,0.2597,0.2454,0.2487,286386.91896358,72326.081923653513
1650672000,2022-04-23 00:00:00,AERGO/USDT,0.2556,0.2782,0.2504,0.2595,459588.06018949,118358.982566419394
1650585600,2022-04-22 00:00:00,AERGO/USDT,0.2511,0.2641,0.2441,0.2562,327182.79318217,83053.276854126571
1650499200,2022-04-21 00:00:00,AERGO/USDT,0.2416,0.2658,0.239,0.2508,252721.68444463,63779.938458620679
1650412800,2022-04-20 00:00:00,AERGO/USDT,0.243,0.249,0.2355,0.2422,74470.97589993,18026.315798664317
1650326400,2022-04-19 00:00:00,AERGO/USDT,0.2363,0.2456,0.2325,0.2431,35052.22654602,8377.120146662589
1650240000,2022-04-18 00:00:00,AERGO/USDT,0.2355,0.2394,0.2188,0.2347,57086.55421235,13122.22315368474
1650153600,2022-04-17 00:00:00,AERGO/USDT,0.2418,0.2428,0.233,0.2339,30664.81086891,7326.066330826631
1650067200,2022-04-16 00:00:00,AERGO/USDT,0.2424,0.2482,0.2379,0.2422,36488.85834202,8853.055637021597
1649980800,2022-04-15 00:00:00,AERGO/USDT,0.2418,0.2464,0.2371,0.2434,147507.72453284,35643.143343674248
1649894400,2022-04-14 00:00:00,AERGO/USDT,0.2483,0.25,0.2374,0.2427,43659.213423,10582.278533966305
1649808000,2022-04-13 00:00:00,AERGO/USDT,0.2338,0.2555,0.231,0.2482,329568.38660848,80204.437104427908
1649721600,2022-04-12 00:00:00,AERGO/USDT,0.2148,0.2366,0.2148,0.2352,243476.12996971,55017.038671361429
1649635200,2022-04-11 00:00:00,AERGO/USDT,0.2437,0.2438,0.2125,0.2147,214191.22814904,48133.194396581497
1649548800,2022-04-10 00:00:00,AERGO/USDT,0.247,0.2535,0.242,0.2443,105467.61717544,26188.015529052622
1649462400,2022-04-09 00:00:00,AERGO/USDT,0.2436,0.255,0.24,0.2476,214215.18681175,52874.448903687665
1649376000,2022-04-08 00:00:00,AERGO/USDT,0.2546,0.2553,0.2418,0.2418,154503.98823932,38594.966262403515
1649289600,2022-04-07 00:00:00,AERGO/USDT,0.2454,0.2617,0.227,0.255,1067758.76298804,259981.940970048013
1649203200,2022-04-06 00:00:00,AERGO/USDT,0.2746,0.2843,0.2406,0.2444,306802.6606499,79239.253320891904
1649116800,2022-04-05 00:00:00,AERGO/USDT,0.2748,0.2798,0.266,0.2742,250305.17323689,68485.59717575375
1649030400,2022-04-04 00:00:00,AERGO/USDT,0.2883,0.293,0.2614,0.2751,209867.87913984,57889.633133812557
1648944000,2022-04-03 00:00:00,AERGO/USDT,0.2935,0.2959,0.279,0.2875,103016.48896879,29666.700650761526
1648857600,2022-04-02 00:00:00,AERGO/USDT,0.2889,0.3066,0.2847,0.2931,172916.6024477,50994.244353039297
1648771200,2022-04-01 00:00:00,AERGO/USDT,0.285,0.294,0.2672,0.29,261606.23756299,73161.050611143903
1648684800,2022-03-31 00:00:00,AERGO/USDT,0.2976,0.2978,0.2753,0.2848,366743.27552403,105956.995102065468
1648598400,2022-03-30 00:00:00,AERGO/USDT,0.2816,0.4,0.281,0.2987,1564374.78506364,499311.709696182315
1648512000,2022-03-29 00:00:00,AERGO/USDT,0.2613,0.2831,0.2529,0.2831,497315.16326081,133070.8944094361
1648425600,2022-03-28 00:00:00,AERGO/USDT,0.2691,0.2982,0.2601,0.2623,290768.82921254,79005.734701605477
1648339200,2022-03-27 00:00:00,AERGO/USDT,0.2546,0.2779,0.2485,0.2696,733883.18268699,192994.323186450274
1648252800,2022-03-26 00:00:00,AERGO/USDT,0.2372,0.2545,0.2324,0.2535,240592.77339891,57767.053750324083
1648166400,2022-03-25 00:00:00,AERGO/USDT,0.2399,0.2648,0.2351,0.2385,335426.80362463,81670.517389943362
1648080000,2022-03-24 00:00:00,AERGO/USDT,0.2357,0.2667,0.2266,0.2408,939848.8459037,227686.968326689792
1647993600,2022-03-23 00:00:00,AERGO/USDT,0.235,0.2365,0.2265,0.235,144562.85429153,33701.927576547909
1647907200,2022-03-22 00:00:00,AERGO/USDT,0.2299,0.2392,0.22,0.235,309819.58349679,71563.518094540239
1647820800,2022-03-21 00:00:00,AERGO/USDT,0.2346,0.2399,0.2253,0.23,197212.86522803,45659.684244422593
1647734400,2022-03-20 00:00:00,AERGO/USDT,0.2289,0.2367,0.2268,0.2333,116149.35926917,26936.634240262865
1647648000,2022-03-19 00:00:00,AERGO/USDT,0.2248,0.2445,0.2216,0.2306,244984.54816788,57011.18263843332
1647561600,2022-03-18 00:00:00,AERGO/USDT,0.2176,0.2307,0.2118,0.2238,225685.82852185,50059.751826281149
1647475200,2022-03-17 00:00:00,AERGO/USDT,0.2195,0.2402,0.2147,0.2178,86862.86503358,19100.358408535262
1647388800,2022-03-16 00:00:00,AERGO/USDT,0.215,0.221,0.2046,0.2194,190513.96372255,40507.90266093864
1647302400,2022-03-15 00:00:00,AERGO/USDT,0.2241,0.2278,0.2124,0.2149,132754.1139481,28879.274431249928
1647216000,2022-03-14 00:00:00,AERGO/USDT,0.2022,0.2392,0.2006,0.2252,500611.29811479,110287.060492846623
1647129600,2022-03-13 00:00:00,AERGO/USDT,0.214,0.2158,0.2015,0.2017,314087.48011695,64494.383494049385
1647043200,2022-03-12 00:00:00,AERGO/USDT,0.215,0.231,0.208,0.2141,287356.87815334,61644.778994130813
1646956800,2022-03-11 00:00:00,AERGO/USDT,0.2276,0.2282,0.2112,0.215,235970.08535742,51387.621874442427
1646870400,2022-03-10 00:00:00,AERGO/USDT,0.2486,0.2522,0.221,0.2256,347117.44704075,80577.468590952043
1646784000,2022-03-09 00:00:00,AERGO/USDT,0.2484,0.2678,0.232,0.2501,862869.90830344,211523.014418285664
1646697600,2022-03-08 00:00:00,AERGO/USDT,0.215,0.2918,0.2115,0.2464,2520067.22698783,644617.992550808791
1646611200,2022-03-07 00:00:00,AERGO/USDT,0.1932,0.2354,0.183,0.2134,1262061.87918625,277240.305327111867
1646524800,2022-03-06 00:00:00,AERGO/USDT,0.2036,0.2037,0.1915,0.1933,75959.73517126,14936.95502271822
1646438400,2022-03-05 00:00:00,AERGO/USDT,0.2038,0.205,0.193,0.2035,155143.08726229,30826.31234573515
1646352000,2022-03-04 00:00:00,AERGO/USDT,0.2027,0.2204,0.1979,0.2043,195081.34981774,40854.86684890128
1646265600,2022-03-03 00:00:00,AERGO/USDT,0.207,0.2117,0.1976,0.2012,78764.65194841,15914.460823086371
1646179200,2022-03-02 00:00:00,AERGO/USDT,0.2145,0.2157,0.1998,0.2086,132317.35568965,27159.936155038397
1646092800,2022-03-01 00:00:00,AERGO/USDT,0.2186,0.2197,0.2085,0.2141,91193.29114601,19356.057134452111
1646006400,2022-02-28 00:00:00,AERGO/USDT,0.2104,0.2214,0.1932,0.22,620302.62134916,128664.520195189684
1645920000,2022-02-27 00:00:00,AERGO/USDT,0.2564,0.2888,0.2068,0.2088,899469.324123,222653.191652053914
1645833600,2022-02-26 00:00:00,AERGO/USDT,0.1823,0.2831,0.1823,0.2547,2729074.33469228,680105.979540735507
1645747200,2022-02-25 00:00:00,AERGO/USDT,0.1631,0.1822,0.1603,0.1815,153577.02087478,25343.356837128376
1645660800,2022-02-24 00:00:00,AERGO/USDT,0.1691,0.1699,0.1447,0.1634,584120.48445124,90029.706245491905
1645574400,2022-02-23 00:00:00,AERGO/USDT,0.1691,0.1762,0.164,0.1691,255809.53762629,43992.91784350627
1645488000,2022-02-22 00:00:00,AERGO/USDT,0.164,0.1684,0.1539,0.1677,55581.89304457,9045.886993732466
1645401600,2022-02-21 00:00:00,AERGO/USDT,0.1791,0.1883,0.1617,0.1631,105501.17877069,18777.664353663694
1645315200,2022-02-20 00:00:00,AERGO/USDT,0.1891,0.1907,0.1749,0.1799,278703.70314647,49166.041389826457
1645228800,2022-02-19 00:00:00,AERGO/USDT,0.1931,0.1949,0.1847,0.1889,121745.19764669,23157.152584544269
1645142400,2022-02-18 00:00:00,AERGO/USDT,0.1942,0.1989,0.185,0.1948,653041.58915402,123344.952675886105
1645056000,2022-02-17 00:00:00,AERGO/USDT,0.2126,0.2134,0.1935,0.1942,58889.87799967,12015.615194676449
1644969600,2022-02-16 00:00:00,AERGO/USDT,0.215,0.215,0.2014,0.2135,210058.33825832,43508.613692138594
1644883200,2022-02-15 00:00:00,AERGO/USDT,0.2044,0.2164,0.2003,0.2164,285803.81905745,59240.833483826921
1644796800,2022-02-14 00:00:00,AERGO/USDT,0.2026,0.2043,0.19,0.2039,241499.22989763,46924.065411712558
1644710400,2022-02-13 00:00:00,AERGO/USDT,0.2023,0.2046,0.1933,0.2038,112290.30638213,22385.085439326456
1644624000,2022-02-12 00:00:00,AERGO/USDT,0.2024,0.2048,0.1961,0.2012,17234.0837041,3484.225745136212
1644537600,2022-02-11 00:00:00,AERGO/USDT,0.2161,0.2191,0.198,0.2034,87351.68604118,18425.338056197696
1644451200,2022-02-10 00:00:00,AERGO/USDT,0.2294,0.2294,0.214,0.2161,86467.3218991,19249.366495947092
1644364800,2022-02-09 00:00:00,AERGO/USDT,0.2252,0.234,0.2187,0.2298,80119.16807028,18151.880239986961
1644278400,2022-02-08 00:00:00,AERGO/USDT,0.2306,0.238,0.2141,0.2246,75194.08116776,16916.668767247241
1644192000,2022-02-07 00:00:00,AERGO/USDT,0.2231,0.2305,0.2158,0.2305,51429.80934149,11530.015573881535
1644105600,2022-02-06 00:00:00,AERGO/USDT,0.2197,0.2286,0.2102,0.223,83347.62480882,18401.4137526204
1644019200,2022-02-05 00:00:00,AERGO/USDT,0.21,0.2199,0.2067,0.2194,103576.51363463,22231.584076639611
1643932800,2022-02-04 00:00:00,AERGO/USDT,0.1952,0.2096,0.1924,0.2096,38074.87832411,7691.252678372491
1643846400,2022-02-03 00:00:00,AERGO/USDT,0.1878,0.2115,0.1846,0.1961,110413.53224127,21391.28833286723
