https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEUR,Volume USDT
1643673600,2022-02-01 00:00:00,CEUR/USDT,1.1226,1.129,1.1166,1.1287,45505.09296076,51110.688438516031
1643587200,2022-01-31 00:00:00,CEUR/USDT,1.1034,1.1261,1.0986,1.1194,318412.75517229,352018.679088123588
1643500800,2022-01-30 00:00:00,CEUR/USDT,1.1077,1.108,1.1028,1.1034,14019.45729507,15493.666229897478
1643414400,2022-01-29 00:00:00,CEUR/USDT,1.1065,1.1103,1.0995,1.1054,28379.61332711,31368.469451968596
1643328000,2022-01-28 00:00:00,CEUR/USDT,1.101,1.1097,1.0851,1.1065,137331.8551712,151076.8384801776
1643241600,2022-01-27 00:00:00,CEUR/USDT,1.1256,1.1256,1.0912,1.101,223973.57314942,246955.188954811433
1643155200,2022-01-26 00:00:00,CEUR/USDT,1.1192,1.129,1.1153,1.1229,82434.76544841,92666.048879314671
1643068800,2022-01-25 00:00:00,CEUR/USDT,1.1197,1.1251,1.1152,1.1191,96323.65138777,107913.292956063003
1642982400,2022-01-24 00:00:00,CEUR/USDT,1.1262,1.1262,1.1059,1.1206,109446.31603309,122300.642554728679
1642896000,2022-01-23 00:00:00,CEUR/USDT,1.1198,1.1302,1.1188,1.1263,74803.89977993,84164.883064907003
1642809600,2022-01-22 00:00:00,CEUR/USDT,1.1273,1.1292,1.0969,1.1169,172128.15157403,192184.331213170195
1642723200,2022-01-21 00:00:00,CEUR/USDT,1.1237,1.1355,1.1141,1.1273,266534.22941419,299825.88524116094
1642636800,2022-01-20 00:00:00,CEUR/USDT,1.1302,1.136,1.1234,1.1238,127954.30091839,144541.752401716003
1642550400,2022-01-19 00:00:00,CEUR/USDT,1.1304,1.1369,1.1267,1.1304,56431.51405539,63855.433166564743
1642464000,2022-01-18 00:00:00,CEUR/USDT,1.1367,1.1511,1.13,1.1316,124388.50575786,141839.090134777331
1642377600,2022-01-17 00:00:00,CEUR/USDT,1.1407,1.1431,1.1284,1.1364,75551.63566334,85681.906594159721
1642291200,2022-01-16 00:00:00,CEUR/USDT,1.1336,1.1441,1.1319,1.1441,34947.22849099,39828.950519492088
1642204800,2022-01-15 00:00:00,CEUR/USDT,1.141,1.1425,1.1288,1.1343,44742.00800029,50786.017991948593
1642118400,2022-01-14 00:00:00,CEUR/USDT,1.1428,1.1561,1.1167,1.1438,210773.29921651,239417.61768222571
1642032000,2022-01-13 00:00:00,CEUR/USDT,1.1356,1.1498,1.1331,1.1441,120544.55215305,137390.659714553456
1641945600,2022-01-12 00:00:00,CEUR/USDT,1.1284,1.1395,1.1271,1.1329,86808.09078375,98478.294135492961
1641859200,2022-01-11 00:00:00,CEUR/USDT,1.1326,1.1373,1.1283,1.1314,94680.90139998,107362.665789212997
1641772800,2022-01-10 00:00:00,CEUR/USDT,1.134,1.1354,1.1276,1.1341,56268.56050622,63637.692074721588
1641686400,2022-01-09 00:00:00,CEUR/USDT,1.1348,1.1391,1.1337,1.134,96664.32868038,109855.003412130446
1641600000,2022-01-08 00:00:00,CEUR/USDT,1.1353,1.1372,1.1342,1.1348,101192.83959662,114898.643175457646
1641513600,2022-01-07 00:00:00,CEUR/USDT,1.1309,1.1365,1.1275,1.1364,144781.32714908,163609.278856858374
1641427200,2022-01-06 00:00:00,CEUR/USDT,1.1307,1.1324,1.127,1.1309,113090.57039599,127795.543168433109
1641340800,2022-01-05 00:00:00,CEUR/USDT,1.1271,1.1358,1.127,1.132,260724.82750958,295046.060455186685
1641254400,2022-01-04 00:00:00,CEUR/USDT,1.1285,1.1319,1.1265,1.128,101223.38871465,114384.180754206663
1641168000,2022-01-03 00:00:00,CEUR/USDT,1.1375,1.1375,1.1274,1.1298,102570.49038636,116047.399995210171
1641081600,2022-01-02 00:00:00,CEUR/USDT,1.1359,1.1379,1.1352,1.1366,72089.98533288,81932.089537567616
1640995200,2022-01-01 00:00:00,CEUR/USDT,1.1359,1.1389,1.1356,1.1373,43455.22063138,49426.787604051387
1640908800,2021-12-31 00:00:00,CEUR/USDT,1.1311,1.1381,1.1306,1.1358,184238.21033266,209084.235195255657
1640822400,2021-12-30 00:00:00,CEUR/USDT,1.1352,1.1355,1.1292,1.1311,48579.38230084,55003.674594516788
1640736000,2021-12-29 00:00:00,CEUR/USDT,1.1306,1.1371,1.1256,1.1348,199617.98970694,225356.317621372699
1640649600,2021-12-28 00:00:00,CEUR/USDT,1.131,1.1339,1.1284,1.1298,117107.73781703,132385.60907836819
