https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SCLP,Volume USDT
1656288000,2022-06-27 00:00:00,SCLP/USDT,0.2663,0.283,0.256,0.2724,300526.96763777,80743.59854384595
1656201600,2022-06-26 00:00:00,SCLP/USDT,0.3078,0.3078,0.2606,0.2663,514112.54485188,146006.360940110892
1656115200,2022-06-25 00:00:00,SCLP/USDT,0.3332,0.3379,0.2963,0.3078,341078.89968359,106483.624210545456
1656028800,2022-06-24 00:00:00,SCLP/USDT,0.3286,0.3498,0.3201,0.3316,343625.79877045,115797.654533348057
1655942400,2022-06-23 00:00:00,SCLP/USDT,0.3173,0.35,0.3048,0.3265,526424.3956385,171712.737729975619
1655856000,2022-06-22 00:00:00,SCLP/USDT,0.3002,0.369,0.27,0.3192,1002828.77769475,322092.386890357523
1655769600,2022-06-21 00:00:00,SCLP/USDT,0.2401,0.32,0.2389,0.2998,1621878.55635729,456469.124283570608
1655683200,2022-06-20 00:00:00,SCLP/USDT,0.2331,0.2599,0.2208,0.24,359666.06054235,86324.737113181467
1655596800,2022-06-19 00:00:00,SCLP/USDT,0.2026,0.2366,0.1972,0.2331,199625.98551539,43006.85761097704
1655510400,2022-06-18 00:00:00,SCLP/USDT,0.2101,0.2209,0.19,0.2044,622160.85683401,123879.419293232511
1655424000,2022-06-17 00:00:00,SCLP/USDT,0.2094,0.2271,0.207,0.2119,247160.53528399,53373.427297077724
1655337600,2022-06-16 00:00:00,SCLP/USDT,0.2542,0.2633,0.2082,0.2099,461376.51451419,103477.746407205507
1655251200,2022-06-15 00:00:00,SCLP/USDT,0.2481,0.2595,0.2,0.252,827417.40483626,190146.642369719118
1655164800,2022-06-14 00:00:00,SCLP/USDT,0.232,0.2659,0.227,0.2481,382239.80648979,94731.464706242703
1655078400,2022-06-13 00:00:00,SCLP/USDT,0.2732,0.28,0.224,0.2318,548381.48592458,136173.496216744069
1654992000,2022-06-12 00:00:00,SCLP/USDT,0.2738,0.306,0.25,0.274,279678.51301962,77120.367205135845
1654905600,2022-06-11 00:00:00,SCLP/USDT,0.2931,0.3076,0.253,0.2737,317124.24161171,89495.935624016087
1654819200,2022-06-10 00:00:00,SCLP/USDT,0.3024,0.3093,0.273,0.2923,373198.55385751,108918.030675913823
1654732800,2022-06-09 00:00:00,SCLP/USDT,0.3014,0.31,0.29,0.3025,242711.34710224,72563.767757441216
1654646400,2022-06-08 00:00:00,SCLP/USDT,0.2967,0.3101,0.29,0.3,300151.35999071,89397.99522701285
1654560000,2022-06-07 00:00:00,SCLP/USDT,0.3097,0.3264,0.2842,0.2967,575833.51167264,174022.152370504965
1654473600,2022-06-06 00:00:00,SCLP/USDT,0.3124,0.3549,0.3005,0.3096,598015.6330489,192465.421009123509
1654387200,2022-06-05 00:00:00,SCLP/USDT,0.3312,0.3322,0.3033,0.3121,420736.54313091,132297.536785610746
1654300800,2022-06-04 00:00:00,SCLP/USDT,0.3178,0.3354,0.3133,0.3324,229964.5799748,74322.629060865527
1654214400,2022-06-03 00:00:00,SCLP/USDT,0.3646,0.3825,0.3,0.3178,731932.34175363,245168.576121450632
1654128000,2022-06-02 00:00:00,SCLP/USDT,0.2853,0.39,0.282,0.3649,1426677.85637389,496031.751410289534
1654041600,2022-06-01 00:00:00,SCLP/USDT,0.3117,0.3149,0.2513,0.2854,850566.02875891,243685.605309086757
1653955200,2022-05-31 00:00:00,SCLP/USDT,0.3426,0.35,0.2996,0.3117,764692.43163665,245582.425483836776
1653868800,2022-05-30 00:00:00,SCLP/USDT,0.2895,0.36,0.2811,0.3429,729441.75993124,225884.414737742194
1653782400,2022-05-29 00:00:00,SCLP/USDT,0.2925,0.2974,0.2605,0.29,510486.58686352,143661.281848583628
1653696000,2022-05-28 00:00:00,SCLP/USDT,0.2765,0.2949,0.2633,0.2949,420605.52258269,114801.341649046394
1653609600,2022-05-27 00:00:00,SCLP/USDT,0.3105,0.3108,0.26,0.2765,609839.68086645,171265.970555814705
1653523200,2022-05-26 00:00:00,SCLP/USDT,0.3588,0.3726,0.3059,0.3081,886905.14236248,298007.330716679502
1653436800,2022-05-25 00:00:00,SCLP/USDT,0.3367,0.3736,0.3201,0.3614,966556.31374903,338693.522429148488
1653350400,2022-05-24 00:00:00,SCLP/USDT,0.3072,0.3624,0.307,0.3366,962113.5965805,316767.745822719396
1653264000,2022-05-23 00:00:00,SCLP/USDT,0.3307,0.381,0.3059,0.3072,994719.20681512,344541.24621429007
1653177600,2022-05-22 00:00:00,SCLP/USDT,0.3023,0.38,0.283,0.3307,808236.96905704,254000.456916530604
1653091200,2022-05-21 00:00:00,SCLP/USDT,0.301,0.3089,0.2776,0.3009,540817.87966224,157429.033557770367
1653004800,2022-05-20 00:00:00,SCLP/USDT,0.2991,0.31,0.2769,0.301,605333.81700703,179878.218735698567
1652918400,2022-05-19 00:00:00,SCLP/USDT,0.27,0.3291,0.269,0.3,697453.83219563,204222.411409878776
1652832000,2022-05-18 00:00:00,SCLP/USDT,0.3162,0.3243,0.2606,0.2682,750569.39608522,219103.703073732682
1652745600,2022-05-17 00:00:00,SCLP/USDT,0.2802,0.3299,0.271,0.3157,1383742.27325022,424789.372986211817
1652659200,2022-05-16 00:00:00,SCLP/USDT,0.3179,0.3189,0.2555,0.2809,1049189.05357178,292290.138396830372
1652572800,2022-05-15 00:00:00,SCLP/USDT,0.267,0.348,0.2595,0.3176,969751.37471938,293266.063186174305
1652486400,2022-05-14 00:00:00,SCLP/USDT,0.2477,0.274,0.2334,0.2669,1028076.6429147,259231.479203016162
1652400000,2022-05-13 00:00:00,SCLP/USDT,0.2073,0.2927,0.2066,0.2477,1803214.95211215,460632.492740725214
1652313600,2022-05-12 00:00:00,SCLP/USDT,0.2518,0.2705,0.16,0.2073,2497313.04702185,530208.154724533717
1652227200,2022-05-11 00:00:00,SCLP/USDT,0.4065,0.42,0.2301,0.2516,2188432.91880991,730086.567986993087
1652140800,2022-05-10 00:00:00,SCLP/USDT,0.4045,0.49,0.3403,0.4076,1326853.05985971,548949.08908457304
1652054400,2022-05-09 00:00:00,SCLP/USDT,0.5193,0.5289,0.4,0.4036,1311179.63388972,581210.645938602108
1651968000,2022-05-08 00:00:00,SCLP/USDT,0.5391,0.561,0.5099,0.5192,432688.01212461,228754.44001461886
1651881600,2022-05-07 00:00:00,SCLP/USDT,0.538,0.6099,0.5052,0.5414,669724.5998305,377765.823842564525
1651795200,2022-05-06 00:00:00,SCLP/USDT,0.5876,0.6016,0.5351,0.5398,568829.38104143,319929.39977621957
1651708800,2022-05-05 00:00:00,SCLP/USDT,0.6814,0.6894,0.5378,0.5866,1737909.20864538,1073748.903857556963
1651622400,2022-05-04 00:00:00,SCLP/USDT,0.6628,0.7276,0.6532,0.6841,1366924.60177225,937465.523485134721
1651536000,2022-05-03 00:00:00,SCLP/USDT,0.6969,0.7199,0.645,0.6628,714405.42732247,488054.152477721704
1651449600,2022-05-02 00:00:00,SCLP/USDT,0.6823,0.7724,0.6823,0.697,1164194.65162722,833995.243818888734
1651363200,2022-05-01 00:00:00,SCLP/USDT,0.7167,0.7486,0.6651,0.6823,1018974.54568046,709071.160252183675
1651276800,2022-04-30 00:00:00,SCLP/USDT,0.694,0.8048,0.6937,0.7163,1105234.57292696,812525.371562712094
1651190400,2022-04-29 00:00:00,SCLP/USDT,0.7306,0.769,0.6556,0.694,1340124.92292926,942991.034454312655
1651104000,2022-04-28 00:00:00,SCLP/USDT,0.6387,0.77,0.6356,0.7308,1371573.43993362,958442.410138724084
1651017600,2022-04-27 00:00:00,SCLP/USDT,0.6575,0.69,0.6208,0.6406,747399.79027523,483342.226661986878
1650931200,2022-04-26 00:00:00,SCLP/USDT,0.6919,0.78,0.6239,0.6599,1441592.37693207,987449.407641833037
1650844800,2022-04-25 00:00:00,SCLP/USDT,0.6861,0.7095,0.587,0.6912,887321.04962167,564852.754998514402
1650758400,2022-04-24 00:00:00,SCLP/USDT,0.7427,0.77,0.653,0.6876,865753.80845594,607992.432552134045
1650672000,2022-04-23 00:00:00,SCLP/USDT,0.759,0.82,0.728,0.7427,1005378.86396717,772734.69320119413
1650585600,2022-04-22 00:00:00,SCLP/USDT,0.6697,0.7999,0.6575,0.7563,1630571.49557067,1174729.671147271225
1650499200,2022-04-21 00:00:00,SCLP/USDT,0.6462,0.7499,0.6251,0.6697,1857534.28288213,1275092.508747449271
1650412800,2022-04-20 00:00:00,SCLP/USDT,0.6296,0.6949,0.6003,0.6462,1136243.22674266,730554.04565233766
1650326400,2022-04-19 00:00:00,SCLP/USDT,0.6202,0.6379,0.5619,0.6295,651822.20285944,391595.297199500993
1650240000,2022-04-18 00:00:00,SCLP/USDT,0.57,0.639,0.5301,0.6201,589628.19839662,342995.938522118469
1650153600,2022-04-17 00:00:00,SCLP/USDT,0.5445,0.63,0.525,0.5687,655039.16206292,376880.09022232331
1650067200,2022-04-16 00:00:00,SCLP/USDT,0.5497,0.5659,0.5251,0.5444,286578.62133355,156116.910304868358
1649980800,2022-04-15 00:00:00,SCLP/USDT,0.554,0.5669,0.5341,0.5497,399136.76782607,220293.719778374482
1649894400,2022-04-14 00:00:00,SCLP/USDT,0.611,0.6432,0.5325,0.5518,809612.77496263,469817.021594123738
1649808000,2022-04-13 00:00:00,SCLP/USDT,0.535,0.64,0.5169,0.611,558052.937147,313158.510019426003
1649721600,2022-04-12 00:00:00,SCLP/USDT,0.5098,0.5428,0.5027,0.5349,416879.46172802,218640.398237248302
1649635200,2022-04-11 00:00:00,SCLP/USDT,0.5789,0.59,0.5,0.5093,506900.8690153,269497.457745268525
1649548800,2022-04-10 00:00:00,SCLP/USDT,0.6169,0.6438,0.5702,0.577,465322.8995141,282104.680841987743
1649462400,2022-04-09 00:00:00,SCLP/USDT,0.5784,0.62,0.5601,0.6168,448814.97018087,261690.813318889468
1649376000,2022-04-08 00:00:00,SCLP/USDT,0.6105,0.6492,0.5609,0.577,761870.06734445,458940.952860287667
1649289600,2022-04-07 00:00:00,SCLP/USDT,0.6816,0.6838,0.5862,0.613,849064.29956063,542827.823369949481
1649203200,2022-04-06 00:00:00,SCLP/USDT,0.8001,0.8096,0.6756,0.6813,700158.23461768,517434.694692106672
1649116800,2022-04-05 00:00:00,SCLP/USDT,0.7409,0.8479,0.7006,0.8003,1702712.92059277,1330564.146131724584
1649030400,2022-04-04 00:00:00,SCLP/USDT,0.8143,0.818,0.7,0.741,766006.52079221,574151.271744790081
1648944000,2022-04-03 00:00:00,SCLP/USDT,0.7648,0.8399,0.7502,0.8152,475965.65801726,380960.120672083382
1648857600,2022-04-02 00:00:00,SCLP/USDT,0.7711,0.8469,0.7511,0.7645,587714.72855756,467808.265509921596
1648771200,2022-04-01 00:00:00,SCLP/USDT,0.7715,0.7835,0.6794,0.7709,800951.83393479,587069.808423058202
1648684800,2022-03-31 00:00:00,SCLP/USDT,0.8096,0.884,0.72,0.7725,857364.44946911,686444.420825140448
1648598400,2022-03-30 00:00:00,SCLP/USDT,0.8641,0.893,0.79,0.8096,467696.85106698,389092.243495847821
1648512000,2022-03-29 00:00:00,SCLP/USDT,0.8296,0.91,0.8206,0.8649,553641.18910173,481381.507299176464
1648425600,2022-03-28 00:00:00,SCLP/USDT,0.9441,0.99,0.8262,0.8296,863896.96438518,798647.611948245745
1648339200,2022-03-27 00:00:00,SCLP/USDT,0.7756,0.9913,0.7656,0.9449,1343251.86878922,1154024.179962074393
1648252800,2022-03-26 00:00:00,SCLP/USDT,0.682,0.78,0.6701,0.778,487250.9375128,355600.800274719274
1648166400,2022-03-25 00:00:00,SCLP/USDT,0.6363,0.7823,0.6151,0.682,1191648.34428356,832879.743772243217
1648080000,2022-03-24 00:00:00,SCLP/USDT,0.6297,0.6494,0.6,0.6374,534971.30710239,335142.390914227848
1647993600,2022-03-23 00:00:00,SCLP/USDT,0.566,0.664,0.5502,0.627,813517.60047075,489318.585659881809
1647907200,2022-03-22 00:00:00,SCLP/USDT,0.541,0.59,0.5338,0.568,580077.62811953,324028.10198419679
1647820800,2022-03-21 00:00:00,SCLP/USDT,0.5678,0.5751,0.5308,0.5423,401051.53208128,220838.395387185042
1647734400,2022-03-20 00:00:00,SCLP/USDT,0.549,0.5757,0.527,0.5677,356870.75637247,196178.231476128345
1647648000,2022-03-19 00:00:00,SCLP/USDT,0.54,0.5699,0.5302,0.55,369438.67647136,204148.621512213178
1647561600,2022-03-18 00:00:00,SCLP/USDT,0.5225,0.5538,0.4928,0.542,425696.24766154,222028.75557405882
1647475200,2022-03-17 00:00:00,SCLP/USDT,0.5115,0.56,0.5017,0.5247,641443.64596663,337562.666983138227
1647388800,2022-03-16 00:00:00,SCLP/USDT,0.46,0.54,0.4409,0.5115,623131.48981108,301353.116163790167
1647302400,2022-03-15 00:00:00,SCLP/USDT,0.4896,0.4919,0.4454,0.4621,431847.67485879,200853.801082870939
1647216000,2022-03-14 00:00:00,SCLP/USDT,0.415,0.58,0.402,0.4879,1310199.42761412,640425.535681764526
1647129600,2022-03-13 00:00:00,SCLP/USDT,0.4128,0.43,0.3902,0.4168,415467.03509517,169734.295713550382
1647043200,2022-03-12 00:00:00,SCLP/USDT,0.4175,0.4325,0.405,0.4119,270199.14309018,113454.575138385434
1646956800,2022-03-11 00:00:00,SCLP/USDT,0.4233,0.4386,0.4112,0.4167,289901.0608296,122414.953913850517
1646870400,2022-03-10 00:00:00,SCLP/USDT,0.4502,0.455,0.41,0.4235,305595.7701219,129928.93519512422
1646784000,2022-03-09 00:00:00,SCLP/USDT,0.4526,0.49,0.4414,0.4502,375243.97451108,175651.723262074601
1646697600,2022-03-08 00:00:00,SCLP/USDT,0.4661,0.499,0.435,0.4549,236703.88609068,109475.989143034485
1646611200,2022-03-07 00:00:00,SCLP/USDT,0.44,0.4922,0.41,0.4661,509152.13951759,227920.684816863804
1646524800,2022-03-06 00:00:00,SCLP/USDT,0.5081,0.5082,0.438,0.44,476474.44385901,225359.078662403074
1646438400,2022-03-05 00:00:00,SCLP/USDT,0.5314,0.5321,0.4903,0.507,486026.54270049,247140.948213212041
1646352000,2022-03-04 00:00:00,SCLP/USDT,0.5318,0.61,0.502,0.5337,629957.86550724,342977.372192402223
1646265600,2022-03-03 00:00:00,SCLP/USDT,0.5457,0.5682,0.5157,0.5344,618669.27757524,336664.65535878693
1646179200,2022-03-02 00:00:00,SCLP/USDT,0.6171,0.6218,0.5451,0.548,460613.64724102,264535.505331044546
1646092800,2022-03-01 00:00:00,SCLP/USDT,0.59,0.6492,0.5617,0.6193,478158.03747514,288593.343561911645
1646006400,2022-02-28 00:00:00,SCLP/USDT,0.5062,0.5902,0.5,0.59,399593.94768669,216178.079505027202
1645920000,2022-02-27 00:00:00,SCLP/USDT,0.57,0.5718,0.5001,0.505,480085.64228502,256310.810161956259
1645833600,2022-02-26 00:00:00,SCLP/USDT,0.5479,0.6168,0.5146,0.5718,535552.43045955,302032.17621602571
1645747200,2022-02-25 00:00:00,SCLP/USDT,0.5033,0.5603,0.49,0.5479,480299.77215633,251629.719335249376
1645660800,2022-02-24 00:00:00,SCLP/USDT,0.5606,0.5831,0.4255,0.506,779177.22423539,381688.647034837269
1645574400,2022-02-23 00:00:00,SCLP/USDT,0.5972,0.7,0.5567,0.5634,580627.40846136,357755.541937078745
1645488000,2022-02-22 00:00:00,SCLP/USDT,0.6171,0.6329,0.5582,0.5975,339171.51450174,203359.430164160474
1645401600,2022-02-21 00:00:00,SCLP/USDT,0.6877,0.7906,0.6099,0.6132,552680.3078173,383049.30643879277
1645315200,2022-02-20 00:00:00,SCLP/USDT,0.7794,0.7829,0.68,0.6878,372761.43919775,266913.218968338997
1645228800,2022-02-19 00:00:00,SCLP/USDT,0.8078,0.8218,0.75,0.78,314039.80797076,245609.292787298559
1645142400,2022-02-18 00:00:00,SCLP/USDT,0.8778,0.8807,0.7722,0.8093,488456.0242525,401758.677912679155
1645056000,2022-02-17 00:00:00,SCLP/USDT,0.9736,0.9829,0.8502,0.8778,412244.1459912,376679.182873592715
1644969600,2022-02-16 00:00:00,SCLP/USDT,1.0235,1.0287,0.95,0.9736,262307.32925698,257442.076188626956
1644883200,2022-02-15 00:00:00,SCLP/USDT,0.9422,1.044,0.9275,1.0235,392932.60030847,389477.919949844816
1644796800,2022-02-14 00:00:00,SCLP/USDT,0.9506,0.96,0.89,0.9458,303137.26147706,279180.94883749272
1644710400,2022-02-13 00:00:00,SCLP/USDT,0.9926,1.0435,0.9221,0.9544,300570.59131864,295072.389130204296
1644624000,2022-02-12 00:00:00,SCLP/USDT,1.0413,1.0598,0.9618,0.9971,283023.57088565,287612.943397741613
1644537600,2022-02-11 00:00:00,SCLP/USDT,1.1036,1.2497,1.015,1.0454,409559.96282102,465557.984224181522
1644451200,2022-02-10 00:00:00,SCLP/USDT,1.1303,1.25,1.0633,1.1079,575330.88576505,667737.876485779488
1644364800,2022-02-09 00:00:00,SCLP/USDT,1.1546,1.2161,1.1273,1.1343,302936.58147145,353636.899445135384
1644278400,2022-02-08 00:00:00,SCLP/USDT,1.1882,1.3,1.0684,1.1592,539291.84636549,628908.099365643787
1644192000,2022-02-07 00:00:00,SCLP/USDT,1.3192,1.3229,1.1676,1.1929,618167.310658,756514.842860332713
1644105600,2022-02-06 00:00:00,SCLP/USDT,1.0086,1.36,1,1.3192,1102523.43618179,1281352.078123149026
1644019200,2022-02-05 00:00:00,SCLP/USDT,1.0201,1.0846,0.992,1.0125,513866.02918652,528735.230001807276
1643932800,2022-02-04 00:00:00,SCLP/USDT,0.9246,1.109,0.9031,1.016,671136.43266566,665611.762713034811
