https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FLOW,Volume USDT
1657497600,2022-07-11 00:00:00,FLOW/USDT,1.643,1.643,1.501,1.508,513149.31629512,808460.32281964087
1657411200,2022-07-10 00:00:00,FLOW/USDT,1.697,1.697,1.602,1.641,510489.55763003,843148.14787299021
1657324800,2022-07-09 00:00:00,FLOW/USDT,1.64,1.724,1.637,1.696,367032.88353752,615001.68251328204
1657238400,2022-07-08 00:00:00,FLOW/USDT,1.663,1.717,1.588,1.642,597077.72118154,981126.07588430664
1657152000,2022-07-07 00:00:00,FLOW/USDT,1.6,1.672,1.571,1.667,359935.84030773,582338.99581280068
1657065600,2022-07-06 00:00:00,FLOW/USDT,1.602,1.619,1.547,1.601,776493.70993009,1226195.21339197179
1656979200,2022-07-05 00:00:00,FLOW/USDT,1.604,1.671,1.538,1.602,809847.32899262,1295752.16082339147
1656892800,2022-07-04 00:00:00,FLOW/USDT,1.548,1.612,1.495,1.604,476832.16309893,740893.90898863143
1656806400,2022-07-03 00:00:00,FLOW/USDT,1.533,1.587,1.486,1.546,829389.35839459,1272332.39277096721
1656720000,2022-07-02 00:00:00,FLOW/USDT,1.466,1.568,1.449,1.532,856206.70659608,1284588.05154436108
1656633600,2022-07-01 00:00:00,FLOW/USDT,1.51,1.559,1.435,1.464,1610008.35790857,2390462.98594767634
1656547200,2022-06-30 00:00:00,FLOW/USDT,1.566,1.571,1.394,1.514,1288010.70900178,1865764.43204679086
1656460800,2022-06-29 00:00:00,FLOW/USDT,1.61,1.695,1.53,1.565,715441.24240926,1153279.69196083739
1656374400,2022-06-28 00:00:00,FLOW/USDT,1.684,1.811,1.608,1.61,1244103.82718509,2160067.7975278646
1656288000,2022-06-27 00:00:00,FLOW/USDT,1.637,1.762,1.63,1.688,1481664.81942012,2507241.41754647547
1656201600,2022-06-26 00:00:00,FLOW/USDT,1.791,1.805,1.627,1.636,1472227.13086193,2536140.96908149553
1656115200,2022-06-25 00:00:00,FLOW/USDT,1.704,1.803,1.658,1.791,1496478.799913,2567546.87281466119
1656028800,2022-06-24 00:00:00,FLOW/USDT,1.606,1.742,1.588,1.703,1260206.18275272,2077039.43509993178
1655942400,2022-06-23 00:00:00,FLOW/USDT,1.452,1.628,1.452,1.606,2289751.33204076,3576302.36657193224
1655856000,2022-06-22 00:00:00,FLOW/USDT,1.47,1.521,1.408,1.454,2059246.39326903,3010520.02237452266
1655769600,2022-06-21 00:00:00,FLOW/USDT,1.415,1.55,1.392,1.469,904663.07702834,1340713.72793106426
1655683200,2022-06-20 00:00:00,FLOW/USDT,1.371,1.472,1.315,1.416,1410621.06679978,1991395.87947209038
1655596800,2022-06-19 00:00:00,FLOW/USDT,1.27,1.387,1.215,1.375,942860.24637152,1220192.08595336979
1655510400,2022-06-18 00:00:00,FLOW/USDT,1.393,1.418,1.161,1.267,1504716.57425782,1895977.22532706255
1655424000,2022-06-17 00:00:00,FLOW/USDT,1.398,1.458,1.369,1.394,551752.62280573,783139.93887430878
1655337600,2022-06-16 00:00:00,FLOW/USDT,1.677,1.696,1.366,1.397,603503.81653285,903679.71411429476
1655251200,2022-06-15 00:00:00,FLOW/USDT,1.59,1.678,1.402,1.678,652387.87772178,967132.68789075484
1655164800,2022-06-14 00:00:00,FLOW/USDT,1.583,1.646,1.403,1.594,1103291.16569153,1709139.34882458914
1655078400,2022-06-13 00:00:00,FLOW/USDT,1.793,1.821,1.511,1.59,984717.19846126,1592323.30055409936
1654992000,2022-06-12 00:00:00,FLOW/USDT,2.066,2.081,1.795,1.798,1120938.79614184,2111195.55126575515
1654905600,2022-06-11 00:00:00,FLOW/USDT,2.288,2.344,2.041,2.064,766371.70749282,1653147.73271742246
1654819200,2022-06-10 00:00:00,FLOW/USDT,2.385,2.484,2.257,2.286,501081.1345094,1179521.13926550627
1654732800,2022-06-09 00:00:00,FLOW/USDT,2.394,2.435,2.36,2.386,134234.4869342,321813.52105606028
1654646400,2022-06-08 00:00:00,FLOW/USDT,2.432,2.51,2.362,2.386,330232.99903004,799649.79435264659
1654560000,2022-06-07 00:00:00,FLOW/USDT,2.508,2.527,2.322,2.432,315570.25330083,755948.45749144207
1654473600,2022-06-06 00:00:00,FLOW/USDT,2.435,2.6,2.426,2.502,253562.75632608,636748.52487459437
1654387200,2022-06-05 00:00:00,FLOW/USDT,2.48,2.489,2.414,2.442,151976.97636089,372067.41283508222
1654300800,2022-06-04 00:00:00,FLOW/USDT,2.421,2.493,2.414,2.477,225407.01115535,552661.73704816705
1654214400,2022-06-03 00:00:00,FLOW/USDT,2.556,2.558,2.383,2.421,265166.4113933,651409.45819599891
1654128000,2022-06-02 00:00:00,FLOW/USDT,2.481,2.561,2.404,2.554,373073.57837221,924506.93502596378
1654041600,2022-06-01 00:00:00,FLOW/USDT,2.715,2.72,2.393,2.479,263628.12808822,679113.13450402507
1653955200,2022-05-31 00:00:00,FLOW/USDT,2.686,2.924,2.648,2.708,550357.5782596,1528567.3398451288
1653868800,2022-05-30 00:00:00,FLOW/USDT,2.435,2.727,2.4,2.682,333696.99136124,855910.64083666666
1653782400,2022-05-29 00:00:00,FLOW/USDT,2.4,2.438,2.323,2.433,277866.07295556,660772.74536229563
1653696000,2022-05-28 00:00:00,FLOW/USDT,2.363,2.427,2.314,2.4,324513.84165279,772587.6115480742
1653609600,2022-05-27 00:00:00,FLOW/USDT,2.476,2.527,2.307,2.362,838095.38854044,2004076.64111908452
1653523200,2022-05-26 00:00:00,FLOW/USDT,2.689,2.77,2.378,2.479,874077.80760881,2200035.38638142371
1653436800,2022-05-25 00:00:00,FLOW/USDT,2.759,2.787,2.622,2.684,284415.94383302,764490.52041498325
1653350400,2022-05-24 00:00:00,FLOW/USDT,2.733,2.806,2.543,2.757,347494.93254638,937196.54522213238
1653264000,2022-05-23 00:00:00,FLOW/USDT,2.882,3.196,2.675,2.733,522072.67417312,1502933.11892601782
1653177600,2022-05-22 00:00:00,FLOW/USDT,2.812,2.915,2.76,2.886,260411.16012729,739553.10734208494
1653091200,2022-05-21 00:00:00,FLOW/USDT,2.764,2.841,2.703,2.812,294565.22134631,816363.50105341722
1653004800,2022-05-20 00:00:00,FLOW/USDT,2.935,3.001,2.69,2.76,611849.84689898,1738033.27561075378
1652918400,2022-05-19 00:00:00,FLOW/USDT,2.88,3.017,2.67,2.938,887270.05417066,2532891.54214920368
1652832000,2022-05-18 00:00:00,FLOW/USDT,2.98,3.15,2.697,2.87,1091671.1208853,3162467.87557223686
1652745600,2022-05-17 00:00:00,FLOW/USDT,2.831,3.141,2.799,2.98,284252.59154933,842471.36420552637
1652659200,2022-05-16 00:00:00,FLOW/USDT,3.093,3.093,2.745,2.826,114608.14272909,328889.75102384589
1652572800,2022-05-15 00:00:00,FLOW/USDT,2.992,3.098,2.823,3.096,144926.88946154,423372.95870672002
1652486400,2022-05-14 00:00:00,FLOW/USDT,2.9,3.075,2.679,2.993,201557.38327349,572583.66613618555
1652400000,2022-05-13 00:00:00,FLOW/USDT,2.712,3.157,2.65,2.893,285582.52793738,856610.10802806395
1652313600,2022-05-12 00:00:00,FLOW/USDT,3.041,3.247,2.28,2.71,1267210.78849704,3403546.63262853404
1652227200,2022-05-11 00:00:00,FLOW/USDT,3.862,4.397,2.792,3.046,2881465.15603037,10490587.01255529973
1652140800,2022-05-10 00:00:00,FLOW/USDT,3.434,4.551,3.21,3.864,1582868.31492671,6154820.81121352921
1652054400,2022-05-09 00:00:00,FLOW/USDT,4.274,4.382,3.381,3.426,741892.31217338,2810177.11031642577
1651968000,2022-05-08 00:00:00,FLOW/USDT,4.403,4.437,4.173,4.275,410392.10626611,1750332.01768678455
1651881600,2022-05-07 00:00:00,FLOW/USDT,4.499,4.588,4.239,4.401,271557.48180183,1202906.90907266021
1651795200,2022-05-06 00:00:00,FLOW/USDT,4.557,4.578,4.27,4.5,408730.82718586,1802915.7543813953
1651708800,2022-05-05 00:00:00,FLOW/USDT,5.122,5.217,4.428,4.558,497771.2725174,2378846.64041592989
1651622400,2022-05-04 00:00:00,FLOW/USDT,4.58,5.19,4.552,5.119,467911.99249373,2260783.63794225831
1651536000,2022-05-03 00:00:00,FLOW/USDT,4.638,4.715,4.484,4.579,269617.35113182,1238775.33018110815
1651449600,2022-05-02 00:00:00,FLOW/USDT,4.752,4.791,4.405,4.638,274398.30929768,1260328.04024893227
1651363200,2022-05-01 00:00:00,FLOW/USDT,4.47,4.848,4.35,4.754,260315.07580322,1201986.80100229013
1651276800,2022-04-30 00:00:00,FLOW/USDT,4.924,4.961,4.3,4.475,229277.10907646,1064695.88400517908
1651190400,2022-04-29 00:00:00,FLOW/USDT,5.231,5.323,4.812,4.926,190299.84021107,961674.33348307213
1651104000,2022-04-28 00:00:00,FLOW/USDT,5.279,5.4,5.134,5.231,129364.94075669,678785.66926386597
1651017600,2022-04-27 00:00:00,FLOW/USDT,5.163,5.324,5.095,5.272,105982.48671596,554859.81273217092
1650931200,2022-04-26 00:00:00,FLOW/USDT,5.494,5.628,5.07,5.179,149343.59119284,803349.14691584036
1650844800,2022-04-25 00:00:00,FLOW/USDT,5.476,5.511,5.126,5.494,143246.20676341,761516.6303110442
1650758400,2022-04-24 00:00:00,FLOW/USDT,5.546,5.705,5.404,5.476,156584.83635026,867972.44396149326
1650672000,2022-04-23 00:00:00,FLOW/USDT,5.625,5.685,5.476,5.545,68955.93174153,385235.59964435181
1650585600,2022-04-22 00:00:00,FLOW/USDT,5.669,5.797,5.539,5.625,103891.26571796,589256.46730350216
1650499200,2022-04-21 00:00:00,FLOW/USDT,5.832,5.994,5.543,5.662,137798.90239093,801715.93960346925
1650412800,2022-04-20 00:00:00,FLOW/USDT,6.035,6.043,5.741,5.832,108904.86782978,642273.60004668695
1650326400,2022-04-19 00:00:00,FLOW/USDT,5.787,6.107,5.75,6.04,149506.9334735,884482.29730956656
1650240000,2022-04-18 00:00:00,FLOW/USDT,5.581,5.813,5.278,5.779,293141.1790641,1615332.2668182749
1650153600,2022-04-17 00:00:00,FLOW/USDT,5.828,5.852,5.553,5.578,57206.1468053,329508.47923692332
1650067200,2022-04-16 00:00:00,FLOW/USDT,5.894,5.958,5.693,5.831,93660.68556372,544346.94672536956
1649980800,2022-04-15 00:00:00,FLOW/USDT,5.797,5.991,5.726,5.896,127902.6065384,750521.84624075443
1649894400,2022-04-14 00:00:00,FLOW/USDT,5.908,6.228,5.691,5.796,159734.08371852,954172.56737797058
1649808000,2022-04-13 00:00:00,FLOW/USDT,5.69,5.979,5.569,5.912,156387.56039149,906009.91589399633
1649721600,2022-04-12 00:00:00,FLOW/USDT,5.4,5.827,5.353,5.693,258285.36737345,1452732.67319132149
1649635200,2022-04-11 00:00:00,FLOW/USDT,6.063,6.255,5.33,5.396,216897.04564827,1221139.52949746421
1649548800,2022-04-10 00:00:00,FLOW/USDT,6.25,6.387,6.048,6.059,77875.26742546,484462.49929241476
1649462400,2022-04-09 00:00:00,FLOW/USDT,6.129,6.288,6.038,6.254,61394.78519025,379729.96403688669
1649376000,2022-04-08 00:00:00,FLOW/USDT,6.513,6.652,6.074,6.13,307484.18502137,1974430.60706250274
1649289600,2022-04-07 00:00:00,FLOW/USDT,6.393,6.623,6.18,6.513,242099.42919705,1556454.95188083197
1649203200,2022-04-06 00:00:00,FLOW/USDT,7.364,7.437,6.35,6.405,401433.11154436,2726745.32998295218
1649116800,2022-04-05 00:00:00,FLOW/USDT,7.255,7.615,7.141,7.365,301981.24191247,2226930.0441900067
1649030400,2022-04-04 00:00:00,FLOW/USDT,7.474,7.475,6.824,7.255,373569.09433497,2685459.86095834305
1648944000,2022-04-03 00:00:00,FLOW/USDT,7.798,7.798,7.254,7.466,513341.53955834,3847134.32000900811
1648857600,2022-04-02 00:00:00,FLOW/USDT,6.926,8.198,6.905,7.8,932205.32267865,7086084.943502446
1648771200,2022-04-01 00:00:00,FLOW/USDT,6.815,6.995,6.401,6.927,275091.65966777,1849633.42198256525
1648684800,2022-03-31 00:00:00,FLOW/USDT,7.147,7.325,6.675,6.815,432074.51500645,3050827.17137247105
1648598400,2022-03-30 00:00:00,FLOW/USDT,7.074,7.302,6.749,7.147,413519.30822453,2919228.50610377988
1648512000,2022-03-29 00:00:00,FLOW/USDT,6.816,7.782,6.795,7.076,673594.53140717,4824822.38551458778
1648425600,2022-03-28 00:00:00,FLOW/USDT,6.838,7.234,6.752,6.814,364641.89461412,2549939.94532110942
1648339200,2022-03-27 00:00:00,FLOW/USDT,6.605,6.86,6.371,6.86,284374.30623105,1874677.41538495794
1648252800,2022-03-26 00:00:00,FLOW/USDT,6.321,6.662,6.314,6.602,232780.26364392,1519207.3470365361
1648166400,2022-03-25 00:00:00,FLOW/USDT,6.488,6.629,6.258,6.319,172503.64899952,1109923.83182311052
1648080000,2022-03-24 00:00:00,FLOW/USDT,6.273,6.576,6.169,6.488,246582.05466862,1573642.21528166489
1647993600,2022-03-23 00:00:00,FLOW/USDT,6.134,6.289,5.951,6.284,198724.74371853,1210106.23023880052
1647907200,2022-03-22 00:00:00,FLOW/USDT,6.014,6.311,6.008,6.135,219967.88471749,1356638.69058103605
1647820800,2022-03-21 00:00:00,FLOW/USDT,5.852,6.372,5.851,6.032,530827.70581325,3251767.73353678933
1647734400,2022-03-20 00:00:00,FLOW/USDT,5.847,6.25,5.715,5.841,464861.28967046,2792269.79304239521
1647648000,2022-03-19 00:00:00,FLOW/USDT,5.658,5.936,5.652,5.843,162010.65949244,945303.0438570658
1647561600,2022-03-18 00:00:00,FLOW/USDT,5.614,5.749,5.44,5.663,138211.25806729,768806.35281627865
1647475200,2022-03-17 00:00:00,FLOW/USDT,5.515,5.783,5.465,5.618,262744.24130009,1475299.381226155
1647388800,2022-03-16 00:00:00,FLOW/USDT,5.274,5.529,5.191,5.508,181164.51323821,967706.16837888003
1647302400,2022-03-15 00:00:00,FLOW/USDT,5.374,5.386,5.129,5.283,114436.22356426,598271.19700870358
1647216000,2022-03-14 00:00:00,FLOW/USDT,5.3,5.462,5.181,5.37,59660.94982098,316256.73711714579
1647129600,2022-03-13 00:00:00,FLOW/USDT,5.552,5.632,5.278,5.291,81808.92658336,446224.13013668881
1647043200,2022-03-12 00:00:00,FLOW/USDT,5.628,5.713,5.48,5.547,63223.45839088,351817.31014271534
1646956800,2022-03-11 00:00:00,FLOW/USDT,5.757,5.783,5.509,5.627,116641.67214201,655780.15201533689
1646870400,2022-03-10 00:00:00,FLOW/USDT,6.007,6.122,5.47,5.756,322033.57098724,1853359.16113415581
1646784000,2022-03-09 00:00:00,FLOW/USDT,5.718,6.095,5.68,6.002,200912.44589193,1193088.59334699312
1646697600,2022-03-08 00:00:00,FLOW/USDT,5.604,5.856,5.567,5.711,185197.63904307,1059947.89259205384
1646611200,2022-03-07 00:00:00,FLOW/USDT,5.57,5.924,5.429,5.598,352367.40146266,1986520.24784483024
1646524800,2022-03-06 00:00:00,FLOW/USDT,5.799,5.899,5.525,5.573,147629.17636999,835135.58212930352
1646438400,2022-03-05 00:00:00,FLOW/USDT,5.626,5.952,5.481,5.797,352065.76323555,2034266.27516312381
1646352000,2022-03-04 00:00:00,FLOW/USDT,6.039,6.237,5.595,5.627,290482.8423897,1720712.29812999559
1646265600,2022-03-03 00:00:00,FLOW/USDT,6.398,6.432,5.858,6.039,138286.80997863,844627.37796819506
1646179200,2022-03-02 00:00:00,FLOW/USDT,6.659,6.714,6.29,6.399,283020.90830175,1831783.12588529985
1646092800,2022-03-01 00:00:00,FLOW/USDT,6.353,6.864,6.273,6.66,711492.4020262,4692248.92431213404
1646006400,2022-02-28 00:00:00,FLOW/USDT,5.728,6.457,5.516,6.352,580046.4836805,3446332.62018228151
1645920000,2022-02-27 00:00:00,FLOW/USDT,5.708,6.349,5.432,5.736,709168.77919175,4170252.67122373908
1645833600,2022-02-26 00:00:00,FLOW/USDT,5.692,5.848,5.556,5.708,375758.8758022,2149734.88185212521
1645747200,2022-02-25 00:00:00,FLOW/USDT,5.442,5.741,5.234,5.691,451033.07984447,2471342.67465491566
1645660800,2022-02-24 00:00:00,FLOW/USDT,5.391,5.5,4.633,5.441,2081086.23483863,10402192.74132946746
1645574400,2022-02-23 00:00:00,FLOW/USDT,5.534,5.875,5.378,5.401,234427.54150534,1307272.34631116793
1645488000,2022-02-22 00:00:00,FLOW/USDT,5.215,5.559,5.047,5.534,343996.53983244,1832760.13387695964
1645401600,2022-02-21 00:00:00,FLOW/USDT,5.741,6.041,5.169,5.21,400224.19825427,2243183.66142887998
1645315200,2022-02-20 00:00:00,FLOW/USDT,6.199,6.215,5.627,5.732,323504.24040726,1877516.22218117302
1645228800,2022-02-19 00:00:00,FLOW/USDT,6.36,6.454,5.98,6.206,218371.17788271,1351102.05790114472
1645142400,2022-02-18 00:00:00,FLOW/USDT,6.51,6.72,6.2,6.355,313387.6061429,2012285.12154504622
1645056000,2022-02-17 00:00:00,FLOW/USDT,7.307,7.418,6.397,6.503,275388.71184117,1881502.50286125486
1644969600,2022-02-16 00:00:00,FLOW/USDT,7.442,7.608,6.99,7.307,271182.89808342,1980805.46086630189
1644883200,2022-02-15 00:00:00,FLOW/USDT,6.927,7.488,6.83,7.438,318336.73498143,2278713.26758473896
1644796800,2022-02-14 00:00:00,FLOW/USDT,7.083,7.141,6.673,6.91,444548.88365654,3043427.26459464126
1644710400,2022-02-13 00:00:00,FLOW/USDT,7.374,7.589,6.769,7.056,305750.67006902,2202204.18658163871
1644624000,2022-02-12 00:00:00,FLOW/USDT,7.147,7.594,6.944,7.372,512785.24710186,3726469.57295105209
1644537600,2022-02-11 00:00:00,FLOW/USDT,7.949,7.992,6.93,7.147,537437.22915178,4057317.71845632539
1644451200,2022-02-10 00:00:00,FLOW/USDT,8.42,8.737,7.683,7.949,895952.59949817,7311233.28701855291
1644364800,2022-02-09 00:00:00,FLOW/USDT,7.451,8.548,7.058,8.412,1503881.36815929,11960037.33492941713
1644278400,2022-02-08 00:00:00,FLOW/USDT,7.569,7.931,6.971,7.433,1144153.6615592,8357143.43949971546
1644192000,2022-02-07 00:00:00,FLOW/USDT,7.452,7.873,7.179,7.56,871869.81379972,6579572.99520838466
1644105600,2022-02-06 00:00:00,FLOW/USDT,6.578,7.511,6.564,7.442,1003413.69543139,7089753.12167419169
1644019200,2022-02-05 00:00:00,FLOW/USDT,6.439,6.766,6.342,6.571,567107.41907547,3734935.16361606274
1643932800,2022-02-04 00:00:00,FLOW/USDT,5.956,6.494,5.827,6.43,816482.21912671,4980522.44847803469
1643846400,2022-02-03 00:00:00,FLOW/USDT,6.116,6.207,5.665,5.956,835445.2160484,4882138.63983387915
1643760000,2022-02-02 00:00:00,FLOW/USDT,6.664,6.671,6.078,6.11,649824.12596029,4138741.30702573996
1643673600,2022-02-01 00:00:00,FLOW/USDT,6.773,7.263,6.264,6.664,1356669.20866656,9244329.43754595682
1643587200,2022-01-31 00:00:00,FLOW/USDT,6.749,7.049,6.282,6.773,1746939.9756048,11638056.11583364597
1643500800,2022-01-30 00:00:00,FLOW/USDT,6.487,7.306,6.215,6.744,1855917.25607271,12675927.52928287729
1643414400,2022-01-29 00:00:00,FLOW/USDT,5.714,6.63,5.6,6.473,1016257.42905942,6282425.34697502076
1643328000,2022-01-28 00:00:00,FLOW/USDT,5.15,5.778,5.015,5.706,950551.02102562,5067996.69211744264
1643241600,2022-01-27 00:00:00,FLOW/USDT,4.952,5.32,4.752,5.143,869593.4900549,4355589.43745431798
1643155200,2022-01-26 00:00:00,FLOW/USDT,4.915,5.455,4.715,4.958,758907.67941666,3898375.33987281326
