https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRV,Volume USDT
1660608000,2022-08-16 00:00:00,CRV/USDT,1.335,1.344,1.281,1.285,504939.10721467,662020.20162105982
1660521600,2022-08-15 00:00:00,CRV/USDT,1.389,1.461,1.307,1.333,791407.82400406,1079358.84378840514
1660435200,2022-08-14 00:00:00,CRV/USDT,1.434,1.491,1.364,1.387,644075.02605392,924076.04410002519
1660348800,2022-08-13 00:00:00,CRV/USDT,1.421,1.47,1.408,1.434,508048.04222567,729443.18358104816
1660262400,2022-08-12 00:00:00,CRV/USDT,1.36,1.421,1.333,1.42,455677.3836059,627278.87570562849
1660176000,2022-08-11 00:00:00,CRV/USDT,1.388,1.446,1.351,1.36,666124.40500815,935093.31890488319
1660089600,2022-08-10 00:00:00,CRV/USDT,1.291,1.394,1.247,1.388,1193504.75060797,1579597.18897337727
1660003200,2022-08-09 00:00:00,CRV/USDT,1.427,1.432,1.232,1.292,1475750.08024755,1942451.76143487623
1659916800,2022-08-08 00:00:00,CRV/USDT,1.403,1.493,1.394,1.427,1100065.56754122,1588663.55841167375
1659830400,2022-08-07 00:00:00,CRV/USDT,1.373,1.424,1.35,1.402,704069.29198094,976816.26235790889
1659744000,2022-08-06 00:00:00,CRV/USDT,1.441,1.452,1.366,1.374,915134.65224249,1291392.15139147581
1659657600,2022-08-05 00:00:00,CRV/USDT,1.33,1.448,1.323,1.442,1670829.21043972,2337598.03077147185
1659571200,2022-08-04 00:00:00,CRV/USDT,1.33,1.397,1.293,1.328,1045820.07623706,1406039.61525229174
1659484800,2022-08-03 00:00:00,CRV/USDT,1.336,1.433,1.28,1.332,1622346.94754346,2203519.51856049823
1659398400,2022-08-02 00:00:00,CRV/USDT,1.306,1.389,1.216,1.334,2054179.19881354,2679997.78726171285
1659312000,2022-08-01 00:00:00,CRV/USDT,1.317,1.362,1.267,1.306,1506485.35434108,1985853.74946845295
1659225600,2022-07-31 00:00:00,CRV/USDT,1.359,1.432,1.307,1.318,1472524.88757307,2033636.3584635027
1659139200,2022-07-30 00:00:00,CRV/USDT,1.423,1.478,1.339,1.359,2723116.66006057,3858410.24111422386
1659052800,2022-07-29 00:00:00,CRV/USDT,1.545,1.58,1.4,1.424,3269777.33995091,4816118.5761387505
1658966400,2022-07-28 00:00:00,CRV/USDT,1.326,1.587,1.24,1.541,3305974.14239316,4644091.01423374693
1658880000,2022-07-27 00:00:00,CRV/USDT,1.168,1.336,1.125,1.326,1864642.94882582,2273213.85531993187
1658793600,2022-07-26 00:00:00,CRV/USDT,1.179,1.194,1.092,1.17,1600085.93825714,1848325.20784315685
1658707200,2022-07-25 00:00:00,CRV/USDT,1.375,1.392,1.176,1.178,2423280.69013193,3096105.13781958817
1658620800,2022-07-24 00:00:00,CRV/USDT,1.397,1.446,1.359,1.377,1372344.79263589,1904630.32529226438
1658534400,2022-07-23 00:00:00,CRV/USDT,1.434,1.505,1.343,1.398,2517047.26655425,3575261.70686130123
1658448000,2022-07-22 00:00:00,CRV/USDT,1.402,1.551,1.38,1.433,3962810.1899656,5733008.88084512098
1658361600,2022-07-21 00:00:00,CRV/USDT,1.157,1.435,1.103,1.404,3820676.20804337,4957268.20793303223
1658275200,2022-07-20 00:00:00,CRV/USDT,1.247,1.279,1.134,1.157,2407769.23620572,2939160.4933133301
1658188800,2022-07-19 00:00:00,CRV/USDT,1.341,1.385,1.227,1.248,4032531.98055549,5175424.29890547473
1658102400,2022-07-18 00:00:00,CRV/USDT,1.078,1.415,1.075,1.34,3753417.15838049,4582034.3229069511
1658016000,2022-07-17 00:00:00,CRV/USDT,1.174,1.184,1.074,1.079,1482888.82471458,1690613.04428031055
1657929600,2022-07-16 00:00:00,CRV/USDT,1.11,1.199,1.086,1.176,1405039.50353904,1603045.4210757459
1657843200,2022-07-15 00:00:00,CRV/USDT,1.166,1.186,1.097,1.107,1576208.0060156,1801515.90585749833
1657756800,2022-07-14 00:00:00,CRV/USDT,1.048,1.189,1.006,1.167,2525527.2010265,2719257.8111341059
1657670400,2022-07-13 00:00:00,CRV/USDT,0.876,1.103,0.863,1.049,2347878.08092999,2279006.01683707427
1657584000,2022-07-12 00:00:00,CRV/USDT,0.888,0.924,0.872,0.877,1105585.6330567,990447.95185277773
1657497600,2022-07-11 00:00:00,CRV/USDT,0.954,0.955,0.878,0.889,1140048.56017208,1045020.7491774793
1657411200,2022-07-10 00:00:00,CRV/USDT,1.017,1.022,0.948,0.954,1002270.61635829,978728.38354470689
1657324800,2022-07-09 00:00:00,CRV/USDT,1.008,1.058,1.002,1.015,1380797.76832616,1418666.10909183098
1657238400,2022-07-08 00:00:00,CRV/USDT,1.05,1.073,0.986,1.011,2127168.60091576,2177115.0175530192
1657152000,2022-07-07 00:00:00,CRV/USDT,0.96,1.063,0.938,1.049,2459240.92152221,2435590.88075217604
1657065600,2022-07-06 00:00:00,CRV/USDT,0.957,1.005,0.917,0.962,4159248.53585983,4003734.20865242237
1656979200,2022-07-05 00:00:00,CRV/USDT,0.865,1.012,0.828,0.956,4037743.43560864,3710097.89053968897
1656892800,2022-07-04 00:00:00,CRV/USDT,0.796,0.884,0.775,0.864,2057989.0772729,1707821.47010329909
1656806400,2022-07-03 00:00:00,CRV/USDT,0.779,0.818,0.754,0.797,1430680.93331589,1118440.14836340771
1656720000,2022-07-02 00:00:00,CRV/USDT,0.745,0.8,0.727,0.778,2159818.99087402,1636909.25250585259
1656633600,2022-07-01 00:00:00,CRV/USDT,0.687,0.833,0.665,0.746,3774016.34298519,2801905.69560982218
1656547200,2022-06-30 00:00:00,CRV/USDT,0.71,0.716,0.634,0.684,1646823.83247436,1091281.81079646479
1656460800,2022-06-29 00:00:00,CRV/USDT,0.696,0.727,0.683,0.709,1704530.99998931,1203704.39930606781
1656374400,2022-06-28 00:00:00,CRV/USDT,0.736,0.776,0.688,0.697,1727991.59200471,1266188.57910307175
1656288000,2022-06-27 00:00:00,CRV/USDT,0.748,0.791,0.722,0.735,2166971.17641219,1638550.50252967888
1656201600,2022-06-26 00:00:00,CRV/USDT,0.818,0.851,0.745,0.748,1842137.89726715,1474168.47880229982
1656115200,2022-06-25 00:00:00,CRV/USDT,0.842,0.854,0.782,0.819,1759431.14830978,1441058.36677573295
1656028800,2022-06-24 00:00:00,CRV/USDT,0.831,0.872,0.798,0.842,2267663.30761726,1880745.05850043056
1655942400,2022-06-23 00:00:00,CRV/USDT,0.699,0.838,0.693,0.831,4283747.96167205,3344556.38193926676
1655856000,2022-06-22 00:00:00,CRV/USDT,0.726,0.785,0.682,0.699,3362558.91765487,2423324.89006286042
1655769600,2022-06-21 00:00:00,CRV/USDT,0.702,0.795,0.687,0.724,3612626.71286718,2661575.46175977695
1655683200,2022-06-20 00:00:00,CRV/USDT,0.645,0.737,0.607,0.702,3157391.63380747,2136999.95349636134
1655596800,2022-06-19 00:00:00,CRV/USDT,0.584,0.665,0.553,0.647,2302787.73441016,1373341.07836653205
1655510400,2022-06-18 00:00:00,CRV/USDT,0.661,0.676,0.535,0.583,3129102.3867102,1857182.39662651222
1655424000,2022-06-17 00:00:00,CRV/USDT,0.665,0.696,0.65,0.661,1709997.15761981,1147380.83852335036
1655337600,2022-06-16 00:00:00,CRV/USDT,0.768,0.788,0.645,0.665,2691080.88960205,1885686.88928183273
1655251200,2022-06-15 00:00:00,CRV/USDT,0.731,0.773,0.608,0.767,3593597.27472324,2466798.71768812319
1655164800,2022-06-14 00:00:00,CRV/USDT,0.72,0.748,0.637,0.73,3214353.38435097,2277341.26713555741
1655078400,2022-06-13 00:00:00,CRV/USDT,0.865,0.875,0.628,0.722,6781342.10657302,4787803.99110381267
1654992000,2022-06-12 00:00:00,CRV/USDT,0.911,0.956,0.843,0.863,2818175.07184828,2510236.42292520436
1654905600,2022-06-11 00:00:00,CRV/USDT,1.027,1.062,0.887,0.91,2046217.2754346,1959236.57691243181
1654819200,2022-06-10 00:00:00,CRV/USDT,1.147,1.166,1.014,1.028,1322305.48379564,1436710.13978740834
1654732800,2022-06-09 00:00:00,CRV/USDT,1.161,1.18,1.132,1.147,874356.37742631,1009438.2205790951
1654646400,2022-06-08 00:00:00,CRV/USDT,1.189,1.216,1.137,1.159,993263.07921878,1172275.67411514208
1654560000,2022-06-07 00:00:00,CRV/USDT,1.289,1.289,1.159,1.188,1653181.22372366,1977086.65164160306
1654473600,2022-06-06 00:00:00,CRV/USDT,1.214,1.333,1.208,1.288,1190013.50856563,1526175.03540148951
1654387200,2022-06-05 00:00:00,CRV/USDT,1.179,1.244,1.15,1.211,581201.24763948,691284.75258287566
1654300800,2022-06-04 00:00:00,CRV/USDT,1.172,1.189,1.147,1.179,655786.97217918,767737.47876739721
1654214400,2022-06-03 00:00:00,CRV/USDT,1.258,1.269,1.162,1.173,632291.95286188,763897.41538979577
1654128000,2022-06-02 00:00:00,CRV/USDT,1.267,1.267,1.2,1.257,1630604.76464565,2015080.78284402473
1654041600,2022-06-01 00:00:00,CRV/USDT,1.383,1.436,1.228,1.266,1724673.55973728,2317983.25130935079
1653955200,2022-05-31 00:00:00,CRV/USDT,1.386,1.469,1.318,1.384,1537157.82585946,2125166.10009082323
1653868800,2022-05-30 00:00:00,CRV/USDT,1.255,1.4,1.237,1.386,1808478.26945869,2399485.07612483157
1653782400,2022-05-29 00:00:00,CRV/USDT,1.218,1.261,1.177,1.254,1679386.15371602,2029102.61909759775
1653696000,2022-05-28 00:00:00,CRV/USDT,1.173,1.295,1.166,1.221,1788890.19542162,2219791.58172573141
1653609600,2022-05-27 00:00:00,CRV/USDT,1.205,1.227,1.111,1.169,2795851.50458056,3289934.9780594759
1653523200,2022-05-26 00:00:00,CRV/USDT,1.235,1.262,1.088,1.206,2798849.52027463,3293214.33823355369
1653436800,2022-05-25 00:00:00,CRV/USDT,1.257,1.284,1.203,1.234,2109680.03623933,2620938.74014663727
1653350400,2022-05-24 00:00:00,CRV/USDT,1.3,1.306,1.185,1.258,2938363.4846659,3668464.85577969791
1653264000,2022-05-23 00:00:00,CRV/USDT,1.274,1.419,1.247,1.301,3544554.59104695,4751293.65624721046
1653177600,2022-05-22 00:00:00,CRV/USDT,1.211,1.29,1.189,1.273,2902098.15463195,3588783.93498424653
1653091200,2022-05-21 00:00:00,CRV/USDT,1.128,1.24,1.102,1.212,3678052.99590293,4294937.5322837954
1653004800,2022-05-20 00:00:00,CRV/USDT,1.081,1.185,1.063,1.128,4792445.2527172,5357375.12533874222
1652918400,2022-05-19 00:00:00,CRV/USDT,1.23,1.271,0.995,1.082,5011390.86578265,5685629.59797754783
1652832000,2022-05-18 00:00:00,CRV/USDT,1.392,1.42,1.203,1.23,2243955.18800147,2896922.9877075606
1652745600,2022-05-17 00:00:00,CRV/USDT,1.363,1.463,1.293,1.391,1189848.37239047,1633998.01997668891
1652659200,2022-05-16 00:00:00,CRV/USDT,1.508,1.511,1.313,1.364,1147546.30520165,1577193.88909420446
1652572800,2022-05-15 00:00:00,CRV/USDT,1.416,1.518,1.365,1.511,902986.48132011,1286343.73237272731
1652486400,2022-05-14 00:00:00,CRV/USDT,1.314,1.431,1.248,1.416,1462489.41027805,1948871.2243396904
1652400000,2022-05-13 00:00:00,CRV/USDT,1.304,1.596,1.28,1.315,4715043.60860325,6925653.75025910372
1652313600,2022-05-12 00:00:00,CRV/USDT,1.512,1.593,1.097,1.307,2664895.32436342,3540856.69797413368
1652227200,2022-05-11 00:00:00,CRV/USDT,1.976,2.03,1.383,1.51,3866607.60043791,6792670.33231379141
1652140800,2022-05-10 00:00:00,CRV/USDT,1.909,2.153,1.854,1.977,2615036.6493361,5275243.85201359825
1652054400,2022-05-09 00:00:00,CRV/USDT,2.348,2.388,1.905,1.911,2833092.85612083,6007879.25601685275
1651968000,2022-05-08 00:00:00,CRV/USDT,2.227,2.459,2.172,2.346,2852259.18997851,6593138.06016156339
1651881600,2022-05-07 00:00:00,CRV/USDT,2.291,2.369,2.177,2.228,1615306.35368093,3669279.75913075279
1651795200,2022-05-06 00:00:00,CRV/USDT,2.459,2.516,2.187,2.292,2025442.16539851,4687601.79119365963
1651708800,2022-05-05 00:00:00,CRV/USDT,2.598,2.679,2.272,2.461,2681307.89623836,6718424.23036833286
1651622400,2022-05-04 00:00:00,CRV/USDT,2.156,2.644,2.143,2.597,2510776.73096802,6069811.38281200638
1651536000,2022-05-03 00:00:00,CRV/USDT,2.102,2.217,2.037,2.157,1150174.58549881,2460240.30082681775
1651449600,2022-05-02 00:00:00,CRV/USDT,2.067,2.14,1.989,2.1,983199.54617149,2029035.36764590258
1651363200,2022-05-01 00:00:00,CRV/USDT,1.996,2.087,1.947,2.068,1005256.45653432,2032988.05212309134
1651276800,2022-04-30 00:00:00,CRV/USDT,2.231,2.25,1.985,1.995,825260.64777676,1743118.48494648072
1651190400,2022-04-29 00:00:00,CRV/USDT,2.396,2.428,2.2,2.23,627443.15089108,1440565.76066728151
1651104000,2022-04-28 00:00:00,CRV/USDT,2.491,2.549,2.368,2.397,1211541.65520544,2992085.54891227165
1651017600,2022-04-27 00:00:00,CRV/USDT,2.366,2.544,2.357,2.491,977812.72558691,2389860.50389943064
1650931200,2022-04-26 00:00:00,CRV/USDT,2.744,2.776,2.345,2.365,911036.17904992,2352637.08822601103
1650844800,2022-04-25 00:00:00,CRV/USDT,2.7,2.773,2.488,2.744,1281370.73208281,3370116.27507665287
1650758400,2022-04-24 00:00:00,CRV/USDT,2.663,2.78,2.592,2.706,1165511.07774068,3106556.97426318999
1650672000,2022-04-23 00:00:00,CRV/USDT,2.481,2.745,2.462,2.665,1742043.81384665,4571557.4687967563
1650585600,2022-04-22 00:00:00,CRV/USDT,2.195,2.59,2.185,2.482,1867641.16900387,4553199.91017420648
1650499200,2022-04-21 00:00:00,CRV/USDT,2.329,2.408,2.169,2.197,644399.43284162,1479941.45699091905
1650412800,2022-04-20 00:00:00,CRV/USDT,2.31,2.417,2.261,2.331,535002.64521682,1246546.30431507701
1650326400,2022-04-19 00:00:00,CRV/USDT,2.185,2.345,2.15,2.313,596414.80421126,1328079.1350330306
1650240000,2022-04-18 00:00:00,CRV/USDT,2.195,2.195,2.045,2.186,1272863.86853838,2691734.38940296454
1650153600,2022-04-17 00:00:00,CRV/USDT,2.239,2.346,2.193,2.194,442927.58525089,1006657.52547658549
1650067200,2022-04-16 00:00:00,CRV/USDT,2.226,2.255,2.186,2.237,305669.31978452,678897.19693326724
1649980800,2022-04-15 00:00:00,CRV/USDT,2.227,2.275,2.186,2.227,429817.56023444,959924.14669667445
1649894400,2022-04-14 00:00:00,CRV/USDT,2.295,2.33,2.203,2.228,639460.38584379,1454700.74365364858
1649808000,2022-04-13 00:00:00,CRV/USDT,2.223,2.316,2.179,2.294,662745.27782321,1495585.5552217942
1649721600,2022-04-12 00:00:00,CRV/USDT,2.168,2.283,2.153,2.221,705765.76478559,1566300.30521511097
1649635200,2022-04-11 00:00:00,CRV/USDT,2.404,2.565,2.13,2.166,1697260.65588551,3842422.72260874528
1649548800,2022-04-10 00:00:00,CRV/USDT,2.473,2.523,2.393,2.404,571295.85085794,1400340.21362188422
1649462400,2022-04-09 00:00:00,CRV/USDT,2.338,2.485,2.307,2.473,483269.1840631,1158645.8510483581
1649376000,2022-04-08 00:00:00,CRV/USDT,2.541,2.582,2.323,2.341,1282016.01381964,3147786.37902901905
1649289600,2022-04-07 00:00:00,CRV/USDT,2.497,2.569,2.438,2.541,806421.58518409,2014898.82206664132
1649203200,2022-04-06 00:00:00,CRV/USDT,2.804,2.807,2.484,2.498,1465683.4853931,3889325.38515412025
1649116800,2022-04-05 00:00:00,CRV/USDT,2.915,2.964,2.796,2.804,788738.40720873,2272909.29230622586
1649030400,2022-04-04 00:00:00,CRV/USDT,2.949,2.996,2.742,2.917,1560909.13174806,4469397.50475794386
1648944000,2022-04-03 00:00:00,CRV/USDT,2.894,3.053,2.825,2.949,1618169.23333534,4780470.74692359432
1648857600,2022-04-02 00:00:00,CRV/USDT,2.796,2.96,2.78,2.891,1856948.11019446,5359028.73897925615
1648771200,2022-04-01 00:00:00,CRV/USDT,2.64,2.84,2.549,2.802,1799161.28966646,4857786.40864532679
1648684800,2022-03-31 00:00:00,CRV/USDT,2.816,2.944,2.57,2.639,2174193.36847502,6007673.39464335168
1648598400,2022-03-30 00:00:00,CRV/USDT,2.809,2.907,2.677,2.814,1209530.99573111,3408316.43289128329
1648512000,2022-03-29 00:00:00,CRV/USDT,2.583,2.889,2.58,2.81,1552611.70115827,4298218.50382125608
1648425600,2022-03-28 00:00:00,CRV/USDT,2.615,2.727,2.543,2.583,1301338.63110632,3448792.10370448591
1648339200,2022-03-27 00:00:00,CRV/USDT,2.411,2.656,2.393,2.616,827877.0385881,2071466.33365294298
1648252800,2022-03-26 00:00:00,CRV/USDT,2.283,2.417,2.278,2.41,404974.94090883,954712.68759375762
1648166400,2022-03-25 00:00:00,CRV/USDT,2.381,2.433,2.257,2.283,700179.35095601,1642379.86824715041
1648080000,2022-03-24 00:00:00,CRV/USDT,2.382,2.435,2.331,2.384,705111.33933697,1684080.56650491239
1647993600,2022-03-23 00:00:00,CRV/USDT,2.266,2.395,2.233,2.382,559055.11854097,1295192.43631976362
1647907200,2022-03-22 00:00:00,CRV/USDT,2.194,2.326,2.178,2.266,654722.92487081,1489949.13950274197
1647820800,2022-03-21 00:00:00,CRV/USDT,2.147,2.239,2.103,2.197,1007094.50690271,2187421.03000215604
1647734400,2022-03-20 00:00:00,CRV/USDT,2.286,2.302,2.11,2.145,920261.96520315,2005267.76340307418
1647648000,2022-03-19 00:00:00,CRV/USDT,2.243,2.328,2.222,2.286,1083038.48844637,2467677.727421524
1647561600,2022-03-18 00:00:00,CRV/USDT,2.123,2.255,2.078,2.241,1155231.81374948,2500318.87438961483
1647475200,2022-03-17 00:00:00,CRV/USDT,2.092,2.182,2.037,2.124,1084343.93756391,2282672.67609511134
1647388800,2022-03-16 00:00:00,CRV/USDT,1.95,2.102,1.901,2.09,1590487.4216774,3161276.32227783386
1647302400,2022-03-15 00:00:00,CRV/USDT,1.954,2.003,1.868,1.95,970431.23878751,1875872.21623788517
1647216000,2022-03-14 00:00:00,CRV/USDT,1.919,2,1.896,1.953,639618.22795535,1243265.95748004493
1647129600,2022-03-13 00:00:00,CRV/USDT,1.975,2.034,1.892,1.919,804508.69739892,1586363.12379110957
1647043200,2022-03-12 00:00:00,CRV/USDT,1.969,2.06,1.966,1.976,500673.9613274,1007586.40750675424
1646956800,2022-03-11 00:00:00,CRV/USDT,2.042,2.105,1.943,1.969,1226637.26128395,2471828.32395465509
1646870400,2022-03-10 00:00:00,CRV/USDT,2.157,2.165,1.949,2.042,1194823.75245723,2422562.04694034504
1646784000,2022-03-09 00:00:00,CRV/USDT,2.034,2.216,2.025,2.159,916237.35396851,1976831.91969835119
1646697600,2022-03-08 00:00:00,CRV/USDT,1.976,2.126,1.968,2.035,1172559.84629933,2412509.42725973872
1646611200,2022-03-07 00:00:00,CRV/USDT,2.062,2.136,1.924,1.977,1331325.76807556,2714155.33272999115
1646524800,2022-03-06 00:00:00,CRV/USDT,2.245,2.267,2.055,2.058,823705.96485887,1764369.76557526072
1646438400,2022-03-05 00:00:00,CRV/USDT,2.253,2.285,2.18,2.25,579078.77152525,1297459.81130990986
1646352000,2022-03-04 00:00:00,CRV/USDT,2.5,2.521,2.222,2.249,1282543.95387779,3064197.18553752056
1646265600,2022-03-03 00:00:00,CRV/USDT,2.647,2.67,2.44,2.507,1127085.88814444,2864888.04639858526
1646179200,2022-03-02 00:00:00,CRV/USDT,2.544,2.756,2.462,2.646,2260427.69066348,5971350.12306486097
1646092800,2022-03-01 00:00:00,CRV/USDT,2.442,2.6,2.397,2.544,1563175.91885588,3892369.17532316053
1646006400,2022-02-28 00:00:00,CRV/USDT,2.186,2.448,2.126,2.443,1062672.17041014,2447287.43592577789
1645920000,2022-02-27 00:00:00,CRV/USDT,2.393,2.395,2.155,2.189,701012.29867382,1596189.09922794544
1645833600,2022-02-26 00:00:00,CRV/USDT,2.36,2.461,2.315,2.394,566061.89845423,1353553.68075274487
1645747200,2022-02-25 00:00:00,CRV/USDT,2.237,2.411,2.189,2.359,890446.24835207,2045258.27665950954
1645660800,2022-02-24 00:00:00,CRV/USDT,2.283,2.309,1.879,2.246,2450071.23430944,5095673.56121300613
1645574400,2022-02-23 00:00:00,CRV/USDT,2.395,2.515,2.275,2.281,1270569.3720711,3072940.23845617534
1645488000,2022-02-22 00:00:00,CRV/USDT,2.337,2.429,2.2,2.395,1430005.90342301,3301630.46945985277
1645401600,2022-02-21 00:00:00,CRV/USDT,2.547,2.69,2.327,2.336,1532420.67825686,3920553.04429211408
1645315200,2022-02-20 00:00:00,CRV/USDT,2.797,2.802,2.51,2.545,1132156.60561161,2957573.49219167548
1645228800,2022-02-19 00:00:00,CRV/USDT,2.805,2.87,2.71,2.798,705341.94075535,1969080.01042356779
1645142400,2022-02-18 00:00:00,CRV/USDT,2.906,2.996,2.795,2.806,939765.8040695,2725980.24212884114
1645056000,2022-02-17 00:00:00,CRV/USDT,3.167,3.3,2.884,2.909,1882379.43122397,5833365.5115185713
1644969600,2022-02-16 00:00:00,CRV/USDT,3.179,3.269,3.053,3.166,1765213.8459057,5575785.10179122928
1644883200,2022-02-15 00:00:00,CRV/USDT,2.904,3.194,2.904,3.18,2274264.83576872,6954657.24859025676
1644796800,2022-02-14 00:00:00,CRV/USDT,2.746,2.909,2.651,2.903,2336652.36951534,6511805.31594677909
1644710400,2022-02-13 00:00:00,CRV/USDT,2.871,2.924,2.72,2.744,1109076.44987866,3151360.06906040736
1644624000,2022-02-12 00:00:00,CRV/USDT,2.885,3.019,2.782,2.871,1577750.62594877,4616450.35162570143
1644537600,2022-02-11 00:00:00,CRV/USDT,3.19,3.251,2.816,2.886,1848980.70019252,5688916.55742892198
1644451200,2022-02-10 00:00:00,CRV/USDT,3.498,3.501,3.166,3.19,1667398.3620722,5559727.16375456772
1644364800,2022-02-09 00:00:00,CRV/USDT,3.419,3.545,3.34,3.496,1259769.61333724,4349421.49095202406
1644278400,2022-02-08 00:00:00,CRV/USDT,3.554,3.723,3.296,3.417,1965173.8284686,6831881.31767833907
1644192000,2022-02-07 00:00:00,CRV/USDT,3.376,3.639,3.309,3.553,2396374.26067626,8419746.23182943319
1644105600,2022-02-06 00:00:00,CRV/USDT,3.42,3.531,3.271,3.376,1087674.79430249,3694361.38064536077
1644019200,2022-02-05 00:00:00,CRV/USDT,3.431,3.57,3.38,3.419,1357405.32634912,4721623.90776428144
1643932800,2022-02-04 00:00:00,CRV/USDT,3.114,3.45,3.063,3.432,1856700.05251485,6072598.37755697564
1643846400,2022-02-03 00:00:00,CRV/USDT,3.102,3.142,2.984,3.118,1026182.15220767,3143752.80802802865
1643760000,2022-02-02 00:00:00,CRV/USDT,3.46,3.504,3.056,3.103,1517720.72891294,4978191.32009284924
1643673600,2022-02-01 00:00:00,CRV/USDT,3.269,3.499,3.259,3.461,2082974.39193335,7055414.7474901351
1643587200,2022-01-31 00:00:00,CRV/USDT,3.183,3.325,2.945,3.279,1731229.07545425,5374064.45417215605
1643500800,2022-01-30 00:00:00,CRV/USDT,2.991,3.259,2.926,3.181,1988029.74685045,6156784.53495180382
1643414400,2022-01-29 00:00:00,CRV/USDT,2.917,3.084,2.894,2.987,1307936.37079354,3909993.26878484393
1643328000,2022-01-28 00:00:00,CRV/USDT,2.782,2.958,2.693,2.916,2026377.02730985,5716229.99010648979
1643241600,2022-01-27 00:00:00,CRV/USDT,2.865,2.94,2.65,2.787,2090528.07056599,5851520.58535824247
1643155200,2022-01-26 00:00:00,CRV/USDT,3.016,3.289,2.808,2.868,3260745.09664786,9977374.03211477804
1643068800,2022-01-25 00:00:00,CRV/USDT,2.817,3.121,2.703,3.011,2925827.27763355,8591066.52341591605
