https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TKY,Volume USDT
1644969600,2022-02-16 00:00:00,TKY/USDT,0.000357,0.00036,0.000333,0.000356,32414975.17501765,11262.85615758001064
1644883200,2022-02-15 00:00:00,TKY/USDT,0.000348,0.000363,0.000338,0.000356,65875422.12727686,23292.11994845005499
1644796800,2022-02-14 00:00:00,TKY/USDT,0.000352,0.000355,0.000335,0.000348,19254618.7435629,6606.382919367451
1644710400,2022-02-13 00:00:00,TKY/USDT,0.000356,0.000377,0.000347,0.000354,41175273.45329659,14858.5841644180367
1644624000,2022-02-12 00:00:00,TKY/USDT,0.000369,0.000377,0.000354,0.000356,38388134.63873662,13948.46746798794977
1644537600,2022-02-11 00:00:00,TKY/USDT,0.000389,0.000415,0.000369,0.000369,46921767.14416661,18272.60045710195592
1644451200,2022-02-10 00:00:00,TKY/USDT,0.000385,0.0004,0.000378,0.00039,35771024.67935035,13908.32357936903761
1644364800,2022-02-09 00:00:00,TKY/USDT,0.000375,0.0004,0.000373,0.000387,58980313.09995797,22902.88622863958836
1644278400,2022-02-08 00:00:00,TKY/USDT,0.000417,0.000426,0.000366,0.000373,100093166.41043483,39360.1700559212179
1644192000,2022-02-07 00:00:00,TKY/USDT,0.000394,0.000436,0.000391,0.00042,156771161.08657951,64471.76237539049818
1644105600,2022-02-06 00:00:00,TKY/USDT,0.000365,0.000442,0.00036,0.000394,227284124.16896052,92023.98994493567334
1644019200,2022-02-05 00:00:00,TKY/USDT,0.000353,0.000395,0.000347,0.000365,47256202.25935232,17479.32987014112304
1643932800,2022-02-04 00:00:00,TKY/USDT,0.000323,0.000355,0.000322,0.000353,28960499.95886073,9771.17329964420255
1643846400,2022-02-03 00:00:00,TKY/USDT,0.000326,0.000333,0.000303,0.000322,47202070.83465165,14935.50811948874672
1643760000,2022-02-02 00:00:00,TKY/USDT,0.000349,0.000356,0.000324,0.000324,45092980.15034787,15354.56211424607691
1643673600,2022-02-01 00:00:00,TKY/USDT,0.000347,0.000365,0.000337,0.000349,37810779.71554149,13363.97932308742502
1643587200,2022-01-31 00:00:00,TKY/USDT,0.000342,0.000353,0.000331,0.000348,46224026.10966994,15828.94622772941443
1643500800,2022-01-30 00:00:00,TKY/USDT,0.000344,0.000364,0.00034,0.000341,34227816.37949068,12076.51293718444675
1643414400,2022-01-29 00:00:00,TKY/USDT,0.000338,0.000355,0.000332,0.000344,37232547.9986486,12806.72180429112717
1643328000,2022-01-28 00:00:00,TKY/USDT,0.00034,0.000351,0.000329,0.000338,40254691.34819626,13680.1744310656106
1643241600,2022-01-27 00:00:00,TKY/USDT,0.000354,0.000365,0.000319,0.00034,88085058.54775787,29964.25157116541939
1643155200,2022-01-26 00:00:00,TKY/USDT,0.000345,0.000396,0.000343,0.000354,82363233.19954522,30543.85022767162975
1643068800,2022-01-25 00:00:00,TKY/USDT,0.000342,0.000363,0.000322,0.000346,44904053.96021141,15289.51171225985825
1642982400,2022-01-24 00:00:00,TKY/USDT,0.000347,0.000364,0.000295,0.000343,61730746.15059609,20116.60596944285388
1642896000,2022-01-23 00:00:00,TKY/USDT,0.000333,0.000358,0.000327,0.000346,25200308.60369412,8703.57449551939609
1642809600,2022-01-22 00:00:00,TKY/USDT,0.000382,0.000391,0.000324,0.000334,79511589.83754835,27964.34867846043787
1642723200,2022-01-21 00:00:00,TKY/USDT,0.000445,0.00045,0.000362,0.00038,105255703.94132742,41517.03759375216945
1642636800,2022-01-20 00:00:00,TKY/USDT,0.000474,0.00051,0.000445,0.000445,75708582.96106168,35814.23843407433909
1642550400,2022-01-19 00:00:00,TKY/USDT,0.000473,0.000499,0.000451,0.000475,61434948.63719173,29220.18171960588956
1642464000,2022-01-18 00:00:00,TKY/USDT,0.000492,0.000496,0.000456,0.000471,64220704.63019793,30301.16836520694004
1642377600,2022-01-17 00:00:00,TKY/USDT,0.000528,0.000534,0.000487,0.000489,37745786.80275261,19169.43062415946478
1642291200,2022-01-16 00:00:00,TKY/USDT,0.000576,0.000581,0.000522,0.000528,98863257.01407094,53086.55558229162884
1642204800,2022-01-15 00:00:00,TKY/USDT,0.000512,0.000634,0.00051,0.000576,226988619.71777662,130865.28125322486405
1642118400,2022-01-14 00:00:00,TKY/USDT,0.000477,0.000559,0.000467,0.000513,101265900.33377603,51024.85285961445761
1642032000,2022-01-13 00:00:00,TKY/USDT,0.000495,0.000523,0.000469,0.000477,79711160.17024117,39166.98512319569977
1641945600,2022-01-12 00:00:00,TKY/USDT,0.000485,0.000518,0.000455,0.000497,116374282.30593992,56474.60479658821039
1641859200,2022-01-11 00:00:00,TKY/USDT,0.000476,0.0005,0.000469,0.000487,69772158.53664736,34064.60024371608114
1641772800,2022-01-10 00:00:00,TKY/USDT,0.000502,0.000508,0.000447,0.000472,51780245.00229524,24689.1122497958948
1641686400,2022-01-09 00:00:00,TKY/USDT,0.000483,0.000526,0.00048,0.000502,40319051.40156766,20023.20996562528874
1641600000,2022-01-08 00:00:00,TKY/USDT,0.000527,0.000539,0.000446,0.000483,135819039.03350167,65693.44922777093386
1641513600,2022-01-07 00:00:00,TKY/USDT,0.000554,0.000557,0.0005,0.000523,96236051.28927219,50548.54478215710164
1641427200,2022-01-06 00:00:00,TKY/USDT,0.000571,0.000582,0.000535,0.000554,69176316.80901361,38410.61232157318458
1641340800,2022-01-05 00:00:00,TKY/USDT,0.000634,0.000656,0.000549,0.000568,168512012.97930188,101546.82535662911795
1641254400,2022-01-04 00:00:00,TKY/USDT,0.000579,0.000677,0.000545,0.000635,234532297.5803473,139418.30845711033306
1641168000,2022-01-03 00:00:00,TKY/USDT,0.000594,0.000602,0.000563,0.000582,98549315.67918255,56815.14507201361169
1641081600,2022-01-02 00:00:00,TKY/USDT,0.000615,0.000618,0.000566,0.000592,133169728.34055988,78300.13365243205726
1640995200,2022-01-01 00:00:00,TKY/USDT,0.00069,0.00069,0.000596,0.000614,373265929.20248803,232141.79367485232249
1640908800,2021-12-31 00:00:00,TKY/USDT,0.000559,0.000902,0.000535,0.000689,926661838.50859856,668679.11941408161224
1640822400,2021-12-30 00:00:00,TKY/USDT,0.000517,0.000564,0.000511,0.000557,74538558.11503354,39828.1204864809263
1640736000,2021-12-29 00:00:00,TKY/USDT,0.000553,0.000581,0.000517,0.000517,44351136.57654261,24642.10370899087713
1640649600,2021-12-28 00:00:00,TKY/USDT,0.000594,0.000614,0.00055,0.000552,107391602.54239198,62503.7886998747961
