https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRPBEAR,Volume USDT
1662249600000.0,2022-09-04 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1662076800000.0,2022-09-02 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.1e-07,0.0,0.0
1661990400000.0,2022-09-01 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.1e-07,0.0,0.0
1661904000000.0,2022-08-31 00:00:00,XRPBEAR/USDT,1.2e-07,1.2e-07,1.1e-07,1.1e-07,0.0,0.0
1661817600000.0,2022-08-30 00:00:00,XRPBEAR/USDT,1.2e-07,1.3e-07,1.1e-07,1.2e-07,40333333.333333336,4.84
1661731200000.0,2022-08-29 00:00:00,XRPBEAR/USDT,1.2e-07,1.3e-07,1.2e-07,1.2e-07,365416666.6666667,43.85
1661644800000.0,2022-08-28 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.2e-07,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1e-07,1.1e-07,53000000.0,5.83
1661472000000.0,2022-08-26 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1e-07,1.1e-07,48181818.18181818,5.3
1661385600000.0,2022-08-25 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1661299200000.0,2022-08-24 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1661212800000.0,2022-08-23 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.1e-07,62090909.090909086,6.83
1661126400000.0,2022-08-22 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.1e-07,401454545.4545454,44.16
1661040000000.0,2022-08-21 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1660953600000.0,2022-08-20 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1660867200000.0,2022-08-19 00:00:00,XRPBEAR/USDT,9e-08,1.2e-07,9e-08,1.1e-07,285090909.09090906,31.36
1660780800000.0,2022-08-18 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660608000000.0,2022-08-16 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660521600000.0,2022-08-15 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660435200000.0,2022-08-14 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660348800000.0,2022-08-13 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660262400000.0,2022-08-12 00:00:00,XRPBEAR/USDT,9e-08,9e-08,9e-08,9e-08,0.0,0.0
1660176000000.0,2022-08-11 00:00:00,XRPBEAR/USDT,1e-07,1e-07,9e-08,9e-08,10000000.0,0.9
1660089600000.0,2022-08-10 00:00:00,XRPBEAR/USDT,1e-07,1e-07,1e-07,1e-07,8000000.000000001,0.8
1660003200000.0,2022-08-09 00:00:00,XRPBEAR/USDT,1e-07,1.1e-07,1e-07,1e-07,1049300000.0000001,104.93
1659916800000.0,2022-08-08 00:00:00,XRPBEAR/USDT,1e-07,1e-07,1e-07,1e-07,32000000.000000004,3.2
1659830400000.0,2022-08-07 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1e-07,1e-07,1001000000.0,100.1
1659744000000.0,2022-08-06 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659657600000.0,2022-08-05 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659571200000.0,2022-08-04 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,5000000.0,0.55
1659484800000.0,2022-08-03 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659398400000.0,2022-08-02 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659312000000.0,2022-08-01 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659225600000.0,2022-07-31 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659139200000.0,2022-07-30 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1659052800000.0,2022-07-29 00:00:00,XRPBEAR/USDT,9e-08,1.1e-07,9e-08,1.1e-07,54999999.99999999,6.05
1658966400000.0,2022-07-28 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,9e-08,9e-08,395222222.2222222,35.57
1658880000000.0,2022-07-27 00:00:00,XRPBEAR/USDT,1.4e-07,1.5e-07,1.1e-07,1.1e-07,182636363.63636363,20.09
1658793600000.0,2022-07-26 00:00:00,XRPBEAR/USDT,1.4e-07,1.5e-07,1.4e-07,1.4e-07,225785714.28571427,31.61
1658707200000.0,2022-07-25 00:00:00,XRPBEAR/USDT,1.1e-07,1.4e-07,1.1e-07,1.4e-07,104142857.14285713,14.58
1658620800000.0,2022-07-24 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1658534400000.0,2022-07-23 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.1e-07,0.0,0.0
1658448000000.0,2022-07-22 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1658361600000.0,2022-07-21 00:00:00,XRPBEAR/USDT,1.1e-07,1.2e-07,1.1e-07,1.1e-07,106999999.99999999,11.77
1658275200000.0,2022-07-20 00:00:00,XRPBEAR/USDT,1e-07,1.1e-07,1e-07,1.1e-07,204545454.54545453,22.5
1658188800000.0,2022-07-19 00:00:00,XRPBEAR/USDT,1e-07,1.3e-07,1e-07,1e-07,6599200000.0,659.92
1658102400000.0,2022-07-18 00:00:00,XRPBEAR/USDT,1.4e-07,1.4e-07,1e-07,1e-07,4931800000.0,493.18
1658016000000.0,2022-07-17 00:00:00,XRPBEAR/USDT,1.4e-07,1.4e-07,1.2e-07,1.4e-07,866999999.9999999,121.38
1657929600000.0,2022-07-16 00:00:00,XRPBEAR/USDT,1.5e-07,1.5e-07,1.3e-07,1.4e-07,70999999.99999999,9.94
1657843200000.0,2022-07-15 00:00:00,XRPBEAR/USDT,1.6e-07,1.6e-07,1.4e-07,1.5e-07,83266666.66666667,12.49
1657756800000.0,2022-07-14 00:00:00,XRPBEAR/USDT,1.7e-07,1.8e-07,1.6e-07,1.6e-07,63000000.0,10.08
1657670400000.0,2022-07-13 00:00:00,XRPBEAR/USDT,2e-07,2.1e-07,1.7e-07,1.7e-07,155176470.5882353,26.38
1657584000000.0,2022-07-12 00:00:00,XRPBEAR/USDT,1.8e-07,2.2e-07,1.7e-07,2e-07,224650000.0,44.93
1657497600000.0,2022-07-11 00:00:00,XRPBEAR/USDT,1.7e-07,1.9e-07,1.7e-07,1.8e-07,0.0,0.0
1657411200000.0,2022-07-10 00:00:00,XRPBEAR/USDT,1.4e-07,1.8e-07,1.4e-07,1.7e-07,186235294.11764708,31.66
1657324800000.0,2022-07-09 00:00:00,XRPBEAR/USDT,1.5e-07,1.5e-07,1.4e-07,1.4e-07,140857142.85714284,19.72
1657238400000.0,2022-07-08 00:00:00,XRPBEAR/USDT,1.6e-07,1.6e-07,1.3e-07,1.5e-07,2866666.666666667,0.43
1657152000000.0,2022-07-07 00:00:00,XRPBEAR/USDT,1.7e-07,1.8e-07,1.5e-07,1.6e-07,0.0,0.0
1657065600000.0,2022-07-06 00:00:00,XRPBEAR/USDT,1.8e-07,1.9e-07,1.7e-07,1.7e-07,6470588.2352941185,1.1
1656979200000.0,2022-07-05 00:00:00,XRPBEAR/USDT,1.8e-07,1.9e-07,1.8e-07,1.8e-07,59111111.11111111,10.64
1656892800000.0,2022-07-04 00:00:00,XRPBEAR/USDT,1.9e-07,2e-07,1.8e-07,1.8e-07,27000000.000000004,4.86
1656806400000.0,2022-07-03 00:00:00,XRPBEAR/USDT,2e-07,2e-07,1.8e-07,1.9e-07,153684210.52631578,29.2
1656720000000.0,2022-07-02 00:00:00,XRPBEAR/USDT,1.9e-07,2e-07,1.9e-07,2e-07,29000000.0,5.8
1656633600000.0,2022-07-01 00:00:00,XRPBEAR/USDT,1.8e-07,2.1e-07,1.7e-07,1.9e-07,160157894.7368421,30.43
1656547200000.0,2022-06-30 00:00:00,XRPBEAR/USDT,1.7e-07,2.2e-07,1.7e-07,1.8e-07,177000000.0,31.86
1656460800000.0,2022-06-29 00:00:00,XRPBEAR/USDT,1.6e-07,1.9e-07,1.6e-07,1.7e-07,150058823.5294118,25.51
1656374400000.0,2022-06-28 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.4e-07,1.6e-07,21312500.0,3.41
1656288000000.0,2022-06-27 00:00:00,XRPBEAR/USDT,1.3e-07,1.5e-07,1.3e-07,1.5e-07,528266666.6666666,79.24
1656201600000.0,2022-06-26 00:00:00,XRPBEAR/USDT,1.4e-07,1.4e-07,1.3e-07,1.3e-07,28538461.53846154,3.71
1656115200000.0,2022-06-25 00:00:00,XRPBEAR/USDT,1.3e-07,1.4e-07,1.3e-07,1.4e-07,185999999.99999997,26.04
1656028800000.0,2022-06-24 00:00:00,XRPBEAR/USDT,1.9e-07,1.9e-07,1.2e-07,1.3e-07,1174000000.0,152.62
1655942400000.0,2022-06-23 00:00:00,XRPBEAR/USDT,2.2e-07,2.2e-07,1.9e-07,1.9e-07,2000000.0,0.38
1655856000000.0,2022-06-22 00:00:00,XRPBEAR/USDT,1.9e-07,2.2e-07,1.9e-07,2.2e-07,153500000.0,33.77
1655769600000.0,2022-06-21 00:00:00,XRPBEAR/USDT,2.2e-07,2.3e-07,1.9e-07,1.9e-07,1332578947.368421,253.19
1655683200000.0,2022-06-20 00:00:00,XRPBEAR/USDT,2.2e-07,2.3e-07,2.1e-07,2.2e-07,10454545.454545453,2.3
1655596800000.0,2022-06-19 00:00:00,XRPBEAR/USDT,2.7e-07,2.7e-07,2e-07,2.2e-07,396363636.3636364,87.2
1655510400000.0,2022-06-18 00:00:00,XRPBEAR/USDT,2.2e-07,2.9e-07,2.2e-07,2.7e-07,1120814814.8148148,302.62
1655424000000.0,2022-06-17 00:00:00,XRPBEAR/USDT,2.5e-07,2.7e-07,2e-07,2.2e-07,147090909.0909091,32.36
1655337600000.0,2022-06-16 00:00:00,XRPBEAR/USDT,2.1e-07,2.5e-07,2.1e-07,2.5e-07,95040000.00000001,23.76
1655251200000.0,2022-06-15 00:00:00,XRPBEAR/USDT,2.7e-07,3e-07,2.1e-07,2.1e-07,2984428571.4285717,626.73
1655164800000.0,2022-06-14 00:00:00,XRPBEAR/USDT,2.8e-07,3.2e-07,2.6e-07,2.7e-07,373703703.7037037,100.9
1655078400000.0,2022-06-13 00:00:00,XRPBEAR/USDT,2.2e-07,3e-07,2.1e-07,2.8e-07,831428571.4285715,232.8
1654992000000.0,2022-06-12 00:00:00,XRPBEAR/USDT,1.9e-07,2.3e-07,1.9e-07,2.2e-07,83727272.72727273,18.42
1654905600000.0,2022-06-11 00:00:00,XRPBEAR/USDT,1.7e-07,2e-07,1.6e-07,1.9e-07,0.0,0.0
1654819200000.0,2022-06-10 00:00:00,XRPBEAR/USDT,1.6e-07,1.7e-07,1.4e-07,1.7e-07,0.0,0.0
1654732800000.0,2022-06-09 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.5e-07,1.6e-07,150000000.0,24.0
1654646400000.0,2022-06-08 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.5e-07,1.5e-07,132266666.66666667,19.84
1654560000000.0,2022-06-07 00:00:00,XRPBEAR/USDT,1.4e-07,1.7e-07,1.4e-07,1.5e-07,65733333.333333336,9.86
1654473600000.0,2022-06-06 00:00:00,XRPBEAR/USDT,1.5e-07,1.5e-07,1.4e-07,1.4e-07,287928571.4285714,40.31
1654387200000.0,2022-06-05 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.5e-07,1.5e-07,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,XRPBEAR/USDT,1.6e-07,1.6e-07,1.5e-07,1.5e-07,0.0,0.0
1654214400000.0,2022-06-03 00:00:00,XRPBEAR/USDT,1.4e-07,1.6e-07,1.4e-07,1.6e-07,35875000.0,5.74
1654128000000.0,2022-06-02 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.4e-07,1.4e-07,0.0,0.0
1654041600000.0,2022-06-01 00:00:00,XRPBEAR/USDT,1.4e-07,1.6e-07,1.4e-07,1.5e-07,933333.3333333335,0.14
1653955200000.0,2022-05-31 00:00:00,XRPBEAR/USDT,1.4e-07,1.5e-07,1.3e-07,1.4e-07,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,XRPBEAR/USDT,1.7e-07,1.7e-07,1.4e-07,1.4e-07,0.0,0.0
1653782400000.0,2022-05-29 00:00:00,XRPBEAR/USDT,1.9e-07,1.9e-07,1.7e-07,1.7e-07,22000000.000000004,3.74
1653696000000.0,2022-05-28 00:00:00,XRPBEAR/USDT,1.9e-07,1.9e-07,1.8e-07,1.9e-07,33684210.52631579,6.4
1653609600000.0,2022-05-27 00:00:00,XRPBEAR/USDT,1.8e-07,1.9e-07,1.7e-07,1.9e-07,212421052.63157892,40.36
1653523200000.0,2022-05-26 00:00:00,XRPBEAR/USDT,1.5e-07,1.9e-07,1.5e-07,1.8e-07,126000000.0,22.68
1653436800000.0,2022-05-25 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.5e-07,1.5e-07,0.0,0.0
1653350400000.0,2022-05-24 00:00:00,XRPBEAR/USDT,1.6e-07,1.7e-07,1.5e-07,1.5e-07,305733333.3333334,45.86
1653264000000.0,2022-05-23 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.4e-07,1.6e-07,2541125000.0,406.58
1653177600000.0,2022-05-22 00:00:00,XRPBEAR/USDT,1.4e-07,1.5e-07,1.4e-07,1.5e-07,77000000.00000001,11.55
1653091200000.0,2022-05-21 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.4e-07,1.4e-07,1075714285.7142856,150.6
1653004800000.0,2022-05-20 00:00:00,XRPBEAR/USDT,1.5e-07,1.6e-07,1.3e-07,1.5e-07,780400000.0,117.06
1652918400000.0,2022-05-19 00:00:00,XRPBEAR/USDT,1.7e-07,1.7e-07,1.5e-07,1.5e-07,868866666.6666667,130.33
1652832000000.0,2022-05-18 00:00:00,XRPBEAR/USDT,1.4e-07,1.7e-07,1.4e-07,1.7e-07,76529411.76470588,13.01
1652745600000.0,2022-05-17 00:00:00,XRPBEAR/USDT,1.5e-07,1.5e-07,1.4e-07,1.4e-07,0.0,0.0
1652659200000.0,2022-05-16 00:00:00,XRPBEAR/USDT,1.3e-07,1.5e-07,1.3e-07,1.5e-07,8000000.0,1.2
1652572800000.0,2022-05-15 00:00:00,XRPBEAR/USDT,1.6e-07,1.6e-07,1.3e-07,1.3e-07,57692307.692307696,7.5
1652486400000.0,2022-05-14 00:00:00,XRPBEAR/USDT,1.5e-07,1.8e-07,1.3e-07,1.6e-07,250937500.0,40.15
1652400000000.0,2022-05-13 00:00:00,XRPBEAR/USDT,2.3e-07,2.3e-07,1.3e-07,1.5e-07,263933333.33333337,39.59
1652313600000.0,2022-05-12 00:00:00,XRPBEAR/USDT,1.8e-07,2.9e-07,1.8e-07,2.3e-07,5146130434.782608,1183.61
1652227200000.0,2022-05-11 00:00:00,XRPBEAR/USDT,1.2e-07,2.3e-07,1.2e-07,1.8e-07,2230333333.3333335,401.46
1652140800000.0,2022-05-10 00:00:00,XRPBEAR/USDT,1.4e-07,1.5e-07,1e-07,1.2e-07,2907666666.666667,348.92
1652054400000.0,2022-05-09 00:00:00,XRPBEAR/USDT,1.1e-07,1.4e-07,9e-08,1.4e-07,2042214285.7142859,285.91
1651968000000.0,2022-05-08 00:00:00,XRPBEAR/USDT,7e-08,1.1e-07,7e-08,1.1e-07,955636363.6363636,105.12
1651881600000.0,2022-05-07 00:00:00,XRPBEAR/USDT,7e-08,8e-08,7e-08,7e-08,0.0,0.0
1651795200000.0,2022-05-06 00:00:00,XRPBEAR/USDT,7e-08,9e-08,7e-08,7e-08,0.0,0.0
1651708800000.0,2022-05-05 00:00:00,XRPBEAR/USDT,8e-08,8e-08,7e-08,7e-08,18000000.0,1.26
1651622400000.0,2022-05-04 00:00:00,XRPBEAR/USDT,9e-08,1e-07,7e-08,8e-08,1944375000.0,155.55
1651536000000.0,2022-05-03 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,7e-08,9e-08,189111111.1111111,17.02
1651449600000.0,2022-05-02 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1651363200000.0,2022-05-01 00:00:00,XRPBEAR/USDT,9e-08,1.1e-07,8e-08,1.1e-07,245363636.36363634,26.99
1651276800000.0,2022-04-30 00:00:00,XRPBEAR/USDT,8e-08,1e-07,8e-08,9e-08,2341444444.444444,210.73
1651190400000.0,2022-04-29 00:00:00,XRPBEAR/USDT,7e-08,9e-08,7e-08,8e-08,22875000.0,1.83
1651104000000.0,2022-04-28 00:00:00,XRPBEAR/USDT,7e-08,7e-08,7e-08,7e-08,0.0,0.0
1651017600000.0,2022-04-27 00:00:00,XRPBEAR/USDT,7e-08,7e-08,7e-08,7e-08,9999999.999999998,0.7
1650931200000.0,2022-04-26 00:00:00,XRPBEAR/USDT,8e-08,8e-08,6e-08,7e-08,0.0,0.0
1650844800000.0,2022-04-25 00:00:00,XRPBEAR/USDT,5e-08,8e-08,5e-08,8e-08,97000000.0,7.76
1650758400000.0,2022-04-24 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,XRPBEAR/USDT,6e-08,6e-08,5e-08,5e-08,180400000.0,9.02
1650412800000.0,2022-04-20 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1650326400000.0,2022-04-19 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1650240000000.0,2022-04-18 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,1000000.0,0.06
1650153600000.0,2022-04-17 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1650067200000.0,2022-04-16 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1649980800000.0,2022-04-15 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,23000000.0,1.38
1649894400000.0,2022-04-14 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1649808000000.0,2022-04-13 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1649721600000.0,2022-04-12 00:00:00,XRPBEAR/USDT,6e-08,8e-08,6e-08,6e-08,0.0,0.0
1649635200000.0,2022-04-11 00:00:00,XRPBEAR/USDT,6e-08,8e-08,6e-08,6e-08,0.0,0.0
1649548800000.0,2022-04-10 00:00:00,XRPBEAR/USDT,6e-08,6e-08,6e-08,6e-08,0.0,0.0
1649462400000.0,2022-04-09 00:00:00,XRPBEAR/USDT,5e-08,6e-08,5e-08,6e-08,0.0,0.0
1649376000000.0,2022-04-08 00:00:00,XRPBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1649289600000.0,2022-04-07 00:00:00,XRPBEAR/USDT,5e-08,6e-08,5e-08,5e-08,0.0,0.0
1649203200000.0,2022-04-06 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1649116800000.0,2022-04-05 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1649030400000.0,2022-04-04 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648944000000.0,2022-04-03 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648857600000.0,2022-04-02 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648771200000.0,2022-04-01 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648684800000.0,2022-03-31 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648598400000.0,2022-03-30 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648512000000.0,2022-03-29 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648425600000.0,2022-03-28 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648339200000.0,2022-03-27 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648252800000.0,2022-03-26 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1648166400000.0,2022-03-25 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,30000000.0,1.5
1648080000000.0,2022-03-24 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,80000000.0,4.0
1647993600000.0,2022-03-23 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,0.0,0.0
1647907200000.0,2022-03-22 00:00:00,XRPBEAR/USDT,5e-08,5e-08,5e-08,5e-08,1000000.0000000001,0.05
1647820800000.0,2022-03-21 00:00:00,XRPBEAR/USDT,7e-08,7e-08,5e-08,5e-08,93600000.0,4.68
1647734400000.0,2022-03-20 00:00:00,XRPBEAR/USDT,7e-08,7e-08,7e-08,7e-08,0.0,0.0
1647648000000.0,2022-03-19 00:00:00,XRPBEAR/USDT,7e-08,7e-08,7e-08,7e-08,0.0,0.0
1647561600000.0,2022-03-18 00:00:00,XRPBEAR/USDT,7e-08,7e-08,7e-08,7e-08,0.0,0.0
1647475200000.0,2022-03-17 00:00:00,XRPBEAR/USDT,8e-08,8e-08,7e-08,7e-08,0.0,0.0
1647388800000.0,2022-03-16 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1647302400000.0,2022-03-15 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1647216000000.0,2022-03-14 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1647129600000.0,2022-03-13 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1647043200000.0,2022-03-12 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1646956800000.0,2022-03-11 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1646870400000.0,2022-03-10 00:00:00,XRPBEAR/USDT,8e-08,8e-08,8e-08,8e-08,0.0,0.0
1646784000000.0,2022-03-09 00:00:00,XRPBEAR/USDT,9e-08,9e-08,8e-08,8e-08,0.0,0.0
1646697600000.0,2022-03-08 00:00:00,XRPBEAR/USDT,8e-08,9e-08,8e-08,9e-08,0.0,0.0
1646611200000.0,2022-03-07 00:00:00,XRPBEAR/USDT,8e-08,1e-07,8e-08,8e-08,0.0,0.0
1646524800000.0,2022-03-06 00:00:00,XRPBEAR/USDT,7e-08,8e-08,7e-08,8e-08,0.0,0.0
1646438400000.0,2022-03-05 00:00:00,XRPBEAR/USDT,7e-08,8e-08,7e-08,7e-08,0.0,0.0
1646352000000.0,2022-03-04 00:00:00,XRPBEAR/USDT,7e-08,9e-08,7e-08,7e-08,0.0,0.0
1646265600000.0,2022-03-03 00:00:00,XRPBEAR/USDT,7e-08,9e-08,7e-08,7e-08,0.0,0.0
1646179200000.0,2022-03-02 00:00:00,XRPBEAR/USDT,7e-08,8e-08,7e-08,7e-08,1135000000.0,79.45
1646092800000.0,2022-03-01 00:00:00,XRPBEAR/USDT,7e-08,8e-08,7e-08,7e-08,0.0,0.0
1646006400000.0,2022-02-28 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,6e-08,7e-08,589999999.9999999,41.3
1645920000000.0,2022-02-27 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
1645833600000.0,2022-02-26 00:00:00,XRPBEAR/USDT,1.1e-07,1.1e-07,1.1e-07,1.1e-07,0.0,0.0
