https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume RUB,tradecount
1663426800000,2022-09-17 15:00:00,BTC/RUB,1202379.00000000,1209000.00000000,1201957.00000000,1207999.00000000,0.92942000,1119692.57677000,110
1663423200000,2022-09-17 14:00:00,BTC/RUB,1201536.00000000,1205821.00000000,1200658.00000000,1201957.00000000,0.63076000,759173.16249000,123
1663419600000,2022-09-17 13:00:00,BTC/RUB,1199875.00000000,1203995.00000000,1198852.00000000,1201380.00000000,0.55538000,667183.92112000,80
1663416000000,2022-09-17 12:00:00,BTC/RUB,1197065.00000000,1201976.00000000,1195216.00000000,1199853.00000000,0.37431000,448948.47299000,77
1663412400000,2022-09-17 11:00:00,BTC/RUB,1202332.00000000,1202436.00000000,1197482.00000000,1197894.00000000,0.63642000,763976.13916000,76
1663408800000,2022-09-17 10:00:00,BTC/RUB,1202230.00000000,1204799.00000000,1198866.00000000,1202185.00000000,0.80000000,961340.38479000,102
1663405200000,2022-09-17 09:00:00,BTC/RUB,1202528.00000000,1205049.00000000,1202230.00000000,1202230.00000000,0.41050000,493856.30630000,74
1663401600000,2022-09-17 08:00:00,BTC/RUB,1199962.00000000,1204231.00000000,1199962.00000000,1202516.00000000,0.83545000,1004741.72679000,87
1663398000000,2022-09-17 07:00:00,BTC/RUB,1204252.00000000,1204252.00000000,1197439.00000000,1201000.00000000,0.59213000,710609.48372000,87
1663394400000,2022-09-17 06:00:00,BTC/RUB,1202900.00000000,1206092.00000000,1199810.00000000,1201665.00000000,0.77416000,931212.39644000,100
1663390800000,2022-09-17 05:00:00,BTC/RUB,1208453.00000000,1208453.00000000,1200133.00000000,1202899.00000000,1.10017000,1324499.06210000,88
1663387200000,2022-09-17 04:00:00,BTC/RUB,1205752.00000000,1210455.00000000,1204713.00000000,1207800.00000000,0.70770000,854574.76373000,95
1663383600000,2022-09-17 03:00:00,BTC/RUB,1204358.00000000,1206933.00000000,1203342.00000000,1203531.00000000,0.38659000,465835.81146000,63
1663380000000,2022-09-17 02:00:00,BTC/RUB,1211481.00000000,1211700.00000000,1202464.00000000,1205478.00000000,0.40235000,484735.35168000,74
1663376400000,2022-09-17 01:00:00,BTC/RUB,1211656.00000000,1214235.00000000,1209264.00000000,1212000.00000000,0.79592000,963874.07866000,80
1663372800000,2022-09-17 00:00:00,BTC/RUB,1201310.00000000,1215692.00000000,1199500.00000000,1209131.00000000,1.00081000,1204875.13762000,165
1663369200000,2022-09-16 23:00:00,BTC/RUB,1200171.00000000,1202000.00000000,1196147.00000000,1202000.00000000,0.24726000,296293.25053000,47
1663365600000,2022-09-16 22:00:00,BTC/RUB,1200348.00000000,1201200.00000000,1197523.00000000,1200675.00000000,0.24152000,289980.31509000,34
1663362000000,2022-09-16 21:00:00,BTC/RUB,1199394.00000000,1204703.00000000,1197374.00000000,1200348.00000000,0.49429000,593497.31493000,86
1663358400000,2022-09-16 20:00:00,BTC/RUB,1194362.00000000,1201252.00000000,1193164.00000000,1199793.00000000,2.36124000,2830741.43142000,251
1663354800000,2022-09-16 19:00:00,BTC/RUB,1183540.00000000,1194362.00000000,1182991.00000000,1193300.00000000,0.94894000,1128687.08124000,153
1663351200000,2022-09-16 18:00:00,BTC/RUB,1182049.00000000,1186000.00000000,1175342.00000000,1183561.00000000,0.87108000,1027800.92634000,173
1663347600000,2022-09-16 17:00:00,BTC/RUB,1180164.00000000,1184000.00000000,1170000.00000000,1183101.00000000,1.33790000,1574793.91917000,227
1663344000000,2022-09-16 16:00:00,BTC/RUB,1185029.00000000,1185914.00000000,1177052.00000000,1180158.00000000,1.01799000,1202399.00699000,181
1663340400000,2022-09-16 15:00:00,BTC/RUB,1187595.00000000,1191759.00000000,1181610.00000000,1187966.00000000,0.90400000,1073795.21044000,142
1663336800000,2022-09-16 14:00:00,BTC/RUB,1179612.00000000,1195898.00000000,1177676.00000000,1187550.00000000,0.78518000,932935.33756000,185
1663333200000,2022-09-16 13:00:00,BTC/RUB,1187876.00000000,1193400.00000000,1174754.00000000,1178730.00000000,1.61846000,1921730.65973000,273
1663329600000,2022-09-16 12:00:00,BTC/RUB,1197592.00000000,1197592.00000000,1186809.00000000,1189317.00000000,0.85364000,1018753.44814000,163
1663326000000,2022-09-16 11:00:00,BTC/RUB,1192578.00000000,1198778.00000000,1190619.00000000,1197163.00000000,0.96341000,1150303.33170000,133
1663322400000,2022-09-16 10:00:00,BTC/RUB,1190780.00000000,1193513.00000000,1189192.00000000,1191506.00000000,0.43018000,512448.87465000,121
1663318800000,2022-09-16 09:00:00,BTC/RUB,1186381.00000000,1191695.00000000,1186381.00000000,1189192.00000000,0.66525000,791285.90872000,83
1663315200000,2022-09-16 08:00:00,BTC/RUB,1189846.00000000,1190017.00000000,1182068.00000000,1187030.00000000,0.76229000,904661.09957000,138
1663311600000,2022-09-16 07:00:00,BTC/RUB,1186946.00000000,1191980.00000000,1186909.00000000,1189844.00000000,0.64411000,766322.85144000,89
1663308000000,2022-09-16 06:00:00,BTC/RUB,1185942.00000000,1190423.00000000,1185250.00000000,1188283.00000000,0.27613000,327893.26506000,62
1663304400000,2022-09-16 05:00:00,BTC/RUB,1193443.00000000,1193723.00000000,1185837.00000000,1187310.00000000,0.42021000,499568.09937000,92
1663300800000,2022-09-16 04:00:00,BTC/RUB,1185366.00000000,1194300.00000000,1185366.00000000,1194300.00000000,0.72614000,864163.37411000,123
1663297200000,2022-09-16 03:00:00,BTC/RUB,1186999.00000000,1186999.00000000,1181193.00000000,1185471.00000000,0.34266000,405433.61762000,68
1663293600000,2022-09-16 02:00:00,BTC/RUB,1185536.00000000,1187537.00000000,1182469.00000000,1185853.00000000,0.48510000,575014.94682000,86
1663290000000,2022-09-16 01:00:00,BTC/RUB,1188095.00000000,1189000.00000000,1183318.00000000,1184034.00000000,0.16532000,196245.08169000,43
1663286400000,2022-09-16 00:00:00,BTC/RUB,1183275.00000000,1188500.00000000,1176505.00000000,1188500.00000000,0.61308000,725282.43704000,101
1663282800000,2022-09-15 23:00:00,BTC/RUB,1183296.00000000,1186720.00000000,1179300.00000000,1181798.00000000,0.48854000,578230.64462000,69
1663279200000,2022-09-15 22:00:00,BTC/RUB,1185585.00000000,1251100.00000000,1174449.00000000,1185399.00000000,9.39457000,11203622.47847000,691
1663275600000,2022-09-15 21:00:00,BTC/RUB,1189698.00000000,1191505.00000000,1125090.00000000,1185851.00000000,4.17202000,4868351.90149000,228
1663272000000,2022-09-15 20:00:00,BTC/RUB,1183874.00000000,1189957.00000000,1183853.00000000,1187748.00000000,0.38780000,460151.92835000,74
1663268400000,2022-09-15 19:00:00,BTC/RUB,1186857.00000000,1186898.00000000,1182371.00000000,1185000.00000000,2.25609000,2675980.61402000,200
1663264800000,2022-09-15 18:00:00,BTC/RUB,1190283.00000000,1193783.00000000,1185982.00000000,1186856.00000000,1.12242000,1334687.45295000,172
1663261200000,2022-09-15 17:00:00,BTC/RUB,1192766.00000000,1198000.00000000,1188579.00000000,1190390.00000000,0.85402000,1019040.80573000,149
1663257600000,2022-09-15 16:00:00,BTC/RUB,1183984.00000000,1194000.00000000,1180000.00000000,1193233.00000000,0.74932000,888850.29102000,158
1663254000000,2022-09-15 15:00:00,BTC/RUB,1182904.00000000,1191327.00000000,1171426.00000000,1182927.00000000,2.19848000,2600115.10218000,304
1663250400000,2022-09-15 14:00:00,BTC/RUB,1205862.00000000,1208315.00000000,1180000.00000000,1181261.00000000,1.79766000,2148362.50692000,295
1663246800000,2022-09-15 13:00:00,BTC/RUB,1206000.00000000,1207292.00000000,1197448.00000000,1205000.00000000,1.64981000,1983124.91382000,226
1663243200000,2022-09-15 12:00:00,BTC/RUB,1208907.00000000,1211368.00000000,1204616.00000000,1206972.00000000,1.45347000,1756643.96175000,184
1663239600000,2022-09-15 11:00:00,BTC/RUB,1210044.00000000,1212171.00000000,1205953.00000000,1208907.00000000,0.72221000,873338.73853000,140
1663236000000,2022-09-15 10:00:00,BTC/RUB,1207800.00000000,1211649.00000000,1206017.00000000,1208879.00000000,0.97178000,1174556.85537000,131
1663232400000,2022-09-15 09:00:00,BTC/RUB,1210808.00000000,1212976.00000000,1205839.00000000,1207860.00000000,0.93204000,1126645.24560000,135
1663228800000,2022-09-15 08:00:00,BTC/RUB,1214353.00000000,1216298.00000000,1203086.00000000,1213342.00000000,0.66881000,809708.92342000,116
1663225200000,2022-09-15 07:00:00,BTC/RUB,1207878.00000000,1220024.00000000,1206856.00000000,1215221.00000000,0.83021000,1007783.22591000,118
1663221600000,2022-09-15 06:00:00,BTC/RUB,1212144.00000000,1221995.00000000,1202894.00000000,1206590.00000000,1.81749000,2200556.34060000,245
1663218000000,2022-09-15 05:00:00,BTC/RUB,1204832.00000000,1215000.00000000,1204414.00000000,1212529.00000000,0.40128000,485411.36400000,95
1663214400000,2022-09-15 04:00:00,BTC/RUB,1206073.00000000,1209196.00000000,1202596.00000000,1206596.00000000,0.49881000,601313.93636000,90
1663210800000,2022-09-15 03:00:00,BTC/RUB,1206710.00000000,1208973.00000000,1199810.00000000,1205171.00000000,0.68824000,829883.64294000,131
1663207200000,2022-09-15 02:00:00,BTC/RUB,1214900.00000000,1214944.00000000,1203895.00000000,1206500.00000000,0.51823000,625983.81626000,80
1663203600000,2022-09-15 01:00:00,BTC/RUB,1213479.00000000,1216040.00000000,1201940.00000000,1216040.00000000,0.30313000,366685.29343000,56
1663200000000,2022-09-15 00:00:00,BTC/RUB,1218129.00000000,1220939.00000000,1213404.00000000,1214128.00000000,0.66104000,804413.27341000,69
1663196400000,2022-09-14 23:00:00,BTC/RUB,1219654.00000000,1221286.00000000,1216118.00000000,1218129.00000000,1.64716000,2007728.81581000,70
1663192800000,2022-09-14 22:00:00,BTC/RUB,1212297.00000000,1225024.00000000,1210003.00000000,1220000.00000000,0.86895000,1056187.73055000,139
1663189200000,2022-09-14 21:00:00,BTC/RUB,1198470.00000000,1215000.00000000,1193416.00000000,1214019.00000000,0.96192000,1154641.02904000,178
1663185600000,2022-09-14 20:00:00,BTC/RUB,1201000.00000000,1202740.00000000,1196523.00000000,1198453.00000000,0.34197000,409909.76643000,86
1663182000000,2022-09-14 19:00:00,BTC/RUB,1189859.00000000,1202947.00000000,1185648.00000000,1201000.00000000,0.85117000,1018206.40552000,151
1663178400000,2022-09-14 18:00:00,BTC/RUB,1210000.00000000,1210000.00000000,1181000.00000000,1190000.00000000,2.44548000,2919725.83038000,482
1663174800000,2022-09-14 17:00:00,BTC/RUB,1213858.00000000,1216998.00000000,1208377.00000000,1208836.00000000,0.70872000,859358.26969000,157
1663171200000,2022-09-14 16:00:00,BTC/RUB,1214961.00000000,1218303.00000000,1208038.00000000,1212677.00000000,2.48598000,3016508.54471000,315
1663167600000,2022-09-14 15:00:00,BTC/RUB,1221650.00000000,1223242.00000000,1214280.00000000,1214296.00000000,1.46946000,1791571.97705000,198
1663164000000,2022-09-14 14:00:00,BTC/RUB,1222785.00000000,1222815.00000000,1210613.00000000,1221520.00000000,1.21264000,1475051.69063000,259
1663160400000,2022-09-14 13:00:00,BTC/RUB,1222313.00000000,1226830.00000000,1215500.00000000,1222458.00000000,1.04400000,1274968.01515000,280
1663156800000,2022-09-14 12:00:00,BTC/RUB,1216820.00000000,1224483.00000000,1207359.00000000,1224483.00000000,1.22084000,1485262.57468000,374
1663153200000,2022-09-14 11:00:00,BTC/RUB,1223265.00000000,1224123.00000000,1208284.00000000,1216448.00000000,1.12805000,1375153.34044000,217
1663149600000,2022-09-14 10:00:00,BTC/RUB,1223112.00000000,1227999.00000000,1221781.00000000,1222070.00000000,0.81583000,998549.00670000,187
1663146000000,2022-09-14 09:00:00,BTC/RUB,1225122.00000000,1228000.00000000,1221933.00000000,1224353.00000000,0.58157000,712700.51319000,88
1663142400000,2022-09-14 08:00:00,BTC/RUB,1219858.00000000,1228471.00000000,1216735.00000000,1226000.00000000,2.30597000,2815220.89810000,256
1663138800000,2022-09-14 07:00:00,BTC/RUB,1225577.00000000,1232790.00000000,1215002.00000000,1222070.00000000,1.54252000,1890594.99680000,199
1663135200000,2022-09-14 06:00:00,BTC/RUB,1227312.00000000,1228264.00000000,1222108.00000000,1225618.00000000,0.88470000,1084034.58600000,124
1663131600000,2022-09-14 05:00:00,BTC/RUB,1230046.00000000,1231445.00000000,1226855.00000000,1227638.00000000,0.40403000,496845.57000000,75
1663128000000,2022-09-14 04:00:00,BTC/RUB,1226563.00000000,1232627.00000000,1224926.00000000,1231459.00000000,0.50278000,618276.12574000,93
1663124400000,2022-09-14 03:00:00,BTC/RUB,1230692.00000000,1230820.00000000,1224593.00000000,1225826.00000000,0.80225000,985688.43743000,99
1663120800000,2022-09-14 02:00:00,BTC/RUB,1218126.00000000,1247847.00000000,1216779.00000000,1230839.00000000,3.18313000,3910780.42516000,271
1663117200000,2022-09-14 01:00:00,BTC/RUB,1232706.00000000,1233885.00000000,1216791.00000000,1219563.00000000,3.79116000,4653156.74440000,290
1663113600000,2022-09-14 00:00:00,BTC/RUB,1234595.00000000,1238969.00000000,1225461.00000000,1231376.00000000,0.81401000,1002762.38519000,123
1663110000000,2022-09-13 23:00:00,BTC/RUB,1247885.00000000,1253000.00000000,1233160.00000000,1233160.00000000,2.33326000,2898450.47528000,237
1663106400000,2022-09-13 22:00:00,BTC/RUB,1207608.00000000,1252000.00000000,1204908.00000000,1247886.00000000,6.20065000,7643508.98325000,531
1663102800000,2022-09-13 21:00:00,BTC/RUB,1213485.00000000,1217035.00000000,1194852.00000000,1207423.00000000,2.37449000,2868928.96627000,342
1663099200000,2022-09-13 20:00:00,BTC/RUB,1219129.00000000,1224155.00000000,1213111.00000000,1213931.00000000,2.37884000,2897798.08399000,244
1663095600000,2022-09-13 19:00:00,BTC/RUB,1214498.00000000,1224129.00000000,1202836.00000000,1218836.00000000,3.23832000,3928319.42093000,350
1663092000000,2022-09-13 18:00:00,BTC/RUB,1261587.00000000,1261587.00000000,1212788.00000000,1213880.00000000,2.65373000,3273438.31698000,443
1663088400000,2022-09-13 17:00:00,BTC/RUB,1260873.00000000,1268404.00000000,1256615.00000000,1260384.00000000,2.26135000,2852897.65561000,258
1663084800000,2022-09-13 16:00:00,BTC/RUB,1260615.00000000,1266384.00000000,1255168.00000000,1260492.00000000,1.82061000,2295891.32714000,241
1663081200000,2022-09-13 15:00:00,BTC/RUB,1269706.00000000,1273192.00000000,1260192.00000000,1263464.00000000,2.02888000,2568231.20123000,237
1663077600000,2022-09-13 14:00:00,BTC/RUB,1283232.00000000,1285655.00000000,1262724.00000000,1270556.00000000,2.96351000,3787267.34402000,435
1663074000000,2022-09-13 13:00:00,BTC/RUB,1298712.00000000,1302671.00000000,1283344.00000000,1285421.00000000,3.04857000,3942313.37225000,355
1663070400000,2022-09-13 12:00:00,BTC/RUB,1362309.00000000,1371610.00000000,1292618.00000000,1299044.00000000,7.10050000,9428870.25651000,977
1663066800000,2022-09-13 11:00:00,BTC/RUB,1357694.00000000,1370224.00000000,1356541.00000000,1359607.00000000,2.48185000,3383166.84879000,405
1663063200000,2022-09-13 10:00:00,BTC/RUB,1351201.00000000,1359316.00000000,1349728.00000000,1357689.00000000,1.26438000,1711917.47669000,188
1663059600000,2022-09-13 09:00:00,BTC/RUB,1346136.00000000,1357132.00000000,1345911.00000000,1350365.00000000,0.73834000,998153.82704000,113
1663056000000,2022-09-13 08:00:00,BTC/RUB,1350758.00000000,1352288.00000000,1340588.00000000,1346136.00000000,1.34982000,1816257.95788000,212
1663052400000,2022-09-13 07:00:00,BTC/RUB,1357478.00000000,1363499.00000000,1349539.00000000,1350076.00000000,1.15800000,1570672.76006000,224
1663048800000,2022-09-13 06:00:00,BTC/RUB,1360001.00000000,1373101.00000000,1352557.00000000,1357478.00000000,1.78628000,2431947.44408000,315
1663045200000,2022-09-13 05:00:00,BTC/RUB,1352630.00000000,1361898.00000000,1352630.00000000,1360093.00000000,1.22078000,1656999.89299000,177
1663041600000,2022-09-13 04:00:00,BTC/RUB,1346910.00000000,1358100.00000000,1344277.00000000,1353451.00000000,3.28754000,4440322.07536000,296
1663038000000,2022-09-13 03:00:00,BTC/RUB,1356728.00000000,1357456.00000000,1342105.00000000,1346105.00000000,8.06868000,10894395.38641000,417
1663034400000,2022-09-13 02:00:00,BTC/RUB,1366239.00000000,1374000.00000000,1356705.00000000,1356734.00000000,6.27107000,8579143.26024000,530
1663030800000,2022-09-13 01:00:00,BTC/RUB,1345592.00000000,1368102.00000000,1344113.00000000,1366239.00000000,2.68504000,3642903.01175000,287
1663027200000,2022-09-13 00:00:00,BTC/RUB,1353834.00000000,1353960.00000000,1336337.00000000,1346142.00000000,2.32984000,3128173.23359000,267
1663023600000,2022-09-12 23:00:00,BTC/RUB,1353521.00000000,1354113.00000000,1348048.00000000,1351206.00000000,0.16134000,217852.76141000,55
1663020000000,2022-09-12 22:00:00,BTC/RUB,1353364.00000000,1356000.00000000,1347782.00000000,1351708.00000000,0.69729000,941522.63161000,85
1663016400000,2022-09-12 21:00:00,BTC/RUB,1354093.00000000,1356187.00000000,1347149.00000000,1351544.00000000,0.36397000,492423.95264000,86
1663012800000,2022-09-12 20:00:00,BTC/RUB,1357201.00000000,1360305.00000000,1353972.00000000,1355089.00000000,0.70134000,951424.78043000,114
1663009200000,2022-09-12 19:00:00,BTC/RUB,1358646.00000000,1360848.00000000,1355249.00000000,1358212.00000000,1.14053000,1549683.98458000,208
1663005600000,2022-09-12 18:00:00,BTC/RUB,1353729.00000000,1358793.00000000,1349716.00000000,1356835.00000000,1.53270000,2074176.60265000,208
1663002000000,2022-09-12 17:00:00,BTC/RUB,1347698.00000000,1356821.00000000,1345309.00000000,1353727.00000000,0.87844000,1186042.03959000,181
1662998400000,2022-09-12 16:00:00,BTC/RUB,1342832.00000000,1351740.00000000,1336001.00000000,1351387.00000000,1.38229000,1856704.03458000,214
1662994800000,2022-09-12 15:00:00,BTC/RUB,1348780.00000000,1355925.00000000,1337050.00000000,1341000.00000000,1.38004000,1859027.25316000,236
1662991200000,2022-09-12 14:00:00,BTC/RUB,1354607.00000000,1359522.00000000,1347491.00000000,1351276.00000000,0.80106000,1085214.73464000,138
1662987600000,2022-09-12 13:00:00,BTC/RUB,1351667.00000000,1358667.00000000,1348303.00000000,1354607.00000000,1.06837000,1447825.98546000,197
1662984000000,2022-09-12 12:00:00,BTC/RUB,1350000.00000000,1356000.00000000,1343816.00000000,1353069.00000000,1.26125000,1703595.15634000,165
1662980400000,2022-09-12 11:00:00,BTC/RUB,1342797.00000000,1357069.00000000,1337223.00000000,1350155.00000000,0.95929000,1294350.86463000,171
1662976800000,2022-09-12 10:00:00,BTC/RUB,1340980.00000000,1345880.00000000,1330157.00000000,1341828.00000000,0.58122000,777220.26275000,123
1662973200000,2022-09-12 09:00:00,BTC/RUB,1345731.00000000,1347923.00000000,1337173.00000000,1341748.00000000,0.69736000,936124.45780000,115
1662969600000,2022-09-12 08:00:00,BTC/RUB,1349007.00000000,1352112.00000000,1341322.00000000,1345846.00000000,1.81774000,2448699.80087000,187
1662966000000,2022-09-12 07:00:00,BTC/RUB,1324903.00000000,1350206.00000000,1324903.00000000,1347333.00000000,0.81481000,1089732.25297000,165
1662962400000,2022-09-12 06:00:00,BTC/RUB,1325000.00000000,1328084.00000000,1319384.00000000,1326118.00000000,0.53988000,714970.38144000,94
1662958800000,2022-09-12 05:00:00,BTC/RUB,1319069.00000000,1324000.00000000,1315661.00000000,1324000.00000000,0.48655000,642033.82547000,89
1662955200000,2022-09-12 04:00:00,BTC/RUB,1314013.00000000,1321043.00000000,1312739.00000000,1319322.00000000,0.44631000,587434.63320000,85
1662951600000,2022-09-12 03:00:00,BTC/RUB,1323879.00000000,1324667.00000000,1308735.00000000,1314789.00000000,0.71339000,938506.30310000,133
1662948000000,2022-09-12 02:00:00,BTC/RUB,1341258.00000000,1343398.00000000,1317569.00000000,1323879.00000000,1.23272000,1635750.43617000,188
1662944400000,2022-09-12 01:00:00,BTC/RUB,1316437.00000000,1358685.00000000,1313129.00000000,1340953.00000000,2.26916000,3046797.04139000,285
1662940800000,2022-09-12 00:00:00,BTC/RUB,1326826.00000000,1326826.00000000,1316501.00000000,1316501.00000000,0.26094000,344990.41915000,50
1662937200000,2022-09-11 23:00:00,BTC/RUB,1313156.00000000,1327184.00000000,1311241.00000000,1327184.00000000,0.52743000,695651.73340000,109
1662933600000,2022-09-11 22:00:00,BTC/RUB,1305423.00000000,1315500.00000000,1305423.00000000,1313649.00000000,1.07787000,1415019.81211000,97
1662930000000,2022-09-11 21:00:00,BTC/RUB,1313000.00000000,1317682.00000000,1302005.00000000,1304332.00000000,1.75200000,2298252.64135000,100
1662926400000,2022-09-11 20:00:00,BTC/RUB,1309783.00000000,1314426.00000000,1301237.00000000,1313000.00000000,1.91750000,2509511.69125000,192
1662922800000,2022-09-11 19:00:00,BTC/RUB,1308928.00000000,1312547.00000000,1306000.00000000,1310003.00000000,0.89578000,1172256.62742000,76
1662919200000,2022-09-11 18:00:00,BTC/RUB,1311289.00000000,1316050.00000000,1307018.00000000,1308328.00000000,0.56472000,740546.26379000,90
1662915600000,2022-09-11 17:00:00,BTC/RUB,1316749.00000000,1324100.00000000,1309026.00000000,1311291.00000000,1.45126000,1912768.46740000,143
1662912000000,2022-09-11 16:00:00,BTC/RUB,1315749.00000000,1321026.00000000,1312265.00000000,1319265.00000000,0.56283000,740955.78586000,116
1662908400000,2022-09-11 15:00:00,BTC/RUB,1306302.00000000,1320707.00000000,1306189.00000000,1315357.00000000,0.54069000,712150.92582000,125
1662904800000,2022-09-11 14:00:00,BTC/RUB,1308948.00000000,1311722.00000000,1305568.00000000,1309450.00000000,0.54518000,713004.89862000,89
1662901200000,2022-09-11 13:00:00,BTC/RUB,1313257.00000000,1313257.00000000,1306927.00000000,1308958.00000000,0.51585000,675640.86548000,78
1662897600000,2022-09-11 12:00:00,BTC/RUB,1314223.00000000,1315998.00000000,1308250.00000000,1314492.00000000,1.14040000,1496116.97166000,86
1662894000000,2022-09-11 11:00:00,BTC/RUB,1310881.00000000,1318000.00000000,1310881.00000000,1314344.00000000,0.27932000,367110.75579000,65
1662890400000,2022-09-11 10:00:00,BTC/RUB,1312787.00000000,1317000.00000000,1310690.00000000,1311620.00000000,0.40962000,538317.84975000,101
1662886800000,2022-09-11 09:00:00,BTC/RUB,1317062.00000000,1317578.00000000,1310366.00000000,1310376.00000000,0.29537000,388336.38707000,68
1662883200000,2022-09-11 08:00:00,BTC/RUB,1310087.00000000,1318000.00000000,1307391.00000000,1316308.00000000,0.60042000,788609.59156000,93
1662879600000,2022-09-11 07:00:00,BTC/RUB,1300900.00000000,1311761.00000000,1299319.00000000,1310087.00000000,0.43413000,566965.68672000,89
