https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FXS,Volume USDT
1642464000,2022-01-18 00:00:00,FXS/USDT,31.896,33.19,29.3,30.84,17299.84062837,542005.31521782648
1642377600,2022-01-17 00:00:00,FXS/USDT,37,37.006,31.001,31.984,20655.2488133,698250.73871817203
1642291200,2022-01-16 00:00:00,FXS/USDT,36.811,37.901,35.01,37.085,16333.70668532,595293.40803537966
1642204800,2022-01-15 00:00:00,FXS/USDT,38.53,38.542,36.61,36.848,6826.70273868,254548.44027336006
1642118400,2022-01-14 00:00:00,FXS/USDT,37.834,39.9,37.488,38.532,12138.04929309,466825.59275520281
1642032000,2022-01-13 00:00:00,FXS/USDT,41.3,41.531,36.159,37.834,36341.60014635,1364145.18322300077
1641945600,2022-01-12 00:00:00,FXS/USDT,35.445,43.836,35.312,41.375,35332.47476818,1429727.20627245162
1641859200,2022-01-11 00:00:00,FXS/USDT,35.015,36.973,33.89,35.398,18178.52259893,640701.74940745754
1641772800,2022-01-10 00:00:00,FXS/USDT,36.368,39.1,34,35.06,22902.16665198,817634.39888048848
1641686400,2022-01-09 00:00:00,FXS/USDT,38.16,38.65,34.655,36.371,15565.83236944,569063.19767745859
1641600000,2022-01-08 00:00:00,FXS/USDT,38.16,46,35.88,38.16,43100.84684375,1701460.28839282399
1641513600,2022-01-07 00:00:00,FXS/USDT,34.466,42.017,34.058,38.275,50461.79369114,1900551.3773517569
1641427200,2022-01-06 00:00:00,FXS/USDT,34.6,36.512,31.2,34.466,24776.01356923,843599.87518426466
1641340800,2022-01-05 00:00:00,FXS/USDT,37.739,40.924,33.174,34.6,29524.23162376,1066895.45869328924
1641254400,2022-01-04 00:00:00,FXS/USDT,33.125,45.1,32.86,37.74,72195.50527434,2686260.56702438502
1641168000,2022-01-03 00:00:00,FXS/USDT,35.092,35.185,32.366,33.225,12177.81123941,406389.36838264978
1641081600,2022-01-02 00:00:00,FXS/USDT,37.219,37.331,34.632,35.092,15956.77385878,564141.5588003841
1640995200,2022-01-01 00:00:00,FXS/USDT,39.232,41.014,34.436,37.219,39586.31842835,1494822.6989579347
1640908800,2021-12-31 00:00:00,FXS/USDT,29.938,43.998,29.919,39.248,52182.95714034,1899453.02733372892
1640822400,2021-12-30 00:00:00,FXS/USDT,26.152,35.6,25.756,29.938,98324.14539001,3026263.31509945892
1640736000,2021-12-29 00:00:00,FXS/USDT,22.017,29.172,21.862,26.152,64221.7426526,1614057.78141292707
1640649600,2021-12-28 00:00:00,FXS/USDT,23.8,25.613,21.848,22.01,51949.18879144,1223830.41032322916
