https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RMRK,Volume USDT
1663196400,2022-09-14 23:00:00,RMRK/USDT,2.469,2.4981,2.469,2.4813,1171.6301,2906.22578184
1663192800,2022-09-14 22:00:00,RMRK/USDT,2.4645,2.4747,2.4551,2.47,295.7987,728.84963415
1663189200,2022-09-14 21:00:00,RMRK/USDT,2.4807,2.4807,2.4563,2.4646,764.7095,1886.27775577
1663185600,2022-09-14 20:00:00,RMRK/USDT,2.4803,2.4876,2.4634,2.4807,1385.3903,3435.11304143
1663182000,2022-09-14 19:00:00,RMRK/USDT,2.4509,2.4837,2.4502,2.4776,1760.8723,4344.13883403
1663178400,2022-09-14 18:00:00,RMRK/USDT,2.4519,2.4642,2.3972,2.45,9843.0957,23942.54588393
1663174800,2022-09-14 17:00:00,RMRK/USDT,2.4564,2.4702,2.45,2.45,9972.2834,24468.1140713
1663171200,2022-09-14 16:00:00,RMRK/USDT,2.4749,2.4782,2.45,2.45,15853.3156,38876.27092214
1663167600,2022-09-14 15:00:00,RMRK/USDT,2.4742,2.4799,2.4674,2.4674,1487.0689,3679.67279612
1663164000,2022-09-14 14:00:00,RMRK/USDT,2.4821,2.4876,2.471,2.4742,1003.7457,2486.64142942
1663160400,2022-09-14 13:00:00,RMRK/USDT,2.4978,2.5009,2.4635,2.4789,1945.0131,4826.87957912
1663156800,2022-09-14 12:00:00,RMRK/USDT,2.469,2.4998,2.4586,2.4957,2386.4072,5896.01060081
1663153200,2022-09-14 11:00:00,RMRK/USDT,2.4726,2.4769,2.4655,2.4728,1475.1272,3647.25375764
1663149600,2022-09-14 10:00:00,RMRK/USDT,2.4549,2.4718,2.4549,2.4706,925.1127,2280.89762022
1663146000,2022-09-14 09:00:00,RMRK/USDT,2.4683,2.4777,2.4429,2.4531,1960.1187,4815.6930901
1663142400,2022-09-14 08:00:00,RMRK/USDT,2.4553,2.4676,2.391,2.4676,4286.4957,10394.70883227
1663138800,2022-09-14 07:00:00,RMRK/USDT,2.5074,2.514,2.4485,2.4575,3714.8647,9237.78144359
1663135200,2022-09-14 06:00:00,RMRK/USDT,2.5269,2.5299,2.504,2.504,749.0173,1887.31612998
1663131600,2022-09-14 05:00:00,RMRK/USDT,2.5504,2.5505,2.5273,2.5273,579.7792,1470.99002773
1663128000,2022-09-14 04:00:00,RMRK/USDT,2.5485,2.5506,2.5365,2.5505,514.4464,1308.44107389
1663124400,2022-09-14 03:00:00,RMRK/USDT,2.5718,2.5718,2.5393,2.5505,936.6286,2393.22685314
1663120800,2022-09-14 02:00:00,RMRK/USDT,2.5415,2.592,2.5302,2.5798,4151.6616,10580.53235506
1663117200,2022-09-14 01:00:00,RMRK/USDT,2.5424,2.5424,2.5301,2.5302,290.9323,737.38911749
1663113600,2022-09-14 00:00:00,RMRK/USDT,2.5285,2.5891,2.5145,2.5301,5946.6379,15118.49889287
1663110000,2022-09-13 23:00:00,RMRK/USDT,2.4988,2.5361,2.48,2.5305,8101.211,20345.93227971
1663106400,2022-09-13 22:00:00,RMRK/USDT,2.5,2.5058,2.4839,2.4988,430.6763,1073.38082321
1663102800,2022-09-13 21:00:00,RMRK/USDT,2.493,2.5128,2.4739,2.5104,1225.0221,3041.7833131
1663099200,2022-09-13 20:00:00,RMRK/USDT,2.4231,2.5412,2.4231,2.4906,6441.6016,15975.65402563
1663095600,2022-09-13 19:00:00,RMRK/USDT,2.4905,2.4915,2.399,2.4231,17160.2654,41603.30040058
1663092000,2022-09-13 18:00:00,RMRK/USDT,2.5262,2.5345,2.4741,2.4966,3281.1147,8184.02455405
1663088400,2022-09-13 17:00:00,RMRK/USDT,2.5147,2.5499,2.4815,2.5309,14214.8473,35382.71387447
1663084800,2022-09-13 16:00:00,RMRK/USDT,2.4951,2.5536,2.4601,2.5155,3693.1646,9248.0618936
1663081200,2022-09-13 15:00:00,RMRK/USDT,2.5127,2.5285,2.4854,2.4973,1767.3897,4425.1439897
1663077600,2022-09-13 14:00:00,RMRK/USDT,2.53,2.5568,2.46,2.5128,5912.1013,14769.19190376
1663074000,2022-09-13 13:00:00,RMRK/USDT,2.5079,2.5999,2.46,2.53,4892.451,12381.02262857
1663070400,2022-09-13 12:00:00,RMRK/USDT,2.6251,2.6499,2.46,2.5079,14007.9366,35554.4854368
1663066800,2022-09-13 11:00:00,RMRK/USDT,2.6167,2.6351,2.5872,2.6213,2521.9052,6595.49911742
1663063200,2022-09-13 10:00:00,RMRK/USDT,2.6079,2.6173,2.5871,2.6155,1186.8922,3086.29755438
1663059600,2022-09-13 09:00:00,RMRK/USDT,2.6078,2.6262,2.5895,2.6178,1075.2585,2804.90667289
1663056000,2022-09-13 08:00:00,RMRK/USDT,2.6042,2.6294,2.58,2.603,2512.6242,6528.0781666
1663052400,2022-09-13 07:00:00,RMRK/USDT,2.5776,2.6118,2.5773,2.6045,1291.9426,3356.03564872
1663048800,2022-09-13 06:00:00,RMRK/USDT,2.5998,2.6251,2.5776,2.5776,911.8361,2368.75874948
1663045200,2022-09-13 05:00:00,RMRK/USDT,2.5893,2.6099,2.5838,2.5934,233.7536,606.27295809
1663041600,2022-09-13 04:00:00,RMRK/USDT,2.5744,2.6079,2.5524,2.5893,1486.0213,3842.18734225
1663038000,2022-09-13 03:00:00,RMRK/USDT,2.5981,2.6127,2.5501,2.5655,1228.141,3171.81559809
1663034400,2022-09-13 02:00:00,RMRK/USDT,2.5981,2.6066,2.5622,2.5982,602.4092,1556.63253216
1663030800,2022-09-13 01:00:00,RMRK/USDT,2.5764,2.6085,2.5642,2.5922,1352.6656,3494.29723443
1663027200,2022-09-13 00:00:00,RMRK/USDT,2.6927,2.7029,2.5501,2.5764,3953.6287,10323.7913113
1663023600,2022-09-12 23:00:00,RMRK/USDT,2.621,2.6997,2.6027,2.6813,3486.6598,9197.20362621
1663020000,2022-09-12 22:00:00,RMRK/USDT,2.6275,2.6392,2.605,2.6142,2633.9725,6900.60867262
1663016400,2022-09-12 21:00:00,RMRK/USDT,2.6662,2.6804,2.5949,2.6295,5080.485,13417.14250997
1663012800,2022-09-12 20:00:00,RMRK/USDT,2.5946,2.72,2.5628,2.6754,7006.8903,18389.72564455
1663009200,2022-09-12 19:00:00,RMRK/USDT,2.5827,2.5999,2.5788,2.5998,1808.7199,4679.73968617
1663005600,2022-09-12 18:00:00,RMRK/USDT,2.5786,2.5999,2.5607,2.5829,1300.7941,3354.06663038
1663002000,2022-09-12 17:00:00,RMRK/USDT,2.5905,2.5921,2.5184,2.5863,10749.1111,27577.94417371
1662998400,2022-09-12 16:00:00,RMRK/USDT,2.62,2.6368,2.5181,2.588,9351.5415,24033.68918327
1662994800,2022-09-12 15:00:00,RMRK/USDT,2.6761,2.6761,2.6119,2.6269,5188.2544,13709.82779803
1662991200,2022-09-12 14:00:00,RMRK/USDT,2.6928,2.7029,2.6528,2.6787,4939.4758,13256.89132069
1662987600,2022-09-12 13:00:00,RMRK/USDT,2.6891,2.7314,2.675,2.7024,4595.6454,12392.3613224
1662984000,2022-09-12 12:00:00,RMRK/USDT,2.741,2.7459,2.6801,2.6852,4236.1809,11481.82973302
1662980400,2022-09-12 11:00:00,RMRK/USDT,2.7314,2.7699,2.7302,2.746,1241.8665,3411.5114837
1662976800,2022-09-12 10:00:00,RMRK/USDT,2.7289,2.7518,2.6885,2.7334,2071.4037,5648.7090294
1662973200,2022-09-12 09:00:00,RMRK/USDT,2.7214,2.7508,2.7013,2.7393,3175.1436,8655.4075854
1662969600,2022-09-12 08:00:00,RMRK/USDT,2.7074,2.8,2.688,2.7159,5214.9783,14151.58903331
1662966000,2022-09-12 07:00:00,RMRK/USDT,2.6784,2.7237,2.6678,2.7074,2042.341,5500.06063297
1662962400,2022-09-12 06:00:00,RMRK/USDT,2.6679,2.684,2.6467,2.6765,725.591,1936.10329066
1662958800,2022-09-12 05:00:00,RMRK/USDT,2.6697,2.6804,2.66,2.6739,320.4547,854.40848937
1662955200,2022-09-12 04:00:00,RMRK/USDT,2.6588,2.6803,2.6588,2.665,316.9275,845.77658322
1662951600,2022-09-12 03:00:00,RMRK/USDT,2.6534,2.6938,2.6334,2.6547,3515.5137,9407.20184196
1662948000,2022-09-12 02:00:00,RMRK/USDT,2.6752,2.6752,2.6262,2.6471,1817.0259,4810.02214537
1662944400,2022-09-12 01:00:00,RMRK/USDT,2.6368,2.7099,2.6226,2.6557,2146.1515,5748.05859257
1662940800,2022-09-12 00:00:00,RMRK/USDT,2.6606,2.687,2.6368,2.6493,1580.4787,4207.07877606
1662937200,2022-09-11 23:00:00,RMRK/USDT,2.6252,2.6799,2.6201,2.6764,1589.3486,4223.64318146
1662933600,2022-09-11 22:00:00,RMRK/USDT,2.657,2.6879,2.62,2.6385,1867.735,4943.78782617
1662930000,2022-09-11 21:00:00,RMRK/USDT,2.6784,2.6939,2.64,2.64,1566.197,4187.25687684
1662926400,2022-09-11 20:00:00,RMRK/USDT,2.671,2.7029,2.6145,2.6801,6545.165,17433.73853904
1662922800,2022-09-11 19:00:00,RMRK/USDT,2.6765,2.7039,2.6421,2.67,4679.2831,12486.95125552
1662919200,2022-09-11 18:00:00,RMRK/USDT,2.7027,2.73,2.6417,2.6709,7712.1813,20578.07794505
1662915600,2022-09-11 17:00:00,RMRK/USDT,2.7299,2.7409,2.6801,2.7082,3737.3918,10112.21978341
1662912000,2022-09-11 16:00:00,RMRK/USDT,2.7403,2.7536,2.7095,2.7278,2754.9475,7517.90915386
1662908400,2022-09-11 15:00:00,RMRK/USDT,2.707,2.7744,2.7,2.7347,4506.0214,12265.10831397
1662904800,2022-09-11 14:00:00,RMRK/USDT,2.7117,2.7199,2.6921,2.712,1309.5071,3545.77341156
1662901200,2022-09-11 13:00:00,RMRK/USDT,2.73,2.736,2.6906,2.7116,1058.807,2867.15233213
1662897600,2022-09-11 12:00:00,RMRK/USDT,2.7018,2.7482,2.6924,2.727,3570.0754,9695.03405212
1662894000,2022-09-11 11:00:00,RMRK/USDT,2.6982,2.8092,2.6844,2.6901,4563.2483,12401.18694762
1662890400,2022-09-11 10:00:00,RMRK/USDT,2.6983,2.711,2.6736,2.7016,648.2461,1746.55766305
1662886800,2022-09-11 09:00:00,RMRK/USDT,2.7077,2.7171,2.6822,2.6983,1388.9361,3746.57343978
1662883200,2022-09-11 08:00:00,RMRK/USDT,2.691,2.7145,2.68,2.7082,1739.0872,4694.4296858
1662879600,2022-09-11 07:00:00,RMRK/USDT,2.6806,2.6957,2.675,2.6873,728.1198,1953.71193369
1662876000,2022-09-11 06:00:00,RMRK/USDT,2.69,2.7,2.6508,2.682,4237.9257,11393.51102148
1662872400,2022-09-11 05:00:00,RMRK/USDT,2.6949,2.7107,2.6889,2.692,470.9097,1269.75719304
1662868800,2022-09-11 04:00:00,RMRK/USDT,2.7103,2.7272,2.6939,2.7003,1379.7612,3737.96356317
1662865200,2022-09-11 03:00:00,RMRK/USDT,2.6944,2.7103,2.6944,2.7038,386.1602,1042.91682455
1662861600,2022-09-11 02:00:00,RMRK/USDT,2.6956,2.7208,2.6735,2.688,2838.9957,7657.3185148
1662858000,2022-09-11 01:00:00,RMRK/USDT,2.7127,2.721,2.68,2.7024,2755.0807,7440.10227953
1662854400,2022-09-11 00:00:00,RMRK/USDT,2.7092,2.7247,2.7092,2.7179,293.7331,798.1133601
1662850800,2022-09-10 23:00:00,RMRK/USDT,2.7229,2.7364,2.7019,2.7058,1744.2015,4745.97685642
1662847200,2022-09-10 22:00:00,RMRK/USDT,2.7501,2.7501,2.7175,2.7345,5582.6709,15228.30509321
1662843600,2022-09-10 21:00:00,RMRK/USDT,2.7379,2.7686,2.7241,2.7564,1475.5927,4049.98477777
1662840000,2022-09-10 20:00:00,RMRK/USDT,2.764,2.7719,2.7216,2.7379,2732.334,7500.00405994
1662836400,2022-09-10 19:00:00,RMRK/USDT,2.7762,2.7887,2.75,2.7887,1812.4423,5020.67554168
1662832800,2022-09-10 18:00:00,RMRK/USDT,2.7388,2.7979,2.7279,2.7774,1961.7224,5445.15708329
1662829200,2022-09-10 17:00:00,RMRK/USDT,2.7823,2.7823,2.7241,2.7289,2273.8939,6246.39563696
1662825600,2022-09-10 16:00:00,RMRK/USDT,2.7674,2.7824,2.6862,2.7784,2228.4629,6082.27836825
1662822000,2022-09-10 15:00:00,RMRK/USDT,2.7645,2.8092,2.7367,2.7686,9186.2718,25648.61305823
1662818400,2022-09-10 14:00:00,RMRK/USDT,2.7586,2.7775,2.7484,2.7645,1440.3571,3977.66856554
1662814800,2022-09-10 13:00:00,RMRK/USDT,2.7305,2.7686,2.7246,2.7588,2887.9586,7935.99614736
1662811200,2022-09-10 12:00:00,RMRK/USDT,2.7472,2.7638,2.687,2.7246,6821.6391,18541.71586583
1662807600,2022-09-10 11:00:00,RMRK/USDT,2.7718,2.7773,2.7344,2.7539,1837.7537,5047.44691085
1662804000,2022-09-10 10:00:00,RMRK/USDT,2.776,2.776,2.7553,2.7712,1119.2174,3094.4758988
1662800400,2022-09-10 09:00:00,RMRK/USDT,2.7392,2.776,2.7376,2.776,1514.4938,4174.60074463
1662796800,2022-09-10 08:00:00,RMRK/USDT,2.7387,2.7839,2.7316,2.7393,1845.3268,5086.16222538
1662793200,2022-09-10 07:00:00,RMRK/USDT,2.8021,2.8317,2.7239,2.7247,3488.9614,9712.21952219
1662789600,2022-09-10 06:00:00,RMRK/USDT,2.7772,2.8021,2.7756,2.8021,510.4571,1423.21120691
1662786000,2022-09-10 05:00:00,RMRK/USDT,2.7916,2.8238,2.7761,2.7772,2173.7082,6065.22210482
1662782400,2022-09-10 04:00:00,RMRK/USDT,2.8099,2.8337,2.7826,2.8028,1536.4965,4309.79042141
1662778800,2022-09-10 03:00:00,RMRK/USDT,2.8307,2.8337,2.796,2.8165,1691.9026,4755.59793229
1662775200,2022-09-10 02:00:00,RMRK/USDT,2.8123,2.8291,2.8033,2.8291,747.3573,2103.8006257
1662771600,2022-09-10 01:00:00,RMRK/USDT,2.7917,2.8244,2.7917,2.8124,1219.2287,3427.45471008
1662768000,2022-09-10 00:00:00,RMRK/USDT,2.7998,2.8157,2.7737,2.7825,2604.436,7299.13891803
1662764400,2022-09-09 23:00:00,RMRK/USDT,2.7768,2.7999,2.7626,2.7967,4565.5498,12701.289413
1662760800,2022-09-09 22:00:00,RMRK/USDT,2.7971,2.7971,2.7761,2.7761,1258.5076,3506.6673489
1662757200,2022-09-09 21:00:00,RMRK/USDT,2.8092,2.8263,2.7936,2.7952,2765.8946,7756.33178803
1662753600,2022-09-09 20:00:00,RMRK/USDT,2.7998,2.85,2.7856,2.812,2933.8311,8259.06599593
1662750000,2022-09-09 19:00:00,RMRK/USDT,2.7797,2.84,2.7721,2.7999,1291.67,3615.34346563
1662746400,2022-09-09 18:00:00,RMRK/USDT,2.7562,2.7883,2.7376,2.7712,1498.3713,4130.53040089
1662742800,2022-09-09 17:00:00,RMRK/USDT,2.8162,2.8166,2.738,2.7702,3237.0298,8978.22738737
1662739200,2022-09-09 16:00:00,RMRK/USDT,2.8155,2.8769,2.7674,2.8055,6674.2389,18826.397191
1662735600,2022-09-09 15:00:00,RMRK/USDT,2.8192,2.841,2.8089,2.8089,3108.8035,8790.37395326
1662732000,2022-09-09 14:00:00,RMRK/USDT,2.822,2.8398,2.7867,2.8355,6610.9272,18591.51226789
1662728400,2022-09-09 13:00:00,RMRK/USDT,2.8206,2.8514,2.7847,2.821,4904.8753,13796.28452773
1662724800,2022-09-09 12:00:00,RMRK/USDT,2.738,2.8511,2.7131,2.8079,20487.9558,57888.54653988
1662721200,2022-09-09 11:00:00,RMRK/USDT,2.7893,2.7893,2.733,2.7389,13027.9339,35962.22459488
1662717600,2022-09-09 10:00:00,RMRK/USDT,2.7264,2.8019,2.7207,2.7913,8756.899,24222.92132801
1662714000,2022-09-09 09:00:00,RMRK/USDT,2.7219,2.7303,2.7069,2.7303,1114.9869,3030.93378076
1662710400,2022-09-09 08:00:00,RMRK/USDT,2.702,2.7302,2.702,2.7258,4161.1261,11294.10975109
1662706800,2022-09-09 07:00:00,RMRK/USDT,2.7112,2.7279,2.684,2.6995,5762.304,15586.01210948
1662703200,2022-09-09 06:00:00,RMRK/USDT,2.7291,2.75,2.6892,2.7117,10715.2442,29129.04602576
1662699600,2022-09-09 05:00:00,RMRK/USDT,2.7277,2.7344,2.702,2.7199,3797.5124,10331.16862493
1662696000,2022-09-09 04:00:00,RMRK/USDT,2.7069,2.731,2.7069,2.7275,2853.0715,7758.46095081
1662692400,2022-09-09 03:00:00,RMRK/USDT,2.7558,2.7577,2.5921,2.6984,33524.021,90464.85073844
1662688800,2022-09-09 02:00:00,RMRK/USDT,2.7463,2.7558,2.7383,2.7448,234.4966,644.75751837
1662685200,2022-09-09 01:00:00,RMRK/USDT,2.7529,2.7538,2.7343,2.7383,384.1452,1055.73167263
1662681600,2022-09-09 00:00:00,RMRK/USDT,2.7124,2.7559,2.7041,2.7529,1117.4021,3053.79984046
1662678000,2022-09-08 23:00:00,RMRK/USDT,2.702,2.7199,2.6922,2.7124,662.4196,1792.62245246
1662674400,2022-09-08 22:00:00,RMRK/USDT,2.702,2.702,2.6757,2.6915,662.569,1782.89104437
1662670800,2022-09-08 21:00:00,RMRK/USDT,2.7188,2.7197,2.68,2.6982,1635.2219,4417.02508109
1662667200,2022-09-08 20:00:00,RMRK/USDT,2.7261,2.7571,2.7111,2.72,3076.944,8402.45064272
1662663600,2022-09-08 19:00:00,RMRK/USDT,2.68,2.7303,2.6709,2.7303,9676.3315,26137.48187589
1662660000,2022-09-08 18:00:00,RMRK/USDT,2.6646,2.6819,2.6435,2.6754,2877.3671,7685.99668674
1662656400,2022-09-08 17:00:00,RMRK/USDT,2.6485,2.669,2.6334,2.6577,3049.1069,8100.07131601
1662652800,2022-09-08 16:00:00,RMRK/USDT,2.6701,2.6701,2.6351,2.6485,2429.5464,6429.16014841
1662649200,2022-09-08 15:00:00,RMRK/USDT,2.684,2.688,2.6273,2.6701,7241.365,19270.47680697
1662645600,2022-09-08 14:00:00,RMRK/USDT,2.6541,2.6826,2.6295,2.6784,1756.9381,4664.51940266
1662642000,2022-09-08 13:00:00,RMRK/USDT,2.6638,2.6869,2.6268,2.6563,3621.113,9596.12380464
1662638400,2022-09-08 12:00:00,RMRK/USDT,2.687,2.688,2.616,2.654,6386.8767,17000.64155897
1662634800,2022-09-08 11:00:00,RMRK/USDT,2.6813,2.701,2.6752,2.687,1342.2348,3599.9797843
1662631200,2022-09-08 10:00:00,RMRK/USDT,2.6689,2.6833,2.6604,2.6734,687.1168,1836.58643028
1662627600,2022-09-08 09:00:00,RMRK/USDT,2.6429,2.7015,2.63,2.6604,10902.0773,29110.75950348
1662624000,2022-09-08 08:00:00,RMRK/USDT,2.644,2.6598,2.6328,2.6505,1802.1213,4767.30186434
1662620400,2022-09-08 07:00:00,RMRK/USDT,2.6157,2.662,2.6126,2.6413,4488.1707,11830.50415176
1662616800,2022-09-08 06:00:00,RMRK/USDT,2.6142,2.6334,2.61,2.61,981.0012,2574.20751912
1662613200,2022-09-08 05:00:00,RMRK/USDT,2.6402,2.6475,2.6109,2.6244,1075.4151,2831.06886114
1662609600,2022-09-08 04:00:00,RMRK/USDT,2.6459,2.6711,2.644,2.6477,3726.6984,9902.26677368
1662606000,2022-09-08 03:00:00,RMRK/USDT,2.6486,2.6523,2.6408,2.6459,317.8747,841.1582405
1662602400,2022-09-08 02:00:00,RMRK/USDT,2.6394,2.6546,2.6085,2.6465,1275.5918,3370.35448879
1662598800,2022-09-08 01:00:00,RMRK/USDT,2.6352,2.6546,2.6316,2.6316,1259.0799,3331.01176829
1662595200,2022-09-08 00:00:00,RMRK/USDT,2.6481,2.6567,2.62,2.6276,3188.6612,8426.59318787
1662591600,2022-09-07 23:00:00,RMRK/USDT,2.6698,2.6698,2.6398,2.6512,915.6502,2424.02089661
1662588000,2022-09-07 22:00:00,RMRK/USDT,2.6722,2.674,2.6582,2.6698,1965.6362,5251.05088382
1662584400,2022-09-07 21:00:00,RMRK/USDT,2.6732,2.6772,2.6496,2.6722,2562.7565,6835.13318103
1662580800,2022-09-07 20:00:00,RMRK/USDT,2.673,2.6994,2.6447,2.6603,7792.0385,20818.66897424
1662577200,2022-09-07 19:00:00,RMRK/USDT,2.708,2.7093,2.66,2.6672,3542.7608,9499.88101856
1662573600,2022-09-07 18:00:00,RMRK/USDT,2.6992,2.7199,2.6791,2.7079,2178.4912,5885.93982331
1662570000,2022-09-07 17:00:00,RMRK/USDT,2.6743,2.7188,2.67,2.6764,3011.3638,8109.96697411
1662566400,2022-09-07 16:00:00,RMRK/USDT,2.6576,2.692,2.6485,2.6757,4480.8618,11984.24295184
1662562800,2022-09-07 15:00:00,RMRK/USDT,2.6439,2.657,2.6418,2.657,822.9388,2181.79234599
1662559200,2022-09-07 14:00:00,RMRK/USDT,2.6238,2.6438,2.6118,2.6438,1331.4321,3504.89027726
1662555600,2022-09-07 13:00:00,RMRK/USDT,2.6251,2.6549,2.6148,2.6148,3630.8683,9547.25501048
1662552000,2022-09-07 12:00:00,RMRK/USDT,2.6306,2.6307,2.5985,2.6194,1913.9404,4997.48068376
1662548400,2022-09-07 11:00:00,RMRK/USDT,2.6234,2.6328,2.612,2.625,1368.3322,3587.02347342
1662544800,2022-09-07 10:00:00,RMRK/USDT,2.6301,2.6401,2.6197,2.6247,2839.8168,7475.22781749
1662541200,2022-09-07 09:00:00,RMRK/USDT,2.6128,2.6373,2.5991,2.6302,3006.2947,7850.53259664
1662537600,2022-09-07 08:00:00,RMRK/USDT,2.5923,2.6249,2.5598,2.6129,3207.9608,8344.22701823
1662534000,2022-09-07 07:00:00,RMRK/USDT,2.6015,2.6151,2.5324,2.5923,3354.0443,8661.45378458
