https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHFT,Volume USDT
1643932800,2022-02-04 00:00:00,SHFT/USDT,0.4559,0.4914,0.455,0.489,813915.50279807,380354.656209365081
1643846400,2022-02-03 00:00:00,SHFT/USDT,0.4734,0.4756,0.4548,0.4584,22792.7144554,10479.35170472655
1643760000,2022-02-02 00:00:00,SHFT/USDT,0.4978,0.4994,0.4722,0.4748,116862.78756307,57355.052676959453
1643673600,2022-02-01 00:00:00,SHFT/USDT,0.4726,0.5004,0.4722,0.4985,182572.89954021,89471.381281655782
1643587200,2022-01-31 00:00:00,SHFT/USDT,0.4704,0.4781,0.4615,0.4749,83300.94049957,39184.230322267657
1643500800,2022-01-30 00:00:00,SHFT/USDT,0.4751,0.476,0.4705,0.472,11086.73808787,5242.500311101805
1643414400,2022-01-29 00:00:00,SHFT/USDT,0.4661,0.484,0.4661,0.4728,73044.3653932,34792.410998130415
1643328000,2022-01-28 00:00:00,SHFT/USDT,0.466,0.5124,0.461,0.4662,30019.96817218,14090.409901834572
1643241600,2022-01-27 00:00:00,SHFT/USDT,0.4896,0.491,0.466,0.466,887274.36038832,421865.980397426203
1643155200,2022-01-26 00:00:00,SHFT/USDT,0.4895,0.5082,0.4801,0.4898,246912.48951271,121863.808308414615
1643068800,2022-01-25 00:00:00,SHFT/USDT,0.4871,0.4953,0.4767,0.4895,29945.21133367,14570.539968495968
1642982400,2022-01-24 00:00:00,SHFT/USDT,0.5042,0.5092,0.4573,0.4871,124706.72634809,60700.696723234432
1642896000,2022-01-23 00:00:00,SHFT/USDT,0.4949,0.5146,0.4823,0.5042,92149.50512145,46053.448898733997
1642809600,2022-01-22 00:00:00,SHFT/USDT,0.5851,0.5882,0.4823,0.495,653332.28596679,352303.794938564298
1642723200,2022-01-21 00:00:00,SHFT/USDT,0.6435,0.6435,0.55,0.5869,202310.89342159,123845.672903267349
1642636800,2022-01-20 00:00:00,SHFT/USDT,0.5824,0.6602,0.5807,0.6435,305290.53503491,193924.79936921279
1642550400,2022-01-19 00:00:00,SHFT/USDT,0.554,0.5899,0.5429,0.5796,181544.67785755,104126.894426784311
1642464000,2022-01-18 00:00:00,SHFT/USDT,0.6149,0.6167,0.5407,0.5542,270470.47725929,158313.317978980121
1642377600,2022-01-17 00:00:00,SHFT/USDT,0.6431,0.6455,0.6122,0.6127,173656.65787022,109272.043693936914
1642291200,2022-01-16 00:00:00,SHFT/USDT,0.6307,0.643,0.63,0.643,40551.56648922,25849.865859582015
1642204800,2022-01-15 00:00:00,SHFT/USDT,0.5955,0.632,0.5955,0.6307,246302.25000812,151456.551293563354
1642118400,2022-01-14 00:00:00,SHFT/USDT,0.5338,0.5974,0.5338,0.5971,131956.43345306,74275.75208507176
1642032000,2022-01-13 00:00:00,SHFT/USDT,0.5135,0.5379,0.4916,0.5343,151417.06605224,77683.271718679623
1641945600,2022-01-12 00:00:00,SHFT/USDT,0.4783,0.5154,0.478,0.5138,65399.17817102,32919.224366563759
1641859200,2022-01-11 00:00:00,SHFT/USDT,0.4624,0.4805,0.4554,0.4804,74759.99443112,34850.785438533308
1641772800,2022-01-10 00:00:00,SHFT/USDT,0.484,0.4841,0.4582,0.4624,43890.75442161,20466.682465702414
1641686400,2022-01-09 00:00:00,SHFT/USDT,0.4941,0.4959,0.4778,0.4825,53471.76706261,25861.682930896891
1641600000,2022-01-08 00:00:00,SHFT/USDT,0.4901,0.508,0.4901,0.4928,74361.5238676,37020.448606701851
1641513600,2022-01-07 00:00:00,SHFT/USDT,0.5083,0.515,0.4901,0.4901,45969.64179382,23148.798833928063
1641427200,2022-01-06 00:00:00,SHFT/USDT,0.5056,0.5255,0.5031,0.5099,131351.12555985,67826.458168664968
1641340800,2022-01-05 00:00:00,SHFT/USDT,0.5446,0.5446,0.4899,0.507,211297.62471778,109235.768327516093
1641254400,2022-01-04 00:00:00,SHFT/USDT,0.542,0.5575,0.5332,0.5429,81029.69490465,44221.89807683804
1641168000,2022-01-03 00:00:00,SHFT/USDT,0.5956,0.6252,0.542,0.542,549647.93847874,328785.959625200072
1641081600,2022-01-02 00:00:00,SHFT/USDT,0.4724,0.6397,0.4684,0.595,876447.50594866,518299.053716638049
1640995200,2022-01-01 00:00:00,SHFT/USDT,0.426,0.4826,0.4243,0.472,191175.67258903,87718.292609619222
1640908800,2021-12-31 00:00:00,SHFT/USDT,0.4205,0.4487,0.4192,0.4272,115251.33367171,49422.151605167091
1640822400,2021-12-30 00:00:00,SHFT/USDT,0.4191,0.4245,0.4123,0.4205,66052.76737967,27681.440205883859
1640736000,2021-12-29 00:00:00,SHFT/USDT,0.4035,0.4308,0.4029,0.4187,96571.36036435,40282.337594347436
1640649600,2021-12-28 00:00:00,SHFT/USDT,0.4044,0.4231,0.3879,0.4036,244250.56663065,98913.905429429503
