https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAR,Volume USDT
1660521600,2022-08-15 00:00:00,DAR/USDT,0.3361,0.3438,0.3206,0.327,372955.94315135,123543.197339286467
1660435200,2022-08-14 00:00:00,DAR/USDT,0.3461,0.3513,0.3316,0.3358,572869.30136388,195827.009199249055
1660348800,2022-08-13 00:00:00,DAR/USDT,0.3501,0.3541,0.3441,0.3461,502084.79583992,174962.495155257782
1660262400,2022-08-12 00:00:00,DAR/USDT,0.3428,0.3524,0.336,0.3524,353896.28513761,121754.684795418011
1660176000,2022-08-11 00:00:00,DAR/USDT,0.3534,0.3589,0.3403,0.3436,398184.49586426,139819.945221989409
1660089600,2022-08-10 00:00:00,DAR/USDT,0.3355,0.3537,0.3251,0.3535,846253.22854673,286698.886342024667
1660003200,2022-08-09 00:00:00,DAR/USDT,0.3541,0.3623,0.3301,0.3373,1247509.13975446,429933.163659364861
1659916800,2022-08-08 00:00:00,DAR/USDT,0.3495,0.3602,0.347,0.3542,657081.23421199,233292.114974457842
1659830400,2022-08-07 00:00:00,DAR/USDT,0.3481,0.3531,0.3418,0.3488,404851.3235612,140808.72945056647
1659744000,2022-08-06 00:00:00,DAR/USDT,0.3455,0.3545,0.3424,0.347,614706.10292122,213300.422673646691
1659657600,2022-08-05 00:00:00,DAR/USDT,0.3362,0.3489,0.3353,0.3457,536029.40495519,183782.67479453441
1659571200,2022-08-04 00:00:00,DAR/USDT,0.3353,0.3491,0.3315,0.3348,717239.5575564,242050.177775401415
1659484800,2022-08-03 00:00:00,DAR/USDT,0.3325,0.372,0.3231,0.3349,1243524.51244472,419938.281748435815
1659398400,2022-08-02 00:00:00,DAR/USDT,0.3398,0.3455,0.3196,0.3325,1993426.93188253,667044.592255309826
1659312000,2022-08-01 00:00:00,DAR/USDT,0.3386,0.3573,0.3273,0.3404,1620783.03842526,547771.724226003232
1659225600,2022-07-31 00:00:00,DAR/USDT,0.3242,0.3823,0.322,0.3392,4667502.09633178,1640010.28674456922
1659139200,2022-07-30 00:00:00,DAR/USDT,0.325,0.3545,0.3185,0.3242,3528715.68291254,1189027.82938824121
1659052800,2022-07-29 00:00:00,DAR/USDT,0.3309,0.3432,0.3142,0.3234,2472321.91460893,812053.377909847982
1658966400,2022-07-28 00:00:00,DAR/USDT,0.2988,0.3388,0.2932,0.3317,1543645.10243445,488000.043481842699
1658880000,2022-07-27 00:00:00,DAR/USDT,0.2813,0.2985,0.277,0.2985,832151.10904745,239042.085416032558
1658793600,2022-07-26 00:00:00,DAR/USDT,0.2804,0.2814,0.2713,0.2813,553032.97055339,152662.672024984585
1658707200,2022-07-25 00:00:00,DAR/USDT,0.3051,0.3068,0.2801,0.2811,695053.00041555,204012.641903386524
1658620800,2022-07-24 00:00:00,DAR/USDT,0.3003,0.3228,0.2998,0.3048,751449.23591536,231908.689517785612
1658534400,2022-07-23 00:00:00,DAR/USDT,0.299,0.3065,0.2939,0.2999,628220.80097557,188381.010218204551
1658448000,2022-07-22 00:00:00,DAR/USDT,0.3064,0.319,0.2936,0.2986,941087.91556253,288429.735366638661
1658361600,2022-07-21 00:00:00,DAR/USDT,0.3056,0.3093,0.2916,0.306,953822.80379534,287160.059315429408
1658275200,2022-07-20 00:00:00,DAR/USDT,0.3209,0.3358,0.2959,0.3049,1599025.70698536,510464.236790495609
1658188800,2022-07-19 00:00:00,DAR/USDT,0.3147,0.3279,0.3053,0.3198,2487628.82266359,792981.177977230408
1658102400,2022-07-18 00:00:00,DAR/USDT,0.2937,0.3243,0.2937,0.3144,1925000.42801395,599198.819512714513
1658016000,2022-07-17 00:00:00,DAR/USDT,0.2922,0.3206,0.2899,0.293,1824532.97401941,546539.410337795142
1657929600,2022-07-16 00:00:00,DAR/USDT,0.285,0.309,0.2781,0.2916,635816.7778812,182752.865607246638
1657843200,2022-07-15 00:00:00,DAR/USDT,0.2824,0.3018,0.2763,0.2852,1124797.17882124,324974.816235378379
1657756800,2022-07-14 00:00:00,DAR/USDT,0.2787,0.2855,0.2694,0.2818,833029.15448104,231791.885321467533
1657670400,2022-07-13 00:00:00,DAR/USDT,0.2703,0.2801,0.2553,0.2798,1501869.68953974,401311.372901799628
1657584000,2022-07-12 00:00:00,DAR/USDT,0.2783,0.2838,0.2702,0.271,688204.41584925,190455.666556202532
1657497600,2022-07-11 00:00:00,DAR/USDT,0.2876,0.3041,0.2733,0.2779,1352137.06559663,393996.752129965212
1657411200,2022-07-10 00:00:00,DAR/USDT,0.3022,0.3029,0.2868,0.2887,493238.76633161,145299.374609211535
1657324800,2022-07-09 00:00:00,DAR/USDT,0.2982,0.3074,0.2963,0.3027,349741.79060305,106078.302873929123
1657238400,2022-07-08 00:00:00,DAR/USDT,0.3072,0.3151,0.294,0.2987,940021.70658611,283691.646475866565
1657152000,2022-07-07 00:00:00,DAR/USDT,0.3007,0.3122,0.2966,0.3073,1153775.23354151,350696.142865034718
1657065600,2022-07-06 00:00:00,DAR/USDT,0.2847,0.3101,0.2802,0.2996,1006455.28909331,296375.202542116
1656979200,2022-07-05 00:00:00,DAR/USDT,0.3003,0.3035,0.2813,0.2842,800928.13357662,233887.808061189302
1656892800,2022-07-04 00:00:00,DAR/USDT,0.2916,0.3015,0.2853,0.2996,1876453.89849285,554653.457731813331
1656806400,2022-07-03 00:00:00,DAR/USDT,0.2834,0.2936,0.2795,0.2915,631081.37715415,179912.335253905278
1656720000,2022-07-02 00:00:00,DAR/USDT,0.2811,0.2872,0.2744,0.2843,622760.06573101,175257.599842774534
1656633600,2022-07-01 00:00:00,DAR/USDT,0.2874,0.2969,0.2788,0.2812,1233215.10940687,352531.324303490396
1656547200,2022-06-30 00:00:00,DAR/USDT,0.3024,0.3078,0.2723,0.2904,1083923.27272252,309559.307846412516
1656460800,2022-06-29 00:00:00,DAR/USDT,0.2999,0.3095,0.292,0.3013,708440.32091831,212550.094268614939
1656374400,2022-06-28 00:00:00,DAR/USDT,0.3171,0.3307,0.2975,0.3007,1375288.12819749,434352.92371096439
1656288000,2022-06-27 00:00:00,DAR/USDT,0.3158,0.3346,0.3087,0.315,832604.12420768,267828.503146765732
1656201600,2022-06-26 00:00:00,DAR/USDT,0.3409,0.3651,0.3143,0.3164,2318454.51794036,793182.991662391306
1656115200,2022-06-25 00:00:00,DAR/USDT,0.3186,0.3517,0.3057,0.3392,1746440.78622331,567944.104978479751
1656028800,2022-06-24 00:00:00,DAR/USDT,0.3052,0.3312,0.3042,0.3186,1326250.03857902,418309.764650342044
1655942400,2022-06-23 00:00:00,DAR/USDT,0.2847,0.3088,0.2834,0.3054,1382748.25362127,413920.661402353401
1655856000,2022-06-22 00:00:00,DAR/USDT,0.2975,0.2975,0.2767,0.2839,1512171.07740831,434986.866602346594
1655769600,2022-06-21 00:00:00,DAR/USDT,0.2944,0.3156,0.2923,0.2972,1644045.17319314,499489.235747123211
1655683200,2022-06-20 00:00:00,DAR/USDT,0.2909,0.3001,0.2779,0.2947,864259.6694563,251429.242072551153
1655596800,2022-06-19 00:00:00,DAR/USDT,0.2784,0.2946,0.2611,0.2913,678287.73698113,188875.730610654504
1655510400,2022-06-18 00:00:00,DAR/USDT,0.3061,0.3116,0.2542,0.2777,2264534.87982307,635187.515395722142
1655424000,2022-06-17 00:00:00,DAR/USDT,0.2933,0.3112,0.2924,0.3072,1463175.25804969,445280.406641538121
1655337600,2022-06-16 00:00:00,DAR/USDT,0.3324,0.3374,0.2889,0.2939,2559293.33669275,778253.720403148735
1655251200,2022-06-15 00:00:00,DAR/USDT,0.316,0.334,0.28,0.3319,2844909.93973456,860756.410611726623
1655164800,2022-06-14 00:00:00,DAR/USDT,0.29,0.335,0.28,0.316,1891499.646055,579348.23230431202
1655078400,2022-06-13 00:00:00,DAR/USDT,0.311,0.325,0.266,0.29,1431412.75505076,417690.03117438615
1654992000,2022-06-12 00:00:00,DAR/USDT,0.355,0.36,0.306,0.311,997833.19088348,326032.51386321984
1654905600,2022-06-11 00:00:00,DAR/USDT,0.393,0.421,0.346,0.355,1029523.11584625,383733.84312702302
1654819200,2022-06-10 00:00:00,DAR/USDT,0.418,0.423,0.388,0.396,483919.1301343,195510.33333035981
1654732800,2022-06-09 00:00:00,DAR/USDT,0.417,0.433,0.415,0.418,303363.42434421,128155.9807194365
1654646400,2022-06-08 00:00:00,DAR/USDT,0.416,0.437,0.412,0.419,828787.52846395,350588.2124292339
1654560000,2022-06-07 00:00:00,DAR/USDT,0.44,0.471,0.395,0.416,1608743.83251012,688176.19160204812
1654473600,2022-06-06 00:00:00,DAR/USDT,0.422,0.448,0.421,0.44,316703.88125406,138019.19975592379
1654387200,2022-06-05 00:00:00,DAR/USDT,0.43,0.432,0.418,0.421,247071.45940513,104670.78370974356
1654300800,2022-06-04 00:00:00,DAR/USDT,0.415,0.459,0.406,0.43,1341311.52220834,583653.12868137503
1654214400,2022-06-03 00:00:00,DAR/USDT,0.436,0.439,0.404,0.416,396396.52441138,165895.81868263449
1654128000,2022-06-02 00:00:00,DAR/USDT,0.425,0.439,0.41,0.435,588570.06599258,249602.11559351673
1654041600,2022-06-01 00:00:00,DAR/USDT,0.471,0.489,0.414,0.425,1588664.96121863,712754.17278954799
1653955200,2022-05-31 00:00:00,DAR/USDT,0.491,0.505,0.441,0.471,670453.79958753,314635.29452963199
1653868800,2022-05-30 00:00:00,DAR/USDT,0.454,0.501,0.444,0.49,703695.46185558,330064.87704511459
1653782400,2022-05-29 00:00:00,DAR/USDT,0.422,0.469,0.406,0.454,715719.05769174,314807.77482327264
1653696000,2022-05-28 00:00:00,DAR/USDT,0.409,0.427,0.401,0.424,359792.94517995,148940.70935711004
1653609600,2022-05-27 00:00:00,DAR/USDT,0.419,0.435,0.396,0.409,1198859.24523696,494098.40937023462
1653523200,2022-05-26 00:00:00,DAR/USDT,0.471,0.485,0.398,0.419,1484845.65070628,650039.67773034111
1653436800,2022-05-25 00:00:00,DAR/USDT,0.485,0.493,0.467,0.47,960544.7871324,457431.47306775995
1653350400,2022-05-24 00:00:00,DAR/USDT,0.475,0.51,0.452,0.486,1130459.67974486,539984.86834398806
1653264000,2022-05-23 00:00:00,DAR/USDT,0.518,0.532,0.463,0.473,1245693.49384281,627808.75023617614
1653177600,2022-05-22 00:00:00,DAR/USDT,0.53,0.561,0.496,0.512,1553932.75685913,806833.017325369
1653091200,2022-05-21 00:00:00,DAR/USDT,0.474,0.587,0.468,0.528,4069672.45656678,2130702.05379504355
1653004800,2022-05-20 00:00:00,DAR/USDT,0.468,0.501,0.434,0.472,2256760.57020013,1056705.34768963975
1652918400,2022-05-19 00:00:00,DAR/USDT,0.425,0.494,0.417,0.469,1945495.52015637,891342.90989578243
1652832000,2022-05-18 00:00:00,DAR/USDT,0.485,0.543,0.419,0.424,1918913.87058574,864491.44562134586
1652745600,2022-05-17 00:00:00,DAR/USDT,0.422,0.532,0.421,0.486,3477638.50397418,1705691.80752835281
1652659200,2022-05-16 00:00:00,DAR/USDT,0.473,0.473,0.403,0.421,1969467.2430999,833635.61297025903
1652572800,2022-05-15 00:00:00,DAR/USDT,0.467,0.48,0.424,0.473,621217.35201386,274969.37800558498
1652486400,2022-05-14 00:00:00,DAR/USDT,0.411,0.488,0.385,0.465,699488.34011253,299379.84039327646
1652400000,2022-05-13 00:00:00,DAR/USDT,0.432,0.561,0.406,0.416,1048970.57181519,513573.78968932872
1652313600,2022-05-12 00:00:00,DAR/USDT,0.374,0.5,0.3,0.434,1952385.10854017,795650.26803543569
1652227200,2022-05-11 00:00:00,DAR/USDT,0.709,0.734,0.284,0.374,3256725.82612474,1411643.12947664739
1652140800,2022-05-10 00:00:00,DAR/USDT,0.711,0.83,0.664,0.708,945413.9871168,715067.26581760329
1652054400,2022-05-09 00:00:00,DAR/USDT,0.97,1.007,0.704,0.709,967126.19253507,805744.08129337058
1651968000,2022-05-08 00:00:00,DAR/USDT,1.047,1.055,0.953,0.966,439625.89951862,438824.44656868325
1651881600,2022-05-07 00:00:00,DAR/USDT,1.156,1.18,1.004,1.048,396099.82761281,440014.38098312957
1651795200,2022-05-06 00:00:00,DAR/USDT,1.225,1.227,1.035,1.157,530821.92709365,597462.11798202225
1651708800,2022-05-05 00:00:00,DAR/USDT,1.457,1.506,1.16,1.23,937900.03617119,1229958.22045941999
1651622400,2022-05-04 00:00:00,DAR/USDT,1.424,1.7,1.39,1.458,1996807.05856464,3034523.93980567234
1651536000,2022-05-03 00:00:00,DAR/USDT,1.191,1.532,1.179,1.422,1748284.77158733,2410440.05821569566
1651449600,2022-05-02 00:00:00,DAR/USDT,1.317,1.376,1.151,1.187,872307.43173199,1100238.91810308032
1651363200,2022-05-01 00:00:00,DAR/USDT,1.154,1.377,1.131,1.312,1195556.86871033,1483926.34419994482
1651276800,2022-04-30 00:00:00,DAR/USDT,1.407,1.58,1.102,1.138,1500838.41252293,2057604.21938461478
1651190400,2022-04-29 00:00:00,DAR/USDT,1.716,2.222,1.326,1.41,4622278.43540501,7704699.67080581338
1651104000,2022-04-28 00:00:00,DAR/USDT,0.947,1.935,0.927,1.716,3035657.74667352,4881234.99193562828
1651017600,2022-04-27 00:00:00,DAR/USDT,0.956,1.006,0.932,0.956,123757.73665084,118959.31786502632
1650931200,2022-04-26 00:00:00,DAR/USDT,1.093,1.097,0.937,0.954,310523.13600599,310935.80331966631
1650844800,2022-04-25 00:00:00,DAR/USDT,1.053,1.097,0.944,1.097,396403.51971657,406532.94513808161
1650758400,2022-04-24 00:00:00,DAR/USDT,1.068,1.138,1.024,1.048,308948.50170332,331917.18348956318
1650672000,2022-04-23 00:00:00,DAR/USDT,1.057,1.18,1.034,1.067,429038.91802933,477698.74275029159
1650585600,2022-04-22 00:00:00,DAR/USDT,1.041,1.074,1.005,1.053,405122.35828013,420824.04793539463
1650499200,2022-04-21 00:00:00,DAR/USDT,1.125,1.176,1.022,1.044,315355.09635007,349477.46699810528
1650412800,2022-04-20 00:00:00,DAR/USDT,0.84,1.265,0.84,1.125,392558.83140718,459362.86125897583
