https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ANT,Volume EUR
1658620800,2022-07-24 00:00:00,ANT/EUR,1.69,1.71,1.69,1.70,269.9,458.8299999999999
1658534400,2022-07-23 00:00:00,ANT/EUR,1.74,1.74,1.67,1.67,458.5,765.6949999999999
1658448000,2022-07-22 00:00:00,ANT/EUR,1.79,1.79,1.72,1.72,73.5,126.42
1658361600,2022-07-21 00:00:00,ANT/EUR,1.74,1.75,1.69,1.75,229.8,402.15000000000003
1658275200,2022-07-20 00:00:00,ANT/EUR,1.84,1.89,1.81,1.81,822.3,1488.363
1658188800,2022-07-19 00:00:00,ANT/EUR,1.87,1.88,1.85,1.87,957.6,1790.7120000000002
1658102400,2022-07-18 00:00:00,ANT/EUR,1.70,1.85,1.70,1.81,425.1,769.431
1658016000,2022-07-17 00:00:00,ANT/EUR,1.72,1.74,1.68,1.68,84.9,142.632
1657929600,2022-07-16 00:00:00,ANT/EUR,1.71,1.76,1.68,1.75,1062.5,1859.375
1657843200,2022-07-15 00:00:00,ANT/EUR,1.64,1.74,1.64,1.74,160.0,278.4
1657756800,2022-07-14 00:00:00,ANT/EUR,1.59,1.64,1.59,1.64,422.4,692.7359999999999
1657670400,2022-07-13 00:00:00,ANT/EUR,1.56,1.57,1.56,1.57,49.4,77.558
1657584000,2022-07-12 00:00:00,ANT/EUR,1.54,1.65,1.54,1.65,439.0,724.3499999999999
1657497600,2022-07-11 00:00:00,ANT/EUR,1.64,1.64,1.64,1.64,143.4,235.176
1657411200,2022-07-10 00:00:00,ANT/EUR,1.67,1.68,1.67,1.68,96.3,161.784
1657324800,2022-07-09 00:00:00,ANT/EUR,1.75,1.75,1.75,1.75,5.9,10.325000000000001
1657238400,2022-07-08 00:00:00,ANT/EUR,1.67,1.75,1.64,1.75,777.8,1361.1499999999999
1657152000,2022-07-07 00:00:00,ANT/EUR,1.67,1.67,1.67,1.67,80.0,133.6
1657065600,2022-07-06 00:00:00,ANT/EUR,1.69,1.75,1.69,1.70,1288.6,2190.62
1656979200,2022-07-05 00:00:00,ANT/EUR,1.61,1.62,1.57,1.62,346.5,561.33
1656892800,2022-07-04 00:00:00,ANT/EUR,1.53,1.56,1.53,1.56,128.9,201.084
1656806400,2022-07-03 00:00:00,ANT/EUR,1.46,1.50,1.44,1.49,253.4,377.56600000000003
1656720000,2022-07-02 00:00:00,ANT/EUR,1.43,1.49,1.43,1.49,246.2,366.83799999999997
1656633600,2022-07-01 00:00:00,ANT/EUR,1.49,1.49,1.44,1.45,4463.2,6471.639999999999
1656547200,2022-06-30 00:00:00,ANT/EUR,1.39,1.46,1.37,1.46,182.0,265.71999999999997
1656460800,2022-06-29 00:00:00,ANT/EUR,1.51,1.51,1.47,1.49,412.9,615.221
1656374400,2022-06-28 00:00:00,ANT/EUR,1.99,1.99,1.50,1.51,476.8,719.9680000000001
1656288000,2022-06-27 00:00:00,ANT/EUR,1.64,1.67,1.64,1.67,150.2,250.83399999999997
1656201600,2022-06-26 00:00:00,ANT/EUR,1.76,1.76,1.73,1.73,34.0,58.82
1656115200,2022-06-25 00:00:00,ANT/EUR,1.79,1.79,1.79,1.79,76.6,137.114
1656028800,2022-06-24 00:00:00,ANT/EUR,1.68,1.81,1.68,1.81,120.8,218.648
1655942400,2022-06-23 00:00:00,ANT/EUR,1.70,1.70,1.70,1.70,26.6,45.22
1655856000,2022-06-22 00:00:00,ANT/EUR,1.55,1.60,1.51,1.60,737.8,1180.48
1655769600,2022-06-21 00:00:00,ANT/EUR,1.51,1.66,1.42,1.58,4576.7,7231.186
1655683200,2022-06-20 00:00:00,ANT/EUR,1.61,1.61,1.52,1.53,548.5,839.205
1655596800,2022-06-19 00:00:00,ANT/EUR,1.49,1.61,1.49,1.59,548.9,872.751
1655510400,2022-06-18 00:00:00,ANT/EUR,1.50,1.51,1.49,1.49,254.1,378.609
1655424000,2022-06-17 00:00:00,ANT/EUR,1.57,1.57,1.51,1.51,341.6,515.816
1655337600,2022-06-16 00:00:00,ANT/EUR,1.94,1.98,1.57,1.57,1011.2,1587.584
1655251200,2022-06-15 00:00:00,ANT/EUR,1.21,1.95,1.21,1.89,5878.3,11109.987
1655164800,2022-06-14 00:00:00,ANT/EUR,1.21,1.32,1.20,1.26,1234.5,1555.47
1655078400,2022-06-13 00:00:00,ANT/EUR,1.27,1.28,1.18,1.22,1015.5,1238.91
1654992000,2022-06-12 00:00:00,ANT/EUR,1.40,1.44,1.32,1.39,4087.4,5681.486
1654905600,2022-06-11 00:00:00,ANT/EUR,1.63,1.68,1.40,1.43,1685.6,2410.408
1654819200,2022-06-10 00:00:00,ANT/EUR,1.68,1.73,1.63,1.64,643.5,1055.34
1654732800,2022-06-09 00:00:00,ANT/EUR,1.70,1.71,1.70,1.71,50.0,85.5
1654646400,2022-06-08 00:00:00,ANT/EUR,1.78,1.80,1.72,1.72,1202.8,2068.816
1654560000,2022-06-07 00:00:00,ANT/EUR,1.65,1.85,1.63,1.82,1191.5,2168.53
1654473600,2022-06-06 00:00:00,ANT/EUR,1.78,1.78,1.76,1.76,593.6,1044.736
1654387200,2022-06-05 00:00:00,ANT/EUR,1.63,1.70,1.63,1.70,650.0,1105.0
1654300800,2022-06-04 00:00:00,ANT/EUR,1.66,1.69,1.63,1.66,701.1,1163.826
1654214400,2022-06-03 00:00:00,ANT/EUR,1.79,1.93,1.68,1.68,636.0,1068.48
1654128000,2022-06-02 00:00:00,ANT/EUR,1.69,1.74,1.69,1.74,279.7,486.678
1654041600,2022-06-01 00:00:00,ANT/EUR,1.95,1.95,1.65,1.69,165.7,280.03299999999996
1653955200,2022-05-31 00:00:00,ANT/EUR,1.86,1.86,1.79,1.79,471.4,843.8059999999999
1653868800,2022-05-30 00:00:00,ANT/EUR,1.86,1.91,1.86,1.90,591.7,1124.23
1653782400,2022-05-29 00:00:00,ANT/EUR,1.57,1.66,1.57,1.66,183.5,304.61
1653696000,2022-05-28 00:00:00,ANT/EUR,1.48,1.64,1.48,1.55,769.1,1192.105
1653609600,2022-05-27 00:00:00,ANT/EUR,1.50,1.52,1.45,1.52,402.4,611.648
1653523200,2022-05-26 00:00:00,ANT/EUR,1.64,1.64,1.50,1.58,189.1,298.778
1653436800,2022-05-25 00:00:00,ANT/EUR,1.74,1.75,1.74,1.75,271.3,474.77500000000003
1653350400,2022-05-24 00:00:00,ANT/EUR,1.81,1.90,1.78,1.82,471.0,857.22
1653264000,2022-05-23 00:00:00,ANT/EUR,1.93,1.96,1.75,1.75,580.0,1015.0
1653177600,2022-05-22 00:00:00,ANT/EUR,2.02,2.06,1.88,1.93,1992.8,3846.104
1653091200,2022-05-21 00:00:00,ANT/EUR,1.72,2.15,1.70,2.01,3274.3,6581.343
1653004800,2022-05-20 00:00:00,ANT/EUR,1.56,1.56,1.51,1.51,539.2,814.1920000000001
1652918400,2022-05-19 00:00:00,ANT/EUR,1.45,1.57,1.43,1.57,2467.6,3874.132
1652832000,2022-05-18 00:00:00,ANT/EUR,1.68,1.75,1.50,1.58,1621.7,2562.286
1652745600,2022-05-17 00:00:00,ANT/EUR,1.48,1.48,1.46,1.46,271.9,396.97399999999993
1652659200,2022-05-16 00:00:00,ANT/EUR,1.54,1.55,1.38,1.48,2544.3,3765.5640000000003
1652572800,2022-05-15 00:00:00,ANT/EUR,1.51,1.55,1.51,1.54,550.2,847.3080000000001
1652486400,2022-05-14 00:00:00,ANT/EUR,1.47,1.53,1.31,1.53,1811.5,2771.5950000000003
1652400000,2022-05-13 00:00:00,ANT/EUR,1.41,1.54,1.38,1.38,3523.5,4862.429999999999
1652313600,2022-05-12 00:00:00,ANT/EUR,1.58,1.58,1.17,1.17,208.0,243.35999999999999
1652227200,2022-05-11 00:00:00,ANT/EUR,2.20,2.20,1.49,1.49,4022.0,5992.78
1652140800,2022-05-10 00:00:00,ANT/EUR,2.28,2.51,2.28,2.28,221.8,505.704
1652054400,2022-05-09 00:00:00,ANT/EUR,2.71,2.71,2.35,2.44,1397.0,3408.68
1651968000,2022-05-08 00:00:00,ANT/EUR,2.90,2.90,2.80,2.80,141.0,394.79999999999995
1651881600,2022-05-07 00:00:00,ANT/EUR,3.00,3.05,3.00,3.05,333.9,1018.3949999999999
1651795200,2022-05-06 00:00:00,ANT/EUR,2.99,3.08,2.99,3.08,378.4,1165.472
1651708800,2022-05-05 00:00:00,ANT/EUR,3.37,3.42,3.00,3.00,918.0,2754.0
1651622400,2022-05-04 00:00:00,ANT/EUR,3.20,3.36,3.20,3.36,129.2,434.11199999999997
1651536000,2022-05-03 00:00:00,ANT/EUR,3.28,3.28,3.10,3.10,11.1,34.41
1651449600,2022-05-02 00:00:00,ANT/EUR,3.16,3.25,3.16,3.25,107.5,349.375
1651363200,2022-05-01 00:00:00,ANT/EUR,3.00,3.22,3.00,3.15,320.9,1010.8349999999999
1651276800,2022-04-30 00:00:00,ANT/EUR,3.50,3.50,3.20,3.20,491.5,1572.8000000000002
1651190400,2022-04-29 00:00:00,ANT/EUR,3.67,3.76,3.39,3.39,2611.7,8853.663
1651104000,2022-04-28 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1651017600,2022-04-27 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1650931200,2022-04-26 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1650844800,2022-04-25 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1650758400,2022-04-24 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1650672000,2022-04-23 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1650585600,2022-04-22 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
1650499200,2022-04-21 00:00:00,ANT/EUR,4.05,4.05,4.05,4.05,0.0,0.0
