https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume GBP,tradecount
1662163200000,2022-09-03 00:00:00,ETH/GBP,1369.20000000,1374.21000000,1332.76000000,1354.40000000,2020.48640000,2730139.31917800,7311
1662076800000,2022-09-02 00:00:00,ETH/GBP,1372.98000000,1424.19000000,1346.15000000,1368.96000000,4152.66520000,5763354.06875100,12886
1661990400000,2022-09-01 00:00:00,ETH/GBP,1338.35000000,1385.00000000,1315.00000000,1373.33000000,4472.33570000,6022914.25665100,14620
1661904000000,2022-08-31 00:00:00,ETH/GBP,1309.36000000,1386.17000000,1309.35000000,1341.08000000,4909.41200000,6651194.01690600,13443
1661817600000,2022-08-30 00:00:00,ETH/GBP,1325.06000000,1369.00000000,1267.77000000,1308.01000000,5631.18720000,7482135.39019500,14653
1661731200000,2022-08-29 00:00:00,ETH/GBP,1222.76000000,1333.47000000,1218.76000000,1326.10000000,5259.86240000,6687871.01765200,16193
1661644800000,2022-08-28 00:00:00,ETH/GBP,1274.06000000,1288.75000000,1220.63000000,1222.37000000,4406.99880000,5570359.46396400,14656
1661558400000,2022-08-27 00:00:00,ETH/GBP,1288.19000000,1297.36000000,1235.24000000,1274.02000000,6345.24020000,8070203.57888600,18728
1661472000000,2022-08-26 00:00:00,ETH/GBP,1433.90000000,1438.07000000,1271.38000000,1288.31000000,8809.94040000,12153791.91451500,23393
1661385600000,2022-08-25 00:00:00,ETH/GBP,1405.72000000,1454.93000000,1404.46000000,1434.17000000,6907.39010000,9913127.37477800,19870
1661299200000,2022-08-24 00:00:00,ETH/GBP,1407.82000000,1436.21000000,1360.45000000,1405.93000000,7423.85950000,10377022.47210500,20650
1661212800000,2022-08-23 00:00:00,ETH/GBP,1380.83000000,1416.11000000,1332.13000000,1407.61000000,8882.20500000,12233493.58132100,21804
1661126400000,2022-08-22 00:00:00,ETH/GBP,1369.48000000,1384.32000000,1298.26000000,1381.35000000,10118.36860000,13540857.38803100,23670
1661040000000,2022-08-21 00:00:00,ETH/GBP,1333.37000000,1392.47000000,1322.93000000,1369.10000000,8255.41750000,11243210.94919200,21061
1660953600000,2022-08-20 00:00:00,ETH/GBP,1360.51000000,1401.52000000,1289.41000000,1333.18000000,8611.25670000,11744502.46341000,20923
1660867200000,2022-08-19 00:00:00,ETH/GBP,1547.62000000,1548.92000000,1356.36000000,1360.51000000,12706.89060000,18493598.44252400,31364
1660780800000,2022-08-18 00:00:00,ETH/GBP,1522.93000000,1575.90000000,1512.31000000,1547.78000000,7581.41380000,11740205.58653100,18567
1660694400000,2022-08-17 00:00:00,ETH/GBP,1552.21000000,1616.62000000,1510.00000000,1522.59000000,11041.52790000,17114240.59557600,23249
1660608000000,2022-08-16 00:00:00,ETH/GBP,1575.72000000,1593.31000000,1532.03000000,1551.78000000,9164.83820000,14325654.05531500,17538
1660521600000,2022-08-15 00:00:00,ETH/GBP,1596.90000000,1660.43000000,1550.71000000,1576.59000000,12002.81000000,19074124.80180200,22932
1660435200000,2022-08-14 00:00:00,ETH/GBP,1636.29000000,1673.78000000,1576.24000000,1596.74000000,8127.97020000,13201500.18440300,16896
1660348800000,2022-08-13 00:00:00,ETH/GBP,1615.09000000,1663.80000000,1605.79000000,1636.13000000,9249.04840000,15142544.88181500,18986
1660262400000,2022-08-12 00:00:00,ETH/GBP,1543.95000000,1619.61000000,1524.12000000,1614.88000000,17412.84810000,27148816.12175000,26142
1660176000000,2022-08-11 00:00:00,ETH/GBP,1518.91000000,1586.98000000,1517.06000000,1543.87000000,27593.41320000,42845071.19717100,36187
1660089600000,2022-08-10 00:00:00,ETH/GBP,1411.08000000,1545.40000000,1374.64000000,1518.52000000,10136.97660000,14758927.66250400,18837
1660003200000,2022-08-09 00:00:00,ETH/GBP,1471.32000000,1483.25000000,1380.01000000,1410.98000000,8525.04520000,12180756.16189800,16366
1659916800000,2022-08-08 00:00:00,ETH/GBP,1410.82000000,1500.00000000,1405.57000000,1471.80000000,8762.92980000,12784857.30041900,17008
1659830400000,2022-08-07 00:00:00,ETH/GBP,1401.55000000,1433.43000000,1383.73000000,1410.71000000,6191.75540000,8700139.44020600,11448
1659744000000,2022-08-06 00:00:00,ETH/GBP,1438.19000000,1448.51000000,1398.16000000,1401.46000000,6275.55300000,8938777.79369200,11430
1659657600000,2022-08-05 00:00:00,ETH/GBP,1324.59000000,1441.91000000,1322.74000000,1438.11000000,10811.91870000,14990652.22732500,19923
1659571200000,2022-08-04 00:00:00,ETH/GBP,1333.67000000,1368.73000000,1302.54000000,1323.06000000,9668.37390000,12913320.94588300,17988
1659484800000,2022-08-03 00:00:00,ETH/GBP,1343.59000000,1383.27000000,1310.95000000,1333.94000000,10561.02710000,14244414.15726200,22370
1659398400000,2022-08-02 00:00:00,ETH/GBP,1331.42000000,1374.73000000,1276.97000000,1343.47000000,13013.66670000,17185333.26832100,27067
1659312000000,2022-08-01 00:00:00,ETH/GBP,1380.18000000,1399.00000000,1312.37000000,1331.39000000,10539.42490000,14324898.62419200,21699
1659225600000,2022-07-31 00:00:00,ETH/GBP,1394.88000000,1440.00000000,1370.98000000,1381.60000000,8809.90100000,12350874.50989500,19171
1659139200000,2022-07-30 00:00:00,ETH/GBP,1414.56000000,1465.00000000,1376.77000000,1395.13000000,9573.80100000,13457877.68440900,20577
1659052800000,2022-07-29 00:00:00,ETH/GBP,1418.13000000,1450.00000000,1367.96000000,1414.37000000,12460.25280000,17561506.72600700,26622
1658966400000,2022-07-28 00:00:00,ETH/GBP,1346.01000000,1464.05000000,1317.24000000,1417.71000000,14710.40440000,20229570.07057600,30747
1658880000000,2022-07-27 00:00:00,ETH/GBP,1204.29000000,1352.00000000,1180.37000000,1345.90000000,13140.60590000,16407583.78981900,28670
1658793600000,2022-07-26 00:00:00,ETH/GBP,1196.24000000,1207.82000000,1129.38000000,1204.16000000,13210.44970000,15411668.42532400,26014
1658707200000,2022-07-25 00:00:00,ETH/GBP,1334.03000000,1344.25000000,1192.67000000,1195.91000000,14835.79410000,18758149.52922800,28541
1658620800000,2022-07-24 00:00:00,ETH/GBP,1292.53000000,1387.06000000,1290.00000000,1334.48000000,11665.07090000,15537851.30850100,24491
1658534400000,2022-07-23 00:00:00,ETH/GBP,1280.11000000,1330.57000000,1242.64000000,1292.37000000,10122.92260000,13006542.23317600,20829
1658448000000,2022-07-22 00:00:00,ETH/GBP,1313.23000000,1375.83000000,1266.21000000,1280.09000000,14516.46950000,19239402.70553500,30212
1658361600000,2022-07-21 00:00:00,ETH/GBP,1271.38000000,1339.29000000,1220.21000000,1313.22000000,16076.13140000,20451922.36256700,33772
1658275200000,2022-07-20 00:00:00,ETH/GBP,1286.92000000,1350.00000000,1242.00000000,1271.61000000,16721.87800000,21797072.62347900,36033
1658188800000,2022-07-19 00:00:00,ETH/GBP,1323.68000000,1364.08000000,1252.00000000,1287.00000000,18353.27040000,23677138.20164800,39084
1658102400000,2022-07-18 00:00:00,ETH/GBP,1126.29000000,1336.00000000,1124.70000000,1323.64000000,16708.73750000,20478482.29781800,37673
1658016000000,2022-07-17 00:00:00,ETH/GBP,1142.90000000,1168.00000000,1111.80000000,1124.89000000,15358.40870000,17522243.74476100,25661
1657929600000,2022-07-16 00:00:00,ETH/GBP,1036.67000000,1200.00000000,1004.69000000,1143.03000000,14121.36700000,15138142.46790300,27005
1657843200000,2022-07-15 00:00:00,ETH/GBP,1007.49000000,1083.65000000,998.20000000,1037.01000000,15888.02730000,16379144.69496000,30434
1657756800000,2022-07-14 00:00:00,ETH/GBP,939.55000000,1024.83000000,905.00000000,1007.12000000,16776.47240000,15988607.01233900,25476
1657670400000,2022-07-13 00:00:00,ETH/GBP,873.87000000,942.32000000,850.97000000,939.77000000,17845.94070000,15935775.70754500,30191
1657584000000,2022-07-12 00:00:00,ETH/GBP,921.11000000,921.94000000,870.03000000,873.86000000,14825.75560000,13328422.14818200,23497
1657497600000,2022-07-11 00:00:00,ETH/GBP,971.22000000,974.63000000,917.06000000,921.20000000,27049.07910000,25905601.90636500,29247
1657411200000,2022-07-10 00:00:00,ETH/GBP,1011.40000000,1013.22000000,960.00000000,970.90000000,31027.96780000,30260561.68131000,29308
1657324800000,2022-07-09 00:00:00,ETH/GBP,1009.38000000,1025.00000000,1001.32000000,1011.88000000,980.49200000,993417.49423200,3946
1657238400000,2022-07-08 00:00:00,ETH/GBP,1029.11000000,1058.26000000,995.02000000,1009.57000000,3541.87190000,3637458.16911600,9757
1657152000000,2022-07-07 00:00:00,ETH/GBP,994.62000000,1042.66000000,973.10000000,1028.45000000,3348.07450000,3377205.01278700,9146
1657065600000,2022-07-06 00:00:00,ETH/GBP,947.48000000,1008.78000000,929.48000000,994.10000000,3538.51910000,3392769.86976500,10713
1656979200000,2022-07-05 00:00:00,ETH/GBP,948.40000000,978.50000000,904.96000000,947.37000000,3831.44950000,3607232.33889900,11816
1656892800000,2022-07-04 00:00:00,ETH/GBP,886.49000000,955.81000000,863.35000000,948.24000000,4040.21210000,3653285.18345100,11721
1656806400000,2022-07-03 00:00:00,ETH/GBP,880.80000000,896.75000000,858.46000000,886.80000000,2025.98280000,1776848.14226500,6786
1656720000000,2022-07-02 00:00:00,ETH/GBP,874.80000000,890.33000000,848.24000000,880.21000000,2477.49020000,2154823.72678500,8091
1656633600000,2022-07-01 00:00:00,ETH/GBP,880.35000000,915.81000000,856.21000000,874.35000000,4745.35660000,4191174.03580700,16436
1656547200000,2022-06-30 00:00:00,ETH/GBP,905.66000000,911.68000000,820.90000000,879.02000000,5685.71010000,4863075.15628100,18628
1656460800000,2022-06-29 00:00:00,ETH/GBP,937.81000000,946.53000000,896.39000000,906.47000000,4008.35120000,3682209.07475800,13622
1656374400000,2022-06-28 00:00:00,ETH/GBP,971.74000000,1012.09000000,931.83000000,937.86000000,4172.10180000,4069248.49324300,13377
1656288000000,2022-06-27 00:00:00,ETH/GBP,975.08000000,1007.47000000,956.91000000,970.78000000,4344.58440000,4271785.37543900,13093
1656201600000,2022-06-26 00:00:00,ETH/GBP,1011.53000000,1043.17000000,972.80000000,975.24000000,3297.04360000,3320721.27401200,9636
1656115200000,2022-06-25 00:00:00,ETH/GBP,999.06000000,1025.49000000,958.00000000,1011.53000000,3271.00200000,3244453.99408300,10346
1656028800000,2022-06-24 00:00:00,ETH/GBP,932.63000000,1013.74000000,922.56000000,997.76000000,6121.62080000,5922806.81146500,15272
1655942400000,2022-06-23 00:00:00,ETH/GBP,856.25000000,940.12000000,853.04000000,932.21000000,6109.44390000,5512679.27055500,14284
1655856000000,2022-06-22 00:00:00,ETH/GBP,917.23000000,918.05000000,850.52000000,856.52000000,6272.59340000,5569778.64447000,16194
1655769600000,2022-06-21 00:00:00,ETH/GBP,919.60000000,971.85000000,903.88000000,916.83000000,5592.99400000,5228916.40706800,16529
1655683200000,2022-06-20 00:00:00,ETH/GBP,921.95000000,953.40000000,861.77000000,919.76000000,6923.81610000,6296358.56257200,21492
1655596800000,2022-06-19 00:00:00,ETH/GBP,812.43000000,945.27000000,764.50000000,921.76000000,12059.02980000,10238139.35432300,31012
1655510400000,2022-06-18 00:00:00,ETH/GBP,888.47000000,897.34000000,720.80000000,812.36000000,13444.11093000,10779744.75023320,35582
1655424000000,2022-06-17 00:00:00,ETH/GBP,863.56000000,907.37000000,851.25000000,888.84000000,8315.79300000,7362260.42444300,21285
1655337600000,2022-06-16 00:00:00,ETH/GBP,1015.28000000,1030.74000000,849.98000000,863.46000000,12322.13640000,11292865.24504200,21879
1655251200000,2022-06-15 00:00:00,ETH/GBP,1005.17000000,1023.66000000,839.81000000,1015.84000000,21970.25736000,20305064.31989130,37987
1655164800000,2022-06-14 00:00:00,ETH/GBP,993.98000000,1053.00000000,885.38000000,1005.18000000,20537.40364000,20195116.11004760,33397
1655078400000,2022-06-13 00:00:00,ETH/GBP,1166.10000000,1182.38000000,959.37000000,995.27000000,31111.93924000,32013907.19446430,46067
1654992000000,2022-06-12 00:00:00,ETH/GBP,1244.68000000,1254.01000000,1157.02000000,1167.58000000,8262.00809000,9894222.41153240,13628
1654905600000,2022-06-11 00:00:00,ETH/GBP,1350.36000000,1365.03000000,1219.00000000,1243.92000000,4872.03860000,6202302.77669030,10323
1654819200000,2022-06-10 00:00:00,ETH/GBP,1430.33000000,1442.40000000,1344.51000000,1349.58000000,5756.08970000,8056362.39439400,10900
1654732800000,2022-06-09 00:00:00,ETH/GBP,1429.01000000,1464.00000000,1417.21000000,1431.77000000,4156.41250000,5975224.31835700,7727
1654646400000,2022-06-08 00:00:00,ETH/GBP,1439.49000000,1465.96000000,1404.23000000,1429.06000000,4242.33860000,6097264.19160300,7857
1654560000000,2022-06-07 00:00:00,ETH/GBP,1481.90000000,1487.32000000,1380.62000000,1438.99000000,7109.29690000,10079179.56798700,12916
1654473600000,2022-06-06 00:00:00,ETH/GBP,1444.99000000,1528.23000000,1444.34000000,1484.69000000,4023.60320000,6035691.15550300,9266
1654387200000,2022-06-05 00:00:00,ETH/GBP,1444.04000000,1462.86000000,1419.16000000,1444.81000000,1260.14510000,1818525.91624600,3868
1654300800000,2022-06-04 00:00:00,ETH/GBP,1420.67000000,1452.39000000,1399.70000000,1443.42000000,1155.11360000,1640809.93405300,3500
1654214400000,2022-06-03 00:00:00,ETH/GBP,1459.11000000,1465.52000000,1387.24000000,1419.76000000,3371.63590000,4766821.70935400,7522
1654128000000,2022-06-02 00:00:00,ETH/GBP,1454.42000000,1471.92000000,1421.07000000,1457.90000000,4567.54120000,6619280.33942300,9551
1654041600000,2022-06-01 00:00:00,ETH/GBP,1539.79000000,1570.20000000,1411.59000000,1455.79000000,5435.70800000,8175062.90832500,11134
1653955200000,2022-05-31 00:00:00,ETH/GBP,1580.89000000,1593.88000000,1525.01000000,1539.66000000,5187.75200000,8100725.42424600,11302
1653868800000,2022-05-30 00:00:00,ETH/GBP,1436.74000000,1590.64000000,1428.41000000,1580.70000000,6383.26880000,9650910.41640900,12612
1653782400000,2022-05-29 00:00:00,ETH/GBP,1419.01000000,1446.46000000,1396.86000000,1435.85000000,2969.52630000,4236811.73514100,5621
1653696000000,2022-05-28 00:00:00,ETH/GBP,1367.46000000,1430.30000000,1362.80000000,1420.55000000,3418.68680000,4779970.10041200,7270
1653609600000,2022-05-27 00:00:00,ETH/GBP,1420.49000000,1442.73000000,1350.00000000,1365.25000000,9927.70430000,13875485.74773700,16703
1653523200000,2022-05-26 00:00:00,ETH/GBP,1542.15000000,1558.97000000,1384.18000000,1419.35000000,7211.14820000,10583536.40068600,14470
1653436800000,2022-05-25 00:00:00,ETH/GBP,1577.41000000,1611.60000000,1541.12000000,1542.87000000,4524.10600000,7104716.01598300,8062
1653350400000,2022-05-24 00:00:00,ETH/GBP,1570.36000000,1586.53000000,1529.04000000,1577.17000000,4255.37210000,6657297.85811000,8488
1653264000000,2022-05-23 00:00:00,ETH/GBP,1632.39000000,1660.67000000,1530.00000000,1570.13000000,5559.77130000,9007574.42011800,12752
1653177600000,2022-05-22 00:00:00,ETH/GBP,1580.53000000,1642.14000000,1573.06000000,1632.35000000,2877.28280000,4628630.43469200,8004
1653091200000,2022-05-21 00:00:00,ETH/GBP,1567.87000000,1591.85000000,1551.33000000,1580.52000000,1977.95310000,3119002.82346200,5451
1653004800000,2022-05-20 00:00:00,ETH/GBP,1618.61000000,1654.62000000,1541.39000000,1567.51000000,5000.62960000,8018436.67115600,11068
1652918400000,2022-05-19 00:00:00,ETH/GBP,1549.56000000,1629.04000000,1540.00000000,1620.21000000,5367.76270000,8485336.44327100,7992
1652832000000,2022-05-18 00:00:00,ETH/GBP,1672.73000000,1688.08000000,1545.00000000,1549.10000000,3759.74730000,6047359.81644200,6223
1652745600000,2022-05-17 00:00:00,ETH/GBP,1641.79000000,1700.00000000,1611.37000000,1672.62000000,3415.41340000,5676654.58178100,6067
1652659200000,2022-05-16 00:00:00,ETH/GBP,1748.47000000,1752.51000000,1612.46000000,1640.23000000,5520.94220000,9160834.15036600,8448
1652572800000,2022-05-15 00:00:00,ETH/GBP,1676.90000000,1765.99000000,1630.35000000,1748.52000000,2551.19940000,4339781.40227300,4864
1652486400000,2022-05-14 00:00:00,ETH/GBP,1637.07000000,1750.00000000,1591.71000000,1677.75000000,2318.82560000,3803603.70029200,5200
1652400000000,2022-05-13 00:00:00,ETH/GBP,1598.97000000,1759.76000000,1584.31000000,1635.64000000,8181.78810000,13936305.98909600,16683
1652313600000,2022-05-12 00:00:00,ETH/GBP,1683.74000000,1771.54000000,1300.01000000,1595.97000000,19670.76160000,30378932.91922520,50266
1652227200000,2022-05-11 00:00:00,ETH/GBP,1904.14000000,1984.58000000,1620.80000000,1683.15000000,13939.86000000,25577493.60288300,35848
1652140800000,2022-05-10 00:00:00,ETH/GBP,1806.91000000,1994.53000000,1786.43000000,1906.34000000,6462.62830000,12335557.61929500,14642
1652054400000,2022-05-09 00:00:00,ETH/GBP,2047.53000000,2056.74000000,1803.72000000,1808.61000000,8489.40690000,16305261.34517100,21466
1651968000000,2022-05-08 00:00:00,ETH/GBP,2137.97000000,2143.18000000,2016.68000000,2045.89000000,3915.89830000,8102021.31427800,11121
1651881600000,2022-05-07 00:00:00,ETH/GBP,2184.80000000,2195.00000000,2100.13000000,2137.86000000,2622.79840000,5681272.03747000,8351
1651795200000,2022-05-06 00:00:00,ETH/GBP,2224.51000000,2235.03000000,2138.21000000,2185.24000000,5067.85880000,11112559.75803200,12670
1651708800000,2022-05-05 00:00:00,ETH/GBP,2332.52000000,2370.69000000,2181.65000000,2225.21000000,4826.04430000,10967293.85264300,11823
1651622400000,2022-05-04 00:00:00,ETH/GBP,2226.07000000,2357.48000000,2220.00000000,2331.77000000,4229.63210000,9666853.29850400,11041
1651536000000,2022-05-03 00:00:00,ETH/GBP,2287.00000000,2289.56000000,2206.05000000,2226.14000000,3087.90970000,6959903.82408500,8101
1651449600000,2022-05-02 00:00:00,ETH/GBP,2247.52000000,2306.90000000,2216.75000000,2287.13000000,3098.48100000,6998977.19739200,8903
1651363200000,2022-05-01 00:00:00,ETH/GBP,2173.32000000,2264.63000000,2165.17000000,2246.90000000,2870.33790000,6360902.87983400,8517
1651276800000,2022-04-30 00:00:00,ETH/GBP,2244.20000000,2263.34000000,2164.96000000,2174.18000000,2369.73620000,5290730.06794500,8487
1651190400000,2022-04-29 00:00:00,ETH/GBP,2357.29000000,2363.90000000,2210.44000000,2243.80000000,4552.37770000,10404241.78466400,12024
1651104000000,2022-04-28 00:00:00,ETH/GBP,2300.33000000,2392.90000000,2290.56000000,2357.42000000,4137.54020000,9653207.51321300,11309
1651017600000,2022-04-27 00:00:00,ETH/GBP,2236.37000000,2322.57000000,2226.48000000,2304.04000000,4805.92480000,10975234.20707700,11676
1650931200000,2022-04-26 00:00:00,ETH/GBP,2363.15000000,2384.07000000,2204.15000000,2236.77000000,4846.88030000,11187876.32627400,11995
1650844800000,2022-04-25 00:00:00,ETH/GBP,2281.86000000,2376.80000000,2197.05000000,2362.92000000,5790.67700000,13095312.87410200,13521
1650758400000,2022-04-24 00:00:00,ETH/GBP,2288.91000000,2313.04000000,2271.87000000,2279.75000000,1878.10020000,4307513.45392400,6236
1650672000000,2022-04-23 00:00:00,ETH/GBP,2310.49000000,2323.34000000,2270.00000000,2288.91000000,1615.66120000,3725736.22967100,5514
1650585600000,2022-04-22 00:00:00,ETH/GBP,2294.80000000,2348.79000000,2283.46000000,2310.13000000,4500.82390000,10430228.90462800,9724
1650499200000,2022-04-21 00:00:00,ETH/GBP,2358.17000000,2437.86000000,2263.99000000,2294.82000000,5015.82190000,11890003.23476800,11052
1650412800000,2022-04-20 00:00:00,ETH/GBP,2388.90000000,2432.18000000,2330.00000000,2358.19000000,6859.69710000,16328732.47598100,13796
1650326400000,2022-04-19 00:00:00,ETH/GBP,2356.87000000,2412.33000000,2334.82000000,2389.18000000,6193.07150000,14663988.86728500,13060
1650240000000,2022-04-18 00:00:00,ETH/GBP,2298.04000000,2368.10000000,2220.91000000,2356.79000000,7228.50250000,16373350.64644300,15052
1650153600000,2022-04-17 00:00:00,ETH/GBP,2347.55000000,2369.99000000,2295.31000000,2299.65000000,2536.05640000,5938539.98961600,6665
1650067200000,2022-04-16 00:00:00,ETH/GBP,2338.88000000,2365.11000000,2311.35000000,2346.56000000,1803.77410000,4208943.29732200,5611
1649980800000,2022-04-15 00:00:00,ETH/GBP,2316.45000000,2348.80000000,2299.02000000,2338.85000000,2210.17940000,5131002.23238300,6841
1649894400000,2022-04-14 00:00:00,ETH/GBP,2383.38000000,2400.00000000,2278.22000000,2317.01000000,3418.44970000,8005012.57073000,8787
1649808000000,2022-04-13 00:00:00,ETH/GBP,2334.29000000,2394.42000000,2310.04000000,2382.95000000,4153.95920000,9778825.35090600,9995
1649721600000,2022-04-12 00:00:00,ETH/GBP,2294.34000000,2369.58000000,2270.32000000,2331.66000000,4417.14990000,10266394.03951000,11001
1649635200000,2022-04-11 00:00:00,ETH/GBP,2468.41000000,2474.19000000,2267.11000000,2289.32000000,3833.44170000,9050496.67140900,12076
1649548800000,2022-04-10 00:00:00,ETH/GBP,2507.48000000,2549.61000000,2459.11000000,2468.83000000,1329.41580000,3332721.65887000,5906
1649462400000,2022-04-09 00:00:00,ETH/GBP,2453.17000000,2513.01000000,2445.10000000,2504.73000000,1365.80980000,3380429.11793600,6621
1649376000000,2022-04-08 00:00:00,ETH/GBP,2472.84000000,2543.18000000,2439.45000000,2453.11000000,4015.03580000,10041153.88870000,10583
1649289600000,2022-04-07 00:00:00,ETH/GBP,2425.31000000,2500.45000000,2406.98000000,2472.80000000,4849.04070000,11933459.03157100,12964
1649203200000,2022-04-06 00:00:00,ETH/GBP,2608.50000000,2608.73000000,2422.00000000,2426.80000000,5228.74290000,13104570.21538800,14738
1649116800000,2022-04-05 00:00:00,ETH/GBP,2685.54000000,2706.85000000,2601.60000000,2607.85000000,3320.08010000,8817766.39456000,9361
1649030400000,2022-04-04 00:00:00,ETH/GBP,2690.10000000,2707.40000000,2605.41000000,2687.46000000,3517.76860000,9336314.63663400,8853
1648944000000,2022-04-03 00:00:00,ETH/GBP,2633.59000000,2734.06000000,2606.92000000,2689.46000000,2413.60480000,6444489.49851800,6828
1648857600000,2022-04-02 00:00:00,ETH/GBP,2638.20000000,2698.40000000,2622.00000000,2629.75000000,2888.17960000,7673900.09423100,7674
1648771200000,2022-04-01 00:00:00,ETH/GBP,2497.53000000,2657.00000000,2447.07000000,2638.48000000,5861.91720000,14822720.99701200,11486
1648684800000,2022-03-31 00:00:00,ETH/GBP,2577.02000000,2623.70000000,2483.19000000,2497.55000000,4048.60680000,10377349.55550300,8969
1648598400000,2022-03-30 00:00:00,ETH/GBP,2595.37000000,2622.86000000,2543.71000000,2578.42000000,2838.72700000,7327981.27075800,7198
1648512000000,2022-03-29 00:00:00,ETH/GBP,2547.14000000,2652.25000000,2546.54000000,2597.50000000,5157.00660000,13470594.40390700,10128
1648425600000,2022-03-28 00:00:00,ETH/GBP,2500.05000000,2624.99000000,2488.21000000,2546.02000000,4154.94510000,10611286.06021900,8813
1648339200000,2022-03-27 00:00:00,ETH/GBP,2387.38000000,2503.48000000,2375.82000000,2502.31000000,2304.13440000,5586620.68969000,5399
1648252800000,2022-03-26 00:00:00,ETH/GBP,2356.35000000,2393.53000000,2345.00000000,2388.59000000,1718.85420000,4075642.77528400,3746
1648166400000,2022-03-25 00:00:00,ETH/GBP,2360.15000000,2421.77000000,2337.13000000,2355.29000000,4526.29270000,10777439.85915300,7934
1648080000000,2022-03-24 00:00:00,ETH/GBP,2300.81000000,2373.39000000,2278.57000000,2358.69000000,3575.27920000,8309756.14698200,7342
1647993600000,2022-03-23 00:00:00,ETH/GBP,2241.48000000,2305.73000000,2201.66000000,2299.72000000,3776.58740000,8476909.91121800,7404
1647907200000,2022-03-22 00:00:00,ETH/GBP,2194.91000000,2322.57000000,2194.47000000,2241.59000000,5203.38920000,11835903.91112400,8630
1647820800000,2022-03-21 00:00:00,ETH/GBP,2179.76000000,2245.00000000,2154.96000000,2200.38000000,3597.33400000,7921134.21789900,6825
1647734400000,2022-03-20 00:00:00,ETH/GBP,2243.59000000,2253.18000000,2143.55000000,2181.88000000,2832.02160000,6235051.03951900,5159
1647648000000,2022-03-19 00:00:00,ETH/GBP,2232.10000000,2270.30000000,2199.00000000,2244.03000000,3608.26170000,8088478.88297100,5412
1647561600000,2022-03-18 00:00:00,ETH/GBP,2140.19000000,2264.77000000,2104.55000000,2232.25000000,3931.92670000,8531680.15301800,6641
1647475200000,2022-03-17 00:00:00,ETH/GBP,2111.00000000,2163.71000000,2088.11000000,2140.57000000,2833.67620000,6024806.05418600,5599
1647388800000,2022-03-16 00:00:00,ETH/GBP,2011.51000000,2123.89000000,1997.79000000,2111.28000000,6282.46900000,12901533.30815600,10540
1647302400000,2022-03-15 00:00:00,ETH/GBP,1994.92000000,2049.63000000,1926.39000000,2011.40000000,6030.80010000,11931005.53659200,10099
1647216000000,2022-03-14 00:00:00,ETH/GBP,1933.57000000,2003.00000000,1922.81000000,1993.65000000,3952.72080000,7781567.43336000,7235
1647129600000,2022-03-13 00:00:00,ETH/GBP,1973.29000000,2000.00000000,1915.01000000,1932.57000000,1739.44200000,3424171.47447200,4309
