https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHSV,Volume USDT
1643328000,2022-01-28 00:00:00,BCHSV/USDT,89.084,90.861,86.486,90.255,8779.06957157,777783.84768084334
1643241600,2022-01-27 00:00:00,BCHSV/USDT,90.658,92.147,85.218,89.137,8490.59175788,756998.02734909265
1643155200,2022-01-26 00:00:00,BCHSV/USDT,90.581,96.217,89.17,90.668,12341.07509414,1137354.39008186263
1643068800,2022-01-25 00:00:00,BCHSV/USDT,91.774,94.286,88.757,90.482,11615.98027047,1061819.18811960414
1642982400,2022-01-24 00:00:00,BCHSV/USDT,93.85,103.144,82.906,91.823,33739.92772833,3062896.99191367
1642896000,2022-01-23 00:00:00,BCHSV/USDT,89.258,94.429,87.235,93.812,10557.46593024,952651.21942173864
1642809600,2022-01-22 00:00:00,BCHSV/USDT,95.766,96.5,81.53,89.25,20255.23317773,1809009.02157038089
1642723200,2022-01-21 00:00:00,BCHSV/USDT,104.072,106.952,94.177,95.682,19179.80491334,1934634.15416650853
1642636800,2022-01-20 00:00:00,BCHSV/USDT,109.785,112.071,103.57,104.224,4479.97872672,485996.81914073488
1642550400,2022-01-19 00:00:00,BCHSV/USDT,108.388,112.846,107.556,109.461,5880.8173023,646236.56341198058
1642464000,2022-01-18 00:00:00,BCHSV/USDT,109.879,113.336,106.33,108.177,7737.26597673,848047.04203800743
1642377600,2022-01-17 00:00:00,BCHSV/USDT,112.618,114.297,108.593,109.786,4196.90285292,466015.37788768238
1642291200,2022-01-16 00:00:00,BCHSV/USDT,112.639,113.5,111.13,112.447,2378.28223415,267658.09828827947
1642204800,2022-01-15 00:00:00,BCHSV/USDT,113.041,114.53,111.307,112.797,3487.16159072,393645.43977754074
1642118400,2022-01-14 00:00:00,BCHSV/USDT,109.211,114.878,108.265,112.924,5768.29161519,646567.14233176193
1642032000,2022-01-13 00:00:00,BCHSV/USDT,112.93,113.653,108.87,109.245,2963.35837626,329860.21173693824
1641945600,2022-01-12 00:00:00,BCHSV/USDT,110.064,114.245,109.172,112.784,3742.60854457,418059.6541486729
1641859200,2022-01-11 00:00:00,BCHSV/USDT,106.159,111.842,105.477,110.064,6522.66230545,703833.95526756113
1641772800,2022-01-10 00:00:00,BCHSV/USDT,109.385,110.284,101.205,106.089,8716.71284422,923807.12097954626
1641686400,2022-01-09 00:00:00,BCHSV/USDT,107.484,111.078,105.798,109.039,4441.49041333,481971.91112389499
1641600000,2022-01-08 00:00:00,BCHSV/USDT,109.939,114.141,103.484,107.441,6634.97295986,721810.94960903563
1641513600,2022-01-07 00:00:00,BCHSV/USDT,111.686,121.104,104.406,109.89,12751.21010753,1418651.91529121828
1641427200,2022-01-06 00:00:00,BCHSV/USDT,114.105,114.72,109.271,111.512,8301.20553612,925703.22530363204
1641340800,2022-01-05 00:00:00,BCHSV/USDT,120.881,124.839,111.432,113.946,7686.67352791,910286.02454634553
1641254400,2022-01-04 00:00:00,BCHSV/USDT,122.269,124.081,120.372,120.871,3688.13067674,449478.43742408761
1641168000,2022-01-03 00:00:00,BCHSV/USDT,124.117,124.313,120.431,122.355,3421.7835317,419511.1400782562
1641081600,2022-01-02 00:00:00,BCHSV/USDT,122.782,125.449,122.113,124.246,4143.62032671,511772.24838146798
1640995200,2022-01-01 00:00:00,BCHSV/USDT,121.05,123.138,120.604,123.138,2860.91087913,348760.07496646953
1640908800,2021-12-31 00:00:00,BCHSV/USDT,122.352,126.418,119.984,121.1,5082.02023416,624799.22961668351
1640822400,2021-12-30 00:00:00,BCHSV/USDT,121.688,125.01,116.889,122.467,5031.06154736,611723.29351417474
1640736000,2021-12-29 00:00:00,BCHSV/USDT,121.752,128.9,120.005,121.43,9968.48629068,1236760.69943321282
1640649600,2021-12-28 00:00:00,BCHSV/USDT,127.272,127.272,120.347,121.841,6504.73429924,808719.82995720481
