https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EQZ,Volume USDT
1643932800,2022-02-04 00:00:00,EQZ/USDT,0.1167,0.1299,0.1163,0.1292,2356230.04280273,283051.93635898089
1643846400,2022-02-03 00:00:00,EQZ/USDT,0.1188,0.1233,0.1114,0.1168,2629278.2151762,306321.690719885775
1643760000,2022-02-02 00:00:00,EQZ/USDT,0.1233,0.1254,0.1155,0.1185,3188698.07666427,385714.890641456044
1643673600,2022-02-01 00:00:00,EQZ/USDT,0.1179,0.1253,0.1131,0.1234,3853087.87020404,451945.726814515227
1643587200,2022-01-31 00:00:00,EQZ/USDT,0.1123,0.1186,0.11,0.1179,3518084.62104541,396006.812772462056
1643500800,2022-01-30 00:00:00,EQZ/USDT,0.1187,0.123,0.111,0.1123,3934095.51378959,461855.130523704943
1643414400,2022-01-29 00:00:00,EQZ/USDT,0.1191,0.1218,0.1155,0.1187,3740948.66406324,443078.640108338336
1643328000,2022-01-28 00:00:00,EQZ/USDT,0.1107,0.1266,0.1098,0.119,1792423.15533831,210353.775243835994
1643241600,2022-01-27 00:00:00,EQZ/USDT,0.115,0.1174,0.107,0.1109,313787.49929488,35218.786337472113
1643155200,2022-01-26 00:00:00,EQZ/USDT,0.1186,0.1266,0.1134,0.1151,602450.77815817,72707.178824176735
1643068800,2022-01-25 00:00:00,EQZ/USDT,0.1122,0.141,0.11,0.1187,1712335.54915783,208238.760406492894
1642982400,2022-01-24 00:00:00,EQZ/USDT,0.1156,0.1172,0.102,0.1123,1285694.92635284,142316.72564232787
1642896000,2022-01-23 00:00:00,EQZ/USDT,0.1149,0.1225,0.1109,0.1153,1282473.91387622,149222.11355253942
1642809600,2022-01-22 00:00:00,EQZ/USDT,0.1257,0.1297,0.1118,0.1149,1832510.23943998,219532.346211853889
1642723200,2022-01-21 00:00:00,EQZ/USDT,0.1678,0.1718,0.1249,0.1258,2136939.78803475,309687.812881233736
1642636800,2022-01-20 00:00:00,EQZ/USDT,0.1726,0.1812,0.1666,0.1681,2718989.08092225,466278.936063193428
1642550400,2022-01-19 00:00:00,EQZ/USDT,0.1867,0.188,0.1677,0.1727,3304969.06738115,580716.917695060782
1642464000,2022-01-18 00:00:00,EQZ/USDT,0.1921,0.1992,0.1736,0.1868,3074195.49500997,564099.552780043959
1642377600,2022-01-17 00:00:00,EQZ/USDT,0.1788,0.2045,0.176,0.1921,4268921.61990791,801880.317926819297
1642291200,2022-01-16 00:00:00,EQZ/USDT,0.1781,0.1861,0.1743,0.1788,3691368.95177185,660595.124116443034
1642204800,2022-01-15 00:00:00,EQZ/USDT,0.1717,0.1833,0.1717,0.178,2030669.61320217,356978.412391755637
1642118400,2022-01-14 00:00:00,EQZ/USDT,0.1787,0.1795,0.1676,0.1718,5021528.9860989,868687.598400187637
1642032000,2022-01-13 00:00:00,EQZ/USDT,0.1893,0.1895,0.176,0.1788,4578638.47478181,831869.535906282689
1641945600,2022-01-12 00:00:00,EQZ/USDT,0.1837,0.1913,0.179,0.1894,4441500.37397201,824196.098751122005
1641859200,2022-01-11 00:00:00,EQZ/USDT,0.171,0.1861,0.1705,0.1833,4547862.8969258,814464.311755087177
1641772800,2022-01-10 00:00:00,EQZ/USDT,0.1866,0.1895,0.1661,0.1711,2083392.68079989,358953.755423280584
1641686400,2022-01-09 00:00:00,EQZ/USDT,0.1774,0.1964,0.1646,0.187,794308.27392654,141932.315345034441
1641600000,2022-01-08 00:00:00,EQZ/USDT,0.1946,0.2056,0.175,0.178,1606250.54672252,306020.959984863115
1641513600,2022-01-07 00:00:00,EQZ/USDT,0.1987,0.2002,0.1937,0.1945,238480.91700828,46832.911347804415
1641427200,2022-01-06 00:00:00,EQZ/USDT,0.2135,0.2141,0.1961,0.1988,621217.88930905,126639.034716677871
1641340800,2022-01-05 00:00:00,EQZ/USDT,0.2331,0.2398,0.207,0.2135,915817.87449396,202025.382059766359
1641254400,2022-01-04 00:00:00,EQZ/USDT,0.228,0.2467,0.2185,0.2331,812919.77904108,188385.247345820063
1641168000,2022-01-03 00:00:00,EQZ/USDT,0.2427,0.2446,0.2279,0.229,255972.89552326,59929.47369587591
1641081600,2022-01-02 00:00:00,EQZ/USDT,0.24,0.25,0.2379,0.2435,263377.94191301,64618.799814271771
1640995200,2022-01-01 00:00:00,EQZ/USDT,0.229,0.2409,0.228,0.2399,217820.89993434,51355.928457473523
1640908800,2021-12-31 00:00:00,EQZ/USDT,0.2311,0.2477,0.2279,0.229,373476.24202291,88141.168560732911
1640822400,2021-12-30 00:00:00,EQZ/USDT,0.2289,0.2426,0.2279,0.232,288522.61950023,67334.810659591669
1640736000,2021-12-29 00:00:00,EQZ/USDT,0.2491,0.25,0.228,0.228,431323.32977577,103304.59401587012
1640649600,2021-12-28 00:00:00,EQZ/USDT,0.2742,0.2775,0.2471,0.2495,846908.03787505,220619.603605205041
