https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IDEX,Volume USDT
1663200000,2022-09-15 00:00:00,IDEX/USDT,0.06673,0.06673,0.06642,0.06642,792.0951,52.753860959
1663196400,2022-09-14 23:00:00,IDEX/USDT,0.06698,0.06698,0.06673,0.06673,4272.3108,285.304952704
1663192800,2022-09-14 22:00:00,IDEX/USDT,0.06656,0.06696,0.06656,0.06696,57397.2366,3832.153778048
1663189200,2022-09-14 21:00:00,IDEX/USDT,0.06598,0.06664,0.06576,0.06657,54565.7752,3623.429868319
1663185600,2022-09-14 20:00:00,IDEX/USDT,0.06606,0.06615,0.06597,0.06597,15170.8368,1001.872072677
1663182000,2022-09-14 19:00:00,IDEX/USDT,0.06515,0.06627,0.06515,0.06587,3823.4612,251.799288057
1663178400,2022-09-14 18:00:00,IDEX/USDT,0.06551,0.06556,0.06466,0.0651,18892.7483,1227.197759145
1663174800,2022-09-14 17:00:00,IDEX/USDT,0.06561,0.06651,0.06551,0.06569,23036.6128,1523.476788939
1663171200,2022-09-14 16:00:00,IDEX/USDT,0.06588,0.06588,0.06561,0.06561,4749.2021,312.075779029
1663167600,2022-09-14 15:00:00,IDEX/USDT,0.06637,0.06686,0.06598,0.0662,73166.1301,4856.676006331
1663164000,2022-09-14 14:00:00,IDEX/USDT,0.06642,0.0673,0.06587,0.06611,3759.8098,250.112817014
1663160400,2022-09-14 13:00:00,IDEX/USDT,0.06588,0.06624,0.06534,0.06619,4782.1145,313.539769187
1663156800,2022-09-14 12:00:00,IDEX/USDT,0.06587,0.06623,0.06528,0.06581,6775.1356,446.024664384
1663153200,2022-09-14 11:00:00,IDEX/USDT,0.06635,0.06682,0.06587,0.06601,9931.5646,661.803831623
1663149600,2022-09-14 10:00:00,IDEX/USDT,0.06665,0.06675,0.06623,0.06648,5006.5152,332.01295949
1663146000,2022-09-14 09:00:00,IDEX/USDT,0.06587,0.07002,0.06569,0.06678,74856.0207,5075.631326271
1663142400,2022-09-14 08:00:00,IDEX/USDT,0.0646,0.06587,0.06433,0.06587,59647.3895,3848.531431096
1663138800,2022-09-14 07:00:00,IDEX/USDT,0.06505,0.06505,0.06463,0.0649,4977.1043,322.046805384
1663135200,2022-09-14 06:00:00,IDEX/USDT,0.06547,0.06551,0.06505,0.06505,581.7756,37.958176137
1663131600,2022-09-14 05:00:00,IDEX/USDT,0.06606,0.06606,0.06549,0.06567,1072.5184,70.54412371
1663128000,2022-09-14 04:00:00,IDEX/USDT,0.06528,0.06643,0.06528,0.06615,11450.0897,757.54002286
1663124400,2022-09-14 03:00:00,IDEX/USDT,0.06478,0.06524,0.06478,0.06521,3522.5383,229.246171733
1663120800,2022-09-14 02:00:00,IDEX/USDT,0.06478,0.06478,0.06478,0.06478,5.3719,0.347991682
1663117200,2022-09-14 01:00:00,IDEX/USDT,0.06474,0.06474,0.06474,0.06474,7.6135,0.49289799
1663113600,2022-09-14 00:00:00,IDEX/USDT,0.06415,0.06469,0.06415,0.06442,8904.7061,574.597951297
1663110000,2022-09-13 23:00:00,IDEX/USDT,0.06466,0.06466,0.06405,0.06424,6836.7345,439.923341933
1663106400,2022-09-13 22:00:00,IDEX/USDT,0.06497,0.06497,0.06497,0.06497,3.0561,0.198554817
1663102800,2022-09-13 21:00:00,IDEX/USDT,0.06533,0.06554,0.06478,0.06497,4580.9497,298.383251014
1663099200,2022-09-13 20:00:00,IDEX/USDT,0.06569,0.06569,0.06534,0.06534,918.3432,60.005119808
1663095600,2022-09-13 19:00:00,IDEX/USDT,0.06515,0.06575,0.06478,0.06533,78098.5773,5110.732563935
1663092000,2022-09-13 18:00:00,IDEX/USDT,0.06624,0.06624,0.06515,0.06515,7230.8373,476.250449142
1663088400,2022-09-13 17:00:00,IDEX/USDT,0.06634,0.06634,0.06624,0.06625,222.3949,14.733816901
1663084800,2022-09-13 16:00:00,IDEX/USDT,0.066,0.06653,0.06569,0.06605,7888.7612,522.030486928
1663081200,2022-09-13 15:00:00,IDEX/USDT,0.06587,0.0664,0.06564,0.06592,60191.7248,3974.553690963
1663077600,2022-09-13 14:00:00,IDEX/USDT,0.06587,0.0666,0.06576,0.06598,4973.5012,329.732543869
1663074000,2022-09-13 13:00:00,IDEX/USDT,0.0657,0.06621,0.06551,0.06587,3008.8774,197.671066023
1663070400,2022-09-13 12:00:00,IDEX/USDT,0.06865,0.06888,0.06576,0.06576,77463.8554,5197.344084324
1663066800,2022-09-13 11:00:00,IDEX/USDT,0.06905,0.0695,0.06828,0.06828,13838.357,955.231842998
1663063200,2022-09-13 10:00:00,IDEX/USDT,0.06839,0.069,0.06839,0.06866,3633.2365,250.610082246
1663059600,2022-09-13 09:00:00,IDEX/USDT,0.06818,0.06865,0.06776,0.06865,28545.4521,1947.337451752
1663056000,2022-09-13 08:00:00,IDEX/USDT,0.06866,0.06866,0.0683,0.0683,1754.3263,119.936399137
1663052400,2022-09-13 07:00:00,IDEX/USDT,0.06829,0.06865,0.06825,0.06865,11067.4145,755.425088961
1663048800,2022-09-13 06:00:00,IDEX/USDT,0.06892,0.06928,0.06825,0.06825,17243.4199,1191.221632855
1663045200,2022-09-13 05:00:00,IDEX/USDT,0.06919,0.06919,0.06919,0.06919,7.2129,0.499060551
1663041600,2022-09-13 04:00:00,IDEX/USDT,0.06891,0.06928,0.06891,0.06926,1465.038,101.484657827
1663038000,2022-09-13 03:00:00,IDEX/USDT,0.06866,0.0689,0.06842,0.06844,2344.9963,160.456606356
1663034400,2022-09-13 02:00:00,IDEX/USDT,0.06835,0.06866,0.06835,0.06866,3723.7252,254.640630411
1663030800,2022-09-13 01:00:00,IDEX/USDT,0.06841,0.06841,0.06818,0.06818,10.4753,0.716275264
1663027200,2022-09-13 00:00:00,IDEX/USDT,0.06922,0.06922,0.06841,0.06841,2946.0647,203.780717666
1663023600,2022-09-12 23:00:00,IDEX/USDT,0.06866,0.06916,0.06866,0.06916,23.4158,1.614927895
1663020000,2022-09-12 22:00:00,IDEX/USDT,0.06867,0.06867,0.06866,0.06866,3.2669,0.224323361
1663016400,2022-09-12 21:00:00,IDEX/USDT,0.06903,0.06903,0.06875,0.06875,16494.1997,1138.091442925
1663012800,2022-09-12 20:00:00,IDEX/USDT,0.06926,0.06926,0.06926,0.06926,1836.4143,127.190054418
1663009200,2022-09-12 19:00:00,IDEX/USDT,0.06925,0.06925,0.06912,0.06916,1624.7921,112.365048119
1663005600,2022-09-12 18:00:00,IDEX/USDT,0.06916,0.06916,0.06913,0.06913,1445.9772,100.003738176
1663002000,2022-09-12 17:00:00,IDEX/USDT,0.06891,0.06916,0.06891,0.06916,84.8527,5.866140256
1662998400,2022-09-12 16:00:00,IDEX/USDT,0.06874,0.06891,0.06804,0.06862,20513.8841,1401.83120829
1662994800,2022-09-12 15:00:00,IDEX/USDT,0.07077,0.07087,0.06858,0.06858,74112.8548,5127.089078268
1662991200,2022-09-12 14:00:00,IDEX/USDT,0.07126,0.07165,0.07082,0.07082,4043.8474,287.625493489
1662987600,2022-09-12 13:00:00,IDEX/USDT,0.07195,0.07264,0.07134,0.07142,7627.6032,548.067654693
1662984000,2022-09-12 12:00:00,IDEX/USDT,0.07125,0.07222,0.07085,0.07155,31902.2625,2291.579195162
1662980400,2022-09-12 11:00:00,IDEX/USDT,0.07082,0.07125,0.07082,0.07091,10379.3291,736.748820509
1662976800,2022-09-12 10:00:00,IDEX/USDT,0.07052,0.07066,0.0704,0.07066,5237.3165,368.96987345
1662973200,2022-09-12 09:00:00,IDEX/USDT,0.07087,0.07111,0.07024,0.07024,29868.1646,2100.825834925
1662969600,2022-09-12 08:00:00,IDEX/USDT,0.0712,0.0712,0.07066,0.07091,5470.4437,387.049616343
1662966000,2022-09-12 07:00:00,IDEX/USDT,0.07141,0.07143,0.07117,0.07128,3597.5423,256.56768702
1662962400,2022-09-12 06:00:00,IDEX/USDT,0.07076,0.07159,0.07071,0.07159,2828.3166,201.380980608
1662958800,2022-09-12 05:00:00,IDEX/USDT,0.07066,0.07091,0.07047,0.07076,7239.6227,510.612407341
1662955200,2022-09-12 04:00:00,IDEX/USDT,0.07039,0.07061,0.07039,0.07061,3246.4682,228.520575968
1662951600,2022-09-12 03:00:00,IDEX/USDT,0.07127,0.07142,0.07039,0.07039,8823.2592,624.035081166
1662948000,2022-09-12 02:00:00,IDEX/USDT,0.07254,0.07254,0.07143,0.07143,16697.5638,1197.291529676
1662944400,2022-09-12 01:00:00,IDEX/USDT,0.07126,0.07256,0.07117,0.07256,8633.5784,618.627801653
1662940800,2022-09-12 00:00:00,IDEX/USDT,0.07286,0.07286,0.07128,0.07139,9106.5739,651.956877842
1662937200,2022-09-11 23:00:00,IDEX/USDT,0.0723,0.07273,0.07177,0.07273,5955.4597,429.135229825
1662933600,2022-09-11 22:00:00,IDEX/USDT,0.07284,0.07284,0.0723,0.0723,1117.5777,81.268293075
1662930000,2022-09-11 21:00:00,IDEX/USDT,0.07282,0.07336,0.07265,0.07273,7315.2006,532.921516574
1662926400,2022-09-11 20:00:00,IDEX/USDT,0.07377,0.07377,0.07282,0.07293,8632.3591,631.378603924
1662922800,2022-09-11 19:00:00,IDEX/USDT,0.07404,0.07414,0.07392,0.07395,2154.0166,159.497430999
1662919200,2022-09-11 18:00:00,IDEX/USDT,0.07522,0.07599,0.0737,0.07404,12620.5881,941.57085372
1662915600,2022-09-11 17:00:00,IDEX/USDT,0.07512,0.07612,0.07435,0.07514,21002.4864,1578.374863949
1662912000,2022-09-11 16:00:00,IDEX/USDT,0.0749,0.07496,0.07415,0.07496,12768.2879,951.756212321
1662908400,2022-09-11 15:00:00,IDEX/USDT,0.07612,0.07686,0.0746,0.07486,18975.7391,1429.854550019
1662904800,2022-09-11 14:00:00,IDEX/USDT,0.07665,0.07703,0.07484,0.07593,90162.0854,6823.741941049
1662901200,2022-09-11 13:00:00,IDEX/USDT,0.08217,0.08299,0.0764,0.07694,218046.3399,17089.375662176
1662897600,2022-09-11 12:00:00,IDEX/USDT,0.07536,0.08935,0.07536,0.08247,410107.122,34018.875176284
1662894000,2022-09-11 11:00:00,IDEX/USDT,0.07272,0.07522,0.07231,0.07522,48334.821,3592.516732914
1662890400,2022-09-11 10:00:00,IDEX/USDT,0.07258,0.07488,0.0723,0.07251,72160.8346,5331.217970413
1662886800,2022-09-11 09:00:00,IDEX/USDT,0.07244,0.07369,0.07141,0.07263,52387.8506,3798.558235922
1662883200,2022-09-11 08:00:00,IDEX/USDT,0.07247,0.0735,0.07082,0.07231,70940.4889,5119.34915835
1662879600,2022-09-11 07:00:00,IDEX/USDT,0.07026,0.07302,0.07026,0.07269,20972.2537,1500.487123457
1662876000,2022-09-11 06:00:00,IDEX/USDT,0.07166,0.07166,0.06949,0.07008,73179.8477,5191.213452224
1662872400,2022-09-11 05:00:00,IDEX/USDT,0.06987,0.0735,0.06987,0.0713,40515.4731,2905.571342344
1662868800,2022-09-11 04:00:00,IDEX/USDT,0.06891,0.06966,0.06891,0.06966,3862.7194,268.08028839
1662865200,2022-09-11 03:00:00,IDEX/USDT,0.06842,0.06861,0.06842,0.06861,25.2105,1.726382662
1662861600,2022-09-11 02:00:00,IDEX/USDT,0.06873,0.06873,0.06841,0.06841,58.2752,3.999640613
1662858000,2022-09-11 01:00:00,IDEX/USDT,0.06916,0.06916,0.069,0.069,8.1269,0.56181522
1662854400,2022-09-11 00:00:00,IDEX/USDT,0.06922,0.06924,0.06891,0.06891,16.6487,1.148519689
1662850800,2022-09-10 23:00:00,IDEX/USDT,0.06941,0.06941,0.069,0.069,58.9957,4.083775182
1662847200,2022-09-10 22:00:00,IDEX/USDT,0.06881,0.06987,0.06881,0.06952,5042.7324,351.038349117
1662843600,2022-09-10 21:00:00,IDEX/USDT,0.06862,0.06896,0.06858,0.06896,6029.7348,414.329477189
1662840000,2022-09-10 20:00:00,IDEX/USDT,0.06866,0.06866,0.06856,0.06862,44.9178,3.082898533
1662836400,2022-09-10 19:00:00,IDEX/USDT,0.06866,0.06916,0.06866,0.06916,3578.4078,247.408598498
1662832800,2022-09-10 18:00:00,IDEX/USDT,0.06891,0.07,0.06891,0.06891,708.2257,49.419028733
1662829200,2022-09-10 17:00:00,IDEX/USDT,0.0684,0.06882,0.06779,0.06871,6922.4594,473.363542432
1662825600,2022-09-10 16:00:00,IDEX/USDT,0.06866,0.06866,0.06779,0.06824,30032.7579,2036.258751493
1662822000,2022-09-10 15:00:00,IDEX/USDT,0.06779,0.06968,0.06779,0.06911,11133.5403,764.651734015
1662818400,2022-09-10 14:00:00,IDEX/USDT,0.06787,0.06794,0.06768,0.06768,713.7774,48.409258048
1662814800,2022-09-10 13:00:00,IDEX/USDT,0.06816,0.06816,0.06751,0.06751,530.7684,35.975702754
1662811200,2022-09-10 12:00:00,IDEX/USDT,0.06789,0.06805,0.06789,0.06805,29.3969,1.999814597
1662807600,2022-09-10 11:00:00,IDEX/USDT,0.06754,0.06805,0.06754,0.06792,1825.272,123.552246407
1662804000,2022-09-10 10:00:00,IDEX/USDT,0.06805,0.06805,0.06717,0.0674,15291.949,1032.495229644
1662800400,2022-09-10 09:00:00,IDEX/USDT,0.06816,0.06816,0.06805,0.06811,4908.2594,334.105457026
1662796800,2022-09-10 08:00:00,IDEX/USDT,0.06805,0.06841,0.06805,0.06816,2006.9072,137.124908804
1662793200,2022-09-10 07:00:00,IDEX/USDT,0.06841,0.06841,0.06787,0.06787,1548.6595,105.185868506
1662789600,2022-09-10 06:00:00,IDEX/USDT,0.06776,0.0684,0.06775,0.0684,3789.1246,257.370499261
1662786000,2022-09-10 05:00:00,IDEX/USDT,0.06805,0.06805,0.06792,0.06792,157.4535,10.695011073
1662782400,2022-09-10 04:00:00,IDEX/USDT,0.06819,0.06851,0.06787,0.06787,3471.8731,237.09906491
1662778800,2022-09-10 03:00:00,IDEX/USDT,0.06859,0.06859,0.06823,0.06823,10.548,0.722325816
1662775200,2022-09-10 02:00:00,IDEX/USDT,0.06824,0.06862,0.06824,0.06862,497.3845,33.971655205
1662771600,2022-09-10 01:00:00,IDEX/USDT,0.06792,0.06818,0.06792,0.06818,309.1524,21.038589883
1662768000,2022-09-10 00:00:00,IDEX/USDT,0.06787,0.06787,0.06787,0.06787,294.4452,19.983995724
1662764400,2022-09-09 23:00:00,IDEX/USDT,0.06746,0.06787,0.06735,0.06779,3887.7151,263.068519087
1662760800,2022-09-09 22:00:00,IDEX/USDT,0.06751,0.06751,0.06751,0.06751,2.1734,0.146726234
1662757200,2022-09-09 21:00:00,IDEX/USDT,0.0675,0.0675,0.0675,0.0675,5.4289,0.36645075
1662753600,2022-09-09 20:00:00,IDEX/USDT,0.0675,0.0675,0.06731,0.06731,261.8326,17.631363498
1662750000,2022-09-09 19:00:00,IDEX/USDT,0.06767,0.06769,0.06745,0.06745,1672.666,112.827155437
1662746400,2022-09-09 18:00:00,IDEX/USDT,0.06792,0.06792,0.06733,0.06757,4547.5381,307.210804704
1662742800,2022-09-09 17:00:00,IDEX/USDT,0.06841,0.0695,0.06804,0.06804,910.8982,62.449978147
1662739200,2022-09-09 16:00:00,IDEX/USDT,0.06733,0.06841,0.06733,0.06833,1369.2529,92.988169089
1662735600,2022-09-09 15:00:00,IDEX/USDT,0.06733,0.06751,0.06713,0.06751,538.0535,36.27551009
1662732000,2022-09-09 14:00:00,IDEX/USDT,0.06696,0.0673,0.06696,0.0673,1999.9465,134.459666801
1662728400,2022-09-09 13:00:00,IDEX/USDT,0.06751,0.06751,0.06678,0.06696,8091.9311,541.254971422
1662724800,2022-09-09 12:00:00,IDEX/USDT,0.06696,0.06774,0.06678,0.0677,1381.5464,92.997901447
1662721200,2022-09-09 11:00:00,IDEX/USDT,0.06768,0.06769,0.06713,0.06713,783.3721,52.754401057
1662717600,2022-09-09 10:00:00,IDEX/USDT,0.06759,0.06768,0.06759,0.06768,57.4284,3.882396348
1662714000,2022-09-09 09:00:00,IDEX/USDT,0.06766,0.06769,0.06734,0.06734,109.569,7.388757958
1662710400,2022-09-09 08:00:00,IDEX/USDT,0.06785,0.06785,0.06717,0.06768,6398.2625,431.806257548
1662706800,2022-09-09 07:00:00,IDEX/USDT,0.06798,0.06798,0.06751,0.06751,33167.6767,2253.659563631
1662703200,2022-09-09 06:00:00,IDEX/USDT,0.06777,0.06814,0.06769,0.06805,12652.77,859.077490626
1662699600,2022-09-09 05:00:00,IDEX/USDT,0.06751,0.06787,0.06751,0.06787,12.488,0.843693872
1662696000,2022-09-09 04:00:00,IDEX/USDT,0.06733,0.06799,0.06733,0.06752,15027.3583,1017.215605177
1662692400,2022-09-09 03:00:00,IDEX/USDT,0.06614,0.06731,0.06614,0.06731,1667.7523,111.26114108
1662688800,2022-09-09 02:00:00,IDEX/USDT,0.06606,0.06606,0.06606,0.06606,0,0
1662685200,2022-09-09 01:00:00,IDEX/USDT,0.06606,0.06606,0.06606,0.06606,253.8633,16.770209598
1662681600,2022-09-09 00:00:00,IDEX/USDT,0.06569,0.06626,0.06569,0.06611,1434.6864,94.698212458
1662678000,2022-09-08 23:00:00,IDEX/USDT,0.06558,0.06558,0.06558,0.06558,0,0
1662674400,2022-09-08 22:00:00,IDEX/USDT,0.06552,0.06558,0.06551,0.06558,270.0118,17.688793581
1662670800,2022-09-08 21:00:00,IDEX/USDT,0.0656,0.06576,0.0656,0.06576,29319.3455,1928.021387847
1662667200,2022-09-08 20:00:00,IDEX/USDT,0.06633,0.06642,0.06534,0.06569,8313.6598,544.647691546
1662663600,2022-09-08 19:00:00,IDEX/USDT,0.06624,0.06841,0.0658,0.06624,12092.1542,805.890879721
1662660000,2022-09-08 18:00:00,IDEX/USDT,0.0656,0.06642,0.06517,0.06605,25714.7508,1691.857387052
1662656400,2022-09-08 17:00:00,IDEX/USDT,0.06478,0.06715,0.06478,0.06586,15914.8851,1049.039784478
1662652800,2022-09-08 16:00:00,IDEX/USDT,0.0651,0.0651,0.06433,0.06472,21782.6876,1407.161403697
1662649200,2022-09-08 15:00:00,IDEX/USDT,0.06576,0.06696,0.06511,0.06511,15532.6592,1026.868838163
1662645600,2022-09-08 14:00:00,IDEX/USDT,0.06436,0.06569,0.06436,0.06569,2662.6939,173.176938002
1662642000,2022-09-08 13:00:00,IDEX/USDT,0.06413,0.06453,0.06377,0.06453,33117.9193,2125.924966928
1662638400,2022-09-08 12:00:00,IDEX/USDT,0.06466,0.06466,0.06413,0.06413,905.428,58.342790364
1662634800,2022-09-08 11:00:00,IDEX/USDT,0.0646,0.06528,0.0646,0.06496,8937.6294,580.520807653
1662631200,2022-09-08 10:00:00,IDEX/USDT,0.0645,0.06459,0.0645,0.06459,27410.8154,1768.111299876
1662627600,2022-09-08 09:00:00,IDEX/USDT,0.06442,0.06457,0.06424,0.06424,252.5358,16.268430948
1662624000,2022-09-08 08:00:00,IDEX/USDT,0.06442,0.06442,0.06442,0.06442,8.2564,0.531877288
1662620400,2022-09-08 07:00:00,IDEX/USDT,0.06455,0.06455,0.06406,0.06413,1100.8437,70.72400498
1662616800,2022-09-08 06:00:00,IDEX/USDT,0.06482,0.06482,0.06454,0.06454,554.6863,35.882108991
1662613200,2022-09-08 05:00:00,IDEX/USDT,0.06506,0.06515,0.06482,0.06489,43.9686,2.856447769
1662609600,2022-09-08 04:00:00,IDEX/USDT,0.06478,0.0651,0.06478,0.0651,614.1458,39.922988469
