https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume DAI
1660435200,2022-08-14 00:00:00,USDT/DAI,1.0007,1.0021,1.0006,1.0006,667268.126887,667862.1892312081
1660348800,2022-08-13 00:00:00,USDT/DAI,1.0005,1.0031,1.0004,1.0007,589327.582179,589918.3284380619
1660262400,2022-08-12 00:00:00,USDT/DAI,1.0008,1.0093,1,1.0004,1203556.704026,1205056.3084273605
1660176000,2022-08-11 00:00:00,USDT/DAI,1.0002,1.01,1.0002,1.0009,1188038.77398,1189740.179795549
1660089600,2022-08-10 00:00:00,USDT/DAI,0.9997,1.02,0.9996,1.0002,930687.760754,931861.8298654987
1660003200,2022-08-09 00:00:00,USDT/DAI,1.0002,1.06,0.9996,0.9997,515288.256038,517317.2145377629
1659916800,2022-08-08 00:00:00,USDT/DAI,1.0003,1.001,0.9996,1.0002,579150.614259,579347.3915434532
1659830400,2022-08-07 00:00:00,USDT/DAI,1.0001,1.0009,0.9987,1.0003,463986.836651,464030.2375012945
1659744000,2022-08-06 00:00:00,USDT/DAI,1.0003,1.0004,0.9982,1.0001,291493.845324,291503.6922468737
1659657600,2022-08-05 00:00:00,USDT/DAI,1.0002,1.0013,1.0001,1.0003,427983.981799,428122.1079582841
1659571200,2022-08-04 00:00:00,USDT/DAI,1.0005,1.0006,1.0002,1.0002,247937.774665,248044.6138741084
1659484800,2022-08-03 00:00:00,USDT/DAI,1.0005,1.0007,1.0004,1.0005,501310.134244,501595.0183881181
1659398400,2022-08-02 00:00:00,USDT/DAI,1.0004,1.0028,1.0002,1.0006,408027.49788,408291.4079004354
1659312000,2022-08-01 00:00:00,USDT/DAI,1.0006,1.0006,0.999,1.0004,353458.221497,353618.4113321203
1659225600,2022-07-31 00:00:00,USDT/DAI,1.0007,1.0071,1.0005,1.0006,356791.288047,357085.7962347488
1659139200,2022-07-30 00:00:00,USDT/DAI,1.0008,1.07,1,1.0009,929119.854877,932112.3452037809
1659052800,2022-07-29 00:00:00,USDT/DAI,1.0005,1.002,1.0004,1.0007,589374.064779,589762.346153547
1658966400,2022-07-28 00:00:00,USDT/DAI,1.0005,1.0011,1,1.0005,717574.357186,717812.6951642685
1658880000,2022-07-27 00:00:00,USDT/DAI,1.0003,1.0017,1,1.0007,574251.784891,574567.5582472106
1658793600,2022-07-26 00:00:00,USDT/DAI,1.0003,1.0288,1.0001,1.0003,627835.204227,629482.6351097999
1658707200,2022-07-25 00:00:00,USDT/DAI,1.0004,1.0302,1,1.0004,753061.97217,753444.5186405205
1658620800,2022-07-24 00:00:00,USDT/DAI,0.9998,1.0024,0.9998,1.0004,497594.615104,497747.269650913
1658534400,2022-07-23 00:00:00,USDT/DAI,1.0002,1.0015,0.9998,1.0001,757593.546237,757829.0134902066
1658448000,2022-07-22 00:00:00,USDT/DAI,1.0001,1.001,1,1.0002,534736.885278,534902.1977725111
1658361600,2022-07-21 00:00:00,USDT/DAI,1.0003,1.0013,0.9998,1.0002,476803.097063,476905.5509536242
1658275200,2022-07-20 00:00:00,USDT/DAI,1,1.0012,1,1.0003,591936.5724316,592117.30151682976
1658188800,2022-07-19 00:00:00,USDT/DAI,0.9998,1.0016,0.9976,1,589029.43582434,588958.193068298301
1658102400,2022-07-18 00:00:00,USDT/DAI,0.9997,1.0026,0.9996,0.9998,427617.24950818,427620.333348887787
1658016000,2022-07-17 00:00:00,USDT/DAI,0.9998,0.9999,0.997,0.9997,324565.06031834,324345.058417043826
1657929600,2022-07-16 00:00:00,USDT/DAI,1.0001,1.001,0.9997,0.9998,239998.20132741,239994.113218615066
1657843200,2022-07-15 00:00:00,USDT/DAI,0.9993,1.0005,0.9985,1.0001,336819.77530069,336714.13550280169
1657756800,2022-07-14 00:00:00,USDT/DAI,0.9992,1.0009,0.997,0.9993,574940.81815932,574633.216932148256
1657670400,2022-07-13 00:00:00,USDT/DAI,0.9993,1,0.9981,0.9993,509494.61601664,509140.363785205561
1657584000,2022-07-12 00:00:00,USDT/DAI,0.9993,1.0005,0.9984,0.9993,728006.60725871,727437.908114496603
1657497600,2022-07-11 00:00:00,USDT/DAI,0.9997,1.0011,0.9987,0.9993,354572.32381306,354426.424161374686
1657411200,2022-07-10 00:00:00,USDT/DAI,1.0001,1.0001,0.9973,0.9997,279493.66908257,279368.203496142054
1657324800,2022-07-09 00:00:00,USDT/DAI,0.9995,1.001,0.9994,1.0001,143001.12098135,142937.30295974626
1657238400,2022-07-08 00:00:00,USDT/DAI,0.9997,0.9998,0.9979,0.9995,635446.994817,635133.504453394754
1657152000,2022-07-07 00:00:00,USDT/DAI,0.999,1.0003,0.999,0.9998,436372.47407874,436106.537582401655
1657065600,2022-07-06 00:00:00,USDT/DAI,0.9994,0.9994,0.999,0.9991,270159.34297257,269923.889501005152
1656979200,2022-07-05 00:00:00,USDT/DAI,0.9993,0.9995,0.9976,0.9994,392124.95151904,391811.760933854653
1656892800,2022-07-04 00:00:00,USDT/DAI,0.9991,1.0002,0.9982,0.9993,553748.9375625,553368.547651037354
1656806400,2022-07-03 00:00:00,USDT/DAI,0.9991,1.0004,0.9954,0.9991,521667.40753996,521006.828989427664
1656720000,2022-07-02 00:00:00,USDT/DAI,0.9994,1.0014,0.9985,0.9991,1101361.9489579,1100713.069417005089
1656633600,2022-07-01 00:00:00,USDT/DAI,0.9991,1.0015,0.999,0.9995,1553870.28889109,1553247.581865929442
1656547200,2022-06-30 00:00:00,USDT/DAI,0.9989,0.9999,0.9985,0.9991,766073.86491731,765308.674350742422
1656460800,2022-06-29 00:00:00,USDT/DAI,0.9989,0.9989,0.998,0.9989,537661.29864558,536877.418884019805
1656374400,2022-06-28 00:00:00,USDT/DAI,0.9996,1.0013,0.9985,0.9989,904424.32384244,903671.070137435418
1656288000,2022-06-27 00:00:00,USDT/DAI,1,1.0014,0.999,0.9996,1199884.00088535,1199465.058848717331
1656201600,2022-06-26 00:00:00,USDT/DAI,0.9994,1.0008,0.9994,0.9998,458514.3775285,458410.235197993746
1656115200,2022-06-25 00:00:00,USDT/DAI,0.9992,1,0.9991,0.9995,321725.48437395,321542.424448218031
1656028800,2022-06-24 00:00:00,USDT/DAI,0.9994,1,0.9979,0.9992,662944.2169664,662427.766991906534
1655942400,2022-06-23 00:00:00,USDT/DAI,0.9992,1,0.9991,0.9994,614152.51318482,613927.901508557132
1655856000,2022-06-22 00:00:00,USDT/DAI,0.9991,1,0.9988,0.9992,674463.64203951,673970.982093004554
1655769600,2022-06-21 00:00:00,USDT/DAI,0.999,0.9991,0.9989,0.9991,353225.64882614,352876.306428621816
1655683200,2022-06-20 00:00:00,USDT/DAI,0.9986,1,0.9985,0.999,830821.00675981,830187.877375365949
1655596800,2022-06-19 00:00:00,USDT/DAI,0.9987,0.9987,0.9978,0.9986,776026.60621031,774922.93182707833
1655510400,2022-06-18 00:00:00,USDT/DAI,0.9993,1.0001,0.996,0.9987,1646564.02585042,1644720.115641912657
1655424000,2022-06-17 00:00:00,USDT/DAI,0.9989,1,0.9989,0.9993,685123.60604373,684517.908624265729
1655337600,2022-06-16 00:00:00,USDT/DAI,0.9991,1.0001,0.9971,0.999,676616.55765623,675988.213989475271
1655251200,2022-06-15 00:00:00,USDT/DAI,0.9989,1.0001,0.9976,0.9991,1556735.64766581,1554967.729508962699
1655164800,2022-06-14 00:00:00,USDT/DAI,0.9986,1.0001,0.9979,0.9986,1559513.62953029,1557704.856124586311
1655078400,2022-06-13 00:00:00,USDT/DAI,0.999,1.0001,0.9952,0.9986,3044330.20200328,3039824.883144920751
1654992000,2022-06-12 00:00:00,USDT/DAI,0.9989,1,0.9976,0.9999,873090.43049221,872162.619749247834
1654905600,2022-06-11 00:00:00,USDT/DAI,0.9991,0.9993,0.998,0.999,453928.81409286,453402.027926985677
1654819200,2022-06-10 00:00:00,USDT/DAI,0.9992,0.9998,0.999,0.9991,652338.62122,651915.193940741955
1654732800,2022-06-09 00:00:00,USDT/DAI,0.9995,0.9996,0.9992,0.9993,314869.53195395,314675.422423037729
1654646400,2022-06-08 00:00:00,USDT/DAI,0.9994,1.0001,0.9994,0.9996,433956.90077748,433869.26786656875
1654560000,2022-06-07 00:00:00,USDT/DAI,0.9994,1.0005,0.9993,0.9994,525080.13641362,524917.333400620025
1654473600,2022-06-06 00:00:00,USDT/DAI,0.9992,1,0.9991,0.9994,493410.87412241,493131.287879342331
1654387200,2022-06-05 00:00:00,USDT/DAI,0.9993,0.9995,0.9988,0.9992,187981.34264376,187849.766964385908
1654300800,2022-06-04 00:00:00,USDT/DAI,0.9991,0.9994,0.9982,0.9993,385841.4880024,385529.344489206665
1654214400,2022-06-03 00:00:00,USDT/DAI,0.9995,1.0003,0.9964,0.9992,877423.89232017,876859.485277278077
1654128000,2022-06-02 00:00:00,USDT/DAI,0.9996,1.0004,0.9964,0.9995,945644.44296714,945054.17127751861
1654041600,2022-06-01 00:00:00,USDT/DAI,0.9994,1.0001,0.9991,0.9996,512955.92086539,512680.023812637324
1653955200,2022-05-31 00:00:00,USDT/DAI,0.9992,0.9999,0.9992,0.9994,621924.86818571,621592.079683823959
1653868800,2022-05-30 00:00:00,USDT/DAI,0.9993,1.0001,0.9973,0.9992,1130693.09516091,1129810.759213552221
1653782400,2022-05-29 00:00:00,USDT/DAI,0.999,1.0001,0.9989,0.9993,548655.16880154,548246.830640243356
1653696000,2022-05-28 00:00:00,USDT/DAI,0.9992,0.9992,0.9974,0.999,406764.76698583,406303.85931587169
1653609600,2022-05-27 00:00:00,USDT/DAI,0.999,1.0002,0.9986,0.9992,1058591.76396844,1057559.322875853824
1653523200,2022-05-26 00:00:00,USDT/DAI,0.9988,1.0002,0.998,0.999,830578.68431493,829715.767657228424
1653436800,2022-05-25 00:00:00,USDT/DAI,0.9993,0.9997,0.9985,0.9989,703283.67349095,702590.023016335105
1653350400,2022-05-24 00:00:00,USDT/DAI,0.9992,1.0002,0.999,0.9992,525848.48352487,525464.137124547562
1653264000,2022-05-23 00:00:00,USDT/DAI,0.9994,0.9999,0.9982,0.9993,494352.33474074,493880.821368568265
1653177600,2022-05-22 00:00:00,USDT/DAI,0.9986,0.9999,0.998,0.9991,641800.61222746,640890.312652162013
1653091200,2022-05-21 00:00:00,USDT/DAI,0.999,0.9999,0.9982,0.9985,737630.44260249,736794.178502771708
1653004800,2022-05-20 00:00:00,USDT/DAI,0.9987,1,0.9982,0.999,846472.34623919,845761.056790994635
1652918400,2022-05-19 00:00:00,USDT/DAI,0.9987,1.0002,0.9975,0.9987,1413433.69559094,1411787.845790965693
1652832000,2022-05-18 00:00:00,USDT/DAI,0.999,0.9993,0.9979,0.9989,1446870.49270461,1445090.443846118988
1652745600,2022-05-17 00:00:00,USDT/DAI,0.9987,0.9995,0.9984,0.9991,1005718.76098821,1004747.63330651002
1652659200,2022-05-16 00:00:00,USDT/DAI,0.9992,1,0.9961,0.9988,1620373.41667206,1618947.406618748502
1652572800,2022-05-15 00:00:00,USDT/DAI,0.9987,1.0015,0.9954,0.9992,1912739.95547799,1910613.293462400289
1652486400,2022-05-14 00:00:00,USDT/DAI,0.9982,1.0032,0.9952,0.997,1485790.82315285,1483652.585001630818
1652400000,2022-05-13 00:00:00,USDT/DAI,0.9975,1.094,0.995,0.9982,4418242.83950133,4434012.886702682604
1652313600,2022-05-12 00:00:00,USDT/DAI,0.9954,0.9998,0.7015,0.9955,7771186.06241985,7584402.341418441217
1652227200,2022-05-11 00:00:00,USDT/DAI,0.9998,1.001,0.9884,0.9954,4814108.69252008,4803400.064167245897
1652140800,2022-05-10 00:00:00,USDT/DAI,1.0002,1.0011,0.9995,0.9998,1656668.31124896,1656630.446154616289
1652054400,2022-05-09 00:00:00,USDT/DAI,1,1.0015,0.9996,1.0002,1918427.67956533,1918497.085982085555
1651968000,2022-05-08 00:00:00,USDT/DAI,1,1.0002,0.9997,1.0001,1116003.74417742,1115977.059356889202
1651881600,2022-05-07 00:00:00,USDT/DAI,0.9999,1,0.9997,0.9999,456702.4874765,456655.889836740662
1651795200,2022-05-06 00:00:00,USDT/DAI,1,1.0001,0.9998,0.9999,795888.95168934,795816.637635757652
1651708800,2022-05-05 00:00:00,USDT/DAI,0.9999,1.0011,0.9999,1,1271075.93315493,1271295.514029151064
1651622400,2022-05-04 00:00:00,USDT/DAI,0.9996,1.0014,0.9995,1,1098381.87896951,1098342.612600072934
1651536000,2022-05-03 00:00:00,USDT/DAI,1.0003,1.0006,0.9993,0.9995,695350.04790831,695337.657854650894
1651449600,2022-05-02 00:00:00,USDT/DAI,1.0003,1.0006,1,1.0003,583753.41974447,583880.826977712895
1651363200,2022-05-01 00:00:00,USDT/DAI,1.0004,1.0008,1.0002,1.0002,949683.13191878,950062.470778813145
1651276800,2022-04-30 00:00:00,USDT/DAI,1.0002,1.0004,1.0002,1.0004,611355.83963084,611537.966101803605
1651190400,2022-04-29 00:00:00,USDT/DAI,1.0004,1.0007,0.9999,1.0002,933809.42640671,934004.424130243676
1651104000,2022-04-28 00:00:00,USDT/DAI,1.0002,1.0007,1.0001,1.0004,720437.56315847,720696.400677807795
1651017600,2022-04-27 00:00:00,USDT/DAI,1.0004,1.0004,0.9998,1.0002,829513.45344652,829602.05758863815
1650931200,2022-04-26 00:00:00,USDT/DAI,1.0002,1.0006,0.9999,1.0003,1629247.1089977,1629822.577022760575
1650844800,2022-04-25 00:00:00,USDT/DAI,1.0005,1.0008,0.9999,1.0003,1901190.90495988,1901987.574085402343
1650758400,2022-04-24 00:00:00,USDT/DAI,1.0007,1.0008,1.0004,1.0006,888298.4116968,888809.183413498297
1650672000,2022-04-23 00:00:00,USDT/DAI,1.0002,1.0008,1.0002,1.0008,326439.67884636,326562.25458664683
1650585600,2022-04-22 00:00:00,USDT/DAI,1.0004,1.0007,1.0002,1.0003,537054.23480086,537254.877395814231
1650499200,2022-04-21 00:00:00,USDT/DAI,1.0002,1.0004,1.0001,1.0004,574043.83125428,574185.654142032583
1650412800,2022-04-20 00:00:00,USDT/DAI,1.0001,1.0002,0.9999,1.0002,698236.4222007,698284.561623212367
1650326400,2022-04-19 00:00:00,USDT/DAI,1.0002,1.0002,1,1,352414.66278198,352455.618924461797
1650240000,2022-04-18 00:00:00,USDT/DAI,1.0006,1.0012,1.0001,1.0001,835359.23236452,835716.175040805443
1650153600,2022-04-17 00:00:00,USDT/DAI,1.0003,1.0006,1.0002,1.0006,327630.65796512,327782.098576232646
1650067200,2022-04-16 00:00:00,USDT/DAI,1.0001,1.0006,1,1.0002,310574.02404725,310631.421066027967
1649980800,2022-04-15 00:00:00,USDT/DAI,1.0001,1.0003,1,1.0001,623909.41886094,623978.355566879914
1649894400,2022-04-14 00:00:00,USDT/DAI,1.0004,1.0006,0.9994,1,999012.29739111,999299.583439021884
1649808000,2022-04-13 00:00:00,USDT/DAI,1.0003,1.0005,1.0003,1.0004,573108.93099683,573331.939928270163
1649721600,2022-04-12 00:00:00,USDT/DAI,1,1.0004,0.9998,1.0003,757772.02188928,757871.338122231452
1649635200,2022-04-11 00:00:00,USDT/DAI,1.0005,1.002,0.9998,1,1315383.76319954,1316142.637606018394
1649548800,2022-04-10 00:00:00,USDT/DAI,1.0003,1.0006,1.0002,1.0005,453985.23836955,454176.555843024416
1649462400,2022-04-09 00:00:00,USDT/DAI,1.0002,1.0003,1.0002,1.0002,315992.80609807,316067.726151368145
1649376000,2022-04-08 00:00:00,USDT/DAI,1.0001,1.0013,1,1.0003,1034594.16294663,1034965.804452590813
1649289600,2022-04-07 00:00:00,USDT/DAI,1.0004,1.0005,0.9987,1.0001,1359909.81865371,1359859.944638293235
1649203200,2022-04-06 00:00:00,USDT/DAI,1.0004,1.0007,0.9997,1.0005,2257719.07075,2258609.07883518557
1649116800,2022-04-05 00:00:00,USDT/DAI,1.0005,1.0006,1.0002,1.0004,1525813.1796392,1526373.647779771737
1649030400,2022-04-04 00:00:00,USDT/DAI,1.0002,1.0014,1,1.0004,1632771.27914771,1633349.694470510018
1648944000,2022-04-03 00:00:00,USDT/DAI,1.0003,1.0005,0.9997,1.0002,1137274.42884688,1137480.624133592568
1648857600,2022-04-02 00:00:00,USDT/DAI,1.0004,1.0007,1.0002,1.0003,1123661.90439381,1124127.329073369096
1648771200,2022-04-01 00:00:00,USDT/DAI,1.0007,1.0007,0.998,1.0004,1778304.80370499,1778754.334724107541
1648684800,2022-03-31 00:00:00,USDT/DAI,1.0004,1.0014,1,1.0005,1928122.87355579,1929154.222108474703
1648598400,2022-03-30 00:00:00,USDT/DAI,1.0007,1.0007,0.9999,1.0004,1220593.28898671,1220975.268476963017
1648512000,2022-03-29 00:00:00,USDT/DAI,1.0006,1.0008,1.0003,1.0006,1234013.93637703,1234773.15342773022
1648425600,2022-03-28 00:00:00,USDT/DAI,1.0007,1.001,1.0001,1.0006,1621307.33196887,1622303.949455527469
1648339200,2022-03-27 00:00:00,USDT/DAI,1.0006,1.0009,1.0005,1.0006,717637.16626729,718117.897122945941
1648252800,2022-03-26 00:00:00,USDT/DAI,1.0006,1.0011,1.0002,1.0005,694863.6836646,695238.870806776088
1648166400,2022-03-25 00:00:00,USDT/DAI,1.0004,1.001,1.0003,1.0007,1508330.98955962,1509395.440206406387
1648080000,2022-03-24 00:00:00,USDT/DAI,1.0002,1.001,0.9991,1.0006,1514138.86060226,1514813.995205297198
1647993600,2022-03-23 00:00:00,USDT/DAI,1.0007,1.0009,0.9999,1.0003,974758.02513716,975133.765491491455
1647907200,2022-03-22 00:00:00,USDT/DAI,1.0007,1.001,0.9999,1.0008,952293.10467771,952873.91736923894
1647820800,2022-03-21 00:00:00,USDT/DAI,1.0006,1.0009,0.9999,1.0007,794903.56957589,795290.065905462438
1647734400,2022-03-20 00:00:00,USDT/DAI,1.0003,1.0006,0.9998,1.0006,495391.08365762,495552.841191315944
1647648000,2022-03-19 00:00:00,USDT/DAI,1.001,1.001,0.9997,1.0005,740880.42125548,741162.169055245645
1647561600,2022-03-18 00:00:00,USDT/DAI,1.0008,1.0014,1.0003,1.0008,917421.31328313,918181.232183607965
1647475200,2022-03-17 00:00:00,USDT/DAI,1.0003,1.0014,1,1.0008,1086758.05746578,1087495.235400299835
1647388800,2022-03-16 00:00:00,USDT/DAI,1.0006,1.0012,0.999,1.0004,1774788.86637355,1775300.431898793592
1647302400,2022-03-15 00:00:00,USDT/DAI,0.9997,1.0013,0.999,1.0006,952119.53650092,952197.042275809468
1647216000,2022-03-14 00:00:00,USDT/DAI,0.9998,1,0.9985,0.9997,611957.4287592,611688.920347302852
1647129600,2022-03-13 00:00:00,USDT/DAI,0.999,1,0.9981,0.9998,629143.99116933,628507.898296472746
1647043200,2022-03-12 00:00:00,USDT/DAI,1.0001,1.0001,0.951,0.999,808598.81576414,805842.245125620942
1646956800,2022-03-11 00:00:00,USDT/DAI,1.0004,1.0007,0.999,1.0001,571022.10669756,571019.454876048637
1646870400,2022-03-10 00:00:00,USDT/DAI,1,1.0015,0.9984,1.0003,930043.68484984,930333.807439857797
1646784000,2022-03-09 00:00:00,USDT/DAI,1,1.0009,0.9993,1,1052985.97486816,1053026.176876636055
1646697600,2022-03-08 00:00:00,USDT/DAI,0.9997,1.0003,0.9984,0.9995,935811.30011001,935510.172136351749
1646611200,2022-03-07 00:00:00,USDT/DAI,1.0004,1.0004,0.94,0.9994,1813597.53895049,1804701.338524860424
1646524800,2022-03-06 00:00:00,USDT/DAI,0.9997,1.0004,0.999,1.0004,655752.95525593,655619.375861725954
1646438400,2022-03-05 00:00:00,USDT/DAI,1.0008,1.0009,0.9985,0.9994,1002438.51407339,1002378.877790410585
1646352000,2022-03-04 00:00:00,USDT/DAI,1,1.0008,0.9994,1.0003,1121541.64983539,1121673.197126087845
1646265600,2022-03-03 00:00:00,USDT/DAI,1.0007,1.0008,0.9995,1,618123.23840958,618350.720053539487
1646179200,2022-03-02 00:00:00,USDT/DAI,1.0005,1.001,1,1.0007,682148.83200688,682499.386587571357
1646092800,2022-03-01 00:00:00,USDT/DAI,1.0004,1.0008,0.9994,1.0005,1092516.65150799,1092857.693690283588
1646006400,2022-02-28 00:00:00,USDT/DAI,1.0004,1.0007,0.9997,1.0004,917132.45744833,917418.791411011505
1645920000,2022-02-27 00:00:00,USDT/DAI,1.0005,1.0011,0.9988,1.0004,971113.20927204,971590.970482211289
1645833600,2022-02-26 00:00:00,USDT/DAI,1.0007,1.0009,0.9999,1.0002,406012.1255647,406250.507331250182
1645747200,2022-02-25 00:00:00,USDT/DAI,1,1.0013,0.9989,1.0008,949632.41976634,950022.568126790967
1645660800,2022-02-24 00:00:00,USDT/DAI,1.001,1.0012,0.9989,1.0001,1794353.54939527,1794881.030758255734
1645574400,2022-02-23 00:00:00,USDT/DAI,1.0005,1.0014,1.0004,1.001,665113.9320598,665662.520672073575
1645488000,2022-02-22 00:00:00,USDT/DAI,1.0007,1.0009,1.0003,1.0006,749724.02737375,750182.230644083284
1645401600,2022-02-21 00:00:00,USDT/DAI,1.0007,1.0014,1.0004,1.0007,874555.62806045,875252.063853372218
1645315200,2022-02-20 00:00:00,USDT/DAI,1.0003,1.0013,0.9995,1.0005,2631696.54491408,2632766.788756389978
1645228800,2022-02-19 00:00:00,USDT/DAI,1.0002,1.0014,0.9992,1.0002,1207263.10114296,1207277.952405260354
1645142400,2022-02-18 00:00:00,USDT/DAI,1.0004,1.0012,0.999,1.0004,3675562.93278839,3676717.350748630604
1645056000,2022-02-17 00:00:00,USDT/DAI,1.0004,1.002,0.9995,1.0003,3965872.46899691,3968515.325330015029
1644969600,2022-02-16 00:00:00,USDT/DAI,1.0003,1.0017,0.9998,1.0005,1958542.66520653,1959688.324722376526
1644883200,2022-02-15 00:00:00,USDT/DAI,1.0003,1.0017,0.999,1.0003,1697072.95263642,1697872.239300327135
1644796800,2022-02-14 00:00:00,USDT/DAI,1.0008,1.0013,0.9996,1.0003,1571005.62243942,1571709.662910519874
1644710400,2022-02-13 00:00:00,USDT/DAI,1.0007,1.001,0.9994,1.0008,1018217.26515601,1018597.048986609058
1644624000,2022-02-12 00:00:00,USDT/DAI,1.0006,1.0014,0.9981,1.0006,1548284.66914188,1548821.698976835317
1644537600,2022-02-11 00:00:00,USDT/DAI,1.001,1.0015,1.0001,1.0006,1364392.72269554,1365384.067572652984
1644451200,2022-02-10 00:00:00,USDT/DAI,1.0011,1.0026,1.0001,1.001,788600.3666494,789322.458491243829
1644364800,2022-02-09 00:00:00,USDT/DAI,1.0009,1.0018,0.9996,1.0011,828729.35231247,829210.372454840383
1644278400,2022-02-08 00:00:00,USDT/DAI,1.001,1.0047,1.0003,1.0011,799917.44440884,800750.941712394929
1644192000,2022-02-07 00:00:00,USDT/DAI,1.0003,1.0017,1.0001,1.0015,642374.22690631,642954.622827576171
1644105600,2022-02-06 00:00:00,USDT/DAI,1.0003,1.0008,0.9993,1.0007,532553.25991985,532654.993385563992
1644019200,2022-02-05 00:00:00,USDT/DAI,1.0006,1.0022,0.982,1.0007,1196361.51924963,1195783.421067521319
1643932800,2022-02-04 00:00:00,USDT/DAI,1.0003,1.0016,1,1.0005,674169.84968679,674688.972599983453
1643846400,2022-02-03 00:00:00,USDT/DAI,1.0008,1.002,0.9999,1.0003,692901.17341204,693251.265256320178
1643760000,2022-02-02 00:00:00,USDT/DAI,1.0006,1.0013,0.999,1.0007,732198.15079621,732424.522206237513
1643673600,2022-02-01 00:00:00,USDT/DAI,1.0006,1.0015,0.9999,1.0006,509702.78478304,509980.711751258143
1643587200,2022-01-31 00:00:00,USDT/DAI,1.0005,1.0013,0.9993,1.0002,631715.68227997,632087.221826861727
