https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TWT,Volume USDT
1663387200,2022-09-17 04:00:00,TWT/USDT,0.9735,0.9755,0.9728,0.9749,1182.3396,1152.20183008
1663383600,2022-09-17 03:00:00,TWT/USDT,0.9746,0.9749,0.9729,0.9729,231.5697,225.5588879
1663380000,2022-09-17 02:00:00,TWT/USDT,0.9819,0.9826,0.9706,0.9748,901.1129,880.32182693
1663376400,2022-09-17 01:00:00,TWT/USDT,0.9783,0.9824,0.9772,0.9824,1237.278,1213.59922801
1663372800,2022-09-17 00:00:00,TWT/USDT,0.9743,0.9806,0.9743,0.978,504.287,492.9596082
1663369200,2022-09-16 23:00:00,TWT/USDT,0.9704,0.9733,0.9689,0.9721,545.4361,530.4683192
1663365600,2022-09-16 22:00:00,TWT/USDT,0.9614,0.975,0.957,0.97,40383.5112,38993.76083431
1663362000,2022-09-16 21:00:00,TWT/USDT,0.9641,0.9641,0.9607,0.9614,2071.8258,1991.61849284
1663358400,2022-09-16 20:00:00,TWT/USDT,0.9636,0.9672,0.9611,0.9647,1410.1811,1357.68845549
1663354800,2022-09-16 19:00:00,TWT/USDT,0.9635,0.9635,0.9534,0.9632,564.8246,542.89600359
1663351200,2022-09-16 18:00:00,TWT/USDT,0.9621,0.9649,0.9594,0.9649,1192.3158,1147.52103166
1663347600,2022-09-16 17:00:00,TWT/USDT,0.9722,0.9722,0.952,0.9614,20204.3562,19332.77501535
1663344000,2022-09-16 16:00:00,TWT/USDT,0.9696,0.98,0.9648,0.9695,73223.0665,71447.75853387
1663340400,2022-09-16 15:00:00,TWT/USDT,0.9632,0.9705,0.95,0.9697,10530.0163,10067.79146039
1663336800,2022-09-16 14:00:00,TWT/USDT,0.9758,0.9804,0.9636,0.9636,2497.5502,2422.18153349
1663333200,2022-09-16 13:00:00,TWT/USDT,0.9852,0.9869,0.9757,0.9757,3262.0572,3200.93242344
1663329600,2022-09-16 12:00:00,TWT/USDT,0.992,0.992,0.9824,0.9859,1016.85,1002.17357356
1663326000,2022-09-16 11:00:00,TWT/USDT,0.9923,0.9952,0.9919,0.9951,601.4583,597.4224877
1663322400,2022-09-16 10:00:00,TWT/USDT,0.9875,0.9959,0.9875,0.9923,1249.3653,1239.49258996
1663318800,2022-09-16 09:00:00,TWT/USDT,0.9838,0.9892,0.9834,0.9889,285.2138,281.60858183
1663315200,2022-09-16 08:00:00,TWT/USDT,0.9862,0.9883,0.9829,0.9829,512.0648,505.0002478
1663311600,2022-09-16 07:00:00,TWT/USDT,0.99,0.99,0.9844,0.9892,143.3579,141.59765746
1663308000,2022-09-16 06:00:00,TWT/USDT,0.9883,0.9886,0.9867,0.9867,2.492,2.46073935
1663304400,2022-09-16 05:00:00,TWT/USDT,0.9912,0.993,0.9888,0.9888,86.5634,85.6661414
1663300800,2022-09-16 04:00:00,TWT/USDT,0.9867,0.9935,0.9867,0.9908,170.5935,168.90329902
1663297200,2022-09-16 03:00:00,TWT/USDT,0.9795,0.9867,0.9795,0.9867,283.6352,278.82918701
1663293600,2022-09-16 02:00:00,TWT/USDT,0.9842,0.9842,0.9795,0.9819,574.7445,563.61225624
1663290000,2022-09-16 01:00:00,TWT/USDT,0.9869,0.9869,0.9843,0.9854,125.5829,123.61765015
1663286400,2022-09-16 00:00:00,TWT/USDT,0.9834,0.9897,0.9804,0.9855,11029.4258,10872.22230411
1663282800,2022-09-15 23:00:00,TWT/USDT,0.9856,0.986,0.9821,0.9842,470.1939,462.62032663
1663279200,2022-09-15 22:00:00,TWT/USDT,0.9839,0.984,0.98,0.981,2405.4113,2361.8830121
1663275600,2022-09-15 21:00:00,TWT/USDT,0.9899,0.9899,0.9844,0.986,60.5087,59.74764755
1663272000,2022-09-15 20:00:00,TWT/USDT,0.9868,0.9899,0.9835,0.9899,1348.0774,1330.12627657
1663268400,2022-09-15 19:00:00,TWT/USDT,0.9853,0.9887,0.9821,0.9864,140.6629,138.75541145
1663264800,2022-09-15 18:00:00,TWT/USDT,0.988,0.992,0.9839,0.9863,871.6523,861.02777734
1663261200,2022-09-15 17:00:00,TWT/USDT,0.9934,0.9977,0.9846,0.988,1975.0898,1963.35245029
1663257600,2022-09-15 16:00:00,TWT/USDT,0.9777,0.9932,0.9743,0.9928,4807.634,4730.15321145
1663254000,2022-09-15 15:00:00,TWT/USDT,0.9792,0.9804,0.9715,0.976,2691.0407,2624.57327459
1663250400,2022-09-15 14:00:00,TWT/USDT,1.0018,1.0055,0.9765,0.9786,11062.6454,11041.89810896
1663246800,2022-09-15 13:00:00,TWT/USDT,1.0028,1.0044,1.0006,1.0022,727.2439,729.21172133
1663243200,2022-09-15 12:00:00,TWT/USDT,1,1.0047,0.9991,1.0019,2001.266,2002.93252306
1663239600,2022-09-15 11:00:00,TWT/USDT,1.0005,1.0054,1,1,10311.0341,10313.85897541
1663236000,2022-09-15 10:00:00,TWT/USDT,1.0054,1.0066,1.0006,1.0006,310.7099,312.32291706
1663232400,2022-09-15 09:00:00,TWT/USDT,1.006,1.0066,1.0013,1.0054,5229.3605,5258.24486816
1663228800,2022-09-15 08:00:00,TWT/USDT,1.0112,1.0122,1.0032,1.0032,311.5438,313.86723226
1663225200,2022-09-15 07:00:00,TWT/USDT,1.0059,1.018,1.0059,1.0131,3242.1906,3283.10535241
1663221600,2022-09-15 06:00:00,TWT/USDT,1.0015,1.008,0.987,1.0038,9374.7158,9311.03014433
1663218000,2022-09-15 05:00:00,TWT/USDT,0.9947,1.0012,0.9947,0.9981,1964.9656,1961.22193216
1663214400,2022-09-15 04:00:00,TWT/USDT,0.9971,0.9971,0.9932,0.9947,1612.9091,1605.4184011
1663210800,2022-09-15 03:00:00,TWT/USDT,0.9989,1.0014,0.9941,0.9954,1174.4852,1172.85404166
1663207200,2022-09-15 02:00:00,TWT/USDT,1.0086,1.0095,0.9974,1.0017,895.8152,897.59225578
1663203600,2022-09-15 01:00:00,TWT/USDT,1.0159,1.0163,1.0076,1.0106,1380.3263,1395.75227891
1663200000,2022-09-15 00:00:00,TWT/USDT,1.0158,1.0262,1.0124,1.0162,1789.0887,1823.66316729
1663196400,2022-09-14 23:00:00,TWT/USDT,1.0177,1.0177,1.0163,1.0177,137.8752,140.22963461
1663192800,2022-09-14 22:00:00,TWT/USDT,1.014,1.0184,1.0102,1.0168,75.8988,76.87366701
1663189200,2022-09-14 21:00:00,TWT/USDT,1.0056,1.0167,1.0037,1.0167,1623.133,1634.46180992
1663185600,2022-09-14 20:00:00,TWT/USDT,1.0016,1.0049,1.0001,1.0049,1750.2411,1752.54082093
1663182000,2022-09-14 19:00:00,TWT/USDT,1.001,1.0032,0.9965,0.9999,4200.093,4200.04451519
1663178400,2022-09-14 18:00:00,TWT/USDT,1.0045,1.014,0.9911,1.0006,4418.1786,4431.82701805
1663174800,2022-09-14 17:00:00,TWT/USDT,1.0049,1.0096,1.0044,1.0044,4315.7549,4343.26828073
1663171200,2022-09-14 16:00:00,TWT/USDT,1.0098,1.0099,0.9974,1.006,20524.3108,20621.04795205
1663167600,2022-09-14 15:00:00,TWT/USDT,1.0103,1.0119,1.008,1.0112,45.8852,46.35567523
1663164000,2022-09-14 14:00:00,TWT/USDT,1.017,1.0176,1.0075,1.0105,1746.8008,1767.00481398
1663160400,2022-09-14 13:00:00,TWT/USDT,1.0237,1.0301,1.0139,1.0154,2222.1397,2264.13676563
1663156800,2022-09-14 12:00:00,TWT/USDT,1.0147,1.0234,1.0094,1.0228,23462.9112,23822.09741413
1663153200,2022-09-14 11:00:00,TWT/USDT,1.0144,1.0243,1.0135,1.0153,3976.0004,4046.93295175
1663149600,2022-09-14 10:00:00,TWT/USDT,1.0158,1.024,1.012,1.0144,3754.875,3814.42291452
1663146000,2022-09-14 09:00:00,TWT/USDT,1.0195,1.0248,1.0148,1.0148,1881.2962,1922.72644315
1663142400,2022-09-14 08:00:00,TWT/USDT,1.013,1.0208,1.0012,1.0195,2168.4582,2193.79592181
1663138800,2022-09-14 07:00:00,TWT/USDT,1.0133,1.0181,1.0016,1.0108,2041.3494,2063.20462961
1663135200,2022-09-14 06:00:00,TWT/USDT,1.0202,1.0233,1.0132,1.0132,1960.2604,1991.69124018
1663131600,2022-09-14 05:00:00,TWT/USDT,1.0265,1.03,1.02,1.02,60.6844,62.13154471
1663128000,2022-09-14 04:00:00,TWT/USDT,1.0199,1.0298,1.0199,1.0283,500.2254,513.11465232
1663124400,2022-09-14 03:00:00,TWT/USDT,1.0376,1.0376,1.0175,1.0183,1781.7992,1826.51635664
1663120800,2022-09-14 02:00:00,TWT/USDT,1.0379,1.047,1.036,1.0386,4105.2404,4280.20387461
1663117200,2022-09-14 01:00:00,TWT/USDT,1.0289,1.038,1.0289,1.038,399.2427,412.03870103
1663113600,2022-09-14 00:00:00,TWT/USDT,1.0221,1.0283,1.0169,1.0279,725.0531,741.18288452
1663110000,2022-09-13 23:00:00,TWT/USDT,1.0344,1.0347,1.0227,1.0227,1233.3489,1267.18057019
1663106400,2022-09-13 22:00:00,TWT/USDT,1.036,1.0376,1.0286,1.0349,6865.3698,7078.87341501
1663102800,2022-09-13 21:00:00,TWT/USDT,1.0397,1.0399,1.0297,1.0368,1366.5578,1414.59736041
1663099200,2022-09-13 20:00:00,TWT/USDT,1.0302,1.0514,1.0291,1.039,1299.4093,1354.1038078
1663095600,2022-09-13 19:00:00,TWT/USDT,1.0192,1.033,1.0168,1.033,12282.539,12535.87868562
1663092000,2022-09-13 18:00:00,TWT/USDT,1.0328,1.0444,1.0157,1.0193,2628.0486,2726.10842473
1663088400,2022-09-13 17:00:00,TWT/USDT,1.0312,1.0486,1.0312,1.0323,12029.0777,12511.11478168
1663084800,2022-09-13 16:00:00,TWT/USDT,1.0344,1.0369,1.0222,1.0358,3602.1498,3713.79007064
1663081200,2022-09-13 15:00:00,TWT/USDT,1.047,1.051,1.034,1.0354,3713.5485,3871.56751119
1663077600,2022-09-13 14:00:00,TWT/USDT,1.0338,1.0644,1.0266,1.0518,14009.5576,14635.40456926
1663074000,2022-09-13 13:00:00,TWT/USDT,1.0183,1.0481,1.0163,1.0341,14947.3168,15467.92341904
1663070400,2022-09-13 12:00:00,TWT/USDT,1.0844,1.0926,1.0036,1.0186,26668.854,27954.74971258
1663066800,2022-09-13 11:00:00,TWT/USDT,1.0841,1.0993,1.0792,1.0795,10312.7307,11218.81647845
1663063200,2022-09-13 10:00:00,TWT/USDT,1.081,1.0899,1.0756,1.0864,10680.3963,11546.66596641
1663059600,2022-09-13 09:00:00,TWT/USDT,1.1189,1.1197,1.0809,1.0809,11930.0018,13140.07951978
1663056000,2022-09-13 08:00:00,TWT/USDT,1.0606,1.1205,1.058,1.1205,32141.5954,35348.70768227
1663052400,2022-09-13 07:00:00,TWT/USDT,1.0604,1.063,1.0539,1.063,3250.6773,3443.08213762
1663048800,2022-09-13 06:00:00,TWT/USDT,1.0561,1.083,1.0537,1.0613,16525.3784,17576.34067546
1663045200,2022-09-13 05:00:00,TWT/USDT,1.0562,1.0621,1.0539,1.0551,3355.532,3548.12516793
1663041600,2022-09-13 04:00:00,TWT/USDT,1.0788,1.0813,1.055,1.055,23606.0144,25339.66467863
1663038000,2022-09-13 03:00:00,TWT/USDT,1.0464,1.08,1.0423,1.0787,7764.5902,8278.92342045
1663034400,2022-09-13 02:00:00,TWT/USDT,1.0241,1.0824,1.017,1.0464,16412.1784,17201.4601631
1663030800,2022-09-13 01:00:00,TWT/USDT,1.0183,1.0258,1.0174,1.0229,993.516,1015.86741247
1663027200,2022-09-13 00:00:00,TWT/USDT,0.9993,1.0263,0.9993,1.0203,5336.8247,5436.92116382
1663023600,2022-09-12 23:00:00,TWT/USDT,1.0016,1.0043,1.0004,1.004,45.2393,45.39786184
1663020000,2022-09-12 22:00:00,TWT/USDT,1.0009,1.0025,0.9982,0.9982,92.7943,92.6859667
1663016400,2022-09-12 21:00:00,TWT/USDT,1.0123,1.0125,0.9999,1.0006,499.7598,503.00303766
1663012800,2022-09-12 20:00:00,TWT/USDT,1.0092,1.0141,1.008,1.0141,88.537,89.44503108
1663009200,2022-09-12 19:00:00,TWT/USDT,1.0124,1.0126,1.0087,1.0087,110.6976,112.07999821
1663005600,2022-09-12 18:00:00,TWT/USDT,1.0042,1.0136,1.0035,1.013,3347.1555,3382.53893953
1663002000,2022-09-12 17:00:00,TWT/USDT,1.0026,1.0059,1.0009,1.004,3326.6624,3336.56481194
1662998400,2022-09-12 16:00:00,TWT/USDT,0.9942,1.0062,0.9835,1.0017,8567.3564,8523.51691639
1662994800,2022-09-12 15:00:00,TWT/USDT,1.0056,1.0062,0.9905,0.9905,2114.4235,2106.94437826
1662991200,2022-09-12 14:00:00,TWT/USDT,1.0086,1.0153,1.0058,1.0072,1748.8722,1763.89053615
1662987600,2022-09-12 13:00:00,TWT/USDT,1.0118,1.0136,1.0075,1.0105,1132.3055,1143.92023586
1662984000,2022-09-12 12:00:00,TWT/USDT,1.0183,1.0183,1.0109,1.0139,571.5636,579.68159691
1662980400,2022-09-12 11:00:00,TWT/USDT,1.0135,1.0188,1.0096,1.0171,1457.3881,1479.36065011
1662976800,2022-09-12 10:00:00,TWT/USDT,1.0127,1.0174,1.0101,1.0146,1410.1409,1430.04988656
1662973200,2022-09-12 09:00:00,TWT/USDT,1.0148,1.0174,1.013,1.014,471.9083,478.86906706
1662969600,2022-09-12 08:00:00,TWT/USDT,1.0112,1.0146,1.0047,1.0135,1702.2262,1724.7317387
1662966000,2022-09-12 07:00:00,TWT/USDT,0.9997,1.011,0.9997,1.011,915.3245,920.33715343
1662962400,2022-09-12 06:00:00,TWT/USDT,0.9959,0.9997,0.9958,0.9981,53.7888,53.67010477
1662958800,2022-09-12 05:00:00,TWT/USDT,1.0026,1.005,0.9889,0.9955,12812.7494,12749.60547162
1662955200,2022-09-12 04:00:00,TWT/USDT,1.0006,1.0049,1.0006,1.0015,4347.7251,4351.50969813
1662951600,2022-09-12 03:00:00,TWT/USDT,1.0016,1.0059,0.998,1.0007,5461.7624,5466.76892765
1662948000,2022-09-12 02:00:00,TWT/USDT,1.0146,1.0179,0.9978,1.0013,3974.1098,3984.94512371
1662944400,2022-09-12 01:00:00,TWT/USDT,1.0017,1.0176,0.9976,1.0146,3897.1596,3926.20235887
1662940800,2022-09-12 00:00:00,TWT/USDT,1.0258,1.0258,1.0018,1.0018,4142.4499,4180.21157644
1662937200,2022-09-11 23:00:00,TWT/USDT,1.0173,1.0268,1.0151,1.0261,257.7308,263.62439779
1662933600,2022-09-11 22:00:00,TWT/USDT,1.0127,1.0209,1.011,1.0176,3355.5211,3394.50310918
1662930000,2022-09-11 21:00:00,TWT/USDT,1.0208,1.023,1.0128,1.0128,624.141,634.14928634
1662926400,2022-09-11 20:00:00,TWT/USDT,1.023,1.0233,1.0165,1.0202,2534.7531,2586.92903975
1662922800,2022-09-11 19:00:00,TWT/USDT,1.0236,1.0236,1.0211,1.0233,721.3029,737.7058171
1662919200,2022-09-11 18:00:00,TWT/USDT,1.0256,1.0256,1.0215,1.023,509.1083,520.84897286
1662915600,2022-09-11 17:00:00,TWT/USDT,1.0314,1.0338,1.0247,1.0247,1126.0428,1160.78248041
1662912000,2022-09-11 16:00:00,TWT/USDT,1.0295,1.0312,1.026,1.03,265.7443,273.54564499
1662908400,2022-09-11 15:00:00,TWT/USDT,1.0272,1.0336,1.0266,1.0295,1429.2367,1474.65362805
1662904800,2022-09-11 14:00:00,TWT/USDT,1.0289,1.0292,1.0236,1.0256,1002.1875,1028.09976252
1662901200,2022-09-11 13:00:00,TWT/USDT,1.0278,1.0283,1.021,1.0283,1223.077,1252.63569802
1662897600,2022-09-11 12:00:00,TWT/USDT,1.0279,1.0298,1.0232,1.028,562.1842,576.53125181
1662894000,2022-09-11 11:00:00,TWT/USDT,1.0275,1.0326,1.0275,1.0285,2998.3894,3089.28657944
1662890400,2022-09-11 10:00:00,TWT/USDT,1.0266,1.0286,1.0248,1.0253,742.5757,762.56871957
1662886800,2022-09-11 09:00:00,TWT/USDT,1.03,1.0322,1.026,1.026,2018.3087,2078.77211911
1662883200,2022-09-11 08:00:00,TWT/USDT,1.0289,1.0323,1.0283,1.0299,157.1527,161.87297828
1662879600,2022-09-11 07:00:00,TWT/USDT,1.022,1.0289,1.021,1.0289,1246.0684,1274.32084155
1662876000,2022-09-11 06:00:00,TWT/USDT,1.0268,1.0304,1.0221,1.0225,6917.2252,7085.10988583
1662872400,2022-09-11 05:00:00,TWT/USDT,1.0266,1.0295,1.0266,1.0268,344.122,353.44904401
1662868800,2022-09-11 04:00:00,TWT/USDT,1.0271,1.0286,1.0267,1.0277,288.5506,296.4064551
1662865200,2022-09-11 03:00:00,TWT/USDT,1.03,1.0306,1.0272,1.0272,694.9445,714.96634806
1662861600,2022-09-11 02:00:00,TWT/USDT,1.031,1.0336,1.0295,1.0295,1439.9733,1487.0364926
1662858000,2022-09-11 01:00:00,TWT/USDT,1.0322,1.0355,1.0297,1.0297,742.2915,766.37256893
1662854400,2022-09-11 00:00:00,TWT/USDT,1.0343,1.038,1.0305,1.0305,775.6518,802.5756989
1662850800,2022-09-10 23:00:00,TWT/USDT,1.0403,1.0408,1.0343,1.036,384.2826,399.17711471
1662847200,2022-09-10 22:00:00,TWT/USDT,1.0338,1.04,1.0329,1.04,324.384,336.56981994
1662843600,2022-09-10 21:00:00,TWT/USDT,1.029,1.0385,1.028,1.0336,382.1347,394.44390455
1662840000,2022-09-10 20:00:00,TWT/USDT,1.0295,1.0307,1.0272,1.0273,2684.7896,2758.50477158
1662836400,2022-09-10 19:00:00,TWT/USDT,1.0288,1.0336,1.0288,1.0314,481.1962,496.11871631
1662832800,2022-09-10 18:00:00,TWT/USDT,1.0216,1.0314,1.0216,1.0279,3034.8337,3125.7933101
1662829200,2022-09-10 17:00:00,TWT/USDT,1.0211,1.0226,1.018,1.0225,1423.9907,1453.35335037
1662825600,2022-09-10 16:00:00,TWT/USDT,1.0154,1.0224,1.0137,1.0218,1427.2263,1449.69735187
1662822000,2022-09-10 15:00:00,TWT/USDT,1.0184,1.02,1.0116,1.0131,6492.0346,6595.10314634
1662818400,2022-09-10 14:00:00,TWT/USDT,1.0164,1.02,1.0164,1.0184,681.5173,694.02187796
1662814800,2022-09-10 13:00:00,TWT/USDT,1.0265,1.0278,1.0133,1.0152,3645.5321,3715.13264624
1662811200,2022-09-10 12:00:00,TWT/USDT,1.0256,1.0282,1.0231,1.0282,2174.5776,2230.60220267
1662807600,2022-09-10 11:00:00,TWT/USDT,1.0274,1.0275,1.0224,1.0241,5105.496,5227.24671821
1662804000,2022-09-10 10:00:00,TWT/USDT,1.0344,1.0344,1.0268,1.0282,565.535,581.80572245
1662800400,2022-09-10 09:00:00,TWT/USDT,1.0349,1.0419,1.0343,1.0374,5747.1665,5956.26170699
1662796800,2022-09-10 08:00:00,TWT/USDT,1.0329,1.0395,1.0329,1.0336,1071.814,1109.84209547
1662793200,2022-09-10 07:00:00,TWT/USDT,1.0466,1.0481,1.0282,1.0302,1248.9138,1298.48339831
1662789600,2022-09-10 06:00:00,TWT/USDT,1.0441,1.0484,1.044,1.0443,1070.4466,1117.82993362
1662786000,2022-09-10 05:00:00,TWT/USDT,1.0441,1.0481,1.0424,1.0441,748.5676,781.2646948
1662782400,2022-09-10 04:00:00,TWT/USDT,1.0446,1.0473,1.041,1.0429,455.7,476.53442556
1662778800,2022-09-10 03:00:00,TWT/USDT,1.049,1.0496,1.0443,1.0447,1107.5911,1158.11924581
1662775200,2022-09-10 02:00:00,TWT/USDT,1.0503,1.0503,1.0448,1.0481,177.8486,186.20027739
1662771600,2022-09-10 01:00:00,TWT/USDT,1.0511,1.0564,1.0507,1.0518,2522.6172,2658.26818414
1662768000,2022-09-10 00:00:00,TWT/USDT,1.049,1.0523,1.0424,1.0507,379.6251,397.42189613
1662764400,2022-09-09 23:00:00,TWT/USDT,1.053,1.0557,1.0418,1.0488,583.1058,612.01016689
1662760800,2022-09-09 22:00:00,TWT/USDT,1.048,1.0537,1.048,1.0514,5602.6785,5880.21393482
1662757200,2022-09-09 21:00:00,TWT/USDT,1.0491,1.0502,1.0438,1.0491,3855.0379,4042.98121831
1662753600,2022-09-09 20:00:00,TWT/USDT,1.0434,1.0494,1.0434,1.049,1958.3837,2051.12134864
1662750000,2022-09-09 19:00:00,TWT/USDT,1.0406,1.049,1.0406,1.0435,1469.9189,1538.01701431
1662746400,2022-09-09 18:00:00,TWT/USDT,1.0365,1.0411,1.0341,1.0408,2941.8688,3050.74576358
1662742800,2022-09-09 17:00:00,TWT/USDT,1.0429,1.0471,1.0359,1.0368,2914.689,3033.27030943
1662739200,2022-09-09 16:00:00,TWT/USDT,1.0347,1.043,1.0307,1.043,4989.1837,5176.07056889
1662735600,2022-09-09 15:00:00,TWT/USDT,1.0336,1.0385,1.0281,1.0352,3439.1738,3553.65133762
1662732000,2022-09-09 14:00:00,TWT/USDT,1.0304,1.0336,1.028,1.0336,16630.8658,17149.76960775
1662728400,2022-09-09 13:00:00,TWT/USDT,1.0378,1.0378,1.0263,1.03,3436.3117,3542.06556057
1662724800,2022-09-09 12:00:00,TWT/USDT,1.0255,1.0439,1.0249,1.0382,3600.9224,3731.56485328
1662721200,2022-09-09 11:00:00,TWT/USDT,1.0336,1.0336,1.0209,1.0252,1326.5924,1362.54936029
1662717600,2022-09-09 10:00:00,TWT/USDT,1.0268,1.0355,1.0212,1.0298,5610.1079,5759.04984252
1662714000,2022-09-09 09:00:00,TWT/USDT,1.0248,1.0449,1.0247,1.0284,11073.6018,11462.10499583
1662710400,2022-09-09 08:00:00,TWT/USDT,1.022,1.0295,1.0177,1.026,10156.1869,10414.43043842
1662706800,2022-09-09 07:00:00,TWT/USDT,1.0212,1.0284,1.0157,1.0228,2366.2386,2421.41650046
1662703200,2022-09-09 06:00:00,TWT/USDT,1.0085,1.0256,1.0085,1.0215,3587.0936,3650.01839746
1662699600,2022-09-09 05:00:00,TWT/USDT,1.0137,1.0151,1.006,1.0085,3417.9928,3452.75524485
1662696000,2022-09-09 04:00:00,TWT/USDT,0.9924,1.0167,0.9914,1.0155,10126.0101,10193.71545294
1662692400,2022-09-09 03:00:00,TWT/USDT,0.9781,0.9923,0.9781,0.9923,14539.8444,14273.23561923
1662688800,2022-09-09 02:00:00,TWT/USDT,0.9778,0.9795,0.9778,0.9789,266.6685,261.09873628
1662685200,2022-09-09 01:00:00,TWT/USDT,0.9776,0.9792,0.9772,0.9781,395.6663,387.21708468
1662681600,2022-09-09 00:00:00,TWT/USDT,0.9766,0.9771,0.9725,0.9767,3873.2797,3775.98065928
1662678000,2022-09-08 23:00:00,TWT/USDT,0.975,0.9765,0.9736,0.9759,844.8607,824.69483383
1662674400,2022-09-08 22:00:00,TWT/USDT,0.9731,0.9746,0.9719,0.9732,453.3702,441.32081498
1662670800,2022-09-08 21:00:00,TWT/USDT,0.9759,0.9759,0.9725,0.9726,1792.4571,1744.7127354
1662667200,2022-09-08 20:00:00,TWT/USDT,0.9723,0.9765,0.9723,0.9765,809.4607,789.17950471
1662663600,2022-09-08 19:00:00,TWT/USDT,0.9702,0.9721,0.97,0.9721,894.4303,867.90463552
1662660000,2022-09-08 18:00:00,TWT/USDT,0.9724,0.9724,0.9665,0.9695,7806.8978,7560.15216927
1662656400,2022-09-08 17:00:00,TWT/USDT,0.9697,0.9722,0.9697,0.971,1436.4985,1393.40987899
1662652800,2022-09-08 16:00:00,TWT/USDT,0.9708,0.9717,0.9658,0.9717,5279.0532,5114.74897585
1662649200,2022-09-08 15:00:00,TWT/USDT,0.9749,0.9776,0.9711,0.9719,3153.2701,3069.13431538
1662645600,2022-09-08 14:00:00,TWT/USDT,0.9669,0.9757,0.9634,0.9747,7107.3304,6904.67028669
1662642000,2022-09-08 13:00:00,TWT/USDT,0.9657,0.971,0.9601,0.9681,979.0383,946.29276161
1662638400,2022-09-08 12:00:00,TWT/USDT,0.9708,0.9761,0.962,0.9657,2400.6698,2328.43210687
1662634800,2022-09-08 11:00:00,TWT/USDT,0.9744,0.9746,0.9684,0.9728,10688.3131,10376.75418834
1662631200,2022-09-08 10:00:00,TWT/USDT,0.9666,0.9743,0.966,0.9743,2573.8003,2496.22979339
1662627600,2022-09-08 09:00:00,TWT/USDT,0.9657,0.9663,0.9636,0.964,1736.3591,1673.78864211
1662624000,2022-09-08 08:00:00,TWT/USDT,0.9677,0.9677,0.9652,0.9657,485.6689,468.96937484
1662620400,2022-09-08 07:00:00,TWT/USDT,0.9735,0.9735,0.9648,0.9656,660.2638,638.47808485
1662616800,2022-09-08 06:00:00,TWT/USDT,0.97,0.979,0.9683,0.9738,4825.5109,4691.97535433
1662613200,2022-09-08 05:00:00,TWT/USDT,0.97,0.9715,0.97,0.97,221.1931,214.63603257
1662609600,2022-09-08 04:00:00,TWT/USDT,0.9684,0.9711,0.9683,0.9711,170.7008,165.46951612
1662606000,2022-09-08 03:00:00,TWT/USDT,0.9665,0.9683,0.9641,0.9683,128.7074,124.39570582
1662602400,2022-09-08 02:00:00,TWT/USDT,0.9659,0.9683,0.9653,0.9683,266.203,257.23990088
1662598800,2022-09-08 01:00:00,TWT/USDT,0.9696,0.9696,0.9614,0.9646,737.8257,711.8275421
