https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COCOS,Volume USDT
1654041600,2022-06-01 00:00:00,COCOS/USDT,0.7365,0.771,0.6894,0.6936,296650.40124588,213709.009823090449
1653955200,2022-05-31 00:00:00,COCOS/USDT,0.7347,0.7594,0.7228,0.7366,284307.99791887,209173.972530718319
1653868800,2022-05-30 00:00:00,COCOS/USDT,0.699,0.7997,0.6961,0.7349,286464.9637799,207731.949274771667
1653782400,2022-05-29 00:00:00,COCOS/USDT,0.6818,0.7553,0.6678,0.6991,321520.09882485,222543.053608512761
1653696000,2022-05-28 00:00:00,COCOS/USDT,0.6767,0.6919,0.6645,0.6767,5960.05196835,4021.08266474815
1653609600,2022-05-27 00:00:00,COCOS/USDT,0.6868,0.6969,0.6518,0.6712,28055.38251883,18968.757376048845
1653523200,2022-05-26 00:00:00,COCOS/USDT,0.7513,0.8342,0.6809,0.6897,152982.00375908,114518.855467007049
1653436800,2022-05-25 00:00:00,COCOS/USDT,0.7591,0.774,0.736,0.7508,280000.00384561,210492.795985868947
1653350400,2022-05-24 00:00:00,COCOS/USDT,0.7368,0.7989,0.719,0.7597,282778.57162407,209520.086728543824
1653264000,2022-05-23 00:00:00,COCOS/USDT,0.7648,0.7976,0.7327,0.7369,285112.07700633,217320.770494112834
1653177600,2022-05-22 00:00:00,COCOS/USDT,0.7545,0.7738,0.7408,0.7662,312410.24872577,236747.704457503035
1653091200,2022-05-21 00:00:00,COCOS/USDT,0.7368,0.7747,0.7207,0.7546,337643.08179722,252235.458562484588
1653004800,2022-05-20 00:00:00,COCOS/USDT,0.775,0.79,0.7146,0.7367,303747.34073759,229141.050416739892
1652918400,2022-05-19 00:00:00,COCOS/USDT,0.7094,0.8637,0.6849,0.7764,309025.43967032,233337.283694779319
1652832000,2022-05-18 00:00:00,COCOS/USDT,0.7841,0.8484,0.7043,0.7086,294765.7131236,224220.084432708874
1652745600,2022-05-17 00:00:00,COCOS/USDT,0.7354,0.838,0.734,0.7803,278419.07460651,214950.325943600382
1652659200,2022-05-16 00:00:00,COCOS/USDT,0.7949,0.7981,0.7316,0.7344,272633.18976951,204113.860414302323
1652572800,2022-05-15 00:00:00,COCOS/USDT,0.7437,0.7929,0.718,0.7929,271880.16727235,203501.581765502313
1652486400,2022-05-14 00:00:00,COCOS/USDT,0.7169,0.7724,0.6754,0.7438,288679.40989252,206950.497446857775
1652400000,2022-05-13 00:00:00,COCOS/USDT,0.6352,0.8282,0.6299,0.7171,225218.22661071,172583.903173297391
1652313600,2022-05-12 00:00:00,COCOS/USDT,0.6971,0.7438,0.5318,0.6361,286295.15072797,180768.428760803706
1652227200,2022-05-11 00:00:00,COCOS/USDT,0.961,0.9824,0.6819,0.697,268914.48210198,222934.732492022303
1652140800,2022-05-10 00:00:00,COCOS/USDT,0.9551,1.09,0.9252,0.9616,190951.09505196,189358.273569847807
1652054400,2022-05-09 00:00:00,COCOS/USDT,1.0153,1.2568,0.918,0.9555,248927.14982847,249181.474287659898
1651968000,2022-05-08 00:00:00,COCOS/USDT,1.0466,1.0471,1.0059,1.0153,198661.99984862,203167.981767535648
1651881600,2022-05-07 00:00:00,COCOS/USDT,1.0796,1.0857,1.036,1.0464,200073.92238115,212277.699880635418
1651795200,2022-05-06 00:00:00,COCOS/USDT,1.0715,1.1334,1.033,1.0798,197366.20704287,210555.651165880305
1651708800,2022-05-05 00:00:00,COCOS/USDT,1.1732,1.1957,1.0575,1.0714,184517.99889595,208998.902605969285
1651622400,2022-05-04 00:00:00,COCOS/USDT,1.1047,1.235,1.1025,1.1728,229416.8664952,260460.170177771315
1651536000,2022-05-03 00:00:00,COCOS/USDT,1.1226,1.1611,1.1022,1.1049,179302.85305401,201945.364513420037
1651449600,2022-05-02 00:00:00,COCOS/USDT,1.105,1.37,1.0944,1.1225,226891.69486532,259909.258413942953
1651363200,2022-05-01 00:00:00,COCOS/USDT,1.0542,1.1426,1.0434,1.1051,211780.01469807,228035.547410115023
1651276800,2022-04-30 00:00:00,COCOS/USDT,1.147,1.1576,1.0426,1.0548,202744.2925038,224656.017779156307
1651190400,2022-04-29 00:00:00,COCOS/USDT,1.2961,1.2966,1.1418,1.1471,176445.0558569,212022.525372582258
1651104000,2022-04-28 00:00:00,COCOS/USDT,1.1612,1.376,1.1488,1.2961,184537.24138765,225630.22340556087
1651017600,2022-04-27 00:00:00,COCOS/USDT,1.1187,1.275,1.061,1.1612,199126.80220724,226526.407292829046
1650931200,2022-04-26 00:00:00,COCOS/USDT,1.2137,1.2256,1.1147,1.1185,170727.30015871,200270.611157157594
1650844800,2022-04-25 00:00:00,COCOS/USDT,1.2181,1.2197,1.1434,1.2137,173277.34487696,205520.727930095796
1650758400,2022-04-24 00:00:00,COCOS/USDT,1.266,1.2741,1.2157,1.2179,177665.32275181,221587.12379318932
1650672000,2022-04-23 00:00:00,COCOS/USDT,1.2775,1.3028,1.26,1.2676,161533.82912607,206264.875549134328
1650585600,2022-04-22 00:00:00,COCOS/USDT,1.3008,1.3009,1.2516,1.2775,183342.78208051,235351.461336081009
1650499200,2022-04-21 00:00:00,COCOS/USDT,1.335,1.3714,1.2748,1.3008,163697.82424715,219649.221295115228
1650412800,2022-04-20 00:00:00,COCOS/USDT,1.3681,1.3993,1.3032,1.3349,247137.78127731,338688.798022070689
1650326400,2022-04-19 00:00:00,COCOS/USDT,1.3249,1.4033,1.3247,1.3682,326117.12959056,443473.937603982835
1650240000,2022-04-18 00:00:00,COCOS/USDT,1.3602,1.4291,1.2748,1.3249,175049.07883898,230501.598934133284
1650153600,2022-04-17 00:00:00,COCOS/USDT,1.3983,1.4312,1.354,1.3607,155622.54433748,217514.27137830509
1650067200,2022-04-16 00:00:00,COCOS/USDT,1.4033,1.4363,1.3817,1.3983,158734.35833393,221643.511645408047
1649980800,2022-04-15 00:00:00,COCOS/USDT,1.4456,1.4639,1.3487,1.4035,166762.05212226,236192.420076854411
1649894400,2022-04-14 00:00:00,COCOS/USDT,1.4856,1.52,1.39,1.4456,233995.77525137,339713.472149860366
1649808000,2022-04-13 00:00:00,COCOS/USDT,0.5,1.75,0.5,1.48,851505.33075733,1328252.383201558936
