https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LIT,Volume USDT
1657929600,2022-07-16 00:00:00,LIT/USDT,0.8003,0.829,0.7745,0.8157,495198.24523663,397340.088198317517
1657843200,2022-07-15 00:00:00,LIT/USDT,0.783,0.8434,0.7698,0.7995,465921.88952114,374856.13793609224
1657756800,2022-07-14 00:00:00,LIT/USDT,0.7723,0.7924,0.7367,0.7827,489660.57708083,375113.039203382753
1657670400,2022-07-13 00:00:00,LIT/USDT,0.7458,0.7871,0.6832,0.7723,517137.8731845,386019.26621521358
1657584000,2022-07-12 00:00:00,LIT/USDT,0.8049,0.8277,0.7439,0.7439,502680.65728543,399044.954939739275
1657497600,2022-07-11 00:00:00,LIT/USDT,0.8529,0.8657,0.7988,0.8049,446397.75262767,374151.102441976758
1657411200,2022-07-10 00:00:00,LIT/USDT,0.9119,0.9142,0.8385,0.856,452084.19290316,392310.44710760931
1657324800,2022-07-09 00:00:00,LIT/USDT,0.9062,0.9247,0.8968,0.9119,407698.09003171,372275.736955144281
1657238400,2022-07-08 00:00:00,LIT/USDT,0.9424,0.9876,0.9048,0.9063,480516.69804916,452617.059333676338
1657152000,2022-07-07 00:00:00,LIT/USDT,0.9252,0.9978,0.8939,0.9423,449407.00734326,415452.93572347331
1657065600,2022-07-06 00:00:00,LIT/USDT,0.9663,0.9855,0.9097,0.9252,453214.12748001,422724.236109135527
1656979200,2022-07-05 00:00:00,LIT/USDT,0.874,1.02,0.8725,0.9658,830584.77475816,786213.872809979038
1656892800,2022-07-04 00:00:00,LIT/USDT,0.8214,0.8897,0.7978,0.8744,667767.85142391,562762.910305223879
1656806400,2022-07-03 00:00:00,LIT/USDT,0.8319,0.8431,0.794,0.8215,612452.50746495,501768.777097093448
1656720000,2022-07-02 00:00:00,LIT/USDT,0.8426,0.8498,0.805,0.8309,624411.62123745,513572.505195765893
1656633600,2022-07-01 00:00:00,LIT/USDT,0.8673,0.8863,0.8167,0.8426,759305.30151159,644802.486466673078
1656547200,2022-06-30 00:00:00,LIT/USDT,0.9089,0.9095,0.7937,0.8669,821212.70541705,693016.940073889719
1656460800,2022-06-29 00:00:00,LIT/USDT,0.9328,1.0193,0.9058,0.911,789852.6038872,750996.351057723278
1656374400,2022-06-28 00:00:00,LIT/USDT,1.0673,1.0904,0.9075,0.9336,766392.49835229,777512.363635264132
1656288000,2022-06-27 00:00:00,LIT/USDT,1.0866,1.2496,1.0546,1.0674,882157.68128574,1000418.586666995733
1656201600,2022-06-26 00:00:00,LIT/USDT,1.0662,1.2,1.0269,1.0871,818591.47242461,898620.13406655226
1656115200,2022-06-25 00:00:00,LIT/USDT,1.0951,1.1263,1.0213,1.064,633185.06971807,679714.707323409737
1656028800,2022-06-24 00:00:00,LIT/USDT,1.1021,1.2801,1.08,1.0913,771532.3423937,877117.312102182847
1655942400,2022-06-23 00:00:00,LIT/USDT,1.1141,1.2797,1.0549,1.1032,1040002.1916684,1187144.646833787816
1655856000,2022-06-22 00:00:00,LIT/USDT,0.8755,1.1803,0.8387,1.1186,1446580.1351647,1501658.472994707605
1655769600,2022-06-21 00:00:00,LIT/USDT,0.879,0.955,0.8591,0.8738,769568.79152054,697075.633378587383
1655683200,2022-06-20 00:00:00,LIT/USDT,0.9426,0.9685,0.8464,0.8796,764406.18000573,700437.656126446276
1655596800,2022-06-19 00:00:00,LIT/USDT,0.99,1.1085,0.929,0.942,1180241.58116802,1177212.082043712175
1655510400,2022-06-18 00:00:00,LIT/USDT,0.7504,1.0839,0.7228,0.9847,1926472.74208025,1706439.616528541392
1655424000,2022-06-17 00:00:00,LIT/USDT,0.6956,0.79,0.6951,0.7513,791862.80943275,580903.082090111712
1655337600,2022-06-16 00:00:00,LIT/USDT,0.8225,0.843,0.6798,0.698,885714.43882664,670557.770180943573
1655251200,2022-06-15 00:00:00,LIT/USDT,0.8539,0.8832,0.7,0.821,1202838.63561296,962724.531718518526
1655164800,2022-06-14 00:00:00,LIT/USDT,0.9062,1.1085,0.7988,0.855,1497076.86629968,1404219.610101374421
1655078400,2022-06-13 00:00:00,LIT/USDT,0.7691,1.1421,0.6443,0.9095,3350164.5052569,2994933.554511398335
1654992000,2022-06-12 00:00:00,LIT/USDT,0.6651,1.1,0.581,0.7682,2030307.964082,1675890.137428724582
1654905600,2022-06-11 00:00:00,LIT/USDT,0.7944,0.8549,0.654,0.6654,825437.36509698,623688.96936189486
1654819200,2022-06-10 00:00:00,LIT/USDT,0.7699,0.8351,0.722,0.7977,917384.37254463,721610.535400404902
1654732800,2022-06-09 00:00:00,LIT/USDT,0.9385,0.9385,0.7332,0.7708,1242667.61941625,1018111.94225089672
1654646400,2022-06-08 00:00:00,LIT/USDT,0.7487,1.3262,0.6659,0.9384,3677106.66492181,3626758.45871883511
1654560000,2022-06-07 00:00:00,LIT/USDT,0.6453,1.0472,0.5832,0.7524,2175087.4146426,1655875.195438082795
1654473600,2022-06-06 00:00:00,LIT/USDT,0.6112,0.6614,0.6085,0.6457,420398.13744234,268639.204391010255
1654387200,2022-06-05 00:00:00,LIT/USDT,0.6046,0.6283,0.595,0.6112,454316.07509171,276272.074474084949
1654300800,2022-06-04 00:00:00,LIT/USDT,0.5881,0.6189,0.5761,0.6042,189948.06115959,113811.221966586743
1654214400,2022-06-03 00:00:00,LIT/USDT,0.6164,0.6213,0.5649,0.5907,126007.48209377,73295.020733705504
1654128000,2022-06-02 00:00:00,LIT/USDT,0.6182,0.6253,0.5929,0.6164,46584.10495795,28314.861461651699
1654041600,2022-06-01 00:00:00,LIT/USDT,0.6751,0.6894,0.5904,0.627,70805.39555845,45636.954889074709
1653955200,2022-05-31 00:00:00,LIT/USDT,0.7103,0.7103,0.6437,0.6687,39181.27260494,26563.502944637654
1653868800,2022-05-30 00:00:00,LIT/USDT,0.6052,0.7367,0.5968,0.7085,301456.48416657,204933.386382777739
1653782400,2022-05-29 00:00:00,LIT/USDT,0.5357,0.6115,0.5163,0.6071,114495.83156343,64131.743682354301
1653696000,2022-05-28 00:00:00,LIT/USDT,0.5261,0.6242,0.51,0.5381,94417.87587057,52536.96434382305
1653609600,2022-05-27 00:00:00,LIT/USDT,0.5397,0.5465,0.495,0.5259,94973.10157137,49687.174734024967
1653523200,2022-05-26 00:00:00,LIT/USDT,0.6667,0.715,0.5075,0.5361,309043.43070724,183468.699658230275
1653436800,2022-05-25 00:00:00,LIT/USDT,0.6507,0.69,0.6108,0.6683,204688.73688749,132190.567967021075
1653350400,2022-05-24 00:00:00,LIT/USDT,0.6458,0.7497,0.5855,0.6493,584208.44717224,380971.437863944044
1653264000,2022-05-23 00:00:00,LIT/USDT,0.6273,0.7392,0.6108,0.6458,191063.45659798,127455.494450475564
1653177600,2022-05-22 00:00:00,LIT/USDT,0.5858,0.6323,0.5728,0.6273,24694.20971273,15089.903960103005
1653091200,2022-05-21 00:00:00,LIT/USDT,0.5848,0.6402,0.5689,0.5821,33247.47823014,19844.011139572543
1653004800,2022-05-20 00:00:00,LIT/USDT,0.6333,0.6343,0.5471,0.5829,20115.12441916,11956.092146953649
1652918400,2022-05-19 00:00:00,LIT/USDT,0.551,0.6406,0.5271,0.6297,36782.98982398,21742.204823593636
1652832000,2022-05-18 00:00:00,LIT/USDT,0.6082,0.6313,0.5359,0.551,37716.93857769,21770.425068923567
1652745600,2022-05-17 00:00:00,LIT/USDT,0.546,0.6437,0.5134,0.6082,112767.06742688,64234.562913620853
1652659200,2022-05-16 00:00:00,LIT/USDT,0.6091,0.6229,0.4812,0.5401,44582.89574497,24588.813346631755
1652572800,2022-05-15 00:00:00,LIT/USDT,0.6193,0.6387,0.5391,0.6091,86504.63369543,50251.260822649688
1652486400,2022-05-14 00:00:00,LIT/USDT,0.5299,0.6252,0.4931,0.6193,47956.92083511,26239.062772000126
1652400000,2022-05-13 00:00:00,LIT/USDT,0.4642,0.61,0.4524,0.5282,116759.56670949,66477.49164973052
1652313600,2022-05-12 00:00:00,LIT/USDT,0.5496,0.5788,0.3735,0.4642,120904.20775177,54172.138588042156
1652227200,2022-05-11 00:00:00,LIT/USDT,0.7874,0.8164,0.5003,0.5462,98401.05451008,63694.279611377918
1652140800,2022-05-10 00:00:00,LIT/USDT,0.7595,0.8875,0.7246,0.7934,72553.1366341,58925.217356592646
1652054400,2022-05-09 00:00:00,LIT/USDT,1.0029,1.0278,0.7553,0.7594,82168.67385371,73111.365793272636
1651968000,2022-05-08 00:00:00,LIT/USDT,0.9901,1.0456,0.955,1.0065,55332.59054593,55424.198608255122
1651881600,2022-05-07 00:00:00,LIT/USDT,1.0308,1.043,0.9584,0.992,24441.94583785,24711.856347239049
1651795200,2022-05-06 00:00:00,LIT/USDT,1.0486,1.0892,0.9719,1.0351,78154.72757578,79674.475970917486
1651708800,2022-05-05 00:00:00,LIT/USDT,1.2188,1.2378,1.0308,1.0541,81313.58511691,90884.872546677306
1651622400,2022-05-04 00:00:00,LIT/USDT,1.0655,1.2224,1.0655,1.2174,47921.84451903,55011.327677865641
1651536000,2022-05-03 00:00:00,LIT/USDT,1.0739,1.1401,1.0506,1.0662,28247.18418896,30789.240241187215
1651449600,2022-05-02 00:00:00,LIT/USDT,1.1129,1.1303,1.0278,1.0786,21099.17014801,22796.690875310047
1651363200,2022-05-01 00:00:00,LIT/USDT,1.0259,1.1209,0.9979,1.1188,48862.41649178,51924.227182483617
1651276800,2022-04-30 00:00:00,LIT/USDT,1.1684,1.1902,0.9718,1.0237,33660.20092682,35961.167378915605
1651190400,2022-04-29 00:00:00,LIT/USDT,1.2787,1.2946,1.1,1.1685,41537.48556428,50129.376708069867
1651104000,2022-04-28 00:00:00,LIT/USDT,1.2536,1.2988,1.2424,1.2775,24576.95486584,31086.309755762232
1651017600,2022-04-27 00:00:00,LIT/USDT,1.197,1.2654,1.1938,1.2564,22135.07505523,27435.13082071434
1650931200,2022-04-26 00:00:00,LIT/USDT,1.3178,1.3668,1.1824,1.2001,42134.41771168,53855.291236907916
1650844800,2022-04-25 00:00:00,LIT/USDT,1.3322,1.3344,1.2101,1.3174,25804.35487567,32687.172510465935
1650758400,2022-04-24 00:00:00,LIT/USDT,1.3392,1.3793,1.3091,1.3305,30537.29012331,41084.103471907558
1650672000,2022-04-23 00:00:00,LIT/USDT,1.3465,1.3729,1.3206,1.3423,27717.42569629,37418.366246648454
1650585600,2022-04-22 00:00:00,LIT/USDT,1.336,1.3815,1.32,1.3432,30647.09508851,41260.260176990924
1650499200,2022-04-21 00:00:00,LIT/USDT,1.3983,1.4808,1.3192,1.34,50181.69705264,70979.535173878778
1650412800,2022-04-20 00:00:00,LIT/USDT,1.439,1.4905,1.3643,1.401,89505.22153528,129186.021515887117
1650326400,2022-04-19 00:00:00,LIT/USDT,1.3738,1.451,1.37,1.442,59531.48086929,84108.454999643197
1650240000,2022-04-18 00:00:00,LIT/USDT,1.332,1.3738,1.2578,1.3701,40755.82334051,53056.075665697428
1650153600,2022-04-17 00:00:00,LIT/USDT,1.379,1.5725,1.328,1.334,69357.28784607,97463.815732515981
1650067200,2022-04-16 00:00:00,LIT/USDT,1.3688,1.4199,1.3584,1.38,42064.48764096,58279.378882451436
1649980800,2022-04-15 00:00:00,LIT/USDT,1.3377,1.3921,1.325,1.368,34260.90852394,46703.161323295928
1649894400,2022-04-14 00:00:00,LIT/USDT,1.37,1.4128,1.3038,1.3377,45485.0720025,62138.222176308698
1649808000,2022-04-13 00:00:00,LIT/USDT,1.317,1.378,1.2963,1.3711,68200.30404351,92153.004025587693
1649721600,2022-04-12 00:00:00,LIT/USDT,1.2288,1.4188,1.2238,1.3188,85129.31022567,110966.758769327964
1649635200,2022-04-11 00:00:00,LIT/USDT,1.3877,1.4231,1.202,1.2258,116379.83808121,153321.477071399206
1649548800,2022-04-10 00:00:00,LIT/USDT,1.4788,1.4872,1.3786,1.3846,93917.21593722,134916.250799889685
1649462400,2022-04-09 00:00:00,LIT/USDT,1.4098,1.5,1.4098,1.4842,161049.3448024,234480.012677600376
1649376000,2022-04-08 00:00:00,LIT/USDT,1.5948,1.608,1.3937,1.4088,51738.97443714,77864.725482123176
1649289600,2022-04-07 00:00:00,LIT/USDT,1.5469,1.6345,1.5147,1.5948,69526.77434991,109060.831960826912
1649203200,2022-04-06 00:00:00,LIT/USDT,1.7768,1.7859,1.546,1.5533,113163.73376438,189915.542827996526
1649116800,2022-04-05 00:00:00,LIT/USDT,1.9088,1.911,1.776,1.7796,38635.24783042,71196.775152289806
1649030400,2022-04-04 00:00:00,LIT/USDT,1.9629,2.022,1.7808,1.9163,75950.61614543,144962.789152406287
1648944000,2022-04-03 00:00:00,LIT/USDT,1.9238,2.0774,1.9238,1.9652,92794.0690519,185366.736032490477
1648857600,2022-04-02 00:00:00,LIT/USDT,1.8388,2.1906,1.8248,1.921,238367.45351253,482702.162711021838
1648771200,2022-04-01 00:00:00,LIT/USDT,1.7172,1.9475,1.629,1.844,191027.49662176,347777.485137675519
1648684800,2022-03-31 00:00:00,LIT/USDT,1.6838,1.8169,1.601,1.72,92669.85418955,158153.538908810192
1648598400,2022-03-30 00:00:00,LIT/USDT,1.6002,1.7338,1.55,1.6841,58299.29963837,97968.538503146842
1648512000,2022-03-29 00:00:00,LIT/USDT,1.5387,1.8563,1.4862,1.6016,95074.74693286,157253.949090352954
1648425600,2022-03-28 00:00:00,LIT/USDT,1.569,1.6761,1.5237,1.5379,94411.28459065,151583.972109491839
1648339200,2022-03-27 00:00:00,LIT/USDT,1.4061,1.5855,1.3937,1.5696,35514.03858509,52201.90360382718
1648252800,2022-03-26 00:00:00,LIT/USDT,1.3495,1.4113,1.3491,1.4059,11298.45030046,15523.971768914795
1648166400,2022-03-25 00:00:00,LIT/USDT,1.3916,1.435,1.3335,1.3495,28616.36402752,39841.510532639848
1648080000,2022-03-24 00:00:00,LIT/USDT,1.4141,1.4181,1.3511,1.3933,42809.87548412,59644.299341522836
1647993600,2022-03-23 00:00:00,LIT/USDT,1.3436,1.45,1.3097,1.4172,75505.52801529,104328.175754404386
1647907200,2022-03-22 00:00:00,LIT/USDT,1.286,1.3601,1.2838,1.3375,27149.86845624,36157.598426574249
1647820800,2022-03-21 00:00:00,LIT/USDT,1.2569,1.45,1.2255,1.292,77643.62879488,102233.195118283685
1647734400,2022-03-20 00:00:00,LIT/USDT,1.2811,1.3117,1.222,1.251,19989.24740825,25138.206561828658
1647648000,2022-03-19 00:00:00,LIT/USDT,1.2319,1.32,1.231,1.2822,59291.97537405,75613.917170878108
1647561600,2022-03-18 00:00:00,LIT/USDT,1.1844,1.2428,1.1514,1.2317,30582.73677859,36395.226896767036
1647475200,2022-03-17 00:00:00,LIT/USDT,1.213,1.2257,1.1834,1.1849,29926.92596201,36200.527998304954
1647388800,2022-03-16 00:00:00,LIT/USDT,1.1547,1.25,1.1328,1.217,86537.99536606,102066.854154184276
1647302400,2022-03-15 00:00:00,LIT/USDT,1.1394,1.1669,1.1006,1.1561,17891.5570063,20439.007193794947
1647216000,2022-03-14 00:00:00,LIT/USDT,1.1013,1.1462,1.0882,1.1462,10677.93953055,11934.674707472689
1647129600,2022-03-13 00:00:00,LIT/USDT,1.1365,1.175,1.0882,1.1015,9726.4634979,10954.962554672491
1647043200,2022-03-12 00:00:00,LIT/USDT,1.1538,1.1737,1.1342,1.1374,10872.98881075,12504.862180436761
1646956800,2022-03-11 00:00:00,LIT/USDT,1.1836,1.2187,1.1359,1.1551,23870.61066074,27930.667806028187
1646870400,2022-03-10 00:00:00,LIT/USDT,1.3048,1.3141,1.1557,1.1909,26775.02280138,32011.423872628873
1646784000,2022-03-09 00:00:00,LIT/USDT,1.2023,1.3163,1.1519,1.3041,45074.0931969,57148.703131405475
1646697600,2022-03-08 00:00:00,LIT/USDT,1.1632,1.2302,1.1596,1.2005,12147.85384058,14568.628526700968
1646611200,2022-03-07 00:00:00,LIT/USDT,1.2174,1.2431,1.1273,1.1646,22123.23355953,26041.983541324705
1646524800,2022-03-06 00:00:00,LIT/USDT,1.3845,1.4115,1.218,1.218,15298.26296829,19723.93279447354
1646438400,2022-03-05 00:00:00,LIT/USDT,1.3253,1.4014,1.2928,1.3866,10648.13077709,14488.242565166548
1646352000,2022-03-04 00:00:00,LIT/USDT,1.44,1.448,1.3199,1.3301,37236.3507563,51961.801733268188
1646265600,2022-03-03 00:00:00,LIT/USDT,1.5052,1.5226,1.406,1.4461,16717.8860691,24438.859807942188
1646179200,2022-03-02 00:00:00,LIT/USDT,1.475,1.5269,1.4387,1.5036,35029.28776684,52471.116593405452
1646092800,2022-03-01 00:00:00,LIT/USDT,1.4408,1.5399,1.4408,1.4782,28745.4808515,42742.166098049982
1646006400,2022-02-28 00:00:00,LIT/USDT,1.2504,1.44,1.2465,1.438,22061.37758413,29620.581694550151
1645920000,2022-02-27 00:00:00,LIT/USDT,1.3582,1.4462,1.2303,1.2583,41734.11456451,54984.209592267934
1645833600,2022-02-26 00:00:00,LIT/USDT,1.4,1.4672,1.352,1.3587,37889.25738931,53750.96474393809
1645747200,2022-02-25 00:00:00,LIT/USDT,1.2313,1.425,1.2057,1.39,23398.1098545,30779.750178640331
1645660800,2022-02-24 00:00:00,LIT/USDT,1.3076,1.3155,1.0796,1.2313,46591.66242966,54337.846442694584
1645574400,2022-02-23 00:00:00,LIT/USDT,1.3663,1.4545,1.3081,1.3081,27291.4599323,38322.075124366324
1645488000,2022-02-22 00:00:00,LIT/USDT,1.3056,1.4035,1.29,1.3663,18458.55596845,25006.35826267979
1645401600,2022-02-21 00:00:00,LIT/USDT,1.4135,1.4743,1.3031,1.3056,16069.74528748,22424.114815400405
1645315200,2022-02-20 00:00:00,LIT/USDT,1.4724,1.4724,1.3596,1.4145,24662.69891097,34602.927571672309
1645228800,2022-02-19 00:00:00,LIT/USDT,1.5175,1.5764,1.431,1.4723,26801.46053606,40007.098700092866
1645142400,2022-02-18 00:00:00,LIT/USDT,1.5047,1.5796,1.4874,1.5175,16098.76276688,24573.80028409618
1645056000,2022-02-17 00:00:00,LIT/USDT,1.6712,1.7723,1.4836,1.5093,59644.89344411,95531.151767757195
1644969600,2022-02-16 00:00:00,LIT/USDT,1.6877,1.7068,1.6,1.6703,43458.98818313,72345.506670972892
1644883200,2022-02-15 00:00:00,LIT/USDT,1.5266,1.701,1.5252,1.6899,41722.51717387,67689.315986000021
1644796800,2022-02-14 00:00:00,LIT/USDT,1.4882,1.5428,1.4334,1.5183,32888.58551944,49062.024963495763
1644710400,2022-02-13 00:00:00,LIT/USDT,1.5234,1.5963,1.4451,1.5005,24706.10560336,37296.200665285089
1644624000,2022-02-12 00:00:00,LIT/USDT,1.56,1.5886,1.4716,1.5246,98444.56477467,151246.893713320398
1644537600,2022-02-11 00:00:00,LIT/USDT,1.7429,1.9999,1.5451,1.5622,212837.34666766,389925.868214717086
1644451200,2022-02-10 00:00:00,LIT/USDT,1.7755,1.89,1.64,1.7457,127198.90655346,222620.27508311599
1644364800,2022-02-09 00:00:00,LIT/USDT,1.6861,2.35,1.6001,1.7715,185316.87644075,330697.854130369946
1644278400,2022-02-08 00:00:00,LIT/USDT,1.7549,1.8104,1.6168,1.6857,54613.61929261,92373.351586268448
1644192000,2022-02-07 00:00:00,LIT/USDT,1.6717,1.8168,1.6288,1.7429,50475.99044268,87353.079517941706
1644105600,2022-02-06 00:00:00,LIT/USDT,1.612,1.6789,1.5811,1.6709,13770.31540465,22482.062929458612
1644019200,2022-02-05 00:00:00,LIT/USDT,1.5678,1.6674,1.5509,1.6046,82455.00687631,131472.379964793232
1643932800,2022-02-04 00:00:00,LIT/USDT,1.4158,1.5801,1.4158,1.5583,165671.17389773,251810.077558280407
1643846400,2022-02-03 00:00:00,LIT/USDT,1.379,1.482,1.3294,1.4224,18554.28016809,25952.550247435481
1643760000,2022-02-02 00:00:00,LIT/USDT,1.4315,1.4982,1.3641,1.379,59929.79299034,85003.675662673026
1643673600,2022-02-01 00:00:00,LIT/USDT,1.3678,1.4836,1.3678,1.43,31389.34289581,44852.562381228788
1643587200,2022-01-31 00:00:00,LIT/USDT,1.3454,1.3874,1.281,1.3667,36994.77393902,49471.491097112099
1643500800,2022-01-30 00:00:00,LIT/USDT,1.4328,1.4871,1.3435,1.3517,15869.52692763,22738.31586374428
