https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMA,Volume EUR
1659484800,2022-08-03 00:00:00,UMA/EUR,2.88,3.04,2.85,2.92,2586.95571106,7553.9106762952
1659398400,2022-08-02 00:00:00,UMA/EUR,2.89,3.02,2.80,2.90,5674.44283262,16455.884214598
1659312000,2022-08-01 00:00:00,UMA/EUR,2.87,2.91,2.81,2.84,1965.48459592,5581.9762524128
1659225600,2022-07-31 00:00:00,UMA/EUR,2.94,3.14,2.81,2.81,11367.95832874,31943.962903759402
1659139200,2022-07-30 00:00:00,UMA/EUR,2.94,3.07,2.86,2.86,9026.38003698,25815.446905762798
1659052800,2022-07-29 00:00:00,UMA/EUR,2.85,3.24,2.82,2.91,15921.14654197,46330.5364371327
1658966400,2022-07-28 00:00:00,UMA/EUR,2.74,2.85,2.69,2.80,9362.36242981,26214.614803468
1658880000,2022-07-27 00:00:00,UMA/EUR,2.57,2.70,2.56,2.67,1331.16408297,3554.2081015299
1658793600,2022-07-26 00:00:00,UMA/EUR,2.56,2.57,2.48,2.51,2042.23879595,5126.019377834499
1658707200,2022-07-25 00:00:00,UMA/EUR,2.80,2.80,2.58,2.58,7973.10215690,20570.603564802
1658620800,2022-07-24 00:00:00,UMA/EUR,2.75,3.00,2.75,2.80,11626.02474273,32552.869279643997
1658534400,2022-07-23 00:00:00,UMA/EUR,2.58,3.13,2.58,2.77,23458.24614954,64979.341834225794
1658448000,2022-07-22 00:00:00,UMA/EUR,2.65,2.72,2.53,2.58,4847.84731252,12507.4460663016
1658361600,2022-07-21 00:00:00,UMA/EUR,2.60,2.72,2.53,2.67,5343.92422909,14268.2776916703
1658275200,2022-07-20 00:00:00,UMA/EUR,2.78,2.86,2.61,2.62,4355.05636519,11410.2476767978
1658188800,2022-07-19 00:00:00,UMA/EUR,2.65,2.85,2.63,2.78,13401.83729204,37257.1076718712
1658102400,2022-07-18 00:00:00,UMA/EUR,2.59,2.75,2.59,2.70,4945.67658805,13353.326787735
1658016000,2022-07-17 00:00:00,UMA/EUR,2.67,2.68,2.61,2.62,943.39782523,2471.7023021026
1657929600,2022-07-16 00:00:00,UMA/EUR,2.57,2.72,2.57,2.63,3645.41296459,9587.4360968717
1657843200,2022-07-15 00:00:00,UMA/EUR,2.58,2.61,2.55,2.59,2506.32003597,6491.368893162299
1657756800,2022-07-14 00:00:00,UMA/EUR,2.52,2.60,2.48,2.58,2026.90754867,5229.421475568601
1657670400,2022-07-13 00:00:00,UMA/EUR,2.52,2.56,2.39,2.51,1186.86011621,2979.0188916870993
1657584000,2022-07-12 00:00:00,UMA/EUR,2.49,2.52,2.43,2.52,1557.14337069,3924.0012941388
1657497600,2022-07-11 00:00:00,UMA/EUR,2.54,2.64,2.47,2.48,2927.88978949,7261.1666779352
1657411200,2022-07-10 00:00:00,UMA/EUR,2.61,2.72,2.54,2.58,2130.57810722,5496.891516627601
1657324800,2022-07-09 00:00:00,UMA/EUR,2.60,2.75,2.59,2.66,2511.40668609,6680.341784999401
1657238400,2022-07-08 00:00:00,UMA/EUR,2.67,2.92,2.59,2.64,8819.83290858,23284.3588786512
1657152000,2022-07-07 00:00:00,UMA/EUR,2.60,2.68,2.58,2.66,9078.66936299,24149.2605055534
1657065600,2022-07-06 00:00:00,UMA/EUR,2.59,2.62,2.56,2.58,3002.48422676,7746.409305040801
1656979200,2022-07-05 00:00:00,UMA/EUR,2.61,2.64,2.01,2.58,15161.58140659,39116.8800290022
1656892800,2022-07-04 00:00:00,UMA/EUR,2.53,2.75,2.49,2.62,6684.48008757,17513.3378294334
1656806400,2022-07-03 00:00:00,UMA/EUR,2.43,2.93,2.38,2.53,13347.70572468,33769.695483440395
1656720000,2022-07-02 00:00:00,UMA/EUR,2.38,2.48,2.38,2.46,1663.34672802,4091.8329509292
1656633600,2022-07-01 00:00:00,UMA/EUR,2.36,2.71,2.32,2.42,20075.73790507,48583.285730269396
1656547200,2022-06-30 00:00:00,UMA/EUR,2.45,2.45,2.20,2.36,1057.57604734,2495.8794717224
1656460800,2022-06-29 00:00:00,UMA/EUR,2.46,2.47,2.38,2.43,12319.68973463,29936.8460551509
1656374400,2022-06-28 00:00:00,UMA/EUR,2.54,2.68,2.46,2.46,2016.46823421,4960.5118561566
1656288000,2022-06-27 00:00:00,UMA/EUR,2.53,2.67,2.48,2.52,8519.44077339,21468.9907489428
1656201600,2022-06-26 00:00:00,UMA/EUR,2.70,2.84,2.54,2.54,8380.00492597,21285.212511963804
1656115200,2022-06-25 00:00:00,UMA/EUR,2.62,2.94,2.56,2.67,10323.06868071,27562.593377495697
1656028800,2022-06-24 00:00:00,UMA/EUR,2.42,3.04,2.38,2.74,13787.55775001,37777.908235027404
1655942400,2022-06-23 00:00:00,UMA/EUR,2.35,2.40,2.33,2.37,3533.50693415,8374.4114339355
1655856000,2022-06-22 00:00:00,UMA/EUR,2.34,2.36,2.25,2.25,10005.27224281,22511.8625463225
1655769600,2022-06-21 00:00:00,UMA/EUR,2.36,2.50,2.31,2.35,19697.40686847,46288.9061409045
1655683200,2022-06-20 00:00:00,UMA/EUR,2.34,2.42,2.29,2.31,13385.02091665,30919.398317461502
1655596800,2022-06-19 00:00:00,UMA/EUR,2.29,2.57,2.20,2.37,8386.51039591,19876.0296383067
1655510400,2022-06-18 00:00:00,UMA/EUR,2.50,2.53,2.09,2.27,18335.80769703,41622.283472258096
1655424000,2022-06-17 00:00:00,UMA/EUR,2.46,2.69,2.46,2.53,6629.71972105,16773.1908942565
1655337600,2022-06-16 00:00:00,UMA/EUR,2.65,3.00,2.41,2.51,17368.52298217,43594.992685246696
1655251200,2022-06-15 00:00:00,UMA/EUR,2.66,2.93,2.21,2.65,31876.69023384,84473.22911967599
1655164800,2022-06-14 00:00:00,UMA/EUR,1.85,3.47,1.80,2.71,49063.07042548,132960.9208530508
1655078400,2022-06-13 00:00:00,UMA/EUR,2.20,2.21,1.81,1.90,61082.58597447,116056.913351493
1654992000,2022-06-12 00:00:00,UMA/EUR,2.44,2.44,2.20,2.23,14159.51383311,31575.7158478353
1654905600,2022-06-11 00:00:00,UMA/EUR,2.68,2.68,2.42,2.43,4819.33980723,11710.9957315689
1654819200,2022-06-10 00:00:00,UMA/EUR,2.75,2.80,2.64,2.67,4257.88360801,11368.5492333867
1654732800,2022-06-09 00:00:00,UMA/EUR,2.77,2.97,2.76,2.88,3586.17247328,10328.1767230464
1654646400,2022-06-08 00:00:00,UMA/EUR,2.83,2.86,2.78,2.78,1294.26441394,3598.0550707531997
1654560000,2022-06-07 00:00:00,UMA/EUR,2.86,2.93,2.77,2.85,1578.89700160,4499.85645456
1654473600,2022-06-06 00:00:00,UMA/EUR,2.92,2.96,2.86,2.91,4385.58959259,12762.065714436902
1654387200,2022-06-05 00:00:00,UMA/EUR,3.01,3.01,2.84,2.87,3156.61459848,9059.483897637601
1654300800,2022-06-04 00:00:00,UMA/EUR,2.84,2.90,2.81,2.90,772.80419515,2241.132165935
1654214400,2022-06-03 00:00:00,UMA/EUR,2.89,2.89,2.81,2.88,1945.94918439,5604.3336510432
1654128000,2022-06-02 00:00:00,UMA/EUR,2.83,2.90,2.81,2.85,1677.62838181,4781.240888158501
1654041600,2022-06-01 00:00:00,UMA/EUR,3.03,3.07,2.85,2.88,7503.91127953,21611.2644850464
1653955200,2022-05-31 00:00:00,UMA/EUR,3.14,3.25,3.01,3.06,3990.68313360,12211.490388816
1653868800,2022-05-30 00:00:00,UMA/EUR,3.01,3.17,3.01,3.12,969.83106718,3025.8729296016
1653782400,2022-05-29 00:00:00,UMA/EUR,2.93,2.94,2.92,2.94,123.94667763,364.40323223219997
1653696000,2022-05-28 00:00:00,UMA/EUR,2.89,2.93,2.86,2.92,2865.61344686,8367.591264831199
1653609600,2022-05-27 00:00:00,UMA/EUR,2.80,3.07,2.74,2.83,4325.28365632,12240.5527473856
1653523200,2022-05-26 00:00:00,UMA/EUR,3.20,3.20,2.83,2.89,6679.65009565,19304.188776428502
1653436800,2022-05-25 00:00:00,UMA/EUR,3.18,3.44,3.18,3.20,1820.47040951,5825.505310432
1653350400,2022-05-24 00:00:00,UMA/EUR,3.30,3.46,3.12,3.20,3690.72844767,11810.331032544002
1653264000,2022-05-23 00:00:00,UMA/EUR,3.33,3.54,3.20,3.20,2508.76229180,8028.039333760001
1653177600,2022-05-22 00:00:00,UMA/EUR,3.30,3.85,3.14,3.36,13522.13461387,45434.372302603195
1653091200,2022-05-21 00:00:00,UMA/EUR,2.91,3.90,2.91,3.23,24132.78443504,77948.89372517921
1653004800,2022-05-20 00:00:00,UMA/EUR,3.03,3.15,2.81,2.95,3918.22472680,11558.762944060001
1652918400,2022-05-19 00:00:00,UMA/EUR,2.89,3.12,2.86,3.00,5695.59184294,17086.77552882
1652832000,2022-05-18 00:00:00,UMA/EUR,3.07,3.57,2.85,2.90,11258.90385698,32650.821185242
1652745600,2022-05-17 00:00:00,UMA/EUR,2.93,3.42,2.91,3.07,12233.16382064,37555.8129293648
1652659200,2022-05-16 00:00:00,UMA/EUR,2.95,3.10,2.78,2.94,4667.57007298,13722.6560145612
1652572800,2022-05-15 00:00:00,UMA/EUR,2.91,3.21,2.74,2.97,9665.02626557,28705.128008742904
1652486400,2022-05-14 00:00:00,UMA/EUR,2.89,3.06,2.57,2.82,13662.66279367,38528.7090781494
1652400000,2022-05-13 00:00:00,UMA/EUR,2.41,3.30,2.41,2.81,18830.43079658,52913.5105383898
1652313600,2022-05-12 00:00:00,UMA/EUR,2.74,3.19,2.00,2.40,28896.88037601,69352.512902424
1652227200,2022-05-11 00:00:00,UMA/EUR,3.96,4.50,2.49,2.72,31563.50617440,85852.73679436801
1652140800,2022-05-10 00:00:00,UMA/EUR,3.90,4.52,3.79,3.96,12476.23933505,49405.907766798
1652054400,2022-05-09 00:00:00,UMA/EUR,4.95,5.08,4.00,4.01,10840.90061676,43472.011473207596
1651968000,2022-05-08 00:00:00,UMA/EUR,4.97,5.07,4.79,5.02,4437.17685568,22274.6278155136
1651881600,2022-05-07 00:00:00,UMA/EUR,5.20,5.35,4.99,5.02,3127.98860256,15702.502784851198
1651795200,2022-05-06 00:00:00,UMA/EUR,5.16,5.59,5.02,5.16,11331.91971212,58472.7057145392
1651708800,2022-05-05 00:00:00,UMA/EUR,5.34,5.40,4.78,4.88,7268.66141366,35471.0676986608
1651622400,2022-05-04 00:00:00,UMA/EUR,5.08,5.50,5.05,5.35,29901.85340222,159974.91570187698
1651536000,2022-05-03 00:00:00,UMA/EUR,5.18,5.28,5.02,5.09,7520.15685065,38277.5983698085
1651449600,2022-05-02 00:00:00,UMA/EUR,5.11,5.45,5.00,5.06,6314.00638764,31948.8723214584
1651363200,2022-05-01 00:00:00,UMA/EUR,5.18,6.03,4.87,5.13,7831.64665065,40176.3473178345
1651276800,2022-04-30 00:00:00,UMA/EUR,4.98,6.40,4.95,5.09,15955.20506951,81211.9938038059
1651190400,2022-04-29 00:00:00,UMA/EUR,5.22,5.23,4.93,4.96,6719.05823339,33326.5288376144
1651104000,2022-04-28 00:00:00,UMA/EUR,5.30,5.45,5.27,5.28,1960.87934354,10353.442933891201
1651017600,2022-04-27 00:00:00,UMA/EUR,5.25,5.46,5.22,5.30,1931.85565602,10238.834976905999
1650931200,2022-04-26 00:00:00,UMA/EUR,5.54,5.87,5.19,5.21,5401.69363607,28142.8238439247
1650844800,2022-04-25 00:00:00,UMA/EUR,5.56,5.56,5.23,5.51,5934.53983615,32699.3144971865
1650758400,2022-04-24 00:00:00,UMA/EUR,5.93,5.93,5.60,5.65,3103.50004043,17534.775228429502
1650672000,2022-04-23 00:00:00,UMA/EUR,5.53,6.32,5.53,5.73,4847.64099476,27776.9828999748
1650585600,2022-04-22 00:00:00,UMA/EUR,5.72,5.72,5.52,5.61,3741.26061370,20988.472042857
1650499200,2022-04-21 00:00:00,UMA/EUR,5.86,6.06,5.60,5.69,14038.19880020,79877.351173138
1650412800,2022-04-20 00:00:00,UMA/EUR,5.89,5.97,5.60,5.88,9218.62560707,54205.5185695716
1650326400,2022-04-19 00:00:00,UMA/EUR,5.86,6.05,5.82,5.92,5950.75173605,35228.450277416
1650240000,2022-04-18 00:00:00,UMA/EUR,5.69,6.09,5.53,5.85,11797.83049621,69017.3084028285
1650153600,2022-04-17 00:00:00,UMA/EUR,6.02,6.02,5.73,5.73,1850.26500031,10602.018451776301
1650067200,2022-04-16 00:00:00,UMA/EUR,5.96,5.96,5.87,5.91,2014.92362374,11908.1986163034
1649980800,2022-04-15 00:00:00,UMA/EUR,5.94,6.06,5.86,5.93,2087.18779923,12377.0236494339
1649894400,2022-04-14 00:00:00,UMA/EUR,6.08,6.21,5.80,5.86,9080.69663893,53212.8823041298
1649808000,2022-04-13 00:00:00,UMA/EUR,5.86,6.10,5.83,6.04,7522.60380314,45436.5269709656
1649721600,2022-04-12 00:00:00,UMA/EUR,5.65,6.13,5.65,5.91,6030.02465361,35637.4457028351
1649635200,2022-04-11 00:00:00,UMA/EUR,6.39,6.49,5.62,5.65,12949.14291510,73162.657470315
1649548800,2022-04-10 00:00:00,UMA/EUR,6.72,6.76,6.46,6.46,7116.57347375,45973.064640425
1649462400,2022-04-09 00:00:00,UMA/EUR,6.50,6.84,6.49,6.66,5886.00966136,39200.8243446576
1649376000,2022-04-08 00:00:00,UMA/EUR,6.84,6.89,6.38,6.41,10224.40990699,65538.4675038059
1649289600,2022-04-07 00:00:00,UMA/EUR,6.31,7.34,6.24,6.78,8148.24846393,55245.1245854454
1649203200,2022-04-06 00:00:00,UMA/EUR,7.19,7.19,6.21,6.39,23120.91756376,147742.6632324264
1649116800,2022-04-05 00:00:00,UMA/EUR,7.44,7.61,7.25,7.28,7460.90604064,54315.3959758592
1649030400,2022-04-04 00:00:00,UMA/EUR,7.35,7.51,7.07,7.40,7854.58848576,58123.954794624005
1648944000,2022-04-03 00:00:00,UMA/EUR,7.19,7.90,7.11,7.46,12071.79791869,90055.61247342739
1648857600,2022-04-02 00:00:00,UMA/EUR,7.31,7.52,7.15,7.25,7549.18044826,54731.558249885
1648771200,2022-04-01 00:00:00,UMA/EUR,7.04,7.31,6.90,7.22,7833.95238987,56561.1362548614
1648684800,2022-03-31 00:00:00,UMA/EUR,7.21,7.92,6.96,7.04,26285.12992960,185047.31470438399
1648598400,2022-03-30 00:00:00,UMA/EUR,7.13,7.31,7.10,7.22,4731.56022759,34161.8648431998
1648512000,2022-03-29 00:00:00,UMA/EUR,7.09,7.38,7.00,7.16,6971.87942951,49918.656715291596
1648425600,2022-03-28 00:00:00,UMA/EUR,7.23,7.50,7.00,7.00,19064.87449992,133454.12149944
