https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CFG,Volume USDT
1656720000,2022-07-02 00:00:00,CFG/USDT,0.2334,0.2505,0.2211,0.2412,198741.05407488,47338.450323466551
1656633600,2022-07-01 00:00:00,CFG/USDT,0.22,0.24,0.2172,0.2349,163414.46115295,37087.586979675609
1656547200,2022-06-30 00:00:00,CFG/USDT,0.2306,0.2479,0.2144,0.2176,223373.84533504,50671.64978620983
1656460800,2022-06-29 00:00:00,CFG/USDT,0.2827,0.2832,0.2283,0.2323,351600.11472088,87020.48175977346
1656374400,2022-06-28 00:00:00,CFG/USDT,0.2228,0.3041,0.2141,0.284,380985.5872441,96320.686807684771
1656288000,2022-06-27 00:00:00,CFG/USDT,0.2436,0.2462,0.2,0.2228,535021.290875,115825.931131490252
1656201600,2022-06-26 00:00:00,CFG/USDT,0.224,0.28,0.2179,0.2441,381835.82449032,93476.303926966903
1656115200,2022-06-25 00:00:00,CFG/USDT,0.2249,0.23,0.2151,0.2222,132814.37838181,29905.03361445051
1656028800,2022-06-24 00:00:00,CFG/USDT,0.2199,0.2258,0.2176,0.2258,169977.97702055,37642.286631889025
1655942400,2022-06-23 00:00:00,CFG/USDT,0.2217,0.2353,0.2116,0.22,446081.60972355,99342.326077526834
1655856000,2022-06-22 00:00:00,CFG/USDT,0.223,0.2314,0.2122,0.2233,132227.51457141,29191.00021321659
1655769600,2022-06-21 00:00:00,CFG/USDT,0.2111,0.2816,0.2108,0.2224,474637.719661,118751.516088057168
1655683200,2022-06-20 00:00:00,CFG/USDT,0.2047,0.2138,0.2024,0.2111,186698.53338483,39005.051424239872
1655596800,2022-06-19 00:00:00,CFG/USDT,0.1999,0.2105,0.1979,0.2045,318448.34902243,64489.554061601188
1655510400,2022-06-18 00:00:00,CFG/USDT,0.215,0.2151,0.187,0.1993,272483.90547666,54019.88449883794
1655424000,2022-06-17 00:00:00,CFG/USDT,0.2162,0.228,0.205,0.2151,257814.89661477,55054.985842186784
1655337600,2022-06-16 00:00:00,CFG/USDT,0.2299,0.2435,0.2138,0.2169,195400.52102093,44388.780909411665
1655251200,2022-06-15 00:00:00,CFG/USDT,0.2442,0.2442,0.2131,0.2282,181918.29684101,41050.363603064496
1655164800,2022-06-14 00:00:00,CFG/USDT,0.2461,0.2481,0.2194,0.2442,159584.95497726,37626.490586614031
1655078400,2022-06-13 00:00:00,CFG/USDT,0.2558,0.2558,0.21,0.2455,397132.27385052,92232.9175391551
1654992000,2022-06-12 00:00:00,CFG/USDT,0.2586,0.26,0.2505,0.2558,126017.50044988,32038.1510785564
1654905600,2022-06-11 00:00:00,CFG/USDT,0.2605,0.2655,0.2573,0.2585,49863.78203651,12969.641831356595
1654819200,2022-06-10 00:00:00,CFG/USDT,0.2851,0.288,0.26,0.2639,93650.73214148,25608.5950103665
1654732800,2022-06-09 00:00:00,CFG/USDT,0.2821,0.3092,0.28,0.283,106049.92333434,30450.176182861015
1654646400,2022-06-08 00:00:00,CFG/USDT,0.2913,0.3092,0.28,0.2825,128906.71623107,37470.409420831131
1654560000,2022-06-07 00:00:00,CFG/USDT,0.3055,0.3115,0.279,0.2902,232627.73517519,68204.055751448914
1654473600,2022-06-06 00:00:00,CFG/USDT,0.3049,0.3418,0.2931,0.3055,266744.67472528,83410.690522965767
1654387200,2022-06-05 00:00:00,CFG/USDT,0.3123,0.3198,0.3,0.3024,91349.11745833,28191.583141189729
1654300800,2022-06-04 00:00:00,CFG/USDT,0.3189,0.3242,0.3081,0.3116,187643.59222382,59510.73515646726
1654214400,2022-06-03 00:00:00,CFG/USDT,0.3215,0.3515,0.3082,0.3208,258814.79147047,85069.890321362802
1654128000,2022-06-02 00:00:00,CFG/USDT,0.3098,0.4983,0.3088,0.3205,2402547.14287183,903460.51649414647
1654041600,2022-06-01 00:00:00,CFG/USDT,0.2805,0.32,0.265,0.3099,469580.19821113,129842.742509746739
1653955200,2022-05-31 00:00:00,CFG/USDT,0.2797,0.2915,0.27,0.2805,194915.99244722,54432.324808726256
1653868800,2022-05-30 00:00:00,CFG/USDT,0.2746,0.3125,0.272,0.28,405692.87276377,116489.339327860708
1653782400,2022-05-29 00:00:00,CFG/USDT,0.3025,0.3168,0.2679,0.2745,544810.71696497,155694.799758192797
1653696000,2022-05-28 00:00:00,CFG/USDT,0.3723,0.3954,0.28,0.3007,1550834.86468506,496062.470820621677
1653609600,2022-05-27 00:00:00,CFG/USDT,0.227,0.4912,0.2162,0.3723,3401726.68998592,1299329.890657665333
1653523200,2022-05-26 00:00:00,CFG/USDT,0.23,0.2345,0.2167,0.2276,324477.88242228,72985.654749179034
1653436800,2022-05-25 00:00:00,CFG/USDT,0.2434,0.252,0.226,0.2299,137734.24436369,32619.969853361338
1653350400,2022-05-24 00:00:00,CFG/USDT,0.2542,0.2592,0.2383,0.2429,356543.98520757,88538.052829851573
1653264000,2022-05-23 00:00:00,CFG/USDT,0.2551,0.2655,0.2524,0.2543,222162.2988684,57318.720517342923
1653177600,2022-05-22 00:00:00,CFG/USDT,0.256,0.2633,0.2511,0.2538,94676.19052426,24402.831100850059
1653091200,2022-05-21 00:00:00,CFG/USDT,0.2654,0.267,0.251,0.2606,148623.82519187,38360.837527307272
1653004800,2022-05-20 00:00:00,CFG/USDT,0.2776,0.2776,0.2638,0.2654,90241.66836301,24318.450405629601
1652918400,2022-05-19 00:00:00,CFG/USDT,0.278,0.3045,0.2647,0.2779,273083.41923411,76572.6043685053
1652832000,2022-05-18 00:00:00,CFG/USDT,0.3234,0.3748,0.278,0.278,422245.439338,137407.840305388924
1652745600,2022-05-17 00:00:00,CFG/USDT,0.2824,0.3663,0.2667,0.3168,460344.25516952,137668.983150567394
1652659200,2022-05-16 00:00:00,CFG/USDT,0.2397,0.325,0.238,0.2829,623703.6104777,167940.364801823007
1652572800,2022-05-15 00:00:00,CFG/USDT,0.2195,0.2408,0.2177,0.24,170258.88885408,39917.240144698284
1652486400,2022-05-14 00:00:00,CFG/USDT,0.2306,0.24,0.21,0.22,135278.95957819,30384.639422547316
1652400000,2022-05-13 00:00:00,CFG/USDT,0.1935,0.2368,0.1905,0.232,399090.34945206,86285.930284117774
1652313600,2022-05-12 00:00:00,CFG/USDT,0.2123,0.2173,0.167,0.1935,529144.43362373,95554.929742687683
1652227200,2022-05-11 00:00:00,CFG/USDT,0.2361,0.2447,0.1603,0.2162,1242270.30308788,236924.194695635006
1652140800,2022-05-10 00:00:00,CFG/USDT,0.2276,0.2607,0.218,0.2374,548243.00717187,132723.076771117581
1652054400,2022-05-09 00:00:00,CFG/USDT,0.2607,0.2789,0.2278,0.2278,400633.5405004,100433.611144572474
1651968000,2022-05-08 00:00:00,CFG/USDT,0.2862,0.2893,0.257,0.26,233953.58085101,63400.75337312649
1651881600,2022-05-07 00:00:00,CFG/USDT,0.3085,0.3133,0.2843,0.2868,231340.79460045,69990.068421310785
1651795200,2022-05-06 00:00:00,CFG/USDT,0.3276,0.3281,0.3072,0.3082,116757.61690673,36488.822386839745
1651708800,2022-05-05 00:00:00,CFG/USDT,0.3555,0.3656,0.3156,0.3263,321817.31147092,107931.9013697946
1651622400,2022-05-04 00:00:00,CFG/USDT,0.3404,0.36,0.3301,0.3541,498996.64474663,169506.331536395187
1651536000,2022-05-03 00:00:00,CFG/USDT,0.3459,0.3681,0.323,0.3409,411479.91267984,139281.149711210762
1651449600,2022-05-02 00:00:00,CFG/USDT,0.3544,0.3667,0.3352,0.3459,369356.89229872,129703.899371057348
1651363200,2022-05-01 00:00:00,CFG/USDT,0.3119,0.3555,0.3081,0.3541,293339.6333577,96518.713833042176
1651276800,2022-04-30 00:00:00,CFG/USDT,0.374,0.384,0.309,0.309,509346.90750135,178798.650940630714
1651190400,2022-04-29 00:00:00,CFG/USDT,0.3976,0.4183,0.3711,0.3755,397227.18777553,154086.482345769516
1651104000,2022-04-28 00:00:00,CFG/USDT,0.4142,0.4333,0.3988,0.4002,382043.51701072,158891.183180483367
1651017600,2022-04-27 00:00:00,CFG/USDT,0.4041,0.4264,0.3967,0.4139,484464.53644178,198278.554924903866
1650931200,2022-04-26 00:00:00,CFG/USDT,0.4507,0.455,0.4021,0.4021,405081.23878165,173451.916970611873
1650844800,2022-04-25 00:00:00,CFG/USDT,0.4772,0.4796,0.43,0.4519,425196.04266239,191657.785479987583
1650758400,2022-04-24 00:00:00,CFG/USDT,0.4904,0.4947,0.471,0.4772,129491.40583844,62469.721456655196
1650672000,2022-04-23 00:00:00,CFG/USDT,0.5203,0.5203,0.483,0.4904,268312.75042809,134372.995060597097
1650585600,2022-04-22 00:00:00,CFG/USDT,0.5096,0.611,0.4656,0.52,1178654.10580547,620898.708390145894
1650499200,2022-04-21 00:00:00,CFG/USDT,0.5431,0.571,0.5052,0.512,189717.67361048,104066.760290678588
1650412800,2022-04-20 00:00:00,CFG/USDT,0.5638,0.5705,0.5416,0.5437,153408.68979125,84697.822338893188
1650326400,2022-04-19 00:00:00,CFG/USDT,0.5379,0.596,0.5305,0.5641,311828.95889657,174049.673824112744
1650240000,2022-04-18 00:00:00,CFG/USDT,0.5271,0.5871,0.5113,0.5406,263758.61575224,144904.535429954237
1650153600,2022-04-17 00:00:00,CFG/USDT,0.5259,0.5872,0.5161,0.5234,98188.44884717,53004.979115615719
1650067200,2022-04-16 00:00:00,CFG/USDT,0.5333,0.5702,0.5234,0.5234,64424.61299304,34714.544207762893
1649980800,2022-04-15 00:00:00,CFG/USDT,0.5263,0.5378,0.5112,0.5378,127461.42384114,66671.843197148625
1649894400,2022-04-14 00:00:00,CFG/USDT,0.5475,0.6,0.5159,0.5255,255513.34254676,139922.625982206248
1649808000,2022-04-13 00:00:00,CFG/USDT,0.5356,0.55,0.5202,0.547,168790.13567875,90093.057436828129
1649721600,2022-04-12 00:00:00,CFG/USDT,0.5608,0.5687,0.531,0.5358,284775.56600994,155165.803369648137
1649635200,2022-04-11 00:00:00,CFG/USDT,0.6015,0.6026,0.5581,0.5608,296472.12962669,170127.262052611346
1649548800,2022-04-10 00:00:00,CFG/USDT,0.5872,0.6265,0.575,0.5987,180716.43324031,108458.41258227466
1649462400,2022-04-09 00:00:00,CFG/USDT,0.6217,0.6489,0.5755,0.5872,340065.73357543,206444.612509015659
1649376000,2022-04-08 00:00:00,CFG/USDT,0.5748,0.7037,0.5715,0.618,522159.06487634,328550.191234814423
1649289600,2022-04-07 00:00:00,CFG/USDT,0.5869,0.5968,0.56,0.5748,216199.28434346,125042.018812832912
1649203200,2022-04-06 00:00:00,CFG/USDT,0.6497,0.6502,0.5869,0.588,154874.46151817,97216.844389182152
1649116800,2022-04-05 00:00:00,CFG/USDT,0.6951,0.7144,0.63,0.6507,211487.48666666,143032.334896112592
1649030400,2022-04-04 00:00:00,CFG/USDT,0.6744,0.7064,0.647,0.6946,289449.93912807,196184.506428085412
1648944000,2022-04-03 00:00:00,CFG/USDT,0.7068,0.724,0.6657,0.6752,346195.82278392,242047.389447068373
1648857600,2022-04-02 00:00:00,CFG/USDT,0.7418,0.8623,0.6846,0.71,752225.96565623,584435.407073504457
1648771200,2022-04-01 00:00:00,CFG/USDT,0.5138,0.8334,0.5103,0.7382,1861070.60273322,1295714.021701699301
1648684800,2022-03-31 00:00:00,CFG/USDT,0.562,0.5653,0.5094,0.5112,306481.98601077,162373.466898374693
1648598400,2022-03-30 00:00:00,CFG/USDT,0.5166,0.562,0.4992,0.562,260866.42753946,136120.298194593867
1648512000,2022-03-29 00:00:00,CFG/USDT,0.5061,0.57,0.5048,0.5173,607474.15009602,322067.725672767493
1648425600,2022-03-28 00:00:00,CFG/USDT,0.5112,0.54,0.5053,0.5061,510289.02868974,265265.78711227014
1648339200,2022-03-27 00:00:00,CFG/USDT,0.5014,0.5133,0.4947,0.5116,127920.7085093,64351.979821547234
1648252800,2022-03-26 00:00:00,CFG/USDT,0.5003,0.514,0.5003,0.5028,105927.82511998,53993.551423604267
1648166400,2022-03-25 00:00:00,CFG/USDT,0.4934,0.5175,0.492,0.5001,294278.44254803,148715.713882960336
1648080000,2022-03-24 00:00:00,CFG/USDT,0.4893,0.5178,0.4821,0.4942,242027.12744587,121320.401512577278
1647993600,2022-03-23 00:00:00,CFG/USDT,0.4926,0.5651,0.4816,0.4859,426754.68254675,220751.536368407765
1647907200,2022-03-22 00:00:00,CFG/USDT,0.4683,0.5825,0.4675,0.4908,687532.63276188,355362.634443066957
1647820800,2022-03-21 00:00:00,CFG/USDT,0.4734,0.4766,0.4561,0.4683,146009.35396141,68149.672617980922
1647734400,2022-03-20 00:00:00,CFG/USDT,0.475,0.483,0.47,0.4734,69008.80961645,32783.384690475907
1647648000,2022-03-19 00:00:00,CFG/USDT,0.4838,0.4918,0.473,0.4778,75014.94822603,36092.810027778122
1647561600,2022-03-18 00:00:00,CFG/USDT,0.4837,0.4912,0.4705,0.4827,124612.46193466,59868.420968648363
1647475200,2022-03-17 00:00:00,CFG/USDT,0.4873,0.5007,0.482,0.4837,130966.35805511,63703.52871580515
1647388800,2022-03-16 00:00:00,CFG/USDT,0.481,0.4918,0.4767,0.4873,73460.87371482,35523.429830733901
1647302400,2022-03-15 00:00:00,CFG/USDT,0.4873,0.4998,0.48,0.481,51642.01271055,25135.081342439452
1647216000,2022-03-14 00:00:00,CFG/USDT,0.484,0.501,0.4801,0.4874,31755.82747132,15476.47148056343
1647129600,2022-03-13 00:00:00,CFG/USDT,0.4911,0.4981,0.4803,0.484,83649.98105868,40968.575074403332
1647043200,2022-03-12 00:00:00,CFG/USDT,0.49,0.5015,0.4805,0.4911,68027.14495175,33521.038348192874
1646956800,2022-03-11 00:00:00,CFG/USDT,0.4978,0.502,0.4855,0.49,100279.09553376,49487.19522799674
1646870400,2022-03-10 00:00:00,CFG/USDT,0.4892,0.5199,0.4836,0.4959,230645.4232725,114793.729701926342
1646784000,2022-03-09 00:00:00,CFG/USDT,0.4924,0.5251,0.4836,0.4882,324378.8400057,163010.179137955439
1646697600,2022-03-08 00:00:00,CFG/USDT,0.4853,0.527,0.481,0.4914,203777.03514197,100859.663652927945
1646611200,2022-03-07 00:00:00,CFG/USDT,0.488,0.492,0.48,0.4864,63405.92181346,30684.716289640273
1646524800,2022-03-06 00:00:00,CFG/USDT,0.4843,0.503,0.4817,0.488,91387.31159208,44809.722784875563
1646438400,2022-03-05 00:00:00,CFG/USDT,0.4833,0.502,0.48,0.4859,136669.36687811,66695.817680344333
1646352000,2022-03-04 00:00:00,CFG/USDT,0.4959,0.5108,0.4805,0.4834,211329.40308843,104320.979256220296
1646265600,2022-03-03 00:00:00,CFG/USDT,0.512,0.5356,0.4878,0.495,288911.26438221,146332.499983022708
1646179200,2022-03-02 00:00:00,CFG/USDT,0.5395,0.554,0.503,0.512,236642.47314626,125887.07123363596
1646092800,2022-03-01 00:00:00,CFG/USDT,0.4862,0.5445,0.4858,0.5398,295614.6469396,150764.578246623679
1646006400,2022-02-28 00:00:00,CFG/USDT,0.4636,0.5233,0.457,0.4845,371887.06548012,178552.618530930509
1645920000,2022-02-27 00:00:00,CFG/USDT,0.4837,0.5007,0.455,0.467,185414.27791205,88659.963036987982
1645833600,2022-02-26 00:00:00,CFG/USDT,0.4844,0.499,0.4792,0.4822,161979.02080789,78902.140283400553
1645747200,2022-02-25 00:00:00,CFG/USDT,0.4676,0.5263,0.4676,0.4819,290428.34890918,142248.932120624212
1645660800,2022-02-24 00:00:00,CFG/USDT,0.5006,0.5304,0.4527,0.4708,342179.615561,162310.967862756758
1645574400,2022-02-23 00:00:00,CFG/USDT,0.5292,0.543,0.4929,0.5036,173166.01041623,89504.163361542845
1645488000,2022-02-22 00:00:00,CFG/USDT,0.5121,0.6018,0.4636,0.5296,356653.34473511,180631.983709731939
1645401600,2022-02-21 00:00:00,CFG/USDT,0.5266,0.539,0.512,0.5121,109364.10597069,57058.434703437403
1645315200,2022-02-20 00:00:00,CFG/USDT,0.5509,0.5509,0.5124,0.5266,219684.2444115,116335.653321088889
1645228800,2022-02-19 00:00:00,CFG/USDT,0.5959,0.6012,0.535,0.5482,135423.33361777,77131.856171208305
1645142400,2022-02-18 00:00:00,CFG/USDT,0.5329,0.5992,0.5226,0.5959,251566.25083044,142588.255761383088
1645056000,2022-02-17 00:00:00,CFG/USDT,0.5791,0.5931,0.51,0.5296,330006.81638679,182391.741680902968
1644969600,2022-02-16 00:00:00,CFG/USDT,0.575,0.6028,0.5389,0.5737,335651.84704267,191813.427271204364
1644883200,2022-02-15 00:00:00,CFG/USDT,0.504,0.5769,0.5005,0.5749,285621.12797217,154504.236853695913
1644796800,2022-02-14 00:00:00,CFG/USDT,0.5185,0.533,0.5,0.5048,167479.37488234,85405.729665479927
1644710400,2022-02-13 00:00:00,CFG/USDT,0.5427,0.5551,0.51,0.5217,259626.62092172,137677.18668340442
1644624000,2022-02-12 00:00:00,CFG/USDT,0.5539,0.5583,0.5373,0.5427,176515.6198833,96446.629568767825
1644537600,2022-02-11 00:00:00,CFG/USDT,0.5757,0.5925,0.54,0.5539,402150.32974192,231252.026222474586
1644451200,2022-02-10 00:00:00,CFG/USDT,0.6137,0.6152,0.5701,0.5788,357421.40790842,209820.394722733368
1644364800,2022-02-09 00:00:00,CFG/USDT,0.5809,0.622,0.5807,0.6149,140522.49479659,84742.987669829251
1644278400,2022-02-08 00:00:00,CFG/USDT,0.6376,0.658,0.5791,0.5856,579118.13190291,361014.497318341232
1644192000,2022-02-07 00:00:00,CFG/USDT,0.6231,0.6565,0.6209,0.6396,165033.38005885,105386.923154608541
1644105600,2022-02-06 00:00:00,CFG/USDT,0.6306,0.6441,0.6085,0.6241,285633.58891558,178808.907838774664
1644019200,2022-02-05 00:00:00,CFG/USDT,0.6142,0.6367,0.6139,0.6311,84703.6976985,52955.824911370232
1643932800,2022-02-04 00:00:00,CFG/USDT,0.5764,0.63,0.5723,0.6168,175891.99855723,106639.775198275566
1643846400,2022-02-03 00:00:00,CFG/USDT,0.5911,0.5967,0.57,0.5726,107526.36394197,62026.467998003488
1643760000,2022-02-02 00:00:00,CFG/USDT,0.624,0.6299,0.5883,0.5933,130458.83182493,79283.566298968739
1643673600,2022-02-01 00:00:00,CFG/USDT,0.6333,0.65,0.6086,0.6223,240038.13446055,150008.268682579394
1643587200,2022-01-31 00:00:00,CFG/USDT,0.6426,0.651,0.5751,0.636,348250.15458383,212005.212969835801
1643500800,2022-01-30 00:00:00,CFG/USDT,0.6424,0.6684,0.6368,0.6423,450513.85733164,293100.22901695769
1643414400,2022-01-29 00:00:00,CFG/USDT,0.6438,0.6863,0.6306,0.6399,308027.61218576,199533.499159225286
