https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AUSD,Volume USDT
1659398400,2022-08-02 00:00:00,AUSD/USDT,1.0049,1.0087,0.9922,1.0013,53794.4674,53730.13521104
1659312000,2022-08-01 00:00:00,AUSD/USDT,1.0026,1.0089,0.9998,1.0049,39860.7328,39976.28140338
1659225600,2022-07-31 00:00:00,AUSD/USDT,0.997,1.0048,0.9922,1.0048,22716.1804,22644.8319679
1659139200,2022-07-30 00:00:00,AUSD/USDT,0.9996,1.0047,0.9966,0.9972,11691.9356,11707.29512048
1659052800,2022-07-29 00:00:00,AUSD/USDT,1.0047,1.0126,0.9921,1.0047,60707.3492,60830.78741535
1658966400,2022-07-28 00:00:00,AUSD/USDT,0.9975,1.0089,0.9949,1.0047,42717.3261,42747.88787875
1658880000,2022-07-27 00:00:00,AUSD/USDT,0.9976,0.9996,0.992,0.9975,33398.1216,33306.59126559
1658793600,2022-07-26 00:00:00,AUSD/USDT,1.0008,1.0014,0.97,0.9977,49681.8518,49227.79157239
1658707200,2022-07-25 00:00:00,AUSD/USDT,1.001,1.0031,0.9915,1.0008,45580.6328,45521.39384937
1658620800,2022-07-24 00:00:00,AUSD/USDT,1.0042,1.0051,0.9965,0.9965,25134.5411,25201.57349463
1658534400,2022-07-23 00:00:00,AUSD/USDT,0.9994,1.0052,0.9963,0.9977,25578.594,25601.03235914
1658448000,2022-07-22 00:00:00,AUSD/USDT,1.0023,1.032,0.9952,0.9994,70196.67709394,70512.4261852185
1658361600,2022-07-21 00:00:00,AUSD/USDT,1.001,1.0126,0.9951,0.9984,25222.735,25224.22377852
1658275200,2022-07-20 00:00:00,AUSD/USDT,0.9951,1.0098,0.995,0.9951,22982.966,22998.62343121
1658188800,2022-07-19 00:00:00,AUSD/USDT,1.005,1.01,0.995,1.001,28947.7991,28987.78213951
1658102400,2022-07-18 00:00:00,AUSD/USDT,0.9978,1.01,0.995,1.01,24503.1778,24581.09281551
1658016000,2022-07-17 00:00:00,AUSD/USDT,0.9997,1.0055,0.9903,0.995,10056.9765,10035.46390711
1657929600,2022-07-16 00:00:00,AUSD/USDT,0.9982,1.01,0.9857,0.9999,40543.0424,40585.21714408
1657843200,2022-07-15 00:00:00,AUSD/USDT,0.993,1.0036,0.9873,0.9982,12092.3738,12070.51429476
1657756800,2022-07-14 00:00:00,AUSD/USDT,0.999,1.0035,0.962,0.9985,13985.2118,13834.98447022
1657670400,2022-07-13 00:00:00,AUSD/USDT,0.9894,1.0035,0.9701,0.9981,19024.23,18915.18876537
1657584000,2022-07-12 00:00:00,AUSD/USDT,0.9935,1.0014,0.8939,0.9894,43168.8021,42499.09189165
1657497600,2022-07-11 00:00:00,AUSD/USDT,0.997,1.0014,0.9867,0.9935,36607.7518,36230.69455746
1657411200,2022-07-10 00:00:00,AUSD/USDT,0.9935,1.0016,0.98,1.0016,23644.008,23540.037493580062
1657324800,2022-07-09 00:00:00,AUSD/USDT,0.9965,1.0016,0.989,0.9935,18301.9681,18264.40605537
1657238400,2022-07-08 00:00:00,AUSD/USDT,0.997,1.0016,0.9901,0.9901,7875.88329901,7816.23426927991
1657152000,2022-07-07 00:00:00,AUSD/USDT,0.9918,0.9999,0.9851,0.9932,17163.66204703,17070.439404506376
1657065600,2022-07-06 00:00:00,AUSD/USDT,0.997,0.9993,0.9851,0.9918,12282.41527917,12200.874884020116
1656979200,2022-07-05 00:00:00,AUSD/USDT,0.997,1.0038,0.985,0.997,36971.85584548,36735.330230211046
1656892800,2022-07-04 00:00:00,AUSD/USDT,0.9967,1.0058,0.992,1.003,34440.08795256,34494.775606013368
1656806400,2022-07-03 00:00:00,AUSD/USDT,1.005,1.0498,0.9915,1.001,38143.80079458,38955.161209432684
1656720000,2022-07-02 00:00:00,AUSD/USDT,0.9967,1.0396,0.9911,1.0064,26257.44126868,26397.735728389491
1656633600,2022-07-01 00:00:00,AUSD/USDT,0.997,1.0065,0.9903,0.9967,22855.15446719,22810.94601767065
1656547200,2022-06-30 00:00:00,AUSD/USDT,0.997,1.004,0.9901,1.0038,45026.09457948,44988.884904895028
1656460800,2022-06-29 00:00:00,AUSD/USDT,0.9905,1.002,0.9804,0.9902,17547.02644986,17455.122180056662
1656374400,2022-06-28 00:00:00,AUSD/USDT,1.0037,1.0039,0.9804,0.9905,12635.89889066,12547.047837080838
1656288000,2022-06-27 00:00:00,AUSD/USDT,0.9986,1.004,0.991,1.0011,4898.00106709,4898.154806567919
1656201600,2022-06-26 00:00:00,AUSD/USDT,0.998,1.0159,0.99,0.9945,18107.05102706,18098.952990629692
1656115200,2022-06-25 00:00:00,AUSD/USDT,1.0049,1.005,0.9913,1.004,13713.28855729,13732.354276418398
1656028800,2022-06-24 00:00:00,AUSD/USDT,1.0049,1.0049,0.99,1.0049,11005.47204535,10969.720438584975
1655942400,2022-06-23 00:00:00,AUSD/USDT,0.9904,1.005,0.9902,1.0049,14577.05507869,14508.541705482809
1655856000,2022-06-22 00:00:00,AUSD/USDT,0.9901,1.005,0.985,0.9904,26946.53687184,26817.675164367336
1655769600,2022-06-21 00:00:00,AUSD/USDT,0.9999,1.005,0.98,0.99,30771.08447093,30740.38127025762
1655683200,2022-06-20 00:00:00,AUSD/USDT,1.017,1.0193,0.9753,1.0033,26736.85153221,26780.442899418418
1655596800,2022-06-19 00:00:00,AUSD/USDT,0.9986,1.02,0.9681,1.0123,25467.41087549,25498.426995975261
1655510400,2022-06-18 00:00:00,AUSD/USDT,1.0049,1.0114,0.99,0.9986,124564.01964865,124320.053086493317
1655424000,2022-06-17 00:00:00,AUSD/USDT,1.0049,1.0498,1.0001,1.0001,64904.43643709,65330.868064981801
1655337600,2022-06-16 00:00:00,AUSD/USDT,1.0177,1.019,1.0001,1.0001,49433.25002338,49654.990737974029
1655251200,2022-06-15 00:00:00,AUSD/USDT,1.0195,1.1231,0.9194,1.0194,137636.84796913,139405.671604209507
1655164800,2022-06-14 00:00:00,AUSD/USDT,1.0152,1.0224,1.0104,1.0195,193864.88066547,196878.136520265537
1655078400,2022-06-13 00:00:00,AUSD/USDT,1.0131,1.0578,1.009,1.0151,299450.52196448,305309.127445969052
1654992000,2022-06-12 00:00:00,AUSD/USDT,1.0101,1.0196,1.0077,1.0165,108037.60985356,109646.03518166037
1654905600,2022-06-11 00:00:00,AUSD/USDT,1.0117,1.0135,1.0078,1.013,83630.52949167,84378.219692105119
1654819200,2022-06-10 00:00:00,AUSD/USDT,1.0099,1.0125,1.0088,1.0093,84871.1423877,85676.619126319779
1654732800,2022-06-09 00:00:00,AUSD/USDT,1.015,1.0154,1.0047,1.01,96247.85643665,97179.406511358629
1654646400,2022-06-08 00:00:00,AUSD/USDT,1.0139,1.0169,1.0105,1.0106,75409.30643452,76303.526724803641
1654560000,2022-06-07 00:00:00,AUSD/USDT,1.0123,1.017,1.0111,1.0147,81100.78193516,82094.699048975078
1654473600,2022-06-06 00:00:00,AUSD/USDT,1.0114,1.019,1.0114,1.0165,35788.27486095,36289.505606981531
1654387200,2022-06-05 00:00:00,AUSD/USDT,1.0166,1.019,1.0113,1.0157,37235.48863318,37735.457903759963
1654300800,2022-06-04 00:00:00,AUSD/USDT,1.0137,1.0187,1.0121,1.0123,45691.65631823,46274.953498075815
1654214400,2022-06-03 00:00:00,AUSD/USDT,1.0189,1.019,1.0122,1.0158,100639.25080944,102096.275508622601
1654128000,2022-06-02 00:00:00,AUSD/USDT,1.0129,1.0235,1.0128,1.0189,48179.47396942,48886.63534690981
1654041600,2022-06-01 00:00:00,AUSD/USDT,1.0132,1.029,1.01,1.0147,202077.9256713,205490.539208716038
1653955200,2022-05-31 00:00:00,AUSD/USDT,1.02,1.0241,1.0131,1.0181,191273.52791628,194920.641369010061
1653868800,2022-05-30 00:00:00,AUSD/USDT,1.0211,1.025,1.0122,1.0201,276100.65253334,281810.621632843025
1653782400,2022-05-29 00:00:00,AUSD/USDT,1.0199,1.0214,1.0132,1.0207,35873.41577664,36543.564231320049
1653696000,2022-05-28 00:00:00,AUSD/USDT,1.0172,1.0209,1.0101,1.0197,41625.69881977,42338.440297755281
1653609600,2022-05-27 00:00:00,AUSD/USDT,1.0129,1.0214,1.0033,1.0189,141980.25978995,143820.608291139396
1653523200,2022-05-26 00:00:00,AUSD/USDT,1.0224,1.0226,1.0077,1.0128,120698.53584543,122151.559287128889
1653436800,2022-05-25 00:00:00,AUSD/USDT,1.0146,1.0226,1.0114,1.0222,155721.90356062,157959.340593449037
1653350400,2022-05-24 00:00:00,AUSD/USDT,1.0118,1.0226,1.0115,1.0154,135224.18068277,137253.250954967785
1653264000,2022-05-23 00:00:00,AUSD/USDT,1.0123,1.0189,1.0118,1.0118,64342.76552568,65188.809634853069
1653177600,2022-05-22 00:00:00,AUSD/USDT,1.0121,1.0245,1.0116,1.015,99898.07557165,101519.638320501578
1653091200,2022-05-21 00:00:00,AUSD/USDT,1.0128,1.0189,1.0118,1.016,96638.00092556,97861.735921770161
1653004800,2022-05-20 00:00:00,AUSD/USDT,1.0131,1.0213,1.0119,1.0125,192372.26546176,194964.417264350127
1652918400,2022-05-19 00:00:00,AUSD/USDT,1.0138,1.0199,1.0127,1.0131,261619.09980929,265154.803528511822
1652832000,2022-05-18 00:00:00,AUSD/USDT,1.0248,1.0248,1.0137,1.0139,237024.41716497,240671.521887973341
1652745600,2022-05-17 00:00:00,AUSD/USDT,1.0201,1.0264,1.016,1.0243,279618.31021637,285982.579844280032
1652659200,2022-05-16 00:00:00,AUSD/USDT,1.0181,1.0245,1.0135,1.0201,271939.67426409,276368.011462211573
1652572800,2022-05-15 00:00:00,AUSD/USDT,1.0207,1.029,1.0162,1.0243,278846.59146552,284380.3243386339
1652486400,2022-05-14 00:00:00,AUSD/USDT,1.0163,1.0281,1,1.0206,235372.06121077,239777.711778477756
1652400000,2022-05-13 00:00:00,AUSD/USDT,1.019,1.029,1.001,1.0163,488181.96695666,498611.904743839007
1652313600,2022-05-12 00:00:00,AUSD/USDT,1.0124,1.065,1.001,1.019,835650.43954246,853711.947922025626
1652227200,2022-05-11 00:00:00,AUSD/USDT,0.955,1.8,0.92,1.0112,1313762.79699217,1338424.349629179808
1652140800,2022-05-10 00:00:00,AUSD/USDT,1,2,0.7012,0.95,202645.5327126,205287.325765032797
