https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WAVES,Volume USDT
1663182000,2022-09-14 19:00:00,WAVES/USDT,4.3806,4.3947,4.3632,4.3876,6132.1226094,26866.265453876614
1663178400,2022-09-14 18:00:00,WAVES/USDT,4.3911,4.3939,4.2869,4.3775,10946.30497903,47403.445915896785
1663174800,2022-09-14 17:00:00,WAVES/USDT,4.3899,4.4201,4.383,4.3927,3250.84732311,14293.634724776155
1663171200,2022-09-14 16:00:00,WAVES/USDT,4.3963,4.4073,4.3723,4.3894,3291.81970694,14445.280543553362
1663167600,2022-09-14 15:00:00,WAVES/USDT,4.4054,4.4139,4.3927,4.3976,2348.87466517,10345.045771357429
1663164000,2022-09-14 14:00:00,WAVES/USDT,4.4116,4.4148,4.3785,4.4022,5557.45246466,24479.179289557416
1663160400,2022-09-14 13:00:00,WAVES/USDT,4.4192,4.4366,4.3671,4.411,4004.7276412,17646.697881892441
1663156800,2022-09-14 12:00:00,WAVES/USDT,4.3866,4.453,4.3534,4.4214,6635.91065733,29243.145262012468
1663153200,2022-09-14 11:00:00,WAVES/USDT,4.4287,4.4297,4.3549,4.3874,2080.66315977,9124.982968205607
1663149600,2022-09-14 10:00:00,WAVES/USDT,4.4227,4.4346,4.4145,4.4284,3126.80002302,13830.067938030211
1663146000,2022-09-14 09:00:00,WAVES/USDT,4.4144,4.4273,4.396,4.4221,5317.71661662,23484.831585025738
1663142400,2022-09-14 08:00:00,WAVES/USDT,4.362,4.4209,4.3497,4.4192,4395.55030283,19226.734876428927
1663138800,2022-09-14 07:00:00,WAVES/USDT,4.3871,4.4083,4.3168,4.3634,3033.28024409,13236.577223243628
1663135200,2022-09-14 06:00:00,WAVES/USDT,4.4177,4.429,4.3777,4.3836,3531.98610401,15529.711073982641
1663131600,2022-09-14 05:00:00,WAVES/USDT,4.4388,4.4477,4.4103,4.4179,2897.16731097,12853.955629255969
1663128000,2022-09-14 04:00:00,WAVES/USDT,4.4254,4.439,4.4103,4.4376,912.58992533,4041.099251085031
1663124400,2022-09-14 03:00:00,WAVES/USDT,4.4345,4.4439,4.4077,4.4274,5242.08862556,23171.428619119502
1663120800,2022-09-14 02:00:00,WAVES/USDT,4.4095,4.439,4.3974,4.4332,4406.20005327,19491.813475195778
1663117200,2022-09-14 01:00:00,WAVES/USDT,4.3968,4.4201,4.3902,4.4152,3860.64452783,17006.169934968211
1663113600,2022-09-14 00:00:00,WAVES/USDT,4.3617,4.4161,4.3346,4.39,20734.04695328,90595.399892812677
1663110000,2022-09-13 23:00:00,WAVES/USDT,4.3864,4.3881,4.3447,4.3708,2270.83164096,9916.315553907001
1663106400,2022-09-13 22:00:00,WAVES/USDT,4.4007,4.4182,4.351,4.3884,6175.94572704,27131.992837373411
1663102800,2022-09-13 21:00:00,WAVES/USDT,4.4249,4.4249,4.3639,4.3996,13090.57185291,57627.52928415945
1663099200,2022-09-13 20:00:00,WAVES/USDT,4.4257,4.4505,4.4175,4.425,6518.4574957,28925.217292265259
1663095600,2022-09-13 19:00:00,WAVES/USDT,4.3934,4.4375,4.3501,4.4269,14185.28547349,62440.44350824813
1663092000,2022-09-13 18:00:00,WAVES/USDT,4.4792,4.4792,4.3884,4.4047,19258.09907726,85275.433210117692
1663088400,2022-09-13 17:00:00,WAVES/USDT,4.4964,4.5109,4.4761,4.4819,8193.5864488,36825.059110528535
1663084800,2022-09-13 16:00:00,WAVES/USDT,4.4881,4.5251,4.4643,4.5,4872.38552761,21879.518469225163
1663081200,2022-09-13 15:00:00,WAVES/USDT,4.49,4.506,4.4748,4.4893,3487.31376342,15668.092840181071
1663077600,2022-09-13 14:00:00,WAVES/USDT,4.5169,4.5351,4.4647,4.4952,5267.6617791,23715.98242493592
1663074000,2022-09-13 13:00:00,WAVES/USDT,4.4898,4.5693,4.4692,4.5225,24149.90213811,109026.481267672964
1663070400,2022-09-13 12:00:00,WAVES/USDT,4.81,4.8297,4.418,4.497,75452.70596676,344623.916391533415
1663066800,2022-09-13 11:00:00,WAVES/USDT,4.8062,4.8228,4.7867,4.8024,5582.54501991,26822.321787192913
1663063200,2022-09-13 10:00:00,WAVES/USDT,4.7704,4.8064,4.7655,4.8056,6908.26166405,33086.133931007045
1663059600,2022-09-13 09:00:00,WAVES/USDT,4.7773,4.8059,4.7468,4.7686,9443.84259969,45214.821910270353
1663056000,2022-09-13 08:00:00,WAVES/USDT,4.8104,4.8246,4.7568,4.7767,10076.37115094,48173.936452885517
1663052400,2022-09-13 07:00:00,WAVES/USDT,4.7763,4.8192,4.774,4.8076,6129.41015535,29495.251775111883
1663048800,2022-09-13 06:00:00,WAVES/USDT,4.7802,4.824,4.7628,4.7753,4905.04310607,23490.431533150582
1663045200,2022-09-13 05:00:00,WAVES/USDT,4.775,4.8127,4.7729,4.7796,1587.8112004,7605.00183032296
1663041600,2022-09-13 04:00:00,WAVES/USDT,4.795,4.8069,4.765,4.7911,5748.7144,27482.06558025
1663038000,2022-09-13 03:00:00,WAVES/USDT,4.7706,4.7964,4.74,4.7833,642.51303098,3055.426048458326
1663034400,2022-09-13 02:00:00,WAVES/USDT,4.7314,4.7784,4.707,4.7748,3604.95277436,17091.496240155624
1663030800,2022-09-13 01:00:00,WAVES/USDT,4.7419,4.7624,4.7064,4.7312,3619.98462716,17144.895526599772
1663027200,2022-09-13 00:00:00,WAVES/USDT,4.8506,4.8598,4.7315,4.737,3201.0043224,15275.12330653453
1663023600,2022-09-12 23:00:00,WAVES/USDT,4.8345,4.872,4.8272,4.848,1941.58005083,9416.883405193933
1663020000,2022-09-12 22:00:00,WAVES/USDT,4.8471,4.8705,4.8262,4.8367,3115.82913639,15116.569337755226
1663016400,2022-09-12 21:00:00,WAVES/USDT,4.8975,4.9086,4.8463,4.8471,11131.56981305,54170.674470933561
1663012800,2022-09-12 20:00:00,WAVES/USDT,4.881,4.9192,4.8507,4.901,10653.13193273,51911.98212802808
1663009200,2022-09-12 19:00:00,WAVES/USDT,4.83,4.89,4.8095,4.879,16531.84329705,79997.971681041267
1663005600,2022-09-12 18:00:00,WAVES/USDT,4.8249,4.8339,4.7958,4.8294,8141.44395007,39253.349302791959
1663002000,2022-09-12 17:00:00,WAVES/USDT,4.8024,4.837,4.7812,4.837,13928.0971,66963.81041951
1662998400,2022-09-12 16:00:00,WAVES/USDT,4.804,4.8183,4.6827,4.8044,12964.45866715,61599.180782482075
1662994800,2022-09-12 15:00:00,WAVES/USDT,4.9115,4.9133,4.7852,4.8075,18542.67928847,90007.032176673748
1662991200,2022-09-12 14:00:00,WAVES/USDT,4.9207,5.0142,4.9103,4.9161,25105.60208075,124223.335972661942
1662987600,2022-09-12 13:00:00,WAVES/USDT,4.9268,4.9343,4.8905,4.9182,21985.79840359,108185.257097355103
1662984000,2022-09-12 12:00:00,WAVES/USDT,4.9296,4.9411,4.9115,4.9284,4460.60811463,21974.208366234763
1662980400,2022-09-12 11:00:00,WAVES/USDT,4.933,4.9564,4.9074,4.9309,21509.08269312,106255.264091532101
1662976800,2022-09-12 10:00:00,WAVES/USDT,4.9113,4.9323,4.8589,4.9258,13090.05928208,64193.490417872884
1662973200,2022-09-12 09:00:00,WAVES/USDT,4.9124,4.9316,4.8871,4.9097,14569.89336136,71570.902119562944
1662969600,2022-09-12 08:00:00,WAVES/USDT,4.8824,4.9159,4.866,4.9036,4813.7098885,23538.451606943394
1662966000,2022-09-12 07:00:00,WAVES/USDT,4.845,4.8927,4.8436,4.8857,8314.01613757,40449.979038285149
1662962400,2022-09-12 06:00:00,WAVES/USDT,4.811,4.8562,4.8087,4.8382,7277.42800018,35189.385795411992
1662958800,2022-09-12 05:00:00,WAVES/USDT,4.8128,4.8302,4.7874,4.8163,1438.19643136,6923.183807147715
1662955200,2022-09-12 04:00:00,WAVES/USDT,4.7985,4.824,4.7873,4.8174,2049.44502884,9842.235380597309
1662951600,2022-09-12 03:00:00,WAVES/USDT,4.8237,4.8412,4.7622,4.801,7448.62572646,35781.887733550736
1662948000,2022-09-12 02:00:00,WAVES/USDT,4.9189,4.9222,4.8064,4.8206,9259.97123938,44868.024140831062
1662944400,2022-09-12 01:00:00,WAVES/USDT,4.7486,4.9414,4.7486,4.9089,18672.57205286,90317.709267433075
1662940800,2022-09-12 00:00:00,WAVES/USDT,4.913,4.913,4.7352,4.747,9278.22210003,44456.541920312113
1662937200,2022-09-11 23:00:00,WAVES/USDT,4.8714,4.9151,4.8463,4.915,2000.31823497,9771.026143286871
1662933600,2022-09-11 22:00:00,WAVES/USDT,4.8327,4.8926,4.8327,4.8718,14688.34127785,71598.726013928925
1662930000,2022-09-11 21:00:00,WAVES/USDT,4.8791,4.8987,4.8181,4.8283,16057.13350973,78168.137534748471
1662926400,2022-09-11 20:00:00,WAVES/USDT,4.9078,4.9193,4.8365,4.8791,4162.70336951,20297.656977350066
1662922800,2022-09-11 19:00:00,WAVES/USDT,4.9066,4.911,4.8859,4.903,3638.76488049,17828.784722512888
1662919200,2022-09-11 18:00:00,WAVES/USDT,4.925,4.9553,4.9018,4.9022,41286.9653706,203416.729718447455
1662915600,2022-09-11 17:00:00,WAVES/USDT,4.9459,4.9767,4.9217,4.9237,4640.23675581,22948.387599489843
1662912000,2022-09-11 16:00:00,WAVES/USDT,4.8952,4.9553,4.8952,4.9553,2958.45366121,14612.070291222173
1662908400,2022-09-11 15:00:00,WAVES/USDT,4.9006,4.9259,4.8937,4.8937,6374.63788259,31304.500785549006
1662904800,2022-09-11 14:00:00,WAVES/USDT,4.885,4.918,4.88,4.9022,10338.95295486,50605.643517455006
1662901200,2022-09-11 13:00:00,WAVES/USDT,4.8885,4.8885,4.85,4.8823,3991.50843524,19439.111117918148
1662897600,2022-09-11 12:00:00,WAVES/USDT,4.9119,4.915,4.8633,4.8871,12558.5869862,61439.748743460967
1662894000,2022-09-11 11:00:00,WAVES/USDT,4.9349,4.9488,4.8904,4.9077,6563.45752765,32347.982535713827
1662890400,2022-09-11 10:00:00,WAVES/USDT,4.9539,4.9566,4.93,4.9316,16457.10126713,81310.02533179987
1662886800,2022-09-11 09:00:00,WAVES/USDT,4.9754,4.9852,4.9439,4.9478,3855.08138609,19162.617431071839
1662883200,2022-09-11 08:00:00,WAVES/USDT,4.9648,4.9802,4.93,4.9748,6551.78115172,32476.727196092616
1662879600,2022-09-11 07:00:00,WAVES/USDT,4.9259,4.9724,4.9259,4.9636,8730.76365965,43199.693557036879
1662876000,2022-09-11 06:00:00,WAVES/USDT,5.0353,5.0485,4.8819,4.9219,34696.76699928,171392.323955982538
1662872400,2022-09-11 05:00:00,WAVES/USDT,5.0274,5.0973,5.0197,5.0333,18983.54078424,96177.081033566592
1662868800,2022-09-11 04:00:00,WAVES/USDT,5.006,5.0785,5.006,5.0268,5978.36127438,30218.102730688082
1662865200,2022-09-11 03:00:00,WAVES/USDT,4.9767,5.0487,4.9767,5.0074,13097.8786999,65720.304708764509
1662861600,2022-09-11 02:00:00,WAVES/USDT,5.0425,5.053,4.9535,4.9716,19652.97593567,98466.57811526982
1662858000,2022-09-11 01:00:00,WAVES/USDT,5.0732,5.096,5.0247,5.0431,11292.71049765,57119.261875271489
1662854400,2022-09-11 00:00:00,WAVES/USDT,4.9569,5.1787,4.9569,5.0762,52939.03868823,268961.721797719256
1662850800,2022-09-10 23:00:00,WAVES/USDT,4.9554,5.0029,4.946,4.9557,4082.6030454,20293.734511505728
1662847200,2022-09-10 22:00:00,WAVES/USDT,4.9383,4.9724,4.9293,4.9566,5512.38258123,27262.179411337094
1662843600,2022-09-10 21:00:00,WAVES/USDT,4.95,4.975,4.9193,4.9311,5722.80738764,28260.838766583181
1662840000,2022-09-10 20:00:00,WAVES/USDT,4.9111,4.953,4.8846,4.953,5568.77535018,27369.303440573944
1662836400,2022-09-10 19:00:00,WAVES/USDT,4.923,4.9312,4.9035,4.9062,5921.05557553,29111.523252325844
1662832800,2022-09-10 18:00:00,WAVES/USDT,4.871,4.928,4.871,4.9217,48268.01993233,236526.24377977826
1662829200,2022-09-10 17:00:00,WAVES/USDT,4.9112,4.9112,4.8624,4.8711,9426.13948787,45977.096182278351
1662825600,2022-09-10 16:00:00,WAVES/USDT,4.8786,4.923,4.8327,4.9116,17174.36431677,84056.193205335137
1662822000,2022-09-10 15:00:00,WAVES/USDT,4.8685,4.891,4.8366,4.8702,5023.77103041,24414.06741423499
1662818400,2022-09-10 14:00:00,WAVES/USDT,4.8323,4.925,4.8231,4.8635,27376.8209542,133569.849130589222
1662814800,2022-09-10 13:00:00,WAVES/USDT,4.9069,4.9079,4.8087,4.8263,18762.01011302,90755.133404504326
1662811200,2022-09-10 12:00:00,WAVES/USDT,4.9143,4.9408,4.8612,4.8967,15347.32159284,75252.223906244585
1662807600,2022-09-10 11:00:00,WAVES/USDT,4.94,4.9545,4.8949,4.9106,15044.53675967,74228.889144007517
1662804000,2022-09-10 10:00:00,WAVES/USDT,4.9739,4.99,4.8659,4.9361,16405.94993312,80706.241650231807
1662800400,2022-09-10 09:00:00,WAVES/USDT,4.9376,5.02,4.9376,4.9802,23777.87155293,118308.497551775637
1662796800,2022-09-10 08:00:00,WAVES/USDT,5.0989,5.1224,4.9157,4.9372,35103.50095411,175348.826954304276
1662793200,2022-09-10 07:00:00,WAVES/USDT,5.0765,5.2628,5.0576,5.0983,43524.8178563,224785.109385865179
1662789600,2022-09-10 06:00:00,WAVES/USDT,4.8867,5.2139,4.8867,5.0815,100955.07294156,514339.710153970195
1662786000,2022-09-10 05:00:00,WAVES/USDT,4.6859,4.9532,4.6782,4.8855,29048.96201488,139575.709922111948
1662782400,2022-09-10 04:00:00,WAVES/USDT,4.6678,4.729,4.6678,4.6895,6182.63870004,29057.070003427724
1662778800,2022-09-10 03:00:00,WAVES/USDT,4.695,4.718,4.6633,4.6687,3837.09738373,17976.087693772446
1662775200,2022-09-10 02:00:00,WAVES/USDT,4.6949,4.713,4.6729,4.6953,4911.64646495,23083.950589701637
1662771600,2022-09-10 01:00:00,WAVES/USDT,4.6973,4.7438,4.6903,4.6944,2782.06255274,13150.621133409922
1662768000,2022-09-10 00:00:00,WAVES/USDT,4.7127,4.7352,4.668,4.6977,6725.07724839,31561.892331132317
1662764400,2022-09-09 23:00:00,WAVES/USDT,4.7027,4.7787,4.6521,4.7081,16040.64781045,75740.275057979955
1662760800,2022-09-09 22:00:00,WAVES/USDT,4.6853,4.7147,4.6803,4.69,2622.29553377,12315.296012502309
1662757200,2022-09-09 21:00:00,WAVES/USDT,4.6845,4.7172,4.6738,4.6865,14617.2340889,68584.771222193953
1662753600,2022-09-09 20:00:00,WAVES/USDT,4.6601,4.6917,4.6523,4.6917,8448.29335632,39482.211290745171
1662750000,2022-09-09 19:00:00,WAVES/USDT,4.6368,4.6649,4.6356,4.6632,7214.01544519,33556.451049089663
1662746400,2022-09-09 18:00:00,WAVES/USDT,4.6352,4.6403,4.6236,4.6382,2855.34590487,13228.688180020595
1662742800,2022-09-09 17:00:00,WAVES/USDT,4.6779,4.6785,4.6176,4.6448,9052.98795395,42040.767052285411
1662739200,2022-09-09 16:00:00,WAVES/USDT,4.6543,4.6829,4.61,4.682,6715.54303344,31203.253191440516
1662735600,2022-09-09 15:00:00,WAVES/USDT,4.6903,4.6903,4.6459,4.6534,6499.90331508,30316.104478406223
1662732000,2022-09-09 14:00:00,WAVES/USDT,4.6712,4.7231,4.6591,4.6853,7938.62130061,37237.668068867682
1662728400,2022-09-09 13:00:00,WAVES/USDT,4.6971,4.6971,4.6376,4.6718,6239.07582647,29081.440989847043
1662724800,2022-09-09 12:00:00,WAVES/USDT,4.636,4.7717,4.636,4.6944,55024.51237434,259840.093692042181
1662721200,2022-09-09 11:00:00,WAVES/USDT,4.6549,4.6649,4.6269,4.6357,7299.26256399,33884.081821415764
1662717600,2022-09-09 10:00:00,WAVES/USDT,4.636,4.6611,4.6308,4.6534,5549.84455337,25800.198718466828
1662714000,2022-09-09 09:00:00,WAVES/USDT,4.6462,4.6584,4.6108,4.6313,8922.71607675,41246.501446305466
1662710400,2022-09-09 08:00:00,WAVES/USDT,4.596,4.6613,4.596,4.642,8153.59433494,37776.646266508575
1662706800,2022-09-09 07:00:00,WAVES/USDT,4.6093,4.6146,4.5809,4.5941,6555.24579325,30109.899847903389
1662703200,2022-09-09 06:00:00,WAVES/USDT,4.5819,4.6237,4.5805,4.6041,5952.04135751,27439.172433707105
1662699600,2022-09-09 05:00:00,WAVES/USDT,4.5725,4.6063,4.567,4.5814,11782.8395165,54094.764171926816
1662696000,2022-09-09 04:00:00,WAVES/USDT,4.5419,4.5952,4.5368,4.5698,11579.43513309,52904.73410889658
1662692400,2022-09-09 03:00:00,WAVES/USDT,4.4826,4.5456,4.4826,4.5367,14098.89540707,63765.050064190067
1662688800,2022-09-09 02:00:00,WAVES/USDT,4.4767,4.5093,4.4636,4.4759,3996.6367392,17949.643752989596
1662685200,2022-09-09 01:00:00,WAVES/USDT,4.4967,4.4985,4.4693,4.4701,1422.9244293,6387.59031521189
1662681600,2022-09-09 00:00:00,WAVES/USDT,4.462,4.4995,4.4527,4.4883,2038.60335471,9130.035332950749
1662678000,2022-09-08 23:00:00,WAVES/USDT,4.4524,4.4641,4.4444,4.4626,1879.68756582,8373.71513207587
1662674400,2022-09-08 22:00:00,WAVES/USDT,4.4459,4.4532,4.4323,4.4523,3539.07893698,15706.48555758688
1662670800,2022-09-08 21:00:00,WAVES/USDT,4.4558,4.4558,4.4287,4.4465,3523.7244,15644.87069733
1662667200,2022-09-08 20:00:00,WAVES/USDT,4.4618,4.4801,4.4439,4.4568,7011.39080096,31288.407097375679
1662663600,2022-09-08 19:00:00,WAVES/USDT,4.411,4.4615,4.4106,4.4611,2539.96308798,11254.252810925346
1662660000,2022-09-08 18:00:00,WAVES/USDT,4.4088,4.4201,4.4004,4.4132,6922.43336017,30510.122342914363
1662656400,2022-09-08 17:00:00,WAVES/USDT,4.3852,4.4242,4.3738,4.4108,4635.42779984,20408.826595840986
1662652800,2022-09-08 16:00:00,WAVES/USDT,4.4077,4.4077,4.3397,4.3809,6197.10272284,27110.28027648988
