https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPHA,Volume USDT
1644364800,2022-02-09 00:00:00,ALPHA/USDT,0.4357,0.4535,0.4215,0.4455,350169.2229186,153269.770969063938
1644278400,2022-02-08 00:00:00,ALPHA/USDT,0.4509,0.4697,0.4158,0.4367,376769.17808462,163819.185652229276
1644192000,2022-02-07 00:00:00,ALPHA/USDT,0.4427,0.4562,0.4321,0.4513,186712.09489621,83633.664748547685
1644105600,2022-02-06 00:00:00,ALPHA/USDT,0.4268,0.4424,0.4155,0.4424,118504.59229003,50965.855242755467
1644019200,2022-02-05 00:00:00,ALPHA/USDT,0.43,0.4483,0.417,0.4249,224949.37369963,97337.272353516999
1643932800,2022-02-04 00:00:00,ALPHA/USDT,0.3814,0.432,0.3789,0.431,214091.23139666,86125.512531422738
1643846400,2022-02-03 00:00:00,ALPHA/USDT,0.3685,0.3812,0.3608,0.3812,29569.61512998,10959.068721638861
1643760000,2022-02-02 00:00:00,ALPHA/USDT,0.3828,0.3928,0.365,0.3682,45145.89746647,17234.888449789798
1643673600,2022-02-01 00:00:00,ALPHA/USDT,0.384,0.405,0.381,0.3834,125264.17196556,48977.882558969046
1643587200,2022-01-31 00:00:00,ALPHA/USDT,0.3766,0.3846,0.3592,0.3827,70485.92009851,25876.925411762653
1643500800,2022-01-30 00:00:00,ALPHA/USDT,0.3908,0.3995,0.3736,0.3768,45531.02575484,17654.0964645189
1643414400,2022-01-29 00:00:00,ALPHA/USDT,0.378,0.3947,0.374,0.39,65940.51232694,25496.831596241843
1643328000,2022-01-28 00:00:00,ALPHA/USDT,0.3722,0.3796,0.358,0.3761,83792.18982042,31108.282540375148
1643241600,2022-01-27 00:00:00,ALPHA/USDT,0.392,0.3969,0.3559,0.372,175356.82137644,65547.33871895117
1643155200,2022-01-26 00:00:00,ALPHA/USDT,0.3972,0.4265,0.3853,0.389,115923.0943314,46848.837284694277
1643068800,2022-01-25 00:00:00,ALPHA/USDT,0.3822,0.4047,0.3733,0.3968,84061.17189712,32628.926776245546
1642982400,2022-01-24 00:00:00,ALPHA/USDT,0.4067,0.4067,0.346,0.383,160452.21579681,58870.059620597133
1642896000,2022-01-23 00:00:00,ALPHA/USDT,0.3968,0.4197,0.387,0.4093,42494.86671856,17143.080528743901
1642809600,2022-01-22 00:00:00,ALPHA/USDT,0.4259,0.4381,0.3559,0.396,260745.64294769,103010.239736048398
1642723200,2022-01-21 00:00:00,ALPHA/USDT,0.4917,0.496,0.412,0.4252,270327.85515777,123846.966335174002
1642636800,2022-01-20 00:00:00,ALPHA/USDT,0.5173,0.5468,0.4765,0.4932,127845.67089168,66665.492694936115
1642550400,2022-01-19 00:00:00,ALPHA/USDT,0.5387,0.5409,0.5152,0.5162,102001.88842467,53685.917255571301
1642464000,2022-01-18 00:00:00,ALPHA/USDT,0.5445,0.5557,0.525,0.5391,47901.97099791,25625.170091263797
1642377600,2022-01-17 00:00:00,ALPHA/USDT,0.5771,0.5771,0.5342,0.5455,139549.2898778,76891.156516178503
1642291200,2022-01-16 00:00:00,ALPHA/USDT,0.5861,0.5952,0.5623,0.5761,163313.53904846,94860.480019113173
1642204800,2022-01-15 00:00:00,ALPHA/USDT,0.5615,0.6,0.56,0.5864,230196.66787191,134021.288297084619
1642118400,2022-01-14 00:00:00,ALPHA/USDT,0.5621,0.5817,0.5455,0.5624,209031.73295639,117309.238858080257
1642032000,2022-01-13 00:00:00,ALPHA/USDT,0.5948,0.6336,0.5589,0.5618,190204.03904885,111652.872210140272
1641945600,2022-01-12 00:00:00,ALPHA/USDT,0.5412,0.6015,0.5384,0.593,217554.72387213,123904.924348855276
1641859200,2022-01-11 00:00:00,ALPHA/USDT,0.5128,0.5736,0.4855,0.5407,373570.69837637,197382.687209540057
1641772800,2022-01-10 00:00:00,ALPHA/USDT,0.5468,0.5548,0.4941,0.5108,173131.31452555,92551.766989903191
1641686400,2022-01-09 00:00:00,ALPHA/USDT,0.5216,0.5666,0.5202,0.5475,221308.02439643,120023.427392727616
1641600000,2022-01-08 00:00:00,ALPHA/USDT,0.5527,0.569,0.5077,0.5224,453049.1490118,237246.880976728299
1641513600,2022-01-07 00:00:00,ALPHA/USDT,0.6031,0.6046,0.5334,0.553,155694.88230359,87082.593524035445
1641427200,2022-01-06 00:00:00,ALPHA/USDT,0.6272,0.6309,0.5882,0.6029,147017.19778064,88593.613282108084
1641340800,2022-01-05 00:00:00,ALPHA/USDT,0.6965,0.7285,0.594,0.6279,157056.35724933,108117.530610256915
1641254400,2022-01-04 00:00:00,ALPHA/USDT,0.701,0.724,0.6843,0.6965,201802.46198236,143154.177417043948
1641168000,2022-01-03 00:00:00,ALPHA/USDT,0.6968,0.7499,0.682,0.701,326849.94405782,234825.061045538695
1641081600,2022-01-02 00:00:00,ALPHA/USDT,0.6996,0.7026,0.682,0.697,77337.49315923,53723.587002008393
1640995200,2022-01-01 00:00:00,ALPHA/USDT,0.664,0.6996,0.6629,0.698,53466.72130711,36731.200477931767
1640908800,2021-12-31 00:00:00,ALPHA/USDT,0.69,0.7049,0.6508,0.6599,88611.13596673,60319.570847129721
1640822400,2021-12-30 00:00:00,ALPHA/USDT,0.6836,0.7001,0.6669,0.6886,140755.49682225,96299.604477769414
1640736000,2021-12-29 00:00:00,ALPHA/USDT,0.7135,0.7271,0.6743,0.6824,171540.4999614,121364.201629560249
1640649600,2021-12-28 00:00:00,ALPHA/USDT,0.7756,0.7756,0.7025,0.7114,254517.79690817,188628.446074213633
