https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAS,Volume USDT
1643328000,2022-01-28 00:00:00,GAS/USDT,4.0839,4.1713,3.968,4.1713,3581.27950448,14567.633728136501
1643241600,2022-01-27 00:00:00,GAS/USDT,4.0872,4.1946,3.9151,4.0859,4054.06419072,16377.073070029738
1643155200,2022-01-26 00:00:00,GAS/USDT,3.9872,4.2929,3.9555,4.1036,3248.98610541,13528.225403910984
1643068800,2022-01-25 00:00:00,GAS/USDT,4.0546,4.1582,3.7728,4.0529,9610.34839332,38187.923980255395
1642982400,2022-01-24 00:00:00,GAS/USDT,4.3998,4.3998,3.6768,4.0725,13834.93874302,55843.468174387016
1642896000,2022-01-23 00:00:00,GAS/USDT,4.1004,5.4969,4.1004,4.3974,50057.99265743,234466.377787717244
1642809600,2022-01-22 00:00:00,GAS/USDT,4.3974,4.8785,3.7281,4.1004,52891.51960858,235485.696931733878
1642723200,2022-01-21 00:00:00,GAS/USDT,5.0536,5.0836,4.3468,4.3677,7720.32543727,36951.040483986675
1642636800,2022-01-20 00:00:00,GAS/USDT,5.2015,5.3729,5.0185,5.0185,6852.83041911,35863.876597183437
1642550400,2022-01-19 00:00:00,GAS/USDT,5.3793,5.6371,5.1001,5.2164,7703.00417355,41128.154226267299
1642464000,2022-01-18 00:00:00,GAS/USDT,5.2922,5.4053,5.1234,5.3699,5837.34835321,30753.285835426117
1642377600,2022-01-17 00:00:00,GAS/USDT,5.45,5.4737,5.0766,5.336,4016.24449083,21044.328191530601
1642291200,2022-01-16 00:00:00,GAS/USDT,5.4542,5.614,5.3431,5.45,2876.03732755,15807.748779203457
1642204800,2022-01-15 00:00:00,GAS/USDT,5.4053,5.615,5.3176,5.4318,5706.41060923,31108.219854728602
1642118400,2022-01-14 00:00:00,GAS/USDT,5.2316,5.42,5.1497,5.3961,4924.82506738,26001.556711214505
1642032000,2022-01-13 00:00:00,GAS/USDT,5.3891,5.3892,5.1612,5.2267,2544.51974761,13498.256707363518
1641945600,2022-01-12 00:00:00,GAS/USDT,5.1959,5.389,4.9896,5.389,5955.36040641,30933.651389599742
1641859200,2022-01-11 00:00:00,GAS/USDT,5.0878,5.3413,4.929,5.21,4971.11181977,25522.991545612883
1641772800,2022-01-10 00:00:00,GAS/USDT,5.3095,5.9013,4.7643,5.1272,25474.83480128,134046.24655765103
1641686400,2022-01-09 00:00:00,GAS/USDT,5.2211,5.8972,5.0492,5.3359,9556.51438952,50313.472173623643
1641600000,2022-01-08 00:00:00,GAS/USDT,5.3532,5.7479,5.1188,5.2262,8859.1147246,47080.22863834919
1641513600,2022-01-07 00:00:00,GAS/USDT,5.6254,6.1103,5.1596,5.3546,29443.376385,164706.789043088751
1641427200,2022-01-06 00:00:00,GAS/USDT,5.5789,5.6495,5.3175,5.6439,10947.27001695,59775.879770865399
1641340800,2022-01-05 00:00:00,GAS/USDT,5.9552,6.2891,5.4318,5.6344,14001.52110089,84220.317084690961
1641254400,2022-01-04 00:00:00,GAS/USDT,6.1,6.1997,5.8254,5.9129,6566.23709489,39287.708146912962
1641168000,2022-01-03 00:00:00,GAS/USDT,6.1676,6.2088,5.9097,6.0968,9323.05367217,56692.36984501462
1641081600,2022-01-02 00:00:00,GAS/USDT,5.9784,6.6451,5.9607,6.1881,19507.85255052,121619.845833214419
1640995200,2022-01-01 00:00:00,GAS/USDT,5.7815,5.9953,5.7523,5.9498,9624.77839299,56349.394977031923
1640908800,2021-12-31 00:00:00,GAS/USDT,5.8081,5.9087,5.3511,5.7695,20804.73976358,119930.660689473988
1640822400,2021-12-30 00:00:00,GAS/USDT,5.7081,5.8648,5.5522,5.8075,5832.40681312,33272.720567969432
1640736000,2021-12-29 00:00:00,GAS/USDT,5.9547,6.1004,5.6861,5.7112,19514.17860216,114208.601467386859
1640649600,2021-12-28 00:00:00,GAS/USDT,6.4847,6.4847,5.8615,5.9762,9845.05895963,60366.86263439095
