https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAND,Volume USDT
1643587200,2022-01-31 00:00:00,BAND/USDT,3.4469,3.4883,3.2082,3.4808,45855.57432158,152014.701083287919
1643500800,2022-01-30 00:00:00,BAND/USDT,3.4976,3.6923,3.3953,3.4403,45915.30994503,162345.660218178329
1643414400,2022-01-29 00:00:00,BAND/USDT,3.4482,3.6033,3.4347,3.5097,32198.40591912,113558.833029408226
1643328000,2022-01-28 00:00:00,BAND/USDT,3.3822,3.5129,3.3128,3.4488,53883.73084815,183605.117118686148
1643241600,2022-01-27 00:00:00,BAND/USDT,3.4403,3.511,3.2312,3.3831,26867.05733073,90363.946490004501
1643155200,2022-01-26 00:00:00,BAND/USDT,3.5053,3.7727,3.3573,3.4434,42009.07986255,150181.910638570249
1643068800,2022-01-25 00:00:00,BAND/USDT,3.361,4.1011,3.2546,3.5071,84919.11792274,311910.075854826675
1642982400,2022-01-24 00:00:00,BAND/USDT,3.5563,3.5792,2.9831,3.3465,41775.30286526,135427.469482159184
1642896000,2022-01-23 00:00:00,BAND/USDT,3.4888,3.7352,3.3887,3.5856,22540.21090244,80474.662109092541
1642809600,2022-01-22 00:00:00,BAND/USDT,3.9257,4.085,3.0947,3.4845,80278.87189041,282739.614595365194
1642723200,2022-01-21 00:00:00,BAND/USDT,4.652,4.678,3.7509,3.9522,56249.22389509,238023.271700701358
1642636800,2022-01-20 00:00:00,BAND/USDT,4.8926,5.1937,4.6433,4.6825,41986.63123964,208532.338110968155
1642550400,2022-01-19 00:00:00,BAND/USDT,5.05,5.0683,4.8329,4.908,34145.84425896,169717.834969569999
1642464000,2022-01-18 00:00:00,BAND/USDT,5.3075,5.3601,4.946,5.0631,24819.78425597,126684.046745420904
1642377600,2022-01-17 00:00:00,BAND/USDT,5.7,5.7108,5.1502,5.2866,23406.19061554,126061.335473026015
1642291200,2022-01-16 00:00:00,BAND/USDT,5.6932,6.1,5.6085,5.7022,25331.18166625,145806.839968212531
1642204800,2022-01-15 00:00:00,BAND/USDT,5.7058,5.7622,5.5835,5.6917,17227.98452271,97855.278351692135
1642118400,2022-01-14 00:00:00,BAND/USDT,5.8398,6.175,5.53,5.6802,46398.75204665,267008.670681560481
1642032000,2022-01-13 00:00:00,BAND/USDT,5.6224,6.1015,5.5593,5.8622,65899.95049107,388944.724959388896
1641945600,2022-01-12 00:00:00,BAND/USDT,5.1334,5.789,5.1334,5.6224,36028.14938751,197979.950829534787
1641859200,2022-01-11 00:00:00,BAND/USDT,5.014,5.205,4.8824,5.1238,16134.8905411,82080.102138155976
1641772800,2022-01-10 00:00:00,BAND/USDT,5.3219,5.406,4.7953,5.0351,24417.32126541,124244.799498636361
1641686400,2022-01-09 00:00:00,BAND/USDT,4.9401,5.5339,4.8962,5.3219,18434.26938859,95873.68550570405
1641600000,2022-01-08 00:00:00,BAND/USDT,5.2622,5.5181,4.7585,4.9488,30916.89700182,159326.692612206874
1641513600,2022-01-07 00:00:00,BAND/USDT,5.8512,5.8512,5.14,5.2735,36868.86423143,198648.438951940124
1641427200,2022-01-06 00:00:00,BAND/USDT,6.2242,6.49,5.64,5.8241,58791.92637044,349452.747822211879
1641340800,2022-01-05 00:00:00,BAND/USDT,5.6898,7.2961,5.64,6.2351,121412.46496111,780130.413268465491
1641254400,2022-01-04 00:00:00,BAND/USDT,5.5413,6.0513,5.48,5.6696,49142.62326875,285169.148824929331
1641168000,2022-01-03 00:00:00,BAND/USDT,5.2596,5.5885,5.2,5.5607,27604.81440256,148625.733033429395
1641081600,2022-01-02 00:00:00,BAND/USDT,5.1995,5.3389,5.1231,5.2596,16122.06764317,84323.584288175101
1640995200,2022-01-01 00:00:00,BAND/USDT,5.0197,5.2036,4.9682,5.2,11581.62521287,58825.938879124671
1640908800,2021-12-31 00:00:00,BAND/USDT,5.1365,5.3168,4.8663,5.0143,14975.4623074,76651.574727580733
1640822400,2021-12-30 00:00:00,BAND/USDT,5.0837,5.2314,4.9566,5.146,10654.70672466,54442.258464852398
1640736000,2021-12-29 00:00:00,BAND/USDT,5.3725,5.4454,5.0249,5.0772,21427.90262489,112018.188847648098
1640649600,2021-12-28 00:00:00,BAND/USDT,5.8611,5.8611,5.2701,5.3557,41463.64457576,232398.056658819285
