https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REVU,Volume USDT
1643846400,2022-02-03 00:00:00,REVU/USDT,0.11,0.1147,0.1046,0.1131,548786.21752425,60167.588739358384
1643760000,2022-02-02 00:00:00,REVU/USDT,0.1162,0.119,0.1067,0.1106,746862.44422585,83982.39357142235
1643673600,2022-02-01 00:00:00,REVU/USDT,0.1188,0.1198,0.1128,0.1168,683191.5491067,78650.781828363309
1643587200,2022-01-31 00:00:00,REVU/USDT,0.1156,0.1198,0.1117,0.1188,851727.05597564,98179.573342229336
1643500800,2022-01-30 00:00:00,REVU/USDT,0.1293,0.1322,0.1088,0.1156,901081.04098933,108380.743630616945
1643414400,2022-01-29 00:00:00,REVU/USDT,0.1322,0.1433,0.12,0.1293,1619833.09814716,216388.577509018979
1643328000,2022-01-28 00:00:00,REVU/USDT,0.1254,0.16,0.1249,0.1315,4738967.02494181,681978.574019496503
1643241600,2022-01-27 00:00:00,REVU/USDT,0.1029,0.1358,0.1029,0.1253,2636749.72044724,319852.42518879956
1643155200,2022-01-26 00:00:00,REVU/USDT,0.0933,0.1115,0.0927,0.1028,1683149.15074986,172071.09460040906
1643068800,2022-01-25 00:00:00,REVU/USDT,0.0853,0.0952,0.0834,0.0941,883371.28308174,79742.786561699792
1642982400,2022-01-24 00:00:00,REVU/USDT,0.095,0.0964,0.0808,0.0853,1215764.05346077,105803.979465438796
1642896000,2022-01-23 00:00:00,REVU/USDT,0.0868,0.11,0.0865,0.0943,1792239.19995766,177252.747435916231
1642809600,2022-01-22 00:00:00,REVU/USDT,0.0962,0.097,0.0831,0.0868,903875.6651176,79970.788079366072
1642723200,2022-01-21 00:00:00,REVU/USDT,0.1052,0.1147,0.0925,0.0962,1692452.29112444,174438.825224969127
1642636800,2022-01-20 00:00:00,REVU/USDT,0.1325,0.1341,0.1031,0.1052,1675392.43676486,208951.624712561049
1642550400,2022-01-19 00:00:00,REVU/USDT,0.1391,0.1451,0.1291,0.133,1789922.01855726,241319.116912059916
1642464000,2022-01-18 00:00:00,REVU/USDT,0.1325,0.1579,0.125,0.1389,3790313.2404703,513815.755709592099
1642377600,2022-01-17 00:00:00,REVU/USDT,0.1485,0.1538,0.13,0.1325,3579159.01271716,497927.906207192904
1642291200,2022-01-16 00:00:00,REVU/USDT,0.17,0.174,0.14,0.1485,3574102.23608287,556552.656243540757
1642204800,2022-01-15 00:00:00,REVU/USDT,0.1699,0.1777,0.1698,0.17,989756.09820184,169810.259035835764
1642118400,2022-01-14 00:00:00,REVU/USDT,0.1674,0.18,0.165,0.17,1678919.83925082,288072.169510929999
1642032000,2022-01-13 00:00:00,REVU/USDT,0.1886,0.19,0.165,0.1674,1725629.05822606,300994.089995744586
1641945600,2022-01-12 00:00:00,REVU/USDT,0.1879,0.1953,0.1693,0.1886,3356316.87099299,608265.482576122096
1641859200,2022-01-11 00:00:00,REVU/USDT,0.2009,0.267,0.1814,0.1879,9482543.84706724,2081011.145047222595
1641772800,2022-01-10 00:00:00,REVU/USDT,0.1853,0.2799,0.153,0.2017,14061421.8082321,2781204.249550998527
1641686400,2022-01-09 00:00:00,REVU/USDT,0.1943,0.2173,0.1751,0.1853,3908761.40182625,742111.193461799261
1641600000,2022-01-08 00:00:00,REVU/USDT,0.2745,0.2801,0.163,0.1942,9618322.8120619,2059526.586329711475
1641513600,2022-01-07 00:00:00,REVU/USDT,0.12,0.583,0.12,0.2745,21795214.95443243,6461139.71927085761
