https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CWS,Volume USDT
1642204800,2022-01-15 00:00:00,CWS/USDT,6.167,6.325,6.097,6.164,56046.33741115,349454.47371449206
1642118400,2022-01-14 00:00:00,CWS/USDT,6.286,6.348,6.028,6.166,50999.74704521,315692.27836528118
1642032000,2022-01-13 00:00:00,CWS/USDT,6.186,6.395,6.095,6.288,59644.61161019,373451.48960843718
1641945600,2022-01-12 00:00:00,CWS/USDT,6.089,6.295,5.895,6.197,74606.41918894,454951.62390228292
1641859200,2022-01-11 00:00:00,CWS/USDT,5.765,6.117,5.722,6.101,56573.73970152,332842.82207950562
1641772800,2022-01-10 00:00:00,CWS/USDT,6.028,6.157,5.711,5.766,68333.16968863,406193.66110582522
1641686400,2022-01-09 00:00:00,CWS/USDT,5.977,6.185,5.906,6.027,56709.06670861,342971.3157504201
1641600000,2022-01-08 00:00:00,CWS/USDT,6.374,6.438,5.621,5.975,75287.29087427,460004.07061157887
1641513600,2022-01-07 00:00:00,CWS/USDT,6.943,6.952,6.28,6.362,70409.90739617,460122.3080335833
1641427200,2022-01-06 00:00:00,CWS/USDT,7.136,7.137,6.71,6.941,72657.73203679,501131.63589048931
1641340800,2022-01-05 00:00:00,CWS/USDT,7.177,7.48,7.089,7.129,76992.74736245,561977.71275255409
1641254400,2022-01-04 00:00:00,CWS/USDT,7.646,7.657,7.158,7.176,83151.16128925,614278.82374518363
1641168000,2022-01-03 00:00:00,CWS/USDT,8.011,8.067,7.536,7.646,126256.07376939,994987.92686465335
1641081600,2022-01-02 00:00:00,CWS/USDT,8.336,8.702,7.817,8.01,256407.29437278,2117533.1255166254
1640995200,2022-01-01 00:00:00,CWS/USDT,7.583,8.335,7.582,8.332,109203.6134765,879586.72689469348
1640908800,2021-12-31 00:00:00,CWS/USDT,7.172,7.731,7.105,7.589,96898.67677774,726289.02538259658
1640822400,2021-12-30 00:00:00,CWS/USDT,7.101,7.197,7.084,7.155,33000.72268054,235571.26697493443
1640736000,2021-12-29 00:00:00,CWS/USDT,7.349,7.457,7.104,7.105,32669.94945771,237151.25468658983
1640649600,2021-12-28 00:00:00,CWS/USDT,7.648,7.727,7.289,7.347,35871.45130913,269140.86522656498
