https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume EUR
1661644800,2022-08-28 00:00:00,AVAX/EUR,20.09605,20.31827,18.21000,18.66011,1618.81400062,30207.247321109266
1661558400,2022-08-27 00:00:00,AVAX/EUR,20.78280,20.89408,19.89635,20.31384,1293.85329277,26283.12877280294
1661472000,2022-08-26 00:00:00,AVAX/EUR,23.00267,23.15963,20.49796,20.55000,4671.83600667,96006.22993706849
1661385600,2022-08-25 00:00:00,AVAX/EUR,23.47790,23.59472,22.88926,23.06063,851.97111920,19646.990750557095
1661299200,2022-08-24 00:00:00,AVAX/EUR,23.61285,23.69590,22.98124,23.10585,1146.66222546,26494.60538214494
1661212800,2022-08-23 00:00:00,AVAX/EUR,22.69671,23.61451,22.01278,23.61451,3375.27712488,79705.51541825001
1661126400,2022-08-22 00:00:00,AVAX/EUR,22.62579,22.73669,21.70000,22.58051,990.35129333,22362.637282550997
1661040000,2022-08-21 00:00:00,AVAX/EUR,22.28961,23.41293,22.24798,22.93940,1156.35062558,26525.98954042985
1660953600,2022-08-20 00:00:00,AVAX/EUR,22.77751,23.28103,21.56674,22.00000,3749.45623850,82488.037247
1660867200,2022-08-19 00:00:00,AVAX/EUR,23.91313,23.91313,21.38011,22.29194,5644.51949363,125827.28988083036
1660780800,2022-08-18 00:00:00,AVAX/EUR,25.27662,25.75730,24.00000,24.00000,2682.93407743,64390.41785832
1660694400,2022-08-17 00:00:00,AVAX/EUR,27.01115,27.71403,25.01000,25.10316,3708.40566203,93092.70067884501
1660608000,2022-08-16 00:00:00,AVAX/EUR,27.34173,27.98079,26.61362,26.61969,1264.79220342,33668.37636945734
1660521600,2022-08-15 00:00:00,AVAX/EUR,27.29558,28.53052,26.69361,27.40537,1329.37247401,36431.944518059434
1660435200,2022-08-14 00:00:00,AVAX/EUR,28.47128,29.14090,27.22985,27.68822,763.08313044,21128.413593911417
1660348800,2022-08-13 00:00:00,AVAX/EUR,28.36973,29.40076,28.21000,28.35483,847.17645279,24021.544298863475
1660262400,2022-08-12 00:00:00,AVAX/EUR,27.87629,28.62961,27.64282,28.62961,1678.60212888,48057.72429500413
1660176000,2022-08-11 00:00:00,AVAX/EUR,28.34050,29.15000,27.61606,27.73654,2712.30606611,75229.98569490266
1660089600,2022-08-10 00:00:00,AVAX/EUR,26.54815,29.24401,26.21000,28.15956,4393.02830299,123705.74407974508
1660003200,2022-08-09 00:00:00,AVAX/EUR,27.30000,28.21213,26.46000,26.94408,3492.94331876,94114.14421613494
1659916800,2022-08-08 00:00:00,AVAX/EUR,27.72050,30.22000,27.42426,27.49247,5346.43717636,146986.763677962
1659830400,2022-08-07 00:00:00,AVAX/EUR,25.75833,27.90000,25.17000,27.36845,4629.59832461,126704.93026717256
1659744000,2022-08-06 00:00:00,AVAX/EUR,24.43850,26.30000,24.43850,26.12093,983.61727341,25692.997945533472
1659657600,2022-08-05 00:00:00,AVAX/EUR,23.11335,24.45000,23.11335,24.45000,1532.89427163,37479.264941353504
1659571200,2022-08-04 00:00:00,AVAX/EUR,23.12294,23.56956,22.40390,22.70796,598.05572425,13580.625464040031
1659484800,2022-08-03 00:00:00,AVAX/EUR,22.42662,23.72278,20.00000,22.70291,3398.68275697,77159.98875004178
1659398400,2022-08-02 00:00:00,AVAX/EUR,22.43172,23.59009,21.76264,22.55820,1023.68680961,23092.5317885443
1659312000,2022-08-01 00:00:00,AVAX/EUR,23.51090,23.71428,22.44250,23.03970,1795.89835908,41376.95942369548
1659225600,2022-07-31 00:00:00,AVAX/EUR,23.81490,24.58993,23.26074,23.26074,1050.00014259,24423.780316748915
1659139200,2022-07-30 00:00:00,AVAX/EUR,24.22129,25.18838,23.61467,23.65524,1143.59794311,27052.083807773393
1659052800,2022-07-29 00:00:00,AVAX/EUR,23.65934,24.86477,23.20000,24.26892,3571.12964425,86667.45964593173
1658966400,2022-07-28 00:00:00,AVAX/EUR,22.69341,24.19015,22.22677,23.80349,3601.50743429,85728.44619704768
1658880000,2022-07-27 00:00:00,AVAX/EUR,20.33269,22.93049,20.18469,22.93049,2011.00188823,46113.25868803913
1658793600,2022-07-26 00:00:00,AVAX/EUR,20.44485,20.50406,19.33473,20.35119,900.26498420,18321.463743801196
1658707200,2022-07-25 00:00:00,AVAX/EUR,22.86124,22.86124,20.57905,20.57905,1564.56295100,32197.21919677655
1658620800,2022-07-24 00:00:00,AVAX/EUR,23.36873,23.88365,22.92239,23.39197,142.81819951,3340.7990383919346
1658534400,2022-07-23 00:00:00,AVAX/EUR,23.41228,24.12000,22.58456,23.17555,2154.63509219,49934.853310803956
1658448000,2022-07-22 00:00:00,AVAX/EUR,24.69536,25.06000,23.16067,23.16067,1654.79769194,38326.223259784
1658361600,2022-07-21 00:00:00,AVAX/EUR,22.99000,24.91000,22.17029,24.31920,1663.38490694,40452.190228855245
1658275200,2022-07-20 00:00:00,AVAX/EUR,24.26728,25.44420,23.10084,23.14325,3495.64432592,80900.57054584804
1658188800,2022-07-19 00:00:00,AVAX/EUR,24.26319,25.60071,22.67234,23.97376,2399.63470646,57528.26654034248
1658102400,2022-07-18 00:00:00,AVAX/EUR,21.09966,24.35798,21.09966,23.67000,2435.25817933,57642.56110474111
1658016000,2022-07-17 00:00:00,AVAX/EUR,21.10539,21.77029,20.40000,20.40000,1002.58431950,20452.7201178
1657929600,2022-07-16 00:00:00,AVAX/EUR,19.16919,21.22000,18.55000,21.05743,1748.32292168,36815.18754067209
1657843200,2022-07-15 00:00:00,AVAX/EUR,19.55188,20.05562,18.95286,19.48109,1409.78063410,27464.06341315917
1657756800,2022-07-14 00:00:00,AVAX/EUR,18.46644,19.72298,17.87443,19.69211,3195.39573175,62924.08424315149
1657670400,2022-07-13 00:00:00,AVAX/EUR,16.78174,18.69000,16.43074,18.66588,1997.64937351,37287.88348801284
1657584000,2022-07-12 00:00:00,AVAX/EUR,17.21000,17.91901,16.83806,16.83806,498.71394790,8397.375377577073
1657497600,2022-07-11 00:00:00,AVAX/EUR,18.44175,18.49258,17.48537,17.52068,1168.59938274,20474.65583318506
1657411200,2022-07-10 00:00:00,AVAX/EUR,19.49454,19.49454,18.44095,18.88497,259.65942554,4903.660461540133
1657324800,2022-07-09 00:00:00,AVAX/EUR,19.61975,19.85351,19.31164,19.67629,432.18262999,8503.750760645938
1657238400,2022-07-08 00:00:00,AVAX/EUR,19.63241,20.64999,18.50199,19.39722,1358.74481075,26355.872017976115
1657152000,2022-07-07 00:00:00,AVAX/EUR,18.73669,20.17050,18.48588,19.80306,3158.42482785,62546.476371403216
1657065600,2022-07-06 00:00:00,AVAX/EUR,17.79173,18.92379,17.44830,18.92379,2964.74971279,56104.300967398274
1656979200,2022-07-05 00:00:00,AVAX/EUR,17.15310,18.07050,16.18171,17.66576,2146.04385681,37911.49572387982
1656892800,2022-07-04 00:00:00,AVAX/EUR,15.98434,17.19221,15.64976,17.19221,1581.38044489,27187.424698442308
1656806400,2022-07-03 00:00:00,AVAX/EUR,15.46593,16.05000,15.29352,15.81876,976.18986718,15442.113223352295
1656720000,2022-07-02 00:00:00,AVAX/EUR,15.46371,15.89338,15.30131,15.89338,2266.05259527,36015.234996612315
1656633600,2022-07-01 00:00:00,AVAX/EUR,16.60813,16.74000,15.13606,15.85000,1735.69457512,27510.759015652002
1656547200,2022-06-30 00:00:00,AVAX/EUR,17.01382,17.01382,15.30470,16.11345,3679.55427756,59290.31387374918
1656460800,2022-06-29 00:00:00,AVAX/EUR,17.47918,17.61406,16.43000,17.06531,1168.36088352,19938.440669142692
1656374400,2022-06-28 00:00:00,AVAX/EUR,18.28449,19.26423,17.48610,17.51641,1110.19166455,19446.572374840267
1656288000,2022-06-27 00:00:00,AVAX/EUR,19.02544,20.02923,18.22528,18.59276,1925.58336845,35801.90942958242
1656201600,2022-06-26 00:00:00,AVAX/EUR,20.36000,20.65999,18.62790,18.62790,1286.08529363,23957.06824121028
1656115200,2022-06-25 00:00:00,AVAX/EUR,19.49344,20.51000,18.86741,20.15147,2620.00012061,52796.8538304688
1656028800,2022-06-24 00:00:00,AVAX/EUR,17.09356,19.84000,17.09356,19.70054,1487.94931086,29313.404916569863
1655942400,2022-06-23 00:00:00,AVAX/EUR,16.03531,27.11654,16.03531,17.23331,1538.31804216,26510.31169913635
1655856000,2022-06-22 00:00:00,AVAX/EUR,15.74271,16.36232,15.22043,15.47065,2509.02347586,38816.2240368135
1655769600,2022-06-21 00:00:00,AVAX/EUR,16.43297,17.45069,15.83771,16.36081,2219.00452749,36304.71146340367
1655683200,2022-06-20 00:00:00,AVAX/EUR,14.79258,16.79398,14.74000,16.37470,1287.00959129,21074.39595449636
1655596800,2022-06-19 00:00:00,AVAX/EUR,13.79976,15.64001,13.26130,15.44485,1712.00748333,26441.69877890935
1655510400,2022-06-18 00:00:00,AVAX/EUR,15.27352,15.27352,13.26293,14.30647,1390.26454978,19889.778073491074
1655424000,2022-06-17 00:00:00,AVAX/EUR,14.81459,15.81987,14.77739,15.36352,826.78689222,12702.356954359815
1655337600,2022-06-16 00:00:00,AVAX/EUR,17.52863,17.55603,14.79170,14.87374,2428.95013822,36127.572828848344
1655251200,2022-06-15 00:00:00,AVAX/EUR,15.20528,17.54999,13.81000,17.11435,3616.31440554,61890.870446453504
1655164800,2022-06-14 00:00:00,AVAX/EUR,14.56607,16.44895,14.10000,16.00000,1472.02928458,23552.46855328
1655078400,2022-06-13 00:00:00,AVAX/EUR,16.18033,16.65244,14.01390,14.97647,3624.98423513,54289.46764789739
1654992000,2022-06-12 00:00:00,AVAX/EUR,18.98450,18.98450,16.68559,16.68559,2166.01942927,36141.31212883322
1654905600,2022-06-11 00:00:00,AVAX/EUR,21.38088,21.89005,18.85005,18.88355,2354.05261324,44452.8702247482
1654819200,2022-06-10 00:00:00,AVAX/EUR,22.83542,23.25756,21.00000,21.00000,655.87361318,13773.34587678
1654732800,2022-06-09 00:00:00,AVAX/EUR,22.43260,23.74498,22.21000,22.95374,389.10234097,8931.353968016727
1654646400,2022-06-08 00:00:00,AVAX/EUR,23.26104,23.27546,22.20800,22.97098,784.29534726,18016.032736002515
1654560000,2022-06-07 00:00:00,AVAX/EUR,23.07785,24.18859,21.94757,22.79860,2243.17206137,51141.18255835008
1654473600,2022-06-06 00:00:00,AVAX/EUR,22.88000,25.81603,22.88000,24.11801,1194.60302295,28811.44765353833
1654387200,2022-06-05 00:00:00,AVAX/EUR,22.89620,23.32028,22.39434,22.54435,452.22567791,10195.133961790309
1654300800,2022-06-04 00:00:00,AVAX/EUR,21.00000,22.75646,20.87000,22.67930,623.24383816,14134.73397878209
1654214400,2022-06-03 00:00:00,AVAX/EUR,22.69881,22.69881,21.11112,21.50075,454.87892360,9780.2380165927
1654128000,2022-06-02 00:00:00,AVAX/EUR,22.02864,23.10000,21.34740,22.86503,841.17286382,19233.442766430213
1654041600,2022-06-01 00:00:00,AVAX/EUR,25.11788,25.14572,21.86652,22.50290,2183.64945824,49138.4453938289
1653955200,2022-05-31 00:00:00,AVAX/EUR,26.41771,27.04077,24.06486,24.91024,3106.74428916,77389.745861605
1653868800,2022-05-30 00:00:00,AVAX/EUR,24.55292,26.32767,24.39365,25.56368,896.40236186,22915.343129833247
1653782400,2022-05-29 00:00:00,AVAX/EUR,23.03000,25.16667,22.13509,24.55292,2414.71531821,59288.31203078468
1653696000,2022-05-28 00:00:00,AVAX/EUR,21.43042,23.92295,20.94163,23.50000,2617.00183315,61499.543079025
1653609600,2022-05-27 00:00:00,AVAX/EUR,21.50000,22.20000,19.99990,20.84809,3225.39127505,67243.24758745715
1653523200,2022-05-26 00:00:00,AVAX/EUR,25.63934,25.81469,21.39883,21.99755,2041.99167570,44918.813985794535
1653436800,2022-05-25 00:00:00,AVAX/EUR,26.94796,27.50000,25.40000,25.40000,814.98292072,20700.566186288
1653350400,2022-05-24 00:00:00,AVAX/EUR,27.00000,27.65638,24.56670,26.94796,1383.50840776,37282.72923198016
1653264000,2022-05-23 00:00:00,AVAX/EUR,29.80000,30.73868,27.00000,27.10417,2031.01261303,55048.911135709335
1653177600,2022-05-22 00:00:00,AVAX/EUR,28.00000,30.73868,27.40000,30.03054,1561.42426321,46890.41379329843
1653091200,2022-05-21 00:00:00,AVAX/EUR,26.97197,28.74795,26.97197,27.92967,833.58023140,23281.62078152564
1653004800,2022-05-20 00:00:00,AVAX/EUR,28.62238,30.00541,26.47258,27.54507,1799.22567792,49559.79724410385
1652918400,2022-05-19 00:00:00,AVAX/EUR,28.34495,30.04456,26.21000,27.83000,3118.34269440,86783.47718515199
1652832000,2022-05-18 00:00:00,AVAX/EUR,32.21000,32.21000,28.21000,28.21000,2351.71179910,66341.78985261101
1652745600,2022-05-17 00:00:00,AVAX/EUR,31.65925,33.79118,31.05334,32.83551,1170.08074800,38420.19810176148
1652659200,2022-05-16 00:00:00,AVAX/EUR,34.73816,34.73816,30.16000,31.21000,1399.58383090,43681.01136238901
1652572800,2022-05-15 00:00:00,AVAX/EUR,32.79000,35.39000,31.08425,34.49346,2983.17742847,102900.1113018328
1652486400,2022-05-14 00:00:00,AVAX/EUR,30.75050,32.81000,28.21000,32.59654,4099.47268673,133628.62541190188
1652400000,2022-05-13 00:00:00,AVAX/EUR,29.91122,36.35999,29.25095,30.94713,6423.74094343,198796.34606265085
1652313600,2022-05-12 00:00:00,AVAX/EUR,29.39670,32.72671,21.10000,29.71480,5938.44036873,176459.5678687382
1652227200,2022-05-11 00:00:00,AVAX/EUR,42.90940,43.58004,25.31291,29.05359,12205.13441936,354602.9713149735
1652140800,2022-05-10 00:00:00,AVAX/EUR,39.02131,47.22968,38.09885,40.88333,3207.04363062,131114.62307503558
1652054400,2022-05-09 00:00:00,AVAX/EUR,49.98173,49.98173,39.22000,39.22000,2829.01908552,110954.12853409439
1651968000,2022-05-08 00:00:00,AVAX/EUR,51.87999,52.13000,48.10000,48.51182,797.09702686,38668.62748956749
1651881600,2022-05-07 00:00:00,AVAX/EUR,54.05652,54.39538,51.13395,52.58281,292.20156166,15364.779198471064
1651795200,2022-05-06 00:00:00,AVAX/EUR,56.09569,56.18857,52.34000,54.17225,1327.86219925,71933.28302332081
1651708800,2022-05-05 00:00:00,AVAX/EUR,63.21520,65.16518,54.35967,56.09608,2997.82920964,168166.4671703022
1651622400,2022-05-04 00:00:00,AVAX/EUR,56.47592,64.16946,56.05000,62.68523,1091.45248838,68417.95026817263
1651536000,2022-05-03 00:00:00,AVAX/EUR,57.38802,59.25678,55.55002,56.78002,752.94407546,42752.17966350031
1651449600,2022-05-02 00:00:00,AVAX/EUR,56.36296,59.17000,54.05000,57.54001,725.99360291,41773.67917137744
1651363200,2022-05-01 00:00:00,AVAX/EUR,54.69000,57.75000,54.00000,56.14710,718.80675603,40358.91481149201
1651276800,2022-04-30 00:00:00,AVAX/EUR,60.25000,61.03362,52.57000,54.42191,940.51258902,51184.49147351342
1651190400,2022-04-29 00:00:00,AVAX/EUR,64.17020,64.24949,59.12315,59.90602,410.02143862,24562.752502398493
1651104000,2022-04-28 00:00:00,AVAX/EUR,66.28071,67.11188,63.62000,63.86480,208.45883959,13313.182098647432
1651017600,2022-04-27 00:00:00,AVAX/EUR,65.00204,67.36805,64.90644,66.02002,485.24479304,32035.87094139666
1650931200,2022-04-26 00:00:00,AVAX/EUR,68.10903,68.10903,62.00000,64.04926,2068.72894699,132500.55819528876
1650844800,2022-04-25 00:00:00,AVAX/EUR,66.01970,68.04025,62.71720,68.04025,1916.05862872,130369.10811276597
1650758400,2022-04-24 00:00:00,AVAX/EUR,67.98762,68.00000,65.78721,66.20000,1286.98173941,85198.191148942
1650672000,2022-04-23 00:00:00,AVAX/EUR,68.64844,68.92000,67.90000,68.45759,115.31457495,7894.15789295137
1650585600,2022-04-22 00:00:00,AVAX/EUR,69.20000,71.01533,67.99015,68.64844,5215.79436335,358056.1464047706
1650499200,2022-04-21 00:00:00,AVAX/EUR,73.01000,73.39590,68.73000,69.19000,778.15871669,53840.8016077811
1650412800,2022-04-20 00:00:00,AVAX/EUR,73.70319,75.01000,71.36433,72.06751,409.38993156,29503.712986599614
1650326400,2022-04-19 00:00:00,AVAX/EUR,72.13000,75.30821,71.46000,74.38508,755.15420207,56172.205733313116
1650240000,2022-04-18 00:00:00,AVAX/EUR,69.78334,72.23602,66.94730,72.08217,994.89501025,71714.19126099224
1650153600,2022-04-17 00:00:00,AVAX/EUR,71.88717,72.92192,69.50000,70.08979,1275.56146325,89403.83509128522
1650067200,2022-04-16 00:00:00,AVAX/EUR,71.66859,72.39906,70.93421,72.03000,1299.20951562,93582.06141010861
1649980800,2022-04-15 00:00:00,AVAX/EUR,70.92042,72.80276,69.26000,71.59973,1110.76263844,79530.30500639162
1649894400,2022-04-14 00:00:00,AVAX/EUR,73.95597,75.00000,70.51000,70.96113,980.95173927,69609.44389406456
1649808000,2022-04-13 00:00:00,AVAX/EUR,70.92747,74.00000,70.51000,73.19000,408.46252252,29895.372023238797
1649721600,2022-04-12 00:00:00,AVAX/EUR,68.01000,73.08854,68.01000,70.57659,1220.35769964,86128.68502083542
1649635200,2022-04-11 00:00:00,AVAX/EUR,74.24381,74.73999,66.99000,68.34322,1634.35034623,111696.76526947306
1649548800,2022-04-10 00:00:00,AVAX/EUR,77.94703,78.77540,74.28653,74.28653,361.68826512,26868.56615748483
1649462400,2022-04-09 00:00:00,AVAX/EUR,77.13000,78.63408,75.69000,77.89087,611.19290658,47606.34723134493
1649376000,2022-04-08 00:00:00,AVAX/EUR,80.51000,83.17008,76.19700,77.12208,1277.71761298,98540.2399656526
1649289600,2022-04-07 00:00:00,AVAX/EUR,76.00000,81.15408,74.80000,81.07469,1414.05311879,114643.91824943243
1649203200,2022-04-06 00:00:00,AVAX/EUR,83.30000,83.67999,75.43811,76.08322,2594.62270102,197407.24977869887
1649116800,2022-04-05 00:00:00,AVAX/EUR,87.75318,89.18543,83.25000,83.25000,5473.10396965,455635.90547336254
1649030400,2022-04-04 00:00:00,AVAX/EUR,88.66312,88.66312,83.00000,86.95156,1505.35200554,130892.70523083163
1648944000,2022-04-03 00:00:00,AVAX/EUR,88.21000,90.22000,86.06000,88.63000,297.61116825,26377.277841997497
1648857600,2022-04-02 00:00:00,AVAX/EUR,88.77000,93.62763,87.16000,87.16000,455.13853487,39669.874699269196
1648771200,2022-04-01 00:00:00,AVAX/EUR,85.00000,90.14049,83.27000,87.28937,337.97731233,29501.826667578935
1648684800,2022-03-31 00:00:00,AVAX/EUR,87.46000,90.94190,85.30000,86.58200,1119.67308568,96943.53510434575
1648598400,2022-03-30 00:00:00,AVAX/EUR,83.21388,90.00000,81.79323,85.62000,1306.09472022,111827.8299452364
1648512000,2022-03-29 00:00:00,AVAX/EUR,81.89710,86.61746,81.82310,82.88700,541.20323411,44858.71246567558
1648425600,2022-03-28 00:00:00,AVAX/EUR,82.00000,87.49000,81.12000,81.68000,1143.40935792,93393.6763549056
