https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MBL,Volume USDT
1658275200,2022-07-20 00:00:00,MBL/USDT,0.005848,0.006457,0.00495,0.005205,47172868.65445141,264072.45240348054881
1658188800,2022-07-19 00:00:00,MBL/USDT,0.004439,0.00688,0.004439,0.005816,97559851.51037948,564868.34017834763648
1658102400,2022-07-18 00:00:00,MBL/USDT,0.004364,0.004566,0.004324,0.004448,3658672.91434464,16265.73890699599205
1658016000,2022-07-17 00:00:00,MBL/USDT,0.004248,0.004467,0.004233,0.004403,2508653.72570114,10920.76093118895262
1657929600,2022-07-16 00:00:00,MBL/USDT,0.004223,0.004354,0.004171,0.004242,2103156.53573658,8949.09579290939824
1657843200,2022-07-15 00:00:00,MBL/USDT,0.004442,0.004458,0.004183,0.004193,2021511.61271536,8683.57484396381591
1657756800,2022-07-14 00:00:00,MBL/USDT,0.004392,0.004566,0.004178,0.00444,10393333.66197091,44922.62676554476019
1657670400,2022-07-13 00:00:00,MBL/USDT,0.003896,0.004865,0.003847,0.004388,32392150.68463213,143128.05394683507206
1657584000,2022-07-12 00:00:00,MBL/USDT,0.00413,0.004549,0.003864,0.003871,27287775.73061786,114933.05141055687791
1657497600,2022-07-11 00:00:00,MBL/USDT,0.003736,0.004865,0.003692,0.004132,69410822.03160697,299458.90616600244335
1657411200,2022-07-10 00:00:00,MBL/USDT,0.003782,0.00389,0.003625,0.003744,13997280.20461838,52404.47239782836475
1657324800,2022-07-09 00:00:00,MBL/USDT,0.003718,0.004799,0.003473,0.00377,124301972.70271286,510052.7143797951214
1657238400,2022-07-08 00:00:00,MBL/USDT,0.003,0.004351,0.002836,0.003725,78131744.19537794,285411.99207816644379
1657152000,2022-07-07 00:00:00,MBL/USDT,0.002777,0.00314,0.002777,0.003,11349693.05212738,33999.78387849033754
1657065600,2022-07-06 00:00:00,MBL/USDT,0.002703,0.002877,0.002703,0.002785,1816716.89526707,5091.11071771503124
1656979200,2022-07-05 00:00:00,MBL/USDT,0.00277,0.002791,0.0026,0.002708,4302358.81471255,11786.07312623424644
1656892800,2022-07-04 00:00:00,MBL/USDT,0.002668,0.002857,0.002635,0.002753,4366877.81570859,12067.4644047225403
1656806400,2022-07-03 00:00:00,MBL/USDT,0.002786,0.003093,0.002636,0.002664,23487969.6705368,66071.31513175648338
1656720000,2022-07-02 00:00:00,MBL/USDT,0.002396,0.00334,0.002394,0.0028,115335171.5984261,338820.2313566539686
1656633600,2022-07-01 00:00:00,MBL/USDT,0.002436,0.002551,0.002355,0.00237,10421280.78926301,25548.75555224507745
1656547200,2022-06-30 00:00:00,MBL/USDT,0.002632,0.002632,0.002345,0.002418,7634186.12384722,18880.61344842707552
1656460800,2022-06-29 00:00:00,MBL/USDT,0.002692,0.002752,0.0026,0.002623,9404768.94520401,24950.05811817175249
1656374400,2022-06-28 00:00:00,MBL/USDT,0.00294,0.002952,0.00267,0.00267,6589101.26493075,18669.61088495816316
1656288000,2022-06-27 00:00:00,MBL/USDT,0.002894,0.002983,0.002872,0.002919,5596389.39731509,16352.32585127229248
1656201600,2022-06-26 00:00:00,MBL/USDT,0.002996,0.003149,0.002868,0.002884,7766241.59065593,23423.90859783447763
1656115200,2022-06-25 00:00:00,MBL/USDT,0.00295,0.003187,0.002871,0.002976,15295059.57547926,46124.63801711106607
1656028800,2022-06-24 00:00:00,MBL/USDT,0.002982,0.003006,0.002882,0.002953,5983990.81474123,17690.81264863570399
1655942400,2022-06-23 00:00:00,MBL/USDT,0.00282,0.003006,0.00282,0.002982,5315639.92191569,15593.03225665037067
1655856000,2022-06-22 00:00:00,MBL/USDT,0.00294,0.003008,0.002795,0.002795,11570766.03335839,33613.94370138846146
1655769600,2022-06-21 00:00:00,MBL/USDT,0.002918,0.003092,0.002867,0.002952,17666380.77014979,52796.91700529396774
1655683200,2022-06-20 00:00:00,MBL/USDT,0.003,0.00329,0.002866,0.002922,14130876.39085197,41886.74453859465643
1655596800,2022-06-19 00:00:00,MBL/USDT,0.002988,0.003091,0.002771,0.003014,9706647.35214828,28342.31680389130132
1655510400,2022-06-18 00:00:00,MBL/USDT,0.003045,0.003674,0.002754,0.00298,17396082.80639763,53511.64847849533046
1655424000,2022-06-17 00:00:00,MBL/USDT,0.00298,0.00377,0.002929,0.003037,32392299.8559121,105804.41152912171604
1655337600,2022-06-16 00:00:00,MBL/USDT,0.002858,0.003648,0.00274,0.002962,199611473.896691,580905.68663712025567
1655251200,2022-06-15 00:00:00,MBL/USDT,0.002754,0.002932,0.002447,0.002845,135653407.59970495,358236.65957287701237
1655164800,2022-06-14 00:00:00,MBL/USDT,0.002826,0.003008,0.00245,0.002761,73616745.17028148,199488.17043275646214
1655078400,2022-06-13 00:00:00,MBL/USDT,0.003193,0.003249,0.002656,0.00281,32278837.89257643,91579.98335005817342
1654992000,2022-06-12 00:00:00,MBL/USDT,0.003687,0.00378,0.003196,0.003196,28906858.35067157,98552.81473257705163
1654905600,2022-06-11 00:00:00,MBL/USDT,0.004298,0.004355,0.003647,0.003685,27366940.52618933,109529.28629838099021
1654819200,2022-06-10 00:00:00,MBL/USDT,0.004695,0.004839,0.003917,0.004296,34861687.058907,154531.70776677007345
1654732800,2022-06-09 00:00:00,MBL/USDT,0.005411,0.0083,0.00459,0.004693,85952078.17990137,513223.80802426409313
1654646400,2022-06-08 00:00:00,MBL/USDT,0.005542,0.00555,0.005339,0.005414,2235737.21222203,12134.55427186392076
1654560000,2022-06-07 00:00:00,MBL/USDT,0.005752,0.005767,0.005337,0.005544,4175087.5324309,23050.98588879554979
1654473600,2022-06-06 00:00:00,MBL/USDT,0.005622,0.00595,0.005447,0.005784,5596347.70719509,32192.09150394537142
1654387200,2022-06-05 00:00:00,MBL/USDT,0.005444,0.005867,0.005345,0.005605,7939036.43192929,43872.79741592958532
1654300800,2022-06-04 00:00:00,MBL/USDT,0.00543,0.005504,0.005316,0.005433,3189504.25578402,17227.82908174176283
1654214400,2022-06-03 00:00:00,MBL/USDT,0.005635,0.005682,0.005286,0.005404,2786893.04233671,15158.83944528243113
1654128000,2022-06-02 00:00:00,MBL/USDT,0.005341,0.005757,0.005278,0.005624,4427378.83397992,24332.33784006834172
1654041600,2022-06-01 00:00:00,MBL/USDT,0.005434,0.005857,0.005246,0.005372,6502434.37289364,36219.27429861814099
1653955200,2022-05-31 00:00:00,MBL/USDT,0.005667,0.00575,0.005306,0.005465,6666491.66938151,36471.01871931504559
1653868800,2022-05-30 00:00:00,MBL/USDT,0.00524,0.005683,0.005206,0.005657,3820547.16569346,20976.8218822460345
1653782400,2022-05-29 00:00:00,MBL/USDT,0.004994,0.005295,0.004961,0.005239,5310516.87267825,27235.49717448266294
1653696000,2022-05-28 00:00:00,MBL/USDT,0.004938,0.00505,0.004873,0.005016,1374320.78548797,6814.43749063609211
1653609600,2022-05-27 00:00:00,MBL/USDT,0.005111,0.005111,0.004829,0.00495,1737003.90433837,8617.28584786252152
1653523200,2022-05-26 00:00:00,MBL/USDT,0.005407,0.005419,0.004838,0.005111,2103506.16031209,10670.95980898464929
1653436800,2022-05-25 00:00:00,MBL/USDT,0.005499,0.005552,0.005268,0.005406,2137836.46042421,11550.91427276696731
1653350400,2022-05-24 00:00:00,MBL/USDT,0.005214,0.005634,0.005045,0.005506,6154895.96197612,33233.02283013502408
1653264000,2022-05-23 00:00:00,MBL/USDT,0.005552,0.005652,0.0051,0.005208,4647218.55008438,25496.94338622637867
1653177600,2022-05-22 00:00:00,MBL/USDT,0.005139,0.00575,0.005082,0.005552,13687638.45561067,73887.75753513850481
1653091200,2022-05-21 00:00:00,MBL/USDT,0.005043,0.005514,0.004927,0.005158,4809952.81701021,24584.33212375869722
1653004800,2022-05-20 00:00:00,MBL/USDT,0.005152,0.005631,0.00487,0.005012,5126291.37657922,26528.90567214232021
1652918400,2022-05-19 00:00:00,MBL/USDT,0.004877,0.005179,0.004657,0.005164,8134237.11695328,40654.98877201274288
1652832000,2022-05-18 00:00:00,MBL/USDT,0.005497,0.005818,0.00484,0.004878,6398016.07106311,33660.29384566690362
1652745600,2022-05-17 00:00:00,MBL/USDT,0.005174,0.005706,0.005174,0.005509,8621441.16526798,46798.86698345840692
1652659200,2022-05-16 00:00:00,MBL/USDT,0.005642,0.005976,0.005034,0.005169,10651597.70786989,57706.32128679674315
1652572800,2022-05-15 00:00:00,MBL/USDT,0.005159,0.005864,0.004843,0.005678,6706323.45836759,35920.66040000906619
1652486400,2022-05-14 00:00:00,MBL/USDT,0.004738,0.005686,0.004616,0.005141,16043714.78404391,81569.48126743102695
1652400000,2022-05-13 00:00:00,MBL/USDT,0.0038,0.005294,0.0038,0.004747,9263487.58375735,44966.03431998740606
