https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDN,Volume USDT
1663243200,2022-09-15 12:00:00,USDN/USDT,0.8921,0.9674,0.8881,0.9663,36534.2016,34214.42642591
1663239600,2022-09-15 11:00:00,USDN/USDT,0.8959,0.9031,0.8918,0.8967,1992.1076,1789.44342174
1663236000,2022-09-15 10:00:00,USDN/USDT,0.8958,0.8959,0.8958,0.8959,40.1842,35.99994257
1663232400,2022-09-15 09:00:00,USDN/USDT,0.8944,0.8994,0.8894,0.8918,2514.4323,2251.59955795
1663228800,2022-09-15 08:00:00,USDN/USDT,0.8942,0.8991,0.8942,0.8944,231.3993,207.33387036
1663225200,2022-09-15 07:00:00,USDN/USDT,0.9,0.9,0.8937,0.8943,2037.3214,1826.60834075
1663221600,2022-09-15 06:00:00,USDN/USDT,0.9015,0.9061,0.8969,0.8997,2418.2828,2186.71961333
1663218000,2022-09-15 05:00:00,USDN/USDT,0.8947,0.9015,0.8943,0.9015,539.5553,484.24277936
1663214400,2022-09-15 04:00:00,USDN/USDT,0.9001,0.9117,0.895,0.895,1551.2681,1401.25583863
1663210800,2022-09-15 03:00:00,USDN/USDT,0.8968,0.8968,0.8968,0.8968,641.9411,575.69277848
1663207200,2022-09-15 02:00:00,USDN/USDT,0.8972,0.8972,0.8968,0.8968,5703.6766,5116.21465571
1663203600,2022-09-15 01:00:00,USDN/USDT,0.8968,0.8968,0.8968,0.8968,0,0
1663200000,2022-09-15 00:00:00,USDN/USDT,0.9042,0.9042,0.8968,0.8968,336.5116,303.59680041
1663196400,2022-09-14 23:00:00,USDN/USDT,0.8968,0.9075,0.8967,0.9075,890.7797,805.65121904
1663192800,2022-09-14 22:00:00,USDN/USDT,0.9001,0.9015,0.8919,0.8968,3675.9751,3307.60966515
1663189200,2022-09-14 21:00:00,USDN/USDT,0.9017,0.9035,0.8967,0.8967,400.5137,360.458423
1663185600,2022-09-14 20:00:00,USDN/USDT,0.9001,0.9043,0.9001,0.9043,241.0742,217.96061729
1663182000,2022-09-14 19:00:00,USDN/USDT,0.9075,0.9075,0.8993,0.9041,2021.0327,1825.59557655
1663178400,2022-09-14 18:00:00,USDN/USDT,0.916,0.916,0.9067,0.9114,7445.8149,6810.92476218
1663174800,2022-09-14 17:00:00,USDN/USDT,0.916,0.9187,0.9159,0.916,674.1991,618.34702756
1663171200,2022-09-14 16:00:00,USDN/USDT,0.916,0.9187,0.9159,0.9159,799.5381,732.38922121
1663167600,2022-09-14 15:00:00,USDN/USDT,0.916,0.9369,0.9116,0.9164,14841.7288,13660.56379528
1663164000,2022-09-14 14:00:00,USDN/USDT,0.9164,0.9176,0.8604,0.9153,27916.5631,24686.00948616
1663160400,2022-09-14 13:00:00,USDN/USDT,0.911,0.9176,0.911,0.9176,1457.6091,1333.28811415
1663156800,2022-09-14 12:00:00,USDN/USDT,0.911,0.911,0.909,0.909,22.2937,20.28571336
1663153200,2022-09-14 11:00:00,USDN/USDT,0.9188,0.9189,0.911,0.911,1238.7143,1134.78689145
1663149600,2022-09-14 10:00:00,USDN/USDT,0.918,0.9256,0.918,0.9188,3463.7337,3190.843102
1663146000,2022-09-14 09:00:00,USDN/USDT,0.9165,0.9237,0.9139,0.9139,447.476,411.01183933
1663142400,2022-09-14 08:00:00,USDN/USDT,0.9212,0.9213,0.9165,0.9165,64.7172,59.57523729
1663138800,2022-09-14 07:00:00,USDN/USDT,0.9189,0.923,0.9176,0.9176,92.5665,85.11285232
1663135200,2022-09-14 06:00:00,USDN/USDT,0.9228,0.9228,0.9228,0.9228,0,0
1663131600,2022-09-14 05:00:00,USDN/USDT,0.9228,0.9228,0.9228,0.9228,0,0
1663128000,2022-09-14 04:00:00,USDN/USDT,0.9228,0.9228,0.9228,0.9228,0,0
1663124400,2022-09-14 03:00:00,USDN/USDT,0.9159,0.9228,0.914,0.9228,4106.5552,3771.40813215
1663120800,2022-09-14 02:00:00,USDN/USDT,0.916,0.9164,0.916,0.9164,73.8634,67.68456877
1663117200,2022-09-14 01:00:00,USDN/USDT,0.9116,0.9158,0.9116,0.9158,316.2919,289.56107303
1663113600,2022-09-14 00:00:00,USDN/USDT,0.9158,0.9158,0.9098,0.9116,430.3581,393.03585711
1663110000,2022-09-13 23:00:00,USDN/USDT,0.9261,0.9286,0.9158,0.9158,688.1673,634.59100185
1663106400,2022-09-13 22:00:00,USDN/USDT,0.9262,0.9288,0.9198,0.9238,5136.2206,4753.85858915
1663102800,2022-09-13 21:00:00,USDN/USDT,0.9297,0.9297,0.9262,0.9262,3732.5304,3464.84055968
1663099200,2022-09-13 20:00:00,USDN/USDT,0.9287,0.9311,0.9262,0.9262,2248.8066,2083.52335271
1663095600,2022-09-13 19:00:00,USDN/USDT,0.9286,0.9331,0.9262,0.932,41632.3222,38756.85380047
1663092000,2022-09-13 18:00:00,USDN/USDT,0.9263,0.9287,0.9262,0.9262,333.5523,309.04825284
1663088400,2022-09-13 17:00:00,USDN/USDT,0.9262,0.9286,0.9262,0.9286,152.5014,141.2979486
1663084800,2022-09-13 16:00:00,USDN/USDT,0.9263,0.9263,0.9262,0.9262,243.4366,225.48176116
1663081200,2022-09-13 15:00:00,USDN/USDT,0.9263,0.9287,0.9262,0.9287,461.9746,428.15107582
1663077600,2022-09-13 14:00:00,USDN/USDT,0.9331,0.9331,0.9263,0.9263,1449.9175,1346.62902898
1663074000,2022-09-13 13:00:00,USDN/USDT,0.9385,0.9385,0.933,0.936,634.6618,594.38445162
1663070400,2022-09-13 12:00:00,USDN/USDT,0.9492,0.9492,0.9332,0.9403,7910.423,7443.36421656
1663066800,2022-09-13 11:00:00,USDN/USDT,0.9493,0.9493,0.9492,0.9492,17.9178,17.00894033
1663063200,2022-09-13 10:00:00,USDN/USDT,0.9561,0.9561,0.9493,0.9493,704.0326,670.78673105
1663059600,2022-09-13 09:00:00,USDN/USDT,0.9397,0.9563,0.9397,0.9563,16835.1751,15935.09171499
1663056000,2022-09-13 08:00:00,USDN/USDT,0.9364,0.94,0.9336,0.9362,3111.7398,2921.13352431
1663052400,2022-09-13 07:00:00,USDN/USDT,0.9385,0.9409,0.9311,0.94,1374.4512,1286.6683037
1663048800,2022-09-13 06:00:00,USDN/USDT,0.9336,0.9419,0.9331,0.9386,1768.0111,1660.98115057
1663045200,2022-09-13 05:00:00,USDN/USDT,0.9267,0.9336,0.9264,0.9336,1790.235,1670.65951101
1663041600,2022-09-13 04:00:00,USDN/USDT,0.9287,0.9311,0.9287,0.9311,139.2971,129.52671531
1663038000,2022-09-13 03:00:00,USDN/USDT,0.9264,0.93,0.9254,0.9259,4440.3495,4113.13444853
1663034400,2022-09-13 02:00:00,USDN/USDT,0.9289,0.9311,0.9262,0.93,2055.8816,1911.49699297
1663030800,2022-09-13 01:00:00,USDN/USDT,0.9289,0.9336,0.9289,0.9289,87.1077,81.21895193
1663027200,2022-09-13 00:00:00,USDN/USDT,0.9341,0.936,0.9288,0.9289,894.5419,833.93752477
1663023600,2022-09-12 23:00:00,USDN/USDT,0.9386,0.9386,0.9304,0.9382,2133.5982,1996.28560418
1663020000,2022-09-12 22:00:00,USDN/USDT,0.9495,0.9495,0.9346,0.9415,2143.7175,2019.08453483
1663016400,2022-09-12 21:00:00,USDN/USDT,0.9544,0.9631,0.9499,0.9501,11606.418,11065.41242119
1663012800,2022-09-12 20:00:00,USDN/USDT,0.9545,0.9556,0.9533,0.9544,2316.8574,2212.19227928
1663009200,2022-09-12 19:00:00,USDN/USDT,0.9567,0.961,0.9533,0.9545,3119.2145,2985.54287501
1663005600,2022-09-12 18:00:00,USDN/USDT,0.9546,0.9672,0.952,0.9569,7291.5645,6994.14866002
1663002000,2022-09-12 17:00:00,USDN/USDT,0.9455,0.9674,0.9454,0.9578,10066.228,9632.14857499
1662998400,2022-09-12 16:00:00,USDN/USDT,0.9537,0.9537,0.9415,0.9466,1948.2193,1849.11237613
1662994800,2022-09-12 15:00:00,USDN/USDT,0.9493,0.958,0.9481,0.9537,4689.8524,4471.28206027
1662991200,2022-09-12 14:00:00,USDN/USDT,0.9495,0.9511,0.9494,0.9499,562.6844,534.74519643
1662987600,2022-09-12 13:00:00,USDN/USDT,0.9504,0.9597,0.95,0.9504,4381.5505,4177.10972608
1662984000,2022-09-12 12:00:00,USDN/USDT,0.9508,0.9548,0.9501,0.9506,2320.9405,2209.33808617
1662980400,2022-09-12 11:00:00,USDN/USDT,0.9558,0.9558,0.9508,0.9512,1801.0531,1715.63017459
1662976800,2022-09-12 10:00:00,USDN/USDT,0.9552,0.9606,0.9534,0.9559,5140.6333,4914.65125161
1662973200,2022-09-12 09:00:00,USDN/USDT,0.9548,0.9556,0.9547,0.9547,3382,3230.4094
1662969600,2022-09-12 08:00:00,USDN/USDT,0.9494,0.9558,0.9494,0.9553,3351.0638,3195.33454089
1662966000,2022-09-12 07:00:00,USDN/USDT,0.9463,0.9557,0.9455,0.9529,14983.1666,14240.28934272
1662962400,2022-09-12 06:00:00,USDN/USDT,0.9434,0.9463,0.9434,0.9463,338.378,319.85478563
1662958800,2022-09-12 05:00:00,USDN/USDT,0.941,0.9434,0.9378,0.9434,2410.6135,2270.25723481
1662955200,2022-09-12 04:00:00,USDN/USDT,0.9452,0.9452,0.9452,0.9452,0,0
1662951600,2022-09-12 03:00:00,USDN/USDT,0.9414,0.9452,0.9414,0.9452,3865.5449,3639.10418069
1662948000,2022-09-12 02:00:00,USDN/USDT,0.9374,0.945,0.9374,0.9412,350.1664,329.98194413
1662944400,2022-09-12 01:00:00,USDN/USDT,0.9376,0.9409,0.9373,0.9409,158.9612,149.18674593
1662940800,2022-09-12 00:00:00,USDN/USDT,0.9377,0.9377,0.9376,0.9376,12.3785,11.60671103
1662937200,2022-09-11 23:00:00,USDN/USDT,0.9382,0.9382,0.9378,0.9378,267.9999,251.33302672
1662933600,2022-09-11 22:00:00,USDN/USDT,0.9432,0.9433,0.9385,0.9409,273.2788,257.03318991
1662930000,2022-09-11 21:00:00,USDN/USDT,0.941,0.941,0.9385,0.9385,51.775,48.62436715
1662926400,2022-09-11 20:00:00,USDN/USDT,0.9409,0.9437,0.9407,0.941,2319.7205,2188.15689362
1662922800,2022-09-11 19:00:00,USDN/USDT,0.9409,0.9409,0.9376,0.9376,63.2257,59.45429575
1662919200,2022-09-11 18:00:00,USDN/USDT,0.9416,0.9481,0.9378,0.9378,1840.8204,1730.49162134
1662915600,2022-09-11 17:00:00,USDN/USDT,0.9434,0.948,0.9416,0.9416,39.627,37.37904247
1662912000,2022-09-11 16:00:00,USDN/USDT,0.9436,0.9436,0.9434,0.9434,27.4863,25.93080012
1662908400,2022-09-11 15:00:00,USDN/USDT,0.9443,0.9483,0.9436,0.9436,772.0179,728.9524943
1662904800,2022-09-11 14:00:00,USDN/USDT,0.9454,0.9454,0.9446,0.9446,85.3924,80.71250184
1662901200,2022-09-11 13:00:00,USDN/USDT,0.9454,0.9482,0.9454,0.9482,3.7223,3.51937042
1662897600,2022-09-11 12:00:00,USDN/USDT,0.9454,0.9454,0.9454,0.9454,1.8314,1.73140556
1662894000,2022-09-11 11:00:00,USDN/USDT,0.946,0.9498,0.9459,0.9459,299.9999,283.7981854
1662890400,2022-09-11 10:00:00,USDN/USDT,0.946,0.9499,0.946,0.9499,108.18,102.340932
1662886800,2022-09-11 09:00:00,USDN/USDT,0.95,0.95,0.946,0.9499,2804.0393,2663.55924816
1662883200,2022-09-11 08:00:00,USDN/USDT,0.9482,0.95,0.9444,0.95,1953.9917,1855.61364508
1662879600,2022-09-11 07:00:00,USDN/USDT,0.9444,0.9444,0.9444,0.9444,1.0406,0.98274264
1662876000,2022-09-11 06:00:00,USDN/USDT,0.9444,0.9444,0.9444,0.9444,203.0158,191.72812152
1662872400,2022-09-11 05:00:00,USDN/USDT,0.9411,0.9492,0.941,0.9443,577.6671,546.47110922
1662868800,2022-09-11 04:00:00,USDN/USDT,0.9406,0.9498,0.9406,0.941,3340.7511,3155.96993567
1662865200,2022-09-11 03:00:00,USDN/USDT,0.9386,0.9386,0.9365,0.9365,255,239.12858408
1662861600,2022-09-11 02:00:00,USDN/USDT,0.9386,0.9386,0.9386,0.9386,0.4355,0.4087603
1662858000,2022-09-11 01:00:00,USDN/USDT,0.9376,0.9443,0.9365,0.9386,1931.1481,1816.24515104
1662854400,2022-09-11 00:00:00,USDN/USDT,0.9286,0.9376,0.9286,0.9337,5928.5546,5536.99114386
1662850800,2022-09-10 23:00:00,USDN/USDT,0.9259,0.9259,0.9259,0.9259,0,0
1662847200,2022-09-10 22:00:00,USDN/USDT,0.9259,0.9259,0.9259,0.9259,0.508,0.4703572
1662843600,2022-09-10 21:00:00,USDN/USDT,0.9297,0.9308,0.9259,0.9259,11.1835,10.36180555
1662840000,2022-09-10 20:00:00,USDN/USDT,0.933,0.9361,0.9262,0.9262,804.6758,748.75511887
1662836400,2022-09-10 19:00:00,USDN/USDT,0.9288,0.9288,0.9288,0.9288,53.2324,49.44225312
1662832800,2022-09-10 18:00:00,USDN/USDT,0.933,0.933,0.9288,0.9288,30.3466,28.18849123
1662829200,2022-09-10 17:00:00,USDN/USDT,0.9361,0.9361,0.9288,0.9289,1135.887,1057.41267697
1662825600,2022-09-10 16:00:00,USDN/USDT,0.9366,0.937,0.9361,0.9361,245.2146,229.64797381
1662822000,2022-09-10 15:00:00,USDN/USDT,0.9382,0.9382,0.9366,0.9366,3615.5514,3387.99207302
1662818400,2022-09-10 14:00:00,USDN/USDT,0.9385,0.9385,0.9385,0.9385,316.5347,297.06781595
1662814800,2022-09-10 13:00:00,USDN/USDT,0.941,0.9454,0.9343,0.9385,1928.9306,1809.85625553
1662811200,2022-09-10 12:00:00,USDN/USDT,0.9555,0.9556,0.9412,0.9412,2083.2987,1973.78747413
1662807600,2022-09-10 11:00:00,USDN/USDT,0.95,0.9558,0.95,0.9553,4975.0028,4740.88909525
1662804000,2022-09-10 10:00:00,USDN/USDT,0.9543,0.9549,0.9493,0.9493,2478.1576,2356.93510809
1662800400,2022-09-10 09:00:00,USDN/USDT,0.9493,0.956,0.9491,0.9546,7445.3097,7084.78885081
1662796800,2022-09-10 08:00:00,USDN/USDT,0.951,0.951,0.9493,0.9493,525.728,499.76958962
1662793200,2022-09-10 07:00:00,USDN/USDT,0.948,0.9545,0.9443,0.9501,9226.1997,8767.65620615
1662789600,2022-09-10 06:00:00,USDN/USDT,0.944,0.9533,0.9373,0.946,18129.5217,17206.05192629
1662786000,2022-09-10 05:00:00,USDN/USDT,0.9335,0.9495,0.933,0.944,9707.1204,9113.30500811
1662782400,2022-09-10 04:00:00,USDN/USDT,0.9336,0.9376,0.9264,0.9328,1459.2164,1357.73310272
1662778800,2022-09-10 03:00:00,USDN/USDT,0.9337,0.9337,0.9336,0.9336,51,47.61767788
1662775200,2022-09-10 02:00:00,USDN/USDT,0.9382,0.9384,0.9337,0.9337,121.8073,113.77062634
1662771600,2022-09-10 01:00:00,USDN/USDT,0.9337,0.9384,0.9336,0.9338,515.3465,481.92631358
1662768000,2022-09-10 00:00:00,USDN/USDT,0.9214,0.9365,0.9214,0.9365,2474.1179,2294.94977123
1662764400,2022-09-09 23:00:00,USDN/USDT,0.9155,0.9287,0.914,0.9214,2135.3954,1967.01096068
1662760800,2022-09-09 22:00:00,USDN/USDT,0.9116,0.9116,0.9115,0.9115,143.0567,130.40712895
1662757200,2022-09-09 21:00:00,USDN/USDT,0.9091,0.9155,0.9046,0.9155,576.2393,524.63604492
1662753600,2022-09-09 20:00:00,USDN/USDT,0.909,0.9125,0.909,0.9125,460.168,418.47506481
1662750000,2022-09-09 19:00:00,USDN/USDT,0.91,0.9124,0.91,0.9124,496.0107,452.09262089
1662746400,2022-09-09 18:00:00,USDN/USDT,0.9116,0.9116,0.9023,0.9115,1650.0523,1499.27038394
1662742800,2022-09-09 17:00:00,USDN/USDT,0.9016,0.9149,0.887,0.9149,22709.7187,20389.74066565
1662739200,2022-09-09 16:00:00,USDN/USDT,0.9162,0.9162,0.8711,0.9016,43126.8447,38363.4889708
1662735600,2022-09-09 15:00:00,USDN/USDT,0.9306,0.9356,0.9151,0.9187,6126.2864,5653.28337357
1662732000,2022-09-09 14:00:00,USDN/USDT,0.932,0.932,0.9308,0.9309,110.0151,102.43604775
1662728400,2022-09-09 13:00:00,USDN/USDT,0.9365,0.9365,0.9311,0.936,2919.9207,2732.3937793
1662724800,2022-09-09 12:00:00,USDN/USDT,0.9368,0.9368,0.9366,0.9366,1625.0922,1522.1649913
1662721200,2022-09-09 11:00:00,USDN/USDT,0.941,0.9415,0.9366,0.9368,1748.4941,1638.96059783
1662717600,2022-09-09 10:00:00,USDN/USDT,0.9416,0.9416,0.941,0.941,404.2864,380.49664023
1662714000,2022-09-09 09:00:00,USDN/USDT,0.9416,0.9458,0.9416,0.9458,126.5309,119.64846148
1662710400,2022-09-09 08:00:00,USDN/USDT,0.9416,0.9416,0.9416,0.9416,0,0
1662706800,2022-09-09 07:00:00,USDN/USDT,0.9435,0.9458,0.9416,0.9416,1928.091,1817.63485744
1662703200,2022-09-09 06:00:00,USDN/USDT,0.9362,0.9481,0.9327,0.9435,4999.3466,4687.39056385
1662699600,2022-09-09 05:00:00,USDN/USDT,0.9322,0.9404,0.9322,0.9351,3189.4812,2982.33348615
1662696000,2022-09-09 04:00:00,USDN/USDT,0.9239,0.9322,0.9238,0.9287,411.2208,381.84196295
1662692400,2022-09-09 03:00:00,USDN/USDT,0.9189,0.9266,0.9189,0.9266,1730.8996,1602.2232613
1662688800,2022-09-09 02:00:00,USDN/USDT,0.9189,0.9189,0.9189,0.9189,0.365,0.3353985
1662685200,2022-09-09 01:00:00,USDN/USDT,0.9231,0.9231,0.9189,0.9189,36.6676,33.78767271
1662681600,2022-09-09 00:00:00,USDN/USDT,0.9231,0.9231,0.9231,0.9231,2.0189,1.86364659
1662678000,2022-09-08 23:00:00,USDN/USDT,0.9212,0.9271,0.9188,0.9238,1382.8468,1277.64682071
1662674400,2022-09-08 22:00:00,USDN/USDT,0.9212,0.9238,0.9168,0.9168,1074.6655,986.34033577
1662670800,2022-09-08 21:00:00,USDN/USDT,0.9262,0.931,0.9177,0.9237,3979.9993,3658.16178221
1662667200,2022-09-08 20:00:00,USDN/USDT,0.9337,0.9384,0.9262,0.9262,2320.8481,2163.13909299
1662663600,2022-09-08 19:00:00,USDN/USDT,0.9337,0.9384,0.933,0.936,2846.8255,2661.84839914
1662660000,2022-09-08 18:00:00,USDN/USDT,0.9337,0.9383,0.933,0.9338,1061.4333,992.99905279
1662656400,2022-09-08 17:00:00,USDN/USDT,0.9377,0.9377,0.9376,0.9376,11.015,10.32825881
1662652800,2022-09-08 16:00:00,USDN/USDT,0.9337,0.9378,0.9327,0.9337,500.7972,468.53756191
1662649200,2022-09-08 15:00:00,USDN/USDT,0.9374,0.9385,0.932,0.9385,4359.6555,4066.43906623
1662645600,2022-09-08 14:00:00,USDN/USDT,0.9386,0.9422,0.9321,0.9373,2387.9706,2234.4825216
1662642000,2022-09-08 13:00:00,USDN/USDT,0.9405,0.9405,0.9385,0.9385,93.5494,87.92921041
1662638400,2022-09-08 12:00:00,USDN/USDT,0.944,0.9459,0.9404,0.9404,2072.4946,1956.61494464
1662634800,2022-09-08 11:00:00,USDN/USDT,0.941,0.9443,0.941,0.944,1484.073,1400.84305367
1662631200,2022-09-08 10:00:00,USDN/USDT,0.9432,0.9434,0.9432,0.9434,195.531,184.45299594
1662627600,2022-09-08 09:00:00,USDN/USDT,0.9386,0.9386,0.9386,0.9386,71.8653,67.45277058
1662624000,2022-09-08 08:00:00,USDN/USDT,0.9386,0.9386,0.9386,0.9386,0,0
1662620400,2022-09-08 07:00:00,USDN/USDT,0.9398,0.9398,0.9385,0.9386,214.592,201.42377053
1662616800,2022-09-08 06:00:00,USDN/USDT,0.9433,0.9433,0.9433,0.9433,0,0
1662613200,2022-09-08 05:00:00,USDN/USDT,0.943,0.9433,0.9429,0.9433,20.8729,19.68301174
1662609600,2022-09-08 04:00:00,USDN/USDT,0.943,0.943,0.943,0.943,0,0
1662606000,2022-09-08 03:00:00,USDN/USDT,0.943,0.943,0.943,0.943,0,0
1662602400,2022-09-08 02:00:00,USDN/USDT,0.943,0.943,0.943,0.943,0,0
1662598800,2022-09-08 01:00:00,USDN/USDT,0.936,0.943,0.936,0.943,6038.9336,5680.33528026
1662595200,2022-09-08 00:00:00,USDN/USDT,0.9386,0.9386,0.933,0.933,568.0082,532.27819467
1662591600,2022-09-07 23:00:00,USDN/USDT,0.9386,0.9386,0.9386,0.9386,5.2508,4.92840088
1662588000,2022-09-07 22:00:00,USDN/USDT,0.9386,0.9387,0.9386,0.9387,58.5515,54.96059182
1662584400,2022-09-07 21:00:00,USDN/USDT,0.9386,0.9386,0.9386,0.9386,85,79.781
1662580800,2022-09-07 20:00:00,USDN/USDT,0.9386,0.9419,0.9386,0.9386,74.4047,69.88189438
1662577200,2022-09-07 19:00:00,USDN/USDT,0.9337,0.9422,0.9331,0.9422,1264.9487,1183.94622808
1662573600,2022-09-07 18:00:00,USDN/USDT,0.9336,0.9385,0.9327,0.9385,386.8057,362.29853331
